Date,equity,position,buy_buffer_pct,sell_buffer_pct,upper_band,lower_band
2005-03-01,10000000.0,0,0.03,0.05,33.063171,30.495158
2005-03-02,10000000.0,0,0.03,0.05,33.062938,30.494943
2005-03-03,10000000.0,0,0.03,0.05,33.059101,30.491404
2005-03-04,10000000.0,0,0.03,0.05,33.057875,30.490273
2005-03-07,10000000.0,0,0.03,0.05,33.06295,30.494954
2005-03-08,10000000.0,0,0.03,0.05,33.063535,30.495493
2005-03-09,10000000.0,0,0.03,0.05,33.062832,30.494845
2005-03-10,10000000.0,0,0.03,0.05,33.061557,30.493669
2005-03-11,10000000.0,0,0.03,0.05,33.056225,30.488751
2005-03-14,10000000.0,0,0.03,0.05,33.052942,30.485723
2005-03-15,10000000.0,0,0.03,0.05,33.046211,30.479515
2005-03-16,10000000.0,0,0.03,0.05,33.034682,30.468882
2005-03-17,10000000.0,0,0.03,0.05,33.024353,30.459355
2005-03-18,10000000.0,0,0.03,0.05,33.011833,30.447808
2005-03-21,10000000.0,0,0.03,0.05,33.000294,30.437165
2005-03-22,10000000.0,0,0.03,0.05,32.983671,30.421832
2005-03-23,10000000.0,0,0.03,0.05,32.968781,30.408099
2005-03-24,10000000.0,0,0.03,0.05,32.954204,30.394654
2005-03-28,10000000.0,0,0.03,0.05,32.940635,30.382139
2005-03-29,10000000.0,0,0.03,0.05,32.923871,30.366677
2005-03-30,10000000.0,0,0.03,0.05,32.915242,30.358718
2005-03-31,10000000.0,0,0.03,0.05,32.904866,30.349148
2005-04-01,10000000.0,0,0.03,0.05,32.890321,30.335733
2005-04-04,10000000.0,0,0.03,0.05,32.878994,30.325286
2005-04-05,10000000.0,0,0.03,0.05,32.868982,30.316051
2005-04-06,10000000.0,0,0.03,0.05,32.858404,30.306295
2005-04-07,10000000.0,0,0.03,0.05,32.853086,30.30139
2005-04-08,10000000.0,0,0.03,0.05,32.844348,30.29333
2005-04-11,10000000.0,0,0.03,0.05,32.833863,30.28366
2005-04-12,10000000.0,0,0.03,0.05,32.825612,30.27605
2005-04-13,10000000.0,0,0.03,0.05,32.810488,30.2621
2005-04-14,10000000.0,0,0.03,0.05,32.789629,30.242861
2005-04-15,10000000.0,0,0.03,0.05,32.759619,30.215183
2005-04-18,10000000.0,0,0.03,0.05,32.730124,30.187978
2005-04-19,10000000.0,0,0.03,0.05,32.703812,30.16371
2005-04-20,10000000.0,0,0.03,0.05,32.674474,30.136651
2005-04-21,10000000.0,0,0.03,0.05,32.656231,30.119824
2005-04-22,10000000.0,0,0.03,0.05,32.632061,30.097532
2005-04-25,10000000.0,0,0.03,0.05,32.611587,30.078648
2005-04-26,10000000.0,0,0.03,0.05,32.587543,30.056472
2005-04-27,10000000.0,0,0.03,0.05,32.5644,30.035126
2005-04-28,10000000.0,0,0.03,0.05,32.53749,30.010306
2005-04-29,10000000.0,0,0.03,0.05,32.513613,29.988284
2005-05-02,10000000.0,0,0.03,0.05,32.491682,29.968056
2005-05-03,10000000.0,0,0.03,0.05,32.472136,29.950028
2005-05-04,10000000.0,0,0.03,0.05,32.457853,29.936855
2005-05-05,10000000.0,0,0.03,0.05,32.444108,29.924177
2005-05-06,10000000.0,0,0.03,0.05,32.431709,29.912742
2005-05-09,10000000.0,0,0.03,0.05,32.421453,29.903282
2005-05-10,10000000.0,0,0.03,0.05,32.408307,29.891157
2005-05-11,10000000.0,0,0.03,0.05,32.39743,29.881124
2005-05-12,10000000.0,0,0.03,0.05,32.385533,29.870151
2005-05-13,10000000.0,0,0.03,0.05,32.378332,29.86351
2005-05-16,10000000.0,0,0.03,0.05,32.37402,29.859533
2005-05-17,10000000.0,0,0.03,0.05,32.372325,29.857969
2005-05-18,10000000.0,0,0.03,0.05,32.376471,29.861794
2005-05-19,10000000.0,0,0.03,0.05,32.38417,29.868895
2005-05-20,10000000.0,0,0.03,0.05,32.393513,29.877512
2005-05-23,10000000.0,0,0.03,0.05,32.404943,29.888054
2005-05-24,10000000.0,0,0.03,0.05,32.417619,29.899745
2005-05-25,10000000.0,0,0.03,0.05,32.428264,29.909564
2005-05-26,10000000.0,0,0.03,0.05,32.443191,29.923331
2005-05-27,10000000.0,0,0.03,0.05,32.458152,29.937131
2005-05-31,10000000.0,0,0.03,0.05,32.471403,29.949352
2005-06-01,10000000.0,0,0.03,0.05,32.488086,29.964739
2005-06-02,10000000.0,0,0.03,0.05,32.50769,29.982821
2005-06-03,10000000.0,0,0.03,0.05,32.520517,29.994652
2005-06-06,10000000.0,0,0.03,0.05,32.533291,30.006433
2005-06-07,10000000.0,0,0.03,0.05,32.542171,30.014624
2005-06-08,10000000.0,0,0.03,0.05,32.550003,30.021848
2005-06-09,10000000.0,0,0.03,0.05,32.560524,30.031552
2005-06-10,10000000.0,0,0.03,0.05,32.566251,30.036834
2005-06-13,10000000.0,0,0.03,0.05,32.573997,30.043978
2005-06-14,10000000.0,0,0.03,0.05,32.579894,30.049417
2005-06-15,10000000.0,0,0.03,0.05,32.58711,30.056073
2005-06-16,10000000.0,0,0.03,0.05,32.596558,30.064787
2005-06-17,10000000.0,0,0.03,0.05,32.605939,30.073439
2005-06-20,10000000.0,0,0.03,0.05,32.615196,30.081977
2005-06-21,10000000.0,0,0.03,0.05,32.624097,30.090187
