entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,holding_days
2008-12-16,2012-05-15,7.259212,19.040208,1377559,16229016,1.6229,0.03,3,1246
2012-09-07,2013-02-21,23.194375,18.621467,1130835,-5171204,-0.1972,0.03,3,167
2015-01-26,2015-03-09,11.32387,9.329428,1859594,-3708853,-0.1761,0.03,3,42
2016-02-11,2016-11-25,10.175435,8.880778,1704984,-2207370,-0.1272,0.03,3,288
2017-04-19,2018-07-18,10.218062,8.716272,1481845,-2225420,-0.147,0.03,3,455
2019-01-17,2021-03-01,9.445752,13.960492,1367404,6173474,0.478,0.03,3,774
2021-05-21,2022-07-07,16.391529,13.0607,1164604,-3879096,-0.2032,0.03,3,412
