Date,equity,cash,rebalanced,qqq_value,qqq_weight,qqq_signal,tqqq_value,tqqq_weight,tqqq_signal,drawdown_pct
2007-06-22,11646443,32,False,5391942,0.463,buy,6254470,0.537,buy,-6.53
2007-06-25,11540670,32,False,5369137,0.4652,buy,6171502,0.5348,buy,-7.38
2007-06-26,11400156,32,False,5338350,0.4683,buy,6061774,0.5317,buy,-8.5
2007-06-27,11758409,32,False,5420445,0.461,buy,6337933,0.539,buy,-5.63
2007-06-28,11744481,32,False,5418166,0.4613,buy,6326283,0.5387,buy,-5.74
2007-06-29,11781895,32,False,5427287,0.4606,buy,6354576,0.5394,buy,-5.44
2007-07-02,11999458,32,False,5476314,0.4564,buy,6523113,0.5436,buy,-3.69
2007-07-03,12141685,32,False,5508240,0.4537,buy,6633414,0.5463,buy,-2.55
2007-07-05,12321925,32,False,5548146,0.4503,buy,6773748,0.5497,buy,-1.1
2007-07-06,12424336,32,False,5570950,0.4484,buy,6853353,0.5516,buy,-0.28
2007-07-09,12436420,32,False,5574372,0.4482,buy,6862016,0.5518,buy,-0.19
2007-07-10,12213053,32,False,5527621,0.4526,buy,6685400,0.5474,buy,-1.98
2007-07-11,12383331,32,False,5565249,0.4494,buy,6818050,0.5506,buy,-0.61
2007-07-12,12779187,32,False,5650761,0.4422,buy,7128394,0.5578,buy,0.0
2007-07-13,12960543,32,False,5689529,0.439,buy,7270983,0.561,buy,0.0
2007-07-16,12928775,32,False,5683827,0.4396,buy,7244915,0.5604,buy,-0.25
2007-07-17,13133601,32,False,5727157,0.4361,buy,7406412,0.5639,buy,0.0
2007-07-18,13095911,32,False,5720312,0.4368,buy,7375568,0.5632,buy,-0.29
2007-07-19,13174911,32,False,5737416,0.4355,buy,7437463,0.5645,buy,0.0
2007-07-20,13020099,32,False,5706632,0.4383,buy,7313436,0.5617,buy,-1.18
2007-07-23,13026907,32,False,5708910,0.4382,buy,7317965,0.5618,buy,-1.12
2007-07-24,12613849,32,False,5624540,0.4459,buy,6989277,0.5541,buy,-4.26
2007-07-25,12647529,32,False,5632519,0.4453,buy,7014978,0.5547,buy,-4.0
2007-07-26,12416657,32,False,5584632,0.4498,buy,6831993,0.5502,buy,-5.76
2007-07-27,11885545,32,False,5471753,0.4604,buy,6413761,0.5396,buy,-9.79
2007-07-30,12170226,32,False,5535604,0.4548,buy,6634591,0.5451,buy,-7.63
2007-07-31,11631918,32,False,5419306,0.4659,buy,6212581,0.5341,buy,-11.71
2007-08-01,11815771,32,False,5461490,0.4622,buy,6354249,0.5378,buy,-10.32
2007-08-02,12037552,32,False,5511659,0.4579,buy,6525862,0.5421,buy,-8.63
2007-08-03,11556482,32,False,5406763,0.4679,buy,6149687,0.5321,buy,-12.28
2007-08-06,11829796,32,False,5469473,0.4623,buy,6360291,0.5377,buy,-10.21
2007-08-07,12000313,32,False,5508240,0.459,buy,6492042,0.541,buy,-8.92
2007-08-08,12270843,32,False,5568670,0.4538,buy,6702142,0.5462,buy,-6.86
2007-08-09,11673118,32,False,5439828,0.466,buy,6233258,0.534,buy,-11.4
2007-08-10,11452132,32,False,5390800,0.4707,buy,6061300,0.5293,buy,-13.08
2007-08-13,11608364,32,False,5427287,0.4675,buy,6181045,0.5325,buy,-11.89
2007-08-14,11197058,32,False,5334929,0.4765,buy,5862097,0.5235,buy,-15.01
2007-08-15,10757857,32,False,5233455,0.4865,buy,5524371,0.5135,buy,-18.35
2007-08-16,10541028,32,False,5182147,0.4916,buy,5358850,0.5084,buy,-19.99
2007-08-17,10940340,32,False,5280202,0.4826,buy,5660106,0.5174,buy,-16.96
2007-08-20,11042984,32,False,5305287,0.4804,buy,5737665,0.5196,buy,-16.18
2007-08-21,11276960,32,False,5361154,0.4754,buy,5915774,0.5246,buy,-14.41
2007-08-22,11588245,32,False,5434126,0.4689,buy,6154088,0.5311,buy,-12.04
2007-08-23,11519699,32,False,5419306,0.4704,buy,6100361,0.5296,buy,-12.56
2007-08-24,11850711,32,False,5495698,0.4637,buy,6354981,0.5363,buy,-10.05
2007-08-27,11684167,32,False,5459213,0.4672,buy,6224922,0.5328,buy,-11.32
2007-08-28,11106126,32,False,5329230,0.4798,buy,5776865,0.5202,buy,-15.7
2007-08-29,11752599,32,False,5482017,0.4665,buy,6270549,0.5335,buy,-10.8
2007-08-30,11875460,32,False,5510519,0.464,buy,6364910,0.536,buy,-9.86
2007-08-31,12146884,32,False,5572090,0.4587,buy,6574763,0.5413,buy,-7.8
2007-09-04,12562617,32,False,5664445,0.4509,buy,6898140,0.5491,buy,-4.65
2007-09-05,12293609,32,False,5607436,0.4561,buy,6686142,0.5439,buy,-6.69
2007-09-06,12269122,32,False,5602875,0.4567,buy,6666215,0.5433,buy,-6.88
2007-09-07,11791425,32,False,5499118,0.4664,buy,6292275,0.5336,buy,-10.5
2007-09-10,11772865,32,False,5495698,0.4668,buy,6277135,0.5332,buy,-10.64
2007-09-11,12137913,32,False,5578931,0.4596,buy,6558950,0.5404,buy,-7.87
2007-09-12,12139538,32,False,5580071,0.4597,buy,6559435,0.5403,buy,-7.86
2007-09-13,12259858,32,False,5607436,0.4574,buy,6652391,0.5426,buy,-6.95
2007-09-14,12277067,32,False,5611997,0.4571,buy,6665039,0.5429,buy,-6.81
2007-09-17,12060161,32,False,5565249,0.4615,buy,6494880,0.5385,buy,-8.46
2007-09-18,12687909,32,False,5705493,0.4497,buy,6982384,0.5503,buy,-3.7
2007-09-19,12753369,32,False,5720312,0.4485,buy,7033025,0.5515,buy,-3.2
2007-09-20,12674743,32,False,5704352,0.4501,buy,6970359,0.5499,buy,-3.8
2007-09-21,12860464,32,False,5744963,0.4467,buy,7115469,0.5533,buy,-2.39
2007-09-24,12980361,32,False,5771202,0.4446,buy,7209127,0.5554,buy,-1.48
2007-09-25,13236428,32,False,5825960,0.4401,buy,7410436,0.5599,buy,0.0
2007-09-26,13369756,32,False,5854475,0.4379,buy,7515249,0.5621,buy,0.0
2007-09-27,13509613,32,False,5884140,0.4356,buy,7625441,0.5644,buy,0.0
2007-09-28,13410690,32,False,5864744,0.4373,buy,7545915,0.5627,buy,-0.73
2007-10-01,13733881,32,False,5932049,0.4319,buy,7801801,0.5681,buy,0.0
2007-10-02,13735488,32,False,5933192,0.432,buy,7802265,0.568,buy,0.0
2007-10-03,13528356,32,False,5892124,0.4355,buy,7636201,0.5645,buy,-1.51
2007-10-04,13591323,32,False,5905815,0.4345,buy,7685477,0.5655,buy,-1.05
2007-10-05,14174748,32,False,6025597,0.4251,buy,8149119,0.5749,buy,0.0
2007-10-08,14360880,32,False,6063237,0.4222,buy,8297612,0.5778,buy,0.0
2007-10-09,14490549,32,False,6089478,0.4202,buy,8401040,0.5798,buy,0.0
2007-10-10,14562398,32,False,6104307,0.4192,buy,8458059,0.5808,buy,0.0
2007-10-11,14057977,32,False,6007340,0.4273,buy,8050606,0.5727,buy,-3.46
2007-10-12,14552083,32,False,6106591,0.4196,buy,8445461,0.5804,buy,-0.07
2007-10-15,14306870,32,False,6059818,0.4236,buy,8247020,0.5764,buy,-1.75
2007-10-16,14157647,32,False,6031300,0.426,buy,8126316,0.574,buy,-2.78
2007-10-17,14544554,32,False,6108872,0.42,buy,8435651,0.58,buy,-0.12
2007-10-18,14675111,32,False,6135110,0.4181,buy,8539969,0.5819,buy,0.0
2007-10-19,13879477,32,False,5982246,0.431,buy,7897199,0.569,buy,-5.42
2007-10-22,14231864,32,False,6054114,0.4254,buy,8177718,0.5746,buy,-3.02
2007-10-23,14867386,32,False,6180742,0.4157,buy,8686612,0.5843,buy,0.0
2007-10-24,14618908,32,False,6133969,0.4196,buy,8484908,0.5804,buy,-1.67
2007-10-25,14191508,32,False,6051830,0.4264,buy,8139646,0.5736,buy,-4.55
2007-10-26,14692744,32,False,6152218,0.4187,buy,8540494,0.5813,buy,-1.17
2007-10-29,14817961,32,False,6177320,0.4169,buy,8640609,0.5831,buy,-0.33
2007-10-30,14878677,32,False,6189868,0.416,buy,8688778,0.584,buy,0.0
2007-10-31,15331912,32,False,6277706,0.4095,buy,9054174,0.5905,buy,0.0
2007-11-01,14701591,32,False,6160206,0.419,buy,8541354,0.581,buy,-4.11
2007-11-02,14944666,32,False,6208122,0.4154,buy,8736512,0.5846,buy,-2.53
2007-11-05,14731896,32,False,6168191,0.4187,buy,8563673,0.5813,buy,-3.91
2007-11-06,15087144,32,False,6237778,0.4134,buy,8849335,0.5865,buy,-1.6
2007-11-07,14285383,32,False,6086056,0.426,buy,8199296,0.574,buy,-6.83
2007-11-08,13349651,32,False,5901249,0.4421,buy,7448370,0.5579,buy,-12.93
2007-11-09,12401392,32,False,5703896,0.4599,buy,6697464,0.5401,buy,-19.11
2007-11-12,11742914,32,False,5559019,0.4734,buy,6183863,0.5266,buy,-23.41
2007-11-13,12734398,32,False,5788314,0.4545,buy,6946052,0.5455,buy,-16.94
2007-11-14,12389901,32,False,5714161,0.4612,buy,6675709,0.5388,buy,-19.19
2007-11-15,12247901,32,False,5683361,0.464,buy,6564508,0.536,buy,-20.11
2007-11-16,12479008,32,False,5735834,0.4596,buy,6743141,0.5404,buy,-18.61
2007-11-19,12176213,32,False,5669672,0.4656,buy,6506509,0.5344,buy,-20.58
2007-11-20,12274402,32,False,5692488,0.4638,buy,6581883,0.5362,buy,-19.94
2007-11-21,11970423,32,False,5625181,0.4699,buy,6345211,0.5301,buy,-21.92
2007-11-23,12232404,32,False,5685644,0.4648,buy,6546727,0.5352,buy,-20.22
2007-11-26,11792207,32,False,5587535,0.4738,buy,6204640,0.5262,buy,-23.09
2007-11-27,12273416,32,False,5699333,0.4644,buy,6574051,0.5356,buy,-19.95
2007-11-28,13043639,32,False,5872731,0.4502,buy,7170877,0.5498,buy,-14.92
2007-11-29,13157174,32,False,5897829,0.4483,buy,7259314,0.5517,buy,-14.18
2007-11-30,12944867,32,False,5853337,0.4522,buy,7091499,0.5478,buy,-15.57
2007-12-03,12714274,32,False,5804285,0.4565,buy,6909958,0.5435,buy,-17.07
2007-12-04,12601585,32,False,5780329,0.4587,buy,6821224,0.5413,buy,-17.81
2007-12-05,13069773,32,False,5884140,0.4502,buy,7185602,0.5498,buy,-14.75
2007-12-06,13460165,32,False,5968558,0.4434,buy,7491575,0.5566,buy,-12.21
2007-12-07,13462154,32,False,5969697,0.4434,buy,7492425,0.5566,buy,-12.2
2007-12-10,13572877,32,False,5993654,0.4416,buy,7579191,0.5584,buy,-11.47
2007-12-11,12902227,32,False,5854475,0.4538,buy,7047720,0.5462,buy,-15.85
2007-12-12,13140994,32,False,5906955,0.4495,buy,7234008,0.5505,buy,-14.29
2007-12-13,12988366,32,False,5875011,0.4523,buy,7113323,0.5477,buy,-15.29
2007-12-14,12705029,32,False,5814551,0.4577,buy,6890447,0.5423,buy,-17.13
2007-12-17,12057505,32,False,5673093,0.4705,buy,6384381,0.5295,buy,-21.36
2007-12-18,12134461,32,False,5691348,0.469,buy,6443082,0.531,buy,-20.85
2007-12-19,12126486,32,False,5690206,0.4692,buy,6436248,0.5308,buy,-20.91
2007-12-20,12634734,32,False,5806565,0.4596,buy,6828137,0.5404,buy,-17.59
2007-12-21,13150209,32,False,5921104,0.4503,buy,7229073,0.5497,buy,-14.23
2007-12-24,13354551,32,False,5965641,0.4467,buy,7388878,0.5533,buy,-12.9
2007-12-26,13491171,32,False,5995332,0.4444,buy,7495807,0.5556,buy,-12.01
2007-12-27,13145937,32,False,5923389,0.4506,buy,7222517,0.5494,buy,-14.26
2007-12-28,13116019,32,False,5917678,0.4512,buy,7198309,0.5488,buy,-14.45
2007-12-31,12794156,32,False,5849160,0.4572,buy,6944964,0.5428,buy,-16.55
2008-01-02,12369223,32,False,5756663,0.4654,buy,6612528,0.5346,buy,-19.32
2008-01-03,12473028,32,False,5780644,0.4635,buy,6692352,0.5365,buy,-18.65
2008-01-04,11336140,32,False,5527125,0.4876,buy,5808984,0.5124,buy,-26.06
2008-01-07,11224584,32,False,5500861,0.4901,buy,5723692,0.5099,buy,-26.79
2008-01-08,10633820,32,False,5358115,0.5039,buy,5275674,0.4961,buy,-30.64
2008-01-09,11083084,32,False,5472312,0.4938,buy,5610740,0.5062,buy,-27.71
2008-01-10,11113268,32,False,5480305,0.4931,buy,5632931,0.5069,buy,-27.52
2008-01-11,10672519,32,False,5372961,0.5034,buy,5299526,0.4966,buy,-30.39
2008-01-14,11040983,32,False,5466602,0.4951,buy,5574349,0.5049,buy,-27.99
2008-01-15,10426739,32,False,5315862,0.5098,buy,5110845,0.4902,buy,-31.99
2008-01-16,10202763,32,False,5258762,0.5154,sell,4943970,0.4846,sell,-33.45
2008-01-17,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-18,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-22,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-23,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-24,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-25,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-28,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-29,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-30,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-01-31,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-01,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-04,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-05,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-06,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-07,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-08,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-11,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-12,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-13,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-14,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-15,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-19,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-20,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-21,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-22,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-25,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-26,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-27,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-28,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-02-29,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-03,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-04,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-05,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-06,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-07,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-10,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-11,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-12,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-13,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-14,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-17,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-18,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-19,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-20,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-24,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-25,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-26,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-27,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-28,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-03-31,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-01,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-02,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-03,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-04,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-07,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-08,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-09,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-10,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-11,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-14,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-15,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-16,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-17,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-18,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-21,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-22,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-23,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-24,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-25,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-28,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-29,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-04-30,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-05-01,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-05-02,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-05-05,10254808,10254808,False,0,0.0,sell,0,0.0,sell,-33.11
2008-05-06,10254808,10254808,False,0,0.0,buy,0,0.0,buy,-33.11
2008-05-07,9847029,39,False,5018020,0.5096,buy,4828970,0.4904,buy,-35.77
2008-05-08,9992074,39,False,5055623,0.506,buy,4936412,0.494,buy,-34.83
2008-05-09,9912955,39,False,5035779,0.508,buy,4877137,0.492,buy,-35.34
2008-05-12,10270822,39,False,5127699,0.4992,buy,5143084,0.5007,buy,-33.01
2008-05-13,10324060,39,False,5141276,0.498,buy,5182745,0.502,buy,-32.66
2008-05-14,10276629,39,False,5129788,0.4992,buy,5146802,0.5008,buy,-32.97
2008-05-15,10635642,39,False,5219617,0.4908,buy,5415987,0.5092,buy,-30.63
2008-05-16,10651565,39,False,5223795,0.4904,buy,5427731,0.5096,buy,-30.53
2008-05-19,10495495,39,False,5186191,0.4941,buy,5309265,0.5059,buy,-31.54
2008-05-20,10332670,39,False,5146500,0.4981,buy,5186131,0.5019,buy,-32.61
2008-05-21,9873418,39,False,5032646,0.5097,buy,4840733,0.4903,buy,-35.6
2008-05-22,9941286,39,False,5050400,0.508,buy,4890846,0.492,buy,-35.16
2008-05-23,9878974,39,False,5034733,0.5096,buy,4844202,0.4904,buy,-35.57
2008-05-27,10222912,39,False,5123519,0.5012,buy,5099354,0.4988,buy,-33.32
2008-05-28,10304996,39,False,5144409,0.4992,buy,5160548,0.5008,buy,-32.79
2008-05-29,10488078,39,False,5190371,0.4949,buy,5297668,0.5051,buy,-31.59
2008-05-30,10622615,39,False,5223795,0.4918,buy,5398781,0.5082,buy,-30.72
2008-06-02,10360075,39,False,5160076,0.4981,buy,5199960,0.5019,buy,-32.43
2008-06-03,10245401,39,False,5131874,0.5009,buy,5113488,0.4991,buy,-33.18
2008-06-04,10506739,39,False,5197684,0.4947,buy,5309016,0.5053,buy,-31.47
2008-06-05,10840877,39,False,5280203,0.4871,buy,5560635,0.5129,buy,-29.29
2008-06-06,10179189,39,False,5121430,0.5031,buy,5057719,0.4969,buy,-33.61
2008-06-09,10070394,39,False,5094273,0.5059,buy,4976082,0.4941,buy,-34.32
2008-06-10,9974795,39,False,5070246,0.5083,buy,4904510,0.4917,buy,-34.94
2008-06-11,9496788,39,False,4948034,0.521,buy,4548715,0.479,buy,-38.06
2008-06-12,9515352,39,False,4953258,0.5206,buy,4562055,0.4794,buy,-37.94
2008-06-13,9887710,39,False,5052492,0.511,buy,4835179,0.489,buy,-35.51
2008-06-16,10060436,39,False,5097406,0.5067,buy,4962991,0.4933,buy,-34.38
2008-06-17,9952792,39,False,5070246,0.5094,buy,4882506,0.4906,buy,-35.08
2008-06-18,9740422,39,False,5015930,0.515,buy,4724453,0.485,buy,-36.47
2008-06-19,10039027,39,False,5094273,0.5074,buy,4944715,0.4925,buy,-34.52
2008-06-20,9499758,39,False,4956715,0.5218,buy,4543004,0.4782,buy,-38.04
2008-06-23,9353667,39,False,4918037,0.5258,buy,4435590,0.4742,buy,-38.99
2008-06-24,9259675,39,False,4892952,0.5284,buy,4366684,0.4716,buy,-39.61
2008-06-25,9550789,39,False,4972394,0.5206,buy,4578357,0.4794,buy,-37.71
2008-06-26,8794649,39,False,4771699,0.5426,buy,4022910,0.4574,buy,-42.64
2008-06-27,8793717,39,False,4771699,0.5426,buy,4021978,0.4574,buy,-42.64
2008-06-30,8615732,39,False,4721526,0.548,buy,3894167,0.452,buy,-43.81
2008-07-01,8847231,39,False,4788422,0.5412,buy,4058770,0.4588,buy,-42.3
2008-07-02,8438925,39,False,4673444,0.5538,sell,3765442,0.4462,sell,-44.96
2008-07-03,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-07,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-08,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-09,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-10,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-11,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-14,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-15,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-16,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-17,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-18,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-21,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-22,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-23,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-24,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-25,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-28,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-29,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-30,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-07-31,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-01,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-04,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-05,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-06,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-07,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-08,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-11,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-12,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-13,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-14,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-15,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-18,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-19,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-20,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-21,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-22,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-25,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-26,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-27,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-28,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-08-29,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-02,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-03,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-04,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-05,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-08,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-09,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-10,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-11,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-12,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-15,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-16,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-17,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-18,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-19,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-22,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-23,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-24,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-25,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-26,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-29,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-09-30,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-01,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-02,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-03,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-06,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-07,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-08,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-09,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-10,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
2008-10-13,8509753,8509753,False,0,0.0,sell,0,0.0,sell,-44.5
