Date,equity,cash,rebalanced,tqqq_value,tqqq_weight,tqqq_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2004-11-18,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-11-19,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-11-22,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-11-23,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-11-24,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-11-26,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-11-29,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-11-30,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-12-01,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-12-02,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-12-03,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-12-06,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-12-07,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-12-08,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0.0
2004-12-09,10000000,10000000,False,0,0.0,sell,0,0.0,buy,0.0
2004-12-10,9983553,6000038,False,0,0.0,sell,3983514,0.399,buy,-0.16
2004-12-13,9992071,6000038,False,0,0.0,sell,3992033,0.3995,buy,-0.08
2004-12-14,10007762,6000038,False,0,0.0,sell,4007723,0.4005,buy,0.0
2004-12-15,10044081,6000038,False,0,0.0,sell,4044043,0.4026,buy,0.0
2004-12-16,9984446,6000038,False,0,0.0,sell,3984408,0.3991,buy,-0.59
2004-12-17,9979071,6000038,False,0,0.0,sell,3979033,0.3987,buy,-0.65
2004-12-20,9986243,6000038,False,0,0.0,sell,3986205,0.3992,buy,-0.58
2004-12-21,9998348,6000038,False,0,0.0,sell,3998309,0.3999,buy,-0.46
2004-12-22,9984897,6000038,False,0,0.0,sell,3984858,0.3991,buy,-0.59
2004-12-23,9971894,6000038,False,0,0.0,sell,3971856,0.3983,buy,-0.72
2004-12-27,9940959,6000038,False,0,0.0,sell,3940920,0.3964,buy,-1.03
2004-12-28,9937819,6000038,False,0,0.0,sell,3937781,0.3962,buy,-1.06
2004-12-29,9933785,6000038,False,0,0.0,sell,3933747,0.396,buy,-1.1
2004-12-30,9960239,6000038,False,0,0.0,sell,3960200,0.3976,buy,-0.83
2004-12-31,9985219,6000038,False,0,0.0,sell,3985180,0.3991,buy,-0.59
2005-01-03,9993768,6000038,False,0,0.0,sell,3993729,0.3996,buy,-0.5
2005-01-04,9951912,6000038,False,0,0.0,sell,3951874,0.3971,buy,-0.92
2005-01-05,9973062,6000038,False,0,0.0,sell,3973024,0.3984,buy,-0.71
2005-01-06,9975767,6000038,False,0,0.0,sell,3975728,0.3985,buy,-0.68
2005-01-07,9984769,6000038,False,0,0.0,sell,3984730,0.3991,buy,-0.59
2005-01-10,9991066,6000038,False,0,0.0,sell,3991028,0.3995,buy,-0.53
2005-01-11,10014468,6000038,False,0,0.0,sell,4014430,0.4009,buy,-0.29
2005-01-12,10019872,6000038,False,0,0.0,sell,4019834,0.4012,buy,-0.24
2005-01-13,10058572,6000038,False,0,0.0,sell,4058534,0.4035,buy,0.0
2005-01-14,10058122,6000038,False,0,0.0,sell,4058084,0.4035,buy,-0.0
2005-01-18,10071628,6000038,False,0,0.0,sell,4071590,0.4043,buy,0.0
2005-01-19,10083327,6000038,False,0,0.0,sell,4083289,0.405,buy,0.0
2005-01-20,10091428,6000038,False,0,0.0,sell,4091390,0.4054,buy,0.0
2005-01-21,10095932,6000038,False,0,0.0,sell,4095893,0.4057,buy,0.0
2005-01-24,10113478,6000038,False,0,0.0,sell,4113440,0.4067,buy,0.0
2005-01-25,10074774,6000038,False,0,0.0,sell,4074736,0.4044,buy,-0.38
2005-01-26,10082427,6000038,False,0,0.0,sell,4082389,0.4049,buy,-0.31
2005-01-27,10074774,6000038,False,0,0.0,sell,4074736,0.4044,buy,-0.38
2005-01-28,10115730,6000038,False,0,0.0,sell,4115692,0.4069,buy,0.0
2005-01-31,10127430,6000038,False,0,0.0,sell,4127392,0.4075,buy,0.0
2005-02-01,10120881,6000038,False,0,0.0,sell,4120843,0.4072,buy,-0.06
2005-02-02,10130367,6000038,False,0,0.0,sell,4130329,0.4077,buy,0.0
2005-02-03,10128108,6000038,False,0,0.0,sell,4128070,0.4076,buy,-0.02
2005-02-04,10185481,6000038,False,0,0.0,sell,4185443,0.4109,buy,0.0
2005-02-07,10216652,6000038,False,0,0.0,sell,4216614,0.4127,buy,0.0
2005-02-08,10240591,6000038,False,0,0.0,sell,4240553,0.4141,buy,0.0
2005-02-09,10251884,6000038,False,0,0.0,sell,4251845,0.4147,buy,0.0
2005-02-10,10194513,6000038,False,0,0.0,sell,4194475,0.4114,buy,-0.56
2005-02-11,10191805,6000038,False,0,0.0,sell,4191767,0.4113,buy,-0.59
2005-02-14,10204903,6000038,False,0,0.0,sell,4204865,0.412,buy,-0.46
2005-02-15,10183674,6000038,False,0,0.0,sell,4183636,0.4108,buy,-0.67
2005-02-16,10167859,6000038,False,0,0.0,sell,4167821,0.4099,buy,-0.82
2005-02-17,10141662,6000038,False,0,0.0,sell,4141624,0.4084,buy,-1.08
2005-02-18,10104616,6000038,False,0,0.0,sell,4104577,0.4062,buy,-1.44
2005-02-22,10086548,6000038,False,0,0.0,sell,4086510,0.4051,buy,-1.61
2005-02-23,10100098,6000038,False,0,0.0,sell,4100060,0.4059,buy,-1.48
2005-02-24,10091065,6000038,False,0,0.0,sell,4091027,0.4054,buy,-1.57
2005-02-25,10110941,6000038,False,0,0.0,sell,4110903,0.4066,buy,-1.37
2005-02-28,10066669,6000038,False,0,0.0,sell,4066631,0.404,buy,-1.81
2005-03-01,10065404,6000038,False,0,0.0,sell,4065365,0.4039,buy,-1.82
2005-03-02,10059966,6000038,False,0,0.0,sell,4059928,0.4036,buy,-1.87
2005-03-03,10057701,6000038,False,0,0.0,sell,4057662,0.4034,buy,-1.89
2005-03-04,10101656,6000038,False,0,0.0,sell,4101618,0.406,buy,-1.47
2005-03-07,10117967,6000038,False,0,0.0,sell,4117929,0.407,buy,-1.31
2005-03-08,10078997,6000038,False,0,0.0,sell,4078959,0.4047,buy,-1.69
2005-03-09,10012385,6000038,False,0,0.0,sell,4012347,0.4007,buy,-2.34
2005-03-10,10036854,6000038,False,0,0.0,sell,4036815,0.4022,buy,-2.1
2005-03-11,10007396,6000038,False,0,0.0,sell,4007357,0.4004,buy,-2.38
2005-03-14,10031415,6000038,False,0,0.0,sell,4031377,0.4019,buy,-2.15
2005-03-15,10006036,6000038,False,0,0.0,sell,4005998,0.4004,buy,-2.4
2005-03-16,10030509,6000038,False,0,0.0,sell,4030471,0.4018,buy,-2.16
2005-03-17,10043651,6000038,False,0,0.0,sell,4043613,0.4026,buy,-2.03
2005-03-18,10018271,6000038,False,0,0.0,sell,4018233,0.4011,buy,-2.28
2005-03-21,10006942,6000038,False,0,0.0,sell,4006904,0.4004,buy,-2.39
2005-03-22,9972955,6000038,False,0,0.0,sell,3972917,0.3984,buy,-2.72
2005-03-23,9991989,6000038,False,0,0.0,sell,3991951,0.3995,buy,-2.54
2005-03-24,10000144,6000038,False,0,0.0,sell,4000106,0.4,buy,-2.46
2005-03-28,9975674,6000038,False,0,0.0,sell,3975636,0.3985,buy,-2.69
2005-03-29,9999241,6000038,False,0,0.0,sell,3999203,0.4,buy,-2.46
2005-03-30,10019181,6000038,False,0,0.0,sell,4019142,0.4011,buy,-2.27
2005-03-31,10048182,6000038,False,0,0.0,sell,4048143,0.4029,buy,-1.99
2005-04-01,10061829,6000038,False,0,0.0,sell,4061791,0.4037,buy,-1.85
2005-04-04,10060918,6000038,False,0,0.0,sell,4060879,0.4036,buy,-1.86
2005-04-05,10050459,6000038,False,0,0.0,sell,4050420,0.403,buy,-1.96
2005-04-06,10064556,6000038,False,0,0.0,sell,4064517,0.4038,buy,-1.83
2005-04-07,10031808,6000038,False,0,0.0,sell,4031770,0.4019,buy,-2.15
2005-04-08,10045907,6000038,False,0,0.0,sell,4045869,0.4027,buy,-2.01
2005-04-11,10067739,6000038,False,0,0.0,sell,4067700,0.404,buy,-1.8
2005-04-12,10105493,6000038,False,0,0.0,sell,4105455,0.4063,buy,-1.43
2005-04-13,10095485,6000038,False,0,0.0,sell,4095447,0.4057,buy,-1.53
2005-04-14,10089119,6000038,False,0,0.0,sell,4089081,0.4053,buy,-1.59
2005-04-15,10143243,6000038,False,0,0.0,sell,4143205,0.4085,buy,-1.06
2005-04-18,10140059,6000038,False,0,0.0,sell,4140021,0.4083,buy,-1.09
2005-04-19,10180087,6000038,False,0,0.0,sell,4180048,0.4106,buy,-0.7
2005-04-20,10169625,6000038,False,0,0.0,sell,4169587,0.41,buy,-0.8
2005-04-21,10125963,6000038,False,0,0.0,sell,4125924,0.4075,buy,-1.23
2005-04-22,10160530,6000038,False,0,0.0,sell,4160492,0.4095,buy,-0.89
2005-04-25,10172810,6000038,False,0,0.0,sell,4172772,0.4102,buy,-0.77
2005-04-26,10166442,6000038,False,0,0.0,sell,4166403,0.4098,buy,-0.83
2005-04-27,10180998,6000038,False,0,0.0,sell,4180960,0.4107,buy,-0.69
2005-04-28,10211925,6000038,False,0,0.0,sell,4211887,0.4124,buy,-0.39
2005-04-29,10204650,6000038,False,0,0.0,sell,4204612,0.412,buy,-0.46
2005-05-02,10203736,6000038,False,0,0.0,sell,4203697,0.412,buy,-0.47
2005-05-03,10215151,6000038,False,0,0.0,sell,4215113,0.4126,buy,-0.36
2005-05-04,10178176,6000038,False,0,0.0,sell,4178138,0.4105,buy,-0.72
2005-05-05,10187761,6000038,False,0,0.0,sell,4187722,0.4111,buy,-0.63
2005-05-06,10156719,6000038,False,0,0.0,sell,4156681,0.4093,buy,-0.93
2005-05-09,10160828,6000038,False,0,0.0,sell,4160789,0.4095,buy,-0.89
2005-05-10,10190500,6000038,False,0,0.0,sell,4190461,0.4112,buy,-0.6
2005-05-11,10203281,6000038,False,0,0.0,sell,4203243,0.412,buy,-0.47
2005-05-12,10219715,6000038,False,0,0.0,sell,4219676,0.4129,buy,-0.31
2005-05-13,10236147,6000038,False,0,0.0,sell,4236109,0.4138,buy,-0.15
2005-05-16,10231125,6000038,False,0,0.0,sell,4231086,0.4136,buy,-0.2
2005-05-17,10242991,6000038,False,0,0.0,sell,4242952,0.4142,buy,-0.09
2005-05-18,10271295,6000038,False,0,0.0,sell,4271256,0.4158,buy,0.0
2005-05-19,10260340,6000038,False,0,0.0,sell,4260302,0.4152,buy,-0.11
2005-05-20,10265365,6000038,False,0,0.0,sell,4265326,0.4155,buy,-0.06
2005-05-23,10298684,6000038,False,0,0.0,sell,4298646,0.4174,buy,0.0
2005-05-24,10310550,6000038,False,0,0.0,sell,4310512,0.4181,buy,0.0
2005-05-25,10280426,6000038,False,0,0.0,buy,4280388,0.4164,buy,-0.29
2005-05-26,10358929,0,True,6248876,0.6032,buy,4110053,0.3968,buy,0.0
2005-05-27,10371080,0,False,6256641,0.6033,buy,4114439,0.3967,buy,0.0
2005-05-31,10356013,0,False,6190717,0.5978,buy,4165295,0.4022,buy,-0.15
2005-06-01,10556146,0,False,6339846,0.6006,buy,4216299,0.3994,buy,0.0
2005-06-02,10697921,0,False,6471498,0.6049,buy,4226423,0.3951,buy,0.0
2005-06-03,10379766,0,False,6188108,0.5962,buy,4191658,0.4038,buy,-2.97
2005-06-06,10404586,0,False,6190925,0.595,buy,4213660,0.405,buy,-2.74
2005-06-07,10280021,0,False,6032915,0.5869,buy,4247106,0.4131,buy,-3.91
2005-06-08,10219449,0,False,5992584,0.5864,buy,4226864,0.4136,buy,-4.47
2005-06-09,10328349,0,False,6105006,0.5911,buy,4223343,0.4089,buy,-3.45
2005-06-10,10085740,0,False,5909924,0.586,buy,4175816,0.414,buy,-5.72
2005-06-13,10143666,0,False,5992935,0.5908,buy,4150731,0.4092,buy,-5.18
2005-06-14,10042903,0,False,5919455,0.5894,buy,4123448,0.4106,buy,-6.12
2005-06-15,10105131,0,False,5974198,0.5912,buy,4130933,0.4088,buy,-5.54
2005-06-16,10218885,0,False,6067272,0.5937,buy,4151612,0.4063,buy,-4.48
2005-06-17,10218835,0,False,6067662,0.5938,buy,4151173,0.4062,buy,-4.48
