Date,equity,cash,rebalanced,tqqq_value,tqqq_weight,tqqq_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2005-06-20,10209767,0,False,6065636,0.5941,buy,4144130,0.4059,buy,-4.56
2005-06-21,10228484,0,False,6053989,0.5919,buy,4174495,0.4081,buy,-4.39
2005-06-22,10257889,0,False,6032785,0.5881,buy,4225104,0.4119,buy,-4.11
2005-06-23,10050433,0,False,5829730,0.58,buy,4220702,0.42,buy,-6.05
2005-06-24,9873150,0,False,5631325,0.5704,buy,4241825,0.4296,buy,-7.71
2005-06-27,9805037,0,False,5551767,0.5662,buy,4253269,0.4338,buy,-8.35
2005-06-28,9932562,0,False,5708337,0.5747,buy,4224225,0.4253,buy,-7.15
2005-06-29,9887173,0,False,5669551,0.5734,buy,4217621,0.4266,buy,-7.58
2005-06-30,9790068,0,False,5534602,0.5653,buy,4255466,0.4347,buy,-8.49
2005-07-01,9713952,0,False,5510061,0.5672,buy,4203891,0.4328,buy,-9.2
2005-07-05,9843255,0,False,5679108,0.577,buy,4164146,0.423,buy,-7.99
2005-07-06,9781556,0,False,5594448,0.5719,buy,4187107,0.4281,buy,-8.57
2005-07-07,9847496,0,False,5651555,0.5739,buy,4195941,0.4261,buy,-7.95
2005-07-08,10153075,0,False,5974354,0.5884,buy,4178721,0.4116,buy,-5.09
2005-07-11,10317019,0,False,6138298,0.595,buy,4178721,0.405,buy,-3.56
2005-07-12,10378392,0,False,6223075,0.5996,buy,4155316,0.4004,buy,-2.99
2005-07-13,10413876,0,False,6264743,0.6016,buy,4149133,0.3984,buy,-2.66
2005-07-14,10587088,0,False,6448554,0.6091,buy,4138533,0.3909,buy,-1.04
2005-07-15,10655704,0,False,6506128,0.6106,buy,4149575,0.3894,buy,-0.39
2005-07-18,10542182,0,False,6423520,0.6093,buy,4118662,0.3907,buy,-1.46
2005-07-19,10778369,0,False,6645129,0.6165,buy,4133239,0.3835,buy,0.0
2005-07-20,10940992,0,False,6785234,0.6202,buy,4155758,0.3798,buy,0.0
2005-07-21,10887220,0,False,6787987,0.6235,buy,4099233,0.3765,buy,-0.49
2005-07-22,10890799,0,False,6759771,0.6207,buy,4131028,0.3793,buy,-0.46
2005-07-25,10796212,0,False,6680201,0.6188,buy,4116011,0.3812,buy,-1.32
2005-07-26,10877012,0,False,6754369,0.621,buy,4122642,0.379,buy,-0.58
2005-07-27,11022197,0,False,6906186,0.6266,buy,4116011,0.3734,buy,0.0
2005-07-28,11155500,0,False,7002831,0.6277,buy,4152669,0.3723,buy,0.0
2005-07-29,10938213,0,False,6826616,0.6241,buy,4111597,0.3759,buy,-1.95
2005-08-01,10956555,0,False,6860246,0.6261,buy,4096309,0.3739,buy,-1.78
2005-08-02,11163866,0,False,7080856,0.6343,buy,4083010,0.3657,buy,0.0
2005-08-03,11170504,0,False,7067547,0.6327,buy,4102957,0.3673,buy,0.0
2005-08-04,10952977,0,False,6858441,0.6262,buy,4094535,0.3738,buy,-1.95
2005-08-05,10819927,0,False,6757304,0.6245,buy,4062623,0.3755,buy,-3.14
2005-08-08,10660900,0,False,6605812,0.6196,buy,4055088,0.3804,buy,-4.56
2005-08-09,10804946,0,False,6734788,0.6233,buy,4070158,0.3767,buy,-3.27
2005-08-10,10623819,0,False,6558093,0.6173,buy,4065726,0.3827,buy,-4.89
2005-08-11,10810663,0,False,6716571,0.6213,buy,4094092,0.3787,buy,-3.22
2005-08-12,10737344,0,False,6601592,0.6148,buy,4135752,0.3852,buy,-3.88
2005-08-15,10845428,0,False,6720310,0.6196,buy,4125117,0.3804,buy,-2.91
2005-08-16,10544610,0,False,6390681,0.6061,buy,4153929,0.3939,buy,-5.6
2005-08-17,10628316,0,False,6501869,0.6117,buy,4126447,0.3883,buy,-4.85
2005-08-18,10556504,0,False,6399472,0.6062,buy,4157031,0.3938,buy,-5.5
2005-08-19,10543739,0,False,6387150,0.6058,buy,4156589,0.3942,buy,-5.61
2005-08-22,10546746,0,False,6394590,0.6063,buy,4152156,0.3937,buy,-5.58
2005-08-23,10509047,0,False,6337834,0.6031,buy,4171213,0.3969,buy,-5.92
2005-08-24,10397705,0,False,6222504,0.5984,buy,4175201,0.4016,buy,-6.92
2005-08-25,10452293,0,False,6263795,0.5993,buy,4188497,0.4007,buy,-6.43
2005-08-26,10385263,0,False,6198093,0.5968,buy,4187170,0.4032,buy,-7.03
2005-08-29,10533257,0,False,6340768,0.602,buy,4192488,0.398,buy,-5.7
2005-08-30,10488744,0,False,6269664,0.5978,buy,4219079,0.4022,buy,-6.1
2005-08-31,10697149,0,False,6442607,0.6023,buy,4254541,0.3977,buy,-4.24
2005-09-01,10639249,0,False,6410327,0.6025,buy,4228922,0.3975,buy,-4.76
2005-09-02,10566171,0,False,6333692,0.5994,buy,4232479,0.4006,buy,-5.41
2005-09-06,10813228,0,False,6610551,0.6113,buy,4202677,0.3887,buy,-3.2
2005-09-07,10806340,0,False,6643246,0.6148,buy,4163093,0.3852,buy,-3.26
2005-09-08,10803140,0,False,6635598,0.6142,buy,4167541,0.3858,buy,-3.29
2005-09-09,10925022,0,False,6744137,0.6173,buy,4180885,0.3827,buy,-2.2
2005-09-12,10949637,0,False,6797660,0.6208,buy,4151976,0.3792,buy,-1.98
2005-09-13,10917427,0,False,6743657,0.6177,buy,4173770,0.3823,buy,-2.27
2005-09-14,10669055,0,False,6511296,0.6103,buy,4157759,0.3897,buy,-4.49
2005-09-15,10622262,0,False,6498753,0.6118,buy,4123509,0.3882,buy,-4.91
2005-09-16,10712084,0,False,6615706,0.6176,buy,4096378,0.3824,buy,-4.1
2005-09-19,10562229,0,False,6456955,0.6113,buy,4105273,0.3887,buy,-5.45
2005-09-20,10491076,0,False,6375126,0.6077,buy,4115950,0.3923,buy,-6.08
2005-09-21,10315572,0,False,6161372,0.5973,buy,4154199,0.4027,buy,-7.65
2005-09-22,10376376,0,False,6226179,0.6,buy,4150197,0.4,buy,-7.11
2005-09-23,10395956,0,False,6276897,0.6038,buy,4119059,0.3962,buy,-6.93
2005-09-26,10379666,0,False,6279286,0.605,buy,4100380,0.395,buy,-7.08
2005-09-27,10339247,0,False,6233086,0.6029,buy,4106160,0.3971,buy,-7.44
2005-09-28,10369213,0,False,6235476,0.6013,buy,4133737,0.3987,buy,-7.17
2005-09-29,10599569,0,False,6484509,0.6118,buy,4115061,0.3882,buy,-5.11
2005-09-30,10711819,0,False,6610992,0.6172,buy,4100826,0.3828,buy,-4.11
2005-10-03,10727295,0,False,6658529,0.6207,buy,4068765,0.3793,buy,-3.97
2005-10-04,10606687,0,False,6524528,0.6151,buy,4082159,0.3849,buy,-5.05
2005-10-05,10352925,0,False,6252901,0.604,buy,4100024,0.396,buy,-7.32
2005-10-06,10087924,0,False,6003530,0.5951,buy,4084394,0.4049,buy,-9.69
2005-10-07,10144360,0,False,6043445,0.5957,buy,4100915,0.4043,buy,-9.19
2005-10-10,10039894,0,False,5941658,0.5918,buy,4098235,0.4082,buy,-10.12
2005-10-11,9940164,0,False,5850415,0.5886,buy,4089748,0.4114,buy,-11.01
2005-10-12,9689854,0,False,5639843,0.582,buy,4050011,0.418,buy,-13.25
2005-10-13,9803694,0,False,5768417,0.5884,buy,4035277,0.4116,buy,-12.24
2005-10-14,9923328,0,False,5894303,0.594,buy,4029024,0.406,buy,-11.16
2005-10-17,9975775,0,False,5947644,0.5962,buy,4028130,0.4038,buy,-10.7
2005-10-18,9851628,0,False,5819031,0.5907,buy,4032596,0.4093,buy,-11.81
2005-10-19,10201003,0,False,6166618,0.6045,buy,4034385,0.3955,buy,-8.68
2005-10-20,10036957,0,False,5991857,0.597,buy,4045100,0.403,buy,-10.15
2005-10-21,10184642,0,False,6102032,0.5991,buy,4082610,0.4009,buy,-8.83
2005-10-24,10440091,0,False,6389188,0.612,buy,4050903,0.388,buy,-6.54
2005-10-25,10329239,0,False,6313163,0.6112,buy,4016076,0.3888,buy,-7.53
2005-10-26,10200083,0,False,6213480,0.6092,buy,3986603,0.3908,buy,-8.69
2005-10-27,9837180,0,False,5836288,0.5933,buy,4000892,0.4067,buy,-11.94
2005-10-28,9968761,0,False,5967420,0.5986,buy,4001341,0.4014,buy,-10.76
2005-10-31,10230852,0,False,6221920,0.6082,buy,4008932,0.3918,buy,-8.41
2005-11-01,10209130,0,False,6204819,0.6078,buy,4004311,0.3922,buy,-8.61
2005-11-02,10432027,0,False,6446555,0.618,buy,3985472,0.382,buy,-6.61
2005-11-03,10692310,0,False,6733750,0.6298,buy,3958560,0.3702,buy,-4.28
2005-11-04,10753929,0,False,6801646,0.6325,buy,3952282,0.3675,buy,-3.73
2005-11-07,10789887,0,False,6824149,0.6325,buy,3965738,0.3675,buy,-3.41
2005-11-08,10830603,0,False,6826291,0.6303,buy,4004311,0.3697,buy,-3.04
2005-11-09,10796584,0,False,6833537,0.6329,buy,3963047,0.3671,buy,-3.35
2005-11-10,11066674,0,False,7055185,0.6375,buy,4011489,0.3625,buy,-0.93
2005-11-11,11123206,0,False,7109474,0.6392,buy,4013732,0.3608,buy,-0.42
2005-11-14,11090077,0,False,7106397,0.6408,buy,3983680,0.3592,buy,-0.72
2005-11-15,11013513,0,False,7003818,0.6359,buy,4009695,0.3641,buy,-1.41
2005-11-16,11182284,0,False,7130431,0.6377,buy,4051852,0.3623,buy,0.0
2005-11-17,11472385,0,False,7410667,0.646,buy,4061718,0.354,buy,0.0
2005-11-18,11525695,0,False,7482810,0.6492,buy,4042885,0.3508,buy,0.0
2005-11-21,11588719,0,False,7533723,0.6501,buy,4054997,0.3499,buy,0.0
2005-11-22,11672420,0,False,7612046,0.6521,buy,4060374,0.3479,buy,0.0
2005-11-23,11708195,0,False,7663517,0.6545,buy,4044677,0.3455,buy,0.0
2005-11-25,11769184,0,False,7709704,0.6551,buy,4059480,0.3449,buy,0.0
2005-11-28,11592777,0,False,7513116,0.6481,buy,4079661,0.3519,buy,-1.5
2005-11-29,11442429,0,False,7401344,0.6468,buy,4041085,0.3532,buy,-2.78
2005-11-30,11381024,0,False,7344419,0.6453,buy,4036605,0.3547,buy,-3.3
2005-12-01,11782813,0,False,7752514,0.658,buy,4030299,0.342,buy,0.0
2005-12-02,11825639,43,True,7111448,0.6014,buy,4714147,0.3986,buy,0.0
2005-12-05,11644315,43,False,6951198,0.597,buy,4693074,0.403,buy,-1.53
2005-12-06,11758955,43,False,7017906,0.5968,buy,4741006,0.4032,buy,-0.56
2005-12-07,11697730,43,False,6974590,0.5962,buy,4723097,0.4038,buy,-1.08
2005-12-08,11575175,43,False,6821486,0.5893,buy,4753646,0.4107,buy,-2.12
2005-12-09,11613505,43,False,6897210,0.5939,buy,4716252,0.4061,buy,-1.79
2005-12-12,11675824,43,False,6968485,0.5968,buy,4707296,0.4032,buy,-1.27
2005-12-13,11774952,43,False,7050231,0.5987,buy,4724678,0.4012,buy,-0.43
2005-12-14,11749804,43,False,6976625,0.5938,buy,4773136,0.4062,buy,-0.64
2005-12-15,11770045,43,False,7008453,0.5954,buy,4761549,0.4045,buy,-0.47
2005-12-16,11637557,43,False,6860165,0.5895,buy,4777349,0.4105,buy,-1.59
2005-12-19,11312523,43,False,6530388,0.5773,buy,4782091,0.4227,buy,-4.34
2005-12-20,11318169,43,False,6541830,0.578,buy,4776296,0.422,buy,-4.29
2005-12-21,11393060,43,False,6625149,0.5815,buy,4767868,0.4185,buy,-3.66
2005-12-22,11558457,43,False,6752625,0.5842,buy,4805789,0.4158,buy,-2.26
2005-12-23,11584916,43,False,6749584,0.5826,buy,4835289,0.4174,buy,-2.04
2005-12-27,11445308,43,False,6570475,0.5741,buy,4874790,0.4259,buy,-3.22
2005-12-28,11404743,43,False,6543498,0.5738,buy,4861202,0.4262,buy,-3.56
2005-12-29,11283062,43,False,6411242,0.5682,buy,4871777,0.4318,buy,-4.59
2005-12-30,11122636,43,False,6261925,0.563,buy,4860668,0.437,buy,-5.94
2006-01-03,11531776,43,False,6677410,0.579,buy,4854322,0.421,buy,-2.48
2006-01-04,11748836,43,False,6882834,0.5858,buy,4865959,0.4142,buy,-0.65
2006-01-05,11828864,43,False,6968674,0.5891,buy,4860147,0.4109,buy,0.0
2006-01-06,12195644,43,False,7344452,0.6022,buy,4851149,0.3978,buy,0.0
2006-01-09,12283167,43,False,7428801,0.6048,buy,4854322,0.3952,buy,0.0
2006-01-10,12256191,43,False,7440964,0.6071,buy,4815183,0.3929,buy,-0.22
2006-01-11,12416579,43,False,7609284,0.6128,buy,4807252,0.3872,buy,0.0
2006-01-12,12334366,43,False,7494811,0.6076,buy,4839512,0.3924,buy,-0.66
2006-01-13,12348463,43,False,7480873,0.6058,buy,4867547,0.3942,buy,-0.55
2006-01-17,12220464,43,False,7331189,0.5999,buy,4889232,0.4001,buy,-1.58
2006-01-18,11963086,43,False,7075397,0.5914,buy,4887646,0.4086,buy,-3.65
2006-01-19,12101401,43,False,7227992,0.5973,buy,4873366,0.4027,buy,-2.54
2006-01-20,11463072,43,False,6576970,0.5738,buy,4886058,0.4262,buy,-7.68
2006-01-23,11463213,43,False,6578698,0.5739,buy,4884472,0.4261,buy,-7.68
2006-01-24,11522445,43,False,6661733,0.5782,buy,4860668,0.4218,buy,-7.2
2006-01-25,11379662,43,False,6571835,0.5775,buy,4807783,0.4225,buy,-8.35
2006-01-26,11494552,43,False,6707357,0.5835,buy,4787152,0.4165,buy,-7.43
2006-01-27,11762625,43,False,6975430,0.593,buy,4787152,0.407,buy,-5.27
2006-01-30,11794379,43,False,7011943,0.5945,buy,4782393,0.4055,buy,-5.01
2006-01-31,11709618,43,False,6913964,0.5905,buy,4795611,0.4095,buy,-5.69
2006-02-01,11763923,43,False,6984671,0.5937,buy,4779209,0.4063,buy,-5.26
2006-02-02,11411592,43,False,6623315,0.5804,buy,4788233,0.4196,buy,-8.09
2006-02-03,11197747,43,False,6375498,0.5694,buy,4822206,0.4306,buy,-9.82
2006-02-06,11152794,43,False,6320989,0.5668,buy,4831761,0.4332,buy,-10.18
2006-02-07,11043244,43,False,6234262,0.5645,buy,4808939,0.4355,buy,-11.06
2006-02-08,11245413,43,False,6447578,0.5734,buy,4797792,0.4266,buy,-9.43
2006-02-09,11080482,43,False,6260883,0.565,buy,4819555,0.435,buy,-10.76
2006-02-10,11166250,43,False,6373191,0.5708,buy,4793016,0.4292,buy,-10.07
2006-02-13,10944281,43,False,6150694,0.562,buy,4793544,0.438,buy,-11.86
2006-02-14,11111152,43,False,6334548,0.5701,buy,4776560,0.4299,buy,-10.51
2006-02-15,11240539,43,False,6452263,0.574,buy,4788233,0.426,buy,-9.47
2006-02-16,11417167,43,False,6627823,0.5805,buy,4789300,0.4195,buy,-8.05
2006-02-17,11294187,43,False,6466627,0.5726,buy,4827517,0.4274,buy,-9.04
2006-02-21,11066544,43,False,6246946,0.5645,buy,4819555,0.4355,buy,-10.87
2006-02-22,11330940,43,False,6478435,0.5717,buy,4852462,0.4282,buy,-8.74
2006-02-23,11263762,43,False,6423464,0.5703,buy,4840254,0.4297,buy,-9.28
2006-02-24,11304710,43,False,6471845,0.5725,buy,4832823,0.4275,buy,-8.95
2006-02-27,11510065,43,False,6685160,0.5808,buy,4824862,0.4192,buy,-7.3
2006-02-28,11232637,43,False,6383851,0.5683,buy,4848742,0.4317,buy,-9.54
