Date,equity,cash,rebalanced,rebalance_reason,sso_value,sso_weight,sso_signal,sso_shares,sso_avg_price,sso_realized_pnl,sso_unrealized_pnl,qld_value,qld_weight,qld_signal,qld_shares,qld_avg_price,qld_realized_pnl,qld_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,tlt_value,tlt_weight,tlt_signal,tlt_shares,tlt_avg_price,tlt_realized_pnl,tlt_unrealized_pnl,drawdown_pct,sso_current_price,sso_return_pct,sso_contribution,qld_current_price,qld_return_pct,qld_contribution,gld_current_price,gld_return_pct,gld_contribution,tlt_current_price,tlt_return_pct,tlt_contribution,total_pnl,total_return_pct
2010-02-04,9955458,7000138,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1459614,0.1466,buy,13985,107.25079,0,-40288,1495705,0.1502,buy,25981,57.732934,0,-4254,-0.6,0.0,0.0,0,0.0,0.0,0,104.370003,-2.686028699648735,-40288,57.569187,-0.28362798898032837,-4254,-44542.110740579665,-0.44542110740579666
2010-02-05,9963053,7000138,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1463950,0.1469,buy,13985,107.25079,0,-35952,1498964,0.1505,buy,25981,57.732934,0,-995,-0.53,0.0,0.0,0,0.0,0.0,0,104.68,-2.3969893368617545,-35952,57.694641,-0.06632740882327459,-995,-36947.38232157752,-0.36947382321577515
2010-02-08,9956058,7000138,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1454999,0.1461,buy,13985,107.25079,0,-44903,1500920,0.1508,buy,25981,57.732934,0,961,-0.6,0.0,0.0,0,0.0,0.0,0,104.040001,-2.993720605694361,-44903,57.769928,0.06407822812959374,961,-43941.73678957857,-0.4394173678957857
2010-02-09,9960225,7000138,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1474159,0.148,buy,13985,107.25079,0,-25743,1485928,0.1492,buy,25981,57.732934,0,-14032,-0.56,0.0,0.0,0,0.0,0.0,0,105.410004,-1.7163379402613255,-25743,57.192859999999996,-0.9354691054753617,-14032,-39775.04854257777,-0.39775048542577773
2010-02-10,9941990,7000138,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1470103,0.1479,buy,13985,107.25079,0,-29799,1471749,0.148,buy,25981,57.732934,0,-28211,-0.74,0.0,0.0,0,0.0,0.0,0,105.120003,-1.9867331513362285,-29799,56.64711,-1.8807701052100612,-28211,-58009.84327757731,-0.5800984327757731
2010-02-11,9962114,7000138,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1498213,0.1504,buy,13985,107.25079,0,-1689,1463763,0.1469,buy,25981,57.732934,0,-36196,-0.54,0.0,0.0,0,0.0,0.0,0,107.129997,-0.11262667622308209,-1689,56.339748,-2.4131560069607816,-36196,-37885.64930957928,-0.37885649309579283
2010-02-12,9966887,7000138,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1496954,0.1502,buy,13985,107.25079,0,-2948,1469795,0.1475,buy,25981,57.732934,0,-30165,-0.49,0.0,0.0,0,0.0,0.0,0,107.040001,-0.1965384124443248,-2948,56.571903,-2.011037173074559,-30165,-33112.62431457825,-0.3311262431457825
2010-02-16,10005739,7000138,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1533036,0.1532,buy,13985,107.25079,0,33133,1472565,0.1472,buy,25981,57.732934,0,-27394,-0.1,0.0,0.0,0,0.0,0.0,0,109.620003,2.2090401385388425,33133,56.67853199999999,-1.8263436315249404,-27394,5739.0317044220865,0.05739031704422087
2010-02-17,9983778,7000138,False,,0,0.0,buy,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1527861,0.153,buy,13985,107.25079,0,27959,1455778,0.1458,buy,25981,57.732934,0,-44181,-0.32,0.0,0.0,0,0.0,0.0,0,109.25,1.8640515375224709,27959,56.03241,-2.9455003379849964,-44181,-16222.355932578444,-0.16222355932578444
2010-02-18,10029736,3494327,True,daily,3536484,0.3526,buy,1637967,2.133328,0,42163,0,0.0,sell,0,0.0,0,0,1507606,0.1503,buy,13708,107.25079,562,37412,1491319,0.1487,buy,26723,57.692654,0,-50401,0.0,2.159069,1.206619934605735,42163,0.0,0.0,0,109.98000300000001,2.544702001728849,37974,55.80658699999999,-3.2691638988912253,-50401,29736.256366129965,0.29736256366129965
2010-02-19,10049584,3494327,False,,3555276,0.3538,buy,1637967,2.133328,0,60956,0,0.0,sell,0,0.0,0,0,1500615,0.1493,buy,13708,107.25079,562,30421,1499366,0.1492,buy,26723,57.692654,0,-42355,0.0,2.170542,1.7444181941841608,60956,0.0,0.0,0,109.47000099999998,2.0691791640881974,30983,56.107697,-2.7472430357070032,-42355,49584.106871129945,0.4958410687112995
2010-02-22,10034140,3494327,False,,3551517,0.3539,buy,1637967,2.133328,0,57196,0,0.0,sell,0,0.0,0,0,1495132,0.149,buy,13708,107.25079,562,24938,1493164,0.1488,buy,26723,57.692654,0,-48557,-0.15,2.168247,1.6368397922202016,57196,0.0,0.0,0,109.07,1.6962206059274676,25500,55.87561,-3.1495247512721924,-48557,34139.69799713045,0.3413969799713046
2010-02-23,9957644,3494327,False,,3467897,0.3483,buy,1637967,2.133328,0,-26423,0,0.0,sell,0,0.0,0,0,1478956,0.1485,buy,13708,107.25079,562,8762,1516463,0.1523,buy,26723,57.692654,0,-25257,-0.91,2.117196,-0.7561819936891756,-26423,0.0,0.0,0,107.889999,0.5959946775217384,9325,56.74750100000001,-1.6382561008701835,-25257,-42356.065834872425,-0.42356065834872425
2010-02-24,10013258,3494327,False,,3527088,0.3522,buy,1637967,2.133328,0,32768,0,0.0,sell,0,0.0,0,0,1471691,0.147,buy,13708,107.25079,562,1497,1520152,0.1518,buy,26723,57.692654,0,-21569,-0.36,2.153333,0.93774424237687,32768,0.0,0.0,0,107.360001,0.10182768816902055,2059,56.885525,-1.3990159387362922,-21569,13258.350412130356,0.13258350412130357
2010-02-25,10029191,3494327,False,,3521451,0.3511,buy,1637967,2.133328,0,27130,0,0.0,sell,0,0.0,0,0,1484713,0.148,buy,13708,107.25079,562,14520,1528699,0.1524,buy,26723,57.692654,0,-13021,-0.2,2.149891,0.7764000769912682,27130,0.0,0.0,0,108.309998,0.9875992521826582,15082,57.205383,-0.8445987375261921,-13021,29190.592208128422,0.29190592208128424
2010-02-26,10057122,3494327,False,,3526150,0.3506,buy,1637967,2.133328,0,31829,0,0.0,sell,0,0.0,0,0,1500066,0.1492,buy,13708,107.25079,562,29873,1536578,0.1528,buy,26723,57.692654,0,-5143,0.0,2.15276,0.9108847982263857,31829,0.0,0.0,0,109.43,2.0318824691174964,30435,57.500217,-0.3335562089616939,-5143,57121.7559291292,0.571217559291292
2010-03-01,10126916,3494327,False,,3596617,0.3552,buy,1637967,2.133328,0,102296,0,0.0,sell,0,0.0,0,0,1500066,0.1481,buy,13708,107.25079,562,29873,1535905,0.1517,buy,26723,57.692654,0,-5816,0.0,2.195781,2.927499365063624,102296,0.0,0.0,0,109.43,2.0318824691174964,30435,57.475025,-0.3772220798571646,-5816,126915.52842012979,1.2691552842012979
2010-03-02,10164544,3494327,False,,3614467,0.3556,buy,1637967,2.133328,0,120147,0,0.0,sell,0,0.0,0,0,1521862,0.1497,buy,13708,107.25079,562,51668,1533887,0.1509,buy,26723,57.692654,0,-7834,0.0,2.206679,3.438344430250173,120147,0.0,0.0,0,111.01999699999999,3.5143862343578025,52231,57.399517,-0.5081018265853166,-7834,164543.97137812898,1.64543971378129
2010-03-03,10177495,3494327,False,,3622924,0.356,buy,1637967,2.133328,0,128604,0,0.0,sell,0,0.0,0,0,1530224,0.1504,buy,13708,107.25079,562,60030,1530020,0.1503,buy,26723,57.692654,0,-11701,0.0,2.211842,3.680360678328576,128604,0.0,0.0,0,111.629997,4.083146613651989,60593,57.254784,-0.7589708521614891,-11701,177494.97504013032,1.7749497504013032
2010-03-04,10194332,3494327,False,,3642655,0.3573,buy,1637967,2.133328,0,148335,0,0.0,sell,0,0.0,0,0,1519258,0.149,buy,13708,107.25079,562,49064,1538092,0.1509,buy,26723,57.692654,0,-3629,0.0,2.223888,4.245018382057486,148335,0.0,0.0,0,110.83000199999998,3.337236024088952,49626,57.55684999999999,-0.23539293226976232,-3629,194331.70378012955,1.9433170378012954
2010-03-05,10280988,3494327,False,,3749763,0.3647,buy,1637967,2.133328,0,255443,0,0.0,sell,0,0.0,0,0,1518983,0.1477,buy,13708,107.25079,562,48790,1517914,0.1476,buy,26723,57.692654,0,-23807,0.0,2.289279,7.310229398539048,255443,0.0,0.0,0,110.809998,3.318584413224368,49352,56.801785,-1.544164399707515,-23807,280988.1870501302,2.809881870501302
2010-03-08,10261273,3494327,False,,3750702,0.3655,buy,1637967,2.133328,0,256381,0,0.0,sell,0,0.0,0,0,1506235,0.1468,buy,13708,107.25079,562,36041,1510009,0.1472,buy,26723,57.692654,0,-31712,-0.19,2.289852,7.337088842689532,256381,0.0,0.0,0,109.879997,2.4514570009227965,36604,56.505974,-2.0569003847607736,-31712,261273.33108013123,2.612733310801312
2010-03-09,10270693,3494327,False,,3761979,0.3663,buy,1637967,2.133328,0,267659,0,0.0,sell,0,0.0,0,0,1504042,0.1464,buy,13708,107.25079,562,33848,1510345,0.1471,buy,26723,57.692654,0,-31376,-0.1,2.296737,7.659824048581387,267659,0.0,0.0,0,109.72000099999998,2.302277680192377,34410,56.518547,-2.0351073157401034,-31376,270693.4969861284,2.706934969861284
2010-03-10,10282575,3494327,False,,3794862,0.3691,buy,1637967,2.133328,0,300541,0,0.0,sell,0,0.0,0,0,1486907,0.1446,buy,13708,107.25079,562,16713,1506479,0.1465,buy,26723,57.692654,0,-35242,0.0,2.316812,8.600842096261774,300541,0.0,0.0,0,108.47000099999998,1.1367850996715223,17275,56.37387100000001,-2.285877541910053,-35242,282574.5077631287,2.825745077631287
2010-03-11,10322792,3494327,False,,3827749,0.3708,buy,1637967,2.133328,0,333428,0,0.0,sell,0,0.0,0,0,1488689,0.1442,buy,13708,107.25079,562,18495,1512027,0.1465,buy,26723,57.692654,0,-29693,0.0,2.33689,9.542000769304181,333428,0.0,0.0,0,108.599998,1.2579935308635104,19057,56.58150100000001,-1.925987704897203,-29693,322792.10455513,3.2279210455513
2010-03-12,10323299,3494327,False,,3827749,0.3708,buy,1637967,2.133328,0,333428,0,0.0,sell,0,0.0,0,0,1479779,0.1433,buy,13708,107.25079,562,9585,1521445,0.1474,buy,26723,57.692654,0,-20276,0.0,2.33689,9.542000769304181,333428,0.0,0.0,0,107.949997,0.6519364565986008,10147,56.933914,-1.3151421761624094,-20276,323299.42344613,3.2329942344613
2010-03-15,10329718,3494327,False,,3830564,0.3708,buy,1637967,2.133328,0,336244,0,0.0,sell,0,0.0,0,0,1485399,0.1438,buy,13708,107.25079,562,15205,1519427,0.1471,buy,26723,57.692654,0,-22293,0.0,2.338609,9.622579101755612,336244,0.0,0.0,0,108.360001,1.0342217525856956,15767,56.858414,-1.4460080563072353,-22293,329717.83705112897,3.29717837051129
2010-03-16,10430860,3494327,False,,3891636,0.3731,buy,1637967,2.133328,0,397315,0,0.0,sell,0,0.0,0,0,1513363,0.1451,buy,13708,107.25079,562,43169,1531534,0.1468,buy,26723,57.692654,0,-10187,0.0,2.375894,11.370317976363964,397315,0.0,0.0,0,110.400002,2.936306576389791,43732,57.31144,-0.6607677090424868,-10187,430859.9841521308,4.308599841521308
2010-03-17,10472354,3494327,False,,3937676,0.376,buy,1637967,2.133328,0,443355,0,0.0,sell,0,0.0,0,0,1502260,0.1435,buy,13708,107.25079,562,32066,1538092,0.1469,buy,26723,57.692654,0,-3629,0.0,2.404002,12.687883868478544,443355,0.0,0.0,0,109.589996,2.1810617898478935,32628,57.55684999999999,-0.23539293226976232,-3629,472354.4897701293,4.723544897701293
2010-03-18,10473828,3494327,False,,3933915,0.3756,buy,1637967,2.133328,0,439595,0,0.0,sell,0,0.0,0,0,1512541,0.1444,buy,13708,107.25079,562,42347,1533045,0.1464,buy,26723,57.692654,0,-8675,0.0,2.401706,12.58025859139389,439595,0.0,0.0,0,110.339996,2.880357338160411,42909,57.368011,-0.5627118983713153,-8675,473828.3729411289,4.738283729411289
2010-03-19,10407645,3494327,False,,3894455,0.3742,buy,1637967,2.133328,0,400134,0,0.0,sell,0,0.0,0,0,1484302,0.1426,buy,13708,107.25079,562,14108,1534560,0.1474,buy,26723,57.692654,0,-7160,-0.63,2.377615,11.450990059056764,400134,0.0,0.0,0,108.27999900000002,0.9596283626442492,14671,57.42470599999999,-0.46444115565860145,-7160,407644.73155312985,4.076447315531299
2010-03-22,10441522,3494327,False,,3933915,0.3768,buy,1637967,2.133328,0,439595,0,0.0,sell,0,0.0,0,0,1477037,0.1415,buy,13708,107.25079,562,6843,1536242,0.1471,buy,26723,57.692654,0,-5478,-0.31,2.401706,12.58025859139389,439595,0.0,0.0,0,107.75,0.4654604408974583,7406,57.487644,-0.35534927798236415,-5478,441521.6604321301,4.415216604321301
