Date,Open,High,Low,Close,change_pct
2001-08-27,22.245241,22.245241,22.164034,22.202045,
2001-08-28,22.046542,22.072459,21.906591,21.948059,-1.14
2001-08-29,22.00334,22.011978,21.821921,21.847839,-0.46
2001-08-30,21.597312,21.597312,21.476367,21.536839,-1.42
2001-08-31,21.528211,21.623239,21.493655,21.588684,0.24
2001-09-04,21.130819,21.338154,21.096264,21.096264,-2.28
2001-09-05,21.027144,21.087618,20.906199,20.966673,-0.61
2001-09-06,20.647032,20.647032,20.491531,20.491531,-2.27
2001-09-07,20.456976,20.456976,20.301476,20.370586,-0.59
2001-09-10,19.921367,20.145979,19.800422,20.137339,-1.15
2001-09-17,19.048826,19.33391,19.022909,19.256161,-4.38
2001-09-18,19.083387,19.221609,19.005637,19.100664,-0.81
2001-09-19,19.282087,19.282087,18.806946,19.048836,-0.27
2001-09-20,18.539135,18.539135,18.219496,18.219496,-4.35
2001-09-21,16.932295,17.882577,16.932295,17.709799,-2.8
2001-09-24,18.314523,18.565052,18.202218,18.530497,4.63
2001-09-25,18.72919,18.884692,18.582328,18.746469,1.17
2001-09-26,18.910615,18.910615,18.781032,18.841503,0.51
2001-09-27,18.841493,19.143856,18.806938,19.138672,1.58
2001-09-28,19.333919,19.551621,19.295907,19.511881,1.95
2001-10-01,19.212973,19.406485,19.174961,19.406485,-0.54
2001-10-02,19.206803,19.475006,19.206803,19.475006,0.35
2001-10-03,19.120287,19.758783,19.120287,19.673998,1.02
2001-10-04,19.847027,19.985454,19.65669,19.883364,1.06
2001-10-05,19.883364,20.002757,19.777812,19.914511,0.16
2001-10-08,19.679184,19.942197,19.656691,19.795116,-0.6
2001-10-09,19.890287,19.959501,19.717253,19.743208,-0.26
2001-10-10,19.985455,20.175794,19.985455,20.141186,2.02
2001-10-11,20.357484,20.407662,20.158493,20.279617,0.69
2001-10-12,20.037361,20.253654,20.037361,20.253654,-0.13
2001-10-15,19.985457,20.071975,19.924894,19.933548,-1.58
2001-10-16,20.12388,20.210398,20.037362,20.210398,1.39
2001-10-17,20.591079,20.591079,20.227707,20.227707,0.09
2001-10-18,20.123887,20.175798,19.898942,20.063326,-0.81
2001-10-19,19.795116,19.881633,19.684374,19.86433,-0.99
2001-10-22,19.725904,20.002758,19.725904,20.002758,0.7
2001-10-23,20.2277,20.296913,20.161947,20.161947,0.8
2001-10-24,20.331525,20.418041,20.262311,20.364401,1.0
2001-10-25,20.115229,20.366129,20.028711,20.334982,-0.14
2001-10-26,20.262309,20.46649,20.262309,20.46649,0.65
2001-10-29,20.418038,20.433612,20.039093,20.039093,-2.09
2001-10-30,19.916248,19.968158,19.736292,19.812428,-1.13
2001-10-31,20.054667,20.11523,19.840107,19.867792,0.28
2001-11-01,20.141187,20.286537,20.020063,20.286537,2.11
2001-11-02,20.241544,20.293455,20.130802,20.284803,-0.01
2001-11-05,20.31422,20.532244,20.31422,20.487255,1.0
2001-11-06,20.50456,20.738156,20.435347,20.700089,1.04
2001-11-07,20.400732,20.573766,20.383429,20.513205,-0.9
2001-11-08,20.642977,20.845427,20.642977,20.66028,0.72
2001-11-09,20.469952,20.648178,20.461301,20.625683,-0.17
2001-11-12,20.331526,20.379974,20.20175,20.348829,-1.34
2001-11-13,20.469949,20.559926,20.457836,20.535702,0.92
2001-11-14,20.625686,20.655102,20.521865,20.556471,0.1
2001-11-15,20.54781,20.656822,20.537428,20.644711,0.43
2001-11-16,20.764112,20.812562,20.684517,20.760651,0.56
2001-11-19,20.971754,21.01155,20.835055,20.864471,0.5
2001-11-20,20.850624,20.859275,20.720848,20.720848,-0.69
2001-11-21,20.729498,20.729498,20.58934,20.667204,-0.26
