date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2006-09-18,sso,1286295,1265774,50.81,50.14,5163966,5080940,-20521,-83026,daily
2006-09-18,qld,0,4885420,0.0,49.86,0,5052828,4885420,5052828,daily
2006-09-18,cash,0,0,49.19,0.0,5000002,0,0,-5000002,daily
2007-11-02,sso,1265774,1475401,42.84,49.75,6299850,7360574,209627,1060724,monthly
2007-11-02,qld,4885420,4275891,57.16,50.25,8405624,7434923,-609529,-970701,monthly
2007-11-02,cash,0,0,0.0,0.0,0,2,0,2,monthly
2008-01-16,sso,1475401,0,53.24,0.0,6070473,0,-1475401,-6070473,
2008-01-16,qld,4275891,4275891,46.76,46.31,5331351,5174743,0,-156608,
2008-01-16,cash,0,0,0.0,53.69,2,6000362,0,6000360,
2008-01-17,sso,0,0,0.0,0.0,0,0,0,0,
2008-01-17,qld,4275891,0,46.31,0.0,5174743,0,-4275891,-5174743,
2008-01-17,cash,0,0,53.69,100.0,6000362,11215529,0,5215167,
2008-07-03,sso,0,0,0.0,0.0,0,0,0,0,
2008-07-03,qld,4214349,0,45.09,0.0,4605659,0,-4214349,-4605659,
2008-07-03,cash,0,0,54.91,100.0,5607765,10256057,0,4648292,
2009-07-27,sso,0,3280587,0.0,50.14,0,5567815,3280587,5567815,daily
2009-07-27,qld,8754862,8159622,53.63,49.86,5932066,5537470,-595240,-394596,daily
2009-07-27,cash,0,0,46.37,0.0,5128029,1,0,-5128028,daily
2010-07-01,sso,3280587,0,49.12,0.0,6085954,0,-3280587,-6085954,
2010-07-01,qld,8159622,8159622,50.88,50.76,6303618,6266255,0,-37363,
2010-07-01,cash,0,0,0.0,49.24,1,6079002,0,6079001,
2010-08-03,sso,0,0,0.0,0.0,0,0,0,0,monthly
2010-08-03,qld,8159622,7390951,55.17,49.79,7482128,6724242,-768671,-757886,monthly
2010-08-03,cash,0,0,44.83,50.21,6079002,6780564,0,701562,monthly
2010-08-06,sso,0,3128466,0.0,50.31,0,6865040,3128466,6865040,daily
2010-08-06,qld,7390951,7364578,50.17,49.69,6828056,6781200,-26373,-46856,daily
2010-08-06,cash,0,0,49.83,0.0,6780564,1,0,-6780563,daily
2011-08-05,sso,3128466,0,47.02,0.0,7912600,0,-3128466,-7912600,
2011-08-05,qld,7364578,7364578,52.98,52.1,8916419,8796112,0,-120307,
2011-08-05,cash,0,0,0.0,47.9,1,8087759,0,8087758,
2011-08-09,sso,0,0,0.0,0.0,0,0,0,0,
2011-08-09,qld,7364578,0,48.99,0.0,7766168,0,-7364578,-7766168,
2011-08-09,cash,0,0,51.01,100.0,8087759,16017840,0,7930081,
2015-03-03,sso,2830620,3167236,44.7,50.06,22632779,25109761,336616,2476982,monthly
2015-03-03,qld,5968639,5390813,55.3,49.94,28004860,25045329,-577826,-2959531,monthly
2015-03-03,cash,0,0,0.0,0.0,0,6,0,6,monthly
2015-08-25,sso,3167236,0,49.89,0.0,20291008,0,-3167236,-20291008,
2015-08-25,qld,5390813,0,50.11,0.0,20380200,0,-5390813,-20380200,
2015-08-25,cash,0,0,0.0,100.0,6,43275725,0,43275719,
2015-11-03,sso,0,2768846,0.0,49.98,0,21987754,2768846,21987754,monthly
2015-11-03,qld,4361309,4317071,50.51,50.02,22082441,22004391,-44238,-78050,monthly
2015-11-03,cash,0,0,49.49,0.0,21637865,4,0,-21637861,monthly
2016-01-11,sso,2768846,0,50.48,0.0,18290024,0,-2768846,-18290024,
2016-01-11,qld,4317071,4317071,49.52,49.49,17939484,18066924,0,127440,
2016-01-11,cash,0,0,0.0,50.51,4,18441263,0,18441259,
2016-01-14,sso,0,0,0.0,0.0,0,0,0,0,
2016-01-14,qld,4317071,0,48.26,0.0,17198757,0,-4317071,-17198757,
2016-01-14,cash,0,0,51.74,100.0,18441263,35723419,0,17282156,
2018-03-02,sso,2336510,2673330,43.77,49.95,30361753,35092965,336820,4731212,monthly
2018-03-02,qld,3918871,3471948,56.23,50.05,39008492,35162833,-446923,-3845659,monthly
2018-03-02,cash,0,0,0.0,0.0,1,7,0,6,monthly
2018-11-21,sso,2673330,2673330,51.84,51.45,33342627,33550997,0,208370,
2018-11-21,qld,3471948,0,48.16,0.0,30980237,0,-3471948,-30980237,
2018-11-21,cash,0,0,0.0,48.55,7,31663320,0,31663313,
2018-12-18,sso,2673330,0,49.41,0.0,30922317,0,-2673330,-30922317,
2018-12-18,qld,0,0,0.0,0.0,0,0,0,0,
2018-12-18,cash,0,0,50.59,100.0,31663320,62962690,0,31299370,
2019-02-28,sso,2293038,2288027,50.11,49.91,31618792,31390112,-5011,-228680,daily
2019-02-28,qld,0,3056941,0.0,50.09,0,31508459,3056941,31508459,daily
2019-02-28,cash,0,0,49.89,0.0,31481358,0,0,-31481358,daily
2020-03-03,sso,2288027,2555143,44.74,50.18,37974537,40022178,267116,2047641,monthly
2020-03-03,qld,3056941,2767136,55.26,49.82,46897669,39742705,-289805,-7154964,monthly
2020-03-03,cash,0,0,0.0,0.0,0,14,0,14,monthly
2020-03-10,sso,2555143,0,49.52,0.0,33035063,0,-2555143,-33035063,
2020-03-10,qld,2767136,2767136,50.48,51.29,33675746,37286540,0,3610794,
2020-03-10,cash,0,0,0.0,48.71,14,35403861,0,35403847,
2020-03-13,sso,0,0,0.0,0.0,0,0,0,0,
2020-03-13,qld,2767136,0,43.93,0.0,27735181,0,-2767136,-27735181,
2020-03-13,cash,0,0,56.07,100.0,35403861,66117677,0,30713816,
2020-06-02,sso,0,2412932,0.0,49.87,0,36463591,2412932,36463591,monthly
2020-06-02,qld,2399618,2207290,54.35,50.13,39365286,36659846,-192328,-2705440,monthly
2020-06-02,cash,0,0,45.65,0.0,33058851,0,0,-33058851,monthly
2020-09-02,sso,2412932,2689512,44.79,50.16,47574696,54560494,276580,6985798,monthly
2020-09-02,qld,2207290,2002822,55.21,49.84,58647033,54208438,-204468,-4438595,monthly
2020-09-02,cash,0,0,0.0,0.0,0,1,0,1,monthly
2022-01-26,sso,2689512,2689512,54.83,53.67,79901028,79573940,0,-327088,
2022-01-26,qld,2002822,0,45.17,0.0,65815705,0,-2002822,-65815705,
2022-01-26,cash,0,0,0.0,46.33,1,68685169,0,68685168,
2022-02-02,sso,2689512,2411294,55.82,50.5,86782962,79307126,-278218,-7475836,monthly
2022-02-02,qld,0,0,0.0,0.0,0,0,0,0,monthly
2022-02-02,cash,0,0,44.18,49.5,68685169,77734053,0,9048884,monthly
2022-05-02,sso,2411294,0,45.01,0.0,63616156,0,-2411294,-63616156,
2022-05-02,qld,0,0,0.0,0.0,0,0,0,0,
2022-05-02,cash,0,0,54.99,100.0,77734053,141159352,0,63425299,
2024-07-02,sso,2939894,3304919,44.49,49.85,119963912,136614597,365025,16650685,monthly
2024-07-02,qld,2974304,2676357,55.51,50.15,149659725,137453624,-297947,-12206101,monthly
2024-07-02,cash,0,0,0.0,0.0,19,7,0,-12,monthly
2025-04-04,sso,3304919,3304919,53.34,51.69,124833800,109896273,0,-14937527,
2025-04-04,qld,2676357,0,46.66,0.0,109179457,0,-2676357,-109179457,
2025-04-04,cash,0,0,0.0,48.31,7,102704053,0,102704046,
2025-04-07,sso,3304919,0,51.69,0.0,109896273,0,-3304919,-109896273,
2025-04-07,qld,0,0,0.0,0.0,0,0,0,0,
2025-04-07,cash,0,0,48.31,100.0,102704053,205109747,0,102405694,
