Date,equity,cash,is_month_start,rebalanced,rebalance_reason,sso_close,sso_shares,sso_weight,sso_signal_today,sso_pending_intent,sso_pending_reason,sso_pending_delta,sso_executed_intent,sso_exec_side,sso_exec_shares,sso_exec_price,qld_close,qld_shares,qld_weight,qld_signal_today,qld_pending_intent,qld_pending_reason,qld_pending_delta,qld_executed_intent,qld_exec_side,qld_exec_shares,qld_exec_price
2006-08-03,10000000,10000000,False,False,,3.774107,0,0.0,hold,,,0.0,,,0,0.0,0.894307,0,0.0,hold,,,0.0,,,0,0.0
2006-08-04,10000000,10000000,False,False,,3.773088,0,0.0,hold,,,0.0,,,0,0.0,0.886146,0,0.0,hold,,,0.0,,,0,0.0
2006-08-07,10000000,10000000,False,False,,3.752197,0,0.0,hold,,,0.0,,,0,0.0,0.8754,0,0.0,hold,,,0.0,,,0,0.0
2006-08-08,10000000,10000000,False,False,,3.721626,0,0.0,hold,,,0.0,,,0,0.0,0.864383,0,0.0,hold,,,0.0,,,0,0.0
2006-08-09,10000000,10000000,False,False,,3.693092,0,0.0,hold,,,0.0,,,0,0.0,0.863975,0,0.0,hold,,,0.0,,,0,0.0
2006-08-10,10000000,10000000,False,False,,3.725702,0,0.0,hold,,,0.0,,,0,0.0,0.874992,0,0.0,hold,,,0.0,,,0,0.0
2006-08-11,10000000,10000000,False,False,,3.698697,0,0.0,hold,,,0.0,,,0,0.0,0.866424,0,0.0,hold,,,0.0,,,0,0.0
2006-08-14,10000000,10000000,False,False,,3.711435,0,0.0,hold,,,0.0,,,0,0.0,0.874312,0,0.0,hold,,,0.0,,,0,0.0
2006-08-15,10000000,10000000,False,False,,3.802641,0,0.0,hold,,,0.0,,,0,0.0,0.919878,0,0.0,hold,,,0.0,,,0,0.0
2006-08-16,10000000,10000000,False,False,,3.866334,0,0.0,hold,,,0.0,,,0,0.0,0.963674,0,0.0,hold,,,0.0,,,0,0.0
2006-08-17,10000000,10000000,False,False,,3.882129,0,0.0,hold,,,0.0,,,0,0.0,0.969796,0,0.0,hold,,,0.0,,,0,0.0
2006-08-18,10000000,10000000,False,False,,3.897924,0,0.0,hold,,,0.0,,,0,0.0,0.968436,0,0.0,hold,,,0.0,,,0,0.0
2006-08-21,10000000,10000000,False,False,,3.87958,0,0.0,buy,ENTER_TO_TARGET,signal_buy+rebalance,5000000.0,,,0,0.0,0.950754,0,0.0,hold,,,0.0,,,0,0.0
2006-08-22,9998808,5000002,False,False,,3.886205,1286295,0.4999,hold,,,0.0,ENTER_TO_TARGET,buy,1286295,3.875505,0.953202,0,0.0,hold,,,0.0,,,0,0.0
2006-08-23,9953586,5000002,False,False,,3.851048,1286295,0.4977,hold,,,0.0,,,0,0.0,0.937152,0,0.0,hold,,,0.0,,,0,0.0
2006-08-24,9971936,5000002,False,False,,3.865314,1286295,0.4986,hold,,,0.0,,,0,0.0,0.944361,0,0.0,hold,,,0.0,,,0,0.0
2006-08-25,9981113,5000002,False,False,,3.872448,1286295,0.4991,hold,,,0.0,,,0,0.0,0.948034,0,0.0,hold,,,0.0,,,0,0.0
2006-08-28,10023713,5000002,False,False,,3.905567,1286295,0.5012,hold,,,0.0,,,0,0.0,0.961635,0,0.0,hold,,,0.0,,,0,0.0
2006-08-29,10047308,5000002,False,False,,3.92391,1286295,0.5024,hold,,,0.0,,,0,0.0,0.967756,0,0.0,hold,,,0.0,,,0,0.0
2006-08-30,10046653,5000002,False,False,,3.923401,1286295,0.5023,hold,,,0.0,,,0,0.0,0.976325,0,0.0,hold,,,0.0,,,0,0.0
2006-08-31,10042721,5000002,False,False,,3.920344,1286295,0.5021,hold,,,0.0,,,0,0.0,0.975237,0,0.0,hold,,,0.0,,,0,0.0
2006-09-01,10093844,5000002,True,False,,3.960088,1286295,0.5046,hold,,,0.0,,,0,0.0,0.984078,0,0.0,hold,,,0.0,,,0,0.0
2006-09-05,10103019,5000002,False,False,,3.967221,1286295,0.5051,hold,,,0.0,,,0,0.0,1.00176,0,0.0,hold,,,0.0,,,0,0.0
2006-09-06,10013882,5000002,False,False,,3.897924,1286295,0.5007,hold,,,0.0,,,0,0.0,0.962723,0,0.0,hold,,,0.0,,,0,0.0
2006-09-07,9963416,5000002,False,False,,3.85869,1286295,0.4982,hold,,,0.0,,,0,0.0,0.954154,0,0.0,hold,,,0.0,,,0,0.0
2006-09-08,9998808,5000002,False,False,,3.886205,1286295,0.4999,hold,,,0.0,,,0,0.0,0.963674,0,0.0,hold,,,0.0,,,0,0.0
2006-09-11,9997496,5000002,False,False,,3.885185,1286295,0.4999,hold,,,0.0,,,0,0.0,0.976596,0,0.0,hold,,,0.0,,,0,0.0
2006-09-12,10095154,5000002,False,False,,3.961107,1286295,0.5047,hold,,,0.0,,,0,0.0,1.014545,0,0.0,hold,,,0.0,,,0,0.0
2006-09-13,10144963,5000002,False,False,,3.99983,1286295,0.5071,hold,,,0.0,,,0,0.0,1.026242,0,0.0,hold,,,0.0,,,0,0.0
2006-09-14,10120060,5000002,False,False,,3.980469,1286295,0.5059,hold,,,0.0,,,0,0.0,1.025154,0,0.0,hold,,,0.0,,,0,0.0
2006-09-15,10163969,5000002,False,False,,4.014605,1286295,0.5081,hold,REDUCE_TO_TARGET,rebalance 2006-09-15,-81982.0,,,0,0.0,1.035083,0,0.0,buy,ENTER_TO_TARGET,signal_buy+rebalance,5081984.0,,,0,0.0
2006-09-18,10133770,1,False,True,daily,4.014098,1265774,0.5014,hold,,,0.0,REDUCE_TO_TARGET,sell,20521,3.994944,1.034267,4885420,0.4986,hold,,,0.0,ENTER_TO_TARGET,buy,4885420,1.037123
2006-09-19,10039745,1,False,False,,3.988111,1265774,0.5028,hold,,,0.0,,,0,0.0,1.021754,4885420,0.4972,hold,,,0.0,,,0,0.0
2006-09-20,10249196,1,False,False,,4.036517,1265774,0.4985,hold,,,0.0,,,0,0.0,1.052085,4885420,0.5015,hold,,,0.0,,,0,0.0
2006-09-21,10127283,1,False,False,,3.992697,1265774,0.499,hold,,,0.0,,,0,0.0,1.038484,4885420,0.501,hold,,,0.0,,,0,0.0
2006-09-22,10011839,1,False,False,,3.970788,1265774,0.502,hold,,,0.0,,,0,0.0,1.02053,4885420,0.498,hold,,,0.0,,,0,0.0
2006-09-25,10289420,1,False,False,,4.04467,1265774,0.4976,hold,,,0.0,,,0,0.0,1.058206,4885420,0.5024,hold,,,0.0,,,0,0.0
2006-09-26,10399020,1,False,False,,4.09766,1265774,0.4988,hold,,,0.0,,,0,0.0,1.066911,4885420,0.5012,hold,,,0.0,,,0,0.0
2006-09-27,10385346,1,False,False,,4.107853,1265774,0.5007,hold,,,0.0,,,0,0.0,1.061471,4885420,0.4993,hold,,,0.0,,,0,0.0
2006-09-28,10432675,1,False,False,,4.121099,1265774,0.5,hold,,,0.0,,,0,0.0,1.067727,4885420,0.5,hold,,,0.0,,,0,0.0
2006-09-29,10371528,1,False,False,,4.104285,1265774,0.5009,hold,,,0.0,,,0,0.0,1.059567,4885420,0.4991,hold,,,0.0,,,0,0.0
2006-10-02,10202057,1,True,False,,4.070146,1265774,0.505,hold,,,0.0,,,0,0.0,1.033723,4885420,0.495,hold,,,0.0,,,0,0.0
2006-10-03,10256647,1,False,False,,4.084921,1265774,0.5041,hold,,,0.0,,,0,0.0,1.041069,4885420,0.4959,hold,,,0.0,,,0,0.0
2006-10-04,10611130,1,False,False,,4.180715,1265774,0.4987,hold,,,0.0,,,0,0.0,1.088809,4885420,0.5013,hold,,,0.0,,,0,0.0
2006-10-05,10706062,1,False,False,,4.200587,1265774,0.4966,hold,,,0.0,,,0,0.0,1.103092,4885420,0.5034,hold,,,0.0,,,0,0.0
2006-10-06,10660673,1,False,False,,4.188357,1265774,0.4973,hold,,,0.0,,,0,0.0,1.09697,4885420,0.5027,hold,,,0.0,,,0,0.0
2006-10-09,10692415,1,False,False,,4.192434,1265774,0.4963,hold,,,0.0,,,0,0.0,1.102411,4885420,0.5037,hold,,,0.0,,,0,0.0
2006-10-10,10738447,1,False,False,,4.205172,1265774,0.4957,hold,,,0.0,,,0,0.0,1.108533,4885420,0.5043,hold,,,0.0,,,0,0.0
2006-10-11,10697226,1,False,False,,4.188357,1265774,0.4956,hold,,,0.0,,,0,0.0,1.104452,4885420,0.5044,hold,,,0.0,,,0,0.0
2006-10-12,10971446,1,False,False,,4.263258,1265774,0.4919,hold,,,0.0,,,0,0.0,1.141176,4885420,0.5081,hold,,,0.0,,,0,0.0
2006-10-13,11039132,1,False,False,,4.28313,1265774,0.4911,hold,,,0.0,,,0,0.0,1.149882,4885420,0.5089,hold,,,0.0,,,0,0.0
2006-10-16,11066533,1,False,False,,4.296379,1265774,0.4914,hold,,,0.0,,,0,0.0,1.152058,4885420,0.5086,hold,,,0.0,,,0,0.0
2006-10-17,10913031,1,False,False,,4.26173,1265774,0.4943,hold,,,0.0,,,0,0.0,1.129615,4885420,0.5057,hold,,,0.0,,,0,0.0
