date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2012-04-03,qqq,122349,113881,37.6,35.24,7396115,6882201,-8468,-513914,monthly
2012-04-03,gld,17048,18104,14.12,14.82,2777801,2894648,1056,116847,monthly
2012-04-03,tlt,33466,38563,13.0,14.83,2558287,2896839,5097,338552,monthly
2012-04-03,cash,0,0,0.0,0.0,77,104,0,27,monthly
2012-06-04,spy,62047,64902,33.45,34.96,6221067,6504273,2855,283206,monthly
2012-06-04,qqq,113881,121597,32.77,35.23,6093416,6555819,7716,462403,monthly
2012-06-04,gld,18104,17709,15.33,14.97,2851380,2785980,-395,-65400,monthly
2012-06-04,tlt,38563,31278,18.45,14.84,3430341,2760325,-7285,-670016,monthly
2012-06-04,cash,0,0,0.0,0.0,104,28,0,-76,monthly
2012-10-02,spy,64902,63022,36.05,35.0,7406672,7199596,-1880,-207076,monthly
2012-10-02,qqq,121597,117986,36.07,35.07,7412380,7213270,-3611,-199110,monthly
2012-10-02,gld,17709,17889,14.85,14.97,3051083,3078697,180,27614,monthly
2012-10-02,tlt,31278,36002,13.03,14.97,2678159,3078436,4724,400277,monthly
2012-10-02,cash,0,0,0.0,0.0,28,21,0,-7,monthly
2013-03-04,spy,63022,59073,37.33,35.09,7632507,7192349,-3949,-440158,monthly
2013-03-04,qqq,117986,118641,34.81,35.07,7117183,7188559,655,71376,monthly
2013-03-04,gld,17889,20113,13.34,14.95,2726999,3063209,2224,336210,monthly
2013-03-04,tlt,36002,37163,14.53,14.89,2971114,3050676,1161,79562,monthly
2013-03-04,cash,0,0,0.0,0.0,21,170,0,149,monthly
2013-06-04,spy,59073,56721,36.45,35.04,7764321,7419345,-2352,-344976,monthly
2013-06-04,qqq,118641,113229,36.67,35.03,7812013,7417051,-5412,-394962,monthly
2013-06-04,gld,20113,23429,12.89,14.96,2745625,3168303,3316,422678,monthly
2013-06-04,tlt,37163,39853,13.99,14.96,2980551,3166777,2690,186226,monthly
2013-06-04,cash,0,0,0.0,0.0,170,17,0,-153,monthly
2013-10-02,spy,56721,55766,35.59,34.88,7759825,7621964,-955,-137861,monthly
2013-10-02,qqq,113229,105993,37.36,34.89,8145760,7622325,-7236,-523435,monthly
2013-10-02,gld,23429,26219,13.39,15.25,2919019,3331386,2790,412367,monthly
2013-10-02,tlt,39853,43774,13.65,14.98,2975976,3273713,3921,297737,monthly
2013-10-02,cash,0,0,0.0,0.0,17,130,0,113,monthly
2014-01-03,spy,55766,54043,36.11,35.03,8285725,8028407,-1723,-257318,monthly
2014-01-03,qqq,105993,101576,36.52,34.78,8378071,7970977,-4417,-407094,monthly
2014-01-03,gld,26219,29138,13.49,15.17,3093842,3475872,2919,382030,monthly
2014-01-03,tlt,43774,47300,13.88,15.02,3184885,3441428,3526,256543,monthly
2014-01-03,cash,0,0,0.0,0.0,130,132,0,2,monthly
2014-11-04,spy,54043,54384,34.78,34.95,8980694,9006007,341,25313,monthly
2014-11-04,qqq,101576,96965,36.65,34.94,9464602,9004756,-4611,-459846,monthly
2014-11-04,gld,29138,34521,12.66,15.03,3267826,3873946,5383,606120,monthly
2014-11-04,tlt,47300,44597,15.91,15.08,4108267,3885544,-2703,-222723,monthly
2014-11-04,cash,0,0,0.0,0.0,132,72,0,-60,monthly
2015-02-03,spy,54384,56326,33.78,35.39,9093995,9554938,1942,460943,monthly
2015-02-03,qqq,96965,100438,33.78,35.22,9093595,9509816,3473,416221,monthly
2015-02-03,gld,34521,32971,15.7,14.78,4226060,3991139,-1550,-234921,monthly
2015-02-03,tlt,44597,39894,16.74,14.61,4505268,3944858,-4703,-560410,monthly
2015-02-03,cash,0,0,0.0,0.0,72,255,0,183,monthly
2015-05-04,spy,56326,54619,36.09,35.06,9873091,9601143,-1707,-271948,monthly
2015-05-04,qqq,100438,95252,36.91,35.01,10095481,9590016,-5186,-505465,monthly
2015-05-04,gld,32971,36243,13.63,15.1,3728360,4135326,3272,406966,monthly
2015-05-04,tlt,39894,44732,13.37,14.83,3657203,4062024,4838,404821,monthly
2015-05-04,cash,0,0,0.0,0.0,255,25,0,-230,monthly
2015-08-25,spy,54619,0,33.89,0.0,8651649,0,-54619,-8651649,
2015-08-25,qqq,95252,0,33.94,0.0,8664330,0,-95252,-8664330,
