Date,equity,position,buy_buffer_pct,sell_buffer_pct,upper_band,lower_band,drawdown_pct
1999-03-10,10000000,0,0.03,0.05,44.422506,40.972215,0.0
1999-03-11,10000000,0,0.03,0.05,44.42467,40.974211,0.0
1999-03-12,10000000,0,0.03,0.05,44.415993,40.966207,0.0
1999-03-15,10000000,0,0.03,0.05,44.419845,40.96976,0.0
1999-03-16,10000000,0,0.03,0.05,44.427446,40.97677,0.0
1999-03-17,10000000,0,0.03,0.05,44.431725,40.980717,0.0
1999-03-18,10000000,0,0.03,0.05,44.444618,40.992609,0.0
1999-03-19,10000000,0,0.03,0.05,44.44575,40.993653,0.0
1999-03-22,10000000,0,0.03,0.05,44.441461,40.989697,0.0
1999-03-23,10000000,0,0.03,0.05,44.421796,40.971559,0.0
1999-03-24,10000000,0,0.03,0.05,44.416663,40.966826,0.0
1999-03-25,10000000,0,0.03,0.05,44.427542,40.976859,0.0
1999-03-26,10000000,0,0.03,0.05,44.433443,40.982302,0.0
1999-03-29,10000000,0,0.03,0.05,44.455516,41.002661,0.0
1999-03-30,9911921,220381,0.03,0.05,44.474124,41.019823,-0.88
1999-03-31,9766500,220381,0.03,0.05,44.485783,41.030577,-2.33
1999-04-01,9970091,220381,0.03,0.05,44.506794,41.049956,-0.3
1999-04-05,10330735,220381,0.03,0.05,44.544368,41.084612,0.0
1999-04-06,10351098,220381,0.03,0.05,44.582515,41.119796,0.0
1999-04-07,10243483,220381,0.03,0.05,44.615278,41.150014,-1.04
1999-04-08,10324917,220381,0.03,0.05,44.651502,41.183424,-0.25
1999-04-09,10388902,220381,0.03,0.05,44.690341,41.219247,0.0
1999-04-12,10319102,220381,0.03,0.05,44.725548,41.251719,-0.67
1999-04-13,10179498,220381,0.03,0.05,44.753912,41.27788,-2.02
1999-04-14,9830489,220381,0.03,0.05,44.765763,41.288811,-5.38
1999-04-15,9964274,220381,0.03,0.05,44.783718,41.305371,-4.09
1999-04-16,9673430,220381,0.03,0.05,44.787969,41.309291,-6.89
1999-04-19,9219716,220381,0.03,0.05,44.771077,41.293712,-11.25
1999-04-20,9429125,220381,0.03,0.05,44.764092,41.28727,-9.24
1999-04-21,9894475,220381,0.03,0.05,44.778818,41.300851,-4.76
1999-04-22,10162048,220381,0.03,0.05,44.80584,41.325775,-2.18
1999-04-23,10295834,220381,0.03,0.05,44.838816,41.356189,-0.9
1999-04-26,10532873,220381,0.03,0.05,44.882486,41.396468,0.0
1999-04-27,10371453,220381,0.03,0.05,44.918215,41.429422,-1.53
1999-04-28,10016625,220381,0.03,0.05,44.937088,41.446829,-4.9
1999-04-29,9935190,220381,0.03,0.05,44.951986,41.460569,-5.67
1999-04-30,9999175,220381,0.03,0.05,44.969711,41.476918,-5.07
1999-05-03,9946821,220381,0.03,0.05,44.984825,41.490858,-5.56
1999-05-04,9789768,220381,0.03,0.05,44.992485,41.497923,-7.06
1999-05-05,10086428,220381,0.03,0.05,45.013864,41.517642,-4.24
1999-05-06,9719966,220381,0.03,0.05,45.017989,41.521446,-7.72
1999-05-07,9859570,220381,0.03,0.05,45.028565,41.531201,-6.39
1999-05-10,9958456,220381,0.03,0.05,45.043635,41.5451,-5.45
1999-05-11,10115516,220381,0.03,0.05,45.065858,41.565597,-3.96
1999-05-12,10324917,220381,0.03,0.05,45.097599,41.594873,-1.97
1999-05-13,10132964,220381,0.03,0.05,45.120097,41.615623,-3.8
1999-05-14,9941004,220381,0.03,0.05,45.133444,41.627934,-5.62
1999-05-17,10119875,220381,0.03,0.05,45.154976,41.647794,-3.92
1999-05-18,10074790,220381,0.03,0.05,45.174198,41.665522,-4.35
1999-05-19,10214400,220381,0.03,0.05,45.199721,41.689063,-3.02
1999-05-20,9933731,220381,0.03,0.05,45.211938,41.700331,-5.69
1999-05-21,9842123,220381,0.03,0.05,45.219772,41.707557,-6.56
1999-05-24,9591993,220381,0.03,0.05,45.215897,41.703983,-8.93
1999-05-25,9277884,220381,0.03,0.05,45.197453,41.686971,-11.91
1999-05-26,9536735,220381,0.03,0.05,45.19123,41.681231,-9.46
1999-05-27,9528012,220381,0.03,0.05,45.184663,41.675174,-9.54
1999-05-28,9685064,220381,0.03,0.05,45.185465,41.675914,-8.05
1999-06-01,9469841,220381,0.03,0.05,45.17625,41.667415,-10.09
1999-06-02,9629805,220381,0.03,0.05,45.174566,41.665862,-8.57
1999-06-03,9493108,220381,0.03,0.05,45.166542,41.658461,-9.87
