entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days_used,asset_id,trade_type,holding_days
2004-12-10,2005-01-31,44.808273,45.906119,566,621,0.0245,3,tlt,rebalance,52
2005-01-31,2005-09-20,80.251897,84.344916,1008,4126,0.051,3,spy,rebalance,232
2005-09-20,2006-02-02,46.65956,56.868881,5087,51935,0.2188,3,gld,rebalance,135
2004-12-10,2006-05-02,45.041146,44.44316,23575,-14098,-0.0133,3,tlt,signal,508
2005-09-20,2006-05-02,46.65956,65.403198,3867,72482,0.4017,3,gld,rebalance,224
2005-01-31,2006-09-25,80.648434,91.82773,2280,25489,0.1386,3,spy,rebalance,602
2005-01-31,2007-02-02,80.648434,101.451964,820,17059,0.258,3,spy,rebalance,732
2005-09-20,2007-02-02,47.758161,64.565722,693,11648,0.3519,3,gld,rebalance,500
2006-09-25,2007-12-04,48.95429,54.548508,1247,6976,0.1143,3,tlt,rebalance,435
2005-09-20,2007-12-04,47.758161,78.394107,3965,121472,0.6415,3,gld,rebalance,805
2005-01-31,2008-01-16,81.609274,98.062588,90801,1493977,0.2016,3,spy,signal,1080
2006-09-25,2008-02-04,48.95429,54.662768,756,4316,0.1166,3,tlt,rebalance,497
2005-09-20,2008-02-04,47.758161,88.244472,4927,199476,0.8477,3,gld,rebalance,867
2005-09-20,2008-08-12,47.758161,80.497778,29935,980060,0.6855,3,gld,signal,1057
2006-09-25,2008-12-02,48.95429,65.203664,3948,64153,0.3319,3,tlt,rebalance,799
2006-09-25,2009-01-02,48.95429,72.346314,1537,35954,0.4778,3,tlt,rebalance,830
2009-01-02,2009-02-03,86.18779,89.071976,1093,3152,0.0335,3,gld,rebalance,32
2006-09-25,2009-05-08,50.548277,57.919883,21054,155202,0.1458,3,tlt,signal,956
2009-01-02,2009-07-27,86.18779,93.618302,1449,10767,0.0862,3,gld,rebalance,206
2009-07-27,2009-10-02,72.914904,75.904139,811,2424,0.041,3,spy,rebalance,67
2009-01-02,2009-10-02,86.18779,97.546476,21,239,0.1318,3,gld,rebalance,273
2009-01-02,2009-12-02,86.18779,118.443603,2555,82414,0.3743,3,gld,rebalance,334
2009-10-02,2009-12-28,62.147307,55.772456,25812,-164548,-0.1026,3,tlt,signal,87
2009-07-27,2010-05-20,73.018015,82.155144,1519,13879,0.1251,3,spy,rebalance,297
2009-07-27,2010-07-01,73.018015,77.844403,128105,618284,0.0661,3,spy,signal,339
2010-05-20,2010-08-06,62.488958,63.922668,1654,2371,0.0229,3,tlt,rebalance,78
2009-01-02,2010-08-06,86.414795,117.636028,1402,43772,0.3613,3,gld,rebalance,581
2010-05-20,2010-12-16,62.488958,59.094065,23009,-78113,-0.0543,3,tlt,signal,210
2010-08-06,2011-06-02,84.83452,101.083405,909,14770,0.1915,3,spy,rebalance,300
2009-01-02,2011-06-02,86.414795,149.699544,1889,119545,0.7323,3,gld,rebalance,881
2010-08-06,2011-08-05,84.83452,93.732427,119833,1066263,0.1049,3,spy,signal,364
2011-06-02,2011-08-23,64.434411,73.349485,3417,30463,0.1384,3,tlt,rebalance,82
2009-01-02,2011-08-23,86.414795,181.693285,4238,403790,1.1026,3,gld,rebalance,963
2011-06-02,2011-10-04,64.434411,83.575442,2816,53901,0.2971,3,tlt,rebalance,124
2012-01-09,2012-04-03,100.273861,110.778898,3259,34236,0.1048,3,spy,rebalance,85
2009-01-02,2012-05-15,98.945931,150.706524,22677,1173775,0.5231,3,gld,signal,1229
2011-06-02,2012-06-04,66.307442,88.65063,4773,106644,0.337,3,tlt,rebalance,368
2012-01-09,2012-09-07,100.297872,113.216068,4511,58274,0.1288,3,spy,rebalance,242
2012-09-07,2013-02-21,168.273314,151.544,22250,-372227,-0.0994,3,gld,signal,167
2012-01-09,2013-06-04,100.297872,131.471588,7482,233242,0.3108,3,spy,rebalance,512
2011-06-02,2013-06-21,70.382373,77.327107,25203,175028,0.0987,3,tlt,signal,750
2012-01-09,2014-04-16,100.297872,151.274527,4448,226744,0.5083,3,spy,rebalance,828
2014-04-16,2015-01-26,80.085247,99.344662,2884,55544,0.2405,3,tlt,rebalance,285
2012-01-09,2015-01-26,100.297872,169.481736,1342,92845,0.6898,3,spy,rebalance,1113
2015-01-26,2015-03-09,123.699992,112.082738,40226,-467316,-0.0939,3,gld,signal,42
2014-04-16,2015-06-11,80.085247,86.762543,24975,166765,0.0834,3,tlt,signal,421
2012-01-09,2015-08-25,100.297872,163.311507,102317,6447366,0.6283,3,spy,signal,1324
2015-11-03,2016-01-11,177.435468,163.092662,92098,-1320944,-0.0808,3,spy,signal,69
2015-08-25,2016-02-02,93.621486,96.978357,2337,7845,0.0359,3,tlt,rebalance,161
2015-08-25,2016-02-11,93.621486,101.778117,963,7855,0.0871,3,tlt,rebalance,170
2015-08-25,2016-11-10,93.666313,95.481248,22220,40328,0.0194,3,tlt,signal,443
2016-02-11,2016-11-25,118.921759,113.079738,37863,-221196,-0.0491,3,gld,signal,288
2016-04-04,2017-04-19,176.729085,203.304536,4263,113291,0.1504,3,spy,rebalance,380
2016-04-04,2017-06-26,176.729085,212.467137,1484,53035,0.2022,3,spy,rebalance,448
2016-04-04,2018-02-02,176.729085,246.448572,2897,201977,0.3945,3,spy,rebalance,669
2017-06-26,2018-02-22,100.148885,93.206163,29169,-202512,-0.0693,3,tlt,signal,241
2017-04-19,2018-07-18,122.653023,115.681909,43846,-305655,-0.0568,3,gld,signal,455
2016-04-04,2018-12-18,176.729085,229.275836,79037,4153138,0.2973,3,spy,signal,988
2018-12-26,2019-02-22,99.186239,99.213338,74,2,0.0003,3,tlt,rebalance,58
2019-01-17,2019-02-22,122.396089,125.153409,684,1886,0.0225,3,gld,rebalance,36
2018-12-26,2019-06-04,99.186239,108.227291,2465,22286,0.0912,3,tlt,rebalance,160
2019-02-22,2020-01-03,250.8669,293.41638,1572,66888,0.1696,3,spy,rebalance,315
2018-12-26,2020-03-03,101.00657,128.694415,3333,92284,0.2741,3,tlt,rebalance,433
2019-01-17,2020-03-03,122.884997,150.387476,2059,56628,0.2238,3,gld,rebalance,411
2019-02-22,2020-03-10,252.035385,260.051163,74645,598338,0.0318,3,spy,signal,382
2018-12-26,2020-04-02,101.00657,141.465904,2871,116159,0.4006,3,tlt,rebalance,463
