이평기간,버퍼존,유지일,조정기간(월),수익률,CAGR,MDD,거래수,승률,최종자본
200,0.03,4,6,3811.71,14.58,-92.54,20,55.0,391170881.7
250,0.04,1,2,3807.38,14.57,-93.28,16,56.25,390737899.41
200,0.01,4,8,3806.01,14.57,-89.92,27,44.44,390601137.45
250,0.04,3,8,3791.49,14.56,-93.65,14,64.29,389148900.85
250,0.04,2,12,3787.94,14.55,-92.88,14,64.29,388794276.51
250,0.04,2,10,3787.94,14.55,-92.88,14,64.29,388794276.51
250,0.03,2,6,3775.78,14.54,-92.64,16,56.25,387577714.61
200,0.01,2,8,3775.24,14.54,-87.81,28,46.43,387524250.09
250,0.01,0,2,3773.9,14.54,-87.83,36,38.89,387389717.11
250,0.05,0,2,3763.35,14.53,-92.26,14,57.14,386334532.35
200,0.01,3,12,3751.87,14.51,-89.97,26,46.15,385186818.63
100,0.05,3,6,3749.58,14.51,-94.56,18,61.11,384957661.9
100,0.05,3,8,3749.58,14.51,-94.56,18,61.11,384957661.9
200,0.02,1,12,3743.07,14.5,-91.13,24,45.83,384306639.31
250,0.03,3,2,3729.74,14.49,-92.91,16,56.25,382973855.37
200,0.01,1,0,3718.79,14.48,-91.96,40,27.5,381879166.44
100,0.04,1,12,3717.4,14.47,-93.61,23,47.83,381739987.09
100,0.05,3,12,3707.93,14.46,-96.13,17,52.94,380793425.72
250,0.01,4,6,3696.75,14.45,-91.54,25,48.0,379674526.07
200,0.01,2,12,3696.63,14.45,-90.38,26,46.15,379662619.74
250,0.03,2,10,3666.15,14.42,-92.85,16,56.25,376614847.01
250,0.03,2,8,3666.15,14.42,-92.85,16,56.25,376614847.01
250,0.04,3,10,3661.65,14.41,-93.65,14,64.29,376164849.71
250,0.04,3,12,3661.65,14.41,-93.65,14,64.29,376164849.71
200,0.03,5,4,3651.17,14.4,-91.44,20,55.0,375117374.71
200,0.03,4,4,3641.45,14.39,-92.54,20,55.0,374144935.78
200,0.01,2,4,3628.74,14.37,-87.7,30,43.33,372873592.85
200,0.01,4,10,3623.72,14.37,-89.92,27,44.44,372372348.15
200,0.01,1,8,3614.9,14.36,-92.23,30,40.0,371490307.08
150,0.03,1,12,3603.13,14.35,-93.95,23,47.83,370312738.69
250,0.05,1,2,3599.8,14.34,-92.74,13,53.85,369980209.58
250,0.05,1,0,3599.8,14.34,-92.74,13,53.85,369980209.58
250,0.02,2,0,3599.61,14.34,-89.75,26,42.31,369960890.29
250,0.01,5,8,3593.71,14.33,-90.5,24,45.83,369371035.28
150,0.03,2,0,3565.23,14.3,-90.8,25,44.0,366522782.98
200,0.02,3,10,3553.0,14.29,-91.33,22,50.0,365300300.91
100,0.04,0,8,3540.74,14.27,-93.49,25,48.0,364074405.76
150,0.03,0,8,3540.2,14.27,-96.33,25,44.0,364020495.16
200,0.03,0,8,3535.25,14.27,-94.83,22,50.0,363524904.74
100,0.05,4,4,3514.51,14.24,-93.88,18,61.11,361450877.81
200,0.02,0,4,3513.31,14.24,-93.63,28,42.86,361331499.11
250,0.05,2,2,3501.36,14.23,-92.95,13,53.85,360136222.54
200,0.03,5,6,3501.3,14.23,-91.84,20,55.0,360130189.45
250,0.01,5,2,3499.89,14.23,-90.5,26,50.0,359988728.38
150,0.03,0,4,3497.18,14.22,-95.64,26,42.31,359718308.93
200,0.02,5,0,3466.05,14.19,-88.36,24,45.83,356605332.81
250,0.03,1,2,3465.33,14.18,-94.46,18,50.0,356532760.42
200,0.02,3,12,3444.73,14.16,-90.98,22,50.0,354472673.37
100,0.02,1,4,3442.85,14.16,-89.43,41,41.46,354285001.16
250,0.04,2,2,3440.31,14.15,-93.87,15,60.0,354031413.68
100,0.01,1,0,3437.74,14.15,-81.79,73,36.99,353773915.83
200,0.03,1,2,3434.13,14.15,-94.12,22,50.0,353413034.16
200,0.02,2,12,3431.85,14.14,-91.68,23,47.83,353185087.41
200,0.03,4,0,3423.58,14.13,-90.84,21,52.38,352358033.28
250,0.04,2,0,3419.6,14.13,-93.85,15,60.0,351960359.48
250,0.05,2,0,3417.42,14.13,-93.07,13,53.85,351742387.84
100,0.04,0,12,3407.25,14.11,-94.01,24,45.83,350725036.34
250,0.03,0,2,3393.97,14.1,-92.84,19,47.37,349397267.99
250,0.04,1,4,3369.97,14.07,-93.98,16,56.25,346997173.44
250,0.01,1,12,3365.91,14.06,-89.55,27,40.74,346590924.59
100,0.03,0,4,3351.68,14.05,-88.59,34,38.24,345168029.68
200,0.03,1,10,3342.81,14.04,-95.33,20,55.0,344281404.86
100,0.04,0,6,3339.64,14.03,-93.49,26,46.15,343963675.36
250,0.03,2,12,3320.56,14.01,-92.85,16,56.25,342055501.53
250,0.02,4,0,3310.02,14.0,-91.33,23,47.83,341001782.45
200,0.01,1,6,3286.4,13.97,-92.23,31,41.94,338640200.31
200,0.03,5,0,3280.49,13.96,-90.78,21,52.38,338049369.79
250,0.01,4,8,3276.3,13.95,-91.54,25,44.0,337629994.54
250,0.02,1,12,3254.94,13.93,-86.78,23,47.83,335494228.3
100,0.02,4,4,3249.66,13.92,-89.93,37,40.54,334965898.32
250,0.04,3,2,3245.64,13.92,-94.6,15,60.0,334564452.44
150,0.01,4,2,3245.22,13.91,-86.27,36,38.89,334522142.77
100,0.04,1,4,3231.09,13.9,-93.28,25,48.0,333109120.14
200,0.01,5,0,3230.56,13.9,-87.67,33,33.33,333056351.72
100,0.03,0,2,3217.79,13.88,-87.19,36,36.11,331778814.79
250,0.03,2,2,3200.91,13.86,-92.64,17,52.94,330090956.78
100,0.05,4,6,3197.36,13.85,-94.42,18,61.11,329736459.42
100,0.05,4,8,3197.36,13.85,-94.42,18,61.11,329736459.42
250,0.04,1,6,3181.34,13.83,-93.98,16,56.25,328133722.87
200,0.01,1,4,3177.6,13.83,-90.78,33,36.36,327760404.07
250,0.02,3,0,3154.59,13.8,-91.09,23,47.83,325458877.06
200,0.01,2,0,3153.45,13.8,-92.35,36,33.33,325345025.06
100,0.05,2,8,3147.14,13.79,-93.5,19,57.89,324714207.62
100,0.05,2,6,3147.14,13.79,-93.5,19,57.89,324714207.62
250,0.01,1,0,3146.36,13.79,-87.7,37,37.84,324635779.35
100,0.05,2,4,3144.53,13.79,-93.5,19,57.89,324452929.71
100,0.05,2,12,3140.94,13.78,-95.06,18,55.56,324094164.26
100,0.05,5,10,3135.74,13.77,-96.39,17,58.82,323573623.73
150,0.04,0,0,3119.7,13.75,-95.77,23,47.83,321970191.93
250,0.05,4,0,3104.17,13.73,-94.1,13,53.85,320416742.89
100,0.05,5,2,3100.93,13.73,-95.01,18,61.11,320092852.21
200,0.01,2,2,3092.45,13.72,-87.7,31,41.94,319245108.6
200,0.03,2,0,3088.31,13.71,-91.1,23,47.83,318830745.32
200,0.02,0,6,3066.26,13.68,-94.77,27,44.44,316626314.18
200,0.02,0,8,3066.26,13.68,-94.77,27,44.44,316626314.18
250,0.04,3,0,3061.38,13.68,-94.58,15,60.0,316138025.19
200,0.01,5,2,3059.63,13.67,-86.99,29,41.38,315963498.26
200,0.01,3,10,3059.4,13.67,-90.22,27,44.44,315939888.38
250,0.01,5,0,3058.73,13.67,-91.7,28,46.43,315872536.17
100,0.02,1,0,3057.78,13.67,-87.31,47,40.43,315778338.79
200,0.03,0,2,3050.24,13.66,-95.34,24,45.83,315024469.16
250,0.04,2,4,3044.0,13.65,-94.51,15,60.0,314399842.61
100,0.04,2,12,3039.06,13.65,-93.68,23,47.83,313905625.62
250,0.02,0,12,3034.1,13.64,-89.07,25,48.0,313410352.74
250,0.01,4,2,3016.55,13.62,-91.54,27,48.15,311654806.67
250,0.01,0,0,2975.21,13.56,-87.83,42,33.33,307520938.12
250,0.04,2,6,2954.14,13.53,-94.51,15,60.0,305414343.83
200,0.04,1,0,2952.46,13.53,-96.27,20,50.0,305246178.8
200,0.02,0,10,2924.73,13.49,-94.85,27,40.74,302473352.7
200,0.03,1,4,2897.93,13.45,-95.01,21,52.38,299792866.67
100,0.04,0,4,2891.33,13.44,-93.49,27,44.44,299133474.62
100,0.04,0,0,2871.93,13.42,-91.25,30,40.0,297192666.76
250,0.01,1,2,2871.23,13.41,-90.28,32,43.75,297122843.65
250,0.04,3,4,2871.12,13.41,-95.16,15,60.0,297111967.37
250,0.04,3,6,2862.41,13.4,-95.16,15,60.0,296241327.96
100,0.05,1,12,2856.74,13.39,-93.96,19,57.89,295673639.8
200,0.04,2,0,2855.51,13.39,-95.69,20,50.0,295550930.54
100,0.02,0,0,2851.14,13.39,-86.76,50,40.0,295113982.34
250,0.05,4,2,2850.73,13.39,-94.57,13,53.85,295072954.72
250,0.05,3,0,2844.89,13.38,-93.61,13,53.85,294489428.91
250,0.05,0,4,2835.27,13.36,-92.87,14,57.14,293527430.6
250,0.03,4,0,2835.02,13.36,-92.71,18,50.0,293502169.69
100,0.04,0,2,2834.52,13.36,-92.33,29,41.38,293452078.08
100,0.01,0,0,2824.99,13.35,-83.93,86,37.21,292498886.67
100,0.05,4,12,2824.44,13.35,-96.48,17,52.94,292444115.44
150,0.02,3,10,2812.99,13.33,-90.9,27,40.74,291298847.58
100,0.01,0,12,2807.25,13.32,-87.88,46,39.13,290725116.49
100,0.05,5,4,2805.92,13.32,-95.11,18,61.11,290592309.25
200,0.02,1,4,2790.96,13.3,-94.04,25,44.0,289096440.79
150,0.01,5,2,2782.3,13.29,-88.11,35,40.0,288229620.96
200,0.01,3,0,2777.19,13.28,-87.9,35,34.29,287718682.98
200,0.03,1,6,2769.04,13.27,-95.01,21,52.38,286904353.88
250,0.01,1,10,2759.81,13.25,-90.28,29,37.93,285981348.45
100,0.03,0,6,2750.4,13.24,-88.59,34,38.24,285039552.48
100,0.03,0,8,2740.28,13.22,-88.59,33,39.39,284027629.94
100,0.03,3,6,2736.24,13.22,-89.77,30,43.33,283623865.04
100,0.03,1,8,2726.84,13.2,-89.14,31,41.94,282684027.05
200,0.02,3,0,2719.54,13.19,-86.81,26,42.31,281953815.73
250,0.05,1,4,2711.02,13.18,-93.31,13,53.85,281101817.49
150,0.02,4,10,2709.98,13.18,-91.12,27,40.74,280998321.38
200,0.01,1,2,2708.38,13.18,-90.78,35,34.29,280837654.07
200,0.02,0,12,2703.61,13.17,-94.97,27,40.74,280360626.63
250,0.02,1,10,2702.21,13.17,-86.77,24,45.83,280221268.89
250,0.01,3,10,2699.83,13.16,-91.52,26,42.31,279982775.2
100,0.03,0,0,2685.55,13.14,-89.93,38,34.21,278554521.75
150,0.01,4,4,2682.33,13.14,-87.95,36,36.11,278233324.41
250,0.01,1,6,2679.01,13.13,-90.28,30,43.33,277900777.35
100,0.04,2,6,2678.72,13.13,-93.74,24,50.0,277871603.45
250,0.03,5,0,2672.58,13.12,-93.83,18,50.0,277258399.0
100,0.05,0,4,2669.28,13.12,-95.9,20,55.0,276927723.75
100,0.02,2,4,2655.97,13.1,-91.69,39,46.15,275597188.04
100,0.05,0,8,2655.12,13.1,-95.92,20,55.0,275511755.98
100,0.05,0,6,2655.12,13.1,-95.92,20,55.0,275511755.98
100,0.02,0,2,2638.89,13.07,-88.7,47,42.55,273889309.53
150,0.02,5,10,2637.68,13.07,-92.72,25,44.0,273767662.7
100,0.05,2,2,2627.09,13.05,-95.23,20,55.0,272709445.8
250,0.01,2,12,2621.74,13.05,-90.02,26,42.31,272173726.74
250,0.05,3,2,2611.96,13.03,-94.11,13,53.85,271196423.64
200,0.02,4,0,2608.84,13.03,-91.1,25,44.0,270883549.74
150,0.02,3,12,2597.68,13.01,-90.92,27,40.74,269768006.96
150,0.01,5,0,2588.66,12.99,-86.45,39,35.9,268866233.11
200,0.03,1,8,2584.32,12.99,-95.33,21,52.38,268431871.37
250,0.01,3,4,2576.66,12.98,-91.34,27,44.44,267666142.96
250,0.05,2,4,2572.45,12.97,-93.62,13,53.85,267245145.93
100,0.05,0,0,2563.46,12.96,-93.94,22,50.0,266345615.94
250,0.02,1,4,2560.77,12.95,-86.77,25,48.0,266077154.67
150,0.04,1,0,2537.67,12.91,-95.75,23,47.83,263767488.5
200,0.01,4,2,2531.18,12.9,-90.55,30,43.33,263117856.79
250,0.01,1,4,2518.68,12.88,-90.28,31,41.94,261867581.75
200,0.01,0,10,2518.16,12.88,-93.26,34,35.29,261816113.49
100,0.05,1,0,2503.25,12.86,-93.26,22,50.0,260325435.12
250,0.02,0,4,2484.13,12.83,-87.03,27,44.44,258413340.35
250,0.02,1,6,2462.62,12.79,-86.77,25,48.0,256261633.86
150,0.01,4,8,2458.51,12.79,-88.0,33,36.36,255850812.91
200,0.01,0,8,2442.8,12.76,-93.26,35,34.29,254280189.54
150,0.02,3,6,2441.19,12.76,-90.9,29,41.38,254119422.82
250,0.02,0,2,2438.25,12.75,-86.65,29,41.38,253824709.46
200,0.02,1,10,2432.48,12.74,-94.55,25,44.0,253247671.87
100,0.05,5,8,2420.55,12.72,-95.76,18,61.11,252054901.39
100,0.05,5,6,2420.55,12.72,-95.76,18,61.11,252054901.39
100,0.04,2,8,2417.63,12.72,-93.74,24,50.0,251762918.51
250,0.01,3,2,2398.63,12.69,-91.34,29,41.38,249863032.79
150,0.01,4,6,2393.72,12.68,-86.43,34,38.24,249372245.25
100,0.03,0,10,2388.74,12.67,-90.98,32,40.62,248873617.49
200,0.02,0,2,2381.06,12.66,-94.76,30,40.0,248105614.4
100,0.05,5,0,2378.98,12.65,-94.29,19,57.89,247898388.48
250,0.02,0,10,2366.03,12.63,-89.07,26,46.15,246603234.93
250,0.01,3,6,2363.7,12.63,-91.34,27,44.44,246370077.0
150,0.01,5,4,2362.57,12.63,-88.76,34,41.18,246257470.74
100,0.04,4,0,2360.89,12.62,-92.69,25,48.0,246089191.08
100,0.05,3,0,2332.09,12.57,-95.37,20,55.0,243208627.59
100,0.02,4,6,2331.17,12.57,-88.99,35,40.0,243116613.8
100,0.03,3,2,2320.77,12.56,-88.76,32,37.5,242076820.93
150,0.02,1,6,2308.42,12.53,-95.09,31,45.16,240841837.29
150,0.02,4,12,2297.19,12.51,-91.11,27,40.74,239719338.68
150,0.02,5,2,2297.03,12.51,-90.79,28,42.86,239702716.48
200,0.02,1,6,2288.79,12.5,-94.94,25,44.0,238879142.98
200,0.02,1,8,2288.79,12.5,-94.94,25,44.0,238879142.98
200,0.01,0,12,2283.65,12.49,-94.83,33,36.36,238365159.06
150,0.01,4,0,2282.8,12.49,-88.54,42,33.33,238280112.43
250,0.01,1,8,2276.01,12.48,-90.28,30,40.0,237600703.26
150,0.02,1,12,2272.58,12.47,-92.85,29,41.38,237258305.71
250,0.05,4,4,2266.26,12.46,-94.72,13,53.85,236625523.71
100,0.02,0,4,2257.75,12.45,-91.87,45,40.0,235775292.04
100,0.05,5,12,2254.11,12.44,-97.2,17,52.94,235410889.68
250,0.05,0,6,2233.98,12.4,-94.31,14,57.14,233398257.42
250,0.05,0,8,2233.98,12.4,-94.31,14,57.14,233398257.42
150,0.03,1,2,2229.59,12.39,-96.0,27,40.74,232959209.86
100,0.02,2,6,2228.69,12.39,-90.96,37,45.95,232868505.78
250,0.01,2,0,2210.19,12.36,-92.36,33,39.39,231018709.93
100,0.05,0,10,2208.63,12.36,-96.39,20,55.0,230863078.33
100,0.04,3,10,2204.91,12.35,-95.05,22,50.0,230490583.78
100,0.01,1,2,2204.5,12.35,-83.68,61,44.26,230450395.84
250,0.02,1,2,2201.83,12.34,-88.15,27,44.44,230183438.94
100,0.02,1,2,2201.33,12.34,-89.1,45,42.22,230132942.86
250,0.02,1,8,2163.5,12.27,-86.77,25,48.0,226350182.85
250,0.05,5,0,2161.54,12.27,-94.23,13,53.85,226153751.95
100,0.03,3,8,2161.2,12.27,-89.77,30,43.33,226120035.56
250,0.05,0,12,2156.11,12.26,-94.31,14,57.14,225610865.69
250,0.05,0,10,2156.11,12.26,-94.31,14,57.14,225610865.69
100,0.01,1,6,2154.38,12.26,-90.21,49,44.9,225438334.73
250,0.01,3,8,2152.37,12.25,-91.34,27,40.74,225237064.28
250,0.05,1,8,2141.75,12.23,-94.67,13,53.85,224174581.76
250,0.05,1,6,2141.75,12.23,-94.67,13,53.85,224174581.76
100,0.03,3,4,2140.43,12.23,-90.6,31,38.71,224043467.3
250,0.05,3,4,2137.46,12.23,-94.11,13,53.85,223745811.69
150,0.02,2,12,2136.05,12.22,-92.23,28,39.29,223605368.91
100,0.02,4,2,2135.95,12.22,-93.12,40,37.5,223594968.76
100,0.04,2,4,2133.08,12.22,-93.26,25,48.0,223307520.7
150,0.02,1,10,2129.29,12.21,-95.09,30,40.0,222929094.23
150,0.01,5,8,2127.45,12.21,-88.9,32,37.5,222744681.12
150,0.02,5,4,2127.26,12.21,-91.44,28,42.86,222726082.85
150,0.02,3,4,2122.35,12.2,-90.9,30,40.0,222234535.65
100,0.01,0,2,2117.19,12.19,-87.27,69,44.93,221719023.34
100,0.03,1,4,2104.86,12.17,-89.29,33,39.39,220486100.77
100,0.02,3,4,2096.29,12.15,-90.82,39,43.59,219628584.28
200,0.02,1,2,2095.22,12.15,-94.12,27,44.44,219521590.82
150,0.02,5,6,2089.07,12.14,-92.16,27,44.44,218907187.18
150,0.02,5,12,2085.54,12.13,-93.37,25,44.0,218553510.12
200,0.02,1,0,2079.4,12.12,-92.31,30,40.0,217940451.52
250,0.02,0,6,2073.29,12.11,-88.4,27,44.44,217328966.05
250,0.01,2,2,2065.77,12.09,-91.83,30,43.33,216577204.84
150,0.02,5,0,2060.77,12.08,-90.49,30,40.0,216077424.67
250,0.05,1,12,2045.95,12.05,-94.67,13,53.85,214595066.67
250,0.05,1,10,2045.95,12.05,-94.67,13,53.85,214595066.67
100,0.04,4,10,2032.23,12.03,-94.34,22,50.0,213223358.4
250,0.05,2,6,2031.25,12.02,-94.91,13,53.85,213124547.92
250,0.05,2,8,2031.25,12.02,-94.91,13,53.85,213124547.92
100,0.02,5,6,2018.3,12.0,-90.58,34,41.18,211830255.16
200,0.01,4,0,2015.13,11.99,-91.14,34,35.29,211513365.98
250,0.01,4,0,2015.01,11.99,-93.38,29,44.83,211500563.36
250,0.01,2,4,1999.95,11.96,-91.83,29,44.83,209995222.25
100,0.04,1,2,1992.56,11.95,-92.3,28,42.86,209255943.84
100,0.05,0,12,1990.72,11.94,-96.28,20,55.0,209072309.66
250,0.01,3,0,1989.62,11.94,-91.79,31,38.71,208961844.82
250,0.05,5,2,1982.66,11.93,-94.69,13,53.85,208265837.94
150,0.02,1,4,1961.32,11.89,-95.05,32,43.75,206131916.37
100,0.04,5,10,1954.53,11.87,-95.49,21,52.38,205453283.23
250,0.05,2,12,1950.9,11.86,-94.91,13,53.85,205090220.24
250,0.05,2,10,1950.9,11.86,-94.91,13,53.85,205090220.24
250,0.01,2,10,1949.96,11.86,-92.18,28,39.29,204995833.02
100,0.05,4,0,1943.31,11.85,-95.08,20,55.0,204331497.94
250,0.02,0,8,1927.53,11.82,-88.93,27,44.44,202752819.56
100,0.02,3,6,1924.99,11.81,-89.44,37,43.24,202498771.12
250,0.03,0,0,1923.91,11.81,-92.06,23,39.13,202391304.29
150,0.02,4,2,1916.38,11.79,-91.9,31,38.71,201637946.12
150,0.02,4,4,1913.47,11.79,-91.33,30,40.0,201347020.42
200,0.01,0,6,1904.89,11.77,-93.26,37,35.14,200489175.24
100,0.04,4,6,1902.88,11.77,-94.28,23,52.17,200288194.05
100,0.02,5,4,1901.66,11.76,-90.58,36,41.67,200166493.6
100,0.03,4,2,1892.12,11.74,-88.22,32,37.5,199211690.48
100,0.01,4,0,1885.53,11.73,-83.31,59,38.98,198552506.49
100,0.04,1,0,1868.16,11.69,-91.22,29,41.38,196815995.16
100,0.01,3,12,1866.39,11.69,-89.39,40,40.0,196638915.85
100,0.04,2,2,1866.27,11.69,-92.3,27,44.44,196626930.65
100,0.02,4,8,1864.52,11.69,-88.99,35,37.14,196451797.77
100,0.01,0,8,1850.55,11.66,-90.14,53,37.74,195055410.52
100,0.04,3,12,1846.8,11.65,-94.89,22,50.0,194679706.06
250,0.05,4,6,1841.44,11.64,-95.67,13,53.85,194144003.68
250,0.05,4,8,1841.44,11.64,-95.67,13,53.85,194144003.68
150,0.03,0,2,1825.85,11.6,-96.37,29,37.93,192585248.33
200,0.01,0,4,1822.12,11.6,-93.47,39,30.77,192212384.44
150,0.02,4,6,1819.27,11.59,-91.35,29,41.38,191926647.26
150,0.01,5,6,1806.21,11.56,-89.25,33,39.39,190621399.78
150,0.02,1,8,1792.03,11.53,-95.09,31,41.94,189202656.19
100,0.05,2,0,1789.36,11.52,-95.32,21,52.38,188935713.34
150,0.01,2,2,1785.32,11.52,-91.23,41,36.59,188531736.87
250,0.05,4,10,1781.01,11.51,-95.67,13,53.85,188100959.95
250,0.05,4,12,1781.01,11.51,-95.67,13,53.85,188100959.95
150,0.03,1,0,1773.07,11.49,-95.54,29,37.93,187306706.1
200,0.02,2,0,1754.64,11.45,-92.37,29,37.93,185463651.28
100,0.02,1,6,1747.45,11.43,-90.19,39,43.59,184744814.45
250,0.01,2,6,1744.04,11.42,-91.83,29,44.83,184404308.36
150,0.02,5,8,1740.54,11.42,-92.72,27,44.44,184054252.12
150,0.02,2,6,1739.17,11.41,-94.97,30,40.0,183916871.39
100,0.04,5,6,1731.61,11.4,-95.27,22,54.55,183160753.02
200,0.01,0,0,1719.88,11.37,-94.63,52,25.0,181988344.14
100,0.03,1,0,1719.63,11.37,-92.38,37,35.14,181963113.38
100,0.04,4,8,1714.69,11.36,-94.28,23,52.17,181469216.04
100,0.03,1,2,1706.87,11.34,-90.78,35,37.14,180687329.77
150,0.01,3,4,1704.02,11.33,-90.8,37,37.84,180401734.69
150,0.02,4,0,1696.3,11.32,-90.76,33,36.36,179629604.08
100,0.03,2,2,1685.86,11.29,-87.57,34,38.24,178586058.13
100,0.03,1,6,1685.49,11.29,-88.9,33,39.39,178548571.29
250,0.05,3,8,1684.34,11.29,-95.3,13,53.85,178434202.97
250,0.05,3,6,1684.34,11.29,-95.3,13,53.85,178434202.97
150,0.02,3,8,1683.67,11.29,-90.9,29,41.38,178367126.09
100,0.02,2,0,1677.26,11.27,-90.82,45,44.44,177725897.85
250,0.03,2,0,1675.13,11.27,-92.71,20,45.0,177513422.07
100,0.04,5,8,1656.93,11.22,-95.27,22,54.55,175692927.68
150,0.01,0,4,1649.87,11.21,-96.15,46,30.43,174986677.72
250,0.01,2,8,1642.43,11.19,-91.83,29,41.38,174243321.36
100,0.03,3,12,1641.46,11.19,-92.14,28,46.43,174145831.49
100,0.02,0,6,1636.11,11.17,-90.91,43,41.86,173611186.27
100,0.04,2,0,1628.01,11.16,-91.22,28,42.86,172800783.43
200,0.02,0,0,1620.27,11.14,-93.16,35,34.29,172027464.79
100,0.03,1,10,1616.17,11.13,-91.49,31,41.94,171616801.74
250,0.03,1,0,1615.56,11.13,-93.86,22,40.91,171555756.92
100,0.04,5,0,1594.95,11.08,-92.79,24,50.0,169495035.49
150,0.02,2,10,1594.18,11.07,-94.97,29,37.93,169418359.07
250,0.05,3,10,1593.1,11.07,-95.3,13,53.85,169309663.2
250,0.05,3,12,1593.1,11.07,-95.3,13,53.85,169309663.2
150,0.01,0,8,1592.6,11.07,-96.18,43,32.56,169259928.98
150,0.01,4,10,1590.29,11.06,-91.08,33,36.36,169028657.26
150,0.02,0,4,1589.1,11.06,-96.72,36,38.89,168909722.95
150,0.02,2,4,1584.81,11.05,-94.93,31,38.71,168480668.05
100,0.02,2,2,1577.87,11.03,-91.61,43,46.51,167787029.36
150,0.01,3,8,1572.77,11.02,-90.96,35,37.14,167276895.41
150,0.02,4,8,1572.64,11.02,-91.12,29,41.38,167263882.06
250,0.05,5,4,1570.13,11.02,-94.84,13,53.85,167013003.35
100,0.03,4,4,1567.44,11.01,-90.24,31,38.71,166743684.47
150,0.01,2,4,1563.07,11.0,-93.22,39,35.9,166306891.48
150,0.01,5,12,1554.16,10.98,-92.63,30,40.0,165416137.15
100,0.02,0,10,1549.19,10.96,-90.38,41,41.46,164918508.0
150,0.01,3,2,1545.43,10.95,-91.02,39,35.9,164543126.58
150,0.01,2,0,1544.33,10.95,-91.76,49,30.61,164433144.07
150,0.01,4,12,1532.41,10.92,-92.09,31,38.71,163240929.39
150,0.01,0,2,1530.22,10.92,-96.1,51,31.37,163021948.54
100,0.03,2,4,1517.6,10.88,-89.82,32,40.62,161759714.97
150,0.02,3,2,1515.01,10.88,-91.98,31,38.71,161500699.71
100,0.04,4,2,1511.87,10.87,-94.92,25,48.0,161186811.98
100,0.02,2,8,1493.69,10.82,-90.96,37,40.54,159369399.91
100,0.04,5,4,1490.76,10.81,-94.72,23,47.83,159075730.68
100,0.01,1,4,1490.45,10.81,-88.68,54,44.44,159044560.91
100,0.03,4,0,1482.84,10.79,-90.66,34,35.29,158284084.34
100,0.02,4,0,1472.91,10.77,-92.37,42,38.1,157290584.02
100,0.02,5,12,1472.65,10.77,-92.05,31,38.71,157264915.27
100,0.01,0,6,1472.04,10.77,-88.64,57,42.11,157204349.99
100,0.01,1,10,1449.03,10.71,-89.84,45,40.0,154902622.17
100,0.04,4,12,1446.66,10.7,-94.94,22,50.0,154665614.77
100,0.02,0,12,1437.36,10.67,-92.27,39,35.9,153735614.68
100,0.04,4,4,1431.78,10.66,-94.53,24,50.0,153178316.04
100,0.03,2,6,1422.83,10.64,-90.55,32,40.62,152282633.56
100,0.03,4,6,1421.33,10.63,-91.71,30,43.33,152132669.68
150,0.01,5,10,1417.41,10.62,-91.96,32,37.5,151740835.69
150,0.01,3,12,1416.42,10.62,-92.49,32,37.5,151642241.8
100,0.02,5,8,1410.69,10.6,-90.58,34,38.24,151069300.89
100,0.03,3,0,1397.6,10.57,-91.53,34,35.29,149759598.53
250,0.03,3,0,1396.68,10.56,-92.97,19,47.37,149668016.34
100,0.03,0,12,1378.94,10.52,-92.33,32,40.62,147894493.05
150,0.02,2,8,1378.44,10.51,-94.97,30,40.0,147843660.06
150,0.01,3,6,1377.81,10.51,-90.8,36,36.11,147780710.36
100,0.04,3,6,1346.73,10.43,-95.05,24,50.0,144673125.09
100,0.01,1,8,1343.48,10.42,-91.73,48,43.75,144348425.47
100,0.01,5,4,1331.06,10.38,-89.06,47,46.81,143106391.24
100,0.04,5,12,1320.33,10.35,-96.16,21,52.38,142033298.56
200,0.01,0,2,1316.3,10.34,-95.0,42,30.95,141629784.94
150,0.01,2,8,1314.92,10.33,-93.22,37,40.54,141491581.74
100,0.01,0,10,1307.77,10.31,-92.36,50,34.0,140777363.09
100,0.01,4,4,1305.4,10.31,-91.08,48,43.75,140539862.7
100,0.03,2,8,1302.58,10.3,-91.08,31,41.94,140257555.5
100,0.03,2,0,1283.59,10.24,-90.29,35,37.14,138358807.53
150,0.01,0,6,1282.8,10.24,-96.18,44,31.82,138280284.13
100,0.02,5,2,1278.39,10.23,-92.63,38,39.47,137839253.26
150,0.01,1,4,1270.29,10.2,-94.66,42,30.95,137029481.89
250,0.05,5,8,1270.29,10.2,-95.76,13,53.85,137029285.21
250,0.05,5,6,1270.29,10.2,-95.76,13,53.85,137029285.21
150,0.02,0,6,1268.68,10.2,-96.75,35,40.0,136868123.3
100,0.02,2,12,1255.97,10.16,-92.96,35,37.14,135596951.48
100,0.01,5,0,1239.86,10.11,-85.63,59,40.68,133985713.0
100,0.04,3,0,1230.38,10.08,-93.91,27,44.44,133037975.29
100,0.02,3,8,1228.92,10.08,-89.44,37,37.84,132891571.65
150,0.01,1,2,1211.0,10.02,-93.29,46,32.61,131100249.94
100,0.04,3,8,1210.8,10.02,-95.05,24,50.0,131079714.2
100,0.04,5,2,1210.65,10.02,-94.52,24,50.0,131064593.93
150,0.02,3,0,1208.7,10.01,-91.28,33,36.36,130869597.37
250,0.05,5,10,1202.52,10.0,-95.76,13,53.85,130252013.66
