Date,equity,cash,rebalanced,qqq_value,qqq_weight,qqq_signal,tqqq_value,tqqq_weight,tqqq_signal,spy_value,spy_weight,spy_signal,gld_value,gld_weight,gld_signal,drawdown_pct
2005-03-18,10007118,8800074,False,0,0.0,sell,0,0.0,sell,1207044,0.1206,buy,0,0.0,sell,-0.38
2005-03-21,10002637,8800074,False,0,0.0,sell,0,0.0,sell,1202564,0.1202,buy,0,0.0,sell,-0.43
2005-03-22,9990418,8800074,False,0,0.0,sell,0,0.0,sell,1190344,0.1191,buy,0,0.0,sell,-0.55
2005-03-23,9991436,8800074,False,0,0.0,sell,0,0.0,sell,1191363,0.1192,buy,0,0.0,sell,-0.54
2005-03-24,9992863,8800074,False,0,0.0,sell,0,0.0,sell,1192789,0.1194,buy,0,0.0,sell,-0.52
2005-03-28,9994593,8800074,False,0,0.0,sell,0,0.0,sell,1194520,0.1195,buy,0,0.0,sell,-0.51
2005-03-29,9986651,8800074,False,0,0.0,sell,0,0.0,sell,1186577,0.1188,buy,0,0.0,sell,-0.59
2005-03-30,10003452,8800074,False,0,0.0,sell,0,0.0,sell,1203378,0.1203,buy,0,0.0,sell,-0.42
2005-03-31,10001212,8800074,False,0,0.0,sell,0,0.0,sell,1201139,0.1201,buy,0,0.0,sell,-0.44
2005-04-01,9995816,8800074,False,0,0.0,sell,0,0.0,sell,1195742,0.1196,buy,0,0.0,sell,-0.49
2005-04-04,9997851,8800074,False,0,0.0,sell,0,0.0,sell,1197778,0.1198,buy,0,0.0,sell,-0.47
2005-04-05,10003554,8800074,False,0,0.0,sell,0,0.0,sell,1203480,0.1203,buy,0,0.0,sell,-0.42
2005-04-06,10007729,8800074,False,0,0.0,sell,0,0.0,sell,1207655,0.1207,buy,0,0.0,sell,-0.38
2005-04-07,10014246,8800074,False,0,0.0,sell,0,0.0,sell,1214172,0.1212,buy,0,0.0,sell,-0.31
2005-04-08,10001618,8800074,False,0,0.0,sell,0,0.0,sell,1201545,0.1201,buy,0,0.0,sell,-0.44
2005-04-11,10002535,8800074,False,0,0.0,sell,0,0.0,sell,1202462,0.1202,buy,0,0.0,sell,-0.43
2005-04-12,10008747,8800074,False,0,0.0,sell,0,0.0,sell,1208673,0.1208,buy,0,0.0,sell,-0.37
2005-04-13,9994492,8800074,False,0,0.0,sell,0,0.0,sell,1194418,0.1195,buy,0,0.0,sell,-0.51
2005-04-14,9978912,8800074,False,0,0.0,sell,0,0.0,sell,1178838,0.1181,buy,0,0.0,sell,-0.66
2005-04-15,9962416,8800074,False,0,0.0,sell,0,0.0,sell,1162343,0.1167,buy,0,0.0,sell,-0.83
2005-04-18,9965980,8800074,False,0,0.0,sell,0,0.0,sell,1165907,0.117,buy,0,0.0,sell,-0.79
2005-04-19,9975246,8800074,False,0,0.0,sell,0,0.0,sell,1175172,0.1178,buy,0,0.0,sell,-0.7
2005-04-20,9958852,8800074,False,0,0.0,sell,0,0.0,sell,1158778,0.1164,buy,0,0.0,sell,-0.86
2005-04-21,9981356,8800074,False,0,0.0,sell,0,0.0,sell,1181282,0.1183,buy,0,0.0,sell,-0.64
2005-04-22,9976876,8800074,False,0,0.0,sell,0,0.0,sell,1176802,0.118,buy,0,0.0,sell,-0.68
2005-04-25,9984615,8800074,False,0,0.0,sell,0,0.0,sell,1184541,0.1186,buy,0,0.0,sell,-0.61
2005-04-26,9973108,8800074,False,0,0.0,sell,0,0.0,sell,1173034,0.1176,buy,0,0.0,sell,-0.72
2005-04-27,9977690,8800074,False,0,0.0,sell,0,0.0,sell,1177616,0.118,buy,0,0.0,sell,-0.68
2005-04-28,9962925,8800074,False,0,0.0,sell,0,0.0,sell,1162852,0.1167,buy,0,0.0,sell,-0.82
2005-04-29,9978708,8800074,False,0,0.0,sell,0,0.0,sell,1178634,0.1181,buy,0,0.0,sell,-0.66
2005-05-02,9985327,8800074,False,0,0.0,sell,0,0.0,sell,1185254,0.1187,buy,0,0.0,sell,-0.6
2005-05-03,9987363,8800074,False,0,0.0,sell,0,0.0,sell,1187290,0.1189,buy,0,0.0,sell,-0.58
2005-05-04,9996527,8800074,False,0,0.0,sell,0,0.0,sell,1196454,0.1197,buy,0,0.0,sell,-0.49
2005-05-05,9996120,8800074,False,0,0.0,sell,0,0.0,sell,1196047,0.1197,buy,0,0.0,sell,-0.49
2005-05-06,9992353,8800074,False,0,0.0,sell,0,0.0,sell,1192280,0.1193,buy,0,0.0,sell,-0.53
2005-05-09,9999787,8800074,False,0,0.0,sell,0,0.0,sell,1199713,0.12,buy,0,0.0,sell,-0.46
2005-05-10,9987363,8800074,False,0,0.0,sell,0,0.0,sell,1187290,0.1189,buy,0,0.0,sell,-0.58
2005-05-11,9993880,8800074,False,0,0.0,sell,0,0.0,sell,1193807,0.1195,buy,0,0.0,sell,-0.51
2005-05-12,9980745,8800074,False,0,0.0,sell,0,0.0,sell,1180671,0.1183,buy,0,0.0,sell,-0.64
2005-05-13,9978403,8800074,False,0,0.0,sell,0,0.0,sell,1178329,0.1181,buy,0,0.0,sell,-0.67
2005-05-16,9989400,8800074,False,0,0.0,sell,0,0.0,sell,1189326,0.1191,buy,0,0.0,sell,-0.56
2005-05-17,9997343,8800074,False,0,0.0,sell,0,0.0,sell,1197269,0.1198,buy,0,0.0,sell,-0.48
2005-05-18,10009664,8800074,False,0,0.0,sell,0,0.0,sell,1209590,0.1208,buy,0,0.0,sell,-0.36
2005-05-19,10014755,8800074,False,0,0.0,sell,0,0.0,sell,1214681,0.1213,buy,0,0.0,sell,-0.31
2005-05-20,10013023,8800074,False,0,0.0,sell,0,0.0,sell,1212950,0.1211,buy,0,0.0,sell,-0.32
2005-05-23,10019744,8800074,False,0,0.0,sell,0,0.0,sell,1219670,0.1217,buy,0,0.0,sell,-0.26
2005-05-24,10016893,8800074,False,0,0.0,sell,0,0.0,sell,1216820,0.1215,buy,0,0.0,sell,-0.28
2005-05-25,10015976,8800074,False,0,0.0,buy,0,0.0,buy,1215902,0.1214,buy,0,0.0,sell,-0.29
2005-05-26,10041167,6410171,True,1204925,0.12,buy,1217632,0.1213,buy,1208439,0.1203,buy,0,0.0,sell,-0.04
2005-05-27,10045325,6410171,False,1205557,0.12,buy,1219145,0.1214,buy,1210453,0.1205,buy,0,0.0,sell,-0.0
2005-05-31,10020627,6410171,False,1201455,0.1199,buy,1206299,0.1204,buy,1202702,0.12,buy,0,0.0,sell,-0.25
2005-06-01,10069733,6410171,False,1211236,0.1203,buy,1235358,0.1227,buy,1212969,0.1205,buy,0,0.0,sell,0.0
2005-06-02,10106523,6410171,False,1219754,0.1207,buy,1261011,0.1248,buy,1215587,0.1203,buy,0,0.0,sell,0.0
2005-06-03,10027493,6410171,False,1202086,0.1199,buy,1205791,0.1202,buy,1209446,0.1206,buy,0,0.0,sell,-0.78
2005-06-06,10027251,6410171,False,1202402,0.1199,buy,1206340,0.1203,buy,1208339,0.1205,buy,0,0.0,sell,-0.78
2005-06-07,9987272,6410171,False,1192306,0.1194,buy,1175550,0.1177,buy,1209245,0.1211,buy,0,0.0,sell,-1.18
2005-06-08,9974674,6410171,False,1189782,0.1193,buy,1167692,0.1171,buy,1207031,0.121,buy,0,0.0,sell,-1.3
2005-06-09,10009890,6410171,False,1197354,0.1196,buy,1189598,0.1188,buy,1212768,0.1212,buy,0,0.0,sell,-0.96
2005-06-10,9956438,6410171,False,1184733,0.119,buy,1151585,0.1157,buy,1209949,0.1215,buy,0,0.0,sell,-1.49
2005-06-13,9982118,6410171,False,1190413,0.1193,buy,1167760,0.117,buy,1213775,0.1216,buy,0,0.0,sell,-1.23
2005-06-14,9965885,6410171,False,1185679,0.119,buy,1153442,0.1157,buy,1216593,0.1221,buy,0,0.0,sell,-1.39
2005-06-15,9982654,6410171,False,1189466,0.1192,buy,1164109,0.1166,buy,1218908,0.1221,buy,0,0.0,sell,-1.23
2005-06-16,10010220,6410171,False,1195776,0.1195,buy,1182245,0.1181,buy,1222029,0.1221,buy,0,0.0,sell,-0.95
2005-06-17,10014982,6410171,False,1195934,0.1194,buy,1182321,0.1181,buy,1226557,0.1225,buy,0,0.0,sell,-0.91
2005-06-20,10014992,6410171,False,1195934,0.1194,buy,1181926,0.118,buy,1226961,0.1225,buy,0,0.0,sell,-0.91
2005-06-21,10012798,6410171,False,1195302,0.1194,buy,1179657,0.1178,buy,1227668,0.1226,buy,0,0.0,sell,-0.93
2005-06-22,10008414,6410171,False,1194039,0.1193,buy,1175525,0.1175,buy,1228679,0.1228,buy,0,0.0,sell,-0.97
2005-06-23,9938301,6410171,False,1180775,0.1188,buy,1135959,0.1143,buy,1211397,0.1219,buy,0,0.0,sell,-1.66
2005-06-24,9877482,6410171,False,1167512,0.1182,buy,1097298,0.1111,buy,1202502,0.1217,buy,0,0.0,sell,-2.27
2005-06-27,9858330,6410171,False,1162143,0.1179,buy,1081796,0.1097,buy,1204220,0.1222,buy,0,0.0,sell,-2.46
2005-06-28,9909999,6410171,False,1173197,0.1184,buy,1112304,0.1122,buy,1214327,0.1225,buy,0,0.0,sell,-1.94
2005-06-29,9896681,6410171,False,1170670,0.1183,buy,1104747,0.1116,buy,1211093,0.1224,buy,0,0.0,sell,-2.08
2005-06-30,9854657,6410171,False,1161512,0.1179,buy,1078451,0.1094,buy,1204524,0.1222,buy,0,0.0,sell,-2.49
2005-07-01,9851833,6410171,False,1159933,0.1177,buy,1073669,0.109,buy,1208061,0.1226,buy,0,0.0,sell,-2.52
2005-07-05,9906476,6410171,False,1171933,0.1183,buy,1106609,0.1117,buy,1217763,0.1229,buy,0,0.0,sell,-1.98
2005-07-06,9874088,6410171,False,1166249,0.1181,buy,1090113,0.1104,buy,1207556,0.1223,buy,0,0.0,sell,-2.3
2005-07-07,9894072,6410171,False,1170355,0.1183,buy,1101240,0.1113,buy,1212306,0.1225,buy,0,0.0,sell,-2.1
2005-07-08,9993238,6410171,False,1192776,0.1194,buy,1164139,0.1165,buy,1226152,0.1227,buy,0,0.0,sell,-1.12
2005-07-11,10042502,6410171,False,1203828,0.1199,buy,1196085,0.1191,buy,1232418,0.1227,buy,0,0.0,sell,-0.63
2005-07-12,10067941,6410171,False,1209513,0.1201,buy,1212604,0.1204,buy,1235653,0.1227,buy,0,0.0,sell,-0.38
2005-07-13,10080620,6410171,False,1212355,0.1203,buy,1220724,0.1211,buy,1237371,0.1227,buy,0,0.0,sell,-0.26
2005-07-14,10133290,6410171,False,1224356,0.1208,buy,1256540,0.124,buy,1242223,0.1226,buy,0,0.0,sell,0.0
2005-07-15,10147589,6410171,False,1228145,0.121,buy,1267759,0.1249,buy,1241514,0.1223,buy,0,0.0,sell,0.0
2005-07-18,10121487,6410171,False,1223093,0.1208,buy,1251662,0.1237,buy,1236561,0.1222,buy,0,0.0,sell,-0.26
2005-07-19,10185652,6410171,False,1237303,0.1215,buy,1294844,0.1271,buy,1243334,0.1221,buy,0,0.0,sell,0.0
2005-07-20,10226040,6410171,False,1246146,0.1219,buy,1322144,0.1293,buy,1247579,0.122,buy,0,0.0,sell,0.0
2005-07-21,10219615,6410171,False,1246462,0.122,buy,1322681,0.1294,buy,1240301,0.1214,buy,0,0.0,sell,-0.06
2005-07-22,10220825,6410171,False,1244883,0.1218,buy,1317183,0.1289,buy,1248589,0.1222,buy,0,0.0,sell,-0.05
2005-07-25,10197047,6410171,False,1240146,0.1216,buy,1301678,0.1277,buy,1245052,0.1221,buy,0,0.0,sell,-0.28
2005-07-26,10217751,6410171,False,1244883,0.1218,buy,1316130,0.1288,buy,1246568,0.122,buy,0,0.0,sell,-0.08
2005-07-27,10261356,6410171,False,1254357,0.1222,buy,1345713,0.1311,buy,1251116,0.1219,buy,0,0.0,sell,0.0
2005-07-28,10294072,6410171,False,1260357,0.1224,buy,1364545,0.1326,buy,1258999,0.1223,buy,0,0.0,sell,0.0
2005-07-29,10240924,6410171,False,1249935,0.1221,buy,1330208,0.1299,buy,1250611,0.1221,buy,0,0.0,sell,-0.52
2005-08-01,10248779,6410171,False,1252146,0.1222,buy,1336761,0.1304,buy,1249701,0.1219,buy,0,0.0,sell,-0.44
2005-08-02,10312825,6410171,False,1265726,0.1227,buy,1379748,0.1338,buy,1257180,0.1219,buy,0,0.0,sell,0.0
2005-08-03,10312935,6410171,False,1265094,0.1227,buy,1377155,0.1335,buy,1260515,0.1222,buy,0,0.0,sell,0.0
2005-08-04,10249767,6410171,False,1252778,0.1222,buy,1336409,0.1304,buy,1250409,0.122,buy,0,0.0,sell,-0.61
2005-08-05,10215569,6410171,False,1246778,0.122,buy,1316702,0.1289,buy,1241919,0.1216,buy,0,0.0,sell,-0.94
2005-08-08,10174567,6410171,False,1237620,0.1216,buy,1287183,0.1265,buy,1239594,0.1218,buy,0,0.0,sell,-1.34
2005-08-09,10215390,6410171,False,1245831,0.122,buy,1312315,0.1285,buy,1247074,0.1221,buy,0,0.0,sell,-0.95
2005-08-10,10169616,6410171,False,1235093,0.1214,buy,1277885,0.1257,buy,1246467,0.1226,buy,0,0.0,sell,-1.39
2005-08-11,10215554,6410171,False,1245199,0.1219,buy,1308765,0.1281,buy,1251419,0.1225,buy,0,0.0,sell,-0.94
2005-08-12,10178520,6410171,False,1238251,0.1217,buy,1286361,0.1264,buy,1243738,0.1222,buy,0,0.0,sell,-1.3
2005-08-15,10216914,6410171,False,1245831,0.1219,buy,1309494,0.1282,buy,1251419,0.1225,buy,0,0.0,sell,-0.93
2005-08-16,10116200,6410171,False,1225619,0.1212,buy,1245264,0.1231,buy,1235147,0.1221,buy,0,0.0,sell,-1.91
2005-08-17,10145029,6410171,False,1232883,0.1215,buy,1266929,0.1249,buy,1235046,0.1217,buy,0,0.0,sell,-1.63
2005-08-18,10118659,6410171,False,1226566,0.1212,buy,1246976,0.1232,buy,1234946,0.122,buy,0,0.0,sell,-1.88
2005-08-19,10118456,6410171,False,1225935,0.1212,buy,1244575,0.123,buy,1237775,0.1223,buy,0,0.0,sell,-1.89
2005-08-22,10120537,6410171,False,1226566,0.1212,buy,1246025,0.1231,buy,1237775,0.1223,buy,0,0.0,sell,-1.87
2005-08-23,10103679,6410171,False,1223093,0.1211,buy,1234966,0.1222,buy,1235450,0.1223,buy,0,0.0,sell,-2.03
2005-08-24,10062927,6410171,False,1215829,0.1208,buy,1212493,0.1205,buy,1224434,0.1217,buy,0,0.0,sell,-2.42
2005-08-25,10078263,6410171,False,1218672,0.1209,buy,1220539,0.1211,buy,1228881,0.1219,buy,0,0.0,sell,-2.28
2005-08-26,10052966,6410171,False,1214566,0.1208,buy,1207736,0.1201,buy,1220493,0.1214,buy,0,0.0,sell,-2.52
2005-08-29,10099639,6410171,False,1224040,0.1212,buy,1235538,0.1223,buy,1229892,0.1218,buy,0,0.0,sell,-2.07
2005-08-30,10074896,6410171,False,1219619,0.1211,buy,1221683,0.1213,buy,1223424,0.1214,buy,0,0.0,sell,-2.31
2005-08-31,10135427,6410171,False,1230988,0.1215,buy,1255382,0.1239,buy,1238887,0.1222,buy,0,0.0,sell,-1.72
2005-09-01,10126332,6410171,False,1229093,0.1214,buy,1249092,0.1234,buy,1237977,0.1223,buy,0,0.0,sell,-1.81
2005-09-02,10104439,6410171,False,1224356,0.1212,buy,1234159,0.1221,buy,1235754,0.1223,buy,0,0.0,sell,-2.02
2005-09-06,10190839,6410171,False,1242356,0.1219,buy,1288106,0.1264,buy,1250206,0.1227,buy,0,0.0,sell,-1.18
2005-09-07,10201544,6410171,False,1244567,0.122,buy,1294477,0.1269,buy,1252329,0.1228,buy,0,0.0,sell,-1.08
2005-09-08,10195594,6410171,False,1244251,0.122,buy,1292987,0.1268,buy,1248185,0.1224,buy,0,0.0,sell,-1.14
2005-09-09,10234808,6410171,False,1251199,0.1222,buy,1314137,0.1284,buy,1259302,0.123,buy,0,0.0,sell,-0.76
2005-09-12,10246184,6410171,False,1254672,0.1225,buy,1324566,0.1293,buy,1256776,0.1227,buy,0,0.0,sell,-0.65
2005-09-13,10225530,6410171,False,1251514,0.1224,buy,1314043,0.1285,buy,1249802,0.1222,buy,0,0.0,sell,-0.85
2005-09-14,10161494,6410171,False,1237303,0.1218,buy,1268766,0.1249,buy,1245254,0.1225,buy,0,0.0,sell,-1.47
2005-09-15,10157812,6410171,False,1236672,0.1217,buy,1266322,0.1247,buy,1244647,0.1225,buy,0,0.0,sell,-1.5
2005-09-16,10197031,6410171,False,1244251,0.122,buy,1289111,0.1264,buy,1253498,0.1229,buy,0,0.0,sell,-1.12
2005-09-19,10152147,6410171,False,1234462,0.1216,buy,1258177,0.1239,buy,1249337,0.1231,buy,0,0.0,buy,-1.56
2005-09-20,10084050,2436502,True,1213254,0.1203,buy,1202911,0.1193,buy,1207940,0.1198,buy,4023443,0.399,buy,-2.22
2005-09-21,10091269,2436502,False,1199853,0.1189,buy,1162579,0.1152,buy,1196657,0.1186,buy,4095679,0.4059,buy,-2.15
2005-09-22,10051195,2436502,False,1204217,0.1198,buy,1174807,0.1169,buy,1200912,0.1195,buy,4034757,0.4014,buy,-2.54
2005-09-23,10058220,2436502,False,1207644,0.1201,buy,1184377,0.1178,buy,1201902,0.1195,buy,4027795,0.4004,buy,-2.47
2005-09-26,10085607,2436502,False,1207956,0.1198,buy,1184827,0.1175,buy,1203288,0.1193,buy,4053034,0.4019,buy,-2.2
2005-09-27,10045938,2436502,False,1205151,0.12,buy,1176110,0.1171,buy,1202991,0.1197,buy,4025184,0.4007,buy,-2.59
2005-09-28,10095756,2436502,False,1205463,0.1194,buy,1176561,0.1165,buy,1204179,0.1193,buy,4073051,0.4034,buy,-2.11
2005-09-29,10194858,2436502,False,1221669,0.1198,buy,1223551,0.12,buy,1213976,0.1191,buy,4099160,0.4021,buy,-1.14
2005-09-30,10195776,2436502,False,1229772,0.1206,buy,1247417,0.1223,buy,1217737,0.1194,buy,4064348,0.3986,buy,-1.14
2005-10-03,10179137,2436502,False,1232888,0.1211,buy,1256386,0.1234,buy,1213382,0.1192,buy,4039979,0.3969,buy,-1.3
