Date,Open,High,Low,Close,change_pct
2008-07-24,30.096985,30.331364,28.66314,29.15947,-3.7
2008-07-25,29.400731,29.469665,29.118098,29.359369,0.69
2008-07-28,29.393848,29.462784,28.780327,28.863049,-1.69
2008-07-29,28.945771,30.462337,28.787219,30.462337,5.54
2008-07-30,29.966002,30.607096,28.966445,30.145231,-1.04
2008-07-31,29.531715,30.11766,29.400739,29.469673,-2.24
2008-08-01,29.779878,29.779878,29.062954,29.269758,-0.68
2008-08-04,28.918192,29.007808,28.235735,28.373606,-3.06
2008-08-05,28.401181,28.807897,28.270203,28.73896,1.29
2008-08-06,28.676919,29.311121,28.642452,29.311121,1.99
2008-08-07,28.759637,28.814783,28.221943,28.304667,-3.43
2008-08-08,27.96689,28.463222,27.856594,28.373606,0.24
2008-08-11,28.201268,28.359818,27.973784,28.077185,-1.04
2008-08-12,27.863489,28.063401,27.567072,27.84281,-0.83
2008-08-13,27.601542,27.932429,27.325801,27.83592,-0.02
2008-08-14,27.82213,28.311567,27.815235,28.201271,1.31
2008-08-15,28.084079,28.228842,27.71183,27.760084,-1.56
2008-08-18,27.884179,27.918646,27.063851,27.291338,-1.69
2008-08-19,26.974224,27.153453,26.698483,27.063837,-0.83
2008-08-20,27.429208,27.773883,27.339592,27.753201,2.55
2008-08-21,27.394728,27.877271,27.346472,27.711828,-0.15
2008-08-22,27.877277,27.891064,27.346478,27.691153,-0.07
2008-08-25,27.601531,27.64289,27.098307,27.118986,-2.07
2008-08-26,27.201719,27.339589,27.022489,27.167252,0.18
2008-08-27,27.394733,27.815234,27.318904,27.7463,2.13
2008-08-28,27.801444,27.994461,27.732508,27.939312,0.7
2008-08-29,27.88417,27.904849,27.470559,27.608429,-1.18
2008-09-02,27.139667,27.374046,26.719164,26.774313,-3.02
2008-09-03,26.719175,26.719175,26.133229,26.333141,-1.65
2008-09-04,26.036708,26.133217,25.092301,25.119873,-4.61
2008-09-05,25.099208,25.526604,24.782108,25.47835,1.43
2008-09-08,26.595092,26.71228,25.416303,25.795444,1.24
2008-09-09,25.299111,25.423194,23.95488,24.347809,-5.61
2008-09-10,24.768309,24.961326,24.285764,24.740734,1.61
2008-09-11,23.899727,24.437421,23.679136,24.37538,-1.48
2008-09-12,24.299555,25.499024,24.154792,25.188816,3.34
2008-09-15,23.679142,24.30645,23.127663,23.210384,-7.85
2008-09-16,22.190144,23.610204,22.024701,23.410292,0.86
2008-09-17,22.6658,22.913966,21.631775,21.748964,-7.1
2008-09-18,22.541712,23.989344,21.514581,23.582628,8.43
2008-09-19,26.726063,27.401624,24.851032,26.519258,12.45
2008-09-22,26.022927,26.022927,24.733845,24.788992,-6.52
2008-09-23,24.561508,25.030266,23.699822,24.016922,-3.11
2008-09-24,24.437424,24.637336,23.975559,24.292662,1.15
2008-09-25,24.623549,25.85059,24.471892,25.540382,5.14
2008-09-26,24.196148,24.864817,23.437865,24.671801,-3.4
2008-09-29,23.527483,23.665353,21.287097,21.790323,-11.68
2008-09-30,22.907067,23.80322,22.576179,23.555054,8.1
2008-10-01,23.306893,23.837692,22.817453,23.837692,1.2
2008-10-02,22.934646,22.941538,21.686923,21.748964,-8.76
2008-10-03,22.010913,22.803665,21.128546,21.1768,-2.63
2008-10-06,19.632658,19.908398,18.281535,19.584404,-7.52
2008-10-07,19.901512,20.066955,18.060949,18.060949,-7.78
2008-10-08,17.64734,18.87438,17.337132,18.060949,0.0
2008-10-09,18.536597,18.81923,16.654674,16.730503,-7.37
2008-10-10,15.972216,17.91618,15.331121,16.923517,1.15
2008-10-13,18.44009,20.935535,18.047161,20.776983,22.77
2008-10-14,20.749404,21.542156,19.170795,19.742954,-4.98
2008-10-15,18.509025,18.57796,16.482338,16.551273,-16.17
2008-10-16,16.957986,17.364702,15.54482,17.364702,4.91
2008-10-17,16.475438,17.854136,16.254846,16.820112,-3.14
2008-10-20,17.344019,18.067835,17.088961,17.998901,7.01
2008-10-21,17.233726,17.474998,16.565058,16.565058,-7.97
2008-10-22,15.820564,15.930859,14.572841,14.821007,-10.53
2008-10-23,14.75207,15.531036,14.241952,15.234615,2.79
2008-10-24,13.359582,14.345351,13.228607,13.662896,-10.32
2008-10-27,13.311332,14.090298,13.20793,13.304439,-2.62
2008-10-28,14.228164,16.709821,13.855916,16.089407,20.93
2008-10-29,15.317336,16.551272,15.00713,15.579289,-3.17
2008-10-30,16.889052,17.750738,16.799437,17.681803,13.5
2008-10-31,17.247511,17.888606,17.061386,17.530144,-0.86
2008-11-03,17.674906,17.757629,17.295765,17.371593,-0.9
2008-11-04,18.212599,19.046711,18.026475,18.957096,9.13
2008-11-05,18.026483,18.185033,16.406512,16.544382,-12.73
2008-11-06,16.503013,16.668457,15.393161,15.710262,-5.04
2008-11-07,16.440969,17.013128,16.137655,16.985554,8.12
2008-11-10,17.723168,17.723168,16.668464,17.144115,0.93
2008-11-11,16.565057,16.737394,15.792986,16.075619,-6.23
2008-11-12,15.730951,15.744739,14.710715,14.883052,-7.42
2008-11-13,15.138105,17.047603,14.400502,16.944201,13.85
2008-11-14,15.9929,16.31,15.269083,15.317337,-9.6
2008-11-17,15.193255,15.710267,14.951983,15.062279,-1.67
2008-11-18,14.86926,15.145,14.25574,14.841687,-1.46
2008-11-19,14.565942,14.724493,13.518132,13.559493,-8.64
2008-11-20,13.435412,13.835234,12.559938,12.587513,-7.17
2008-11-21,13.814555,14.469435,13.083844,14.4005,14.4
2008-11-24,14.338456,15.613751,14.32467,15.27597,6.08
2008-11-25,15.544823,15.579291,14.641776,14.98645,-1.9
2008-11-26,14.896834,16.158342,14.869259,16.130768,7.64
2008-11-28,15.744732,15.910175,15.668903,15.82056,-1.92
2008-12-01,15.269079,15.303547,14.26263,14.297097,-9.63
2008-12-02,14.917506,15.255287,14.572832,15.200139,6.32
2008-12-03,14.655559,15.420737,14.57973,15.324227,0.82
2008-12-04,14.903728,15.30355,14.490118,14.669349,-4.27
2008-12-05,14.565949,15.544825,14.393611,15.537932,5.92
2008-12-08,16.144557,16.689142,16.116982,16.530592,6.39
2008-12-09,16.31689,16.744287,16.048044,16.303102,-1.38
2008-12-10,16.799436,17.316447,16.771861,17.275085,5.96
2008-12-11,17.130327,17.633551,16.771865,16.833906,-2.55
2008-12-12,16.454765,17.213048,16.337575,17.068285,1.39
2008-12-15,17.144111,17.171685,16.6271,16.840797,-1.33
2008-12-16,17.10275,18.240176,17.026923,18.185028,7.98
2008-12-17,17.723164,18.150561,17.661123,17.867928,-1.74
2008-12-18,17.978225,18.040266,17.385384,17.475,-2.2
2008-12-19,17.709372,17.92307,17.364698,17.537035,0.35
2008-12-22,17.406064,17.454318,16.66846,16.882158,-3.73
2008-12-23,16.903128,17.007986,16.637487,16.742346,-0.83
2008-12-24,16.882162,16.987019,16.546616,16.861191,0.71
2008-12-26,16.882159,16.931092,16.588556,16.805264,-0.33
2008-12-29,17.014978,17.056921,16.630499,16.7773,-0.17
2008-12-30,16.924098,17.273625,16.889146,17.224691,2.67
2008-12-31,17.091871,17.525283,17.007983,17.455378,1.34
2009-01-02,17.61617,18.434064,17.567235,18.287262,4.77
2009-01-05,18.175413,18.706695,18.13347,18.52494,1.3
2009-01-06,18.79757,19.070202,18.664751,18.944372,2.26
2009-01-07,18.413092,18.427074,17.783944,17.853849,-5.76
2009-01-08,17.539269,17.81889,17.406448,17.776947,-0.43
