Date,equity,cash,rebalanced,tqqq_value,tqqq_weight,tqqq_signal,gld_value,gld_weight,gld_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2004-11-18,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-19,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-22,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-23,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-24,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-26,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-29,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-30,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-01,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-02,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-03,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-06,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-07,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-08,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-09,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,buy,0.0
2004-12-10,9991776,8000028,False,0,0.0,sell,0,0.0,sell,1991749,0.1993,buy,-0.08
2004-12-13,9996036,8000028,False,0,0.0,sell,0,0.0,sell,1996009,0.1997,buy,-0.04
2004-12-14,10003882,8000028,False,0,0.0,sell,0,0.0,sell,2003854,0.2003,buy,0.0
2004-12-15,10022041,8000028,False,0,0.0,sell,0,0.0,sell,2022013,0.2018,buy,0.0
2004-12-16,9992226,8000028,False,0,0.0,sell,0,0.0,sell,1992199,0.1994,buy,-0.3
2004-12-17,9989534,8000028,False,0,0.0,sell,0,0.0,sell,1989507,0.1992,buy,-0.32
2004-12-20,9993123,8000028,False,0,0.0,sell,0,0.0,sell,1993095,0.1994,buy,-0.29
2004-12-21,9999176,8000028,False,0,0.0,sell,0,0.0,sell,1999148,0.1999,buy,-0.23
2004-12-22,9992449,8000028,False,0,0.0,sell,0,0.0,sell,1992422,0.1994,buy,-0.3
2004-12-23,9985949,8000028,False,0,0.0,sell,0,0.0,sell,1985921,0.1989,buy,-0.36
2004-12-27,9970481,8000028,False,0,0.0,sell,0,0.0,sell,1970453,0.1976,buy,-0.51
2004-12-28,9968911,8000028,False,0,0.0,sell,0,0.0,sell,1968884,0.1975,buy,-0.53
2004-12-29,9966895,8000028,False,0,0.0,sell,0,0.0,sell,1966868,0.1973,buy,-0.55
2004-12-30,9980120,8000028,False,0,0.0,sell,0,0.0,sell,1980092,0.1984,buy,-0.42
2004-12-31,9992607,8000028,False,0,0.0,sell,0,0.0,sell,1992580,0.1994,buy,-0.29
2005-01-03,9996885,8000028,False,0,0.0,sell,0,0.0,sell,1996858,0.1997,buy,-0.25
2005-01-04,9975958,8000028,False,0,0.0,sell,0,0.0,sell,1975930,0.1981,buy,-0.46
2005-01-05,9986534,8000028,False,0,0.0,sell,0,0.0,sell,1986507,0.1989,buy,-0.35
2005-01-06,9987883,8000028,False,0,0.0,sell,0,0.0,sell,1987855,0.199,buy,-0.34
2005-01-07,9992384,8000028,False,0,0.0,sell,0,0.0,sell,1992357,0.1994,buy,-0.3
2005-01-10,9995534,8000028,False,0,0.0,sell,0,0.0,sell,1995507,0.1996,buy,-0.26
2005-01-11,10007235,8000028,False,0,0.0,sell,0,0.0,sell,2007207,0.2006,buy,-0.15
2005-01-12,10009936,8000028,False,0,0.0,sell,0,0.0,sell,2009908,0.2008,buy,-0.12
2005-01-13,10029287,8000028,False,0,0.0,sell,0,0.0,sell,2029259,0.2023,buy,0.0
2005-01-14,10029063,8000028,False,0,0.0,sell,0,0.0,sell,2029036,0.2023,buy,-0.0
2005-01-18,10035813,8000028,False,0,0.0,sell,0,0.0,sell,2035785,0.2029,buy,0.0
2005-01-19,10041665,8000028,False,0,0.0,sell,0,0.0,sell,2041637,0.2033,buy,0.0
2005-01-20,10045715,8000028,False,0,0.0,sell,0,0.0,sell,2045687,0.2036,buy,0.0
2005-01-21,10047965,8000028,False,0,0.0,sell,0,0.0,sell,2047937,0.2038,buy,0.0
2005-01-24,10056741,8000028,False,0,0.0,sell,0,0.0,sell,2056714,0.2045,buy,0.0
2005-01-25,10037388,8000028,False,0,0.0,sell,0,0.0,sell,2037361,0.203,buy,-0.19
2005-01-26,10041213,8000028,False,0,0.0,sell,0,0.0,sell,2041186,0.2033,buy,-0.15
2005-01-27,10037388,8000028,False,0,0.0,sell,0,0.0,sell,2037361,0.203,buy,-0.19
2005-01-28,10057865,8000028,False,0,0.0,sell,0,0.0,sell,2057838,0.2046,buy,0.0
2005-01-31,10063718,8000028,False,0,0.0,sell,0,0.0,sell,2063690,0.2051,buy,0.0
2005-02-01,10060442,8000028,False,0,0.0,sell,0,0.0,sell,2060415,0.2048,buy,-0.03
2005-02-02,10065183,8000028,False,0,0.0,sell,0,0.0,sell,2065155,0.2052,buy,0.0
2005-02-03,10064055,8000028,False,0,0.0,sell,0,0.0,sell,2064027,0.2051,buy,-0.01
2005-02-04,10092741,8000028,False,0,0.0,sell,0,0.0,sell,2092714,0.2073,buy,0.0
2005-02-07,10108325,8000028,False,0,0.0,sell,0,0.0,sell,2108297,0.2086,buy,0.0
2005-02-08,10120298,8000028,False,0,0.0,sell,0,0.0,sell,2120270,0.2095,buy,0.0
2005-02-09,10125946,8000028,False,0,0.0,sell,0,0.0,sell,2125918,0.2099,buy,0.0
2005-02-10,10097259,8000028,False,0,0.0,sell,0,0.0,sell,2097231,0.2077,buy,-0.28
2005-02-11,10095903,8000028,False,0,0.0,sell,0,0.0,sell,2095876,0.2076,buy,-0.3
2005-02-14,10102454,8000028,False,0,0.0,sell,0,0.0,sell,2102426,0.2081,buy,-0.23
2005-02-15,10091838,8000028,False,0,0.0,sell,0,0.0,sell,2091811,0.2073,buy,-0.34
2005-02-16,10083931,8000028,False,0,0.0,sell,0,0.0,sell,2083904,0.2067,buy,-0.41
2005-02-17,10070831,8000028,False,0,0.0,sell,0,0.0,sell,2070803,0.2056,buy,-0.54
2005-02-18,10052309,8000028,False,0,0.0,sell,0,0.0,sell,2052281,0.2042,buy,-0.73
2005-02-22,10043275,8000028,False,0,0.0,sell,0,0.0,sell,2043247,0.2034,buy,-0.82
2005-02-23,10050052,8000028,False,0,0.0,sell,0,0.0,sell,2050025,0.204,buy,-0.75
2005-02-24,10045533,8000028,False,0,0.0,sell,0,0.0,sell,2045505,0.2036,buy,-0.79
2005-02-25,10055473,8000028,False,0,0.0,sell,0,0.0,sell,2055445,0.2044,buy,-0.7
2005-02-28,10033337,8000028,False,0,0.0,sell,0,0.0,sell,2033309,0.2027,buy,-0.91
2005-03-01,10032702,8000028,False,0,0.0,sell,0,0.0,sell,2032674,0.2026,buy,-0.92
2005-03-02,10029983,8000028,False,0,0.0,sell,0,0.0,sell,2029956,0.2024,buy,-0.95
2005-03-03,10028849,8000028,False,0,0.0,sell,0,0.0,sell,2028822,0.2023,buy,-0.96
2005-03-04,10050829,8000028,False,0,0.0,sell,0,0.0,sell,2050801,0.204,buy,-0.74
2005-03-07,10058987,8000028,False,0,0.0,sell,0,0.0,sell,2058959,0.2047,buy,-0.66
2005-03-08,10039502,8000028,False,0,0.0,sell,0,0.0,sell,2039474,0.2031,buy,-0.85
2005-03-09,10006192,8000028,False,0,0.0,sell,0,0.0,sell,2006164,0.2005,buy,-1.18
2005-03-10,10018428,8000028,False,0,0.0,sell,0,0.0,sell,2018401,0.2015,buy,-1.06
2005-03-11,10003700,8000028,False,0,0.0,sell,0,0.0,sell,2003673,0.2003,buy,-1.21
2005-03-14,10015708,8000028,False,0,0.0,sell,0,0.0,sell,2015681,0.2013,buy,-1.09
2005-03-15,10003018,8000028,False,0,0.0,sell,0,0.0,sell,2002990,0.2002,buy,-1.21
2005-03-16,10015256,8000028,False,0,0.0,sell,0,0.0,sell,2015228,0.2012,buy,-1.09
2005-03-17,10021827,8000028,False,0,0.0,sell,0,0.0,sell,2021799,0.2017,buy,-1.03
2005-03-18,10009138,8000028,False,0,0.0,sell,0,0.0,sell,2009110,0.2007,buy,-1.15
2005-03-21,10003473,8000028,False,0,0.0,sell,0,0.0,sell,2003445,0.2003,buy,-1.21
2005-03-22,9986480,8000028,False,0,0.0,sell,0,0.0,sell,1986452,0.1989,buy,-1.38
2005-03-23,9995994,8000028,False,0,0.0,sell,0,0.0,sell,1995967,0.1997,buy,-1.28
2005-03-24,10000075,8000028,False,0,0.0,sell,0,0.0,sell,2000048,0.2,buy,-1.24
2005-03-28,9987839,8000028,False,0,0.0,sell,0,0.0,sell,1987811,0.199,buy,-1.36
2005-03-29,9999621,8000028,False,0,0.0,sell,0,0.0,sell,1999594,0.2,buy,-1.25
2005-03-30,10009588,8000028,False,0,0.0,sell,0,0.0,sell,2009561,0.2008,buy,-1.15
2005-03-31,10024091,8000028,False,0,0.0,sell,0,0.0,sell,2024064,0.2019,buy,-1.01
2005-04-01,10030915,8000028,False,0,0.0,sell,0,0.0,sell,2030888,0.2025,buy,-0.94
2005-04-04,10030458,8000028,False,0,0.0,sell,0,0.0,sell,2030431,0.2024,buy,-0.94
2005-04-05,10025231,8000028,False,0,0.0,sell,0,0.0,sell,2025204,0.202,buy,-0.99
2005-04-06,10032278,8000028,False,0,0.0,sell,0,0.0,sell,2032250,0.2026,buy,-0.93
2005-04-07,10015904,8000028,False,0,0.0,sell,0,0.0,sell,2015876,0.2013,buy,-1.09
2005-04-08,10022955,8000028,False,0,0.0,sell,0,0.0,sell,2022928,0.2018,buy,-1.02
2005-04-11,10033870,8000028,False,0,0.0,sell,0,0.0,sell,2033843,0.2027,buy,-0.91
2005-04-12,10052748,8000028,False,0,0.0,sell,0,0.0,sell,2052720,0.2042,buy,-0.72
2005-04-13,10047743,8000028,False,0,0.0,sell,0,0.0,sell,2047716,0.2038,buy,-0.77
2005-04-14,10044560,8000028,False,0,0.0,sell,0,0.0,sell,2044532,0.2035,buy,-0.8
2005-04-15,10071622,8000028,False,0,0.0,sell,0,0.0,sell,2071595,0.2057,buy,-0.54
2005-04-18,10070031,8000028,False,0,0.0,sell,0,0.0,sell,2070003,0.2056,buy,-0.55
2005-04-19,10090043,8000028,False,0,0.0,sell,0,0.0,sell,2090016,0.2071,buy,-0.35
2005-04-20,10084814,8000028,False,0,0.0,sell,0,0.0,sell,2084787,0.2067,buy,-0.41
2005-04-21,10062982,8000028,False,0,0.0,sell,0,0.0,sell,2062955,0.205,buy,-0.62
2005-04-22,10080268,8000028,False,0,0.0,sell,0,0.0,sell,2080240,0.2064,buy,-0.45
2005-04-25,10086406,8000028,False,0,0.0,sell,0,0.0,sell,2086378,0.2069,buy,-0.39
2005-04-26,10083221,8000028,False,0,0.0,sell,0,0.0,sell,2083194,0.2066,buy,-0.42
2005-04-27,10090499,8000028,False,0,0.0,sell,0,0.0,sell,2090472,0.2072,buy,-0.35
2005-04-28,10105963,8000028,False,0,0.0,sell,0,0.0,sell,2105935,0.2084,buy,-0.2
2005-04-29,10102325,8000028,False,0,0.0,sell,0,0.0,sell,2102298,0.2081,buy,-0.23
2005-05-02,10101869,8000028,False,0,0.0,sell,0,0.0,sell,2101842,0.2081,buy,-0.24
2005-05-03,10107575,8000028,False,0,0.0,sell,0,0.0,sell,2107547,0.2085,buy,-0.18
2005-05-04,10089088,8000028,False,0,0.0,sell,0,0.0,sell,2089060,0.2071,buy,-0.36
2005-05-05,10093882,8000028,False,0,0.0,sell,0,0.0,sell,2093855,0.2074,buy,-0.32
2005-05-06,10078360,8000028,False,0,0.0,sell,0,0.0,sell,2078333,0.2062,buy,-0.47
2005-05-09,10080416,8000028,False,0,0.0,sell,0,0.0,sell,2080388,0.2064,buy,-0.45
2005-05-10,10095251,8000028,False,0,0.0,sell,0,0.0,sell,2095223,0.2075,buy,-0.3
2005-05-11,10101641,8000028,False,0,0.0,sell,0,0.0,sell,2101613,0.208,buy,-0.24
2005-05-12,10109859,8000028,False,0,0.0,sell,0,0.0,sell,2109831,0.2087,buy,-0.16
2005-05-13,10118074,8000028,False,0,0.0,sell,0,0.0,sell,2118046,0.2093,buy,-0.08
2005-05-16,10115563,8000028,False,0,0.0,sell,0,0.0,sell,2115536,0.2091,buy,-0.1
2005-05-17,10121497,8000028,False,0,0.0,sell,0,0.0,sell,2121469,0.2096,buy,-0.04
2005-05-18,10135649,8000028,False,0,0.0,sell,0,0.0,sell,2135621,0.2107,buy,0.0
2005-05-19,10130171,8000028,False,0,0.0,sell,0,0.0,sell,2130143,0.2103,buy,-0.05
2005-05-20,10132681,8000028,False,0,0.0,sell,0,0.0,sell,2132653,0.2105,buy,-0.03
2005-05-23,10149343,8000028,False,0,0.0,sell,0,0.0,sell,2149315,0.2118,buy,0.0
2005-05-24,10155277,8000028,False,0,0.0,sell,0,0.0,sell,2155249,0.2122,buy,0.0
2005-05-25,10140214,8000028,False,0,0.0,buy,0,0.0,sell,2140187,0.2111,buy,-0.15
2005-05-26,10218561,2028028,True,6163678,0.6032,buy,0,0.0,sell,2026856,0.1984,buy,0.0
2005-05-27,10228382,2028028,False,6171337,0.6034,buy,0,0.0,sell,2029017,0.1984,buy,0.0
2005-05-31,10188439,2028028,False,6106313,0.5993,buy,0,0.0,sell,2054098,0.2016,buy,-0.39
2005-06-01,10360687,2028028,False,6253409,0.6036,buy,0,0.0,sell,2079251,0.2007,buy,0.0
2005-06-02,10495536,2028028,False,6383265,0.6082,buy,0,0.0,sell,2084243,0.1986,buy,0.0
2005-06-03,10198864,2028028,False,6103738,0.5985,buy,0,0.0,sell,2067098,0.2027,buy,-2.83
2005-06-06,10212495,2028028,False,6106518,0.5979,buy,0,0.0,sell,2077950,0.2035,buy,-2.7
2005-06-07,10073131,2028028,False,5950661,0.5907,buy,0,0.0,sell,2094442,0.2079,buy,-4.02
2005-06-08,10023367,2028028,False,5910881,0.5897,buy,0,0.0,sell,2084459,0.208,buy,-4.5
2005-06-09,10132521,2028028,False,6021770,0.5943,buy,0,0.0,sell,2082724,0.2055,buy,-3.46
2005-06-10,9916660,2028028,False,5829347,0.5878,buy,0,0.0,sell,2059285,0.2077,buy,-5.52
2005-06-13,9986168,2028028,False,5911227,0.5919,buy,0,0.0,sell,2046914,0.205,buy,-4.85
2005-06-14,9900236,2028028,False,5838748,0.5898,buy,0,0.0,sell,2033460,0.2054,buy,-5.67
2005-06-15,9957923,2028028,False,5892745,0.5918,buy,0,0.0,sell,2037150,0.2046,buy,-5.12
2005-06-16,10059928,2028028,False,5984550,0.5949,buy,0,0.0,sell,2047350,0.2035,buy,-4.15
2005-06-17,10060095,2028028,False,5984935,0.5949,buy,0,0.0,sell,2047132,0.2035,buy,-4.15
2005-06-20,10054625,2028028,False,5982937,0.595,buy,0,0.0,sell,2043661,0.2033,buy,-4.2
2005-06-21,10058108,2028028,False,5971448,0.5937,buy,0,0.0,sell,2058633,0.2047,buy,-4.17
2005-06-22,10062152,2028028,False,5950533,0.5914,buy,0,0.0,sell,2083591,0.2071,buy,-4.13
2005-06-23,9859696,2028028,False,5750247,0.5832,buy,0,0.0,sell,2081421,0.2111,buy,-6.06
2005-06-24,9674413,2028028,False,5554547,0.5741,buy,0,0.0,sell,2091839,0.2162,buy,-7.82
2005-06-27,9601582,2028028,False,5476074,0.5703,buy,0,0.0,sell,2097480,0.2185,buy,-8.52
2005-06-28,9741693,2028028,False,5630509,0.578,buy,0,0.0,sell,2083157,0.2138,buy,-7.18
2005-06-29,9700183,2028028,False,5592252,0.5765,buy,0,0.0,sell,2079903,0.2144,buy,-7.58
2005-06-30,9585737,2028028,False,5459143,0.5695,buy,0,0.0,sell,2098567,0.2189,buy,-8.67
2005-07-01,9536094,2028028,False,5434936,0.5699,buy,0,0.0,sell,2073131,0.2174,buy,-9.14
2005-07-05,9683238,2028028,False,5601679,0.5785,buy,0,0.0,sell,2053531,0.2121,buy,-7.74
2005-07-06,9611055,2028028,False,5518173,0.5741,buy,0,0.0,sell,2064855,0.2148,buy,-8.43
2005-07-07,9671740,2028028,False,5574501,0.5764,buy,0,0.0,sell,2069211,0.2139,buy,-7.85
2005-07-08,9981646,2028028,False,5892899,0.5904,buy,0,0.0,sell,2060719,0.2065,buy,-4.9
2005-07-11,10143355,2028028,False,6054608,0.5969,buy,0,0.0,sell,2060719,0.2032,buy,-3.36
2005-07-12,10215433,2028028,False,6138229,0.6009,buy,0,0.0,sell,2049176,0.2006,buy,-2.67
2005-07-13,10253484,2028028,False,6179329,0.6027,buy,0,0.0,sell,2046128,0.1996,buy,-2.31
2005-07-14,10429564,2028028,False,6360634,0.6099,buy,0,0.0,sell,2040902,0.1957,buy,-0.63
2005-07-15,10491797,2028028,False,6417423,0.6117,buy,0,0.0,sell,2046346,0.195,buy,-0.04
2005-07-18,10395070,2028028,False,6335941,0.6095,buy,0,0.0,sell,2031102,0.1954,buy,-0.96
2005-07-19,10620844,2028028,False,6554529,0.6171,buy,0,0.0,sell,2038287,0.1919,buy,0.0
2005-07-20,10770146,2028028,False,6692724,0.6214,buy,0,0.0,sell,2049395,0.1903,buy,0.0
2005-07-21,10744986,2028028,False,6695439,0.6231,buy,0,0.0,sell,2021520,0.1881,buy,-0.23
2005-07-22,10732835,2028028,False,6667608,0.6212,buy,0,0.0,sell,2037200,0.1898,buy,-0.35
2005-07-25,10646945,2028028,False,6589122,0.6189,buy,0,0.0,sell,2029795,0.1906,buy,-1.14
2005-07-26,10723368,2028028,False,6662280,0.6213,buy,0,0.0,sell,2033061,0.1896,buy,-0.43
2005-07-27,10869850,2028028,False,6812027,0.6267,buy,0,0.0,sell,2029795,0.1867,buy,0.0
2005-07-28,10983250,2028028,False,6907354,0.6289,buy,0,0.0,sell,2047868,0.1865,buy,0.0
2005-07-29,10789187,2028028,False,6733541,0.6241,buy,0,0.0,sell,2027618,0.1879,buy,-1.77
2005-08-01,10814817,2028028,False,6766713,0.6257,buy,0,0.0,sell,2020077,0.1868,buy,-1.53
2005-08-02,11025863,2028028,False,6984315,0.6334,buy,0,0.0,sell,2013520,0.1826,buy,0.0
2005-08-03,11022571,2028028,False,6971187,0.6324,buy,0,0.0,sell,2023356,0.1836,buy,-0.03
2005-08-04,10812163,2028028,False,6764933,0.6257,buy,0,0.0,sell,2019202,0.1868,buy,-1.94
2005-08-05,10696668,2028028,False,6665174,0.6231,buy,0,0.0,sell,2003466,0.1873,buy,-2.99
2005-08-08,10543525,2028028,False,6515747,0.618,buy,0,0.0,sell,1999750,0.1897,buy,-4.37
2005-08-09,10678175,2028028,False,6642966,0.6221,buy,0,0.0,sell,2007181,0.188,buy,-3.15
2005-08-10,10501702,2028028,False,6468679,0.616,buy,0,0.0,sell,2004995,0.1909,buy,-4.75
2005-08-11,10672008,2028028,False,6624997,0.6208,buy,0,0.0,sell,2018984,0.1892,buy,-3.21
2005-08-12,10579143,2028028,False,6511585,0.6155,buy,0,0.0,sell,2039530,0.1928,buy,-4.05
2005-08-15,10690997,2028028,False,6628685,0.62,buy,0,0.0,sell,2034284,0.1903,buy,-3.04
2005-08-16,10380071,2028028,False,6303550,0.6073,buy,0,0.0,sell,2048493,0.1973,buy,-5.86
2005-08-17,10476190,2028028,False,6413222,0.6122,buy,0,0.0,sell,2034940,0.1942,buy,-4.99
2005-08-18,10390270,2028028,False,6312221,0.6075,buy,0,0.0,sell,2050021,0.1973,buy,-5.76
2005-08-19,10377899,2028028,False,6300067,0.6071,buy,0,0.0,sell,2049805,0.1975,buy,-5.88
2005-08-22,10383050,2028028,False,6307406,0.6075,buy,0,0.0,sell,2047617,0.1972,buy,-5.83
2005-08-23,10336467,2028028,False,6251423,0.6048,buy,0,0.0,sell,2057016,0.199,buy,-6.25
2005-08-24,10224677,2028028,False,6137666,0.6003,buy,0,0.0,sell,2058983,0.2014,buy,-7.27
2005-08-25,10271962,2028028,False,6178394,0.6015,buy,0,0.0,sell,2065540,0.2011,buy,-6.84
2005-08-26,10206500,2028028,False,6113588,0.599,buy,0,0.0,sell,2064885,0.2023,buy,-7.43
2005-08-29,10349854,2028028,False,6254318,0.6043,buy,0,0.0,sell,2067508,0.1998,buy,-6.13
2005-08-30,10292832,2028028,False,6184183,0.6008,buy,0,0.0,sell,2080622,0.2021,buy,-6.65
2005-08-31,10480905,2028028,False,6354768,0.6063,buy,0,0.0,sell,2098109,0.2002,buy,-4.94
2005-09-01,10436430,2028028,False,6322928,0.6059,buy,0,0.0,sell,2085474,0.1998,buy,-5.35
2005-09-02,10362596,2028028,False,6247338,0.6029,buy,0,0.0,sell,2087231,0.2014,buy,-6.02
2005-09-06,10620983,2028028,False,6520422,0.6139,buy,0,0.0,sell,2072534,0.1951,buy,-3.67
2005-09-07,10633711,2028028,False,6552672,0.6162,buy,0,0.0,sell,2053012,0.1931,buy,-3.56
2005-09-08,10628362,2028028,False,6545128,0.6158,buy,0,0.0,sell,2055206,0.1934,buy,-3.61
2005-09-09,10742003,2028028,False,6652187,0.6193,buy,0,0.0,sell,2061788,0.1919,buy,-2.57
2005-09-12,10780537,2028028,False,6704980,0.622,buy,0,0.0,sell,2047529,0.1899,buy,-2.23
2005-09-13,10738016,2028028,False,6651713,0.6195,buy,0,0.0,sell,2058275,0.1917,buy,-2.61
2005-09-14,10500929,2028028,False,6422521,0.6116,buy,0,0.0,sell,2050381,0.1953,buy,-4.76
2005-09-15,10471669,2028028,False,6410148,0.6121,buy,0,0.0,sell,2033493,0.1942,buy,-5.03
2005-09-16,10573646,2028028,False,6525507,0.6171,buy,0,0.0,sell,2020111,0.1911,buy,-4.1
2005-09-19,10421447,2028028,False,6368921,0.6111,buy,0,0.0,buy,2024499,0.1943,buy,-5.48
2005-09-20,10328530,16,True,6173895,0.5978,buy,2065094,0.1999,buy,2089526,0.2023,buy,-6.32
2005-09-21,10178019,16,False,5966888,0.5863,buy,2102170,0.2065,buy,2108945,0.2072,buy,-7.69
2005-09-22,10207479,16,False,6029649,0.5907,buy,2070901,0.2029,buy,2106913,0.2064,buy,-7.42
2005-09-23,10237217,16,False,6078766,0.5938,buy,2067328,0.2019,buy,2091107,0.2043,buy,-7.15
2005-09-26,10243002,16,False,6081080,0.5937,buy,2080282,0.2031,buy,2081624,0.2032,buy,-7.1
2005-09-27,10186902,16,False,6036339,0.5926,buy,2065988,0.2028,buy,2084560,0.2046,buy,-7.61
2005-09-28,10227783,16,False,6038653,0.5904,buy,2090556,0.2044,buy,2098558,0.2052,buy,-7.24
2005-09-29,10472871,16,False,6279825,0.5996,buy,2103957,0.2009,buy,2089073,0.1995,buy,-5.02
2005-09-30,10570271,16,False,6402316,0.6057,buy,2086089,0.1974,buy,2081850,0.197,buy,-4.13
2005-10-03,10587523,16,False,6448353,0.6091,buy,2073581,0.1959,buy,2065573,0.1951,buy,-3.98
2005-10-04,10465893,16,False,6318580,0.6037,buy,2074922,0.1983,buy,2072375,0.198,buy,-5.08
2005-10-05,10207886,16,False,6055528,0.5932,buy,2070901,0.2029,buy,2081441,0.2039,buy,-7.42
2005-10-06,9996423,16,False,5814029,0.5816,buy,2108871,0.211,buy,2073507,0.2074,buy,-9.34
2005-10-07,10050165,16,False,5852684,0.5823,buy,2115571,0.2105,buy,2081894,0.2072,buy,-8.85
2005-10-10,9950678,16,False,5754110,0.5783,buy,2116018,0.2127,buy,2080534,0.2091,buy,-9.75
2005-10-11,9858902,16,False,5665746,0.5747,buy,2116911,0.2147,buy,2076228,0.2106,buy,-10.58
2005-10-12,9610679,16,False,5461821,0.5683,buy,2092789,0.2178,buy,2056053,0.2139,buy,-12.84
2005-10-13,9735307,16,False,5586336,0.5738,buy,2100383,0.2157,buy,2048571,0.2104,buy,-11.7
2005-10-14,9844220,16,False,5708249,0.5799,buy,2090556,0.2124,buy,2045399,0.2078,buy,-10.72
2005-10-17,9915972,16,False,5759907,0.5809,buy,2111104,0.2129,buy,2044945,0.2062,buy,-10.07
2005-10-18,9782070,16,False,5635353,0.5761,buy,2099490,0.2146,buy,2047211,0.2093,buy,-11.28
2005-10-19,10090110,16,False,5971968,0.5919,buy,2070008,0.2052,buy,2048118,0.203,buy,-8.49
2005-10-20,9910226,16,False,5802724,0.5855,buy,2053927,0.2073,buy,2053560,0.2072,buy,-10.12
2005-10-21,10060087,16,False,5909421,0.5874,buy,2078048,0.2066,buy,2072602,0.206,buy,-8.76
2005-10-24,10316277,16,False,6187513,0.5998,buy,2072241,0.2009,buy,2056506,0.1993,buy,-6.44
2005-10-25,10254898,16,False,6113888,0.5962,buy,2102170,0.205,buy,2038824,0.1988,buy,-6.99
2005-10-26,10137593,16,False,6017351,0.5936,buy,2096363,0.2068,buy,2023863,0.1996,buy,-8.06
2005-10-27,9790730,16,False,5652065,0.5773,buy,2107531,0.2153,buy,2031118,0.2075,buy,-11.2
2005-10-28,9919734,16,False,5779058,0.5826,buy,2109317,0.2126,buy,2031343,0.2048,buy,-10.03
2005-10-31,10133425,16,False,6025524,0.5946,buy,2072688,0.2045,buy,2035196,0.2008,buy,-8.09
2005-11-01,10084590,16,False,6008963,0.5959,buy,2042759,0.2026,buy,2032851,0.2016,buy,-8.54
2005-11-02,10327000,16,False,6243069,0.6045,buy,2060627,0.1995,buy,2023289,0.1959,buy,-6.34
2005-11-03,10583874,16,False,6521198,0.6161,buy,2053033,0.194,buy,2009626,0.1899,buy,-4.01
2005-11-04,10626340,16,False,6586952,0.6199,buy,2032932,0.1913,buy,2006440,0.1888,buy,-3.62
2005-11-07,10666577,16,False,6608744,0.6196,buy,2044546,0.1917,buy,2013271,0.1887,buy,-3.26
2005-11-08,10694486,16,False,6610819,0.6182,buy,2050800,0.1918,buy,2032851,0.1901,buy,-3.01
2005-11-09,10709591,16,False,6617836,0.6179,buy,2079835,0.1942,buy,2011904,0.1879,buy,-2.87
2005-11-10,10945262,16,False,6832488,0.6242,buy,2076262,0.1897,buy,2036496,0.1861,buy,-0.73
2005-11-11,11013269,16,False,6885063,0.6252,buy,2090556,0.1898,buy,2037634,0.185,buy,-0.11
2005-11-14,10986993,16,False,6882083,0.6264,buy,2082515,0.1895,buy,2022378,0.1841,buy,-0.35
2005-11-15,10902646,16,False,6782742,0.6221,buy,2084302,0.1912,buy,2035585,0.1867,buy,-1.12
2005-11-16,11096695,16,False,6905359,0.6223,buy,2134333,0.1923,buy,2056987,0.1854,buy,0.0
2005-11-17,11404364,16,False,7176749,0.6293,buy,2165602,0.1899,buy,2061997,0.1808,buy,0.0
2005-11-18,11463772,16,False,7246614,0.6321,buy,2164708,0.1888,buy,2052434,0.179,buy,0.0
2005-11-21,11542901,16,False,7295920,0.6321,buy,2188383,0.1896,buy,2058581,0.1783,buy,0.0
2005-11-22,11636227,16,False,7371772,0.6335,buy,2203124,0.1893,buy,2061315,0.1771,buy,0.0
2005-11-23,11670509,16,False,7421618,0.6359,buy,2195531,0.1881,buy,2053344,0.1759,buy,0.0
2005-11-25,11734813,16,False,7466347,0.6363,buy,2207591,0.1881,buy,2060859,0.1756,buy,0.0
2005-11-28,11568970,16,False,7275964,0.6289,buy,2221886,0.1921,buy,2071104,0.179,buy,-1.41
2005-11-29,11443825,16,False,7167720,0.6263,buy,2224566,0.1944,buy,2051523,0.1793,buy,-2.48
2005-11-30,11355151,16,False,7112592,0.6264,buy,2193297,0.1932,buy,2049246,0.1805,buy,-3.24
