Date,equity,position,upper_channel,lower_channel,drawdown_pct
1999-05-21,10000000,0,,43.102254,0.0
1999-05-24,10000000,0,,43.102254,0.0
1999-05-25,10000000,0,,43.102254,0.0
1999-05-26,10000000,0,,41.914504,0.0
1999-05-27,10000000,0,48.381162,41.333825,0.0
1999-05-28,10000000,0,48.381162,41.333825,0.0
1999-06-01,10000000,0,48.381162,41.333825,0.0
1999-06-02,10000000,0,48.381162,41.333825,0.0
1999-06-03,10000000,0,48.381162,41.333825,0.0
1999-06-04,10000000,0,48.381162,41.333825,0.0
1999-06-07,10000000,0,48.381162,41.333825,0.0
1999-06-08,10000000,0,48.381162,41.333825,0.0
1999-06-09,10000000,0,48.381162,41.333825,0.0
1999-06-10,10000000,0,48.381162,41.333825,0.0
1999-06-11,10000000,0,48.381162,41.333825,0.0
1999-06-14,10000000,0,48.381162,41.333825,0.0
1999-06-15,10000000,0,48.381162,41.333825,0.0
1999-06-16,10000000,0,48.381162,41.333825,0.0
1999-06-17,10000000,0,48.381162,41.333825,0.0
1999-06-18,10000000,0,48.381162,41.333825,0.0
1999-06-21,10000000,0,48.381162,41.333825,0.0
1999-06-22,10000000,0,48.381162,41.333825,0.0
1999-06-23,10000000,0,48.381162,41.333825,0.0
1999-06-24,10000000,0,48.381162,41.333825,0.0
1999-06-25,10000000,0,48.381162,41.868316,0.0
1999-06-28,10000000,0,48.381162,41.868316,0.0
1999-06-29,10000000,0,48.381162,41.868316,0.0
1999-06-30,10000000,0,48.381162,41.868316,0.0
1999-07-01,10069114,214930,50.624704,42.811913,0.0
1999-07-02,10446003,214930,50.624704,42.811913,0.0
1999-07-06,10240256,214930,50.624704,42.811913,-1.97
1999-07-07,10284007,214930,50.624704,42.811913,-1.55
1999-07-08,10690636,214930,50.624704,42.811913,0.0
1999-07-09,11006195,214930,50.624704,42.811913,0.0
1999-07-12,10827772,214930,50.624704,42.811913,-1.62
1999-07-13,10668397,214930,50.994215,42.811913,-3.07
1999-07-14,11206964,214930,50.994215,42.891105,0.0
1999-07-15,11510353,214930,50.994215,44.580346,0.0
1999-07-16,11823475,214930,51.363758,45.18742,0.0
1999-07-19,11455813,214930,52.129199,45.768098,-3.11
1999-07-20,10123654,214930,52.129199,45.768098,-14.38
1999-07-21,10264384,214930,52.129199,45.768098,-13.19
1999-07-22,9475828,214930,52.129199,45.768098,-19.86
1999-07-23,9513368,214930,52.129199,45.768098,-19.54
1999-07-26,8807534,214930,52.129199,45.768098,-25.51
1999-07-27,9334713,214930,52.129199,46.20361,-21.05
1999-07-28,9878499,214930,52.129199,47.008652,-16.45
1999-07-29,9239684,214930,52.129199,47.114244,-21.85
1999-07-30,9097557,214930,52.129199,47.114244,-23.06
1999-08-02,9017158,214930,52.129199,47.114244,-23.74
1999-08-03,8836169,214930,52.129199,47.114244,-25.27
1999-08-04,8351083,214930,52.129199,46.665546,-29.37
1999-08-05,8329575,0,52.129199,46.460954,-29.55
1999-08-06,8329575,0,52.129199,45.398576,-29.55
1999-08-09,8329575,0,52.129199,45.398576,-29.55
1999-08-10,8329575,0,52.129199,45.398576,-29.55
1999-08-11,8329575,0,52.129199,44.712325,-29.55
1999-08-12,8329575,0,52.129199,44.712325,-29.55
1999-08-13,8329575,0,52.129199,44.712325,-29.55
1999-08-16,8329575,0,52.129199,44.712325,-29.55
1999-08-17,8329575,0,52.129199,44.712325,-29.55
1999-08-18,8329575,0,52.129199,44.712325,-29.55
1999-08-19,8329575,0,52.129199,44.712325,-29.55
1999-08-20,8329575,0,52.129199,44.712325,-29.55
1999-08-23,8329575,0,52.129199,44.712325,-29.55
1999-08-24,8329575,0,52.129199,44.712325,-29.55
1999-08-25,8329575,0,52.129199,44.712325,-29.55
1999-08-26,8329575,0,52.155572,44.712325,-29.55
1999-08-27,8329575,0,52.155572,44.712325,-29.55
1999-08-30,8329575,0,52.155572,44.712325,-29.55
1999-08-31,8329575,0,52.155572,44.712325,-29.55
1999-09-01,8329575,0,52.155572,44.712325,-29.55
1999-09-02,8329575,0,52.155572,44.712325,-29.55
1999-09-03,8329575,0,52.155572,44.712325,-29.55
1999-09-07,8237363,151286,52.940824,44.712325,-30.33
1999-09-08,7898353,151286,53.343343,44.712325,-33.2
1999-09-09,8230779,151286,53.343343,45.834083,-30.39
1999-09-10,8510433,151286,53.343343,46.559942,-28.02
1999-09-13,8199043,151286,53.838228,47.562934,-30.65
1999-09-14,8329926,151286,53.838228,47.886275,-29.55
1999-09-15,7842588,151286,53.838228,47.886275,-33.67
1999-09-16,7826146,151286,53.838228,47.886275,-33.81
1999-09-17,8525874,151286,53.838228,47.886275,-27.89
1999-09-20,8580954,151286,53.838228,47.985248,-27.42
1999-09-21,7958051,151286,53.844842,49.093821,-32.69
1999-09-22,8206432,151286,53.844842,49.093821,-30.59
1999-09-23,7181556,151286,53.844842,49.093821,-39.26
1999-09-24,7205495,151286,53.844842,49.093821,-39.06
1999-09-27,7353151,151286,53.844842,49.093821,-37.81
1999-09-28,7451485,151286,53.844842,49.093821,-36.98
1999-09-29,6998966,151286,53.844842,49.093821,-40.8
1999-09-30,7215271,151286,53.844842,49.516135,-38.98
1999-10-01,7219580,151286,53.844842,49.516135,-38.94
1999-10-04,7701629,151286,53.844842,49.516135,-34.86
1999-10-05,7861425,151286,53.844842,49.516135,-33.51
1999-10-06,8329446,151286,53.844842,49.516135,-29.55
1999-10-07,8266035,151286,53.844842,49.516135,-30.09
1999-10-08,8522314,151286,53.970202,49.516135,-27.92
1999-10-11,8877716,151286,54.003201,49.516135,-24.91
1999-10-12,8267635,151286,54.63667,49.516135,-30.07
1999-10-13,7526920,151286,54.861011,49.516135,-36.34
1999-10-14,7663615,151286,54.861011,49.516135,-35.18
1999-10-15,6980891,151286,54.861011,49.516135,-40.96
1999-10-18,6711843,151286,54.861011,49.516135,-43.23
1999-10-19,6817105,151286,54.861011,48.493334,-42.34
1999-10-20,7436856,151286,54.861011,48.493334,-37.1
1999-10-21,7796864,151286,54.861011,48.493334,-34.06
1999-10-22,7686722,151286,54.861011,48.493334,-34.99
1999-10-25,7693964,151286,54.861011,48.493334,-34.93
1999-10-26,7503419,151286,54.861011,48.493334,-36.54
1999-10-27,7464821,151286,54.861011,48.493334,-36.86
1999-10-28,8235520,151286,54.861011,48.493334,-30.35
1999-10-29,9093665,151286,54.861011,48.493334,-23.09
1999-11-01,8945578,151286,55.956401,48.493334,-24.34
1999-11-02,8956256,151286,56.193927,48.493334,-24.25
1999-11-03,9486528,151286,56.220342,48.493334,-19.77
1999-11-04,9800613,151286,56.695435,48.493334,-17.11
1999-11-05,10094212,151286,57.27611,48.493334,-14.63
1999-11-08,10698805,151286,58.463881,48.493334,-9.51
1999-11-09,10476128,151286,58.958765,48.493334,-11.4
1999-11-10,10882063,151286,59.334912,48.493334,-7.96
1999-11-11,11458502,151286,59.625233,48.493334,-3.09
1999-11-12,11903956,151286,60.258688,48.493334,0.0
1999-11-15,11827251,151286,61.024148,48.493334,-0.64
1999-11-16,12720474,151286,61.235294,49.357749,0.0
1999-11-17,12196311,151286,62.68698,50.466328,-4.12
1999-11-18,13310830,151286,62.68698,50.51913,0.0
1999-11-19,13660060,151286,63.439259,51.05361,0.0
1999-11-22,13026608,151286,64.112315,51.05361,-4.64
1999-11-23,13198823,151286,65.458425,51.05361,-3.38
1999-11-24,14494820,151286,65.458425,51.05361,0.0
1999-11-26,14626524,151286,65.662956,52.208359,0.0
1999-11-29,13894077,151286,66.540576,54.715858,-5.01
1999-11-30,12300321,151286,66.540576,55.065581,-15.9
1999-12-01,13093290,151286,66.540576,55.065581,-10.48
1999-12-02,14332037,151286,66.540576,55.903599,-2.01
1999-12-03,15238467,151286,66.540576,56.405091,0.0
1999-12-06,15644854,151286,67.728339,57.592861,0.0
1999-12-07,15635720,151286,67.992312,57.619243,-0.06
1999-12-08,15057471,151286,67.992312,57.856818,-3.75
1999-12-09,15263424,151286,67.992312,58.120745,-2.44
1999-12-10,15633704,151286,67.992312,58.595852,-0.07
1999-12-13,16261939,151286,67.992312,58.595852,0.0
1999-12-14,15372467,151286,68.698322,60.549036,-5.47
1999-12-15,16251420,151286,68.698322,60.81297,-0.06
1999-12-16,17444785,151286,68.698322,61.235317,0.0
1999-12-17,17887476,151286,70.314999,61.604839,0.0
1999-12-20,18577593,151286,71.687541,62.079918,0.0
1999-12-21,21562659,151286,72.004288,62.079918,0.0
1999-12-22,21346651,151286,75.541122,62.079918,-1.0
1999-12-23,22097395,151286,75.541122,62.079918,0.0
1999-12-27,21694109,151286,76.649726,62.079918,-1.83
1999-12-28,21273305,151286,76.649726,62.079918,-3.73
1999-12-29,23677562,151286,76.649726,62.079918,0.0
1999-12-30,22895845,151286,78.127769,62.291084,-3.3
1999-12-31,22788624,151286,79.183578,63.624005,-3.75
2000-01-03,25300044,151286,79.183578,65.247259,0.0
2000-01-04,20077913,151286,81.242354,65.247259,-20.64
2000-01-05,18530120,151286,81.242354,65.247259,-26.76
2000-01-06,14701170,151286,81.242354,65.247259,-41.89
2000-01-07,20147142,151286,81.242354,65.247259,-20.37
2000-01-10,21813904,151286,81.242354,65.827962,-13.78
2000-01-11,18617135,151286,81.242354,65.827962,-26.41
2000-01-12,17376227,151286,81.242354,65.827962,-31.32
2000-01-13,20507845,151286,81.242354,65.827962,-18.94
2000-01-14,21928239,151286,81.242354,67.358838,-13.33
2000-01-18,22267259,151286,81.242354,67.358838,-11.99
2000-01-19,23765992,151286,81.242354,67.358838,-6.06
2000-01-20,23055394,151286,81.242354,67.358838,-8.87
2000-01-21,23905507,151286,81.823019,67.358838,-5.51
2000-01-24,20444980,151286,81.823019,67.358838,-19.19
2000-01-25,21353074,151286,82.456489,67.358838,-15.6
2000-01-26,18757185,151286,82.456489,67.358838,-25.86
2000-01-27,19573418,151286,82.456489,67.358838,-22.63
2000-01-28,16603319,151286,82.456489,67.358838,-34.37
2000-01-31,18729046,151286,82.456489,67.358838,-25.97
2000-02-01,20224523,151286,82.456489,67.358838,-20.06
2000-02-02,20726328,151286,82.456489,67.358838,-18.08
2000-02-03,23139952,151286,82.456489,67.358838,-8.54
2000-02-04,23597251,151286,82.456489,67.358838,-6.73
2000-02-07,24561255,151286,82.977795,69.681542,-2.92
2000-02-08,27631286,151286,83.301112,70.526166,0.0
2000-02-09,24685550,151286,86.890767,70.526166,-10.66
2000-02-10,27100938,151286,86.890767,70.526166,-1.92
2000-02-11,25195192,151286,86.890767,70.526166,-8.82
2000-02-14,25084498,151286,86.890767,70.526166,-9.22
2000-02-15,25610682,151286,86.890767,70.526166,-7.31
2000-02-16,25235814,151286,86.890767,70.526166,-8.67
2000-02-17,26828489,151286,86.890767,70.526166,-2.91
2000-02-18,23905186,151286,87.207535,70.526166,-13.49
2000-02-22,24117531,151286,87.207535,70.526166,-12.72
2000-02-23,28131870,151286,87.207535,70.526166,0.0
2000-02-24,29935397,151286,88.685577,70.526166,0.0
2000-02-25,27860840,151286,90.209892,70.526166,-6.93
2000-02-28,27792813,151286,90.797174,70.526166,-7.16
2000-02-29,29979755,151286,90.797174,70.526166,0.0
2000-03-01,30697320,151286,90.797174,74.696494,0.0
2000-03-02,28544674,151286,91.694584,77.784694,-7.01
2000-03-03,33355920,151286,91.694584,77.943033,0.0
2000-03-06,34122420,151286,93.858957,80.978418,0.0
2000-03-07,32556816,151286,95.62738,80.978418,-4.59
2000-03-08,33421367,151286,96.181653,80.978418,-2.05
2000-03-09,36779143,151286,96.181653,80.978418,0.0
2000-03-10,36275300,151286,97.554164,80.978418,-1.37
2000-03-13,33400164,151286,98.345994,80.978418,-9.19
2000-03-14,29671329,151286,98.345994,80.978418,-19.33
2000-03-15,25921348,151286,98.345994,80.978418,-29.52
2000-03-16,30345360,151286,98.345994,81.295108,-17.49
2000-03-17,32052007,151286,98.345994,81.295108,-12.85
2000-03-20,29319280,151286,98.345994,81.295108,-20.28
2000-03-21,32618317,151286,98.345994,81.295108,-11.31
2000-03-22,34567118,151286,98.345994,83.749802,-6.01
2000-03-23,36363734,151286,98.345994,84.884786,-1.13
2000-03-24,37809419,151286,99.454518,84.884786,0.0
2000-03-27,37965508,151286,101.777312,84.884786,0.0
2000-03-28,35038820,151286,101.777312,85.307123,-7.71
2000-03-29,30664627,151286,101.777312,85.307123,-19.23
2000-03-30,28344678,151286,101.777312,85.307123,-25.34
2000-03-31,30110039,151286,101.777312,85.307123,-20.69
2000-04-03,24675938,151286,101.777312,85.307123,-35.0
2000-04-04,23940077,151286,101.777312,85.095919,-36.94
2000-04-05,22646794,151286,101.777312,74.590945,-40.35
2000-04-06,24242984,151286,101.777312,74.590945,-36.14
2000-04-07,27153431,151286,101.777312,74.590945,-28.48
2000-04-10,22169067,151286,101.777312,74.590945,-41.61
2000-04-11,20576447,151286,101.777312,74.590945,-45.8
2000-04-12,16931349,151286,101.777312,74.590945,-55.4
2000-04-13,14711437,151286,101.777312,74.590945,-61.25
2000-04-14,13698501,0,101.777312,74.326988,-63.92
2000-04-17,13698501,0,101.777312,65.88072,-63.92
2000-04-18,13698501,0,101.777312,65.88072,-63.92
2000-04-19,13698501,0,101.777312,65.88072,-63.92
2000-04-20,13698501,0,101.777312,65.88072,-63.92
2000-04-24,13698501,0,101.777312,65.88072,-63.92
2000-04-25,13698501,0,101.777312,65.88072,-63.92
2000-04-26,13698501,0,101.777312,65.88072,-63.92
2000-04-27,13698501,0,101.777312,65.88072,-63.92
2000-04-28,13698501,0,101.777312,65.88072,-63.92
2000-05-01,13698501,0,101.777312,65.88072,-63.92
2000-05-02,13698501,0,101.777312,65.88072,-63.92
2000-05-03,13698501,0,101.777312,65.88072,-63.92
2000-05-04,13698501,0,101.777312,65.88072,-63.92
2000-05-05,13698501,0,101.777312,65.88072,-63.92
2000-05-08,13698501,0,101.777312,65.88072,-63.92
2000-05-09,13698501,0,101.777312,65.88072,-63.92
2000-05-10,13698501,0,101.777312,65.88072,-63.92
2000-05-11,13698501,0,101.777312,65.88072,-63.92
2000-05-12,13698501,0,101.777312,65.88072,-63.92
2000-05-15,13698501,0,101.777312,65.88072,-63.92
2000-05-16,13698501,0,101.777312,65.880731,-63.92
2000-05-17,13698501,0,101.777312,67.147662,-63.92
2000-05-18,13698501,0,101.777312,67.147662,-63.92
2000-05-19,13698501,0,101.777312,67.147662,-63.92
2000-05-22,13698501,0,101.777312,67.147662,-63.92
2000-05-23,13698501,0,101.777312,63.835157,-63.92
2000-05-24,13698501,0,101.777312,62.713394,-63.92
2000-05-25,13698501,0,101.777312,61.024144,-63.92
2000-05-26,13698501,0,101.777312,61.024144,-63.92
2000-05-30,13698501,0,101.777312,61.024144,-63.92
2000-05-31,13698501,0,101.777312,61.024144,-63.92
2000-06-01,13698501,0,101.777312,61.024144,-63.92
2000-06-02,13698501,0,101.777312,61.024144,-63.92
2000-06-05,13698501,0,101.777312,61.024144,-63.92
2000-06-06,13698501,0,101.777312,61.024144,-63.92
2000-06-07,13698501,0,101.777312,61.024144,-63.92
2000-06-08,13698501,0,101.777312,61.024144,-63.92
2000-06-09,13698501,0,101.777312,61.024144,-63.92
2000-06-12,13698501,0,101.777312,61.024144,-63.92
2000-06-13,13698501,0,101.777312,61.024144,-63.92
2000-06-14,13698501,0,100.93266,61.024144,-63.92
2000-06-15,13698501,0,99.507371,61.024144,-63.92
2000-06-16,13698501,0,97.501385,61.024144,-63.92
2000-06-19,13698501,0,95.23145,61.024144,-63.92
2000-06-20,13698501,0,93.436638,61.024144,-63.92
2000-06-21,13698501,0,92.169649,61.024144,-63.92
2000-06-22,13698501,0,90.955513,61.024144,-63.92
2000-06-23,13698501,0,90.955513,63.980344,-63.92
2000-06-26,13698501,0,90.955513,63.980344,-63.92
2000-06-27,13698501,0,90.955513,67.569986,-63.92
2000-06-28,13698501,0,90.955513,69.681511,-63.92
2000-06-29,13698501,0,85.7294,69.681511,-63.92
2000-06-30,13698501,0,84.224936,69.681511,-63.92
2000-07-03,13698501,0,84.224936,75.475145,-63.92
2000-07-05,13698501,0,84.224936,75.475145,-63.92
2000-07-06,13698501,0,84.224936,75.475145,-63.92
2000-07-07,13698501,0,84.224936,75.475145,-63.92
2000-07-10,13698501,0,84.224936,75.475145,-63.92
2000-07-11,13698501,0,84.224936,75.475145,-63.92
2000-07-12,13698501,0,84.224936,75.475145,-63.92
2000-07-13,13698501,0,84.224936,76.069012,-63.92
2000-07-14,13698501,0,84.251315,76.069012,-63.92
2000-07-17,13975101,131125,85.412676,76.069012,-63.19
2000-07-18,13037468,131125,86.204497,76.069012,-65.66
2000-07-19,12143185,131125,86.204497,76.069012,-68.02
2000-07-20,13304647,131125,86.204497,76.069012,-64.96
2000-07-21,11952560,131125,86.204497,76.069012,-68.52
2000-07-24,11204192,131125,86.204497,76.069012,-70.49
2000-07-25,11461098,131125,86.204497,76.069012,-69.81
2000-07-26,11407570,131125,86.204497,76.069012,-69.95
2000-07-27,10056892,131125,86.204497,76.069012,-73.51
2000-07-28,8407367,131125,86.204497,76.069012,-77.86
2000-07-31,8599239,0,86.204497,72.637716,-77.35
2000-08-01,8599239,0,86.204497,72.400174,-77.35
2000-08-02,8599239,0,86.204497,72.400174,-77.35
2000-08-03,8599239,0,86.204497,72.400174,-77.35
2000-08-04,8599239,0,86.204497,70.36782,-77.35
2000-08-07,8599239,0,86.204497,70.36782,-77.35
2000-08-08,8599239,0,86.204497,70.36782,-77.35
2000-08-09,8599239,0,86.204497,70.36782,-77.35
2000-08-10,8599239,0,86.204497,70.36782,-77.35
2000-08-11,8599239,0,86.204497,70.36782,-77.35
2000-08-14,8599239,0,86.204497,70.36782,-77.35
2000-08-15,8599239,0,86.204497,70.36782,-77.35
2000-08-16,8599239,0,86.204497,70.36782,-77.35
2000-08-17,8599239,0,86.204497,70.36782,-77.35
2000-08-18,8599239,0,86.204497,70.36782,-77.35
2000-08-21,8599239,0,86.204497,70.36782,-77.35
2000-08-22,8599239,0,86.204497,70.36782,-77.35
2000-08-23,8599239,0,86.204497,70.36782,-77.35
2000-08-24,8599239,0,86.204497,70.36782,-77.35
2000-08-25,8599239,0,86.204497,70.36782,-77.35
2000-08-28,8599239,0,86.204497,70.36782,-77.35
2000-08-29,8599239,0,86.204497,70.36782,-77.35
2000-08-30,8599239,0,86.204497,70.36782,-77.35
2000-08-31,8599239,0,86.204497,70.36782,-77.35
2000-09-01,8599239,0,86.204497,74.221424,-77.35
2000-09-05,8018267,87066,87.431855,74.221424,-78.88
2000-09-06,7166101,87066,87.431855,74.221424,-81.12
2000-09-07,7636592,87066,87.431855,74.221424,-79.89
2000-09-08,6930426,87066,87.431855,74.221424,-81.75
2000-09-11,6419782,87066,87.431855,74.221424,-83.09
2000-09-12,6116667,87066,87.431855,76.187763,-83.89
2000-09-13,6538829,87066,87.431855,76.728867,-82.78
2000-09-14,6428994,87066,87.431855,76.016284,-83.07
2000-09-15,6074211,87066,87.431855,76.016284,-84.0
2000-09-18,5782782,87066,87.431855,76.016284,-84.77
2000-09-19,5933820,0,87.431855,74.327011,-84.37
2000-09-20,5933820,0,87.431855,74.327011,-84.37
2000-09-21,5933820,0,87.431855,74.327011,-84.37
2000-09-22,5933820,0,87.431855,73.482376,-84.37
2000-09-25,5933820,0,87.431855,73.482376,-84.37
2000-09-26,5933820,0,87.431855,73.482376,-84.37
2000-09-27,5933820,0,87.431855,73.482376,-84.37
2000-09-28,5933820,0,87.431855,73.482376,-84.37
2000-09-29,5933820,0,87.431855,73.482376,-84.37
2000-10-02,5933820,0,87.431855,73.482376,-84.37
2000-10-03,5933820,0,87.431855,72.637733,-84.37
2000-10-04,5933820,0,87.431855,70.328192,-84.37
2000-10-05,5933820,0,87.431855,69.36479,-84.37
2000-10-06,5933820,0,87.431855,69.36479,-84.37
2000-10-09,5933820,0,87.431855,68.625751,-84.37
2000-10-10,5933820,0,87.431855,67.042087,-84.37
2000-10-11,5933820,0,87.431855,65.775176,-84.37
2000-10-12,5933820,0,87.431855,64.244243,-84.37
2000-10-13,5933820,0,87.431855,62.845349,-84.37
2000-10-16,5933820,0,87.431855,62.845349,-84.37
2000-10-17,5933820,0,87.431855,62.845349,-84.37
2000-10-18,5933820,0,87.431855,62.845349,-84.37
2000-10-19,5933820,0,87.431855,62.845349,-84.37
2000-10-20,5933820,0,87.431855,62.845349,-84.37
2000-10-23,5933820,0,87.431855,62.845349,-84.37
2000-10-24,5933820,0,87.431855,62.845349,-84.37
2000-10-25,5933820,0,87.431855,62.845349,-84.37
2000-10-26,5933820,0,87.431855,62.845349,-84.37
2000-10-27,5933820,0,87.431855,62.185511,-84.37
2000-10-30,5933820,0,87.431855,62.185511,-84.37
2000-10-31,5933820,0,87.431855,62.185511,-84.37
2000-11-01,5933820,0,87.431855,62.185511,-84.37
2000-11-02,5933820,0,87.431855,62.185511,-84.37
2000-11-03,5933820,0,87.431855,62.185511,-84.37
2000-11-06,5933820,0,87.431855,62.185511,-84.37
2000-11-07,5933820,0,87.431855,62.185511,-84.37
2000-11-08,5933820,0,87.431855,62.185511,-84.37
2000-11-09,5933820,0,87.431855,62.185511,-84.37
2000-11-10,5933820,0,87.431855,61.657596,-84.37
2000-11-13,5933820,0,87.431855,60.601791,-84.37
2000-11-14,5933820,0,87.431855,57.658847,-84.37
2000-11-15,5933820,0,87.431855,57.658847,-84.37
2000-11-16,5933820,0,87.431855,57.658847,-84.37
2000-11-17,5933820,0,87.431855,57.658847,-84.37
2000-11-20,5933820,0,87.431855,57.658847,-84.37
2000-11-21,5933820,0,85.940559,57.658847,-84.37
2000-11-22,5933820,0,84.026966,57.658847,-84.37
2000-11-24,5933820,0,83.974195,56.167531,-84.37
2000-11-27,5933820,0,82.773221,56.167531,-84.37
2000-11-28,5933820,0,81.189543,56.167531,-84.37
2000-11-29,5933820,0,81.031156,55.164561,-84.37
2000-11-30,5933820,0,81.031156,52.789038,-84.37
2000-12-01,5933820,0,81.031156,51.099786,-84.37
2000-12-04,5933820,0,80.437254,51.099786,-84.37
2000-12-05,5933820,0,80.437254,51.099786,-84.37
2000-12-06,5933820,0,80.437254,51.099786,-84.37
2000-12-07,5933820,0,80.437254,51.099786,-84.37
2000-12-08,5933820,0,79.803866,51.099786,-84.37
2000-12-11,5933820,0,79.605829,51.099786,-84.37
2000-12-12,5933820,0,79.605829,51.099786,-84.37
2000-12-13,5933820,0,78.550132,51.099786,-84.37
2000-12-14,5933820,0,78.550132,51.099786,-84.37
2000-12-15,5933820,0,78.550132,51.099786,-84.37
2000-12-18,5933820,0,78.088232,51.099786,-84.37
2000-12-19,5933820,0,76.227389,51.099786,-84.37
2000-12-20,5933820,0,75.013219,49.621716,-84.37
2000-12-21,5933820,0,74.221406,46.243192,-84.37
2000-12-22,5933820,0,74.221406,45.82089,-84.37
2000-12-26,5933820,0,74.221406,45.82089,-84.37
2000-12-27,5933820,0,74.221406,45.82089,-84.37
2000-12-28,5933820,0,74.221406,45.82089,-84.37
2000-12-29,5933820,0,74.221406,45.82089,-84.37
2001-01-02,5933820,0,74.221406,45.82089,-84.37
2001-01-03,5933820,0,74.221406,44.29003,-84.37
2001-01-04,5933820,0,74.221406,44.052458,-84.37
2001-01-05,5933820,0,74.221406,44.052458,-84.37
2001-01-08,5933820,0,74.221406,44.052458,-84.37
2001-01-09,5933820,0,74.221406,44.052458,-84.37
2001-01-10,5933820,0,74.221406,44.052458,-84.37
2001-01-11,5933820,0,73.904675,44.052458,-84.37
2001-01-12,5933820,0,73.482377,44.052458,-84.37
2001-01-16,5933820,0,71.054081,44.052458,-84.37
2001-01-17,5933820,0,71.054081,44.052458,-84.37
2001-01-18,5933820,0,71.054081,44.052458,-84.37
2001-01-19,5933820,0,71.054081,44.052458,-84.37
2001-01-22,5933820,0,71.054081,44.052458,-84.37
2001-01-23,5933820,0,71.054081,44.052458,-84.37
2001-01-24,5933820,0,71.054081,44.052458,-84.37
2001-01-25,5933820,0,71.054081,44.052458,-84.37
2001-01-26,5933820,0,71.054081,44.052458,-84.37
2001-01-29,5933820,0,69.65517,44.052458,-84.37
2001-01-30,5933820,0,69.470392,44.052458,-84.37
2001-01-31,5933820,0,65.933524,44.052458,-84.37
2001-02-01,5933820,0,65.933524,44.052458,-84.37
2001-02-02,5933820,0,65.933524,45.200621,-84.37
2001-02-05,5933820,0,65.933524,45.200621,-84.37
2001-02-06,5933820,0,65.933524,45.200621,-84.37
2001-02-07,5933820,0,65.03613,47.087828,-84.37
2001-02-08,5933820,0,63.505199,47.087828,-84.37
2001-02-09,5933820,0,63.162079,49.478113,-84.37
2001-02-12,5933820,0,63.162079,47.298978,-84.37
2001-02-13,5933820,0,63.162079,46.97802,-84.37
2001-02-14,5933820,0,63.162079,46.437471,-84.37
2001-02-15,5933820,0,63.162079,45.711095,-84.37
2001-02-16,5933820,0,63.162079,45.711095,-84.37
2001-02-20,5933820,0,63.162079,45.711095,-84.37
2001-02-21,5933820,0,63.162079,44.173856,-84.37
2001-02-22,5933820,0,63.162079,43.008293,-84.37
2001-02-23,5933820,0,63.162079,41.293711,-84.37
2001-02-26,5933820,0,63.162079,40.736257,-84.37
2001-02-27,5933820,0,63.162079,40.736257,-84.37
2001-02-28,5933820,0,63.162079,40.736257,-84.37
2001-03-01,5933820,0,63.162079,39.57914,-84.37
2001-03-02,5933820,0,63.162079,38.641595,-84.37
2001-03-05,5933820,0,62.396651,38.557122,-84.37
2001-03-06,5933820,0,62.079946,38.557122,-84.37
2001-03-07,5933820,0,58.859791,38.557122,-84.37
2001-03-08,5933820,0,58.384696,38.557122,-84.37
