entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,holding_days
2000-04-24,2000-10-04,70.518331,70.148955,141807,-52380,-0.0052,0.03,3,163
2003-03-19,2006-07-14,22.692623,30.945342,438363,3617686,0.3637,0.03,3,1213
2006-10-10,2008-01-24,35.697472,37.851416,380007,818514,0.0603,0.03,3,471
2009-06-01,2011-08-22,30.977337,44.858331,464333,6445404,0.4481,0.03,3,812
2012-01-11,2016-02-09,51.409169,88.191835,405165,14903049,0.7155,0.03,3,1490
2016-04-19,2018-12-20,104.023647,146.321197,343501,14529251,0.4066,0.03,3,975
2019-03-21,2020-03-13,171.943724,179.54478,292313,2221887,0.0442,0.03,3,358
2020-04-20,2022-02-24,206.448612,309.239017,254220,26131377,0.4979,0.03,3,675
2023-02-07,2025-04-07,298.275529,405.026274,263564,28135653,0.3579,0.03,3,790
