entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,asset_id,trade_type,holding_days
2005-01-31,2005-05-26,80.033316,81.112945,372,402,0.0135,0.0,3,spy,rebalance,115
2005-05-26,2005-09-20,32.45501,33.29392,404,339,0.0258,0.0,3,qqq,rebalance,117
2005-01-31,2005-09-20,80.033316,84.115184,674,2751,0.051,0.0,3,spy,rebalance,232
2005-09-20,2006-04-04,46.65956,58.264679,6765,78509,0.2487,0.0,3,gld,rebalance,196
2005-05-26,2006-06-12,32.608871,32.578929,112727,-3375,-0.0009,0.0,3,qqq,signal,382
2005-09-20,2006-08-02,46.65956,64.545778,5784,103454,0.3833,0.0,3,gld,rebalance,316
2005-01-31,2006-09-29,80.633068,93.016664,2463,30501,0.1536,0.0,3,spy,rebalance,606
2005-09-20,2008-01-03,47.55468,84.615393,7035,260722,0.7793,0.0,3,gld,rebalance,835
2005-01-31,2008-01-16,83.156955,97.795546,48274,706663,0.176,0.0,3,spy,signal,1080
2006-09-29,2008-01-17,35.217404,39.65091,115266,511033,0.1259,0.0,3,qqq,signal,475
2005-09-20,2008-03-04,47.55468,96.988159,6673,329870,1.0395,0.0,3,gld,rebalance,896
2008-05-07,2008-07-03,42.251716,38.627537,113750,-412250,-0.0858,0.0,3,qqq,signal,57
2005-09-20,2008-08-12,50.607264,80.497778,47593,1422579,0.5906,0.0,3,gld,signal,1057
2009-01-02,2009-06-04,86.18779,94.954278,2748,24090,0.1017,0.0,3,gld,rebalance,153
2009-06-04,2009-07-27,31.575076,33.944986,6766,16035,0.0751,0.0,3,qqq,rebalance,53
2009-07-27,2010-07-01,72.716287,77.632361,65913,324033,0.0676,0.0,3,spy,signal,339
2009-01-02,2010-07-02,86.435043,117.855369,4130,129766,0.3635,0.0,3,gld,rebalance,546
2009-06-04,2010-08-06,31.751627,40.281257,8709,74285,0.2686,0.0,3,qqq,rebalance,428
2010-08-06,2011-08-05,84.60348,93.477122,66492,590026,0.1049,0.0,3,spy,signal,364
2009-06-04,2011-08-09,31.751627,45.012828,137600,1824741,0.4177,0.0,3,qqq,signal,796
2009-01-02,2011-08-11,87.490594,171.763159,7641,643927,0.9632,0.0,3,gld,rebalance,951
2011-10-17,2012-01-09,51.163443,51.096087,1432,-96,-0.0013,0.0,3,qqq,rebalance,84
2009-01-02,2012-05-15,92.95581,150.706524,36216,2091500,0.6213,0.0,3,gld,signal,1229
2011-10-17,2012-09-07,51.163443,61.399515,10994,112535,0.2001,0.0,3,qqq,rebalance,326
2012-01-09,2012-09-07,100.000755,112.907784,1450,18715,0.1291,0.0,3,spy,rebalance,242
2012-09-07,2013-02-21,168.273314,151.544,37419,-625994,-0.0994,0.0,3,gld,signal,167
2011-10-17,2013-06-04,51.163443,65.782486,1785,26095,0.2857,0.0,3,qqq,rebalance,596
2012-01-09,2013-06-04,100.000755,131.113505,6291,195730,0.3111,0.0,3,spy,rebalance,512
2011-10-17,2014-07-02,51.163443,86.571938,11285,399585,0.6921,0.0,3,qqq,rebalance,989
2012-01-09,2014-07-02,100.000755,161.049807,1787,109095,0.6105,0.0,3,spy,rebalance,905
2011-10-17,2015-01-26,51.163443,95.48131,4832,214144,0.8662,0.0,3,qqq,rebalance,1197
2015-01-26,2015-03-09,123.699992,112.082738,67150,-780099,-0.0939,0.0,3,gld,signal,42
2011-10-17,2015-08-25,51.163443,94.014384,101055,4330302,0.8375,0.0,3,qqq,signal,1408
2012-01-09,2015-08-25,100.236291,162.866745,57091,3575635,0.6248,0.0,3,spy,signal,1324
2015-10-28,2015-11-03,105.195071,105.609127,509,211,0.0039,0.0,3,qqq,rebalance,6
2015-11-03,2016-01-11,176.952225,162.648424,52233,-747130,-0.0808,0.0,3,spy,signal,69
2015-10-28,2016-01-14,105.195071,94.743959,87079,-910072,-0.0993,0.0,3,qqq,signal,78
2016-02-11,2016-11-25,118.920712,113.079738,63132,-368752,-0.0491,0.0,3,gld,signal,288
2016-04-05,2017-04-19,101.941939,123.728312,6274,136688,0.2137,0.0,3,qqq,rebalance,379
2016-04-04,2017-04-19,176.244528,202.75085,1517,40210,0.1504,0.0,3,spy,rebalance,380
2016-04-05,2017-12-04,101.941939,146.601595,4685,209230,0.4381,0.0,3,qqq,rebalance,608
2016-04-04,2017-12-04,176.244528,232.50532,1272,71564,0.3192,0.0,3,spy,rebalance,609
2017-04-19,2018-07-18,122.498034,115.681909,75148,-512218,-0.0556,0.0,3,gld,signal,455
2016-04-05,2018-09-05,101.941939,175.974811,6810,504164,0.7262,0.0,3,qqq,rebalance,883
2016-04-04,2018-09-05,176.244528,256.12662,544,43456,0.4532,0.0,3,spy,rebalance,884
2016-04-05,2018-11-21,101.941939,153.323798,66155,3399167,0.504,0.0,3,qqq,signal,960
2016-04-04,2018-12-18,176.244528,228.651367,45491,2384040,0.2974,0.0,3,spy,signal,988
2019-01-17,2019-02-22,122.396089,125.153409,1112,3066,0.0225,0.0,3,gld,rebalance,36
2019-02-22,2019-02-28,250.180788,249.444282,62,-46,-0.0029,0.0,3,spy,rebalance,6
2019-02-22,2020-03-10,250.180788,259.34294,42991,393890,0.0366,0.0,3,spy,signal,382
2019-02-28,2020-03-13,165.904705,179.742102,64888,897881,0.0834,0.0,3,qqq,signal,379
2019-01-17,2020-04-20,122.4023,158.144135,8665,309703,0.292,0.0,3,gld,rebalance,459
2020-04-20,2020-06-02,206.675488,225.79433,2752,52615,0.0925,0.0,3,qqq,rebalance,43
2020-04-20,2020-12-02,206.675488,291.535312,4844,411061,0.4106,0.0,3,qqq,rebalance,226
2020-06-02,2020-12-02,282.638832,337.167202,515,28082,0.1929,0.0,3,spy,rebalance,183
2019-01-17,2021-03-01,128.769153,162.540909,75274,2542135,0.2623,0.0,3,gld,signal,774
2020-04-20,2021-05-21,206.675488,319.697208,918,103754,0.5469,0.0,3,qqq,rebalance,396
2020-06-02,2021-05-21,282.638832,388.181407,2947,311034,0.3734,0.0,3,spy,rebalance,353
2020-04-20,2021-09-02,206.675488,369.991838,3608,589245,0.7902,0.0,3,qqq,rebalance,500
2020-06-02,2021-09-02,282.638832,423.503979,621,87477,0.4984,0.0,3,spy,rebalance,457
2020-04-20,2022-01-26,206.675488,342.659252,46382,6307199,0.658,0.0,3,qqq,signal,646
2020-06-02,2022-05-02,282.638832,388.761201,40508,4298805,0.3755,0.0,3,spy,signal,699
2021-05-21,2022-07-07,176.338993,161.942703,86597,-1246676,-0.0816,0.0,3,gld,signal,412
2023-01-06,2023-02-07,172.275275,173.198841,496,458,0.0054,0.0,3,gld,rebalance,32
2023-01-06,2023-03-22,172.275275,179.858794,2643,20043,0.044,0.0,3,gld,rebalance,75
2023-03-22,2023-07-05,305.776919,361.682639,3860,215796,0.1828,0.0,3,qqq,rebalance,105
2023-02-07,2023-07-05,392.918698,425.551778,449,14652,0.0831,0.0,3,spy,rebalance,148
2023-01-06,2025-04-02,173.069731,287.415159,11778,1346760,0.6607,0.0,3,gld,rebalance,817
2023-03-22,2025-04-04,317.039466,434.721333,52410,6167707,0.3712,0.0,3,qqq,signal,744
2023-02-07,2025-04-07,403.623823,482.194762,44443,3491928,0.1947,0.0,3,spy,signal,790
2023-01-06,2025-05-02,173.069731,299.269503,6764,853615,0.7292,0.0,3,gld,rebalance,847
2023-01-06,2025-05-16,173.069731,291.742135,91,10799,0.6857,0.0,3,gld,rebalance,861
2023-01-06,2026-01-28,173.069731,481.939845,11535,3562817,1.7847,0.0,3,gld,rebalance,1118
