Date,equity,cash,rebalanced,qqq_value,qqq_weight,qqq_signal,spy_value,spy_weight,spy_signal,gld_value,gld_weight,gld_signal,drawdown_pct
2004-11-18,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-19,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-22,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-23,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-24,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-26,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-29,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-30,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-01,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-02,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-03,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-06,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-07,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-08,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-09,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-10,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-13,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-14,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-15,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-16,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-17,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-20,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-21,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-22,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-23,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-27,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-28,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-29,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-30,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-31,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-03,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-04,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-05,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-06,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-07,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-10,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-11,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-12,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-13,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-14,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-18,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-19,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-20,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-21,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-24,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-25,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-26,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-27,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2005-01-28,10000000,10000000,False,0,0.0,sell,0,0.0,buy,0,0.0,sell,0.0
2005-01-31,9995745,6500063,False,0,0.0,sell,3495681,0.3497,buy,0,0.0,sell,-0.04
2005-02-01,10017933,6500063,False,0,0.0,sell,3517870,0.3512,buy,0,0.0,sell,0.0
2005-02-02,10028582,6500063,False,0,0.0,sell,3528519,0.3518,buy,0,0.0,sell,0.0
2005-02-03,10019412,6500063,False,0,0.0,sell,3519349,0.3513,buy,0,0.0,sell,-0.09
2005-02-04,10056985,6500063,False,0,0.0,sell,3556922,0.3537,buy,0,0.0,sell,0.0
2005-02-07,10052251,6500063,False,0,0.0,sell,3552188,0.3534,buy,0,0.0,sell,-0.05
2005-02-08,10056393,6500063,False,0,0.0,sell,3556330,0.3536,buy,0,0.0,sell,-0.01
2005-02-09,10029766,6500063,False,0,0.0,sell,3529703,0.3519,buy,0,0.0,sell,-0.27
2005-02-10,10042488,6500063,False,0,0.0,sell,3542425,0.3527,buy,0,0.0,sell,-0.14
2005-02-11,10072958,6500063,False,0,0.0,sell,3572895,0.3547,buy,0,0.0,sell,0.0
2005-02-14,10070297,6500063,False,0,0.0,sell,3570234,0.3545,buy,0,0.0,sell,-0.03
2005-02-15,10083610,6500063,False,0,0.0,sell,3583546,0.3554,buy,0,0.0,sell,0.0
2005-02-16,10085976,6500063,False,0,0.0,sell,3585913,0.3555,buy,0,0.0,sell,0.0
2005-02-17,10056985,6500063,False,0,0.0,sell,3556922,0.3537,buy,0,0.0,sell,-0.29
2005-02-18,10061717,6500063,False,0,0.0,sell,3561654,0.354,buy,0,0.0,sell,-0.24
2005-02-22,10008761,6500063,False,0,0.0,sell,3508698,0.3506,buy,0,0.0,sell,-0.77
2005-02-23,10033908,6500063,False,0,0.0,sell,3533845,0.3522,buy,0,0.0,sell,-0.52
2005-02-24,10057280,6500063,False,0,0.0,sell,3557217,0.3537,buy,0,0.0,sell,-0.28
2005-02-25,10092485,6500063,False,0,0.0,sell,3592422,0.356,buy,0,0.0,sell,0.0
2005-02-28,10068818,6500063,False,0,0.0,sell,3568755,0.3544,buy,0,0.0,sell,-0.23
2005-03-01,10086568,6500063,False,0,0.0,sell,3586505,0.3556,buy,0,0.0,sell,-0.06
2005-03-02,10084792,6500063,False,0,0.0,sell,3584729,0.3555,buy,0,0.0,sell,-0.08
2005-03-03,10086272,6500063,False,0,0.0,sell,3586209,0.3556,buy,0,0.0,sell,-0.06
2005-03-04,10130944,6500063,False,0,0.0,sell,3630880,0.3584,buy,0,0.0,sell,0.0
2005-03-07,10132720,6500063,False,0,0.0,sell,3632657,0.3585,buy,0,0.0,sell,0.0
2005-03-08,10119111,6500063,False,0,0.0,sell,3619048,0.3576,buy,0,0.0,sell,-0.13
2005-03-09,10078876,6500063,False,0,0.0,sell,3578813,0.3551,buy,0,0.0,sell,-0.53
