entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,asset_id,trade_type,pre_shares,post_shares,order_amount,holding_days
2007-04-10,2007-08-27,48.022703,48.965546,546,515,0.0196,0.0,0,tlt,rebalance,31235,30689,26735.18830437,139
2007-08-27,2007-09-24,1.381297,1.502122,93686,11320,0.0875,0.0,3,qld,rebalance,2533523,2439837,140727.808624764,28
2007-04-10,2007-09-24,67.34023,72.35229,1030,5162,0.0744,0.0,0,gld,rebalance,22685,21655,74522.8587,167
2007-04-10,2008-01-03,48.072013,53.211079,2920,15006,0.1069,0.0,0,tlt,rebalance,31900,28980,155376.35190932002,268
2007-04-10,2008-01-03,67.34023,84.615393,3351,57889,0.2565,0.0,0,gld,rebalance,21655,18304,283546.181912841,268
2007-09-24,2008-01-22,5.067863,3.464405,798048,-1279637,-0.3164,0.0,3,sso,signal,798048,0,2764761.092790624,120
2007-04-10,2008-01-23,48.072013,55.464048,5089,37618,0.1538,0.0,0,tlt,rebalance,28980,23891,282256.54117275303,288
2007-04-10,2008-01-23,67.34023,86.898524,3546,69354,0.2904,0.0,0,gld,rebalance,18304,14758,308142.166061448,288
2007-08-27,2008-01-24,1.345235,1.114377,2771510,-639825,-0.1716,0.0,3,qld,signal,2771510,0,3088506.4726831,150
2007-04-10,2008-11-04,48.072013,54.582439,569,3704,0.1354,0.0,0,tlt,rebalance,23891,23322,31057.407769947,574
2007-04-10,2008-12-02,48.072013,63.9569,2940,46702,0.3304,0.0,0,tlt,rebalance,23322,20382,188033.28587064001,602
2007-04-10,2008-12-02,68.373705,76.669302,362,3003,0.1213,0.0,0,gld,rebalance,17811,17449,27754.287321827996,602
2007-04-10,2009-01-05,48.072013,68.332606,669,13554,0.4215,0.0,0,tlt,rebalance,20382,19713,45714.51363945299,636
2007-04-10,2009-01-05,68.373705,83.369143,1731,25957,0.2193,0.0,0,gld,rebalance,17449,15718,144311.98651742097,636
2007-04-10,2009-05-04,68.373705,87.287353,427,8076,0.2766,0.0,0,gld,rebalance,15718,15291,37271.699727157,755
2007-04-10,2009-06-01,68.373705,96.180591,1315,36566,0.4067,0.0,0,gld,rebalance,15291,13976,126477.477161055,783
2009-06-01,2009-06-10,0.564756,0.606739,272847,11455,0.0743,0.0,3,qld,rebalance,5554725,5281878,165546.999151335,9
2009-06-01,2009-10-02,0.564756,0.720598,254090,39598,0.2759,0.0,3,qld,rebalance,5281878,5027788,183096.67010118,123
2009-06-10,2009-10-02,1.597095,1.82603,13012,2979,0.1433,0.0,3,sso,rebalance,1988518,1975506,23760.3078901,114
2009-06-01,2009-12-02,0.564756,0.840697,58167,16051,0.4886,0.0,3,qld,rebalance,5027788,4969621,48900.840954273,184
2009-06-10,2009-12-02,1.597095,2.155286,48688,27177,0.3495,0.0,3,sso,rebalance,1975506,1926818,104936.54952865599,175
2007-04-10,2009-12-02,72.255044,118.443603,934,43140,0.6392,0.0,0,gld,rebalance,16140,15206,110626.325193594,967
2009-06-01,2010-04-05,0.564756,0.998851,397191,172419,0.7686,0.0,3,qld,rebalance,4969621,4572430,396734.797935939,308
2009-06-10,2010-04-05,1.597095,2.458718,61088,52635,0.5395,0.0,3,sso,rebalance,1926818,1865730,150198.14392537597,299
2007-04-10,2010-05-21,51.997245,61.985311,6433,64253,0.1921,0.0,0,tlt,rebalance,35392,28959,398751.50258802605,1137
2007-04-10,2010-05-21,77.745915,114.704853,2440,90180,0.4754,0.0,0,gld,rebalance,17725,15285,279879.84129804,1137
2009-06-01,2010-11-02,0.583639,1.159289,490930,282603,0.9863,0.0,3,qld,rebalance,4949909,4458979,569129.58627217,519
2009-06-01,2011-01-04,0.583639,1.287608,106814,75194,1.2062,0.0,3,qld,rebalance,4458979,4352165,137534.513272956,582
2009-06-10,2011-01-04,1.640816,2.834226,107911,128782,0.7273,0.0,3,sso,rebalance,2078863,1970952,305844.133613318,573
2007-04-10,2011-08-09,54.754483,68.833429,8460,119108,0.2571,0.0,0,tlt,rebalance,39904,31444,582330.81227562,1582
2009-06-10,2011-08-09,1.640816,2.257511,1970952,1215476,0.3758,0.0,3,sso,signal,1970952,0,4449445.993915777,790
2007-04-10,2011-08-09,84.407984,169.420203,4182,355521,1.0072,0.0,0,gld,rebalance,17325,13143,708515.289033822,1582
2009-06-01,2011-08-22,0.632673,1.062631,4825771,2074875,0.6796,0.0,3,qld,signal,4825771,0,5128011.527827837,812
2007-04-10,2011-10-04,54.754483,81.977476,3868,105299,0.4972,0.0,0,tlt,rebalance,31444,27576,317088.87545060803,1638
2007-04-10,2012-01-17,55.463213,80.384846,462,11514,0.4493,0.0,0,tlt,rebalance,28386,27924,37137.798769764,1743
2012-01-11,2012-03-02,1.345951,1.665412,358346,114477,0.2373,0.0,3,qld,rebalance,3890024,3531678,596793.632156926,51
2007-04-10,2012-06-04,58.727996,86.955591,6255,176564,0.4806,0.0,0,tlt,rebalance,32576,26321,543907.223400105,1882
2007-04-10,2012-06-04,95.260656,156.788215,483,29718,0.6459,0.0,0,gld,rebalance,15214,14731,75728.707852245,1882
2012-01-11,2012-07-03,1.352408,1.632077,149575,41831,0.2068,0.0,3,qld,rebalance,3755139,3605564,244117.9226597,174
2012-01-17,2012-07-03,2.894493,3.187152,88604,25931,0.1011,0.0,3,sso,rebalance,1933476,1844872,282394.39578349603,168
2012-01-11,2012-10-02,1.352408,1.860707,81811,41584,0.3758,0.0,3,qld,rebalance,3605564,3523753,152226.307085502,265
2012-01-17,2012-10-02,2.894493,3.61297,32834,23591,0.2482,0.0,3,sso,rebalance,1844872,1812038,118628.272543316,259
2007-04-10,2012-10-02,101.173491,171.952591,75,5308,0.6996,0.0,0,gld,rebalance,16279,16204,12896.444324774999,2002
2012-01-17,2013-03-04,2.894493,3.977283,177062,191721,0.3741,0.0,3,sso,rebalance,1812038,1634976,704225.726280314,412
2012-01-11,2013-05-02,1.368867,1.952497,112059,65401,0.4264,0.0,3,qld,rebalance,3664212,3552153,218794.84832415602,477
2012-01-17,2013-05-02,2.894493,4.36542,42987,63231,0.5082,0.0,3,sso,rebalance,1634976,1591989,187656.32381168398,471
2012-01-11,2013-06-04,1.368867,2.118109,145208,108796,0.5473,0.0,3,qld,rebalance,3552153,3406945,307566.306909232,510
2012-01-17,2013-06-04,2.894493,4.682323,52864,94512,0.6177,0.0,3,sso,rebalance,1591989,1539125,247526.31059609598,504
2012-01-11,2013-08-02,1.368867,2.302052,158780,148171,0.6817,0.0,3,qld,rebalance,3406945,3248165,365519.82656314,569
2012-01-17,2013-08-02,2.894493,5.046555,65709,141410,0.7435,0.0,3,sso,rebalance,1539125,1473416,331604.06803902,563
2007-04-10,2013-09-04,67.305122,72.459997,607,3129,0.0766,0.0,0,tlt,rebalance,43860,43253,43983.218122549006,2339
2007-04-10,2013-09-04,114.908448,134.206171,2390,46122,0.1679,0.0,0,gld,rebalance,25344,22954,320752.74868283,2339
2012-01-11,2013-09-04,1.368867,2.271496,10949,9883,0.6594,0.0,3,qld,rebalance,3248165,3237216,24870.609780643,602
2012-01-11,2013-10-02,1.368867,2.464608,167372,183396,0.8005,0.0,3,qld,rebalance,3237216,3069844,412506.35812521604,630
2012-01-17,2013-10-02,2.991435,4.95981,27434,54000,0.658,0.0,3,sso,rebalance,1555951,1528517,136067.421998332,624
2012-01-11,2013-12-03,1.368867,2.858469,157974,235318,1.0882,0.0,3,qld,rebalance,3069844,2911870,451563.74863145995,692
2012-01-17,2013-12-03,2.991435,5.646726,63854,169551,0.8876,0.0,3,sso,rebalance,1528517,1464663,360566.032362046,686
2012-01-11,2014-09-03,1.368867,3.954799,272111,703661,1.8891,0.0,3,qld,rebalance,2911870,2639759,1076144.2842942332,966
2012-01-17,2014-09-03,2.991435,7.152481,1315,5472,1.391,0.0,3,sso,rebalance,1464663,1463348,9405.512503165,960
2007-04-10,2015-01-05,69.193388,92.509306,2570,59922,0.337,0.0,0,tlt,rebalance,53261,50691,237748.91640200999,2827
2012-01-17,2015-01-05,2.991435,7.430946,17317,76879,1.4841,0.0,3,sso,rebalance,1463348,1446031,128681.693301994,1084
2012-01-11,2015-01-05,1.368867,4.129472,30604,84486,2.0167,0.0,3,qld,rebalance,2639759,2609155,126378.370452824,1090
2012-01-11,2015-07-02,1.368867,4.571942,156170,500224,2.3399,0.0,3,qld,rebalance,2609155,2452985,714000.16699151,1268
2007-04-10,2015-08-25,70.879138,91.336525,10625,217360,0.2886,0.0,0,tlt,rebalance,56485,45860,970450.577306875,3059
2007-04-10,2015-08-25,117.010724,109.679972,4159,-30489,-0.0627,0.0,0,gld,rebalance,42844,38685,456159.003523046,3059
2012-01-11,2015-11-03,1.548209,5.024785,287474,999425,2.2455,0.0,3,qld,rebalance,2628383,2340909,1444495.12502009,1392
2012-01-17,2015-11-03,3.25368,7.847811,48864,224488,1.412,0.0,3,sso,rebalance,1551478,1502614,383475.4232664,1386
2007-04-10,2016-01-14,74.489258,92.253584,9475,168317,0.2385,0.0,0,tlt,rebalance,56315,46840,874102.7128153499,3201
2007-04-10,2016-01-14,115.458843,103.43875,5302,-63731,-0.1041,0.0,0,gld,rebalance,46858,41556,548432.2525,3201
2012-01-11,2016-02-09,1.751863,3.448932,2550423,4328243,0.9687,0.0,3,qld,signal,2550423,0,8796235.67676561,1490
2007-04-10,2016-03-02,74.489258,95.468221,998,20937,0.2816,0.0,0,tlt,rebalance,46840,45842,95277.284097922,3249
