Date,equity,cash,rebalanced,spy_value,spy_weight,spy_signal,gld_value,gld_weight,gld_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2004-11-18,10000000,10000000,False,0,0.0,sell,0,0.0,buy,0,0.0,sell,0.0
2004-11-19,10008769,7500015,False,0,0.0,sell,2508755,0.2507,buy,0,0.0,sell,0.0
2004-11-22,10018293,7500015,False,0,0.0,sell,2518279,0.2514,buy,0,0.0,sell,0.0
2004-11-23,10007089,7500015,False,0,0.0,sell,2507074,0.2505,buy,0,0.0,sell,-0.11
2004-11-24,10023896,7500015,False,0,0.0,sell,2523881,0.2518,buy,0,0.0,sell,0.0
2004-11-26,10037342,7500015,False,0,0.0,sell,2537327,0.2528,buy,0,0.0,sell,0.0
2004-11-29,10043504,7500015,False,0,0.0,sell,2543490,0.2532,buy,0,0.0,sell,0.0
2004-11-30,10027817,7500015,False,0,0.0,sell,2527803,0.2521,buy,0,0.0,sell,-0.16
2004-12-01,10042384,7500015,False,0,0.0,sell,2542369,0.2532,buy,0,0.0,sell,-0.01
2004-12-02,10018293,7500015,False,0,0.0,sell,2518279,0.2514,buy,0,0.0,sell,-0.25
2004-12-03,10054709,7500015,False,0,0.0,sell,2554694,0.2541,buy,0,0.0,sell,0.0
2004-12-06,10030619,7500015,False,0,0.0,sell,2530604,0.2523,buy,0,0.0,sell,-0.24
2004-12-07,10027257,7500015,False,0,0.0,sell,2527243,0.252,buy,0,0.0,sell,-0.27
2004-12-08,9965631,7500015,False,0,0.0,sell,2465616,0.2474,buy,0,0.0,sell,-0.89
2004-12-09,9952745,7500015,False,0,0.0,sell,2452731,0.2464,buy,0,0.0,buy,-1.01
2004-12-10,9927510,5971689,True,0,0.0,sell,2469086,0.2487,buy,1486734,0.1498,buy,-1.27
2004-12-13,9957403,5971689,False,0,0.0,sell,2495800,0.2506,buy,1489913,0.1496,buy,-0.97
2004-12-14,9942797,5971689,False,0,0.0,sell,2475338,0.249,buy,1495770,0.1504,buy,-1.11
2004-12-15,9981362,5971689,False,0,0.0,sell,2500348,0.2505,buy,1509325,0.1512,buy,-0.73
2004-12-16,9941484,5971689,False,0,0.0,sell,2482728,0.2497,buy,1487068,0.1496,buy,-1.13
2004-12-17,9968466,5971689,False,0,0.0,sell,2511715,0.252,buy,1485062,0.149,buy,-0.86
2004-12-20,9979669,5971689,False,0,0.0,sell,2520241,0.2525,buy,1487738,0.1491,buy,-0.75
2004-12-21,9977366,5971689,False,0,0.0,sell,2513421,0.2519,buy,1492256,0.1496,buy,-0.77
2004-12-22,9960978,5971689,False,0,0.0,sell,2502053,0.2512,buy,1487236,0.1493,buy,-0.93
2004-12-23,9970335,5971689,False,0,0.0,sell,2516263,0.2524,buy,1482383,0.1487,buy,-0.84
2004-12-27,9970725,5971689,False,0,0.0,sell,2528199,0.2536,buy,1470837,0.1475,buy,-0.84
2004-12-28,9963301,5971689,False,0,0.0,sell,2521946,0.2531,buy,1469666,0.1475,buy,-0.91
2004-12-29,9921440,5971689,False,0,0.0,sell,2481591,0.2501,buy,1468160,0.148,buy,-1.33
2004-12-30,9940976,5971689,False,0,0.0,sell,2491253,0.2506,buy,1478033,0.1487,buy,-1.13
2004-12-31,9948593,5971689,False,0,0.0,sell,2489548,0.2502,buy,1487356,0.1495,buy,-1.06
2005-01-03,9907450,5971689,False,0,0.0,sell,2445214,0.2468,buy,1490547,0.1504,buy,-1.46
2005-01-04,9875913,5971689,False,0,0.0,sell,2429299,0.246,buy,1474925,0.1493,buy,-1.78
2005-01-05,9879828,5971689,False,0,0.0,sell,2425320,0.2455,buy,1482819,0.1501,buy,-1.74
2005-01-06,9851282,5971689,False,0,0.0,sell,2395764,0.2432,buy,1483828,0.1506,buy,-2.02
2005-01-07,9837021,5971689,False,0,0.0,sell,2378144,0.2418,buy,1487188,0.1512,buy,-2.17
2005-01-10,9845624,5971689,False,0,0.0,sell,2384396,0.2422,buy,1489538,0.1513,buy,-2.08
2005-01-11,9869136,5971689,False,0,0.0,sell,2399174,0.2431,buy,1498272,0.1518,buy,-1.85
2005-01-12,9893320,5971689,False,0,0.0,sell,2421341,0.2447,buy,1500289,0.1516,buy,-1.61
2005-01-13,9907764,5971689,False,0,0.0,sell,2421341,0.2444,buy,1514733,0.1529,buy,-1.46
2005-01-14,9891681,5971689,False,0,0.0,sell,2405426,0.2432,buy,1514565,0.1531,buy,-1.62
2005-01-18,9896722,5971689,False,0,0.0,sell,2405426,0.2431,buy,1519606,0.1535,buy,-1.57
2005-01-19,9897678,5971689,False,0,0.0,sell,2402016,0.2427,buy,1523972,0.154,buy,-1.56
2005-01-20,9900133,5971689,False,0,0.0,sell,2401448,0.2426,buy,1526996,0.1542,buy,-1.54
2005-01-21,9929665,5971689,False,0,0.0,sell,2429299,0.2447,buy,1528677,0.154,buy,-1.24
2005-01-24,9937919,5971689,False,0,0.0,sell,2431004,0.2446,buy,1535225,0.1545,buy,-1.16
2005-01-25,9893349,5971689,False,0,0.0,sell,2400879,0.2427,buy,1520780,0.1537,buy,-1.6
2005-01-26,9921782,5971689,False,0,0.0,sell,2426457,0.2446,buy,1523636,0.1536,buy,-1.32
2005-01-27,9914948,5971689,False,0,0.0,sell,2422478,0.2443,buy,1520780,0.1534,buy,-1.39
2005-01-28,9934212,5971689,False,0,0.0,buy,2426457,0.2443,buy,1536066,0.1546,buy,-1.2
2005-01-31,9904130,45,True,5953234,0.6011,buy,2456655,0.248,buy,1494196,0.1509,buy,-1.5
2005-02-01,9932564,45,False,5991021,0.6032,buy,2449673,0.2466,buy,1491826,0.1502,buy,-1.21
2005-02-02,9957625,45,False,6009157,0.6035,buy,2453164,0.2464,buy,1495260,0.1502,buy,-0.97
