날짜,실제_종가,시뮬_종가,실제_일일수익률,시뮬_일일수익률,일일수익률_차이,가격_차이_비율,실제_누적수익률,시뮬_누적수익률,누적수익률_차이
2010-02-11,0.2067,0.2067,,,,0.0,0.0,0.0,0.0
2010-02-12,0.2076,0.208,0.4093,0.6096,-0.2004,0.1996,0.4093,0.6096,-0.2004
2010-02-16,0.2156,0.2159,3.8735,3.8305,0.043,0.1581,4.2986,4.4635,-0.1649
2010-02-17,0.2193,0.2196,1.6971,1.6836,0.0135,0.1448,6.0686,6.2223,-0.1536
2010-02-18,0.2234,0.2237,1.8959,1.8762,0.0197,0.1255,8.0796,8.2152,-0.1356
2010-02-19,0.2234,0.2234,0.0,-0.1423,0.1423,-0.0171,8.0796,8.0611,0.0184
2010-02-22,0.2219,0.222,-0.7018,-0.6108,-0.091,0.0746,7.321,7.4011,-0.08
2010-02-23,0.2132,0.2134,-3.9044,-3.8977,-0.0067,0.0816,3.1308,3.2149,-0.0841
2010-02-24,0.2196,0.2199,3.024,3.0484,-0.0244,0.1052,6.2495,6.3614,-0.1118
2010-02-25,0.2195,0.2197,-0.0569,-0.0758,0.0189,0.0863,6.1891,6.2807,-0.0917
2010-02-26,0.2223,0.222,1.2473,1.0676,0.1797,-0.0913,7.5136,7.4154,0.0982
2010-03-01,0.2318,0.2317,4.2893,4.3478,-0.0585,-0.0353,12.1252,12.0856,0.0396
2010-03-02,0.2332,0.2338,0.6014,0.9161,-0.3147,0.2774,12.7995,13.1124,-0.3129
2010-03-03,0.2345,0.2346,0.5554,0.3204,0.2349,0.0431,13.426,13.4749,-0.0489
2010-03-04,0.2371,0.2369,1.1038,0.9782,0.1256,-0.0812,14.6779,14.5848,0.0931
2010-03-05,0.2475,0.2476,4.4204,4.5158,-0.0954,0.0102,19.7471,19.7593,-0.0122
2010-03-08,0.2489,0.249,0.5332,0.5724,-0.0392,0.0492,20.3856,20.4448,-0.0592
2010-03-09,0.2533,0.2531,1.7701,1.6676,0.1024,-0.0515,22.5166,22.4534,0.0631
2010-03-10,0.2595,0.2593,2.4472,2.4274,0.0198,-0.0709,25.5148,25.4259,0.0889
2010-03-11,0.2619,0.2622,0.9207,1.1361,-0.2153,0.1424,26.6705,26.8508,-0.1803
2010-03-12,0.2624,0.2624,0.2284,0.0546,0.1738,-0.0313,26.9598,26.9201,0.0397
2010-03-15,0.2607,0.2604,-0.6737,-0.7691,0.0954,-0.1273,26.1045,25.944,0.1605
2010-03-16,0.2656,0.2653,1.8912,1.8964,-0.0052,-0.1222,28.4894,28.3324,0.157
2010-03-17,0.2675,0.2674,0.6931,0.8115,-0.1184,-0.0047,29.38,29.3739,0.0061
2010-03-18,0.2702,0.2701,1.0144,0.9982,0.0162,-0.0207,30.6924,30.6653,0.027
2010-03-19,0.2654,0.2652,-1.7689,-1.8235,0.0545,-0.0762,28.3806,28.2827,0.0978
2010-03-22,0.2726,0.2724,2.701,2.7076,-0.0066,-0.0698,31.8481,31.7561,0.092
2010-03-23,0.2783,0.278,2.0917,2.0571,0.0346,-0.1037,34.6059,34.4664,0.1395
2010-03-24,0.2743,0.274,-1.4224,-1.4389,0.0165,-0.1204,32.6912,32.5315,0.1597
2010-03-25,0.2726,0.2727,-0.6263,-0.446,-0.1803,0.0609,31.8602,31.9404,-0.0802
2010-03-26,0.274,0.2736,0.5209,0.3039,0.2171,-0.1552,32.5471,32.3413,0.2057
2010-03-29,0.2778,0.2775,1.3715,1.4287,-0.0571,-0.0989,34.365,34.2321,0.1329
2010-03-30,0.2807,0.2802,1.0484,0.9865,0.0619,-0.1601,35.7737,35.5563,0.2174
2010-03-31,0.2769,0.2762,-1.3478,-1.4348,0.0869,-0.2481,33.9437,33.6114,0.3323
2010-04-01,0.2763,0.2762,-0.1976,-0.0091,-0.1884,-0.0598,33.6791,33.5992,0.0799
2010-04-05,0.2843,0.2839,2.891,2.794,0.097,-0.154,37.5437,37.332,0.2118
2010-04-06,0.2865,0.2863,0.7618,0.855,-0.0932,-0.0616,38.5915,38.5061,0.0854
2010-04-07,0.2849,0.2842,-0.5648,-0.7476,0.1829,-0.2454,37.8088,37.4706,0.3382
2010-04-08,0.2859,0.2861,0.3584,0.6696,-0.3112,0.0639,38.3027,38.3911,-0.0884
2010-04-09,0.291,0.2912,1.8017,1.7757,0.026,0.0383,40.7945,40.8485,-0.054
2010-04-12,0.2922,0.2918,0.402,0.2356,0.1664,-0.1274,41.3605,41.1803,0.1802
2010-04-13,0.2966,0.2963,1.5081,1.5194,-0.0113,-0.1164,43.4924,43.3254,0.167
2010-04-14,0.3071,0.3069,3.524,3.5797,-0.0557,-0.0626,48.549,48.456,0.093
2010-04-15,0.3112,0.3109,1.3374,1.3132,0.0242,-0.0865,50.5358,50.4056,0.1302
2010-04-16,0.3001,0.2997,-3.5593,-3.5998,0.0405,-0.1284,45.1778,44.9913,0.1864
2010-04-19,0.2996,0.2992,-0.1576,-0.1908,0.0332,-0.1616,44.9489,44.7147,0.2343
2010-04-20,0.3041,0.3037,1.4788,1.5059,-0.0271,-0.1349,47.0924,46.894,0.1985
2010-04-21,0.3094,0.3088,1.7598,1.6794,0.0804,-0.2139,49.681,49.3608,0.3201
2010-04-22,0.314,0.3139,1.4802,1.6699,-0.1897,-0.0273,51.8965,51.855,0.0415
2010-04-23,0.3182,0.3178,1.3239,1.2431,0.0808,-0.107,53.9075,53.7427,0.1647
2010-04-26,0.3158,0.3157,-0.743,-0.6623,-0.0807,-0.0258,52.7639,52.7245,0.0394
2010-04-27,0.2963,0.2956,-6.1718,-6.3771,0.2053,-0.2445,43.3356,42.9851,0.3505
2010-04-28,0.297,0.2961,0.2349,0.1734,0.0615,-0.3057,43.6723,43.2331,0.4393
2010-04-29,0.3122,0.3115,5.1044,5.2167,-0.1123,-0.1992,51.006,50.7051,0.3009
2010-04-30,0.2938,0.2931,-5.8928,-5.922,0.0291,-0.2301,42.1074,41.7804,0.327
2010-05-03,0.3058,0.3054,4.0839,4.1949,-0.111,-0.1237,47.9109,47.7279,0.183
2010-05-04,0.2787,0.2778,-8.8406,-9.0218,0.1813,-0.3223,34.8347,34.4001,0.4346
2010-05-05,0.2741,0.2735,-1.6432,-1.5577,-0.0855,-0.2357,32.6192,32.3066,0.3126
2010-05-06,0.2473,0.2461,-9.7969,-10.0339,0.2371,-0.4979,19.6266,19.031,0.5956
2010-05-07,0.2293,0.2276,-7.2773,-7.4819,0.2047,-0.7175,10.9211,10.1252,0.7959
2010-05-10,0.2635,0.2631,14.9153,15.5823,-0.667,-0.1413,27.4653,27.2852,0.1801
2010-05-11,0.2633,0.2623,-0.066,-0.3231,0.2571,-0.3982,27.3811,26.8739,0.5072
2010-05-12,0.2775,0.2771,5.3881,5.6489,-0.2608,-0.1517,34.2446,34.0409,0.2036
2010-05-13,0.265,0.2639,-4.5206,-4.7604,0.2398,-0.4024,28.1759,27.6601,0.5158
2010-05-14,0.2487,0.2487,-6.1533,-5.7771,-0.3761,-0.0033,20.2889,20.285,0.0039
2010-05-17,0.252,0.251,1.3516,0.9498,0.4019,-0.3998,21.9148,21.4274,0.4874
2010-05-18,0.2424,0.2406,-3.8223,-4.151,0.3287,-0.7401,17.2548,16.387,0.8678
2010-05-19,0.236,0.2348,-2.6392,-2.3999,-0.2393,-0.4962,14.1603,13.5939,0.5664
2010-05-20,0.2121,0.2086,-10.1152,-11.1467,1.0315,-1.6381,2.6127,0.9319,1.6809
2010-05-21,0.2138,0.2155,0.7746,3.3053,-2.5307,0.8321,3.4075,4.2679,-0.8604
2010-05-24,0.2155,0.2129,0.8271,-1.2132,2.0403,-1.2083,4.2628,3.003,1.2598
2010-05-25,0.214,0.2135,-0.7048,0.2596,-0.9643,-0.2489,3.528,3.2703,0.2577
2010-05-26,0.2074,0.2063,-3.0938,-3.365,0.2712,-0.5281,0.3251,-0.2047,0.5298
2010-05-27,0.2298,0.2297,10.8259,11.3258,-0.4999,-0.0794,11.1862,11.0979,0.0883
2010-05-28,0.2266,0.2256,-1.397,-1.7751,0.3781,-0.4626,9.6329,9.1258,0.5071
2010-06-01,0.2204,0.2193,-2.7675,-2.772,0.0046,-0.4672,6.5988,6.1008,0.4981
2010-06-02,0.2359,0.2349,7.0371,7.0959,-0.0588,-0.4125,14.1003,13.6296,0.4707
2010-06-03,0.242,0.2416,2.596,2.8451,-0.2492,-0.1707,17.0623,16.8625,0.1998
2010-06-04,0.2181,0.2167,-9.8748,-10.2895,0.4147,-0.63,5.5026,4.8379,0.6647
2010-06-07,0.2054,0.2049,-5.7975,-5.4647,-0.3328,-0.279,-0.6139,-0.8912,0.2773
2010-06-08,0.2043,0.2037,-0.5573,-0.551,-0.0063,-0.2727,-1.1678,-1.4373,0.2695
2010-06-09,0.1998,0.1986,-2.2055,-2.5208,0.3153,-0.5943,-3.3475,-3.9219,0.5744
2010-06-10,0.2164,0.2156,8.2973,8.5486,-0.2513,-0.3636,4.672,4.2914,0.3806
2010-06-11,0.222,0.2217,2.6112,2.8533,-0.2422,-0.1285,7.4052,7.2672,0.138
2010-06-14,0.2222,0.2216,0.0563,-0.0749,0.1312,-0.2595,7.4657,7.1868,0.2789
2010-06-15,0.2384,0.2394,7.3049,8.0368,-0.7318,0.4208,15.316,15.8012,-0.4852
2010-06-16,0.2432,0.2423,2.0153,1.2114,0.8039,-0.3706,17.6399,17.204,0.4359
2010-06-17,0.2456,0.2446,1.0034,0.9505,0.0529,-0.4227,18.8202,18.3179,0.5023
2010-06-18,0.2463,0.2452,0.2732,0.2402,0.033,-0.4555,19.1448,18.6021,0.5427
2010-06-21,0.2398,0.2389,-2.6273,-2.5622,-0.0651,-0.3889,16.0145,15.5633,0.4512
2010-06-22,0.2341,0.2333,-2.3663,-2.3264,-0.0399,-0.3482,13.2692,12.8748,0.3944
2010-06-23,0.231,0.2304,-1.3393,-1.2417,-0.0976,-0.2496,11.7522,11.4733,0.2789
2010-06-24,0.2198,0.2199,-4.8486,-4.5693,-0.2794,0.0433,6.3337,6.3797,-0.046
2010-06-25,0.2197,0.22,-0.0678,0.0506,-0.1184,0.1618,6.2616,6.4336,-0.1719
2010-06-28,0.2177,0.2177,-0.8955,-1.0691,0.1736,-0.0137,5.3101,5.2957,0.0144
2010-06-29,0.1934,0.1925,-11.1591,-11.5808,0.4216,-0.4882,-6.4416,-6.8983,0.4567
2010-06-30,0.1838,0.1837,-4.942,-4.5743,-0.3677,-0.1032,-11.0653,-11.1571,0.0918
2010-07-01,0.1821,0.1821,-0.9753,-0.8519,-0.1233,0.0212,-11.9326,-11.9139,-0.0187
2010-07-02,0.1811,0.1805,-0.5465,-0.8542,0.3076,-0.2882,-12.414,-12.6663,0.2524
2010-07-06,0.182,0.1822,0.5225,0.9091,-0.3866,0.0954,-11.9563,-11.8724,-0.084
2010-07-07,0.1992,0.1996,9.4498,9.5687,-0.1188,0.204,-3.6363,-3.4397,-0.1966
2010-07-08,0.2026,0.2029,1.6867,1.6288,0.0579,0.1469,-2.0109,-1.867,-0.144
2010-07-09,0.2082,0.2086,2.8021,2.8418,-0.0397,0.1856,0.7348,0.9218,-0.187
2010-07-12,0.2106,0.2104,1.1357,0.865,0.2707,-0.0826,1.8789,1.7948,0.0841
2010-07-13,0.2178,0.2186,3.4154,3.8794,-0.464,0.3657,5.3585,5.7438,-0.3853
2010-07-14,0.2213,0.2219,1.5997,1.513,0.0866,0.2801,7.0439,7.3437,-0.2999
2010-07-15,0.2221,0.2225,0.3489,0.2545,0.0944,0.1858,7.4173,7.6169,-0.1996
2010-07-16,0.2042,0.204,-8.0486,-8.2985,0.2499,-0.0865,-1.2282,-1.3137,0.0855
2010-07-19,0.2088,0.2092,2.2559,2.5622,-0.3063,0.2128,0.9999,1.2148,-0.2149
2010-07-20,0.2154,0.2168,3.1592,3.6135,-0.4543,0.6541,4.1907,4.8722,-0.6815
2010-07-21,0.2078,0.2079,-3.5021,-4.1185,0.6164,0.0112,0.5418,0.553,-0.0112
2010-07-22,0.2219,0.2236,6.7427,7.5852,-0.8424,0.8005,7.321,8.1801,-0.8591
2010-07-23,0.2276,0.2279,2.6031,1.8918,0.7113,0.1017,10.1147,10.2267,-0.112
2010-07-26,0.2326,0.2335,2.1974,2.466,-0.2686,0.3648,12.5344,12.9449,-0.4105
2010-07-27,0.2326,0.2332,-0.0211,-0.138,0.1169,0.2474,12.5107,12.789,-0.2783
2010-07-28,0.2278,0.2276,-2.0444,-2.4002,0.3558,-0.1167,10.2105,10.0819,0.1286
2010-07-29,0.2224,0.2225,-2.3816,-2.2242,-0.1575,0.0444,7.5857,7.6335,-0.0478
2010-07-30,0.2239,0.2239,0.683,0.6474,0.0356,0.009,8.3205,8.3303,-0.0098
2010-08-02,0.236,0.2365,5.3801,5.6229,-0.2428,0.2395,14.1482,14.4215,-0.2734
2010-08-03,0.2335,0.2335,-1.0336,-1.2945,0.2609,-0.0248,12.9683,12.9403,0.028
2010-08-04,0.2403,0.2405,2.8883,3.0251,-0.1368,0.1082,16.2312,16.3569,-0.1257
2010-08-05,0.2389,0.2388,-0.5902,-0.7121,0.1219,-0.0146,15.5453,15.5284,0.0169
2010-08-06,0.2377,0.2377,-0.4693,-0.4575,-0.0118,-0.0028,15.003,14.9998,0.0032
2010-08-09,0.2419,0.2426,1.7486,2.0442,-0.2956,0.2877,17.0139,17.3506,-0.3367
2010-08-10,0.2368,0.2362,-2.12,-2.6218,0.5019,-0.2265,14.5333,14.2738,0.2594
2010-08-11,0.2173,0.2169,-8.2315,-8.1726,-0.0589,-0.1625,5.1055,4.9347,0.1708
2010-08-12,0.2111,0.2117,-2.8186,-2.388,-0.4306,0.2799,2.143,2.4289,-0.2859
2010-08-13,0.2069,0.2072,-1.992,-2.1404,0.1485,0.128,0.1084,0.2365,-0.1281
2010-08-16,0.2081,0.2083,0.5654,0.5277,0.0377,0.0904,0.6743,0.7654,-0.0911
2010-08-17,0.216,0.2162,3.8037,3.8078,-0.0041,0.0944,4.5037,4.6024,-0.0987
2010-08-18,0.218,0.2188,0.8985,1.1811,-0.2826,0.3747,5.4427,5.8378,-0.3951
2010-08-19,0.21,0.2088,-3.6771,-4.5534,0.8763,-0.5385,1.5654,1.0185,0.5469
2010-08-20,0.2092,0.2096,-0.3439,0.3923,-0.7362,0.1963,1.2161,1.4148,-0.1986
2010-08-23,0.2035,0.2035,-2.7596,-2.9478,0.1882,0.0023,-1.577,-1.5747,-0.0023
2010-08-24,0.1918,0.1921,-5.7378,-5.6069,-0.1308,0.1412,-7.2243,-7.0933,-0.131
2010-08-25,0.1975,0.1976,2.9981,2.8775,0.1206,0.0239,-4.4427,-4.4199,-0.0228
2010-08-26,0.1911,0.1904,-3.2637,-3.6169,0.3532,-0.3413,-7.5615,-7.877,0.3155
2010-08-27,0.1974,0.1974,3.3084,3.6427,-0.3343,-0.0188,-4.5032,-4.5212,0.018
2010-08-30,0.191,0.1912,-3.2405,-3.1404,-0.1001,0.0846,-7.5978,-7.5196,-0.0782
2010-08-31,0.1901,0.1892,-0.4953,-1.0409,0.5456,-0.4642,-8.0554,-8.4822,0.4268
2010-09-01,0.206,0.2061,8.3818,8.9647,-0.5829,0.0711,-0.3488,-0.2779,-0.0709
2010-09-02,0.2131,0.213,3.4316,3.3421,0.0895,-0.0154,3.0708,3.0549,0.0159
2010-09-03,0.2239,0.2236,5.0932,4.9623,0.131,-0.1401,8.3205,8.1688,0.1517
2010-09-07,0.2185,0.2191,-2.4344,-2.0303,-0.4041,0.2735,5.6836,5.9726,-0.2891
2010-09-08,0.2262,0.227,3.5319,3.6013,-0.0695,0.3408,9.4162,9.789,-0.3729
2010-09-09,0.229,0.2296,1.2653,1.1587,0.1066,0.2351,10.8007,11.0612,-0.2605
2010-09-10,0.2315,0.2321,1.0762,1.0892,-0.013,0.248,11.9931,12.2708,-0.2777
2010-09-13,0.2417,0.2418,4.408,4.1755,0.2325,0.0248,16.9297,16.9587,-0.0289
2010-09-14,0.2448,0.2448,1.2668,1.261,0.0058,0.019,18.411,18.4335,-0.0225
2010-09-15,0.2489,0.2494,1.6979,1.8876,-0.1898,0.2056,20.4214,20.6691,-0.2476
2010-09-16,0.2524,0.2524,1.41,1.1847,0.2253,-0.017,22.1194,22.0986,0.0208
2010-09-17,0.2551,0.2549,1.0648,1.007,0.0578,-0.0742,23.4197,23.3282,0.0915
2010-09-20,0.2684,0.2683,5.2099,5.2422,-0.0323,-0.0434,29.8497,29.7933,0.0564
2010-09-21,0.2676,0.2681,-0.3152,-0.0705,-0.2447,0.2019,29.4404,29.7018,-0.2613
2010-09-22,0.2663,0.266,-0.4746,-0.8081,0.3335,-0.1339,28.8261,28.6536,0.1724
2010-09-23,0.2655,0.2656,-0.2993,-0.1322,-0.1671,0.0335,28.4405,28.4835,-0.043
2010-09-24,0.2805,0.2818,5.6627,6.0933,-0.4306,0.4412,35.7137,36.3125,-0.5988
2010-09-27,0.2773,0.2772,-1.1446,-1.6401,0.4955,-0.0623,34.1604,34.0768,0.0835
2010-09-28,0.278,0.2768,0.251,-0.1306,0.3816,-0.4426,34.4971,33.9017,0.5953
2010-09-29,0.2758,0.2754,-0.8053,-0.4951,-0.3102,-0.1313,33.414,33.2387,0.1752
2010-09-30,0.2721,0.2717,-1.3543,-1.348,-0.0063,-0.125,31.6072,31.4426,0.1645
2010-10-01,0.2712,0.2707,-0.3106,-0.3759,0.0653,-0.1905,31.1984,30.9485,0.2499
2010-10-04,0.2618,0.2619,-3.4692,-3.2531,-0.2161,0.033,26.6468,26.6886,-0.0418
2010-10-05,0.2813,0.281,7.4445,7.2928,0.1517,-0.1083,36.0751,35.9277,0.1474
2010-10-06,0.2741,0.2737,-2.5486,-2.6066,0.058,-0.1678,32.6071,32.3846,0.2225
2010-10-07,0.2768,0.2766,0.9806,1.0878,-0.1073,-0.0617,33.9074,33.8247,0.0826
2010-10-08,0.2824,0.2823,2.0144,2.0552,-0.0409,-0.0217,36.6048,36.5751,0.0296
2010-10-11,0.283,0.2826,0.2026,0.1116,0.091,-0.1124,36.8815,36.7275,0.1539
2010-10-12,0.2888,0.2884,2.0763,2.0404,0.0359,-0.1476,39.7235,39.5173,0.2062
2010-10-13,0.2959,0.2955,2.4298,2.4456,-0.0158,-0.1322,43.1184,42.9293,0.1892
2010-10-14,0.2942,0.2937,-0.555,-0.6029,0.0479,-0.1803,42.3241,42.0675,0.2566
2010-10-15,0.313,0.3124,6.3791,6.3575,0.0216,-0.2006,51.4031,51.0994,0.3037
2010-10-18,0.313,0.3089,0.0,-1.1161,1.1161,-1.3145,51.4031,49.413,1.9902
2010-10-19,0.3005,0.3002,-3.9766,-2.816,-1.1607,-0.1216,45.3824,45.2055,0.1768
2010-10-20,0.3068,0.3067,2.079,2.175,-0.096,-0.0277,48.4048,48.3637,0.0411
2010-10-21,0.3089,0.3085,0.6976,0.5772,0.1204,-0.1472,49.4401,49.2201,0.22
2010-10-22,0.3149,0.3148,1.95,2.0381,-0.0881,-0.0609,52.3542,52.2614,0.0928
2010-10-25,0.3197,0.3193,1.5174,1.4433,0.0741,-0.1339,54.666,54.4589,0.207
2010-10-26,0.3216,0.3219,0.5993,0.8003,-0.2011,0.0657,55.5929,55.6951,-0.1023
2010-10-27,0.325,0.3248,1.0294,0.9135,0.1159,-0.0491,57.1945,57.1174,0.0772
2010-10-28,0.3268,0.3268,0.5745,0.6233,-0.0488,-0.0006,58.0977,58.0968,0.0009
2010-10-29,0.3252,0.3245,-0.4801,-0.6975,0.2174,-0.219,57.3387,56.9941,0.3446
2010-11-01,0.326,0.3253,0.23,0.2209,0.0091,-0.228,57.7006,57.341,0.3596
2010-11-02,0.3359,0.3357,3.031,3.208,-0.177,-0.0566,62.4805,62.3885,0.092
2010-11-03,0.3407,0.3402,1.4452,1.3553,0.0899,-0.1451,64.8286,64.5894,0.2392
2010-11-04,0.3528,0.3527,3.543,3.6687,-0.1258,-0.0239,70.6684,70.6277,0.0407
2010-11-05,0.3532,0.3527,0.1199,-0.009,0.1289,-0.1526,70.873,70.6122,0.2608
2010-11-08,0.3541,0.354,0.2539,0.3823,-0.1284,-0.0248,71.3069,71.2645,0.0424
2010-11-09,0.3484,0.3483,-1.6169,-1.6281,0.0112,-0.0361,68.537,68.4762,0.0608
2010-11-10,0.3537,0.3535,1.529,1.5064,0.0226,-0.0583,71.1139,71.0141,0.0998
2010-11-11,0.3478,0.3468,-1.6818,-1.9078,0.226,-0.2881,68.2361,67.7515,0.4847
2010-11-12,0.3301,0.3298,-5.0886,-4.8985,-0.1901,-0.0883,59.6752,59.5342,0.1411
2010-11-15,0.3265,0.326,-1.071,-1.1516,0.0806,-0.1698,57.9652,57.697,0.2682
2010-11-16,0.3103,0.3099,-4.962,-4.9412,-0.0208,-0.148,50.127,49.9048,0.2221
2010-11-17,0.3133,0.3126,0.9461,0.8655,0.0805,-0.2276,51.5473,51.2023,0.345
2010-11-18,0.3278,0.3276,4.6483,4.8166,-0.1683,-0.0672,58.5916,58.4851,0.1065
2010-11-19,0.3286,0.3283,0.2352,0.2198,0.0154,-0.0825,58.9646,58.8334,0.1312
2010-11-22,0.3373,0.3366,2.636,2.5067,0.1293,-0.2084,63.1548,62.8148,0.34
2010-11-23,0.3213,0.3205,-4.7232,-4.7717,0.0485,-0.2592,55.4487,55.0457,0.403
2010-11-24,0.3401,0.3399,5.8402,6.0404,-0.2002,-0.0705,64.5272,64.4111,0.1161
2010-11-26,0.338,0.3331,-0.6292,-1.9857,1.3564,-1.4346,63.492,61.1465,2.3455
2010-11-29,0.3333,0.3323,-1.3918,-0.2365,-1.1554,-0.2797,61.2164,60.7654,0.451
2010-11-30,0.3206,0.3202,-3.8015,-3.6502,-0.1512,-0.123,55.0878,54.8971,0.1907
2010-12-01,0.341,0.3405,6.3585,6.3262,0.0322,-0.1533,64.949,64.6962,0.2528
2010-12-02,0.3513,0.3508,3.0365,3.0367,-0.0001,-0.1531,69.9578,69.6975,0.2603
2010-12-03,0.3543,0.3535,0.8362,0.7727,0.0635,-0.216,71.379,71.0088,0.3702
2010-12-06,0.3536,0.3531,-0.1759,-0.1203,-0.0556,-0.1605,71.0776,70.8031,0.2745
2010-12-07,0.354,0.3536,0.0916,0.1581,-0.0665,-0.0941,71.2344,71.0732,0.1612
2010-12-08,0.3589,0.3575,1.3854,1.1046,0.2808,-0.3708,73.6067,72.9629,0.6438
2010-12-09,0.3592,0.3585,0.1037,0.2684,-0.1647,-0.2069,73.7866,73.4271,0.3596
2010-12-10,0.3668,0.3656,2.0997,1.9862,0.1134,-0.3177,77.4356,76.8718,0.5638
2010-12-13,0.3625,0.3618,-1.174,-1.055,-0.119,-0.1978,75.3525,75.0057,0.3468
2010-12-14,0.364,0.3637,0.4188,0.5435,-0.1248,-0.0738,76.0869,75.957,0.1299
2010-12-15,0.3603,0.3589,-1.0189,-1.3325,0.3136,-0.3903,74.2926,73.6123,0.6803
2010-12-16,0.3678,0.3672,2.0866,2.3174,-0.2308,-0.1651,77.9295,77.6356,0.2938
2010-12-17,0.3689,0.3681,0.3045,0.2554,0.0491,-0.214,78.4713,78.0893,0.3819
2010-12-20,0.3699,0.3689,0.2697,0.2112,0.0585,-0.2723,78.9526,78.4653,0.4872
2010-12-21,0.376,0.3756,1.6484,1.8056,-0.1572,-0.1181,81.9025,81.6877,0.2148
2010-12-22,0.3764,0.3753,0.1058,-0.0636,0.1695,-0.2871,82.095,81.5721,0.5229
2010-12-23,0.3736,0.3724,-0.7603,-0.7742,0.0139,-0.3011,80.7105,80.1663,0.5442
2010-12-27,0.3737,0.373,0.0402,0.1554,-0.1152,-0.1863,80.7831,80.4463,0.3368
2010-12-28,0.3721,0.3709,-0.433,-0.5566,0.1237,-0.3103,80.0004,79.4418,0.5586
2010-12-29,0.3743,0.3733,0.5953,0.6494,-0.0542,-0.2566,81.0719,80.6072,0.4647
2010-12-30,0.3715,0.3707,-0.7515,-0.7208,-0.0307,-0.2257,79.7111,79.3054,0.4057
2010-12-31,0.3681,0.3666,-0.9179,-1.1067,0.1888,-0.4159,78.0615,77.321,0.7405
2011-01-03,0.3847,0.3837,4.5171,4.6735,-0.1563,-0.2669,86.1048,85.6081,0.4967
2011-01-04,0.3841,0.3828,-0.1552,-0.2259,0.0707,-0.3375,85.816,85.1888,0.6272
2011-01-05,0.3936,0.3926,2.4818,2.5423,-0.0605,-0.2787,90.4276,89.8969,0.5307
2011-01-06,0.3972,0.3963,0.9044,0.9598,-0.0555,-0.2238,92.1497,91.7196,0.4301
2011-01-07,0.3963,0.3952,-0.2321,-0.2772,0.045,-0.2689,91.7037,91.1882,0.5155
2011-01-10,0.4007,0.3996,1.1244,1.1188,0.0057,-0.2745,93.8593,93.3272,0.5321
2011-01-11,0.4026,0.4013,0.4596,0.419,0.0406,-0.3148,94.7504,94.1373,0.6131
2011-01-12,0.4108,0.4099,2.0281,2.128,-0.0998,-0.2172,98.7002,98.2685,0.4317
2011-01-13,0.412,0.4103,0.315,0.0972,0.2179,-0.434,99.3261,98.4611,0.865
2011-01-14,0.421,0.4194,2.1687,2.218,-0.0493,-0.3859,103.6489,102.8629,0.786
2011-01-18,0.4243,0.4229,0.7979,0.8332,-0.0353,-0.351,105.2738,104.5532,0.7206
2011-01-19,0.4101,0.4084,-3.3492,-3.4203,0.0711,-0.4243,98.3988,97.557,0.8418
2011-01-20,0.4009,0.3997,-2.2456,-2.1325,-0.1131,-0.3091,93.9435,93.3441,0.5994
2011-01-21,0.3918,0.3905,-2.2845,-2.3079,0.0233,-0.3329,89.5128,88.882,0.6309
2011-01-24,0.4079,0.4066,4.1298,4.1397,-0.0099,-0.3234,97.3394,96.7011,0.6383
2011-01-25,0.4094,0.4083,0.3476,0.4163,-0.0687,-0.2552,98.0253,97.52,0.5053
2011-01-26,0.4157,0.4148,1.5507,1.5833,-0.0326,-0.2232,101.0962,100.6474,0.4488
2011-01-27,0.4237,0.4224,1.9278,1.8386,0.0892,-0.3105,104.9729,104.3366,0.6364
2011-01-28,0.3918,0.3902,-7.5425,-7.6165,0.074,-0.3902,89.5128,88.7733,0.7395
2011-01-31,0.3976,0.3959,1.4802,1.4446,0.0357,-0.4252,92.3181,91.5003,0.8178
2011-02-01,0.4196,0.4181,5.5534,5.6162,-0.0628,-0.366,102.9983,102.2552,0.743
2011-02-02,0.4177,0.4161,-0.4509,-0.482,0.0312,-0.3972,102.083,101.2803,0.8027
2011-02-03,0.4194,0.4182,0.3873,0.5179,-0.1306,-0.2677,102.8657,102.3227,0.5431
2011-02-04,0.4269,0.4252,1.8046,1.6737,0.1309,-0.396,106.5267,105.709,0.8178
2011-02-07,0.4331,0.4312,1.4515,1.4028,0.0487,-0.4438,109.5245,108.5946,0.9299
2011-02-08,0.4424,0.4397,2.1322,1.9686,0.1636,-0.6033,113.9919,112.7009,1.291
2011-02-09,0.4397,0.4374,-0.6079,-0.5257,-0.0822,-0.5211,112.6911,111.5827,1.1084
2011-02-10,0.4418,0.4394,0.487,0.4573,0.0297,-0.5505,113.7268,112.5503,1.1766
2011-02-11,0.4509,0.4489,2.0509,2.1628,-0.1119,-0.4414,118.1101,117.1473,0.9628
2011-02-14,0.4537,0.4521,0.6292,0.71,-0.0808,-0.3615,119.4825,118.689,0.7935
2011-02-15,0.4525,0.4502,-0.2579,-0.4186,0.1607,-0.5221,118.9165,117.7736,1.1429
2011-02-16,0.4609,0.4589,1.8482,1.94,-0.0917,-0.4325,122.9626,121.9983,0.9643
2011-02-17,0.4605,0.4584,-0.0866,-0.1108,0.0242,-0.4566,122.7696,121.7523,1.0172
2011-02-18,0.4579,0.4553,-0.5674,-0.6713,0.1039,-0.5607,121.5055,120.2636,1.2419
2011-02-22,0.4176,0.4157,-8.8064,-8.6926,-0.1138,-0.4366,101.9988,101.1169,0.8819
