날짜,실제_종가,시뮬_종가,실제_일일수익률,시뮬_일일수익률,일일수익률_차이,가격_차이_비율,실제_누적수익률,시뮬_누적수익률,누적수익률_차이
2014-03-04,1.3586,1.3214,4.025,3.8057,0.2192,-2.7419,557.2429,539.2218,18.0211
2014-03-05,1.3698,1.3322,0.8208,0.8178,0.003,-2.7449,562.6377,544.4492,18.1885
2014-03-06,1.3646,1.3286,-0.378,-0.2717,-0.1063,-2.6411,560.1328,542.6982,17.4347
2014-03-07,1.3451,1.3088,-1.43,-1.492,0.062,-2.7023,550.693,533.1092,17.5838
2014-03-10,1.3479,1.3121,0.2072,0.2569,-0.0497,-2.6541,552.0412,534.7355,17.3057
2014-03-11,1.3312,1.2951,-1.2409,-1.2994,0.0585,-2.7118,543.95,526.4875,17.4625
2014-03-12,1.3461,1.3096,1.1219,1.1225,-0.0006,-2.7112,551.1743,533.5197,17.6546
2014-03-13,1.289,1.254,-4.2455,-4.2485,0.003,-2.7142,523.5286,506.6048,16.9238
2014-03-14,1.2625,1.2282,-2.0547,-2.0579,0.0032,-2.7174,510.717,494.1213,16.5956
2014-03-17,1.2961,1.2605,2.6657,2.6309,0.0348,-2.7504,526.9966,509.7518,17.2447
2014-03-18,1.3427,1.306,3.595,3.6139,-0.0189,-2.7326,549.5373,531.7879,17.7494
2014-03-19,1.3206,1.2847,-1.6461,-1.632,-0.0142,-2.7186,538.845,521.4774,17.3676
2014-03-20,1.331,1.2953,0.784,0.8248,-0.0408,-2.6792,543.8537,526.6036,17.2501
2014-03-21,1.2822,1.2484,-3.6655,-3.6183,-0.0472,-2.6315,520.2531,503.9312,16.3219
2014-03-24,1.2499,1.2155,-2.5159,-2.6374,0.1215,-2.7529,504.6483,488.0033,16.6451
2014-03-25,1.2615,1.2274,0.9241,0.978,-0.0539,-2.7009,510.2356,493.7539,16.4817
2014-03-26,1.2135,1.1799,-3.8043,-3.8721,0.0678,-2.7695,487.0205,470.7632,16.2573
2014-03-27,1.192,1.1599,-1.7723,-1.6906,-0.0817,-2.6886,476.6171,461.1139,15.5032
2014-03-28,1.1997,1.1666,0.6515,0.5788,0.0728,-2.759,480.3738,464.3614,16.0124
2014-03-31,1.2236,1.1915,1.9917,2.1286,-0.1369,-2.6285,491.933,476.3742,15.5588
2014-04-01,1.2899,1.2542,5.419,5.2615,0.1576,-2.774,524.0099,506.6999,17.31
2014-04-02,1.3001,1.2638,0.7873,0.7653,0.0221,-2.7953,528.9228,511.3427,17.5802
2014-04-03,1.2694,1.2336,-2.3587,-2.3897,0.031,-2.8262,514.0882,496.7332,17.3551
2014-04-04,1.1687,1.135,-7.9372,-7.9876,0.0504,-2.8793,465.3467,449.0687,16.278
2014-04-07,1.1336,1.1026,-2.9988,-2.8565,-0.1422,-2.7369,448.3932,433.3843,15.009
2014-04-08,1.1653,1.1331,2.7929,2.7622,0.0307,-2.7659,463.7092,448.1175,15.5917
2014-04-09,1.225,1.1912,5.1265,5.1342,-0.0077,-2.7588,492.6078,476.259,16.3488
2014-04-10,1.1119,1.0805,-9.2329,-9.2999,0.067,-2.8306,437.893,422.6676,15.2254
2014-04-11,1.0731,1.0427,-3.4921,-3.4984,0.0063,-2.8369,419.109,404.3824,14.7267
2014-04-14,1.0972,1.0671,2.2455,2.3459,-0.1004,-2.7415,430.7654,416.2146,14.5509
2014-04-15,1.1081,1.0776,0.9981,0.9826,0.0155,-2.7564,436.063,421.287,14.7759
2014-04-16,1.1512,1.1205,3.8814,3.9777,-0.0963,-2.6663,456.87,442.0224,14.8476
2014-04-17,1.1518,1.1212,0.0519,0.0613,-0.0095,-2.657,457.1588,442.3549,14.8039
2014-04-21,1.1778,1.146,2.2649,2.2192,0.0457,-2.7006,469.7778,454.3906,15.3872
2014-04-22,1.2067,1.1733,2.4514,2.3754,0.076,-2.7727,483.7451,467.5595,16.1856
2014-04-23,1.1739,1.1422,-2.7228,-2.6473,-0.0754,-2.6973,467.851,452.5344,15.3167
2014-04-24,1.2085,1.1749,2.9517,2.8617,0.09,-2.7824,484.6124,468.3463,16.2662
2014-04-25,1.1502,1.1184,-4.8279,-4.8034,-0.0244,-2.7574,456.3881,441.0462,15.3419
2014-04-28,1.1625,1.1293,1.0734,0.9663,0.1071,-2.8605,462.3605,446.2743,16.0862
2014-04-29,1.1882,1.1562,2.2097,2.3857,-0.176,-2.6932,474.787,459.3068,15.4802
2014-04-30,1.1987,1.1653,0.8882,0.7834,0.1049,-2.7944,479.8925,463.6882,16.2043
2014-05-01,1.2095,1.1756,0.897,0.8845,0.0126,-2.8065,485.0943,468.6738,16.4205
2014-05-02,1.2035,1.169,-0.4939,-0.556,0.0621,-2.8671,482.2043,465.5118,16.6926
2014-05-05,1.2207,1.1874,1.4228,1.5691,-0.1463,-2.727,490.4881,474.3854,16.1027
2014-05-06,1.1735,1.1411,-3.8662,-3.8968,0.0306,-2.758,467.6585,452.0026,15.6559
2014-05-07,1.1629,1.1311,-0.8993,-0.8722,-0.0271,-2.7314,462.5535,447.1877,15.3658
2014-05-08,1.1589,1.1279,-0.3425,-0.2855,-0.057,-2.6758,460.6267,445.6254,15.0013
2014-05-09,1.1725,1.1403,1.1684,1.1019,0.0665,-2.7398,467.1772,451.6375,15.5397
2014-05-12,1.2296,1.1966,4.8743,4.9343,-0.06,-2.6842,494.8229,478.8569,15.966
2014-05-13,1.2322,1.1989,0.2106,0.1956,0.0149,-2.6987,496.0753,479.9893,16.0861
2014-05-14,1.2139,1.1801,-1.4868,-1.5713,0.0845,-2.7822,487.2131,470.8758,16.3373
2014-05-15,1.1858,1.1522,-2.313,-2.3651,0.0521,-2.834,473.6309,457.3741,16.2567
2014-05-16,1.2079,1.1747,1.864,1.9541,-0.0901,-2.748,484.3232,468.2657,16.0574
2014-05-19,1.2338,1.1991,2.143,2.0782,0.0648,-2.8097,496.8455,480.0757,16.7698
2014-05-20,1.2203,1.186,-1.0973,-1.0952,-0.0021,-2.8077,490.296,473.7225,16.5735
2014-05-21,1.2547,1.2199,2.823,2.8553,-0.0323,-2.7772,506.9602,490.104,16.8562
2014-05-22,1.2702,1.2358,1.2379,1.3088,-0.0709,-2.7091,514.4738,497.8273,16.6465
2014-05-23,1.2987,1.2627,2.2418,2.1771,0.0647,-2.7706,528.249,510.8426,17.4064
2014-05-27,1.3475,1.3098,3.7565,3.7301,0.0264,-2.7954,551.8491,533.6275,18.2216
2014-05-28,1.3348,1.2976,-0.9458,-0.9314,-0.0145,-2.7812,545.6838,527.726,17.9577
2014-05-29,1.3618,1.3224,2.029,1.9098,0.1192,-2.8948,558.7846,539.7144,19.0702
2014-05-30,1.3606,1.3227,-0.0877,0.0246,-0.1123,-2.7856,558.2066,539.8717,18.3349
2014-06-02,1.3573,1.3187,-0.2488,-0.3041,0.0553,-2.8395,556.5691,537.9257,18.6434
2014-06-03,1.3553,1.3169,-0.1467,-0.1398,-0.0068,-2.8329,555.6059,537.0336,18.5723
2014-06-04,1.3696,1.3315,1.0579,1.1104,-0.0525,-2.7823,562.5414,544.1072,18.4342
2014-06-05,1.4052,1.365,2.6024,2.5156,0.0869,-2.8647,579.7837,560.3102,19.4735
2014-06-06,1.4279,1.3884,1.6155,1.7145,-0.0991,-2.77,590.7652,571.6313,19.1339
2014-06-09,1.4254,1.3851,-0.1813,-0.2344,0.0531,-2.8217,589.5128,570.0568,19.456
2014-06-10,1.4335,1.3922,0.5728,0.5091,0.0637,-2.8833,593.4626,573.4681,19.9945
2014-06-11,1.4313,1.3912,-0.1528,-0.073,-0.0798,-2.8056,592.4027,572.9765,19.4263
2014-06-12,1.3939,1.3533,-2.6155,-2.7211,0.1056,-2.911,574.2931,554.6644,19.6287
2014-06-13,1.4034,1.3651,0.6857,0.8716,-0.1859,-2.7317,578.9168,560.3705,18.5463
2014-06-16,1.4086,1.3685,0.3689,0.2516,0.1174,-2.8455,581.4216,562.0319,19.3898
2014-06-17,1.4106,1.3707,0.1413,0.154,-0.0127,-2.8332,582.3848,563.0517,19.3331
2014-06-18,1.4363,1.3937,1.821,1.679,0.1419,-2.9686,594.8108,574.1846,20.6263
2014-06-19,1.4307,1.3909,-0.3881,-0.202,-0.1862,-2.7873,592.1139,572.8229,19.291
2014-06-20,1.4359,1.3956,0.3619,0.3447,0.0172,-2.8039,594.6188,575.1422,19.4766
2014-06-23,1.4375,1.3964,0.1109,0.0562,0.0547,-2.857,595.3889,575.5215,19.8674
2014-06-24,1.4335,1.3923,-0.277,-0.2992,0.0222,-2.8787,593.4626,573.5002,19.9624
2014-06-25,1.4598,1.4187,1.8366,1.901,-0.0644,-2.8173,606.1988,586.3033,19.8955
2014-06-26,1.4638,1.4209,0.2729,0.1524,0.1205,-2.934,608.126,587.3493,20.7767
2014-06-27,1.4784,1.4395,0.9931,1.3094,-0.3163,-2.63,615.1587,596.3497,18.809
2014-06-30,1.4893,1.4467,0.741,0.5036,0.2373,-2.8594,620.4577,599.8567,20.601
2014-07-01,1.5393,1.4942,3.3565,3.2822,0.0743,-2.9292,644.6398,622.8275,21.8123
2014-07-02,1.5453,1.5017,0.3882,0.4973,-0.1092,-2.8237,647.5302,626.4222,21.108
2014-07-03,1.575,1.53,1.9204,1.8846,0.0358,-2.8578,661.8855,640.1121,21.7733
2014-07-07,1.5598,1.5159,-0.961,-0.9175,-0.0434,-2.8152,654.5639,633.3213,21.2426
2014-07-08,1.5055,1.461,-3.4857,-3.6241,0.1384,-2.9546,628.262,606.7451,21.517
2014-07-09,1.5395,1.4934,2.2622,2.2196,0.0426,-2.995,644.7366,622.4319,22.3046
2014-07-10,1.525,1.4791,-0.9444,-0.956,0.0116,-3.0063,637.7034,615.5256,22.1777
2014-07-11,1.5515,1.5076,1.737,1.9251,-0.188,-2.827,650.5174,629.2999,21.2175
2014-07-14,1.5811,1.5345,1.9126,1.7865,0.1262,-2.9473,664.8721,642.3287,22.5434
2014-07-15,1.5646,1.5186,-1.0455,-1.0412,-0.0043,-2.9432,656.8758,634.5998,22.276
2014-07-16,1.5823,1.5366,1.1329,1.1854,-0.0525,-2.8928,665.4502,643.3076,22.1426
2014-07-17,1.5192,1.4754,-3.9899,-3.9816,-0.0083,-2.8844,634.9097,613.7122,21.1975
2014-07-18,1.5911,1.5454,4.7325,4.7476,-0.0151,-2.8704,669.6893,647.5961,22.0932
2014-07-21,1.5853,1.5395,-0.363,-0.3827,0.0197,-2.8896,666.8952,644.735,22.1602
2014-07-22,1.6168,1.5687,1.985,1.898,0.087,-2.9724,682.1178,658.8698,23.248
2014-07-23,1.6471,1.5988,1.8724,1.917,-0.0446,-2.93,696.7623,673.4171,23.3452
2014-07-24,1.6413,1.5932,-0.3507,-0.3476,-0.0031,-2.927,693.9681,670.7287,23.2395
2014-07-25,1.6212,1.5744,-1.2256,-1.182,-0.0436,-2.8841,684.2371,661.6187,22.6184
2014-07-28,1.6232,1.5757,0.1229,0.0847,0.0382,-2.9212,685.2012,662.2641,22.9371
2014-07-29,1.615,1.5673,-0.5031,-0.5353,0.0322,-2.9526,681.2509,658.184,23.0669
2014-07-30,1.6343,1.5857,1.1962,1.1719,0.0243,-2.9759,690.5959,667.0688,23.5271
2014-07-31,1.5347,1.4894,-6.093,-6.0714,-0.0216,-2.9535,642.4247,620.4972,21.9276
2014-08-01,1.517,1.4728,-1.155,-1.1133,-0.0417,-2.9126,633.8498,612.4758,21.374
2014-08-04,1.5481,1.503,2.048,2.0515,-0.0034,-2.9093,648.8794,627.092,21.7874
2014-08-05,1.5118,1.4684,-2.3415,-2.3057,-0.0358,-2.8737,631.3445,610.3275,21.017
2014-08-06,1.5092,1.465,-0.1712,-0.2303,0.0591,-2.9313,630.0925,608.6914,21.4011
2014-08-07,1.4947,1.4509,-0.9633,-0.9605,-0.0029,-2.9285,623.0593,601.8847,21.1747
2014-08-08,1.5266,1.4822,2.1319,2.157,-0.0252,-2.9046,638.474,617.0245,21.4495
2014-08-11,1.5542,1.5083,1.8135,1.762,0.0515,-2.9537,651.8661,629.6583,22.2078
2014-08-12,1.5507,1.5063,-0.2307,-0.1339,-0.0968,-2.8596,650.1318,628.6813,21.4505
2014-08-13,1.6011,1.554,3.2494,3.1671,0.0823,-2.937,674.5069,651.7594,22.7475
2014-08-14,1.6257,1.5781,1.5424,1.5473,-0.0049,-2.9324,686.4531,663.3913,23.0618
2014-08-15,1.6479,1.6009,1.3598,1.4464,-0.0865,-2.8495,697.1473,674.4326,22.7147
2014-08-18,1.6877,1.6377,2.4173,2.3018,0.1155,-2.9591,716.4165,692.2583,24.1582
2014-08-19,1.7168,1.6651,1.7228,1.6729,0.0499,-3.0067,730.482,705.512,24.97
2014-08-20,1.7168,1.665,0.0,-0.0083,0.0083,-3.0147,730.482,705.4455,25.0365
2014-08-21,1.7265,1.675,0.5685,0.5996,-0.0311,-2.9847,735.2033,710.2748,24.9286
2014-08-22,1.7333,1.6825,0.3922,0.4468,-0.0547,-2.9319,738.4788,713.8954,24.5834
2014-08-25,1.7526,1.7002,1.1146,1.0518,0.0628,-2.9922,747.8243,722.4561,25.3682
2014-08-26,1.7586,1.7052,0.3409,0.2936,0.0473,-3.0379,750.7143,724.8707,25.8435
2014-08-27,1.7588,1.7061,0.0114,0.0521,-0.0407,-2.9984,750.811,725.3002,25.5108
2014-08-28,1.7516,1.7003,-0.4077,-0.3398,-0.0678,-2.9324,747.3425,722.4955,24.8471
2014-08-29,1.7721,1.7191,1.1711,1.1083,0.0628,-2.9926,757.2657,731.611,25.6547
2014-09-02,1.7869,1.7339,0.8317,0.8637,-0.032,-2.9618,764.3956,738.7938,25.6018
2014-09-03,1.7562,1.7031,-1.7165,-1.7771,0.0606,-3.0217,749.5586,723.8875,25.671
2014-09-04,1.7506,1.6984,-0.3176,-0.2796,-0.038,-2.9848,746.8607,721.584,25.2767
2014-09-05,1.7777,1.7239,1.5472,1.501,0.0462,-3.0289,759.9635,733.9161,26.0474
2014-09-08,1.7867,1.7336,0.5041,0.5623,-0.0581,-2.9728,764.2989,738.6049,25.694
2014-09-09,1.7433,1.6903,-2.4301,-2.4962,0.0662,-3.0386,743.296,717.6715,25.6244
2014-09-10,1.7837,1.732,2.3192,2.4704,-0.1512,-2.8953,762.8534,737.8709,24.9825
2014-09-11,1.7823,1.7277,-0.0781,-0.2481,0.17,-3.0605,762.1796,735.7922,26.3873
2014-09-12,1.7542,1.7012,-1.5756,-1.5385,-0.0371,-3.024,748.595,722.9336,25.6613
2014-09-15,1.7014,1.6518,-3.0086,-2.9032,-0.1053,-2.9186,723.0642,699.0418,24.0223
2014-09-16,1.7474,1.6949,2.704,2.6105,0.0934,-3.007,745.3195,719.9011,25.4184
2014-09-17,1.756,1.7024,0.49,0.4446,0.0454,-3.0508,749.4618,723.5464,25.9155
2014-09-18,1.7938,1.7408,2.155,2.2523,-0.0973,-2.9584,767.7674,742.0949,25.6724
2014-09-19,1.7899,1.7374,-0.222,-0.1941,-0.0279,-2.9313,765.8406,740.4601,25.3805
2014-09-22,1.7413,1.6888,-2.7151,-2.7989,0.0838,-3.0149,742.3323,716.9366,25.3958
2014-09-23,1.7261,1.6748,-0.8693,-0.826,-0.0432,-2.9726,735.0103,710.1886,24.8217
2014-09-24,1.7821,1.7286,3.2422,3.2111,0.0311,-3.0018,762.0833,736.2049,25.8784
2014-09-25,1.669,1.6194,-6.3478,-6.3184,-0.0294,-2.9714,707.3597,683.3702,23.9895
2014-09-26,1.7223,1.6709,3.1981,3.1838,0.0143,-2.9848,733.1803,708.3112,24.8691
2014-09-29,1.7166,1.6642,-0.3354,-0.403,0.0677,-3.0507,730.3862,705.0534,25.3328
2014-09-30,1.7229,1.6711,0.3713,0.4175,-0.0462,-3.0061,733.4691,708.4142,25.0549
2014-10-01,1.6405,1.5908,-4.7855,-4.8064,0.0208,-3.0273,693.5831,669.559,24.0241
2014-10-02,1.6397,1.5907,-0.0486,-0.0083,-0.0404,-2.9881,693.197,669.4955,23.7016
2014-10-03,1.6891,1.6377,3.0123,2.9544,0.0579,-3.0426,717.0908,692.2297,24.8611
2014-10-06,1.6775,1.627,-0.6839,-0.6499,-0.0339,-3.0095,711.5031,687.0808,24.4223
2014-10-07,1.6066,1.5577,-4.2266,-4.2651,0.0385,-3.0485,677.2043,653.5112,23.6932
2014-10-08,1.6994,1.6485,5.7766,5.832,-0.0554,-2.9978,722.1005,697.4559,24.6446
2014-10-09,1.6148,1.5685,-4.9806,-4.8533,-0.1273,-2.8678,681.1546,658.7528,22.4018
2014-10-10,1.4939,1.4508,-7.4865,-7.5037,0.0172,-2.8858,622.6738,601.8186,20.8552
2014-10-13,1.424,1.3825,-4.6794,-4.7096,0.0302,-2.9166,588.8569,568.7655,20.0914
2014-10-14,1.4266,1.3828,0.1819,0.024,0.1578,-3.0696,590.1098,568.9263,21.1834
2014-10-15,1.3961,1.3559,-2.1359,-1.9443,-0.1916,-2.8798,575.3695,555.9201,19.4494
2014-10-16,1.3744,1.3303,-1.555,-1.892,0.337,-3.2123,564.8678,543.5102,21.3576
2014-10-17,1.4282,1.3828,3.9124,3.9464,-0.0339,-3.1807,590.8804,568.9054,21.975
2014-10-20,1.4897,1.4446,4.309,4.4756,-0.1666,-3.0261,620.6507,598.8431,21.8076
2014-10-21,1.6062,1.5584,7.8208,7.874,-0.0532,-2.9783,677.0113,653.8699,23.1414
2014-10-22,1.5813,1.5341,-1.5498,-1.5567,0.0069,-2.9851,664.9689,642.1341,22.8347
2014-10-23,1.6536,1.6033,4.5718,4.5056,0.0661,-3.0464,699.9415,675.5719,24.3696
2014-10-24,1.6917,1.6425,2.3003,2.4452,-0.1449,-2.9091,718.3428,694.5365,23.8063
2014-10-27,1.698,1.6458,0.3768,0.2047,0.1721,-3.0755,721.4262,696.1629,25.2633
2014-10-28,1.7739,1.7202,4.4687,4.5211,-0.0524,-3.0269,758.133,732.1578,25.9752
2014-10-29,1.7526,1.701,-1.2013,-1.1163,-0.085,-2.9435,747.8243,722.8688,24.9555
2014-10-30,1.7636,1.7116,0.625,0.6229,0.0021,-2.9455,753.1233,727.9949,25.1285
2014-10-31,1.8363,1.7823,4.1219,4.1309,-0.009,-2.9371,788.2884,762.1986,26.0899
2014-11-03,1.8552,1.798,1.0304,0.8793,0.1511,-3.0823,797.4415,769.7796,27.6619
2014-11-04,1.8355,1.7798,-1.0628,-1.0111,-0.0517,-3.0317,787.9034,760.9852,26.9182
2014-11-05,1.8353,1.7802,-0.0108,0.0213,-0.0322,-3.0004,787.8071,761.1689,26.6382
2014-11-06,1.851,1.7969,0.8573,0.9387,-0.0815,-2.9221,795.4179,769.2531,26.1648
2014-11-07,1.8464,1.792,-0.2475,-0.2738,0.0263,-2.9477,793.2019,766.8729,26.329
2014-11-10,1.8653,1.8109,1.0247,1.0547,-0.03,-2.9189,802.3549,776.0161,26.3388
2014-11-11,1.8831,1.8278,0.9502,0.9334,0.0168,-2.9351,810.9293,784.1929,26.7364
2014-11-12,1.8934,1.8373,0.55,0.5196,0.0303,-2.9644,815.939,788.7872,27.1518
2014-11-13,1.9177,1.8608,1.2833,1.2801,0.0033,-2.9675,827.6936,800.1645,27.5291
2014-11-14,1.9354,1.878,0.9242,0.9248,-0.0006,-2.9669,836.2676,808.4893,27.7783
2014-11-17,1.9173,1.8609,-0.9364,-0.9094,-0.0269,-2.9405,827.5006,800.2272,27.2734
2014-11-18,1.9603,1.9026,2.2437,2.2365,0.0072,-2.9473,848.311,820.3611,27.9499
2014-11-19,1.9354,1.8765,-1.27,-1.3682,0.0982,-3.0439,836.2676,807.7687,28.4989
2014-11-20,1.9611,1.9015,1.3274,1.3288,-0.0014,-3.0425,848.6956,819.8313,28.8643
2014-11-21,1.9753,1.9123,0.7211,0.5705,0.1506,-3.1875,855.5363,825.0788,30.4575
2014-11-24,2.0199,1.9569,2.2586,2.3311,-0.0726,-3.1188,877.1177,846.6435,30.4742
2014-11-25,2.0265,1.9657,0.3254,0.4504,-0.125,-2.9981,880.2969,850.9069,29.39
2014-11-26,2.0679,2.0038,2.0443,1.9375,0.1067,-3.0995,900.3367,869.3311,31.0055
2014-11-28,2.0988,2.0315,1.4928,1.3849,0.1079,-3.2025,915.2695,882.7553,32.5142
2014-12-01,2.0213,1.9624,-3.6914,-3.4045,-0.2869,-2.9141,877.7916,849.2976,28.494
2014-12-02,2.043,1.9858,1.074,1.1937,-0.1197,-2.7991,888.2928,860.6292,27.6636
2014-12-03,2.0615,1.9964,0.9066,0.5332,0.3734,-3.1588,897.2528,865.7511,31.5017
2014-12-04,2.0553,1.9934,-0.2994,-0.1508,-0.1487,-3.0144,894.2666,864.2951,29.9715
2014-12-05,2.0567,1.9938,0.0678,0.0199,0.0479,-3.0608,894.941,864.4873,30.4536
2014-12-08,2.0123,1.951,-2.1594,-2.1435,-0.0159,-3.0451,873.4562,843.8132,29.643
2014-12-09,2.0318,1.9693,0.9699,0.9377,0.0322,-3.0761,882.898,852.6633,30.2347
2014-12-10,1.9335,1.8763,-4.8422,-4.7245,-0.1176,-2.9563,835.3044,807.6545,27.6499
2014-12-11,1.9637,1.9028,1.5657,1.4143,0.1514,-3.1009,849.9485,820.4915,29.457
2014-12-12,1.8988,1.8405,-3.3063,-3.2743,-0.032,-3.0688,818.5406,790.3521,28.1885
2014-12-15,1.8418,1.7834,-2.9998,-3.1058,0.106,-3.1748,790.9863,762.6994,28.2869
2014-12-16,1.7504,1.6974,-4.9632,-4.821,-0.1422,-3.0299,746.7644,721.1084,25.656
2014-12-17,1.8444,1.7899,5.3704,5.4526,-0.0822,-2.9542,792.2387,765.8802,26.3586
2014-12-18,1.9797,1.919,7.3318,7.2115,0.1203,-3.063,857.656,828.3232,29.3329
2014-12-19,2.0018,1.9442,1.1167,1.3115,-0.1948,-2.8763,868.3503,840.498,27.8523
2014-12-22,2.0202,1.9586,0.9224,0.7392,0.1832,-3.0526,877.2827,847.4502,29.8325
2014-12-23,2.0009,1.9376,-0.9564,-1.0699,0.1135,-3.1637,867.9357,837.3133,30.6224
2014-12-24,2.0051,1.9425,0.2091,0.2507,-0.0416,-3.1235,869.9592,839.6627,30.2965
2014-12-26,2.0457,1.9836,2.0266,2.12,-0.0933,-3.0349,889.6168,859.5832,30.0336
2014-12-29,2.0461,1.9823,0.0195,-0.0655,0.085,-3.1173,889.8094,858.9545,30.8549
2014-12-30,2.0039,1.9425,-2.0639,-2.0082,-0.0557,-3.0622,869.3811,839.6968,29.6844
2014-12-31,1.9411,1.8826,-3.1312,-3.0855,-0.0457,-3.0165,839.0279,810.7025,28.3253
2015-01-02,1.9252,1.8655,-0.8209,-0.9092,0.0883,-3.1028,831.3193,802.4224,28.8969
2015-01-05,1.8386,1.7832,-4.5008,-4.409,-0.0918,-3.0097,789.4025,762.6345,26.768
2015-01-06,1.7657,1.7114,-3.9653,-4.0309,0.0655,-3.0758,754.1348,727.863,26.2718
2015-01-07,1.8336,1.7774,3.8469,3.8589,-0.0119,-3.0647,786.993,759.8093,27.1837
2015-01-08,1.9382,1.8793,5.7034,5.7336,-0.0301,-3.0371,837.5819,809.1069,28.475
2015-01-09,1.8989,1.842,-2.0246,-1.9834,-0.0412,-2.9962,818.5996,791.0761,27.5235
2015-01-12,1.8406,1.7843,-3.0735,-3.1364,0.0629,-3.0592,790.3661,763.1284,27.2378
2015-01-13,1.839,1.7825,-0.0866,-0.0971,0.0105,-3.0693,789.5951,762.2904,27.3046
2015-01-14,1.8107,1.7529,-1.5382,-1.6632,0.1251,-3.1924,775.9117,747.9488,27.963
2015-01-15,1.7388,1.6845,-3.9713,-3.9011,-0.0702,-3.1216,741.1264,714.8694,26.257
2015-01-16,1.8007,1.7437,3.5628,3.514,0.0489,-3.1673,771.0941,743.5035,27.5906
2015-01-20,1.8406,1.785,2.2124,2.372,-0.1596,-3.0161,790.3661,763.5115,26.8547
2015-01-21,1.8688,1.8123,1.5368,1.5268,0.01,-3.0256,804.049,776.6956,27.3533
2015-01-22,1.9728,1.9127,5.5639,5.5428,0.0211,-3.0451,854.3491,825.2887,29.0604
2015-01-23,1.986,1.9253,0.6664,0.6549,0.0115,-3.0561,860.7085,831.3481,29.3604
2015-01-26,1.9816,1.9185,-0.2206,-0.3537,0.1331,-3.1854,858.5892,828.0539,30.5353
2015-01-27,1.8282,1.7691,-7.7403,-7.7864,0.0461,-3.2338,784.3914,755.7922,28.5992
2015-01-28,1.7967,1.7417,-1.7215,-1.5463,-0.1752,-3.0613,769.1668,742.5592,26.6076
2015-01-29,1.8487,1.7918,2.8936,2.875,0.0186,-3.0788,794.3169,766.7825,27.5344
2015-01-30,1.8063,1.75,-2.295,-2.3344,0.0394,-3.1179,773.7924,746.5481,27.2443
2015-02-02,1.8537,1.7955,2.6246,2.6028,0.0218,-3.1385,796.726,768.5822,28.1438
2015-02-03,1.9043,1.8471,2.7294,2.8746,-0.1452,-3.0016,821.2012,793.5507,27.6506
2015-02-04,1.8993,1.8421,-0.2615,-0.2707,0.0091,-3.0105,818.7922,791.1322,27.6599
2015-02-05,1.9497,1.8898,2.6534,2.587,0.0663,-3.0731,843.1712,814.1862,28.985
2015-02-06,1.9143,1.8552,-1.8186,-1.83,0.0114,-3.0844,826.0189,797.4568,28.5621
2015-02-09,1.8931,1.8372,-1.103,-0.9684,-0.1346,-2.9525,815.805,788.766,27.039
2015-02-10,1.9838,1.9229,4.7874,4.6609,0.1265,-3.0696,859.6486,830.1909,29.4577
2015-02-11,2.0061,1.9437,1.1246,1.0836,0.0411,-3.109,870.441,840.27,30.171
2015-02-12,2.0762,2.0114,3.4951,3.4847,0.0105,-3.1188,904.3591,873.0352,31.3239
2015-02-13,2.1286,2.0631,2.5234,2.567,-0.0436,-3.0775,929.7026,898.0131,31.6896
2015-02-17,2.1344,2.0687,0.2714,0.2722,-0.0008,-3.0768,932.4968,900.7293,31.7674
2015-02-18,2.1435,2.0772,0.4293,0.4121,0.0172,-3.0934,936.9294,904.8531,32.0763
2015-02-19,2.1758,2.1079,1.5055,1.4754,0.0301,-3.1221,952.5399,919.6787,32.8612
2015-02-20,2.2176,2.15,1.9225,1.9973,-0.0748,-3.051,972.7751,940.0449,32.7302
2015-02-23,2.2264,2.1563,0.3953,0.2961,0.0992,-3.1468,977.0157,943.1241,33.8915
2015-02-24,2.231,2.1609,0.2058,0.2126,-0.0069,-3.1401,979.2317,945.3423,33.8895
2015-02-25,2.213,2.1446,-0.8036,-0.7542,-0.0495,-3.0919,970.5586,937.4584,33.1002
2015-02-26,2.2467,2.1771,1.5212,1.5146,0.0066,-3.0981,986.844,953.1723,33.6717
2015-02-27,2.217,2.1481,-1.3211,-1.331,0.0099,-3.1079,972.4858,939.1546,33.3313
2015-03-02,2.2768,2.2062,2.6955,2.7037,-0.0082,-3.1001,1001.3946,967.2503,34.1443
2015-03-03,2.2441,2.1752,-1.4348,-1.4071,-0.0277,-3.0729,985.5916,952.2329,33.3587
2015-03-04,2.2192,2.1498,-1.1096,-1.1657,0.0562,-3.1279,973.5462,939.9666,33.5796
2015-03-05,2.229,2.1609,0.4398,0.5172,-0.0774,-3.0533,978.2681,945.3455,32.9225
2015-03-06,2.1523,2.0873,-3.4406,-3.4049,-0.0357,-3.0174,941.1689,909.7523,31.4166
2015-03-09,2.173,2.1052,0.9626,0.8573,0.1052,-3.1185,951.1907,918.4092,32.7816
2015-03-10,2.0527,1.9878,-5.5367,-5.5784,0.0417,-3.1612,892.989,861.5982,31.3909
2015-03-11,2.0166,1.9532,-1.7564,-1.7394,-0.017,-3.1445,875.5484,844.8722,30.6762
2015-03-12,2.0553,1.9915,1.9162,1.9609,-0.0447,-3.102,894.2419,863.4003,30.8416
2015-03-13,2.0288,1.9654,-1.289,-1.3128,0.0237,-3.1253,881.426,850.7531,30.6729
