entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,asset_id,trade_type,pre_shares,post_shares,order_amount,holding_days
2010-01-22,2010-02-18,11.078135,11.502888,4962,2108,0.0383,0.0,0,ugl,rebalance,135401,130439,57077.327775,27
2010-02-18,2010-05-14,2.133328,2.317148,33803,6214,0.0862,0.0,3,sso,rebalance,1635474,1601671,78326.54167492001,85
2010-01-22,2010-05-14,14.521902,15.471061,2038,1934,0.0654,0.0,0,ubt,rebalance,108738,106700,31530.022640003997,112
2010-01-22,2010-05-14,11.078135,14.072655,12882,38575,0.2703,0.0,0,ugl,rebalance,130439,117557,181283.94171,112
2010-01-22,2010-05-21,11.078135,12.504873,1858,2651,0.1288,0.0,0,ugl,rebalance,117557,115699,23234.053105000003,119
2010-01-22,2010-05-21,14.521902,17.291303,19067,52804,0.1907,0.0,0,ubt,rebalance,106700,87633,329693.2743200671,119
2010-02-18,2010-07-01,2.123561,1.856663,1702470,-454386,-0.1257,0.0,3,sso,signal,1702470,0,3160913.4832274998,133
2010-01-22,2010-07-02,11.078135,13.132982,6154,12646,0.1855,0.0,0,ugl,rebalance,115699,109545,80820.37430499999,161
2010-01-22,2010-07-02,14.521902,18.005319,10457,36426,0.2399,0.0,0,ubt,rebalance,87633,77176,188281.61564861302,161
2010-05-14,2010-08-03,0.950632,0.913307,496348,-18526,-0.0393,0.0,3,qld,rebalance,4283569,3787221,453318.02093858,81
2010-05-14,2010-08-06,0.950632,0.900969,729,-36,-0.0522,0.0,3,qld,rebalance,3787221,3786492,656.80637184,84
2010-01-22,2010-08-06,11.201676,12.995895,1983,3558,0.1602,0.0,0,ugl,rebalance,118985,117002,25770.859785,196
2010-01-22,2010-08-25,11.201676,13.68881,11687,29067,0.222,0.0,0,ugl,rebalance,117002,105315,159981.12247,215
2010-01-22,2010-08-25,14.828997,20.976043,16636,102262,0.4145,0.0,0,ubt,rebalance,85867,69231,348957.44336272,215
2010-05-14,2010-09-17,0.936603,0.972712,297380,10738,0.0386,0.0,3,qld,rebalance,4154044,3856664,289265.11924254,126
2010-08-06,2010-09-17,2.162005,2.230067,42883,2919,0.0315,0.0,3,sso,rebalance,1719828,1676945,95631.94896672701,42
2010-05-14,2010-11-02,0.936603,1.160064,228695,51105,0.2386,0.0,3,qld,rebalance,3856664,3627969,265300.913092825,172
2010-05-14,2010-12-29,0.936603,1.256635,92614,29639,0.3417,0.0,3,qld,rebalance,3627969,3535355,116381.970921728,229
2010-08-06,2010-12-29,2.164696,2.780919,96907,59716,0.2847,0.0,3,sso,rebalance,1690458,1593551,269490.531003073,145
2010-01-22,2010-12-29,11.354186,17.28798,356,2112,0.5226,0.0,0,ugl,rebalance,110070,109714,6154.52088,341
2010-05-14,2011-02-02,0.936603,1.350616,149994,62100,0.442,0.0,3,qld,rebalance,3535355,3385361,202584.29030424,264
2010-08-06,2011-02-02,2.164696,2.97197,56943,45969,0.3729,0.0,3,sso,rebalance,1593551,1536608,169232.902572123,180
2010-01-22,2011-03-02,11.908466,17.896151,12924,77385,0.5028,0.0,0,ugl,rebalance,126180,113256,231289.855485228,404
2010-01-22,2011-03-02,15.748657,15.414982,2799,-934,-0.0212,0.0,0,ubt,rebalance,132071,129272,43146.534343698,404
2010-01-22,2011-08-02,11.908466,22.704182,16539,178550,0.9066,0.0,0,ugl,rebalance,113256,96717,375504.45787811704,557
2010-01-22,2011-08-02,15.748657,18.584195,12342,34996,0.18,0.0,0,ubt,rebalance,129272,116930,229366.13043201002,557
2010-08-06,2011-08-05,2.245115,2.590294,1723373,594872,0.1537,0.0,3,sso,signal,1723373,0,4464042.286691528,364
2010-01-22,2011-08-05,15.748657,20.132038,21300,93366,0.2783,0.0,0,ubt,rebalance,116930,95630,428812.4126376,560
2010-01-22,2011-08-05,11.908466,23.354724,9372,107274,0.9612,0.0,0,ugl,rebalance,96717,87345,218880.473356116,560
2010-05-14,2011-08-09,0.983148,1.077508,3879705,366088,0.096,0.0,3,qld,signal,3879705,0,4180412.2052137502,452
2010-01-22,2011-08-19,11.908466,29.361651,14257,248830,1.4656,0.0,0,ugl,rebalance,87345,73088,418609.05826422904,574
2010-01-22,2011-08-19,15.748657,22.982989,6114,44231,0.4594,0.0,0,ubt,rebalance,95630,89516,140517.99208641,574
2010-01-22,2011-09-23,15.748657,28.404451,16041,203012,0.8036,0.0,0,ubt,rebalance,89516,73475,455635.802292717,609
2010-01-22,2011-12-20,16.750963,28.184085,15554,177831,0.6825,0.0,0,ubt,rebalance,82883,67329,438375.263129496,697
2011-10-17,2012-01-09,1.341424,1.335384,308042,-1861,-0.0045,0.0,3,qld,rebalance,3846638,3538596,411354.294671348,84
2011-10-17,2012-03-02,1.341424,1.666525,290748,94523,0.2424,0.0,3,qld,rebalance,3538596,3247848,484538.92118423997,137
2011-10-17,2012-04-03,1.341424,1.853118,184708,94514,0.3815,0.0,3,qld,rebalance,3247848,3063140,342285.70439794404,169
2012-01-09,2012-04-03,2.812753,3.436064,35490,22121,0.2216,0.0,3,sso,rebalance,1679665,1644175,121945.90394259,85
2010-01-22,2012-05-10,19.711491,26.426636,17191,115440,0.3407,0.0,0,ubt,rebalance,101129,83938,454300.291533758,839
2010-01-22,2012-06-04,15.675551,20.525738,9025,43773,0.3094,0.0,0,ugl,rebalance,113649,104624,185244.78093749998,864
2010-01-22,2012-06-04,19.711491,31.860626,17687,214882,0.6163,0.0,0,ubt,rebalance,83938,66251,563518.883483805,864
2011-10-17,2012-07-03,1.364536,1.633169,162733,43715,0.1969,0.0,3,qld,rebalance,3496196,3333463,265770.450356483,260
2012-01-09,2012-07-03,2.820819,3.193413,94578,35239,0.1321,0.0,3,sso,rebalance,1798009,1703431,302026.60847185197,176
2011-10-17,2012-09-17,1.364536,1.932324,141367,80266,0.4161,0.0,3,qld,rebalance,3333463,3192096,273166.788382062,336
2012-01-09,2012-09-17,2.820819,3.682557,36199,31194,0.3055,0.0,3,sso,rebalance,1703431,1667232,133304.883956114,252
2010-01-22,2012-09-17,16.182242,24.159802,7760,61906,0.493,0.0,0,ugl,rebalance,117013,109253,187480.0674,969
2010-01-22,2012-10-02,16.182242,24.306859,1303,10586,0.5021,0.0,0,ugl,rebalance,109253,107950,31671.837280909003,984
2010-01-22,2012-10-02,22.472555,29.393786,10573,73178,0.308,0.0,0,ubt,rebalance,98527,87954,310780.50256047305,984
2012-01-09,2013-02-04,2.836889,3.916126,178364,192497,0.3804,0.0,3,sso,rebalance,1700516,1522152,698495.94602228,392
2012-01-09,2013-03-04,2.836889,3.985095,26122,29993,0.4047,0.0,3,sso,rebalance,1522152,1496030,104098.644850524,420
2010-01-22,2013-03-04,22.94047,27.412973,6085,27215,0.195,0.0,0,ubt,rebalance,99701,93616,166807.93841095502,1137
2011-10-17,2013-04-16,1.388099,1.872472,119875,58064,0.3489,0.0,3,qld,rebalance,3354693,3234818,224462.54287975,547
2012-01-09,2013-04-16,2.836889,4.250028,66400,93832,0.4981,0.0,3,sso,rebalance,1496030,1429630,282201.8294528,463
2010-01-22,2013-04-16,22.94047,28.87971,6448,38296,0.2589,0.0,0,ubt,rebalance,93616,87168,186216.37117616,1180
2011-10-17,2013-05-29,1.388099,2.125946,201133,148405,0.5316,0.0,3,qld,rebalance,3234818,3033685,427597.890985143,590
2012-01-09,2013-05-29,2.836889,4.747073,73946,141250,0.6733,0.0,3,sso,rebalance,1429630,1355684,351027.05480783404,506
2011-10-17,2013-07-02,1.388099,2.021072,59979,37965,0.456,0.0,3,qld,rebalance,3033685,2973706,121221.84995763903,624
2012-01-09,2013-07-02,2.836889,4.529816,30018,50818,0.5968,0.0,3,sso,rebalance,1355684,1325666,135976.00654191602,540
2010-01-22,2013-07-02,23.517162,23.973749,2261,1032,0.0194,0.0,0,ubt,rebalance,109905,107644,54204.647255479,1257
2011-10-17,2013-08-02,1.388099,2.303592,125332,114741,0.6595,0.0,3,qld,rebalance,2973706,2848374,288713.846186096,655
2012-01-09,2013-08-02,2.836889,5.056468,35125,77963,0.7824,0.0,3,sso,rebalance,1325666,1290541,177608.436778875,571
2010-01-22,2013-09-04,15.659418,14.082625,33642,-53046,-0.1007,0.0,0,ugl,rebalance,225267,191625,473767.67025,1321
2011-10-17,2013-10-02,1.394537,2.466257,175706,188308,0.7685,0.0,3,qld,rebalance,2868931,2693225,433336.146467996,716
2012-01-09,2013-10-02,2.956147,4.969555,37956,76421,0.6811,0.0,3,sso,rebalance,1377241,1339285,188624.44753318798,632
2011-10-17,2013-12-03,1.394537,2.860381,168050,246335,1.0511,0.0,3,qld,rebalance,2693225,2525175,480687.03309979994,778
2012-01-09,2013-12-03,2.956147,5.657819,70867,191459,0.9139,0.0,3,sso,rebalance,1339285,1268418,400952.69223875605,694
2010-01-22,2014-02-04,14.175444,11.011865,17277,-54657,-0.2232,0.0,0,ugl,rebalance,293053,275776,190251.99160500002,1474
2010-01-22,2014-02-04,23.123502,23.711964,17476,10284,0.0254,0.0,0,ubt,rebalance,145345,127869,414390.283877608,1474
2011-10-17,2014-03-04,1.424986,3.242581,51136,92945,1.2755,0.0,3,qld,rebalance,2579819,2528683,165812.621300096,869
