Date,equity,cash,rebalanced,rebalance_reason,sso_value,sso_weight,sso_signal,sso_shares,sso_avg_price,sso_realized_pnl,sso_unrealized_pnl,qld_value,qld_weight,qld_signal,qld_shares,qld_avg_price,qld_realized_pnl,qld_unrealized_pnl,ugl_value,ugl_weight,ugl_signal,ugl_shares,ugl_avg_price,ugl_realized_pnl,ugl_unrealized_pnl,ubt_value,ubt_weight,ubt_signal,ubt_shares,ubt_avg_price,ubt_realized_pnl,ubt_unrealized_pnl,drawdown_pct,sso_current_price,sso_return_pct,sso_contribution,qld_current_price,qld_return_pct,qld_contribution,ugl_current_price,ugl_return_pct,ugl_contribution,ubt_current_price,ubt_return_pct,ubt_contribution,total_pnl,total_return_pct
2013-02-15,17223941,22,False,,6119872,0.3553,buy,1522153,2.836889,536357,1801693,6071758,0.3525,buy,3350477,1.387602,812267,1422630,2412266,0.1401,buy,122918,16.779941,819022,349709,2620023,0.1521,buy,99701,22.940469,1149428,332835,-3.16,4.020537,41.72345295762161,2338050,1.812207,30.599931067133035,2234897,19.625,16.95511795671083,1168731,26.278801,14.55215368870375,1482264,7223941.0815643445,72.23941081564345
2013-02-19,17357606,22,False,,6205544,0.3575,buy,1522153,2.836889,536357,1887365,6156860,0.3547,buy,3350477,1.387602,812267,1507732,2398438,0.1382,buy,122918,16.779941,819022,335881,2596743,0.1496,buy,99701,22.940469,1149428,309555,-2.41,4.07682,43.70742204006353,2423721,1.837607,32.43042738963106,2319999,19.512501,16.284680564863073,1154902,26.045301,13.534301775052416,1458983,7357606.199081346,73.57606199081347
2013-02-20,16909476,22,False,,6049377,0.3578,buy,1522153,2.836889,536357,1731198,5967179,0.3529,buy,3350477,1.387602,812267,1318052,2278592,0.1348,buy,122918,16.779941,819022,216036,2614305,0.1546,buy,99701,22.940469,1149428,327117,-4.93,3.9742240000000004,40.09092519408499,2267555,1.780994,28.35051052720663,2130318,18.5375,10.474165560383542,1035057,26.221453000000004,14.302167515067454,1476546,6909476.193126347,69.09476193126348
2013-02-21,16775748,22,False,,5979775,0.3565,buy,1522153,2.836889,536357,1661596,5839020,0.3481,buy,3350477,1.387602,812267,1189892,2314853,0.138,buy,122918,16.779941,819022,252296,2642078,0.1575,buy,99701,22.940469,1149428,354890,-5.68,3.928498,38.479089111009436,2197953,1.742743,25.59388395902269,2002159,18.8325,12.232217015019442,1071318,26.500011,15.516432154737192,1504318,6775748.4504793435,67.75748450479342
2013-02-22,17029372,22,False,,6093104,0.3578,buy,1522153,2.836889,536357,1774925,5954876,0.3497,buy,3350477,1.387602,812267,1305749,2326223,0.1366,buy,122918,16.779941,819022,263666,2655147,0.1559,buy,99701,22.940469,1149428,367959,-4.26,4.002951,41.10354854094476,2311281,1.777322,28.08588129507228,2118016,18.924999,12.783464477739326,1082688,26.631092,16.087828500318892,1517387,7029372.150834344,70.29372150834344
2013-02-25,16790505,22,False,,5869119,0.3495,buy,1522153,2.836889,536357,1550940,5806209,0.3458,buy,3350477,1.387602,812267,1157081,2366479,0.1409,buy,122918,16.779941,819022,303922,2748676,0.1637,buy,99701,22.940469,1149428,461488,-5.6,3.855801,35.916528473049844,2087297,1.73295,24.888133939880053,1969348,19.252501,14.735211486200917,1122944,27.569191,20.177104142050762,1610917,6790505.270675346,67.90505270675347
2013-02-26,16938648,22,False,,5943182,0.3509,buy,1522153,2.836889,536357,1625003,5848248,0.3453,buy,3350477,1.387602,812267,1199120,2424250,0.1431,buy,122918,16.779941,819022,361693,2722945,0.1608,buy,99701,22.940469,1149428,435757,-4.77,3.904458,37.63168195890483,2161360,1.745497,25.792355883123474,2011387,19.7225,17.536168861209145,1180715,27.31111,19.052100974054852,1585186,6938647.507416345,69.38647507416346
2013-02-27,17136198,22,False,,6092209,0.3555,buy,1522153,2.836889,536357,1774030,5966158,0.3482,buy,3350477,1.387602,812267,1317030,2374468,0.1386,buy,122918,16.779941,819022,311912,2703341,0.1578,buy,99701,22.940469,1149428,416153,-3.66,4.002363,41.08282161060208,2310386,1.780689,28.32853015797978,2129297,19.317499,15.122566836873563,1130933,27.114479,18.194965044148326,1565581,7136197.663216345,71.36197663216345
2013-02-28,17052263,22,False,,6067227,0.3558,buy,1522153,2.836889,536357,1749048,5946675,0.3487,buy,3350477,1.387602,812267,1297547,2324379,0.1363,buy,122918,16.779941,819022,261823,2713959,0.1592,buy,99701,22.940469,1149428,426772,-4.13,3.985951,40.50430055484748,2285405,1.774874,27.909461806982705,2109814,18.91,12.694077990389907,1080844,27.220984,18.65923193092962,1576200,7052262.757348344,70.52262757348343
2013-03-01,17149671,22,False,,6106491,0.3561,buy,1522153,2.836889,536357,1788312,5994861,0.3496,buy,3350477,1.387602,812267,1345733,2309015,0.1346,buy,122918,16.779941,819022,246458,2739282,0.1597,buy,99701,22.940469,1149428,452095,-3.58,4.011746,41.413571249046235,2324669,1.789256,28.94592629950894,2158000,18.785,11.949140933340786,1065480,27.474972,19.766393266452,1601523,7149671.361785345,71.49671361785344
2013-03-04,17238154,11,True,monthly,6063962,0.3518,buy,1496030,2.836889,566351,1819891,6057848,0.3514,buy,3354695,1.388099,812267,1401199,2565712,0.1488,buy,136911,16.988834,819022,239754,2550621,0.148,buy,93616,22.940469,1176644,403026,-3.08,4.053369,42.88077706818312,2386242,1.8057820000000002,30.090297751337115,2213466,18.74,10.307745581769767,1058776,27.245569,18.76640062170958,1579670,7238153.65594789,72.3815365594789
2013-03-05,17513639,11,False,,6174469,0.3526,buy,1496030,2.836889,566351,1930398,6240578,0.3563,buy,3354695,1.388099,812267,1583930,2569819,0.1467,buy,136911,16.988834,819022,243861,2528761,0.1444,buy,93616,22.940469,1176644,381166,-1.54,4.127236,45.484580067538836,2496749,1.860252,34.01436971490486,2396197,18.77,10.4843321542059,1062883,27.012064,17.748526912514052,1557810,7513638.66652789,75.13638666527889
2013-03-06,17488749,11,False,,6194643,0.3542,buy,1496030,2.836889,566351,1950572,6205672,0.3548,buy,3354695,1.388099,812267,1549024,2596860,0.1485,buy,136911,16.988834,819022,270901,2491563,0.1425,buy,93616,22.940469,1176644,343968,-1.68,4.140721,45.959924720040114,2516923,1.849847,33.264783359462925,2361291,18.967501,11.646866308962833,1089923,26.614714000000003,16.016435015771656,1520612,7488748.7714138925,74.88748771413893
2013-03-07,17490530,11,False,,6220954,0.3557,buy,1496030,2.836889,566351,1976883,6240578,0.3568,buy,3354695,1.388099,812267,1583930,2577692,0.1474,buy,136911,16.988834,819022,251733,2451296,0.1401,buy,93616,22.940469,1176644,303701,-1.67,4.158308,46.579864386598516,2543234,1.860252,34.01436971490486,2396197,18.827499,10.822783865156072,1070755,26.184586,14.141460249540305,1480345,7490530.375828892,74.90530375828892
2013-03-08,17500128,11,False,,6272700,0.3584,buy,1496030,2.836889,566351,2028629,6247764,0.357,buy,3354695,1.388099,812267,1591115,2579746,0.1474,buy,136911,16.988834,819022,253787,2399908,0.1371,buy,93616,22.940469,1176644,252313,-1.61,4.192897,47.79912253901726,2594980,1.8623939999999999,34.168681485530186,2403382,18.842501,10.911088923812295,1072809,25.635656,11.748614635147936,1428956,7500127.622130893,75.00127622130893
2013-03-11,17599403,11,False,,6316551,0.3589,buy,1496030,2.836889,566351,2072480,6290878,0.3574,buy,3354695,1.388099,812267,1634230,2588987,0.1471,buy,136911,16.988834,819022,263029,2402975,0.1365,buy,93616,22.940469,1176644,255381,-1.05,4.222209,48.8323670665751,2638832,1.875246,35.094552109282226,2446497,18.91,11.308402825574504,1082050,25.668427,11.891466990875,1432024,7599403.039155893,75.99403039155894
2013-03-12,17597978,11,False,,6287612,0.3573,buy,1496030,2.836889,566351,2043541,6246734,0.355,buy,3354695,1.388099,812267,1590085,2627664,0.1493,buy,136911,16.988834,819022,301706,2435957,0.1384,buy,93616,22.940469,1176644,288362,-1.06,4.202865,48.150493358159466,2609892,1.862087,34.14656490589343,2402352,19.192499,12.971253829795671,1120728,26.020729000000003,13.427189752687374,1465005,7597977.727951892,75.97977727951891
2013-03-13,17570227,11,False,,6301642,0.3587,buy,1496030,2.836889,566351,2057571,6225177,0.3543,buy,3354695,1.388099,812267,1568528,2610893,0.1486,buy,136911,16.988834,819022,284934,2432505,0.1384,buy,93616,22.940469,1176644,284910,-1.22,4.212243,48.481066747195946,2623922,1.855661,33.683629594017404,2380795,19.07,12.250197878567203,1103956,25.983860000000004,13.266473768942566,1461554,7570227.238328893,75.70227238328893
2013-03-14,17664949,11,False,,6369176,0.3606,buy,1496030,2.836889,566351,2125105,6269321,0.3549,buy,3354695,1.388099,812267,1612673,2611577,0.1478,buy,136911,16.988834,819022,285619,2414864,0.1367,buy,93616,22.940469,1176644,267269,-0.68,4.257385,50.07231689945495,2691456,1.86882,34.63161679740621,2424940,19.075001,12.279634860192324,1104641,25.79542,12.445043299527336,1443913,7664949.148964889,76.6494914896489
2013-03-15,17643635,11,False,,6352513,0.36,buy,1496030,2.836889,566351,2108442,6234419,0.3534,buy,3354695,1.388099,812267,1577770,2621503,0.1486,buy,136911,16.988834,819022,295545,2435189,0.138,buy,93616,22.940469,1176644,287594,-0.8,4.246247,49.679703718916635,2674793,1.858416,33.88210248294028,2390037,19.147499,12.70637397114147,1114567,26.012533,13.391462496651885,1464238,7643635.144330889,76.4363514433089
2013-03-18,17629106,11,False,,6285854,0.3566,buy,1496030,2.836889,566351,2041783,6201566,0.3518,buy,3354695,1.388099,812267,1544918,2667369,0.1513,buy,136911,16.988834,819022,341410,2474306,0.1404,buy,93616,22.940469,1176644,326711,-0.89,4.20169,48.109074747355685,2608135,1.8486230000000001,33.176605204819865,2357185,19.4825,14.678263249564028,1160432,26.430372,15.212868174374151,1503354,7629105.745220892,76.29105745220892
2013-03-19,17644568,11,False,,6254282,0.3545,buy,1496030,2.836889,566351,2010211,6184115,0.3505,buy,3354695,1.388099,812267,1527467,2692355,0.1526,buy,136911,16.988834,819022,366397,2513805,0.1425,buy,93616,22.940469,1176644,366210,-0.8,4.180586,47.365161247438216,2576562,1.843421,32.8018480475869,2339734,19.665001,15.752504118102895,1185418,26.852304,17.052115684570012,1542854,7644568.38523389,76.4456838523389
2013-03-20,17726000,11,False,,6335184,0.3574,buy,1496030,2.836889,566351,2091113,6261381,0.3532,buy,3354695,1.388099,812267,1604732,2666684,0.1504,buy,136911,16.988834,819022,340726,2462740,0.1389,buy,93616,22.940469,1176644,315145,-0.34,4.234664,49.271404341095185,2657465,1.866453,34.46109580717736,2416999,19.477501,14.648838040377065,1159748,26.306829,14.674330791212608,1491789,7726000.0307138935,77.26000030713894
2013-03-21,17557985,11,False,,6233402,0.355,buy,1496030,2.836889,566351,1989331,6128662,0.3491,buy,3354695,1.388099,812267,1472014,2697489,0.1536,buy,136911,16.988834,819022,371531,2498421,0.1423,buy,93616,22.940469,1176644,350826,-1.29,4.166629,46.87317865085237,2555682,1.826891,31.611010714049637,2284281,19.702499,15.97322556120988,1190552,26.687966999999997,16.335752815474834,1527469,7557984.5022598915,75.57984502259892
2013-03-22,17758906,11,False,,6327287,0.3563,buy,1496030,2.836889,566351,2083216,6242859,0.3515,buy,3354695,1.388099,812267,1586211,2674214,0.1506,buy,136911,16.988834,819022,348256,2514535,0.1416,buy,93616,22.940469,1176644,366940,-0.16,4.229385,49.08532021647118,2649567,1.860932,34.06335757859544,2398478,19.532499,14.972568317405145,1167277,26.860093999999997,17.086073142417302,1543583,7758905.504666891,77.5890550466689
2013-03-25,17641300,11,False,,6284291,0.3562,buy,1496030,2.836889,566351,2040220,6194508,0.3511,buy,3354695,1.388099,812267,1537860,2662919,0.1509,buy,136911,16.988834,819022,336961,2499571,0.1417,buy,93616,22.940469,1176644,351976,-0.82,4.200645,48.07223862115146,2606571,1.846519,33.02503099128311,2350127,19.450001,14.486967015643959,1155983,26.700255999999996,16.389321903983877,1528620,7641300.10554589,76.41300105545889
2013-03-26,17801477,11,False,,6379934,0.3584,buy,1496030,2.836889,566351,2135863,6266523,0.352,buy,3354695,1.388099,812267,1609875,2645463,0.1486,buy,136911,16.988834,819022,319505,2509547,0.141,buy,93616,22.940469,1176644,361952,0.0,4.264576,50.32579879757408,2702214,1.867986,34.57153462340923,2422142,19.3225,13.736468196571327,1138526,26.806814,16.8538198235336,1538595,7801477.281357892,78.01477281357892
2013-03-27,17868215,11,False,,6373788,0.3567,buy,1496030,2.836889,566351,2129717,6281955,0.3516,buy,3354695,1.388099,812267,1625306,2665315,0.1492,buy,136911,16.988834,819022,339357,2547146,0.1426,buy,93616,22.940469,1176644,399551,0.0,4.260468,50.180992284227784,2696068,1.872586,34.90292311308083,2437573,19.467501,14.589975849565008,1158378,27.208445,18.604573065211106,1576194,7868214.50672489,78.6821450672489
2013-03-28,17876481,11,False,,6403626,0.3582,buy,1496030,2.836889,566351,2159555,6315908,0.3533,buy,3354695,1.388099,812267,1659259,2635879,0.1474,buy,136911,16.988834,819022,309921,2521057,0.141,buy,93616,22.940469,1176644,373462,0.0,4.280413,50.88405117144601,2725907,1.882707,35.63204983133434,2471526,19.252501,13.324438747106072,1128943,26.929770000000005,17.389798409807344,1550106,7876481.38936989,78.7648138936989
2013-04-01,17793969,11,False,,6364137,0.3577,buy,1496030,2.836889,566351,2120066,6225371,0.3499,buy,3354695,1.388099,812267,1568723,2642725,0.1485,buy,136911,16.988834,819022,316766,2561725,0.144,buy,93616,22.940469,1176644,414130,-0.46,4.254017,49.95359529844463,2686417,1.855719,33.687807970626295,2380990,19.3025,13.618743814947209,1135788,27.364182,19.283447598300253,1590774,7793968.999710891,77.93968999710891
2013-04-02,17860623,11,False,,6429071,0.36,buy,1496030,2.836889,566351,2185000,6324137,0.3541,buy,3354695,1.388099,812267,1667488,2566397,0.1437,buy,136911,16.988834,819022,240439,2541008,0.1423,buy,93616,22.940469,1176644,393413,-0.09,4.297421,51.48358115659555,2751351,1.88516,35.80876634550052,2479755,18.745001,10.337182563394865,1059460,27.142879,18.318763735144895,1570056,7860623.014088891,78.60623014088891
2013-04-03,17606958,11,False,,6297452,0.3577,buy,1496030,2.836889,566351,2053381,6208910,0.3526,buy,3354695,1.388099,812267,1552261,2508552,0.1425,buy,136911,16.988834,819022,182594,2592034,0.1472,buy,93616,22.940469,1176644,444439,-1.51,4.209442,48.38233182901603,2619732,1.850812,33.33430290131791,2364528,18.3225,7.8502491153669585,1001615,27.687941,20.694748316552225,1621083,7606958.216639891,76.0695821663989
2013-04-04,17703460,11,False,,6349225,0.3586,buy,1496030,2.836889,566351,2105154,6214053,0.351,buy,3354695,1.388099,812267,1557404,2492122,0.1408,buy,136911,16.988834,819022,166164,2648049,0.1496,buy,93616,22.940469,1176644,500454,-0.97,4.244049,49.60222447930243,2671505,1.852345,33.44474171754979,2369671,18.202499,7.143896939403338,985186,28.286290999999995,23.303021089713983,1677098,7703459.7509738915,77.03459750973892
2013-04-05,17728096,11,False,,6291309,0.3549,buy,1496030,2.836889,566351,2047238,6108088,0.3445,buy,3354695,1.388099,812267,1451439,2576665,0.1453,buy,136911,16.988834,819022,250707,2752024,0.1552,buy,93616,22.940469,1176644,604429,-0.83,4.205336,48.23759581543277,2613589,1.820758,31.169183408146182,2263706,18.82,10.778643108266127,1069728,29.396938000000002,28.144452243209095,1781072,7728096.199581891,77.28096199581891
2013-04-08,17825398,11,False,,6378177,0.3578,buy,1496030,2.836889,566351,2134106,6173930,0.3464,buy,3354695,1.388099,812267,1517282,2555786,0.1434,buy,136911,16.988834,819022,229828,2717493,0.1525,buy,93616,22.940469,1176644,569898,-0.29,4.263402,50.284415436651855,2700458,1.8403849999999997,32.58313164440363,2329549,18.6675,9.880994698382462,1048850,29.028084,26.536577511911673,1746542,7825397.712762892,78.25397712762893
2013-04-09,17969971,11,False,,6418543,0.3572,buy,1496030,2.836889,566351,2174472,6252122,0.3479,buy,3354695,1.388099,812267,1595473,2594464,0.1444,buy,136911,16.988834,819022,268505,2704832,0.1505,buy,93616,22.940469,1176644,557237,0.0,4.290384,51.23552774023283,2740823,1.863693,34.262262713374426,2407740,18.950001,11.543857475041763,1087527,28.892838,25.94702547802008,1733881,7969971.130157892,79.69971130157892
2013-04-10,18221129,11,False,,6580867,0.3612,buy,1496030,2.836889,566351,2336796,6499037,0.3567,buy,3354695,1.388099,812267,1842389,2508894,0.1377,buy,136911,16.988834,819022,182936,2632319,0.1445,buy,93616,22.940469,1176644,484724,0.0,4.398887,55.06024563643943,2903147,1.937296,39.56469467104795,2654656,18.325001,7.86497054928903,1001958,28.118263,22.570568749898136,1661368,8221128.501132891,82.21128501132891
2013-04-11,18259733,11,False,,6622109,0.3627,buy,1496030,2.836889,566351,2378038,6486692,0.3552,buy,3354695,1.388099,812267,1830043,2517451,0.1379,buy,136911,16.988834,819022,191493,2633470,0.1442,buy,93616,22.940469,1176644,485875,0.0,4.426455,56.032014370599995,2944390,1.933616,39.299583879310696,2642310,18.387501,8.232859241864322,1010515,28.130554,22.624146556624858,1662519,8259733.3503288925,82.59733350328892
2013-04-12,18066642,11,False,,6587888,0.3646,buy,1496030,2.836889,566351,2343817,6481546,0.3588,buy,3354695,1.388099,812267,1824897,2281622,0.1263,buy,136911,16.988834,819022,-44336,2715575,0.1503,buy,93616,22.940469,1176644,567980,-1.06,4.40358,55.2256733304838,2910168,1.932082,39.18907302210282,2637164,16.665001,-1.9061531255102016,774685,29.007596999999997,26.447272449149462,1744624,8066641.621936891,80.66641621936891
2013-04-15,17151323,11,False,,6285168,0.3665,buy,1496030,2.836889,566351,2041097,6227428,0.3631,buy,3354695,1.388099,812267,1570779,1879788,0.1096,buy,136911,16.988834,819022,-446170,2758928,0.1609,buy,93616,22.940469,1176644,611334,-6.07,4.201231,48.09289505173104,2607448,1.856332,33.73196908892384,2383046,13.73,-19.182212015064092,372851,29.470694,28.465962674657774,1787977,7151322.6680578925,71.51322668057892
2013-04-16,17470268,3,True,daily,6177261,0.3536,buy,1429630,2.836889,660184,2121560,6165614,0.3529,buy,3234819,1.388099,870332,1675365,2595285,0.1486,buy,184488,16.363388,819022,-423564,2532105,0.1449,buy,87168,22.940469,1214940,532430,-4.32,4.320881,52.31054337740979,2781743,1.906015,37.31118090030512,2545696,14.067499999999999,-14.030640962101614,395458,29.048563,26.625847701803185,1747370,7470267.627928063,74.70267627928064
2013-04-17,17071910,3,False,,5996144,0.3512,buy,1429630,2.836889,660184,1940443,5924542,0.347,buy,3234819,1.388099,870332,1434293,2594824,0.152,buy,184488,16.363388,819022,-424025,2556398,0.1497,buy,87168,22.940469,1214940,556723,-6.51,4.194193,47.844806385486784,2600626,1.831491,31.942399203721216,2304625,14.064999999999998,-14.045918971527238,394997,29.327250999999997,27.84067902562184,1771663,7071910.466916069,70.71910466916069
2013-04-18,16910900,3,False,,5919840,0.3501,buy,1429630,2.836889,660184,1864139,5757878,0.3405,buy,3234819,1.388099,870332,1267629,2655705,0.157,buy,184488,16.363388,819022,-363144,2577475,0.1524,buy,87168,22.940469,1214940,577800,-7.39,4.14082,45.96341445831209,2524323,1.779969,28.230704037447317,2137960,14.395,-12.029221727346917,455878,29.569046000000004,28.894689747083625,1792740,6910900.306968063,69.10900306968063
2013-04-19,17196909,3,False,,6017107,0.3499,buy,1429630,2.836889,660184,1961405,5917600,0.3441,buy,3234819,1.388099,870332,1427351,2700443,0.157,buy,184488,16.363388,819022,-318406,2561756,0.149,buy,87168,22.940469,1214940,562082,-5.82,4.208856,48.361675398436454,2621589,1.829345,31.78779926919182,2297683,14.637500000000001,-10.547254813062901,500616,29.388725,28.10865088232335,1777021,7196909.155664064,71.96909155664063
2013-04-22,17476480,3,False,,6081670,0.348,buy,1429630,2.836889,660184,2025969,6031686,0.3451,buy,3234819,1.388099,870332,1541437,2793148,0.1598,buy,184488,16.363388,819022,-225700,2569973,0.1471,buy,87168,22.940469,1214940,570298,-4.29,4.254017,49.95359529844463,2686152,1.8646130000000003,34.32854041130875,2411768,15.140000000000002,-7.476374918515605,593321,29.482985,28.519540481384475,1785238,7476479.948266067,74.76479948266068
2013-04-23,17652808,3,False,,6205774,0.3515,buy,1429630,2.836889,660184,2150072,6148744,0.3483,buy,3234819,1.388099,870332,1658495,2751177,0.1558,buy,184488,16.363388,819022,-267671,2547110,0.1443,buy,87168,22.940469,1214940,547435,-3.32,4.340825,53.013567014746485,2810256,1.9007999999999998,36.93548721038393,2528827,14.9125,-8.866673776245982,551350,29.220701000000002,27.37621597894284,1762375,7652807.872747064,76.52807872747064
2013-04-24,17738740,3,False,,6221700,0.3507,buy,1429630,2.836889,660184,2165998,6143788,0.3463,buy,3234819,1.388099,870332,1653539,2811136,0.1585,buy,184488,16.363388,819022,-207713,2562114,0.1444,buy,87168,22.940469,1214940,562439,-2.85,4.351965,53.40625069504787,2826182,1.8992680000000002,36.82512043512811,2523871,15.237499999999999,-6.880532550916896,611309,29.392824,28.126518869449924,1777379,7738740.425903067,77.38740425903067
2013-04-25,17964840,3,False,,6265303,0.3488,buy,1429630,2.836889,660184,2209602,6209261,0.3456,buy,3234819,1.388099,870332,1719012,2946735,0.164,buy,184488,16.363388,819022,-72114,2543539,0.1416,buy,87168,22.940469,1214940,543864,-1.61,4.382465,54.48137208186945,2869786,1.9195080000000002,38.283229789683126,2589344,15.9725,-2.388797779788021,746908,29.179729,27.197614571636098,1758804,7964840.492503069,79.64840492503069
2013-04-26,17917940,3,False,,6241829,0.3484,buy,1429630,2.836889,660184,2186127,6174538,0.3446,buy,3234819,1.388099,870332,1684290,2914449,0.1627,buy,184488,16.363388,819022,-104400,2587121,0.1444,buy,87168,22.940469,1214940,587446,-1.87,4.366045,53.90256902706256,2846311,1.9087739999999997,37.50994195313202,2554621,15.797499999999998,-3.4582584395806304,714622,29.679706999999997,29.37707309019524,1802386,7917940.103061065,79.17940103061065
2013-04-29,18147626,3,False,,6320644,0.3483,buy,1429630,2.836889,660184,2264943,6286644,0.3464,buy,3234819,1.388099,870332,1796396,2970718,0.1637,buy,184488,16.363388,819022,-48131,2569616,0.1416,buy,87168,22.940469,1214940,569941,-0.61,4.421175,55.84589499609449,2925127,1.94343,40.00659401792743,2666727,16.102501,-1.5943351784526216,770891,29.478892999999996,28.501703008019753,1784881,8147625.961961068,81.47625961961069
2013-04-30,18293903,3,False,,6355862,0.3474,buy,1429630,2.836889,660184,2300160,6373942,0.3484,buy,3234819,1.388099,870332,1883694,2990550,0.1635,buy,184488,16.363388,819022,-28298,2573546,0.1407,buy,87168,22.940469,1214940,573871,0.0,4.445809,56.714240577830964,2960344,1.970417,41.95076383765945,2754025,16.209999,-0.9373929955589944,790723,29.523972,28.698207275323774,1788811,8293903.065030068,82.93903065030068
2013-05-01,18109205,3,False,,6240988,0.3446,buy,1429630,2.836889,660184,2185287,6320371,0.349,buy,3234819,1.388099,870332,1830122,2923212,0.1614,buy,184488,16.363388,819022,-95636,2624630,0.1449,buy,87168,22.940469,1214940,624956,-1.01,4.365457,53.881842096719915,2845470,1.9538559999999998,40.75769323386569,2700453,15.845000000000002,-3.167976260494032,723385,30.110023,31.252867368888126,1839895,8109204.5558670685,81.09204555867069
2013-05-02,18406815,3,False,,6353349,0.3452,buy,1429630,2.836889,660184,2297647,6477117,0.3519,buy,3234819,1.388099,870332,1986868,2954575,0.1605,buy,184488,16.363388,819022,-64274,2621772,0.1424,buy,87168,22.940469,1214940,622097,0.0,4.444051,56.6522712860922,2957831,2.002312,44.24851076767587,2857200,16.014999,-2.129077730756457,754748,30.077228999999996,31.109914753657762,1837037,8406815.473671064,84.06815473671064
2013-05-03,18563203,3,False,,6477446,0.3489,buy,1429630,2.836889,660184,2421745,6630884,0.3572,buy,3234819,1.388099,870332,2140635,2962416,0.1596,buy,184488,16.363388,819022,-56433,2492453,0.1343,buy,87168,22.940469,1214940,492778,0.0,4.530855,59.71210200286794,3081928,2.049847,47.67297856257571,3010967,16.057501,-1.8693393481135745,762589,28.593672,24.642928323418744,1707718,8563202.609756067,85.63202609756068
2013-05-06,18646208,3,False,,6521888,0.3498,buy,1429630,2.836889,660184,2466186,6679497,0.3582,buy,3234819,1.388099,870332,2189248,2963800,0.1589,buy,184488,16.363388,819022,-55049,2481020,0.1331,buy,87168,22.940469,1214940,481346,0.0,4.561941,60.807879820269115,3126370,2.064875,48.75561035013758,3059580,16.065001,-1.823505319836749,763973,28.462513,24.071191967347684,1696285,8646207.74015607,86.46207740156069
2013-05-07,18614767,3,False,,6584771,0.3537,buy,1429630,2.836889,660184,2529070,6671562,0.3584,buy,3234819,1.388099,870332,2181313,2892772,0.1554,buy,184488,16.363388,819022,-126077,2465659,0.1325,buy,87168,22.940469,1214940,465985,-0.17,4.605927,62.35838110947351,3189254,2.062422,48.57889383597143,3051645,15.68,-4.176324882584204,692945,28.286291,23.303021089713983,1680924,8614767.450545065,86.14767450545065
2013-05-08,18827484,3,False,,6645148,0.3529,buy,1429630,2.836889,660184,2589446,6738024,0.3579,buy,3234819,1.388099,870332,2247776,2975791,0.1581,buy,184488,16.363388,819022,-43058,2468517,0.1311,buy,87168,22.940469,1214940,468843,0.0,4.648159,63.84705410646525,3249630,2.082968,50.05904772918721,3118107,16.129999,-1.4262892971784513,775964,28.319078,23.445943191182472,1683782,8827483.56860707,88.2748356860707
2013-05-09,18714401,3,False,,6612446,0.3533,buy,1429630,2.836889,660184,2556745,6725130,0.3594,buy,3234819,1.388099,870332,2234882,2909376,0.1555,buy,184488,16.363388,819022,-109473,2467446,0.1318,buy,87168,22.940469,1214940,467771,-0.6,4.625285,63.04074831623061,3216928,2.078982,49.77189239878914,3105213,15.77,-3.626316543262309,709549,28.306782,23.392343588911537,1682711,8714400.910213068,87.14400910213068
2013-05-10,18713294,3,False,,6653532,0.3556,buy,1429630,2.836889,660184,2597831,6796559,0.3632,buy,3234819,1.388099,870332,2306310,2855413,0.1526,buy,184488,16.363388,819022,-163436,2407787,0.1287,buy,87168,22.940469,1214940,408112,-0.61,4.654024,64.0537946616688,3258014,2.101063,51.36262919018881,3176641,15.477500000000001,-5.4138436460584805,655586,27.622375000000005,20.408938986486035,1623052,8713293.955746062,87.13293955746062
2013-05-13,18658762,3,False,,6661916,0.357,buy,1429630,2.836889,660184,2606214,6819374,0.3655,buy,3234819,1.388099,870332,2329125,2807907,0.1505,buy,184488,16.363388,819022,-210941,2369562,0.127,buy,87168,22.940469,1214940,369887,-0.9,4.659888,64.26049996699084,3266398,2.108116,51.87073419402659,3199457,15.220000000000002,-6.987478616896137,608080,27.183850999999997,18.497365142451592,1584827,8658761.564441063,86.58761564441062
2013-05-14,18787936,3,False,,6801948,0.362,buy,1429630,2.836889,660184,2746246,6887826,0.3666,buy,3234819,1.388099,870332,2397577,2782540,0.1481,buy,184488,16.363388,819022,-236309,2315619,0.1233,buy,87168,22.940469,1214940,315944,-0.21,4.757838,67.71322586335717,3406430,2.129277,53.39519328749196,3267909,15.0825,-7.8277691353046075,582713,26.565014,15.79978730652767,1530884,8787935.944184065,87.87935944184065
2013-05-15,18788495,3,False,,6873219,0.3658,buy,1429630,2.836889,660184,2817518,6914610,0.368,buy,3234819,1.388099,870332,2424361,2654321,0.1413,buy,184488,16.363388,819022,-364528,2346342,0.1249,buy,87168,22.940469,1214940,346667,-0.21,4.807691,69.4705382075282,3477701,2.137557,53.99169256890082,3294693,14.387500000000001,-12.075055755623731,454494,26.917465,17.336159575556877,1561607,8788494.878662065,87.88494878662064
2013-05-16,18739340,3,False,,6808656,0.3633,buy,1429630,2.836889,660184,2752954,6902709,0.3684,buy,3234819,1.388099,870332,2412460,2631260,0.1404,buy,184488,16.363388,819022,-387589,2396712,0.1279,buy,87168,22.940469,1214940,397038,-0.47,4.76253,67.87861830752003,3413138,2.133878,53.72665381813957,3282792,14.262500000000001,-12.838956226904152,431433,27.495325,19.85511420862991,1611977,8739340.359611064,87.39340359611064
