Date,equity,cash,is_month_start,rebalanced,rebalance_reason,sso_close,sso_shares,sso_weight,sso_signal_today,sso_pending_intent,sso_pending_reason,sso_pending_delta,sso_executed_intent,sso_exec_side,sso_exec_shares,sso_exec_price,qld_close,qld_shares,qld_weight,qld_signal_today,qld_pending_intent,qld_pending_reason,qld_pending_delta,qld_executed_intent,qld_exec_side,qld_exec_shares,qld_exec_price,ugl_close,ugl_shares,ugl_weight,ugl_signal_today,ugl_pending_intent,ugl_pending_reason,ugl_pending_delta,ugl_executed_intent,ugl_exec_side,ugl_exec_shares,ugl_exec_price,ubt_close,ubt_shares,ubt_weight,ubt_signal_today,ubt_pending_intent,ubt_pending_reason,ubt_pending_delta,ubt_executed_intent,ubt_exec_side,ubt_exec_shares,ubt_exec_price
2010-02-04,9914350,7000020,False,False,,1.99215,0,0.0,hold,,,0.0,,,0,0.0,0.784055,0,0.0,hold,,,0.0,,,0,0.0,10.4925,135401,0.1433,hold,,,0.0,,,0,0.0,14.501731,102997,0.1507,hold,,,0.0,,,0,0.0
2010-02-05,9925710,7000020,False,False,,2.002474,0,0.0,hold,,,0.0,,,0,0.0,0.795208,0,0.0,hold,,,0.0,,,0,0.0,10.535,135401,0.1437,hold,,,0.0,,,0,0.0,14.556157,102997,0.151,hold,,,0.0,,,0,0.0
2010-02-08,9917591,7000020,False,False,,1.970352,0,0.0,hold,,,0.0,,,0,0.0,0.785125,0,0.0,hold,,,0.0,,,0,0.0,10.4275,135401,0.1424,hold,,,0.0,,,0,0.0,14.618645,102997,0.1518,hold,,,0.0,,,0,0.0
2010-02-09,9924775,7000020,False,False,,2.018536,0,0.0,hold,,,0.0,,,0,0.0,0.801319,0,0.0,hold,,,0.0,,,0,0.0,10.7075,135401,0.1461,hold,,,0.0,,,0,0.0,14.320305,102997,0.1486,hold,,,0.0,,,0,0.0
2010-02-10,9886722,7000020,False,False,,2.00993,0,0.0,hold,,,0.0,,,0,0.0,0.797958,0,0.0,hold,,,0.0,,,0,0.0,10.635,135401,0.1456,hold,,,0.0,,,0,0.0,14.046156,102997,0.1463,hold,,,0.0,,,0,0.0
2010-02-11,9927188,7000020,False,False,,2.051231,0,0.0,hold,,,0.0,,,0,0.0,0.821333,0,0.0,hold,,,0.0,,,0,0.0,11.055,135401,0.1508,hold,,,0.0,,,0,0.0,13.886907,102997,0.1441,hold,,,0.0,,,0,0.0
2010-02-12,9933999,7000020,False,False,,2.048362,0,0.0,hold,,,0.0,,,0,0.0,0.825306,0,0.0,hold,,,0.0,,,0,0.0,11.0225,135401,0.1502,hold,,,0.0,,,0,0.0,13.995756,102997,0.1451,hold,,,0.0,,,0,0.0
2010-02-16,10008790,7000020,False,False,,2.113181,0,0.0,hold,,,0.0,,,0,0.0,0.846083,0,0.0,hold,,,0.0,,,0,0.0,11.535,135401,0.156,hold,,,0.0,,,0,0.0,14.048168,102997,0.1446,hold,,,0.0,,,0,0.0
2010-02-17,9968584,7000020,False,False,,2.133257,0,0.0,buy,ENTER_TO_TARGET,signal_buy+rebalance,3489004.0,,,0,0.0,0.855096,0,0.0,hold,,,0.0,,,0,0.0,11.465,135401,0.1557,hold,REDUCE_TO_TARGET,rebalance 2010-02-17,-57085.0,,,0,0.0,13.749829,102997,0.1421,hold,INCREASE_TO_TARGET,rebalance 2010-02-17,79096.0,,,0,0.0
2010-02-18,10015274,3489002,False,True,daily,2.159069,1635474,0.3526,hold,,,0.0,ENTER_TO_TARGET,buy,1635474,2.126947,0.866096,0,0.0,hold,,,0.0,,,0,0.0,11.6075,130439,0.1512,hold,,,0.0,REDUCE_TO_TARGET,sell,4962,11.502888,13.620818,108738,0.1479,hold,,,0.0,INCREASE_TO_TARGET,buy,5741,13.735719
2010-02-19,10037423,3489002,False,False,,2.170542,1635474,0.3537,hold,,,0.0,,,0,0.0,0.865028,0,0.0,hold,,,0.0,,,0,0.0,11.5175,130439,0.1497,hold,,,0.0,,,0,0.0,13.759908,108738,0.1491,hold,,,0.0,,,0,0.0
2010-02-22,10013050,3489002,False,False,,2.168247,1635474,0.3541,hold,,,0.0,,,0,0.0,0.861361,0,0.0,hold,,,0.0,,,0,0.0,11.43,130439,0.1489,hold,,,0.0,,,0,0.0,13.675247,108738,0.1485,hold,,,0.0,,,0,0.0
2010-02-23,9940142,3489002,False,False,,2.117197,1635474,0.3483,hold,,,0.0,,,0,0.0,0.839514,0,0.0,hold,,,0.0,,,0,0.0,11.17,130439,0.1466,hold,,,0.0,,,0,0.0,14.084455,108738,0.1541,hold,,,0.0,,,0,0.0
2010-02-24,9991138,3489002,False,False,,2.153333,1635474,0.3525,hold,,,0.0,,,0,0.0,0.856014,0,0.0,hold,,,0.0,,,0,0.0,11.0625,130439,0.1444,hold,,,0.0,,,0,0.0,14.138884,108738,0.1539,hold,,,0.0,,,0,0.0
2010-02-25,10030115,3489002,False,False,,2.149891,1635474,0.3506,hold,,,0.0,,,0,0.0,0.857847,0,0.0,hold,,,0.0,,,0,0.0,11.265,130439,0.1465,hold,,,0.0,,,0,0.0,14.306194,108738,0.1551,hold,,,0.0,,,0,0.0
2010-02-26,10078416,3489002,False,False,,2.152761,1635474,0.3493,hold,,,0.0,,,0,0.0,0.862888,0,0.0,hold,,,0.0,,,0,0.0,11.48,130439,0.1486,hold,,,0.0,,,0,0.0,14.449317,108738,0.1559,hold,,,0.0,,,0,0.0
2010-03-01,10151832,3489002,True,False,,2.195781,1635474,0.3537,hold,,,0.0,,,0,0.0,0.88718,0,0.0,hold,,,0.0,,,0,0.0,11.49,130439,0.1476,hold,,,0.0,,,0,0.0,14.465443,108738,0.1549,hold,,,0.0,,,0,0.0
2010-03-02,10208744,3489002,False,False,,2.206679,1635474,0.3535,hold,,,0.0,,,0,0.0,0.892528,0,0.0,hold,,,0.0,,,0,0.0,11.83,130439,0.1512,hold,,,0.0,,,0,0.0,14.417066,108738,0.1536,hold,,,0.0,,,0,0.0
