entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,holding_days
2010-05-10,2010-12-16,15.228282,14.928992,656672,-196535,-0.0197,0.03,3,220
2011-05-27,2013-06-21,17.215214,23.665994,569465,3673494,0.3747,0.03,3,756
2014-04-16,2015-06-11,24.871918,28.549018,541854,1992452,0.1478,0.03,3,421
2015-08-25,2016-11-10,33.612216,32.771225,460231,-387050,-0.025,0.03,3,443
2017-06-26,2018-02-22,36.237893,30.415769,416204,-2423191,-0.1607,0.03,3,241
2018-12-26,2021-02-08,33.232203,48.273564,380930,5729705,0.4526,0.03,3,775
2021-08-06,2022-02-11,48.795032,41.236063,376859,-2848666,-0.1549,0.03,3,189
2023-12-20,2024-04-16,20.895272,16.230584,743718,-3469213,-0.2232,0.03,3,118
2024-08-07,2024-12-30,19.422737,16.277748,621487,-1954570,-0.1619,0.03,3,145
