Date,equity,cash,rebalanced,spy_value,spy_weight,spy_signal,gld_value,gld_weight,gld_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2004-11-18,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-19,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-22,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-23,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-24,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-26,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-29,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-30,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-01,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-02,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-03,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-06,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-07,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-08,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-09,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,buy,0.0
2004-12-10,9993832,8500043,False,0,0.0,sell,0,0.0,sell,1493789,0.1495,buy,-0.06
2004-12-13,9997027,8500043,False,0,0.0,sell,0,0.0,sell,1496984,0.1497,buy,-0.03
2004-12-14,10002911,8500043,False,0,0.0,sell,0,0.0,sell,1502868,0.1502,buy,0.0
2004-12-15,10016530,8500043,False,0,0.0,sell,0,0.0,sell,1516487,0.1514,buy,0.0
2004-12-16,9994170,8500043,False,0,0.0,sell,0,0.0,sell,1494127,0.1495,buy,-0.22
2004-12-17,9992151,8500043,False,0,0.0,sell,0,0.0,sell,1492108,0.1493,buy,-0.24
2004-12-20,9994842,8500043,False,0,0.0,sell,0,0.0,sell,1494799,0.1496,buy,-0.22
2004-12-21,9999382,8500043,False,0,0.0,sell,0,0.0,sell,1499339,0.1499,buy,-0.17
2004-12-22,9994337,8500043,False,0,0.0,sell,0,0.0,sell,1494294,0.1495,buy,-0.22
2004-12-23,9989462,8500043,False,0,0.0,sell,0,0.0,sell,1489419,0.1491,buy,-0.27
2004-12-27,9977861,8500043,False,0,0.0,sell,0,0.0,sell,1477818,0.1481,buy,-0.39
2004-12-28,9976684,8500043,False,0,0.0,sell,0,0.0,sell,1476641,0.148,buy,-0.4
2004-12-29,9975172,8500043,False,0,0.0,sell,0,0.0,sell,1475129,0.1479,buy,-0.41
2004-12-30,9985090,8500043,False,0,0.0,sell,0,0.0,sell,1485047,0.1487,buy,-0.31
2004-12-31,9994456,8500043,False,0,0.0,sell,0,0.0,sell,1494412,0.1495,buy,-0.22
2005-01-03,9997664,8500043,False,0,0.0,sell,0,0.0,sell,1497621,0.1498,buy,-0.19
2005-01-04,9981969,8500043,False,0,0.0,sell,0,0.0,sell,1481926,0.1485,buy,-0.35
2005-01-05,9989901,8500043,False,0,0.0,sell,0,0.0,sell,1489858,0.1491,buy,-0.27
2005-01-06,9990912,8500043,False,0,0.0,sell,0,0.0,sell,1490869,0.1492,buy,-0.26
2005-01-07,9994288,8500043,False,0,0.0,sell,0,0.0,sell,1494245,0.1495,buy,-0.22
2005-01-10,9996651,8500043,False,0,0.0,sell,0,0.0,sell,1496608,0.1497,buy,-0.2
2005-01-11,10005426,8500043,False,0,0.0,sell,0,0.0,sell,1505383,0.1505,buy,-0.11
2005-01-12,10007452,8500043,False,0,0.0,sell,0,0.0,sell,1507409,0.1506,buy,-0.09
2005-01-13,10021965,8500043,False,0,0.0,sell,0,0.0,sell,1521922,0.1519,buy,0.0
2005-01-14,10021797,8500043,False,0,0.0,sell,0,0.0,sell,1521754,0.1518,buy,-0.0
2005-01-18,10026859,8500043,False,0,0.0,sell,0,0.0,sell,1526816,0.1523,buy,0.0
2005-01-19,10031248,8500043,False,0,0.0,sell,0,0.0,sell,1531205,0.1526,buy,0.0
2005-01-20,10034286,8500043,False,0,0.0,sell,0,0.0,sell,1534243,0.1529,buy,0.0
2005-01-21,10035973,8500043,False,0,0.0,sell,0,0.0,sell,1535930,0.153,buy,0.0
2005-01-24,10042555,8500043,False,0,0.0,sell,0,0.0,sell,1542512,0.1536,buy,0.0
2005-01-25,10028041,8500043,False,0,0.0,sell,0,0.0,sell,1527998,0.1524,buy,-0.14
2005-01-26,10030909,8500043,False,0,0.0,sell,0,0.0,sell,1530866,0.1526,buy,-0.12
2005-01-27,10028041,8500043,False,0,0.0,sell,0,0.0,sell,1527998,0.1524,buy,-0.14
2005-01-28,10043398,8500043,False,0,0.0,buy,0,0.0,sell,1543355,0.1537,buy,0.0
2005-01-31,10040460,2474008,False,6018708,0.5994,buy,0,0.0,sell,1547744,0.1542,buy,-0.03
2005-02-01,10076204,2474008,False,6056907,0.6011,buy,0,0.0,sell,1545288,0.1534,buy,0.0
2005-02-02,10098096,2474008,False,6075244,0.6016,buy,0,0.0,sell,1548843,0.1534,buy,0.0
2005-02-03,10081464,2474008,False,6059458,0.601,buy,0,0.0,sell,1547997,0.1535,buy,-0.16
2005-02-04,10167665,2474008,False,6124145,0.6023,buy,0,0.0,sell,1569512,0.1544,buy,0.0
2005-02-07,10171205,2474008,False,6115997,0.6013,buy,0,0.0,sell,1581199,0.1555,buy,0.0
2005-02-08,10187314,2474008,False,6123127,0.6011,buy,0,0.0,sell,1590179,0.1561,buy,0.0
2005-02-09,10145707,2474008,False,6077283,0.599,buy,0,0.0,sell,1594415,0.1572,buy,-0.41
2005-02-10,10146092,2474008,False,6099184,0.6011,buy,0,0.0,sell,1572900,0.155,buy,-0.4
2005-02-11,10197545,2474008,False,6151653,0.6032,buy,0,0.0,sell,1571883,0.1541,buy,0.0
2005-02-14,10197871,2474008,False,6147067,0.6028,buy,0,0.0,sell,1576796,0.1546,buy,0.0
2005-02-15,10212833,2474008,False,6169990,0.6041,buy,0,0.0,sell,1568835,0.1536,buy,0.0
2005-02-16,10210979,2474008,False,6174066,0.6046,buy,0,0.0,sell,1562905,0.1531,buy,-0.02
2005-02-17,10151233,2474008,False,6124145,0.6033,buy,0,0.0,sell,1553079,0.153,buy,-0.6
2005-02-18,10145490,2474008,False,6132293,0.6044,buy,0,0.0,sell,1539188,0.1517,buy,-0.66
2005-02-22,10047537,2474008,False,6041117,0.6013,buy,0,0.0,sell,1532412,0.1525,buy,-1.62
2005-02-23,10095919,2474008,False,6084415,0.6027,buy,0,0.0,sell,1537496,0.1523,buy,-1.14
2005-02-24,10132769,2474008,False,6124654,0.6044,buy,0,0.0,sell,1534106,0.1514,buy,-0.78
2005-02-25,10200839,2474008,False,6185270,0.6063,buy,0,0.0,sell,1541561,0.1511,buy,-0.12
2005-02-28,10143488,2474008,False,6144520,0.6058,buy,0,0.0,sell,1524959,0.1503,buy,-0.68
2005-03-01,10173574,2474008,False,6175083,0.607,buy,0,0.0,sell,1524483,0.1498,buy,-0.38
2005-03-02,10168480,2474008,False,6172027,0.607,buy,0,0.0,sell,1522444,0.1497,buy,-0.43
2005-03-03,10170174,2474008,False,6174572,0.6071,buy,0,0.0,sell,1521594,0.1496,buy,-0.42
2005-03-04,10263574,2474008,False,6251488,0.6091,buy,0,0.0,sell,1538078,0.1499,buy,0.0
