entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,asset_id,trade_type,holding_days
2004-12-10,2005-01-31,44.629977,45.723395,806,881,0.0245,0.0,3,tlt,rebalance,52
2005-01-31,2005-09-20,80.033316,84.115184,1112,4539,0.051,0.0,3,spy,rebalance,232
2004-12-10,2005-09-20,44.629977,47.539854,21,61,0.0652,0.0,3,tlt,rebalance,284
2005-09-20,2006-02-02,46.65956,56.868881,6087,62144,0.2188,0.0,3,gld,rebalance,135
2004-12-10,2006-05-02,44.868801,44.266269,35626,-21466,-0.0134,0.0,3,tlt,signal,508
2005-09-20,2006-05-02,46.65956,65.403198,4755,89126,0.4017,0.0,3,gld,rebalance,224
2005-01-31,2006-09-25,80.493058,91.5776,2500,27711,0.1377,0.0,3,spy,rebalance,602
2005-01-31,2007-06-04,80.493058,107.760187,2688,73294,0.3388,0.0,3,spy,rebalance,854
2006-09-25,2007-11-02,48.741543,51.577476,1234,3500,0.0582,0.0,3,tlt,rebalance,403
2005-09-20,2007-11-02,47.772396,78.314353,5222,159490,0.6393,0.0,3,gld,rebalance,773
2005-01-31,2008-01-16,82.050321,97.795546,77220,1215846,0.1919,0.0,3,spy,signal,1080
2006-09-25,2008-02-04,48.741543,54.445192,2608,14875,0.117,0.0,3,tlt,rebalance,497
2005-09-20,2008-02-04,47.772396,88.244472,6044,244613,0.8472,0.0,3,gld,rebalance,867
2005-09-20,2008-08-12,47.772396,80.497778,38292,1253120,0.685,0.0,3,gld,signal,1057
2006-09-25,2008-12-02,48.741543,64.944153,5926,96017,0.3324,0.0,3,tlt,rebalance,799
2006-09-25,2009-01-02,48.741543,72.058443,2250,52463,0.4784,0.0,3,tlt,rebalance,830
2009-01-02,2009-02-03,86.18779,89.071976,1574,4540,0.0335,0.0,3,gld,rebalance,32
2006-09-25,2009-05-08,50.2775,57.689356,32600,241627,0.1474,0.0,3,tlt,signal,956
2009-01-02,2009-07-27,86.18779,93.618302,1939,14408,0.0862,0.0,3,gld,rebalance,206
2009-07-27,2009-10-02,72.716287,75.697396,1040,3100,0.041,0.0,3,spy,rebalance,67
2009-01-02,2009-10-02,86.18779,97.546476,132,1499,0.1318,0.0,3,gld,rebalance,273
2009-01-02,2009-12-02,86.18779,118.443603,3283,105896,0.3743,0.0,3,gld,rebalance,334
2009-10-02,2009-12-28,61.901058,55.550533,39755,-252465,-0.1026,0.0,3,tlt,signal,87
2009-07-27,2010-05-20,72.814746,81.931384,1893,17258,0.1252,0.0,3,spy,rebalance,297
2009-07-27,2010-07-01,72.814746,77.632361,112044,539785,0.0662,0.0,3,spy,signal,339
2010-05-20,2010-08-06,62.240266,63.66823,2221,3172,0.0229,0.0,3,tlt,rebalance,78
2009-01-02,2010-08-06,86.269798,117.636028,1500,47049,0.3636,0.0,3,gld,rebalance,581
2010-05-20,2010-12-16,62.240266,58.858826,35582,-120318,-0.0543,0.0,3,tlt,signal,210
2010-08-06,2011-06-02,84.60348,100.808133,1600,25927,0.1915,0.0,3,spy,rebalance,300
2009-01-02,2011-06-02,86.269798,149.699544,2645,167772,0.7352,0.0,3,gld,rebalance,881
2010-08-06,2011-08-05,84.60348,93.477122,104970,931466,0.1049,0.0,3,spy,signal,364
2011-06-02,2011-09-02,64.177955,74.366277,4090,41670,0.1588,0.0,3,tlt,rebalance,92
2009-01-02,2011-09-02,86.269798,182.271547,3981,382183,1.1128,0.0,3,gld,rebalance,973
2011-06-02,2011-10-04,64.177955,83.242841,4661,88861,0.2971,0.0,3,tlt,rebalance,124
2012-01-09,2012-04-03,100.000755,110.47719,4025,42168,0.1048,0.0,3,spy,rebalance,85
2009-01-02,2012-05-15,95.911616,150.706524,29239,1602148,0.5713,0.0,3,gld,signal,1229
2011-06-02,2012-06-04,65.884151,88.297863,6964,156089,0.3402,0.0,3,tlt,rebalance,368
2012-01-09,2012-09-07,100.035344,112.907784,5471,70425,0.1287,0.0,3,spy,rebalance,242
2012-09-07,2013-02-21,168.273314,151.544,28722,-480499,-0.0994,0.0,3,gld,signal,167
2012-01-09,2013-06-04,100.035344,131.113505,8801,273519,0.3107,0.0,3,spy,rebalance,512
