date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2005-01-31,spy,0,50196,0.0,39.95,0,4012467,50196,4012467,daily
2005-01-31,tqqq,0,0,0.0,0.0,0,0,0,0,daily
2005-01-31,gld,0,0,0.0,0.0,0,0,0,0,daily
2005-01-31,tlt,33609,32803,15.37,15.04,1543367,1510636,-806,-32731,daily
2005-01-31,cash,0,0,84.63,45.0,8500031,4519531,0,-3980500,daily
2005-05-26,spy,50196,50097,40.08,40.03,4070843,4084588,-99,13745,daily
2005-05-26,tqqq,0,4276285,0.0,20.17,0,2057962,4276285,2057962,daily
2005-05-26,gld,0,0,0.0,0.0,0,0,0,0,daily
2005-05-26,tlt,32803,31897,15.42,14.92,1566633,1522876,-906,-43757,daily
2005-05-26,cash,0,0,44.5,24.88,4519531,2539217,0,-1980314,daily
2005-09-20,spy,50097,49396,40.57,39.97,4222823,4128555,-701,-94268,daily
2005-09-20,tqqq,4276285,4186883,20.43,19.9,2126489,2055646,-89402,-70843,daily
2005-09-20,gld,0,55774,0.0,24.97,0,2578432,55774,2578432,daily
2005-09-20,tlt,31897,32740,14.61,15.16,1521105,1565367,843,44262,daily
2005-09-20,cash,0,0,24.39,0.0,2539217,36,0,-2539181,daily
2005-12-02,spy,49396,51245,38.55,39.95,4285513,4451542,1849,166029,monthly
2005-12-02,tqqq,4186883,3720010,22.49,20.07,2499782,2235893,-466873,-263889,monthly
2005-12-02,gld,55774,55391,25.17,25.01,2798181,2787275,-383,-10906,monthly
2005-12-02,tlt,32740,35613,13.79,14.97,1532792,1667858,2873,135066,monthly
2005-12-02,cash,0,0,0.0,0.0,36,17,0,-19,monthly
2006-04-04,spy,51245,51658,39.68,40.07,4594943,4661609,413,66666,monthly
2006-04-04,tqqq,3720010,4082116,18.21,20.21,2109134,2351274,362106,242140,monthly
2006-04-04,gld,55391,49494,27.97,24.81,3238711,2886985,-5897,-351726,monthly
2006-04-04,tlt,35613,37766,14.14,14.91,1637612,1734810,2153,97198,monthly
2006-04-04,cash,0,0,0.0,0.0,17,62,0,45,monthly
2006-05-02,spy,51658,51658,39.62,39.52,4655899,4690887,0,34988,
2006-05-02,tqqq,4082116,4082116,18.69,18.64,2196064,2212372,0,16308,
2006-05-02,gld,49494,49494,27.44,27.75,3225029,3293825,0,68796,
2006-05-02,tlt,37766,0,14.26,0.0,1675582,0,-37766,-1675582,
2006-05-02,cash,0,0,0.0,14.09,62,1671822,0,1671760,
2006-05-24,spy,51658,51674,39.99,40.43,4469162,4506262,16,37100,daily
2006-05-24,tqqq,4082116,5215805,15.66,20.46,1750076,2280104,1133689,530028,daily
2006-05-24,gld,49494,41894,29.4,24.08,3285411,2683729,-7600,-601682,daily
2006-05-24,tlt,0,0,0.0,0.0,0,0,0,0,daily
2006-05-24,cash,0,0,14.96,15.04,1671822,1676440,0,4618,daily
2006-06-12,spy,51674,51674,41.38,41.17,4476975,4428401,0,-48574,
2006-06-12,tqqq,5215805,0,19.73,0.0,2134375,0,-5215805,-2134375,
2006-06-12,gld,41894,41894,23.41,23.38,2532492,2514896,0,-17596,
2006-06-12,tlt,0,0,0.0,0.0,0,0,0,0,
2006-06-12,cash,0,0,15.49,35.45,1676440,3812779,0,2136339,
2006-09-25,spy,51674,47997,43.06,40.17,4737052,4433776,-3677,-303276,daily
2006-09-25,tqqq,0,0,0.0,0.0,0,0,0,0,daily
2006-09-25,gld,41894,47026,22.28,24.92,2450799,2751021,5132,300222,daily
2006-09-25,tlt,0,33800,0.0,14.98,0,1653757,33800,1653757,daily
2006-09-25,cash,0,0,34.66,19.93,3812779,2200103,0,-1612676,daily
2006-09-29,spy,47997,47738,40.22,40.22,4474272,4446467,-259,-27805,daily
2006-09-29,tqqq,0,4716549,0.0,19.69,0,2176560,4716549,2176560,daily
2006-09-29,gld,47026,46515,25.27,25.02,2811684,2766247,-511,-45437,daily
2006-09-29,tlt,33800,34404,14.73,15.07,1639291,1666534,604,27243,daily
2006-09-29,cash,0,0,19.78,0.0,2200103,48,0,-2200055,daily
2007-05-02,spy,47738,48160,39.65,39.89,4996077,5069736,422,73659,monthly
2007-05-02,tqqq,4716549,4244568,22.24,20.48,2802979,2603435,-471981,-199544,monthly
2007-05-02,gld,46515,47239,24.62,24.77,3102085,3148951,724,46866,monthly
2007-05-02,tlt,34404,38245,13.49,14.86,1699918,1888634,3841,188716,monthly
2007-05-02,cash,0,0,0.0,0.0,48,17,0,-31,monthly
2007-09-05,spy,48160,49887,38.62,39.99,5075923,5212448,1727,136525,monthly
2007-09-05,tqqq,4244568,3763573,22.53,19.52,2960849,2544642,-480995,-416207,monthly
2007-09-05,gld,47239,48721,24.24,25.25,3185798,3291590,1482,105792,monthly
2007-09-05,tlt,38245,39242,14.62,15.24,1921189,1987077,997,65888,monthly
2007-09-05,cash,0,0,0.0,0.0,17,162,0,145,monthly
2007-11-02,spy,49887,53801,37.07,39.55,5351990,5778390,3914,426400,monthly
2007-11-02,tqqq,3763573,3351192,22.52,20.27,3250707,2960657,-412381,-290050,monthly
2007-11-02,gld,48721,46325,26.3,25.31,3796827,3698124,-2396,-98703,monthly
2007-11-02,tlt,39242,41721,14.11,14.87,2036825,2172417,2479,135592,monthly
2007-11-02,cash,0,0,0.0,0.0,162,21,0,-141,monthly
2007-11-13,spy,53801,52529,40.98,39.75,5491766,5525359,-1272,33593,daily
2007-11-13,tqqq,3351192,4246955,15.64,21.46,2095607,2983090,895763,887483,daily
2007-11-13,gld,46325,42829,27.07,24.38,3627247,3388630,-3496,-238617,daily
2007-11-13,tlt,41721,38327,16.32,14.4,2187212,2001828,-3394,-185384,daily
2007-11-13,cash,0,0,0.0,0.0,21,0,0,-21,daily
2008-01-16,spy,52529,0,39.09,0.0,5182945,0,-52529,-5182945,
2008-01-16,tqqq,4246955,4246955,16.55,16.24,2194932,2123265,0,-71667,
2008-01-16,gld,42829,42829,28.42,28.41,3768523,3713274,0,-55249,
2008-01-16,tlt,38327,38327,15.93,16.05,2112709,2097462,0,-15247,
2008-01-16,cash,0,0,0.0,39.3,0,5137102,0,5137102,
2008-01-17,spy,0,0,0.0,0.0,0,0,0,0,
2008-01-17,tqqq,4246955,0,16.24,0.0,2123265,0,-4246955,-2123265,
2008-01-17,gld,42829,42829,28.41,28.26,3713274,3704708,0,-8566,
2008-01-17,tlt,38327,38327,16.05,16.21,2097462,2124642,0,27180,
2008-01-17,cash,0,0,39.3,55.53,5137102,7280203,0,2143101,
2008-02-04,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-02-04,tqqq,0,0,0.0,0.0,0,0,0,0,monthly
2008-02-04,gld,42829,36913,28.95,24.95,3826771,3288948,-5916,-537823,monthly
2008-02-04,tlt,38327,35961,15.97,14.88,2111626,1960882,-2366,-150744,monthly
2008-02-04,cash,0,0,55.08,60.17,7280203,7931074,0,650871,monthly
2008-07-01,spy,0,0,0.0,0.0,0,0,0,0,daily
2008-07-01,tqqq,4693614,6013416,15.68,20.68,1981193,2645578,1319802,664385,daily
2008-07-01,gld,37647,34583,27.24,25.05,3440935,3204460,-3064,-236475,daily
2008-07-01,tlt,36754,34944,15.78,14.78,1993557,1890890,-1810,-102667,daily
2008-07-01,cash,0,0,41.3,39.5,5217301,5053165,0,-164136,daily
2008-07-03,spy,0,0,0.0,0.0,0,0,0,0,
2008-07-03,tqqq,6013416,0,19.43,0.0,2454381,0,-6013416,-2454381,
2008-07-03,gld,34583,34583,25.51,25.22,3222098,3183710,0,-38388,
2008-07-03,tlt,34944,34944,15.05,15.02,1900777,1896657,0,-4120,
2008-07-03,cash,0,0,40.01,59.76,5053165,7544513,0,2491348,
2008-08-12,spy,0,0,0.0,0.0,0,0,0,0,
2008-08-12,tqqq,0,0,0.0,0.0,0,0,0,0,
2008-08-12,gld,34583,0,22.93,0.0,2805718,0,-34583,-2805718,
2008-08-12,tlt,34944,34944,15.4,15.55,1883910,1901485,0,17575,
2008-08-12,cash,0,0,61.67,84.45,7544513,10328368,0,2783855,
2008-12-02,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-12-02,tqqq,0,0,0.0,0.0,0,0,0,0,monthly
2008-12-02,gld,0,0,0.0,0.0,0,0,0,0,monthly
2008-12-02,tlt,34944,28777,18.17,15.02,2293850,1896278,-6167,-397572,monthly
2008-12-02,cash,0,0,81.83,84.98,10328368,10728879,0,400511,monthly
