Date,equity,cash,rebalanced,rebalance_reason,qqq_value,qqq_weight,qqq_signal,qqq_shares,qqq_avg_price,qqq_realized_pnl,qqq_unrealized_pnl,tqqq_value,tqqq_weight,tqqq_signal,tqqq_shares,tqqq_avg_price,tqqq_realized_pnl,tqqq_unrealized_pnl,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,spy_realized_pnl,spy_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,drawdown_pct
2007-06-18,13383967,111,False,,2047370,0.153,buy,49909,35.209115,-9892,290118,2166096,0.1618,buy,3312255,0.47175,-194577,603539,4062268,0.3035,buy,37582,81.360763,54274,1004568,5108122,0.3817,buy,78647,47.955856,299399,1336538,-0.86
2007-06-19,13432699,111,False,,2046941,0.1524,buy,49909,35.209115,-9892,289689,2163479,0.1611,buy,3312255,0.47175,-194577,600922,4072362,0.3032,buy,37582,81.360763,54274,1014662,5149806,0.3834,buy,78647,47.955856,299399,1378222,-0.5
2007-06-20,13233863,111,False,,2027655,0.1532,buy,49909,35.209115,-9892,270403,2101079,0.1588,buy,3312255,0.47175,-194577,538523,4015771,0.3034,buy,37582,81.360763,54274,958070,5089247,0.3846,buy,78647,47.955856,299399,1317663,-1.98
2007-06-21,13318888,111,False,,2046084,0.1536,buy,49909,35.209115,-9892,288832,2157156,0.162,buy,3312255,0.47175,-194577,594599,4038087,0.3032,buy,37582,81.360763,54274,980387,5077450,0.3812,buy,78647,47.955856,299399,1305866,-1.35
2007-06-22,13216663,111,False,,2026798,0.1534,buy,49909,35.209115,-9892,269546,2094909,0.1585,buy,3312255,0.47175,-194577,532352,4000093,0.3027,buy,37582,81.360763,54274,942393,5094753,0.3855,buy,78647,47.955856,299399,1323168,-2.1
2007-06-25,13133644,111,False,,2018225,0.1537,buy,49909,35.209115,-9892,260973,2067119,0.1574,buy,3312255,0.47175,-194577,504562,3980963,0.3031,buy,37582,81.360763,54274,923262,5067226,0.3858,buy,78647,47.955856,299399,1295642,-2.72
2007-06-26,12980698,111,False,,2006653,0.1546,buy,49909,35.209115,-9892,249402,2030366,0.1564,buy,3312255,0.47175,-194577,467810,3940045,0.3035,buy,37582,81.360763,54274,882345,5003522,0.3855,buy,78647,47.955856,299399,1231938,-3.85
2007-06-27,13164049,111,False,,2037512,0.1548,buy,49909,35.209115,-9892,280260,2122864,0.1613,buy,3312255,0.47175,-194577,560308,3996107,0.3036,buy,37582,81.360763,54274,938407,5007454,0.3804,buy,78647,47.955856,299399,1235870,-2.49
2007-06-28,13205159,111,False,,2036653,0.1542,buy,49909,35.209115,-9892,279402,2118962,0.1605,buy,3312255,0.47175,-194577,556406,3995576,0.3026,buy,37582,81.360763,54274,937876,5053856,0.3827,buy,78647,47.955856,299399,1282272,-2.19
2007-06-29,13220179,111,False,,2040083,0.1543,buy,49909,35.209115,-9892,282831,2128439,0.161,buy,3312255,0.47175,-194577,565882,3996904,0.3023,buy,37582,81.360763,54274,939203,5054642,0.3823,buy,78647,47.955856,299399,1283058,-2.08
2007-07-02,13390181,111,False,,2058513,0.1537,buy,49909,35.209115,-9892,301262,2184889,0.1632,buy,3312255,0.47175,-194577,622333,4033040,0.3012,buy,37582,81.360763,54274,975339,5113628,0.3819,buy,78647,47.955856,299399,1342044,-0.82
2007-07-03,13431718,111,False,,2070513,0.1542,buy,49909,35.209115,-9892,313261,2221834,0.1654,buy,3312255,0.47175,-194577,659278,4047653,0.3014,buy,37582,81.360763,54274,989953,5091607,0.3791,buy,78647,47.955856,299399,1320022,-0.51
2007-07-05,13464305,111,False,,2085513,0.1549,buy,49909,35.209115,-9892,328262,2268838,0.1685,buy,3312255,0.47175,-194577,706282,4043402,0.3003,buy,37582,81.360763,54274,985702,5066440,0.3763,buy,78647,47.955856,299399,1294855,-0.27
2007-07-06,13563266,111,False,,2094085,0.1544,buy,49909,35.209115,-9892,336833,2295502,0.1692,buy,3312255,0.47175,-194577,732946,4064659,0.2997,buy,37582,81.360763,54274,1006958,5108909,0.3767,buy,78647,47.955856,299399,1337325,0.0
2007-07-09,13603673,111,False,,2095372,0.154,buy,49909,35.209115,-9892,338120,2298404,0.169,buy,3312255,0.47175,-194577,735847,4067846,0.299,buy,37582,81.360763,54274,1010145,5141941,0.378,buy,78647,47.955856,299399,1370356,0.0
2007-07-10,13487112,111,False,,2077799,0.1541,buy,49909,35.209115,-9892,320547,2239247,0.166,buy,3312255,0.47175,-194577,676690,4009925,0.2973,buy,37582,81.360763,54274,952225,5160030,0.3826,buy,78647,47.955856,299399,1388446,-0.86
2007-07-11,13560746,111,False,,2091942,0.1543,buy,49909,35.209115,-9892,334691,2283677,0.1684,buy,3312255,0.47175,-194577,721121,4038355,0.2978,buy,37582,81.360763,54274,980654,5146660,0.3795,buy,78647,47.955856,299399,1375076,-0.32
2007-07-12,13806219,111,False,,2124087,0.1538,buy,49909,35.209115,-9892,366835,2387626,0.1729,buy,3312255,0.47175,-194577,825069,4102121,0.2971,buy,37582,81.360763,54274,1044420,5192275,0.3761,buy,78647,47.955856,299399,1420691,0.0
2007-07-13,13881561,111,False,,2138659,0.1541,buy,49909,35.209115,-9892,381407,2435385,0.1754,buy,3312255,0.47175,-194577,872829,4114344,0.2964,buy,37582,81.360763,54274,1056643,5193061,0.3741,buy,78647,47.955856,299399,1421477,0.0
2007-07-16,13853638,111,False,,2136516,0.1542,buy,49909,35.209115,-9892,379264,2426654,0.1752,buy,3312255,0.47175,-194577,864098,4113811,0.2969,buy,37582,81.360763,54274,1056111,5176546,0.3737,buy,78647,47.955856,299399,1404961,-0.2
2007-07-17,13916386,111,False,,2152802,0.1547,buy,49909,35.209115,-9892,395550,2480747,0.1783,buy,3312255,0.47175,-194577,918190,4111686,0.2955,buy,37582,81.360763,54274,1053986,5171040,0.3716,buy,78647,47.955856,299399,1399456,0.0
2007-07-18,13964467,111,False,,2150231,0.154,buy,49909,35.209115,-9892,392979,2470416,0.1769,buy,3312255,0.47175,-194577,907859,4104246,0.2939,buy,37582,81.360763,54274,1046546,5239463,0.3752,buy,78647,47.955856,299399,1467879,0.0
2007-07-19,14038242,111,False,,2156659,0.1536,buy,49909,35.209115,-9892,399407,2491147,0.1775,buy,3312255,0.47175,-194577,928591,4120189,0.2935,buy,37582,81.360763,54274,1062489,5270136,0.3754,buy,78647,47.955856,299399,1498551,0.0
2007-07-20,13988241,111,False,,2145088,0.1533,buy,49909,35.209115,-9892,387836,2449605,0.1751,buy,3312255,0.47175,-194577,887048,4078472,0.2916,buy,37582,81.360763,54274,1020772,5314964,0.38,buy,78647,47.955856,299399,1543380,-0.36
2007-07-23,13994453,111,False,,2145946,0.1533,buy,49909,35.209115,-9892,388694,2451122,0.1751,buy,3312255,0.47175,-194577,888565,4090961,0.2923,buy,37582,81.360763,54274,1033261,5306313,0.3792,buy,78647,47.955856,299399,1534729,-0.31
2007-07-24,13781704,111,False,,2114229,0.1534,buy,49909,35.209115,-9892,356978,2341029,0.1699,buy,3312255,0.47175,-194577,778473,4020021,0.2917,buy,37582,81.360763,54274,962321,5306313,0.385,buy,78647,47.955856,299399,1534729,-1.83
2007-07-25,13756720,111,False,,2117229,0.1539,buy,49909,35.209115,-9892,359978,2349638,0.1708,buy,3312255,0.47175,-194577,787081,4028257,0.2928,buy,37582,81.360763,54274,970557,5261484,0.3825,buy,78647,47.955856,299399,1489900,-2.01
2007-07-26,13483736,111,False,,2099228,0.1557,buy,49909,35.209115,-9892,341977,2288348,0.1697,buy,3312255,0.47175,-194577,725791,3932873,0.2917,buy,37582,81.360763,54274,875172,5163176,0.3829,buy,78647,47.955856,299399,1391592,-3.95
2007-07-27,13205026,111,False,,2056798,0.1558,buy,49909,35.209115,-9892,299546,2148262,0.1627,buy,3312255,0.47175,-194577,585706,3855553,0.292,buy,37582,81.360763,54274,797853,5144301,0.3896,buy,78647,47.955856,299399,1372716,-5.94
2007-07-30,13391618,111,False,,2080799,0.1554,buy,49909,35.209115,-9892,323547,2222228,0.1659,buy,3312255,0.47175,-194577,659672,3915866,0.2924,buy,37582,81.360763,54274,858166,5172613,0.3863,buy,78647,47.955856,299399,1401029,-4.61
2007-07-31,13164019,111,False,,2037084,0.1547,buy,49909,35.209115,-9892,279832,2080878,0.1581,buy,3312255,0.47175,-194577,518321,3871759,0.2941,buy,37582,81.360763,54274,814059,5174186,0.3931,buy,78647,47.955856,299399,1402602,-6.23
2007-08-01,13257202,111,False,,2052941,0.1549,buy,49909,35.209115,-9892,295689,2128329,0.1605,buy,3312255,0.47175,-194577,565773,3890624,0.2935,buy,37582,81.360763,54274,832923,5185197,0.3911,buy,78647,47.955856,299399,1413613,-5.56
2007-08-02,13361483,111,False,,2071799,0.1551,buy,49909,35.209115,-9892,314547,2185810,0.1636,buy,3312255,0.47175,-194577,623254,3921712,0.2935,buy,37582,81.360763,54274,864012,5182051,0.3878,buy,78647,47.955856,299399,1410467,-4.82
2007-08-03,13158007,111,False,,2032370,0.1545,buy,49909,35.209115,-9892,275118,2059812,0.1565,buy,3312255,0.47175,-194577,497256,3820746,0.2904,buy,37582,81.360763,54274,763046,5244969,0.3986,buy,78647,47.955856,299399,1473384,-6.27
2007-08-06,13302782,111,False,,2055940,0.1545,buy,49909,35.209115,-9892,298689,2130353,0.1601,buy,3312255,0.47175,-194577,567797,3884779,0.292,buy,37582,81.360763,54274,827078,5231598,0.3933,buy,78647,47.955856,299399,1460014,-5.24
2007-08-07,13399788,111,False,,2070513,0.1545,buy,49909,35.209115,-9892,313261,2174482,0.1623,buy,3312255,0.47175,-194577,611926,3926229,0.293,buy,37582,81.360763,54274,868529,5228453,0.3902,buy,78647,47.955856,299399,1456869,-4.55
2007-08-08,13570417,111,False,,2093229,0.1542,buy,49909,35.209115,-9892,335977,2244854,0.1654,buy,3312255,0.47175,-194577,682298,3980963,0.2934,buy,37582,81.360763,54274,923262,5251260,0.387,buy,78647,47.955856,299399,1479676,-3.33
2007-08-09,13143939,111,False,,2044797,0.1556,buy,49909,35.209115,-9892,287546,2087804,0.1588,buy,3312255,0.47175,-194577,525247,3862994,0.2939,buy,37582,81.360763,54274,805293,5148233,0.3917,buy,78647,47.955856,299399,1376648,-6.37
2007-08-10,13137142,111,False,,2026368,0.1542,buy,49909,35.209115,-9892,269116,2030207,0.1545,buy,3312255,0.47175,-194577,467651,3844925,0.2927,buy,37582,81.360763,54274,787224,5235531,0.3985,buy,78647,47.955856,299399,1463947,-6.42
2007-08-13,13180401,111,False,,2040083,0.1548,buy,49909,35.209115,-9892,282831,2070315,0.1571,buy,3312255,0.47175,-194577,507759,3858742,0.2928,buy,37582,81.360763,54274,801042,5211150,0.3954,buy,78647,47.955856,299399,1439566,-6.11
2007-08-14,12982229,111,False,,2005367,0.1545,buy,49909,35.209115,-9892,248116,1963485,0.1512,buy,3312255,0.47175,-194577,400929,3799756,0.2927,buy,37582,81.360763,54274,742056,5213510,0.4016,buy,78647,47.955856,299399,1441926,-7.52
2007-08-15,12766039,111,False,,1967223,0.1541,buy,49909,35.209115,-9892,209972,1850365,0.1449,buy,3312255,0.47175,-194577,287808,3747414,0.2935,buy,37582,81.360763,54274,689714,5200926,0.4074,buy,78647,47.955856,299399,1429342,-9.06
2007-08-16,12605437,111,False,,1947936,0.1545,buy,49909,35.209115,-9892,190684,1794924,0.1424,buy,3312255,0.47175,-194577,232368,3775578,0.2995,buy,37582,81.360763,54274,717878,5086888,0.4035,buy,78647,47.955856,299399,1315304,-10.21
2007-08-17,12838502,111,False,,1984796,0.1546,buy,49909,35.209115,-9892,227544,1895829,0.1477,buy,3312255,0.47175,-194577,333272,3844925,0.2995,buy,37582,81.360763,54274,787224,5112842,0.3982,buy,78647,47.955856,299399,1341257,-8.55
2007-08-20,12880700,111,False,,1994224,0.1548,buy,49909,35.209115,-9892,236972,1921807,0.1492,buy,3312255,0.47175,-194577,359250,3843065,0.2984,buy,37582,81.360763,54274,785364,5121493,0.3976,buy,78647,47.955856,299399,1349909,-8.25
2007-08-21,12965132,111,False,,2015225,0.1554,buy,49909,35.209115,-9892,257973,1981464,0.1528,buy,3312255,0.47175,-194577,418907,3850771,0.297,buy,37582,81.360763,54274,793071,5117560,0.3947,buy,78647,47.955856,299399,1345976,-7.64
2007-08-22,13144036,111,False,,2042654,0.1554,buy,49909,35.209115,-9892,285403,2061286,0.1568,buy,3312255,0.47175,-194577,498729,3896470,0.2964,buy,37582,81.360763,54274,838770,5143514,0.3913,buy,78647,47.955856,299399,1371930,-6.37
2007-08-23,13109937,111,False,,2037084,0.1554,buy,49909,35.209115,-9892,279832,2043290,0.1559,buy,3312255,0.47175,-194577,480734,3893016,0.297,buy,37582,81.360763,54274,835316,5136435,0.3918,buy,78647,47.955856,299399,1364851,-6.61
2007-08-24,13334947,111,False,,2065798,0.1549,buy,49909,35.209115,-9892,308547,2128574,0.1596,buy,3312255,0.47175,-194577,566018,3941109,0.2955,buy,37582,81.360763,54274,883409,5199353,0.3899,buy,78647,47.955856,299399,1427769,-5.01
2007-08-27,13230776,111,False,,2052084,0.1551,buy,49909,35.209115,-9892,294832,2085012,0.1576,buy,3312255,0.47175,-194577,522455,3904440,0.2951,buy,37582,81.360763,54274,846740,5189129,0.3922,buy,78647,47.955856,299399,1417545,-5.75
2007-08-28,12915349,111,False,,2003224,0.1551,buy,49909,35.209115,-9892,245972,1934937,0.1498,buy,3312255,0.47175,-194577,372380,3818621,0.2957,buy,37582,81.360763,54274,760921,5158456,0.3994,buy,78647,47.955856,299399,1386872,-8.0
2007-08-29,13250817,111,False,,2060655,0.1555,buy,49909,35.209115,-9892,303403,2100294,0.1585,buy,3312255,0.47175,-194577,537738,3893549,0.2938,buy,37582,81.360763,54274,835849,5196207,0.3921,buy,78647,47.955856,299399,1424623,-5.61
2007-08-30,13261539,111,False,,2071370,0.1562,buy,49909,35.209115,-9892,314118,2131900,0.1608,buy,3312255,0.47175,-194577,569343,3883185,0.2928,buy,37582,81.360763,54274,825485,5174973,0.3902,buy,78647,47.955856,299399,1403389,-5.53
2007-08-31,13449859,111,False,,2094514,0.1557,buy,49909,35.209115,-9892,337262,2202189,0.1637,buy,3312255,0.47175,-194577,639633,3921446,0.2916,buy,37582,81.360763,54274,863746,5231598,0.389,buy,78647,47.955856,299399,1460014,-4.19
2007-09-04,13704831,111,False,,2129229,0.1554,buy,49909,35.209115,-9892,371978,2310503,0.1686,buy,3312255,0.47175,-194577,747947,3961033,0.289,buy,37582,81.360763,54274,903333,5303954,0.387,buy,78647,47.955856,299399,1532370,-2.38
2007-09-05,13592337,66,True,monthly,2034653,0.1497,buy,48177,35.209115,2618,338384,1989996,0.1464,buy,2943241,0.47175,-113882,601522,4076277,0.2999,buy,39013,82.231127,54274,868195,5491344,0.404,buy,81281,48.590892,299399,1541828,-3.18
2007-09-06,13699795,66,False,,2032997,0.1484,buy,48177,35.209115,2618,336728,1984065,0.1448,buy,2943241,0.47175,-113882,595591,4085657,0.2982,buy,39013,82.231127,54274,877574,5597010,0.4085,buy,81281,48.590892,299399,1647493,-2.41
2007-09-07,13537112,66,False,,1995350,0.1474,buy,48177,35.209115,2618,299081,1872770,0.1383,buy,2943241,0.47175,-113882,484296,4028838,0.2976,buy,39013,82.231127,54274,820755,5640089,0.4166,buy,81281,48.590892,299399,1690572,-3.57
2007-09-10,13542337,66,False,,1994109,0.1472,buy,48177,35.209115,2618,297839,1868263,0.138,buy,2943241,0.47175,-113882,479789,4021116,0.2969,buy,39013,82.231127,54274,813033,5658783,0.4179,buy,81281,48.590892,299399,1709267,-3.53
2007-09-11,13776457,66,False,,2024310,0.1469,buy,48177,35.209115,2618,328041,1952140,0.1417,buy,2943241,0.47175,-113882,563666,4068004,0.2953,buy,39013,82.231127,54274,859921,5731936,0.4161,buy,81281,48.590892,299399,1782420,-1.86
2007-09-12,13782619,66,False,,2024724,0.1469,buy,48177,35.209115,2618,328454,1952284,0.1416,buy,2943241,0.47175,-113882,563810,4078485,0.2959,buy,39013,82.231127,54274,870402,5727059,0.4155,buy,81281,48.590892,299399,1777543,-1.82
2007-09-13,13818012,66,False,,2034653,0.1472,buy,48177,35.209115,2618,338384,1979951,0.1433,buy,2943241,0.47175,-113882,591477,4107169,0.2972,buy,39013,82.231127,54274,899086,5696173,0.4122,buy,81281,48.590892,299399,1746656,-1.57
2007-09-14,13815839,66,False,,2036308,0.1474,buy,48177,35.209115,2618,340038,1983715,0.1436,buy,2943241,0.47175,-113882,595241,4106893,0.2973,buy,39013,82.231127,54274,898810,5688857,0.4118,buy,81281,48.590892,299399,1739341,-1.58
2007-09-17,13805824,66,False,,2019345,0.1463,buy,48177,35.209115,2618,323076,1933071,0.14,buy,2943241,0.47175,-113882,544597,4084829,0.2959,buy,39013,82.231127,54274,876746,5768513,0.4178,buy,81281,48.590892,299399,1818996,-1.66
2007-09-18,14181395,66,False,,2070232,0.146,buy,48177,35.209115,2618,373962,2078167,0.1465,buy,2943241,0.47175,-113882,689693,4205083,0.2965,buy,39013,82.231127,54274,997000,5827847,0.411,buy,81281,48.590892,299399,1878331,0.0
2007-09-19,14204726,66,False,,2075611,0.1461,buy,48177,35.209115,2618,379341,2093239,0.1474,buy,2943241,0.47175,-113882,704765,4229908,0.2978,buy,39013,82.231127,54274,1021825,5805902,0.4087,buy,81281,48.590892,299399,1856386,0.0
2007-09-20,14255347,66,False,,2069818,0.1452,buy,48177,35.209115,2618,373549,2074588,0.1455,buy,2943241,0.47175,-113882,686114,4200120,0.2946,buy,39013,82.231127,54274,992037,5910754,0.4146,buy,81281,48.590892,299399,1961238,0.0
2007-09-21,14293720,66,False,,2084555,0.1458,buy,48177,35.209115,2618,388286,2117777,0.1482,buy,2943241,0.47175,-113882,729303,4211454,0.2946,buy,39013,82.231127,54274,1003371,5879867,0.4114,buy,81281,48.590892,299399,1930351,0.0
2007-09-24,14318479,66,False,,2094075,0.1462,buy,48177,35.209115,2618,397806,2145652,0.1499,buy,2943241,0.47175,-113882,757178,4203695,0.2936,buy,39013,82.231127,54274,995612,5874991,0.4103,buy,81281,48.590892,299399,1925474,0.0
2007-09-25,14394013,66,False,,2113943,0.1469,buy,48177,35.209115,2618,417674,2205568,0.1532,buy,2943241,0.47175,-113882,817094,4195381,0.2915,buy,39013,82.231127,54274,987298,5879055,0.4084,buy,81281,48.590892,299399,1929539,0.0
2007-09-26,14430905,66,False,,2124292,0.1472,buy,48177,35.209115,2618,428022,2236763,0.155,buy,2943241,0.47175,-113882,848289,4217552,0.2923,buy,39013,82.231127,54274,1009469,5852232,0.4055,buy,81281,48.590892,299399,1902716,0.0
2007-09-27,14556301,66,False,,2135054,0.1467,buy,48177,35.209115,2618,438785,2269560,0.1559,buy,2943241,0.47175,-113882,881086,4242493,0.2915,buy,39013,82.231127,54274,1034410,5909128,0.4059,buy,81281,48.590892,299399,1959612,0.0
2007-09-28,14577299,66,False,,2128017,0.146,buy,48177,35.209115,2618,431748,2245890,0.1541,buy,2943241,0.47175,-113882,857416,4228359,0.2901,buy,39013,82.231127,54274,1020276,5974966,0.4099,buy,81281,48.590892,299399,2025450,0.0
2007-10-01,14757246,66,False,,2152439,0.1459,buy,48177,35.209115,2618,456170,2322049,0.1573,buy,2943241,0.47175,-113882,933575,4276025,0.2898,buy,39013,82.231127,54274,1067942,6006666,0.407,buy,81281,48.590892,299399,2057150,0.0
2007-10-02,14625989,66,False,,2152853,0.1472,buy,48177,35.209115,2618,456583,2322188,0.1588,buy,2943241,0.47175,-113882,933714,4270203,0.292,buy,39013,82.231127,54274,1062120,5880680,0.4021,buy,81281,48.590892,299399,1931164,-0.89
2007-10-03,14516494,66,False,,2137951,0.1473,buy,48177,35.209115,2618,441682,2272762,0.1566,buy,2943241,0.47175,-113882,884288,4261611,0.2936,buy,39013,82.231127,54274,1053528,5844104,0.4026,buy,81281,48.590892,299399,1894588,-1.63
2007-10-04,14621623,66,False,,2142919,0.1466,buy,48177,35.209115,2618,446649,2287428,0.1564,buy,2943241,0.47175,-113882,898954,4268263,0.2919,buy,39013,82.231127,54274,1060180,5922947,0.4051,buy,81281,48.590892,299399,1973430,-0.92
2007-10-05,14896874,66,False,,2186382,0.1468,buy,48177,35.209115,2618,490112,2425422,0.1628,buy,2943241,0.47175,-113882,1036948,4318978,0.2899,buy,39013,82.231127,54274,1110895,5966026,0.4005,buy,81281,48.590892,299399,2016509,0.0
2007-10-08,14861014,66,False,,2200042,0.148,buy,48177,35.209115,2618,503773,2469618,0.1662,buy,2943241,0.47175,-113882,1081144,4295977,0.2891,buy,39013,82.231127,54274,1087894,5895311,0.3967,buy,81281,48.590892,299399,1945795,-0.24
2007-10-09,14987293,66,False,,2209562,0.1474,buy,48177,35.209115,2618,513293,2500401,0.1668,buy,2943241,0.47175,-113882,1111927,4336436,0.2893,buy,39013,82.231127,54274,1128353,5940828,0.3964,buy,81281,48.590892,299399,1991312,0.0
2007-10-10,15024389,66,False,,2214943,0.1474,buy,48177,35.209115,2618,518674,2517372,0.1676,buy,2943241,0.47175,-113882,1128898,4329233,0.2881,buy,39013,82.231127,54274,1121150,5962774,0.3969,buy,81281,48.590892,299399,2013258,0.0
2007-10-11,14891852,66,False,,2179758,0.1464,buy,48177,35.209115,2618,483489,2396101,0.1609,buy,2943241,0.47175,-113882,1007627,4308447,0.2893,buy,39013,82.231127,54274,1100364,6007479,0.4034,buy,81281,48.590892,299399,2057963,-0.88
2007-10-12,15124488,66,False,,2215771,0.1465,buy,48177,35.209115,2618,519501,2513622,0.1662,buy,2943241,0.47175,-113882,1125148,4332279,0.2864,buy,39013,82.231127,54274,1124196,6062749,0.4009,buy,81281,48.590892,299399,2113233,0.0
2007-10-15,15056579,66,False,,2198800,0.146,buy,48177,35.209115,2618,502531,2454560,0.163,buy,2943241,0.47175,-113882,1066086,4295699,0.2853,buy,39013,82.231127,54274,1087616,6107454,0.4056,buy,81281,48.590892,299399,2157938,-0.45
2007-10-16,14974593,66,False,,2188453,0.1461,buy,48177,35.209115,2618,492183,2418635,0.1615,buy,2943241,0.47175,-113882,1030161,4261611,0.2846,buy,39013,82.231127,54274,1053528,6105829,0.4077,buy,81281,48.590892,299399,2156313,-0.99
2007-10-17,15057440,66,False,,2216598,0.1472,buy,48177,35.209115,2618,520329,2510702,0.1667,buy,2943241,0.47175,-113882,1122228,4274639,0.2839,buy,39013,82.231127,54274,1066556,6055434,0.4022,buy,81281,48.590892,299399,2105918,-0.44
2007-10-18,15204409,66,False,,2226119,0.1464,buy,48177,35.209115,2618,529849,2541751,0.1672,buy,2943241,0.47175,-113882,1153277,4259118,0.2801,buy,39013,82.231127,54274,1051035,6177356,0.4063,buy,81281,48.590892,299399,2227840,0.0
2007-10-19,14821849,66,False,,2170652,0.1464,buy,48177,35.209115,2618,474383,2350443,0.1586,buy,2943241,0.47175,-113882,961969,4147717,0.2798,buy,39013,82.231127,54274,939634,6152971,0.4151,buy,81281,48.590892,299399,2203455,-2.52
2007-10-22,14866118,66,False,,2196731,0.1478,buy,48177,35.209115,2618,500461,2433934,0.1637,buy,2943241,0.47175,-113882,1045460,4171825,0.2806,buy,39013,82.231127,54274,963742,6063562,0.4079,buy,81281,48.590892,299399,2114046,-2.22
2007-10-23,15148543,66,False,,2242675,0.148,buy,48177,35.209115,2618,546406,2585396,0.1707,buy,2943241,0.47175,-113882,1196922,4205635,0.2776,buy,39013,82.231127,54274,997552,6114770,0.4037,buy,81281,48.590892,299399,2165254,-0.37
2007-10-24,15087348,66,False,,2225705,0.1475,buy,48177,35.209115,2618,529436,2525363,0.1674,buy,2943241,0.47175,-113882,1136889,4197873,0.2782,buy,39013,82.231127,54274,989790,6138341,0.4069,buy,81281,48.590892,299399,2188825,-0.77
2007-10-25,15006216,66,False,,2195902,0.1463,buy,48177,35.209115,2618,499632,2422602,0.1614,buy,2943241,0.47175,-113882,1034128,4207852,0.2804,buy,39013,82.231127,54274,999769,6179794,0.4118,buy,81281,48.590892,299399,2230278,-1.3
2007-10-26,15346201,66,False,,2232328,0.1455,buy,48177,35.209115,2618,536058,2541907,0.1656,buy,2943241,0.47175,-113882,1153433,4257179,0.2774,buy,39013,82.231127,54274,1049096,6314721,0.4115,buy,81281,48.590892,299399,2365205,0.0
2007-10-29,15434192,66,False,,2241434,0.1452,buy,48177,35.209115,2618,545165,2571704,0.1666,buy,2943241,0.47175,-113882,1183230,4271315,0.2767,buy,39013,82.231127,54274,1063232,6349672,0.4114,buy,81281,48.590892,299399,2400156,0.0
2007-10-30,15360840,66,False,,2245987,0.1462,buy,48177,35.209115,2618,549718,2586040,0.1684,buy,2943241,0.47175,-113882,1197566,4241661,0.2761,buy,39013,82.231127,54274,1033578,6287085,0.4093,buy,81281,48.590892,299399,2337569,-0.48
2007-10-31,15648755,66,False,,2277860,0.1456,buy,48177,35.209115,2618,581590,2694793,0.1722,buy,2943241,0.47175,-113882,1306319,4285724,0.2739,buy,39013,82.231127,54274,1077641,6390312,0.4084,buy,81281,48.590892,299399,2440796,0.0
2007-11-01,15297085,66,False,,2235225,0.1461,buy,48177,35.209115,2618,538956,2542163,0.1662,buy,2943241,0.47175,-113882,1153689,4185403,0.2736,buy,39013,82.231127,54274,977320,6334228,0.4141,buy,81281,48.590892,299399,2384712,-2.25
2007-11-02,15524645,41,True,monthly,2311758,0.1489,buy,49442,35.508162,2618,556164,2352021,0.1515,buy,2662272,0.47175,1171,1096095,4591694,0.2958,buy,42752,84.481352,54274,979948,6269130,0.4038,buy,78531,48.590892,381139,2453239,-0.79
2007-11-05,15422038,41,False,,2296890,0.1489,buy,49442,35.508162,2618,541295,2305490,0.1495,buy,2662272,0.47175,1171,1049563,4556770,0.2955,buy,42752,84.481352,54274,945023,6262847,0.4061,buy,78531,48.590892,381139,2446956,-1.45
2007-11-06,15718136,41,False,,2322803,0.1478,buy,49442,35.508162,2618,567209,2382395,0.1516,buy,2662272,0.47175,1171,1126468,4618117,0.2938,buy,42752,84.481352,54274,1006370,6394779,0.4068,buy,78531,48.590892,381139,2578888,0.0
2007-11-07,15423911,41,False,,2266304,0.1469,buy,49442,35.508162,2618,510709,2207394,0.1431,buy,2662272,0.47175,1171,951467,4491783,0.2912,buy,42752,84.481352,54274,880037,6458389,0.4187,buy,78531,48.590892,381139,2642498,-1.87
2007-11-08,15129371,41,False,,2197487,0.1452,buy,49442,35.508162,2618,441892,2005231,0.1325,buy,2662272,0.47175,1171,749304,4469007,0.2954,buy,42752,84.481352,54274,857260,6457604,0.4268,buy,78531,48.590892,381139,2641713,-3.75
2007-11-09,14788453,41,False,,2123997,0.1436,buy,49442,35.508162,2618,368402,1803074,0.1219,buy,2662272,0.47175,1171,547147,4407663,0.298,buy,42752,84.481352,54274,795916,6453678,0.4364,buy,78531,48.590892,381139,2637786,-5.91
2007-11-12,14247803,41,False,,2070047,0.1453,buy,49442,35.508162,2618,314452,1664804,0.1168,buy,2662272,0.47175,1171,408877,4363934,0.3063,buy,42752,84.481352,54274,752187,6148978,0.4316,buy,78531,48.590892,381139,2333086,-9.35
2007-11-13,14771688,33,True,daily,2224138,0.1506,buy,51018,35.72608,2618,401465,2378269,0.161,buy,3385884,0.51042,1171,650047,4405435,0.2982,buy,41882,84.481352,70343,867187,5763813,0.3902,buy,72849,48.590892,554843,2224015,-6.02
2007-11-14,14722937,33,False,,2195646,0.1491,buy,51018,35.72608,2618,372973,2285705,0.1552,buy,3385884,0.51042,1171,557483,4393236,0.2984,buy,41882,84.481352,70343,854988,5848318,0.3972,buy,72849,48.590892,554843,2308520,-6.33
