date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2013-05-02,qqq,62203,60268,15.48,15.04,3928917,3854829,-1935,-74088,monthly
2013-05-02,tqqq,6868231,5950915,17.31,15.39,4394232,3945176,-917316,-449056,monthly
2013-05-02,spy,64625,60147,32.23,29.97,8180340,7684216,-4478,-496124,monthly
2013-05-02,gld,0,0,0.0,0.0,0,0,0,0,monthly
2013-05-02,cash,0,0,34.97,39.6,8875371,10151395,0,1276024,monthly
2013-08-02,qqq,60268,59690,15.14,15.03,4152384,4135666,-578,-16718,monthly
2013-08-02,tqqq,5950915,5032163,17.73,15.19,4861516,4179488,-918752,-682028,monthly
2013-08-02,spy,60147,59949,30.1,29.94,8252440,8239253,-198,-13187,monthly
2013-08-02,gld,0,0,0.0,0.0,0,0,0,0,monthly
2013-08-02,cash,0,0,37.02,39.85,10151395,10966984,0,815589,monthly
2013-10-02,qqq,59690,58589,15.28,15.01,4294131,4213338,-1101,-80793,monthly
2013-10-02,tqqq,5032163,4558764,16.52,14.95,4641707,4197336,-473399,-444371,monthly
2013-10-02,spy,59949,61633,29.18,30.0,8201439,8423855,1684,222416,monthly
2013-10-02,gld,0,0,0.0,0.0,0,0,0,0,monthly
2013-10-02,cash,0,0,39.02,40.04,10966984,11241762,0,274778,monthly
2013-12-03,qqq,58589,58086,15.13,15.02,4521734,4479245,-503,-42489,monthly
2013-12-03,tqqq,4558764,3977027,17.18,14.97,5134503,4466253,-581737,-668250,monthly
2013-12-03,spy,61633,61476,30.08,29.93,8988993,8927359,-157,-61634,monthly
2013-12-03,gld,0,0,0.0,0.0,0,0,0,0,monthly
2013-12-03,cash,0,0,37.61,40.08,11241762,11954647,0,712885,monthly
2014-03-04,qqq,58086,57236,15.22,15.0,4737175,4727197,-850,-9978,monthly
2014-03-04,tqqq,3977027,3590953,16.67,15.46,5186182,4871206,-386074,-314976,monthly
2014-03-04,spy,61476,62116,29.69,30.04,9236988,9464334,640,227346,monthly
2014-03-04,gld,0,0,0.0,0.0,0,0,0,0,monthly
2014-03-04,cash,0,0,38.42,39.5,11954647,12446054,0,491407,monthly
2014-07-02,qqq,57236,56981,15.07,15.01,4966802,4953007,-255,-13795,monthly
