Date,equity,position,buy_buffer_pct,sell_buffer_pct,upper_band,lower_band,drawdown_pct
1999-03-10,10000000,0,0.03,0.05,44.422506,40.972215,0.0
1999-03-11,10000000,0,0.03,0.05,44.42467,40.974211,0.0
1999-03-12,10000000,0,0.03,0.05,44.415993,40.966207,0.0
1999-03-15,10000000,0,0.03,0.05,44.419845,40.96976,0.0
1999-03-16,10000000,0,0.03,0.05,44.427446,40.97677,0.0
1999-03-17,10000000,0,0.03,0.05,44.431725,40.980717,0.0
1999-03-18,10000000,0,0.03,0.05,44.444618,40.992609,0.0
1999-03-19,10000000,0,0.03,0.05,44.44575,40.993653,0.0
1999-03-22,10000000,0,0.03,0.05,44.441461,40.989697,0.0
1999-03-23,10000000,0,0.03,0.05,44.421796,40.971559,0.0
1999-03-24,10000000,0,0.03,0.05,44.416663,40.966826,0.0
1999-03-25,10000000,0,0.03,0.05,44.427542,40.976859,0.0
1999-03-26,10000000,0,0.03,0.05,44.433443,40.982302,0.0
1999-03-29,10000000,0,0.03,0.05,44.455516,41.002661,0.0
1999-03-30,10000000,0,0.03,0.05,44.474124,41.019823,0.0
1999-03-31,10000000,0,0.03,0.05,44.485783,41.030577,0.0
1999-04-01,10000000,0,0.03,0.05,44.506794,41.049956,0.0
1999-04-05,10000000,0,0.03,0.05,44.544368,41.084612,0.0
1999-04-06,10000000,0,0.03,0.05,44.582515,41.119796,0.0
1999-04-07,9775795,210319,0.03,0.05,44.615278,41.150014,-2.24
1999-04-08,9853511,210319,0.03,0.05,44.651502,41.183424,-1.46
1999-04-09,9914575,210319,0.03,0.05,44.690341,41.219247,-0.85
1999-04-12,9847962,210319,0.03,0.05,44.725548,41.251719,-1.52
1999-04-13,9714732,210319,0.03,0.05,44.753912,41.27788,-2.85
1999-04-14,9381657,210319,0.03,0.05,44.765763,41.288811,-6.18
1999-04-15,9509334,210319,0.03,0.05,44.783718,41.305371,-4.91
1999-04-16,9231770,210319,0.03,0.05,44.787969,41.309291,-7.68
1999-04-19,8798770,210319,0.03,0.05,44.771077,41.293712,-12.01
1999-04-20,8998619,210319,0.03,0.05,44.764092,41.28727,-10.01
1999-04-21,9442722,210319,0.03,0.05,44.778818,41.300851,-5.57
1999-04-22,9698079,210319,0.03,0.05,44.80584,41.325775,-3.02
1999-04-23,9825756,210319,0.03,0.05,44.838816,41.356189,-1.74
1999-04-26,10051972,210319,0.03,0.05,44.882486,41.396468,0.0
1999-04-27,9897923,210319,0.03,0.05,44.918215,41.429422,-1.53
1999-04-28,9559294,210319,0.03,0.05,44.937088,41.446829,-4.9
1999-04-29,9481578,210319,0.03,0.05,44.951986,41.460569,-5.67
1999-04-30,9542642,210319,0.03,0.05,44.969711,41.476918,-5.07
1999-05-03,9492678,210319,0.03,0.05,44.984825,41.490858,-5.56
1999-05-04,9342795,210319,0.03,0.05,44.992485,41.497923,-7.06
1999-05-05,9625911,210319,0.03,0.05,45.013864,41.517642,-4.24
1999-05-06,9276181,210319,0.03,0.05,45.017989,41.521446,-7.72
1999-05-07,9409411,210319,0.03,0.05,45.028565,41.531201,-6.39
1999-05-10,9503782,210319,0.03,0.05,45.043635,41.5451,-5.45
1999-05-11,9653671,210319,0.03,0.05,45.065858,41.565597,-3.96
1999-05-12,9853511,210319,0.03,0.05,45.097599,41.594873,-1.97
1999-05-13,9670322,210319,0.03,0.05,45.120097,41.615623,-3.8
1999-05-14,9487127,210319,0.03,0.05,45.133444,41.627934,-5.62
1999-05-17,9657831,210319,0.03,0.05,45.154976,41.647794,-3.92
1999-05-18,9614804,210319,0.03,0.05,45.174198,41.665522,-4.35
1999-05-19,9748040,210319,0.03,0.05,45.199721,41.689063,-3.02
1999-05-20,9480186,210319,0.03,0.05,45.211938,41.700331,-5.69
1999-05-21,9392761,210319,0.03,0.05,45.219772,41.707557,-6.56
1999-05-24,9154050,210319,0.03,0.05,45.215897,41.703983,-8.93
1999-05-25,8854283,210319,0.03,0.05,45.197453,41.686971,-11.91
1999-05-26,9101315,210319,0.03,0.05,45.19123,41.681231,-9.46
1999-05-27,9092990,210319,0.03,0.05,45.184663,41.675174,-9.54
1999-05-28,9242872,210319,0.03,0.05,45.185465,41.675914,-8.05
1999-06-01,9037476,210319,0.03,0.05,45.17625,41.667415,-10.09
1999-06-02,9190136,210319,0.03,0.05,45.174566,41.665862,-8.57
1999-06-03,9059680,210319,0.03,0.05,45.166542,41.658461,-9.87
