Date,Open,High,Low,Close,change_pct
1999-03-10,37.432087,0.0,0.0,37.432087,
1999-03-11,38.256741,0.0,0.0,37.962218,1.42
1999-03-12,37.546052,0.0,0.0,35.16796,-7.36
1999-03-15,35.958275,0.0,0.0,38.178997,8.56
1999-03-16,38.665486,0.0,0.0,39.131975,2.5
1999-03-17,39.131994,0.0,0.0,38.263855,-2.22
1999-03-18,38.1247,0.0,0.0,40.470042,5.77
1999-03-19,42.05808,0.0,0.0,37.34503,-7.72
1999-03-22,37.823474,0.0,0.0,35.958291,-3.71
1999-03-23,35.35863,0.0,0.0,32.141511,-10.61
1999-03-24,33.005753,0.0,0.0,35.396428,10.13
1999-03-25,37.040247,0.0,0.0,39.257254,10.91
1999-03-26,38.272242,0.0,0.0,37.970247,-3.28
1999-03-29,39.346032,0.0,0.0,42.077594,10.82
1999-03-30,41.930469,0.0,0.0,41.172788,-2.15
1999-03-31,43.202389,0.0,0.0,39.338979,-4.45
1999-04-01,42.783202,0.0,0.0,41.778841,6.2
1999-04-05,43.808081,0.0,0.0,46.29106,10.8
1999-04-06,46.134668,0.0,0.0,46.540849,0.54
1999-04-07,47.835474,0.0,0.0,45.065298,-3.17
1999-04-08,44.834966,0.0,0.0,46.116838,2.33
1999-04-09,45.882975,0.0,0.0,46.950391,1.81
1999-04-12,43.638169,0.0,0.0,45.979863,-2.07
1999-04-13,46.835135,0.0,0.0,44.08994,-4.11
1999-04-14,45.752793,0.0,0.0,39.532251,-10.34
1999-04-15,39.953278,0.0,0.0,41.125862,4.03
1999-04-16,40.83779,0.0,0.0,37.503447,-8.81
1999-04-19,38.247632,0.0,0.0,32.206982,-14.12
1999-04-20,31.780308,0.0,0.0,34.384951,6.76
1999-04-21,35.339485,0.0,0.0,39.458117,14.75
1999-04-22,40.571506,0.0,0.0,42.638872,8.06
1999-04-23,41.979932,0.0,0.0,44.30099,3.9
1999-04-26,45.201987,0.0,0.0,47.337858,6.86
1999-04-27,48.377073,0.0,0.0,45.137095,-4.65
1999-04-28,43.99792,0.0,0.0,40.481122,-10.32
1999-04-29,39.916907,0.0,0.0,39.472869,-2.49
1999-04-30,41.136835,0.0,0.0,40.215152,1.88
1999-05-03,39.864289,0.0,0.0,39.562802,-1.62
1999-05-04,39.771023,0.0,0.0,37.668354,-4.79
1999-05-05,37.735447,0.0,0.0,41.073257,9.04
1999-05-06,39.936285,0.0,0.0,36.57522,-10.95
1999-05-07,37.560201,0.0,0.0,38.132309,4.26
1999-05-10,38.874739,0.0,0.0,39.260005,2.96
1999-05-11,40.223153,0.0,0.0,41.097251,4.68
1999-05-12,41.664394,0.0,0.0,43.628332,6.16
1999-05-13,44.660669,0.0,0.0,41.172466,-5.63
1999-05-14,38.761676,0.0,0.0,38.811333,-5.73
1999-05-17,37.789391,0.0,0.0,40.886305,5.35
1999-05-18,40.762929,0.0,0.0,40.318808,-1.39
1999-05-19,40.807652,0.0,0.0,41.974062,4.11
1999-05-20,42.242959,0.0,0.0,38.492395,-8.29
1999-05-21,38.847425,0.0,0.0,37.407551,-2.82
1999-05-24,37.606531,0.0,0.0,34.536255,-7.68
1999-05-25,34.410583,0.0,0.0,31.125535,-9.88
1999-05-26,32.354945,0.0,0.0,33.714652,8.32
1999-05-27,33.313651,0.0,0.0,33.604713,-0.33
1999-05-28,34.220197,0.0,0.0,35.249156,4.89
1999-06-01,35.058585,0.0,0.0,32.880904,-6.72
1999-06-02,32.82034,0.0,0.0,34.530146,5.02
1999-06-03,35.31233,0.0,0.0,33.041783,-4.31
1999-06-04,33.770625,0.0,0.0,36.061561,9.14
1999-06-07,36.817321,0.0,0.0,38.294046,6.19
1999-06-08,38.561691,0.0,0.0,35.397135,-7.56
1999-06-09,35.777732,0.0,0.0,37.154969,4.97
1999-06-10,35.976146,0.0,0.0,35.858651,-3.49
1999-06-11,36.593898,0.0,0.0,34.209599,-4.6
1999-06-14,34.581234,0.0,0.0,32.256364,-5.71
1999-06-15,32.494475,0.0,0.0,33.683089,4.42
1999-06-16,36.19399,0.0,0.0,38.855865,15.36
1999-06-17,37.327165,0.0,0.0,40.129239,3.28
1999-06-18,39.031106,0.0,0.0,40.657571,1.32
1999-06-21,41.488248,0.0,0.0,44.288049,8.93
1999-06-22,43.501,0.0,0.0,40.256649,-9.1
1999-06-23,40.273773,0.0,0.0,42.139936,4.68
1999-06-24,42.086924,0.0,0.0,39.60775,-6.01
1999-06-25,40.404511,0.0,0.0,39.434614,-0.44
1999-06-28,40.448653,0.0,0.0,42.219669,7.06
1999-06-29,42.113643,0.0,0.0,43.929957,4.05
1999-06-30,44.056958,0.0,0.0,45.939189,4.57
1999-07-01,46.38758,0.0,0.0,46.84831,1.98
1999-07-02,46.810519,0.0,0.0,48.601853,3.74
1999-07-06,49.377338,0.0,0.0,47.644578,-1.97
1999-07-07,47.568068,0.0,0.0,47.848135,0.43
1999-07-08,47.848144,0.0,0.0,49.740049,3.95
1999-07-09,50.290954,0.0,0.0,51.208243,2.95
1999-07-12,51.769815,0.0,0.0,50.378098,-1.62
1999-07-13,49.664071,0.0,0.0,49.636578,-1.47
1999-07-14,51.128806,0.0,0.0,52.142357,5.05
1999-07-15,52.690023,0.0,0.0,53.55393,2.71
1999-07-16,53.636492,0.0,0.0,55.010786,2.72
1999-07-19,55.682993,0.0,0.0,53.300171,-3.11
1999-07-20,51.346636,0.0,0.0,47.102063,-11.63
1999-07-21,47.404512,0.0,0.0,47.756835,1.39
1999-07-22,47.756791,0.0,0.0,44.087938,-7.68
1999-07-23,45.08158,0.0,0.0,44.2626,0.4
1999-07-26,42.451596,0.0,0.0,40.978582,-7.42
1999-07-27,43.453738,0.0,0.0,43.431375,5.99
1999-07-28,45.002933,0.0,0.0,45.961439,5.83
1999-07-29,43.385027,0.0,0.0,42.989237,-6.47
1999-07-30,43.556071,0.0,0.0,42.327968,-1.54
1999-08-02,42.538352,0.0,0.0,41.953898,-0.88
