date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2005-01-31,spy,0,37349,0.0,30.03,0,2985529,37349,2985529,daily
2005-01-31,qqq,0,0,0.0,0.0,0,0,0,0,daily
2005-01-31,gld,44819,46695,19.2,19.83,1913323,1971462,1876,58139,daily
2005-01-31,tlt,33766,32542,15.56,15.07,1550576,1498617,-1224,-51959,daily
2005-01-31,cash,0,0,65.24,35.07,6500041,3487419,0,-3012622,daily
2005-05-26,spy,37349,37087,30.21,30.11,3028965,3023836,-262,-5129,daily
2005-05-26,qqq,0,108118,0.0,35.03,0,3517819,108118,3517819,daily
2005-05-26,gld,46695,47889,19.5,19.88,1955119,1996492,1194,41373,daily
2005-05-26,tlt,32542,31484,15.5,14.97,1554168,1503158,-1058,-51010,daily
2005-05-26,cash,0,0,34.78,0.0,3487419,5,0,-3487414,daily
2005-12-02,spy,37087,37920,29.34,29.98,3217605,3294028,833,76423,monthly
2005-12-02,qqq,108118,107147,35.32,35.02,3873270,3847625,-971,-25645,monthly
2005-12-02,gld,47889,43689,21.91,20.01,2402591,2198430,-4200,-204161,monthly
2005-12-02,tlt,31484,35135,13.44,14.98,1473990,1645471,3651,171481,monthly
2005-12-02,cash,0,0,0.0,0.0,5,114,0,109,monthly
2006-04-04,spy,37920,38201,29.78,30.1,3400141,3447252,281,47111,monthly
2006-04-04,qqq,107147,111266,33.7,35.08,3847696,4017500,4119,169804,monthly
2006-04-04,gld,43689,39040,22.37,19.88,2554495,2277203,-4649,-277292,monthly
2006-04-04,tlt,35135,37236,14.15,14.94,1615632,1710464,2101,94832,monthly
2006-04-04,cash,0,0,0.0,0.0,114,62,0,-52,monthly
2006-06-12,spy,38201,38201,30.06,29.89,3309690,3273781,0,-35909,
2006-06-12,qqq,111266,0,32.98,0.0,3631076,0,-111266,-3631076,
2006-06-12,gld,39040,39040,21.44,21.4,2359968,2343571,0,-16397,
2006-06-12,tlt,37236,37236,15.52,15.62,1708887,1710283,0,1396,
2006-06-12,cash,0,0,0.0,33.1,62,3624989,0,3624927,
2006-08-02,spy,38201,38136,30.05,30.08,3373912,3390939,-65,17027,monthly
2006-08-02,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2006-08-02,gld,39040,34925,22.37,20.06,2511052,2261393,-4115,-249659,monthly
2006-08-02,tlt,37236,36516,15.29,15.0,1717180,1690281,-720,-26899,monthly
2006-08-02,cash,0,0,32.29,34.86,3624989,3929404,0,304415,monthly
2006-09-29,spy,38136,36503,31.34,30.11,3555031,3400004,-1633,-155027,daily
2006-09-29,qqq,0,112998,0.0,34.85,0,3934158,112998,3934158,daily
2006-09-29,gld,34925,37948,18.41,19.99,2088165,2256767,3023,168602,daily
2006-09-29,tlt,36516,35082,15.61,15.05,1771016,1699376,-1434,-71640,daily
2006-09-29,cash,0,0,34.64,0.0,3929404,75,0,-3929329,daily
2007-06-04,spy,36503,35295,31.02,29.94,3959283,3828754,-1208,-130529,monthly
2007-06-04,qqq,112998,109721,36.04,35.03,4599790,4479574,-3277,-120216,monthly
2007-06-04,gld,37948,38418,19.75,19.99,2521265,2556333,470,35068,monthly
2007-06-04,tlt,35082,39875,13.19,15.03,1683197,1921877,4793,238680,monthly
2007-06-04,cash,0,0,0.0,0.0,75,68,0,-7,monthly
2008-01-03,spy,35295,40103,26.39,29.9,3652877,4148481,4808,495604,monthly
2008-01-03,qqq,109721,111718,34.37,35.06,4757147,4863911,1997,106764,monthly
2008-01-03,gld,38418,32602,23.56,20.11,3260151,2789753,-5816,-470398,monthly
2008-01-03,tlt,39875,38140,15.68,14.94,2169761,2072496,-1735,-97265,monthly
2008-01-03,cash,0,0,0.0,0.0,68,63,0,-5,monthly
2008-01-16,spy,40103,0,29.53,0.0,3956893,0,-40103,-3956893,
2008-01-16,qqq,111718,111718,33.38,33.37,4472837,4424794,0,-48043,
2008-01-16,gld,32602,32602,21.41,21.32,2868649,2826593,0,-42056,
2008-01-16,tlt,38140,38140,15.69,15.74,2102401,2087228,0,-15173,
2008-01-16,cash,0,0,0.0,29.58,63,3921958,0,3921895,
2008-01-17,spy,0,0,0.0,0.0,0,0,0,0,
2008-01-17,qqq,111718,0,33.37,0.0,4424794,0,-111718,-4424794,
2008-01-17,gld,32602,32602,21.32,21.23,2826593,2820073,0,-6520,
2008-01-17,tlt,38140,38140,15.74,15.91,2087228,2114276,0,27048,
2008-01-17,cash,0,0,29.58,62.86,3921958,8351678,0,4429720,
2008-03-04,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-03-04,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2008-03-04,gld,32602,27952,23.32,19.68,3170218,2660471,-4650,-509747,monthly
2008-03-04,tlt,38140,37506,15.25,14.94,2073897,2019604,-634,-54293,monthly
2008-03-04,cash,0,0,61.43,65.38,8351678,8837154,0,485476,monthly
2008-05-02,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-05-02,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2008-05-02,gld,27952,31474,17.76,20.15,2347688,2662070,3522,314382,monthly
2008-05-02,tlt,37506,36509,15.4,14.81,2036634,1957495,-997,-79139,monthly
2008-05-02,cash,0,0,66.84,65.04,8837154,8593955,0,-243199,monthly
2008-05-07,spy,0,0,0.0,0.0,0,0,0,0,daily
2008-05-07,qqq,0,109874,0.0,34.56,0,4543362,109874,4543362,daily
2008-05-07,gld,31474,30608,20.56,19.98,2726592,2626778,-866,-99814,daily
2008-05-07,tlt,36509,37376,14.65,15.2,1943393,1998076,867,54683,daily
2008-05-07,cash,0,0,64.79,30.27,8593955,3979207,0,-4614748,daily
2008-07-03,spy,0,0,0.0,0.0,0,0,0,0,
2008-07-03,qqq,109874,0,32.31,0.0,4231380,0,-109874,-4231380,
2008-07-03,gld,30608,30608,21.78,21.56,2851747,2817772,0,-33975,
2008-07-03,tlt,37376,37376,15.53,15.52,2033065,2028658,0,-4407,
2008-07-03,cash,0,0,30.39,62.92,3979207,8223369,0,4244162,
2008-11-04,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-11-04,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2008-11-04,gld,30608,34944,17.45,20.85,2176228,2637573,4336,461345,monthly
2008-11-04,tlt,37376,33742,16.62,15.07,2072209,1905841,-3634,-166368,monthly
2008-11-04,cash,0,0,65.94,64.08,8223369,8106653,0,-116716,monthly
2008-12-02,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-12-02,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2008-12-02,gld,34944,34286,20.39,20.27,2643513,2638307,-658,-5206,monthly
2008-12-02,tlt,33742,29582,17.08,14.98,2214946,1949324,-4160,-265622,monthly
2008-12-02,cash,0,0,62.53,64.75,8106653,8427270,0,320617,monthly
2009-02-03,spy,0,0,0.0,0.0,0,0,0,0,monthly
2009-02-03,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2009-02-03,gld,34286,30078,22.81,20.01,3045968,2661000,-4208,-384968,monthly
2009-02-03,tlt,29582,31500,14.09,14.71,1882128,1956427,1918,74299,monthly
2009-02-03,cash,0,0,63.1,65.28,8427270,8680953,0,253683,monthly
2009-06-02,spy,0,0,0.0,0.0,0,0,0,0,monthly
2009-06-02,qqq,0,0,0.0,0.0,0,0,0,0,monthly
2009-06-02,gld,30078,27819,21.63,20.1,2879367,2680638,-2259,-198729,monthly
2009-06-02,tlt,31500,35846,13.17,15.03,1752973,2005559,4346,252586,monthly
2009-06-02,cash,0,0,65.21,64.87,8680953,8653629,0,-27324,monthly
2009-06-04,spy,0,0,0.0,0.0,0,0,0,0,daily
2009-06-04,qqq,0,147475,0.0,35.11,0,4684684,147475,4684684,daily
2009-06-04,gld,27819,28180,19.74,20.33,2626391,2711761,361,85370,daily
