date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2005-01-31,spy,0,37701,0.0,29.96,0,3013667,37701,3013667,daily
2005-01-31,tqqq,0,0,0.0,0.0,0,0,0,0,daily
2005-01-31,gld,0,0,0.0,0.0,0,0,0,0,daily
2005-01-31,tlt,44812,43801,20.46,20.05,2057822,2017114,-1011,-40708,daily
2005-01-31,cash,0,0,79.54,49.99,8000041,5028931,0,-2971110,daily
2005-05-26,spy,37701,37652,30.04,30.0,3057511,3069903,-49,12392,daily
2005-05-26,tqqq,0,6427892,0.0,30.23,0,3093423,6427892,3093423,daily
2005-05-26,gld,0,0,0.0,0.0,0,0,0,0,daily
2005-05-26,tlt,43801,42619,20.55,19.88,2091885,2034783,-1182,-57102,daily
2005-05-26,cash,0,0,49.41,19.89,5028931,2035581,0,-2993350,daily
2005-09-20,spy,37652,37149,30.41,29.98,3173797,3104941,-503,-68856,daily
2005-09-20,tqqq,6427892,6297563,30.62,29.85,3196429,3091933,-130329,-104496,daily
2005-09-20,gld,0,44742,0.0,19.97,0,2068422,44742,2068422,daily
2005-09-20,tlt,42619,43773,19.47,20.21,2032416,2092877,1154,60461,daily
2005-09-20,cash,0,0,19.5,0.0,2035581,20,0,-2035561,daily
2005-12-02,spy,37149,38987,28.58,29.95,3222984,3386716,1838,163732,monthly
2005-12-02,tqqq,6297563,5661271,33.34,30.09,3759966,3402678,-636292,-357288,monthly
2005-12-02,gld,44742,44955,19.91,20.01,2244706,2262135,213,17429,monthly
2005-12-02,tlt,43773,48171,18.17,19.95,2049325,2255984,4398,206659,monthly
2005-12-02,cash,0,0,0.0,0.0,20,119,0,99,monthly
2006-04-04,spy,38987,38640,30.27,30.02,3495815,3486867,-347,-8948,monthly
2006-04-04,tqqq,5661271,6107469,27.79,30.29,3209770,3517865,446198,308095,monthly
2006-04-04,gld,44955,39486,22.76,19.83,2628518,2303218,-5469,-325300,monthly
2006-04-04,tlt,48171,50222,19.18,19.86,2215074,2306986,2051,91912,monthly
2006-04-04,cash,0,0,0.0,0.0,119,43,0,-76,monthly
2006-05-02,spy,38640,38510,30.1,29.98,3482596,3496962,-130,14366,monthly
2006-05-02,tqqq,6107469,6446239,28.4,29.95,3285647,3493648,338770,208001,monthly
2006-05-02,gld,39486,35526,22.24,20.27,2572907,2364255,-3960,-208652,monthly
2006-05-02,tlt,50222,0,19.26,0.0,2228223,0,-50222,-2228223,monthly
2006-05-02,cash,0,0,0.0,19.79,43,2308738,0,2308695,monthly
2006-06-12,spy,38510,38510,31.99,31.79,3336461,3300261,0,-36200,
2006-06-12,tqqq,6446239,0,25.29,0.0,2637884,0,-6446239,-2637884,
2006-06-12,gld,35526,35526,20.59,20.54,2147546,2132625,0,-14921,
2006-06-12,tlt,0,0,0.0,0.0,0,0,0,0,
2006-06-12,cash,0,0,22.13,47.67,2308738,4949051,0,2640313,
2006-09-25,spy,38510,34547,33.44,30.15,3530283,3191317,-3963,-338966,daily
2006-09-25,tqqq,0,0,0.0,0.0,0,0,0,0,daily
2006-09-25,gld,35526,36096,19.69,19.95,2078271,2111616,570,33345,daily
2006-09-25,tlt,0,43251,0.0,19.99,0,2116173,43251,2116173,daily
2006-09-25,cash,0,0,46.88,29.92,4949051,3167252,0,-1781799,daily
2006-09-29,spy,34547,34253,30.26,30.22,3220465,3190432,-294,-30033,daily
2006-09-29,tqqq,0,6768389,0.0,29.59,0,3123428,6768389,3123428,daily
2006-09-29,gld,36096,35600,20.28,20.05,2158179,2117132,-496,-41047,daily
2006-09-29,tlt,43251,43887,19.71,20.14,2097662,2125891,636,28229,daily
2006-09-29,cash,0,0,29.76,0.0,3167252,48,0,-3167204,daily
2007-05-02,spy,34253,34825,29.5,29.83,3584788,3665979,572,81191,monthly
2007-05-02,tqqq,6768389,6138416,33.11,30.64,4022358,3765040,-629973,-257318,monthly
2007-05-02,gld,35600,36438,19.54,19.77,2374164,2428957,838,54793,monthly
2007-05-02,tlt,43887,49166,17.85,19.76,2168477,2427941,5279,259464,monthly
2007-05-02,cash,0,0,0.0,0.0,48,87,0,39,monthly
2007-09-05,spy,34825,36665,28.5,30.05,3670453,3830946,1840,160493,monthly
2007-09-05,tqqq,6138416,5532947,33.25,29.34,4281925,3740958,-605469,-540967,monthly
2007-09-05,gld,36438,38192,19.08,20.24,2457378,2580251,1754,122873,monthly
2007-09-05,tlt,49166,51267,19.18,20.36,2469792,2595980,2101,126188,monthly
2007-09-05,cash,0,0,0.0,0.0,87,173,0,86,monthly
2007-11-02,spy,36665,40105,27.41,29.62,3933504,4307398,3440,373894,monthly
2007-11-02,tqqq,5532947,4995076,33.3,30.35,4778966,4412969,-537871,-365997,monthly
2007-11-02,gld,38192,36835,20.74,20.22,2976302,2940538,-1357,-35764,monthly
2007-11-02,tlt,51267,55295,18.54,19.8,2660974,2879217,4028,218243,monthly
2007-11-02,cash,0,0,0.0,0.0,173,48,0,-125,monthly
2007-11-27,spy,40105,39455,30.5,29.93,4015398,3995718,-650,-19680,daily
2007-11-27,tqqq,4995076,6259108,23.8,31.16,3134075,4160986,1264032,1026911,daily
2007-11-27,gld,36835,32345,22.74,19.4,2994685,2590834,-4490,-403851,daily
2007-11-27,tlt,55295,48104,22.96,19.51,3022797,2604651,-7191,-418146,daily
2007-11-27,cash,0,0,0.0,0.0,48,0,0,-48,daily
2008-01-16,spy,39455,0,30.83,0.0,3892956,0,-39455,-3892956,
2008-01-16,tqqq,6259108,6259108,25.62,25.19,3234863,3129241,0,-105622,
2008-01-16,gld,32345,32345,22.54,22.57,2846036,2804311,0,-41725,
2008-01-16,tlt,48104,48104,21.0,21.19,2651649,2632513,0,-19136,
2008-01-16,cash,0,0,0.0,31.06,0,3858523,0,3858523,
2008-01-17,spy,0,0,0.0,0.0,0,0,0,0,
2008-01-17,tqqq,6259108,0,25.19,0.0,3129241,0,-6259108,-3129241,
2008-01-17,gld,32345,32345,22.57,22.42,2804311,2797842,0,-6469,
2008-01-17,tlt,48104,48104,21.19,21.36,2632513,2666626,0,34113,
2008-01-17,cash,0,0,31.06,56.22,3858523,7016998,0,3158475,
2008-02-04,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-02-04,tqqq,0,0,0.0,0.0,0,0,0,0,monthly
2008-02-04,gld,32345,28056,23.01,19.97,2890025,2499789,-4289,-390236,monthly
2008-02-04,tlt,48104,45555,21.11,19.84,2650290,2484024,-2549,-166266,monthly
2008-02-04,cash,0,0,55.88,60.19,7016998,7534259,0,517261,monthly
2008-07-02,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-07-02,tqqq,6687726,8049620,24.87,28.35,2942238,3285460,1361894,343222,monthly
2008-07-02,gld,28609,25511,22.41,20.51,2650910,2376859,-3098,-274051,monthly
2008-07-02,tlt,46550,43718,21.29,20.52,2518914,2378038,-2832,-140876,monthly
2008-07-02,cash,0,0,31.42,30.62,3716958,3548584,0,-168374,monthly
2008-07-03,spy,0,0,0.0,0.0,0,0,0,0,
2008-07-03,tqqq,8049620,0,28.35,0.0,3285460,0,-8049620,-3285460,
2008-07-03,gld,25511,25511,20.51,20.24,2376859,2348542,0,-28317,
2008-07-03,tlt,43718,43718,20.52,20.45,2378038,2372883,0,-5155,
2008-07-03,cash,0,0,30.62,59.32,3548584,6883529,0,3334945,
2008-08-12,spy,0,0,0.0,0.0,0,0,0,0,
2008-08-12,tqqq,0,0,0.0,0.0,0,0,0,0,
2008-08-12,gld,25511,0,18.3,0.0,2069707,0,-25511,-2069707,
2008-08-12,tlt,43718,43718,20.84,21.02,2356936,2378925,0,21989,
2008-08-12,cash,0,0,60.86,78.98,6883529,8937107,0,2053578,
2008-12-02,spy,0,0,0.0,0.0,0,0,0,0,monthly
2008-12-02,tqqq,0,0,0.0,0.0,0,0,0,0,monthly
2008-12-02,gld,0,0,0.0,0.0,0,0,0,0,monthly
2008-12-02,tlt,43718,35890,24.31,20.02,2869807,2364993,-7828,-504814,monthly
2008-12-02,cash,0,0,75.69,79.98,8937107,9445490,0,508383,monthly
2009-01-02,spy,0,0,0.0,0.0,0,0,0,0,daily
2009-01-02,tqqq,0,0,0.0,0.0,0,0,0,0,daily
2009-01-02,gld,0,27902,0.0,20.11,0,2405989,27902,2405989,daily
2009-01-02,tlt,35890,33476,21.45,19.6,2578835,2344917,-2414,-233918,daily
2009-01-02,cash,0,0,78.55,60.3,9445490,7214628,0,-2230862,daily
2009-03-03,spy,0,0,0.0,0.0,0,0,0,0,monthly
2009-03-03,tqqq,0,0,0.0,0.0,0,0,0,0,monthly
2009-03-03,gld,27902,26046,21.42,19.86,2537128,2345181,-1856,-191947,monthly
2009-03-03,tlt,33476,37921,17.67,19.95,2093031,2355106,4445,262075,monthly
2009-03-03,cash,0,0,60.91,60.19,7214628,7106823,0,-107805,monthly
2009-05-08,spy,0,0,0.0,0.0,0,0,0,0,
2009-05-08,tqqq,0,0,0.0,0.0,0,0,0,0,
2009-05-08,gld,26046,26046,20.04,20.14,2329554,2343619,0,14065,
2009-05-08,tlt,37921,0,18.82,0.0,2187062,0,-37921,-2187062,
2009-05-08,cash,0,0,61.14,79.86,7106823,9294461,0,2187638,
2009-06-04,spy,0,0,0.0,0.0,0,0,0,0,daily
2009-06-04,tqqq,0,27441634,0.0,30.38,0,3610386,27441634,3610386,daily
2009-06-04,gld,26046,24906,20.92,20.17,2459002,2396704,-1140,-62298,daily
2009-06-04,tlt,0,0,0.0,0.0,0,0,0,0,daily
2009-06-04,cash,0,0,79.08,49.45,9294461,5876670,0,-3417791,daily
