Date,equity,cash,rebalanced,rebalance_reason,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,spy_realized_pnl,spy_unrealized_pnl,tqqq_value,tqqq_weight,tqqq_signal,tqqq_shares,tqqq_avg_price,tqqq_realized_pnl,tqqq_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,tlt_value,tlt_weight,tlt_signal,tlt_shares,tlt_avg_price,tlt_realized_pnl,tlt_unrealized_pnl,drawdown_pct
2010-01-28,14258909,3078177,False,,4423154,0.3102,buy,54449,73.221622,600821,436310,3773582,0.2646,buy,18317650,0.128492,-355086,1419905,2983996,0.2093,buy,28024,89.122487,1513436,486427,0,0.0,sell,0,0.0,157096,0,-8.25
2010-01-29,13998452,3078177,False,,4375081,0.3125,buy,54449,73.221622,600821,388237,3575770,0.2554,buy,18317650,0.128492,-355086,1222093,2969423,0.2121,buy,28024,89.122487,1513436,471854,0,0.0,sell,0,0.0,157096,0,-9.93
2010-02-01,14251064,3078177,False,,4443117,0.3118,buy,54449,73.221622,600821,456273,3693369,0.2592,buy,18317650,0.128492,-355086,1339692,3036400,0.2131,buy,28024,89.122487,1513436,538832,0,0.0,sell,0,0.0,157096,0,-8.3
2010-02-02,14434627,2850070,True,monthly,4326927,0.2998,buy,52391,73.221622,617870,490773,4385983,0.3039,buy,21181367,0.138595,-355086,1450356,2871647,0.1989,buy,26314,89.122487,1547140,526478,0,0.0,sell,0,0.0,157096,0,-7.12
2010-02-03,14473811,2850070,False,,4305367,0.2975,buy,52391,73.221622,617870,469213,4458042,0.308,buy,21181367,0.138595,-355086,1522415,2860332,0.1976,buy,26314,89.122487,1547140,515163,0,0.0,sell,0,0.0,157096,0,-6.87
2010-02-04,13839702,2850070,False,,4172477,0.3015,buy,52391,73.221622,617870,336323,4070762,0.2941,buy,21181367,0.138595,-355086,1135135,2746392,0.1984,buy,26314,89.122487,1547140,401223,0,0.0,sell,0,0.0,157096,0,-10.95
2010-02-05,13959360,2850070,False,,4181100,0.2995,buy,52391,73.221622,617870,344946,4173640,0.299,buy,21181367,0.138595,-355086,1238013,2754550,0.1973,buy,26314,89.122487,1547140,409380,0,0.0,sell,0,0.0,157096,0,-10.18
2010-02-08,13821743,2850070,False,,4150917,0.3003,buy,52391,73.221622,617870,314763,4083047,0.2954,buy,21181367,0.138595,-355086,1147420,2737709,0.1981,buy,26314,89.122487,1547140,392539,0,0.0,sell,0,0.0,157096,0,-11.07
2010-02-09,14035979,2850070,False,,4203052,0.2994,buy,52391,73.221622,617870,366898,4209098,0.2999,buy,21181367,0.138595,-355086,1273471,2773759,0.1976,buy,26314,89.122487,1547140,428590,0,0.0,sell,0,0.0,157096,0,-9.69
2010-02-10,13993471,2850070,False,,4194821,0.2998,buy,52391,73.221622,617870,358667,4182452,0.2989,buy,21181367,0.138595,-355086,1246824,2766128,0.1977,buy,26314,89.122487,1547140,420959,0,0.0,sell,0,0.0,157096,0,-9.96
2010-02-11,14279562,2850070,False,,4238724,0.2968,buy,52391,73.221622,617870,402570,4371749,0.3062,buy,21181367,0.138595,-355086,1436122,2819019,0.1974,buy,26314,89.122487,1547140,473850,0,0.0,sell,0,0.0,157096,0,-8.12
2010-02-12,14291565,2850070,False,,4235196,0.2963,buy,52391,73.221622,617870,399042,4389648,0.3071,buy,21181367,0.138595,-355086,1454021,2816651,0.1971,buy,26314,89.122487,1547140,471481,0,0.0,sell,0,0.0,157096,0,-8.04
2010-02-16,14596120,2850070,False,,4301839,0.2947,buy,52391,73.221622,617870,465685,4559671,0.3124,buy,21181367,0.138595,-355086,1624043,2884541,0.1976,buy,26314,89.122487,1547140,539372,0,0.0,sell,0,0.0,157096,0,-6.08
2010-02-17,14684143,2850070,False,,4322222,0.2943,buy,52391,73.221622,617870,486068,4637046,0.3158,buy,21181367,0.138595,-355086,1701419,2874804,0.1958,buy,26314,89.122487,1547140,529635,0,0.0,sell,0,0.0,157096,0,-5.52
2010-02-18,14816757,2850070,False,,4347703,0.2934,buy,52391,73.221622,617870,511549,4724970,0.3189,buy,21181367,0.138595,-355086,1789343,2894014,0.1953,buy,26314,89.122487,1547140,548845,0,0.0,sell,0,0.0,157096,0,-4.66
2010-02-19,14812352,2850070,False,,4356719,0.2941,buy,52391,73.221622,617870,520565,4724970,0.319,buy,21181367,0.138595,-355086,1789343,2880594,0.1945,buy,26314,89.122487,1547140,535424,0,0.0,sell,0,0.0,157096,0,-4.69
2010-02-22,14769440,2850070,False,,4357502,0.295,buy,52391,73.221622,617870,521348,4691800,0.3177,buy,21181367,0.138595,-355086,1756173,2870068,0.1943,buy,26314,89.122487,1547140,524899,0,0.0,sell,0,0.0,157096,0,-4.97
2010-02-23,14502293,2850070,False,,4304582,0.2968,buy,52391,73.221622,617870,468428,4508623,0.3109,buy,21181367,0.138595,-355086,1572996,2839017,0.1958,buy,26314,89.122487,1547140,493848,0,0.0,sell,0,0.0,157096,0,-6.69
2010-02-24,14664283,2850070,False,,4344174,0.2962,buy,52391,73.221622,617870,508020,4644968,0.3168,buy,21181367,0.138595,-355086,1709341,2825071,0.1926,buy,26314,89.122487,1547140,479902,0,0.0,sell,0,0.0,157096,0,-5.64
2010-02-25,14680733,2850070,False,,4338295,0.2955,buy,52391,73.221622,617870,502141,4642299,0.3162,buy,21181367,0.138595,-355086,1706672,2850069,0.1941,buy,26314,89.122487,1547140,504900,0,0.0,sell,0,0.0,157096,0,-5.54
2010-02-26,14770878,2850070,False,,4341037,0.2939,buy,52391,73.221622,617870,504883,4700230,0.3182,buy,21181367,0.138595,-355086,1764603,2879541,0.1949,buy,26314,89.122487,1547140,534372,0,0.0,sell,0,0.0,157096,0,-4.96
2010-03-01,15017564,2850070,False,,4386119,0.2921,buy,52391,73.221622,617870,549965,4901834,0.3264,buy,21181367,0.138595,-355086,1966207,2879541,0.1917,buy,26314,89.122487,1547140,534372,0,0.0,sell,0,0.0,157096,0,-3.37
2010-03-02,15101018,2850070,False,,4398271,0.2913,buy,52391,73.221622,617870,562117,4931298,0.3266,buy,21181367,0.138595,-355086,1995670,2921380,0.1935,buy,26314,89.122487,1547140,576211,0,0.0,sell,0,0.0,157096,0,-2.83
2010-03-03,15148399,2850070,False,,4402191,0.2906,buy,52391,73.221622,617870,566037,4958706,0.3273,buy,21181367,0.138595,-355086,2023079,2937432,0.1939,buy,26314,89.122487,1547140,592263,0,0.0,sell,0,0.0,157096,0,-2.53
2010-03-04,15195408,2850070,False,,4415518,0.2906,buy,52391,73.221622,617870,579364,5013439,0.3299,buy,21181367,0.138595,-355086,2077812,2916381,0.1919,buy,26314,89.122487,1547140,571212,0,0.0,sell,0,0.0,157096,0,-2.23
2010-03-05,15479595,2850070,False,,4478632,0.2893,buy,52391,73.221622,617870,642478,5235038,0.3382,buy,21181367,0.138595,-355086,2299411,2915854,0.1884,buy,26314,89.122487,1547140,570685,0,0.0,sell,0,0.0,157096,0,-0.4
2010-03-08,15483821,2850070,False,,4479414,0.2893,buy,52391,73.221622,617870,643260,5262955,0.3399,buy,21181367,0.138595,-355086,2327328,2891382,0.1867,buy,26314,89.122487,1547140,546213,0,0.0,sell,0,0.0,157096,0,-0.37
2010-03-09,15580216,2850070,False,,4486862,0.288,buy,52391,73.221622,617870,650708,5356111,0.3438,buy,21181367,0.138595,-355086,2420484,2887172,0.1853,buy,26314,89.122487,1547140,542003,0,0.0,sell,0,0.0,157096,0,0.0
2010-03-10,15698385,2850070,False,,4506854,0.2871,buy,52391,73.221622,617870,670700,5487181,0.3495,buy,21181367,0.138595,-355086,2551554,2854280,0.1818,buy,26314,89.122487,1547140,509110,0,0.0,sell,0,0.0,157096,0,0.0
2010-03-11,15771164,2850070,False,,4525673,0.287,buy,52391,73.221622,617870,689519,5537720,0.3511,buy,21181367,0.138595,-355086,2602093,2857700,0.1812,buy,26314,89.122487,1547140,512531,0,0.0,sell,0,0.0,157096,0,0.0
2010-03-12,15767074,2850070,False,,4526064,0.2871,buy,52391,73.221622,617870,689910,5550344,0.352,buy,21181367,0.138595,-355086,2614717,2840596,0.1802,buy,26314,89.122487,1547140,495427,0,0.0,sell,0,0.0,157096,0,-0.03
2010-03-15,15741674,2850070,False,,4527239,0.2876,buy,52391,73.221622,617870,691085,5512980,0.3502,buy,21181367,0.138595,-355086,2577353,2851385,0.1811,buy,26314,89.122487,1547140,506216,0,0.0,sell,0,0.0,157096,0,-0.19
2010-03-16,15935654,2850070,False,,4563305,0.2864,buy,52391,73.221622,617870,727151,5617214,0.3525,buy,21181367,0.138595,-355086,2681587,2905066,0.1823,buy,26314,89.122487,1547140,559897,0,0.0,sell,0,0.0,157096,0,0.0
2010-03-17,15980339,2850070,False,,4590351,0.2872,buy,52391,73.221622,617870,754197,5656166,0.3539,buy,21181367,0.138595,-355086,2720539,2883751,0.1805,buy,26314,89.122487,1547140,538582,0,0.0,sell,0,0.0,157096,0,0.0
2010-03-18,16055103,2850070,False,,4587999,0.2858,buy,52391,73.221622,617870,751845,5713547,0.3559,buy,21181367,0.138595,-355086,2777920,2903487,0.1808,buy,26314,89.122487,1547140,558318,0,0.0,sell,0,0.0,157096,0,0.0
2010-03-19,15876597,2850070,False,,4564778,0.2875,buy,52391,73.221622,617870,728624,5612469,0.3535,buy,21181367,0.138595,-355086,2676842,2849280,0.1795,buy,26314,89.122487,1547140,504111,0,0.0,sell,0,0.0,157096,0,-1.11
2010-03-22,16038648,2850070,False,,4589181,0.2861,buy,52391,73.221622,617870,753027,5764064,0.3594,buy,21181367,0.138595,-355086,2828437,2835334,0.1768,buy,26314,89.122487,1547140,490164,0,0.0,sell,0,0.0,157096,0,-0.1
2010-03-23,16206488,2850070,False,,4621457,0.2852,buy,52391,73.221622,617870,785303,5884629,0.3631,buy,21181367,0.138595,-355086,2949001,2850332,0.1759,buy,26314,89.122487,1547140,505163,0,0.0,sell,0,0.0,157096,0,0.0
2010-03-24,16047022,3241437,True,daily,4838493,0.3015,buy,55119,73.960173,617870,761882,4782557,0.298,buy,17462935,0.138595,152241,2362285,3184535,0.1985,buy,29958,91.328779,1547140,448508,0,0.0,sell,0,0.0,157096,0,-0.98
2010-03-25,16023584,3241437,False,,4830624,0.3015,buy,55119,73.960173,617870,754013,4752608,0.2966,buy,17462935,0.138595,152241,2332336,3198915,0.1996,buy,29958,91.328779,1547140,462888,0,0.0,sell,0,0.0,157096,0,-1.13
2010-03-26,16099653,3241437,False,,4827725,0.2999,buy,55119,73.960173,617870,751114,4777353,0.2967,buy,17462935,0.138595,152241,2357081,3253139,0.2021,buy,29958,91.328779,1547140,517112,0,0.0,sell,0,0.0,157096,0,-0.66
2010-03-29,16200630,3241437,False,,4858369,0.2999,buy,55119,73.960173,617870,781759,4842891,0.2989,buy,17462935,0.138595,152241,2422619,3257932,0.2011,buy,29958,91.328779,1547140,521905,0,0.0,sell,0,0.0,157096,0,-0.04
2010-03-30,16231359,3241437,False,,4861684,0.2995,buy,55119,73.960173,617870,785073,4893673,0.3015,buy,17462935,0.138595,152241,2473401,3234565,0.1993,buy,29958,91.328779,1547140,498538,0,0.0,sell,0,0.0,157096,0,0.0
2010-03-31,16178176,3241437,False,,4845117,0.2995,buy,55119,73.960173,617870,768507,4827698,0.2984,buy,17462935,0.138595,152241,2407426,3263924,0.2017,buy,29958,91.328779,1547140,527896,0,0.0,sell,0,0.0,157096,0,-0.33
2010-04-01,16240998,3241437,False,,4878246,0.3004,buy,55119,73.960173,617870,801636,4818146,0.2967,buy,17462935,0.138595,152241,2397874,3303169,0.2034,buy,29958,91.328779,1547140,567142,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-05,16438946,3241437,False,,4918002,0.2992,buy,55119,73.960173,617870,841391,4957465,0.3016,buy,17462935,0.138595,152241,2537193,3322043,0.2021,buy,29958,91.328779,1547140,586015,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-06,16492491,3241437,False,,4929597,0.2989,buy,55119,73.960173,617870,852987,4995220,0.3029,buy,17462935,0.138595,152241,2574948,3326237,0.2017,buy,29958,91.328779,1547140,590209,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-07,16479867,3241437,False,,4901437,0.2974,buy,55119,73.960173,617870,824827,4967018,0.3014,buy,17462935,0.138595,152241,2546746,3369975,0.2045,buy,29958,91.328779,1547140,633948,0,0.0,sell,0,0.0,157096,0,-0.08
2010-04-08,16519433,3241437,False,,4918416,0.2977,buy,55119,73.960173,617870,841805,4984812,0.3018,buy,17462935,0.138595,152241,2564540,3374769,0.2043,buy,29958,91.328779,1547140,638741,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-09,16671205,3241437,False,,4950717,0.297,buy,55119,73.960173,617870,874106,5074624,0.3044,buy,17462935,0.138595,152241,2654352,3404427,0.2042,buy,29958,91.328779,1547140,668400,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-12,16680614,3241437,False,,4958585,0.2973,buy,55119,73.960173,617870,881975,5095038,0.3054,buy,17462935,0.138595,152241,2674766,3385554,0.203,buy,29958,91.328779,1547140,649526,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-13,16751574,3241437,False,,4962313,0.2962,buy,55119,73.960173,617870,885702,5171858,0.3087,buy,17462935,0.138595,152241,2751586,3375967,0.2015,buy,29958,91.328779,1547140,639940,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-14,17000338,3241437,False,,5018630,0.2952,buy,55119,73.960173,617870,942019,5354118,0.3149,buy,17462935,0.138595,152241,2933847,3386153,0.1992,buy,29958,91.328779,1547140,650125,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-15,17094670,3241437,False,,5022773,0.2938,buy,55119,73.960173,617870,946162,5425734,0.3174,buy,17462935,0.138595,152241,3005462,3404727,0.1992,buy,29958,91.328779,1547140,668699,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-16,16749408,3241437,False,,4942849,0.2951,buy,55119,73.960173,617870,866239,5232594,0.3124,buy,17462935,0.138595,152241,2812322,3332528,0.199,buy,29958,91.328779,1547140,596500,0,0.0,sell,0,0.0,157096,0,-2.02
2010-04-19,16757121,3241437,False,,4961483,0.2961,buy,55119,73.960173,617870,884873,5224369,0.3118,buy,17462935,0.138595,152241,2804097,3329832,0.1987,buy,29958,91.328779,1547140,593804,0,0.0,sell,0,0.0,157096,0,-1.97
2010-04-20,16887956,3241437,False,,5005793,0.2964,buy,55119,73.960173,617870,929182,5301607,0.3139,buy,17462935,0.138595,152241,2881336,3339119,0.1977,buy,29958,91.328779,1547140,603091,0,0.0,sell,0,0.0,157096,0,-1.21
2010-04-21,16997614,3241437,False,,4996683,0.294,buy,55119,73.960173,617870,920072,5394912,0.3174,buy,17462935,0.138595,152241,2974640,3364583,0.1979,buy,29958,91.328779,1547140,628555,0,0.0,sell,0,0.0,157096,0,-0.57
2010-04-22,17078319,3241437,False,,5011592,0.2934,buy,55119,73.960173,617870,934981,5474787,0.3206,buy,17462935,0.138595,152241,3054515,3350503,0.1962,buy,29958,91.328779,1547140,614475,0,0.0,sell,0,0.0,157096,0,-0.1
2010-04-23,17223948,3241437,False,,5044307,0.2929,buy,55119,73.960173,617870,967696,5547258,0.3221,buy,17462935,0.138595,152241,3126987,3390946,0.1969,buy,29958,91.328779,1547140,654919,0,0.0,sell,0,0.0,157096,0,0.0
2010-04-26,17150486,3241437,False,,5025256,0.293,buy,55119,73.960173,617870,948646,5506028,0.321,buy,17462935,0.138595,152241,3085757,3377764,0.1969,buy,29958,91.328779,1547140,641737,0,0.0,sell,0,0.0,157096,0,-0.43
2010-04-27,16748129,3241437,False,,4906407,0.293,buy,55119,73.960173,617870,829796,5166200,0.3085,buy,17462935,0.138595,152241,2745928,3434085,0.205,buy,29958,91.328779,1547140,698058,0,0.0,sell,0,0.0,157096,0,-2.76
2010-04-28,16787967,3241437,False,,4943677,0.2945,buy,55119,73.960173,617870,867066,5178354,0.3085,buy,17462935,0.138595,152241,2758082,3424499,0.204,buy,29958,91.328779,1547140,688471,0,0.0,sell,0,0.0,157096,0,-2.53
2010-04-29,17112676,3241437,False,,5004966,0.2925,buy,55119,73.960173,617870,928355,5442673,0.318,buy,17462935,0.138595,152241,3022401,3423600,0.2001,buy,29958,91.328779,1547140,687573,0,0.0,sell,0,0.0,157096,0,-0.65
2010-04-30,16739412,3241437,False,,4920072,0.2939,buy,55119,73.960173,617870,843461,5121949,0.306,buy,17462935,0.138595,152241,2701677,3455955,0.2065,buy,29958,91.328779,1547140,719927,0,0.0,sell,0,0.0,157096,0,-2.81
2010-05-03,17023442,3241437,False,,4983846,0.2928,buy,55119,73.960173,617870,907236,5331120,0.3132,buy,17462935,0.138595,152241,2910848,3467039,0.2037,buy,29958,91.328779,1547140,731012,0,0.0,sell,0,0.0,157096,0,-1.16
2010-05-04,16409177,3241437,False,,4866652,0.2966,buy,55119,73.960173,617870,790041,4859813,0.2962,buy,17462935,0.138595,152241,2439541,3441276,0.2097,buy,29958,91.328779,1547140,705248,0,0.0,sell,0,0.0,157096,0,-4.73
2010-05-05,16306922,3241437,False,,4837664,0.2967,buy,55119,73.960173,617870,761054,4779955,0.2931,buy,17462935,0.138595,152241,2359683,3447866,0.2114,buy,29958,91.328779,1547140,711839,0,0.0,sell,0,0.0,157096,0,-5.32
2010-05-06,15779834,3241437,False,,4676988,0.2964,buy,55119,73.960173,617870,600377,4311686,0.2732,buy,17462935,0.138595,152241,1891414,3549723,0.225,buy,29958,91.328779,1547140,813696,0,0.0,sell,0,0.0,157096,0,-8.38
2010-05-07,15389898,3241437,False,,4607416,0.2994,buy,55119,73.960173,617870,530806,3997912,0.2598,buy,17462935,0.138595,152241,1577640,3543133,0.2302,buy,29958,91.328779,1547140,807105,0,0.0,sell,0,0.0,157096,0,-10.65
2010-05-10,16168132,3241437,False,,4810332,0.2975,buy,55119,73.960173,617870,733721,4594201,0.2842,buy,17462935,0.138595,152241,2173929,3522162,0.2178,buy,29958,91.328779,1547140,786135,0,0.0,sell,0,0.0,157096,0,-6.13
2010-05-11,16244016,3241437,False,,4796667,0.2953,buy,55119,73.960173,617870,720056,4591180,0.2826,buy,17462935,0.138595,152241,2170908,3614732,0.2225,buy,29958,91.328779,1547140,878705,0,0.0,sell,0,0.0,157096,0,-5.69
2010-05-12,16580652,3241437,False,,4863754,0.2933,buy,55119,73.960173,617870,787143,4838560,0.2918,buy,17462935,0.138595,152241,2418288,3636901,0.2193,buy,29958,91.328779,1547140,900874,0,0.0,sell,0,0.0,157096,0,-3.73
2010-05-13,16276286,3241437,False,,4803294,0.2951,buy,55119,73.960173,617870,726683,4619819,0.2838,buy,17462935,0.138595,152241,2199548,3611736,0.2219,buy,29958,91.328779,1547140,875709,0,0.0,sell,0,0.0,157096,0,-5.5
2010-05-14,15899351,3241437,False,,4716329,0.2966,buy,55119,73.960173,617870,639718,4335540,0.2727,buy,17462935,0.138595,152241,1915268,3606045,0.2268,buy,29958,91.328779,1547140,870017,0,0.0,sell,0,0.0,157096,0,-7.69
2010-05-17,15930184,3241437,False,,4718815,0.2962,buy,55119,73.960173,617870,642204,4394146,0.2758,buy,17462935,0.138595,152241,1973874,3575787,0.2245,buy,29958,91.328779,1547140,839759,0,0.0,sell,0,0.0,157096,0,-7.51
2010-05-18,15701932,3241437,False,,4654626,0.2964,buy,55119,73.960173,617870,578015,4226187,0.2692,buy,17462935,0.138595,152241,1805916,3579681,0.228,buy,29958,91.328779,1547140,843654,0,0.0,sell,0,0.0,157096,0,-8.84
2010-05-19,15478212,3241437,False,,4628123,0.299,buy,55119,73.960173,617870,551512,4114652,0.2658,buy,17462935,0.138595,152241,1694380,3494001,0.2257,buy,29958,91.328779,1547140,757974,0,0.0,buy,0,0.0,157096,0,-10.14
2010-05-20,14842737,35,True,daily,4468396,0.301,buy,55305,73.98864,617870,376454,4202899,0.2832,buy,19844745,0.148608,152241,1253815,3071845,0.207,buy,26518,91.328779,1631292,649988,3099562,0.2088,buy,49736,62.240266,157096,3980,-13.83
2010-05-21,14927227,35,False,,4533630,0.3037,buy,55305,73.98864,617870,441689,4235444,0.2837,buy,19844745,0.148608,152241,1286360,3055404,0.2047,buy,26518,91.328779,1631292,633547,3102714,0.2079,buy,49736,62.240266,157096,7132,-13.33
2010-05-24,14936322,35,False,,4475460,0.2996,buy,55305,73.98864,617870,383518,4270470,0.2859,buy,19844745,0.148608,152241,1321386,3098363,0.2074,buy,26518,91.328779,1631292,676506,3091995,0.207,buy,49736,62.240266,157096,-3587,-13.28
2010-05-25,14939711,35,False,,4480030,0.2999,buy,55305,73.98864,617870,388089,4240366,0.2838,buy,19844745,0.148608,152241,1291282,3112153,0.2083,buy,26518,91.328779,1631292,690296,3107127,0.208,buy,49736,62.240266,157096,11546,-13.26
2010-05-26,14802137,35,False,,4453021,0.3008,buy,55305,73.98864,617870,361080,4109192,0.2776,buy,19844745,0.148608,152241,1160108,3141587,0.2122,buy,26518,91.328779,1631292,719731,3098301,0.2093,buy,49736,62.240266,157096,2719,-14.06
2010-05-27,15331705,35,False,,4602191,0.3002,buy,55305,73.98864,617870,510249,4554051,0.297,buy,19844745,0.148608,152241,1604968,3147421,0.2053,buy,26518,91.328779,1631292,725565,3028006,0.1975,buy,49736,62.240266,157096,-67575,-10.99
2010-05-28,15229215,35,False,,4544435,0.2984,buy,55305,73.98864,617870,452493,4490409,0.2949,buy,19844745,0.148608,152241,1541326,3152460,0.207,buy,26518,91.328779,1631292,730603,3041877,0.1997,buy,49736,62.240266,157096,-53705,-11.58
2010-06-01,15077188,35,False,,4467980,0.2963,buy,55305,73.98864,617870,376039,4366142,0.2896,buy,19844745,0.148608,152241,1417058,3179773,0.2109,buy,26518,91.328779,1631292,757917,3063257,0.2032,buy,49736,62.240266,157096,-32325,-12.46
2010-06-02,15468240,35,False,,4584321,0.2964,buy,55305,73.98864,617870,492380,4673398,0.3021,buy,19844745,0.148608,152241,1724314,3176326,0.2053,buy,26518,91.328779,1631292,754469,3034160,0.1962,buy,49736,62.240266,157096,-61422,-10.19
2010-06-03,15534936,35,False,,4600112,0.2961,buy,55305,73.98864,617870,508170,4794709,0.3086,buy,19844745,0.148608,152241,1845625,3128063,0.2014,buy,26518,91.328779,1631292,706207,3012018,0.1939,buy,49736,62.240266,157096,-83564,-9.81
2010-06-04,15013435,35,False,,4438479,0.2956,buy,55305,73.98864,617870,346537,4321253,0.2878,buy,19844745,0.148608,152241,1372169,3160680,0.2105,buy,26518,91.328779,1631292,738824,3092988,0.206,buy,49736,62.240266,157096,-2594,-12.83
2010-06-07,14792364,35,False,,4383216,0.2963,buy,55305,73.98864,617870,291274,4070733,0.2752,buy,19844745,0.148608,152241,1121649,3221672,0.2178,buy,26518,91.328779,1631292,799815,3116709,0.2107,buy,49736,62.240266,157096,21127,-14.12
2010-06-08,14788124,35,False,,4430169,0.2996,buy,55305,73.98864,617870,338227,4048030,0.2737,buy,19844745,0.148608,152241,1098946,3208678,0.217,buy,26518,91.328779,1631292,786821,3101212,0.2097,buy,49736,62.240266,157096,5630,-14.14
2010-06-09,14660032,35,False,,4406484,0.3006,buy,55305,73.98864,617870,314543,3958769,0.27,buy,19844745,0.148608,152241,1009685,3197010,0.2181,buy,26518,91.328779,1631292,775153,3097734,0.2113,buy,49736,62.240266,157096,2152,-14.89
2010-06-10,15019775,35,False,,4535291,0.302,buy,55305,73.98864,617870,443350,4287219,0.2854,buy,19844745,0.148608,152241,1338135,3154846,0.21,buy,26518,91.328779,1631292,732990,3042383,0.2026,buy,49736,62.240266,157096,-53199,-12.8
2010-06-11,15219926,35,False,,4557313,0.2994,buy,55305,73.98864,617870,465371,4399183,0.289,buy,19844745,0.148608,152241,1450099,3182425,0.2091,buy,26518,91.328779,1631292,760569,3080970,0.2024,buy,49736,62.240266,157096,-14612,-11.64
2010-06-14,15188639,35,False,,4550252,0.2996,buy,55305,73.98864,617870,458310,4401644,0.2898,buy,19844745,0.148608,152241,1452560,3171553,0.2088,buy,26518,91.328779,1631292,749696,3065156,0.2018,buy,49736,62.240266,157096,-30426,-11.82
2010-06-15,15637872,35,False,,4653712,0.2976,buy,55305,73.98864,617870,561770,4723208,0.302,buy,19844745,0.148608,152241,1774124,3208413,0.2052,buy,26518,91.328779,1631292,786556,3052504,0.1952,buy,49736,62.240266,157096,-43078,-9.21
2010-06-16,15731279,35,False,,4652051,0.2957,buy,55305,73.98864,617870,560110,4818383,0.3063,buy,19844745,0.148608,152241,1869300,3190911,0.2028,buy,26518,91.328779,1631292,769054,3069898,0.1951,buy,49736,62.240266,157096,-25684,-8.67
2010-06-17,15853720,35,False,,4659529,0.2939,buy,55305,73.98864,617870,567588,4866725,0.307,buy,19844745,0.148608,152241,1917641,3232544,0.2039,buy,26518,91.328779,1631292,810688,3094886,0.1952,buy,49736,62.240266,157096,-696,-7.96
2010-06-18,15891671,35,False,,4664582,0.2935,buy,55305,73.98864,617870,572640,4880021,0.3071,buy,19844745,0.148608,152241,1930937,3257206,0.205,buy,26518,91.328779,1631292,835349,3089827,0.1944,buy,49736,62.240266,157096,-5755,-7.74
2010-06-21,15676534,35,False,,4651223,0.2967,buy,55305,73.98864,617870,559281,4751804,0.3031,buy,19844745,0.148608,152241,1802720,3192502,0.2036,buy,26518,91.328779,1631292,770645,3080970,0.1965,buy,49736,62.240266,157096,-14612,-8.98
2010-06-22,15552073,35,False,,4574404,0.2941,buy,55305,73.98864,617870,482463,4639364,0.2983,buy,19844745,0.148608,152241,1690280,3220611,0.2071,buy,26518,91.328779,1631292,798754,3117659,0.2005,buy,49736,62.240266,157096,22077,-9.71
2010-06-23,15483677,35,False,,4560209,0.2945,buy,55305,73.98864,617870,468267,4577230,0.2956,buy,19844745,0.148608,152241,1628146,3207352,0.2071,buy,26518,91.328779,1631292,785495,3138851,0.2027,buy,49736,62.240266,157096,43269,-10.1
2010-06-24,15176788,35,False,,4484644,0.2955,buy,55305,73.98864,617870,392702,4355286,0.287,buy,19844745,0.148608,152241,1406203,3216633,0.2119,buy,26518,91.328779,1631292,794777,3120190,0.2056,buy,49736,62.240266,157096,24608,-11.89
2010-06-25,15243989,35,False,,4503434,0.2954,buy,55305,73.98864,617870,411493,4352330,0.2855,buy,19844745,0.148608,152241,1403246,3255350,0.2135,buy,26518,91.328779,1631292,833493,3132841,0.2055,buy,49736,62.240266,157096,37259,-11.5
2010-06-28,15175945,35,False,,4489237,0.2958,buy,55305,73.98864,617870,397295,4313355,0.2842,buy,19844745,0.148608,152241,1364271,3211065,0.2116,buy,26518,91.328779,1631292,789208,3162255,0.2084,buy,49736,62.240266,157096,66673,-11.89
2010-06-29,14595258,35,False,,4350633,0.2981,buy,55305,73.98864,617870,258692,3832020,0.2626,buy,19844745,0.148608,152241,882936,3215838,0.2203,buy,26518,91.328779,1631292,793981,3196731,0.219,buy,49736,62.240266,157096,101149,-15.26
2010-06-30,14396926,35,False,,4309299,0.2993,sell,55305,73.98864,617870,217357,3642642,0.253,buy,19844745,0.148608,152241,693558,3226710,0.2241,buy,26518,91.328779,1631292,804854,3218239,0.2235,buy,49736,62.240266,157096,122657,-16.41
2010-07-01,14227613,4293493,False,,0,0.0,sell,0,0.0,819386,0,3607140,0.2535,buy,19844745,0.148608,152241,658056,3103667,0.2181,buy,26518,91.328779,1631292,681810,3223314,0.2266,buy,49736,62.240266,157096,127732,-17.4
2010-07-02,14212033,4268228,True,monthly,0,0.0,sell,0,0.0,819386,0,4241278,0.2984,buy,23461771,0.153877,152241,631050,2882625,0.2028,buy,24328,91.328779,1689386,660778,2819902,0.1984,buy,43861,62.240266,169211,89982,-17.49
