Date,equity,cash,rebalanced,rebalance_reason,sso_value,sso_weight,sso_signal,sso_shares,sso_avg_price,sso_realized_pnl,sso_unrealized_pnl,qld_value,qld_weight,qld_signal,qld_shares,qld_avg_price,qld_realized_pnl,qld_unrealized_pnl,drawdown_pct,sso_current_price,sso_return_pct,sso_contribution,qld_current_price,qld_return_pct,qld_contribution,total_pnl,total_return_pct
2006-07-11,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-12,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-13,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-14,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-17,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-18,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-19,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-20,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-21,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-24,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-25,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-26,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-27,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-28,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-07-31,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-01,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-02,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-03,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-04,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-07,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-08,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-09,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-10,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-11,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-14,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-15,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-16,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-17,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-18,10000000,10000000,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-21,10000000,10000000,False,,0,0.0,buy,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2006-08-22,9999166,6500003,False,,3499162,0.3499,buy,900406,3.887132,0,-834,0,0.0,sell,0,0.0,0,0,-0.01,3.886205,-0.023835442573127974,-834,0.0,0.0,0,-834.2396650891751,-0.008342396650891752
2006-08-23,9967510,6500003,False,,3467507,0.3479,buy,900406,3.887132,0,-32490,0,0.0,sell,0,0.0,0,0,-0.32,3.851048,-0.9282813010251245,-32490,0.0,0.0,0,-32489.81340708956,-0.32489813407089563
2006-08-24,9980355,6500003,False,,3480352,0.3487,buy,900406,3.887132,0,-19645,0,0.0,sell,0,0.0,0,0,-0.2,3.8653140000000006,-0.5612754524977559,-19645,0.0,0.0,0,-19644.621411088854,-0.19644621411088856
2006-08-25,9986779,6500003,False,,3486775,0.3491,buy,900406,3.887132,0,-13221,0,0.0,sell,0,0.0,0,0,-0.13,3.872448,-0.37774680232294244,-13221,0.0,0.0,0,-13221.125007089227,-0.13221125007089227
2006-08-28,10016599,6500003,False,,3516596,0.3511,buy,900406,3.887132,0,16599,0,0.0,sell,0,0.0,0,0,0.0,3.905567,0.4742696491965903,16599,0.0,0.0,0,16599.421306911856,0.16599421306911855
2006-08-29,10033116,6500003,False,,3533112,0.3521,buy,900406,3.887132,0,33116,0,0.0,sell,0,0.0,0,0,0.0,3.92391,0.9461600375000545,33116,0.0,0.0,0,33115.56856491044,0.3311556856491044
2006-08-30,10032657,6500003,False,,3532654,0.3521,buy,900406,3.887132,0,32657,0,0.0,sell,0,0.0,0,0,-0.0,3.9234009999999997,0.9330655487225004,32657,0.0,0.0,0,32657.26191091165,0.3265726191091165
2006-08-31,10029905,6500003,False,,3529901,0.3519,buy,900406,3.887132,0,29905,0,0.0,sell,0,0.0,0,0,-0.03,3.920344,0.8544214383237936,29905,0.0,0.0,0,29904.7207689099,0.29904720768909904
2006-09-01,10065690,6500003,False,,3565687,0.3542,buy,900406,3.887132,0,65690,0,0.0,sell,0,0.0,0,0,0.0,3.9600880000000003,1.8768720512406079,65690,0.0,0.0,0,65690.45683291182,0.6569045683291183
2006-09-05,10072113,6500003,False,,3572110,0.3547,buy,900406,3.887132,0,72113,0,0.0,sell,0,0.0,0,0,0.0,3.967221,2.0603749755042866,72113,0.0,0.0,0,72113.05283091031,0.7211305283091031
2006-09-06,10009718,6500003,False,,3509714,0.3506,buy,900406,3.887132,0,9718,0,0.0,sell,0,0.0,0,0,-0.62,3.897924,0.2776465102442227,9718,0.0,0.0,0,9717.618248911574,0.09717618248911575
2006-09-07,9974391,6500003,False,,3474388,0.3483,buy,900406,3.887132,0,-25609,0,0.0,sell,0,0.0,0,0,-0.97,3.85869,-0.7316838879839027,-25609,0.0,0.0,0,-25608.910755088553,-0.25608910755088554
2006-09-08,9999166,6500003,False,,3499162,0.3499,buy,900406,3.887132,0,-834,0,0.0,sell,0,0.0,0,0,-0.72,3.886205,-0.023835442573127974,-834,0.0,0.0,0,-834.2396650891751,-0.008342396650891752
2006-09-11,9998247,6500003,False,,3498244,0.3499,buy,900406,3.887132,0,-1753,0,0.0,sell,0,0.0,0,0,-0.73,3.8851849999999994,-0.05007587195052787,-1753,0.0,0.0,0,-1752.6537850890309,-0.017526537850890308
2006-09-12,10066608,6500003,False,,3566605,0.3543,buy,900406,3.887132,0,66608,0,0.0,sell,0,0.0,0,0,-0.05,3.961107,1.9030867547068508,66608,0.0,0.0,0,66607.97054691054,0.6660797054691054
2006-09-13,10101474,6500003,False,,3601471,0.3565,buy,900406,3.887132,0,101474,0,0.0,sell,0,0.0,0,0,0.0,3.99983,2.8992712123351083,101474,0.0,0.0,0,101474.39208491147,1.0147439208491147
2006-09-14,10084042,6500003,False,,3584038,0.3554,buy,900406,3.887132,0,84042,0,0.0,sell,0,0.0,0,0,-0.17,3.980469,2.401191846476536,84042,0.0,0.0,0,84041.63151891157,0.8404163151891156
2006-09-15,10114778,6500003,False,,3614774,0.3574,buy,900406,3.887132,0,114778,0,0.0,buy,0,0.0,0,0,0.0,4.014605,3.27937154964002,114778,0.0,0.0,0,114777.89073491096,1.1477789073491098
2006-09-18,10093655,3034434,True,daily,3539359,0.3507,buy,881732,3.887132,2013,111950,3519863,0.3487,buy,3403244,1.040234,0,-20308,-0.21,4.014098,3.2663285126847574,113964,1.034267,-0.5736562045855598,-20308,93655.29231264442,0.9365529231264442
2006-09-19,10028157,3034434,False,,3516445,0.3507,buy,881732,3.887132,2013,89037,3477278,0.3468,buy,3403244,1.040234,0,-62893,-0.86,3.988111,2.5977892595177687,91050,1.021754,-1.776558201760392,-62893,28156.930656645447,0.28156930656645446
2006-09-20,10174062,3034434,False,,3559126,0.3498,buy,881732,3.887132,2013,131718,3580502,0.3519,buy,3403244,1.040234,0,40331,0.0,4.036517,3.8430777148531936,133731,1.052085,1.1392270197140508,40331,174061.84361264482,1.7406184361264483
2006-09-21,10089137,3034434,False,,3520489,0.3489,buy,881732,3.887132,2013,93080,3534214,0.3503,buy,3403244,1.040234,0,-5957,-0.83,3.992697,2.7157682880714296,95094,1.038484,-0.16826679180795834,-5957,89136.82572864555,0.8913682572864555
2006-09-22,10008717,3034434,False,,3501171,0.3498,buy,881732,3.887132,2013,73763,3473113,0.347,buy,3403244,1.040234,0,-67059,-1.63,3.970788,2.1521393005917044,75776,1.02053,-1.8942239929009785,-67059,8717.1165646445,0.087171165646445
2006-09-25,10202082,3034434,False,,3566315,0.3496,buy,881732,3.887132,2013,138907,3601333,0.353,buy,3403244,1.040234,0,61162,0.0,4.04467,4.052821068494272,140920,1.058206,1.7276521075992202,61162,202081.86113264412,2.0208186113264412
2006-09-26,10278430,3034434,False,,3613038,0.3515,buy,881732,3.887132,2013,185630,3630958,0.3533,buy,3403244,1.040234,0,90787,0.0,4.09766,5.416037100561044,187643,1.066911,2.564482754558939,90787,278430.07883264497,2.7843007883264494
2006-09-27,10268904,3034434,False,,3622025,0.3527,buy,881732,3.887132,2013,194617,3612445,0.3518,buy,3403244,1.040234,0,72273,-0.09,4.107853,5.6782613129569,196630,1.061471,2.0415236828230654,72273,268903.92574864626,2.6890392574864626
2006-09-28,10301874,3034434,False,,3633705,0.3527,buy,881732,3.887132,2013,206297,3633736,0.3527,buy,3403244,1.040234,0,93564,0.0,4.121099,6.019026732106858,208310,1.067727,2.64292661531933,93564,301874.04228464514,3.0187404228464514
2006-09-29,10259278,3034434,False,,3618879,0.3527,buy,881732,3.887132,2013,191471,3605965,0.3515,buy,3403244,1.040234,0,65794,-0.41,4.104285,5.586471261958326,193484,1.059567,1.8584880077154864,65794,259278.12939664535,2.5927812939664534
2006-10-02,10141223,3034434,False,,3588778,0.3539,buy,881732,3.887132,2013,161370,3518012,0.3469,buy,3403244,1.040234,0,-22160,-1.56,4.070146,4.708214381061415,163383,1.033723,-0.6259521117591538,-22160,141223.24271264486,1.4122324271264486
2006-10-03,10179251,3034434,False,,3601806,0.3538,buy,881732,3.887132,2013,174397,3543012,0.3481,buy,3403244,1.040234,0,2840,-1.19,4.084921,5.088314718366305,176411,1.041069,0.0802348994489055,2840,179251.06343664415,1.7925106343664416
2006-10-04,10426187,3034434,False,,3686270,0.3536,buy,881732,3.887132,2013,258862,3705483,0.3554,buy,3403244,1.040234,0,165311,0.0,4.180715,7.5527026514820905,260875,1.088809,4.66958528266046,165311,426186.5672046449,4.261865672046449
2006-10-05,10492317,3034434,False,,3703792,0.353,buy,881732,3.887132,2013,276384,3754091,0.3578,buy,3403244,1.040234,0,213920,0.0,4.200587,8.063927957940464,278397,1.103092,6.042641242514057,213920,492316.8795606438,4.923168795606438
2006-10-06,10460699,3034434,False,,3693008,0.353,buy,881732,3.887132,2013,265600,3733257,0.3569,buy,3403244,1.040234,0,193085,-0.3,4.188357,7.749300064523301,267613,1.09697,5.454120022446607,193085,460698.63743264414,4.606986374326441
2006-10-09,10482811,3034434,False,,3696603,0.3526,buy,881732,3.887132,2013,269195,3751774,0.3579,buy,3403244,1.040234,0,211602,-0.09,4.192434,7.85418460429943,271208,1.102411,5.977175226364784,211602,482810.5094006453,4.828105094006452
2006-10-10,10514877,3034434,False,,3707835,0.3526,buy,881732,3.887132,2013,280426,3772608,0.3588,buy,3403244,1.040234,0,232437,0.0,4.205172,8.18188126058299,282440,1.108533,6.5656964464322565,232437,514876.6713846456,5.148766713846456
2006-10-11,10486162,3034434,False,,3693008,0.3522,buy,881732,3.887132,2013,265600,3758720,0.3584,buy,3403244,1.040234,0,218548,-0.27,4.188357,7.749300064523301,267613,1.104452,6.173381010448042,218548,486161.7090406455,4.8616170904064555
2006-10-12,10677185,3034434,False,,3759051,0.3521,buy,881732,3.887132,2013,331643,3883700,0.3637,buy,3403244,1.040234,0,343529,0.0,4.263258,9.676196535892112,333656,1.141176,9.70373927339445,343529,677185.050228646,6.77185050228646
2006-10-13,10724335,3034434,False,,3776573,0.3521,buy,881732,3.887132,2013,349165,3913329,0.3649,buy,3403244,1.040234,0,373158,0.0,4.28313,10.187421842350508,351178,1.149882,10.540666052536473,373158,724335.4707966447,7.243354707966447
2006-10-16,10743423,3034434,False,,3788255,0.3526,buy,881732,3.887132,2013,360847,3920734,0.3649,buy,3403244,1.040234,0,380563,0.0,4.296379,10.528264439233936,362860,1.152058,10.749849681230828,380563,743422.997008644,7.434229970086441
2006-10-17,10636493,3034434,False,,3757704,0.3533,buy,881732,3.887132,2013,330295,3844355,0.3614,buy,3403244,1.040234,0,304184,-1.0,4.26173,9.636887343648315,332309,1.129615,8.592355113773408,304184,636492.8598486446,6.364928598486445
2006-10-18,10594041,3034434,False,,3768486,0.3557,buy,881732,3.887132,2013,341077,3791122,0.3579,buy,3403244,1.040234,0,250951,-1.39,4.273958,9.95146378524321,343091,1.113973,7.088655518168152,250951,594041.1360966451,5.9404113609664515
2006-10-19,10633183,3034434,False,,3775225,0.355,buy,881732,3.887132,2013,347817,3823524,0.3596,buy,3403244,1.040234,0,283353,-1.03,4.281602,10.148112650106732,349831,1.123494,8.00393002588824,283353,633183.3816286456,6.331833816286456
2006-10-20,10647832,3034434,False,,3780617,0.3551,buy,881732,3.887132,2013,353209,3832781,0.36,buy,3403244,1.040234,0,292610,-0.89,4.287717,10.305426596815327,355222,1.126214,8.265409561756186,292610,647831.9964886438,6.478319964886438
2006-10-23,10751384,3034434,False,,3815659,0.3549,buy,881732,3.887132,2013,388251,3901292,0.3629,buy,3403244,1.040234,0,361120,0.0,4.327459,11.327825757909826,390264,1.146345,10.200646523725855,361120,751384.4945966452,7.5138449459664525
2006-10-24,10731428,3034434,False,,3832733,0.3572,buy,881732,3.887132,2013,405325,3864261,0.3601,buy,3403244,1.040234,0,324090,-0.19,4.346823,11.825982301501824,407338,1.135464,9.154632248071781,324090,731427.6550806444,7.314276550806444
2006-10-25,10800204,3034434,False,,3854296,0.3569,buy,881732,3.887132,2013,426887,3911474,0.3622,buy,3403244,1.040234,0,371303,0.0,4.371278,12.455109458780456,428901,1.149337,10.488274013180598,371303,800203.6151526459,8.002036151526458
2006-10-26,10895941,3034434,False,,3887543,0.3568,buy,881732,3.887132,2013,460135,3973965,0.3647,buy,3403244,1.040234,0,433793,0.0,4.408985,13.42515639067594,462148,1.167699,12.253453144653804,433793,895941.4500046447,8.959414500046448
2006-10-27,10732241,3034434,False,,3836327,0.3575,buy,881732,3.887132,2013,408919,3861481,0.3598,buy,3403244,1.040234,0,321309,-1.5,4.350899,11.930841115366796,410932,1.134647,9.076092255129087,321309,732241.1443646438,7.3224114436464385
2006-10-30,10772663,3034434,False,,3831383,0.3557,buy,881732,3.887132,2013,403975,3906846,0.3627,buy,3403244,1.040234,0,366674,-1.13,4.345292,11.78659593152458,405988,1.147977,10.357534245246613,366674,772662.5155606456,7.726625155606456
2006-10-31,10783230,3034434,False,,3818805,0.3541,buy,881732,3.887132,2013,391397,3929991,0.3645,buy,3403244,1.040234,0,389820,-1.03,4.331027,11.419615808908379,393410,1.154778,11.011329217098776,389820,783230.0710246451,7.832300710246451
2006-11-01,10631386,3034434,False,,3773429,0.3549,buy,881732,3.887132,2013,346020,3823524,0.3596,buy,3403244,1.040234,0,283353,-2.43,4.279564,10.095683243174246,348034,1.123494,8.00393002588824,283353,631386.4118126445,6.313864118126444
2006-11-02,10631944,3034434,False,,3770283,0.3546,buy,881732,3.887132,2013,342875,3827227,0.36,buy,3403244,1.040234,0,287056,-2.42,4.275997,10.003918918086852,344888,1.124582,8.108521840235404,287056,631944.0032406449,6.319440032406449
2006-11-03,10586362,3034434,False,,3746921,0.3539,buy,881732,3.887132,2013,319513,3805007,0.3594,buy,3403244,1.040234,0,264836,-2.84,4.249501,9.322285176142309,321526,1.118053,7.4808748219700405,264836,586361.8520926461,5.863618520926461
2006-11-06,10763201,3034434,False,,3838125,0.3566,buy,881732,3.887132,2013,410716,3890643,0.3615,buy,3403244,1.040234,0,350472,-1.22,4.352938,11.98329624821044,412730,1.143216,9.899848925295407,350472,763201.3937486447,7.632013937486446
2006-11-07,10862113,3034434,False,,3858340,0.3552,buy,881732,3.887132,2013,430932,3969340,0.3654,buy,3403244,1.040234,0,429168,-0.31,4.375865,12.573114213245251,432945,1.16634,12.122809508902122,429168,862113.477568645,8.621134775686452
2006-11-08,10940967,3034434,False,,3883500,0.355,buy,881732,3.887132,2013,456092,4023033,0.3677,buy,3403244,1.040234,0,482861,0.0,4.4044,13.307203088033415,458105,1.182117,13.639486949118496,482861,940966.6807766445,9.409666807766445
2006-11-09,10840478,3034434,False,,3839022,0.3541,buy,881732,3.887132,2013,411614,3967022,0.3659,buy,3403244,1.040234,0,426851,-0.92,4.353956,12.009485225765527,413627,1.165659,12.057343492752825,426851,840478.0020166449,8.40478002016645
2006-11-10,10891193,3034434,False,,3845761,0.3531,buy,881732,3.887132,2013,418352,4010999,0.3683,buy,3403244,1.040234,0,470827,-0.45,4.361598,12.206082638806738,420366,1.178581,13.299563552490179,470827,891192.9169286452,8.911929169286452
2006-11-13,10971718,3034434,False,,3861484,0.3519,buy,881732,3.887132,2013,434076,4075800,0.3715,buy,3403244,1.040234,0,535629,0.0,4.379431,12.664852812421511,436090,1.197622,15.13001643574805,535629,971718.0126886461,9.717180126886461
2006-11-14,11130685,3034434,False,,3916296,0.3518,buy,881732,3.887132,2013,488887,4179956,0.3755,buy,3403244,1.040234,0,639785,0.0,4.441594,14.264052627506763,490901,1.228227,18.072141875173898,639785,1130685.4016246442,11.306854016246442
2006-11-15,11184926,3034434,False,,3944151,0.3526,buy,881732,3.887132,2013,516743,4206342,0.3761,buy,3403244,1.040234,0,666170,0.0,4.473186,15.076785612693655,518756,1.23598,18.81745468457985,666170,1184926.4297006447,11.849264297006448
2006-11-16,11245047,3034434,False,,3961224,0.3523,buy,881732,3.887132,2013,533816,4249389,0.3779,buy,3403244,1.040234,0,709218,0.0,4.492549,15.574916430374518,535829,1.248629,20.033430658548056,709218,1245047.0397726446,12.450470397726447
2006-11-17,11234887,3034434,False,,3960325,0.3525,buy,881732,3.887132,2013,532917,4240129,0.3774,buy,3403244,1.040234,0,699958,-0.09,4.491529,15.548676000997098,534930,1.245908,19.77185499049783,699958,1234887.4462086447,12.348874462086448
2006-11-20,11248843,3034434,False,,3958077,0.3519,buy,881732,3.887132,2013,530669,4256332,0.3784,buy,3403244,1.040234,0,716160,0.0,4.48898,15.483100653464765,532682,1.250669,20.229540310449035,716160,1248842.7560246456,12.488427560246457
2006-11-21,11272546,3034434,False,,3970210,0.3522,buy,881732,3.887132,2013,542802,4267903,0.3786,buy,3403244,1.040234,0,727731,0.0,4.50274,15.837089190948062,544815,1.254069,20.556389730283954,727731,1272546.4179446455,12.725464179446455
2006-11-22,11343314,3034434,False,,3987281,0.3515,buy,881732,3.887132,2013,559873,4321599,0.381,buy,3403244,1.040234,0,781428,0.0,4.522101,16.33516855680661,561886,1.269847,22.07316330268261,781428,1343314.0150286444,13.433140150286443
2006-11-24,11284555,3034434,False,,3955833,0.3506,buy,881732,3.887132,2013,528425,4294288,0.3805,buy,3403244,1.040234,0,754117,-0.52,4.486435,15.41762820957706,530438,1.261822,21.30170253968988,754117,1284555.1284166444,12.845551284166445
2006-11-27,10985487,3034434,False,,3850253,0.3505,buy,881732,3.887132,2013,422845,4100800,0.3733,buy,3403244,1.040234,0,560629,-3.15,4.366693,12.33715615613793,424858,1.204968,15.836203446956109,560629,985486.7408966441,9.85486740896644
2006-11-28,11021330,3034434,False,,3874062,0.3515,buy,881732,3.887132,2013,446654,4112834,0.3732,buy,3403244,1.040234,0,572663,-2.84,4.393696,13.031832935037713,448667,1.208504,16.176126843584427,572663,1021330.020876646,10.21330020876646
2006-11-29,11158093,3034434,False,,3943703,0.3534,buy,881732,3.887132,2013,516295,4179956,0.3746,buy,3403244,1.040234,0,639785,-1.63,4.472678,15.063716849827259,518308,1.228227,18.072141875173898,639785,1158093.1591126453,11.580931591126454
2006-11-30,11148273,3034434,False,,3946846,0.354,buy,881732,3.887132,2013,519438,4166993,0.3738,buy,3403244,1.040234,0,626822,-1.72,4.476242,15.155403997181205,521451,1.224418,17.70597439277648,626822,1148272.6955646444,11.482726955646443
2006-12-01,11074757,3034434,False,,3928878,0.3548,buy,881732,3.887132,2013,501470,4111445,0.3712,buy,3403244,1.040234,0,571274,-2.37,4.455864,14.631161379678726,503483,1.208096,16.13690491320423,571274,1074757.012300646,10.74757012300646
2006-12-04,11240883,3034434,False,,3991776,0.3551,buy,881732,3.887132,2013,564368,4214673,0.3749,buy,3403244,1.040234,0,674501,-0.9,4.527199,16.466319251871276,566381,1.238428,19.052786266861,674501,1240882.5615286455,12.408825615286455
2006-12-05,11293593,3034434,False,,4024122,0.3563,buy,881732,3.887132,2013,596713,4235038,0.375,buy,3403244,1.040234,0,694866,-0.44,4.563883,17.41004857665589,598727,1.244412,19.62804124577047,694866,1293593.0303126443,12.935930303126444
2006-12-06,11250901,3034434,False,,4012440,0.3566,buy,881732,3.887132,2013,585031,4204027,0.3737,buy,3403244,1.040234,0,663856,-0.81,4.550634,17.069205979772462,587045,1.2353000000000003,18.752084800612877,663856,1250900.6037166454,12.509006037166454
2006-12-07,11119834,3034434,False,,3984137,0.3583,buy,881732,3.887132,2013,556729,4101263,0.3688,buy,3403244,1.040234,0,561092,-1.97,4.518535,16.24342995763035,558742,1.205104,15.849277423749486,561092,1119833.5324246455,11.198335324246456
2006-12-08,11169579,3034434,False,,3992223,0.3574,buy,881732,3.887132,2013,564815,4142922,0.3709,buy,3403244,1.040234,0,602751,-1.53,4.527706,16.479362288826515,566828,1.217345,17.02603146733752,602751,1169579.0064006448,11.695790064006447
2006-12-11,11222652,3034434,False,,4012890,0.3576,buy,881732,3.887132,2013,585482,4175328,0.372,buy,3403244,1.040234,0,635156,-1.06,4.551145,17.08235192037233,587495,1.226867,17.941402107239934,635156,1222651.6121166442,12.226516121166442
2006-12-12,11160842,3034434,False,,4005702,0.3589,buy,881732,3.887132,2013,578294,4120706,0.3692,buy,3403244,1.040234,0,580534,-1.61,4.542993,16.87263429264241,580307,1.210817,16.398480581254482,580534,1160841.666652646,11.608416666526459
2006-12-13,11191254,3034434,False,,4025469,0.3597,buy,881732,3.887132,2013,598061,4131351,0.3692,buy,3403244,1.040234,0,591180,-1.34,4.565411,17.449357768899688,600074,1.213945,16.699182047502603,591180,1191253.6818606444,11.912536818606444
2006-12-14,11333115,3034434,False,,4079381,0.36,buy,881732,3.887132,2013,651972,4219301,0.3723,buy,3403244,1.040234,0,679130,-0.09,4.626554,19.022317154607514,653986,1.239788,19.18352603479494,679130,1333115.4562286437,13.331154562286438
