Date,equity,cash,rebalanced,rebalance_reason,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,spy_realized_pnl,spy_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,tlt_value,tlt_weight,tlt_signal,tlt_shares,tlt_avg_price,tlt_realized_pnl,tlt_unrealized_pnl,drawdown_pct
2011-09-06,17342550,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3525946,0.2033,buy,19278,86.18779,2028386,1864418,3570726,0.2059,buy,46907,64.177955,79121,560331,0.0
2011-09-07,17162191,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3413748,0.1989,buy,19278,86.18779,2028386,1752220,3502566,0.2041,buy,46907,64.177955,79121,492170,-1.04
2011-09-08,17284786,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3504933,0.2028,buy,19278,86.18779,2028386,1843405,3533975,0.2045,buy,46907,64.177955,79121,523580,-0.33
2011-09-09,17301079,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3483535,0.2013,buy,19278,86.18779,2028386,1822006,3571667,0.2064,buy,46907,64.177955,79121,561272,-0.24
2011-09-12,17227159,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3405844,0.1977,buy,19278,86.18779,2028386,1744316,3575437,0.2075,buy,46907,64.177955,79121,565042,-0.67
2011-09-13,17212325,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3441894,0.2,buy,19278,86.18779,2028386,1780366,3524553,0.2048,buy,46907,64.177955,79121,514158,-0.75
2011-09-14,17216524,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3416255,0.1984,buy,19278,86.18779,2028386,1754726,3554392,0.2065,buy,46907,64.177955,79121,543996,-0.73
2011-09-15,17108011,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3362083,0.1965,buy,19278,86.18779,2028386,1700555,3500051,0.2046,buy,46907,64.177955,79121,489655,-1.35
2011-09-16,17164879,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3393506,0.1977,buy,19278,86.18779,2028386,1731978,3525495,0.2054,buy,46907,64.177955,79121,515100,-1.02
2011-09-19,17179657,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3341070,0.1945,buy,19278,86.18779,2028386,1679542,3592709,0.2091,buy,46907,64.177955,79121,582314,-0.94
2011-09-20,17242352,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3388687,0.1965,buy,19278,86.18779,2028386,1727159,3607788,0.2092,buy,46907,64.177955,79121,597392,-0.58
2011-09-21,17319493,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3346468,0.1932,buy,19278,86.18779,2028386,1684940,3727148,0.2152,buy,46907,64.177955,79121,716753,-0.13
2011-09-22,17372063,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3258946,0.1876,buy,19278,86.18779,2028386,1597418,3867240,0.2226,buy,46907,64.177955,79121,856845,0.0
2011-09-23,17121810,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3080624,0.1799,buy,19278,86.18779,2028386,1419096,3795308,0.2217,buy,46907,64.177955,79121,784912,-1.44
2011-09-26,17018078,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3037827,0.1785,buy,19278,86.18779,2028386,1376299,3734373,0.2194,buy,46907,64.177955,79121,723978,-2.04
2011-09-27,17019710,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3096625,0.1819,buy,19278,86.18779,2028386,1435097,3677207,0.2161,buy,46907,64.177955,79121,666811,-2.03
2011-09-28,16933436,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3011609,0.1778,buy,19278,86.18779,2028386,1350081,3675949,0.2171,buy,46907,64.177955,79121,665554,-2.52
2011-09-29,16987409,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3040141,0.179,buy,19278,86.18779,2028386,1378612,3701391,0.2179,buy,46907,64.177955,79121,690995,-2.21
2011-09-30,17087322,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3047081,0.1783,buy,19278,86.18779,2028386,1385552,3794364,0.2221,buy,46907,64.177955,79121,783969,-1.64
2011-10-03,17247654,10245877,False,,0,0.0,sell,0,0.0,2810294,0,3102987,0.1799,buy,19278,86.18779,2028386,1441459,3898789,0.226,buy,46907,64.177955,79121,888394,-0.72
2011-10-04,17132433,10348621,True,monthly,0,0.0,sell,0,0.0,2810294,0,3377279,0.1971,buy,21424,93.72494,2028386,1369316,3406533,0.1988,buy,41511,64.177955,181995,742442,-1.38
2011-10-05,17146900,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3416271,0.1992,buy,21424,93.72494,2028386,1408308,3382008,0.1972,buy,41511,64.177955,181995,717917,-1.3
2011-10-06,17106546,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3438338,0.201,buy,21424,93.72494,2028386,1430375,3319587,0.1941,buy,41511,64.177955,181995,655496,-1.53
2011-10-07,17053958,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3410272,0.2,buy,21424,93.72494,2028386,1402309,3295065,0.1932,buy,41511,64.177955,181995,630974,-1.83
2011-10-10,17095042,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3497897,0.2046,buy,21424,93.72494,2028386,1489933,3248525,0.19,buy,41511,64.177955,181995,584433,-1.59
2011-10-11,17059108,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3472831,0.2036,buy,21424,93.72494,2028386,1464867,3237657,0.1898,buy,41511,64.177955,181995,573566,-1.8
2011-10-12,17036864,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3497682,0.2053,buy,21424,93.72494,2028386,1489719,3190560,0.1873,buy,41511,64.177955,181995,526469,-1.93
2011-10-13,17048064,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3477115,0.204,buy,21424,93.72494,2028386,1469152,3222328,0.189,buy,41511,64.177955,181995,558237,-1.87
2011-10-14,17024813,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3500681,0.2056,buy,21424,93.72494,2028386,1492718,3175510,0.1865,buy,41511,64.177955,181995,511419,-2.0
2011-10-17,17063004,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3483971,0.2042,buy,21424,93.72494,2028386,1476008,3230412,0.1893,buy,41511,64.177955,181995,566321,-1.78
2011-10-18,17026228,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3467260,0.2036,buy,21424,93.72494,2028386,1459297,3210347,0.1886,buy,41511,64.177955,181995,546255,-1.99
2011-10-19,16982908,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3425055,0.2017,buy,21424,93.72494,2028386,1417092,3209232,0.189,buy,41511,64.177955,181995,545141,-2.24
2011-10-20,16915066,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3380065,0.1998,buy,21424,93.72494,2028386,1372101,3186380,0.1884,buy,41511,64.177955,181995,522289,-2.63
2011-10-21,16918837,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3417557,0.202,buy,21424,93.72494,2028386,1409593,3152660,0.1863,buy,41511,64.177955,181995,488569,-2.61
2011-10-24,16956267,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3449693,0.2034,buy,21424,93.72494,2028386,1441729,3157954,0.1862,buy,41511,64.177955,181995,493863,-2.39
2011-10-25,17134433,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3547600,0.207,buy,21424,93.72494,2028386,1539637,3238212,0.189,buy,41511,64.177955,181995,574121,-1.37
2011-10-26,17116641,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3586377,0.2095,buy,21424,93.72494,2028386,1578414,3181642,0.1859,buy,41511,64.177955,181995,517551,-1.47
2011-10-27,17054855,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3632439,0.213,buy,21424,93.72494,2028386,1624476,3073795,0.1802,buy,41511,64.177955,181995,409704,-1.83
2011-10-28,17088680,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3633939,0.2127,buy,21424,93.72494,2028386,1625976,3106120,0.1818,buy,41511,64.177955,181995,442029,-1.63
2011-10-31,17163009,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3585092,0.2089,buy,21424,93.72494,2028386,1577129,3229296,0.1882,buy,41511,64.177955,181995,565205,-1.2
2011-11-01,17271964,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3585949,0.2076,buy,21424,93.72494,2028386,1577986,3337394,0.1932,buy,41511,64.177955,181995,673303,-0.58
2011-11-02,17266327,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3621941,0.2098,buy,21424,93.72494,2028386,1613978,3295765,0.1909,buy,41511,64.177955,181995,631674,-0.61
2011-11-03,17278053,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3678929,0.2129,buy,21424,93.72494,2028386,1670966,3250503,0.1881,buy,41511,64.177955,181995,586412,-0.54
2011-11-04,17263325,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3660291,0.212,buy,21424,93.72494,2028386,1652327,3254413,0.1885,buy,41511,64.177955,181995,590322,-0.63
2011-11-07,17372481,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3748771,0.2158,buy,21424,93.72494,2028386,1740808,3275089,0.1885,buy,41511,64.177955,181995,610998,0.0
2011-11-08,17299509,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3717707,0.2149,buy,21424,93.72494,2028386,1709744,3233181,0.1869,buy,41511,64.177955,181995,569090,-0.42
2011-11-09,17335286,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3686428,0.2127,buy,21424,93.72494,2028386,1678465,3300237,0.1904,buy,41511,64.177955,181995,636146,-0.21
2011-11-10,17266183,10348621,False,,0,0.0,sell,0,0.0,2810294,0,3666503,0.2124,buy,21424,93.72494,2028386,1658540,3251058,0.1883,buy,41511,64.177955,181995,586967,-0.61
