Date,equity,cash,is_month_start,rebalanced,rebalance_reason,spy_close,spy_shares,spy_weight,spy_signal_today,spy_pending_intent,spy_pending_reason,spy_pending_delta,spy_executed_intent,spy_exec_side,spy_exec_shares,spy_exec_price,gld_close,gld_shares,gld_weight,gld_signal_today,gld_pending_intent,gld_pending_reason,gld_pending_delta,gld_executed_intent,gld_exec_side,gld_exec_shares,gld_exec_price,tlt_close,tlt_shares,tlt_weight,tlt_signal_today,tlt_pending_intent,tlt_pending_reason,tlt_pending_delta,tlt_executed_intent,tlt_exec_side,tlt_exec_shares,tlt_exec_price
2011-07-28,16819714,4,False,False,,100.272865,99438,0.5928,hold,,,0.0,,,0,0.0,157.320007,22340,0.209,hold,,,0.0,,,0,0.0,63.891605,52186,0.1982,hold,,,0.0,,,0,0.0
2011-07-29,16839214,4,False,False,,99.58754,99438,0.5881,hold,,,0.0,,,0,0.0,158.289993,22340,0.21,hold,,,0.0,,,0,0.0,65.155891,52186,0.2019,hold,,,0.0,,,0,0.0
2011-08-01,16818683,4,True,False,,99.164017,99438,0.5863,hold,,,0.0,,,0,0.0,157.720001,22340,0.2095,hold,,,0.0,,,0,0.0,65.813484,52186,0.2042,hold,,,0.0,,,0,0.0
2011-08-02,16754785,4,False,False,,96.630615,99438,0.5735,hold,,,0.0,,,0,0.0,161.520004,22340,0.2154,hold,,,0.0,,,0,0.0,67.789612,52186,0.2111,hold,,,0.0,,,0,0.0
2011-08-03,16813151,4,False,False,,97.154243,99438,0.5746,hold,,,0.0,,,0,0.0,161.490005,22340,0.2146,hold,,,0.0,,,0,0.0,67.923119,52186,0.2108,hold,,,0.0,,,0,0.0
2011-08-04,16467755,4,False,False,,92.603378,99438,0.5592,sell,EXIT_ALL,signal sell,-9208295.0,,,0,0.0,160.639999,22340,0.2179,hold,,,0.0,,,0,0.0,70.339912,52186,0.2229,hold,,,0.0,,,0,0.0
2011-08-05,16473522,9295182,False,False,,92.464752,0,0.0,hold,,,0.0,EXIT_ALL,sell,99438,93.477122,161.75,22340,0.2194,hold,,,0.0,,,0,0.0,68.310364,52186,0.2164,hold,,,0.0,,,0,0.0
2011-08-08,16706022,9295182,False,False,,86.443176,0,0.0,hold,,,0.0,,,0,0.0,167.119995,22340,0.2235,hold,,,0.0,,,0,0.0,70.466774,52186,0.2201,hold,,,0.0,,,0,0.0
2011-08-09,16750461,9295182,False,False,,90.462692,0,0.0,hold,,,0.0,,,0,0.0,168.610001,22340,0.2249,hold,,,0.0,,,0,0.0,70.680466,52186,0.2202,hold,,,0.0,,,0,0.0
2011-08-10,16993573,9295182,False,False,,86.466286,0,0.0,hold,,,0.0,,,0,0.0,174.580002,22340,0.2295,hold,,,0.0,,,0,0.0,72.783371,52186,0.2235,hold,,,0.0,,,0,0.0
2011-08-11,16716390,9295182,False,False,,90.347206,0,0.0,hold,,,0.0,,,0,0.0,170.75,22340,0.2282,hold,,,0.0,,,0,0.0,69.111504,52186,0.2158,hold,,,0.0,,,0,0.0
2011-08-12,16770387,9295182,False,False,,90.955544,0,0.0,hold,,,0.0,,,0,0.0,169.970001,22340,0.2264,hold,,,0.0,,,0,0.0,70.480103,52186,0.2193,hold,,,0.0,,,0,0.0
2011-08-15,16773991,9295182,False,False,,92.880623,0,0.0,hold,,,0.0,,,0,0.0,171.800003,22340,0.2288,hold,,,0.0,,,0,0.0,69.76577,52186,0.2171,hold,,,0.0,,,0,0.0
2011-08-16,16881624,9295182,False,False,,92.087463,0,0.0,hold,,,0.0,,,0,0.0,173.919998,22340,0.2302,hold,,,0.0,,,0,0.0,70.920715,52186,0.2192,hold,,,0.0,,,0,0.0
2011-08-17,16957598,9295182,False,False,,92.149055,0,0.0,hold,,,0.0,,,0,0.0,174.419998,22340,0.2298,hold,,,0.0,,,0,0.0,72.162506,52186,0.2221,hold,,,0.0,,,0,0.0
2011-08-18,17108665,9295182,False,False,,88.175743,0,0.0,hold,,,0.0,,,0,0.0,177.720001,22340,0.2321,hold,,,0.0,,,0,0.0,73.644608,52186,0.2246,hold,,,0.0,,,0,0.0
2011-08-19,17189491,9295182,False,False,,86.735802,0,0.0,hold,,,0.0,,,0,0.0,179.949997,22340,0.2339,hold,,,0.0,,,0,0.0,74.2388,52186,0.2254,hold,,,0.0,,,0,0.0
2011-08-22,17283392,9295182,False,False,,86.805092,0,0.0,hold,,,0.0,,,0,0.0,184.589996,22340,0.2386,hold,,,0.0,,,0,0.0,74.051842,52186,0.2236,hold,,,0.0,,,0,0.0
2011-08-23,17075494,9295182,False,False,,89.661926,0,0.0,hold,,,0.0,,,0,0.0,177.669998,22340,0.2324,hold,,,0.0,,,0,0.0,73.030388,52186,0.2232,hold,,,0.0,,,0,0.0
2011-08-24,16832654,9295182,False,False,,90.924744,0,0.0,hold,,,0.0,,,0,0.0,171.649994,22340,0.2278,hold,,,0.0,,,0,0.0,70.954094,52186,0.22,hold,,,0.0,,,0,0.0
2011-08-25,16888582,9295182,False,False,,89.538666,0,0.0,hold,,,0.0,,,0,0.0,172.360001,22340,0.228,hold,,,0.0,,,0,0.0,71.721855,52186,0.2216,hold,,,0.0,,,0,0.0
2011-08-26,17039672,9295182,False,False,,90.84005,0,0.0,hold,,,0.0,,,0,0.0,177.470001,22340,0.2327,hold,,,0.0,,,0,0.0,72.429565,52186,0.2218,hold,,,0.0,,,0,0.0
2011-08-29,16907433,9295182,False,False,,93.450417,0,0.0,hold,,,0.0,,,0,0.0,173.889999,22340,0.2298,hold,,,0.0,,,0,0.0,71.428131,52186,0.2205,hold,,,0.0,,,0,0.0
2011-08-30,17083752,9295182,False,False,,93.696808,0,0.0,hold,,,0.0,,,0,0.0,179.100006,22340,0.2342,hold,,,0.0,,,0,0.0,72.576469,52186,0.2217,hold,,,0.0,,,0,0.0
2011-08-31,16994388,9295182,False,False,,94.112656,0,0.0,hold,,,0.0,,,0,0.0,177.720001,22340,0.2336,hold,,,0.0,,,0,0.0,71.454819,52186,0.2194,hold,,,0.0,,,0,0.0
2011-09-01,17076786,9295182,True,False,,93.127037,0,0.0,hold,,,0.0,,,0,0.0,177.869995,22340,0.2327,hold,REDUCE_TO_TARGET,rebalance 2011-09-01,-558259.0,,,0,0.0,72.969521,52186,0.223,hold,REDUCE_TO_TARGET,rebalance 2011-09-01,-392630.0,,,0,0.0
2011-09-02,17312353,10245877,False,True,monthly,90.747643,0,0.0,hold,,,0.0,,,0,0.0,183.240005,19278,0.204,hold,,,0.0,REDUCE_TO_TARGET,sell,3062,182.271547,75.340034,46907,0.2041,hold,,,0.0,REDUCE_TO_TARGET,sell,5279,74.366277
2011-09-06,17342550,10245877,False,False,,90.085411,0,0.0,hold,,,0.0,,,0,0.0,182.899994,19278,0.2033,hold,,,0.0,,,0,0.0,76.123528,46907,0.2059,hold,,,0.0,,,0,0.0
2011-09-07,17162191,10245877,False,False,,92.626472,0,0.0,hold,,,0.0,,,0,0.0,177.080002,19278,0.1989,hold,,,0.0,,,0,0.0,74.670425,46907,0.2041,hold,,,0.0,,,0,0.0
2011-09-08,17284786,10245877,False,False,,91.663963,0,0.0,hold,,,0.0,,,0,0.0,181.809998,19278,0.2028,hold,,,0.0,,,0,0.0,75.340034,46907,0.2045,hold,,,0.0,,,0,0.0
2011-09-09,17301079,10245877,False,False,,89.261467,0,0.0,hold,,,0.0,,,0,0.0,180.699997,19278,0.2013,hold,,,0.0,,,0,0.0,76.143585,46907,0.2064,hold,,,0.0,,,0,0.0
2011-09-12,17227159,10245877,False,False,,89.839005,0,0.0,hold,,,0.0,,,0,0.0,176.669998,19278,0.1977,hold,,,0.0,,,0,0.0,76.223961,46907,0.2075,hold,,,0.0,,,0,0.0
2011-09-13,17212325,10245877,False,False,,90.662918,0,0.0,hold,,,0.0,,,0,0.0,178.539993,19278,0.2,hold,,,0.0,,,0,0.0,75.139175,46907,0.2048,hold,,,0.0,,,0,0.0
2011-09-14,17216524,10245877,False,False,,91.91806,0,0.0,hold,,,0.0,,,0,0.0,177.210007,19278,0.1984,hold,,,0.0,,,0,0.0,75.775291,46907,0.2065,hold,,,0.0,,,0,0.0
2011-09-15,17108011,10245877,False,False,,93.504311,0,0.0,hold,,,0.0,,,0,0.0,174.399994,19278,0.1965,hold,,,0.0,,,0,0.0,74.616806,46907,0.2046,hold,,,0.0,,,0,0.0
2011-09-16,17164879,10245877,False,False,,94.057747,0,0.0,hold,,,0.0,,,0,0.0,176.029999,19278,0.1977,hold,,,0.0,,,0,0.0,75.159248,46907,0.2054,hold,,,0.0,,,0,0.0
2011-09-19,17179657,10245877,False,False,,93.12114,0,0.0,hold,,,0.0,,,0,0.0,173.309998,19278,0.1945,hold,,,0.0,,,0,0.0,76.592171,46907,0.2091,hold,,,0.0,,,0,0.0
2011-09-20,17242352,10245877,False,False,,93.012833,0,0.0,hold,,,0.0,,,0,0.0,175.779999,19278,0.1965,hold,,,0.0,,,0,0.0,76.913628,46907,0.2092,hold,,,0.0,,,0,0.0
2011-09-21,17319493,10245877,False,False,,90.272827,0,0.0,hold,,,0.0,,,0,0.0,173.589996,19278,0.1932,hold,,,0.0,,,0,0.0,79.458244,46907,0.2152,hold,,,0.0,,,0,0.0
2011-09-22,17372063,10245877,False,False,,87.354813,0,0.0,hold,,,0.0,,,0,0.0,169.050003,19278,0.1876,hold,,,0.0,,,0,0.0,82.444839,46907,0.2226,hold,,,0.0,,,0,0.0
2011-09-23,17121810,10245877,False,False,,87.881126,0,0.0,hold,,,0.0,,,0,0.0,159.800003,19278,0.1799,hold,,,0.0,,,0,0.0,80.911331,46907,0.2217,hold,,,0.0,,,0,0.0
2011-09-26,17018078,10245877,False,False,,89.970955,0,0.0,hold,,,0.0,,,0,0.0,157.580002,19278,0.1785,hold,,,0.0,,,0,0.0,79.612282,46907,0.2194,hold,,,0.0,,,0,0.0
2011-09-27,17019710,10245877,False,False,,90.977158,0,0.0,hold,,,0.0,,,0,0.0,160.630005,19278,0.1819,hold,,,0.0,,,0,0.0,78.393562,46907,0.2161,hold,,,0.0,,,0,0.0
2011-09-28,16933436,10245877,False,False,,89.11956,0,0.0,hold,,,0.0,,,0,0.0,156.220001,19278,0.1778,hold,,,0.0,,,0,0.0,78.366745,46907,0.2171,hold,,,0.0,,,0,0.0
2011-09-29,16987409,10245877,False,False,,89.823906,0,0.0,hold,,,0.0,,,0,0.0,157.699997,19278,0.179,hold,,,0.0,,,0,0.0,78.909134,46907,0.2179,hold,,,0.0,,,0,0.0
2011-09-30,17087322,10245877,False,False,,87.579262,0,0.0,hold,,,0.0,,,0,0.0,158.059998,19278,0.1783,hold,,,0.0,,,0,0.0,80.891212,46907,0.2221,hold,,,0.0,,,0,0.0
2011-10-03,17247654,10245877,True,False,,85.086967,0,0.0,hold,,,0.0,,,0,0.0,160.960007,19278,0.1799,hold,INCREASE_TO_TARGET,rebalance 2011-10-03,346544.0,,,0,0.0,83.117424,46907,0.226,hold,REDUCE_TO_TARGET,rebalance 2011-10-03,-449258.0,,,0,0.0
2011-10-04,17132433,10348621,False,True,monthly,86.952324,0,0.0,hold,,,0.0,,,0,0.0,157.639999,21424,0.1971,hold,,,0.0,INCREASE_TO_TARGET,buy,2146,160.949997,82.063385,41511,0.1988,hold,,,0.0,REDUCE_TO_TARGET,sell,5396,83.242841
2011-10-05,17146900,10348621,False,False,,88.562279,0,0.0,hold,,,0.0,,,0,0.0,159.460007,21424,0.1992,hold,,,0.0,,,0,0.0,81.47258,41511,0.1972,hold,,,0.0,,,0,0.0
2011-10-06,17106546,10348621,False,False,,90.164459,0,0.0,hold,,,0.0,,,0,0.0,160.490005,21424,0.201,hold,,,0.0,,,0,0.0,79.968857,41511,0.1941,hold,,,0.0,,,0,0.0
2011-10-07,17053958,10348621,False,False,,89.56073,0,0.0,hold,,,0.0,,,0,0.0,159.179993,21424,0.2,hold,,,0.0,,,0,0.0,79.378113,41511,0.1932,hold,,,0.0,,,0,0.0
2011-10-10,17095042,10348621,False,False,,92.556168,0,0.0,hold,,,0.0,,,0,0.0,163.270004,21424,0.2046,hold,,,0.0,,,0,0.0,78.256958,41511,0.19,hold,,,0.0,,,0,0.0
2011-10-11,17059108,10348621,False,False,,92.649033,0,0.0,hold,,,0.0,,,0,0.0,162.100006,21424,0.2036,hold,,,0.0,,,0,0.0,77.995155,41511,0.1898,hold,,,0.0,,,0,0.0
2011-10-12,17036864,10348621,False,False,,93.461731,0,0.0,hold,,,0.0,,,0,0.0,163.259995,21424,0.2053,hold,,,0.0,,,0,0.0,76.860603,41511,0.1873,hold,,,0.0,,,0,0.0
2011-10-13,17048064,10348621,False,False,,93.275986,0,0.0,hold,,,0.0,,,0,0.0,162.300003,21424,0.204,hold,,,0.0,,,0,0.0,77.625885,41511,0.189,hold,,,0.0,,,0,0.0
2011-10-14,17024813,10348621,False,False,,94.870453,0,0.0,hold,,,0.0,,,0,0.0,163.399994,21424,0.2056,hold,,,0.0,,,0,0.0,76.498039,41511,0.1865,hold,,,0.0,,,0,0.0
2011-10-17,17063004,10348621,False,False,,93.059258,0,0.0,hold,,,0.0,,,0,0.0,162.619995,21424,0.2042,hold,,,0.0,,,0,0.0,77.820625,41511,0.1893,hold,,,0.0,,,0,0.0
2011-10-18,17026228,10348621,False,False,,94.878151,0,0.0,hold,,,0.0,,,0,0.0,161.839996,21424,0.2036,hold,,,0.0,,,0,0.0,77.33725,41511,0.1886,hold,,,0.0,,,0,0.0
2011-10-19,16982908,10348621,False,False,,93.755859,0,0.0,hold,,,0.0,,,0,0.0,159.869995,21424,0.2017,hold,,,0.0,,,0,0.0,77.31041,41511,0.189,hold,,,0.0,,,0,0.0
2011-10-20,16915066,10348621,False,False,,94.166107,0,0.0,hold,,,0.0,,,0,0.0,157.770004,21424,0.1998,hold,,,0.0,,,0,0.0,76.759903,41511,0.1884,hold,,,0.0,,,0,0.0
2011-10-21,16918837,10348621,False,False,,95.954079,0,0.0,hold,,,0.0,,,0,0.0,159.520004,21424,0.202,hold,,,0.0,,,0,0.0,75.947578,41511,0.1863,hold,,,0.0,,,0,0.0
2011-10-24,16956267,10348621,False,False,,97.130539,0,0.0,hold,,,0.0,,,0,0.0,161.020004,21424,0.2034,hold,,,0.0,,,0,0.0,76.075111,41511,0.1862,hold,,,0.0,,,0,0.0
2011-10-25,17134433,10348621,False,False,,95.241989,0,0.0,hold,,,0.0,,,0,0.0,165.589996,21424,0.207,hold,,,0.0,,,0,0.0,78.008537,41511,0.189,hold,,,0.0,,,0,0.0
2011-10-26,17116641,10348621,False,False,,96.209496,0,0.0,hold,,,0.0,,,0,0.0,167.399994,21424,0.2095,hold,,,0.0,,,0,0.0,76.64576,41511,0.1859,hold,,,0.0,,,0,0.0
2011-10-27,17054855,10348621,False,False,,99.560959,0,0.0,hold,,,0.0,,,0,0.0,169.550003,21424,0.213,hold,,,0.0,,,0,0.0,74.047714,41511,0.1802,hold,,,0.0,,,0,0.0
2011-10-28,17088680,10348621,False,False,,99.53775,0,0.0,hold,,,0.0,,,0,0.0,169.619995,21424,0.2127,hold,,,0.0,,,0,0.0,74.826439,41511,0.1818,hold,,,0.0,,,0,0.0
2011-10-31,17163009,10348621,False,False,,97.138306,0,0.0,hold,,,0.0,,,0,0.0,167.339996,21424,0.2089,hold,,,0.0,,,0,0.0,77.793747,41511,0.1882,hold,,,0.0,,,0,0.0
2011-11-01,17271964,10348621,True,False,,94.429268,0,0.0,hold,,,0.0,,,0,0.0,167.380005,21424,0.2076,hold,,,0.0,,,0,0.0,80.397827,41511,0.1932,hold,,,0.0,,,0,0.0
2011-11-02,17266327,10348621,False,False,,95.969551,0,0.0,hold,,,0.0,,,0,0.0,169.059998,21424,0.2098,hold,,,0.0,,,0,0.0,79.394981,41511,0.1909,hold,,,0.0,,,0,0.0
2011-11-03,17278053,10348621,False,False,,97.718781,0,0.0,hold,,,0.0,,,0,0.0,171.720001,21424,0.2129,hold,,,0.0,,,0,0.0,78.304611,41511,0.1881,hold,,,0.0,,,0,0.0
2011-11-04,17263325,10348621,False,False,,97.122787,0,0.0,hold,,,0.0,,,0,0.0,170.850006,21424,0.212,hold,,,0.0,,,0,0.0,78.398819,41511,0.1885,hold,,,0.0,,,0,0.0
2011-11-07,17372481,10348621,False,False,,97.726532,0,0.0,hold,,,0.0,,,0,0.0,174.979996,21424,0.2158,hold,,,0.0,,,0,0.0,78.896896,41511,0.1885,hold,,,0.0,,,0,0.0
2011-11-08,17299509,10348621,False,False,,98.980446,0,0.0,hold,,,0.0,,,0,0.0,173.529999,21424,0.2149,hold,,,0.0,,,0,0.0,77.887329,41511,0.1869,hold,,,0.0,,,0,0.0
2011-11-09,17335286,10348621,False,False,,95.327126,0,0.0,hold,,,0.0,,,0,0.0,172.070007,21424,0.2127,hold,,,0.0,,,0,0.0,79.502708,41511,0.1904,hold,,,0.0,,,0,0.0
2011-11-10,17266183,10348621,False,False,,96.224976,0,0.0,hold,,,0.0,,,0,0.0,171.139999,21424,0.2124,hold,,,0.0,,,0,0.0,78.317993,41511,0.1883,hold,,,0.0,,,0,0.0
2011-11-11,17306764,10348621,False,False,,98.036156,0,0.0,hold,,,0.0,,,0,0.0,173.960007,21424,0.2153,hold,,,0.0,,,0,0.0,77.840179,41511,0.1867,hold,,,0.0,,,0,0.0
2011-11-14,17342451,10348621,False,False,,97.107353,0,0.0,hold,,,0.0,,,0,0.0,173.199997,21424,0.214,hold,,,0.0,,,0,0.0,79.092133,41511,0.1893,hold,,,0.0,,,0,0.0
2011-11-15,17341408,10348621,False,False,,97.587242,0,0.0,hold,,,0.0,,,0,0.0,173.360001,21424,0.2142,hold,,,0.0,,,0,0.0,78.984413,41511,0.1891,hold,,,0.0,,,0,0.0
2011-11-16,17331668,10348621,False,False,,96.039207,0,0.0,hold,,,0.0,,,0,0.0,171.509995,21424,0.212,hold,,,0.0,,,0,0.0,79.70459,41511,0.1909,hold,,,0.0,,,0,0.0
2011-11-17,17263732,10348621,False,False,,94.51442,0,0.0,hold,,,0.0,,,0,0.0,167.100006,21424,0.2074,hold,,,0.0,,,0,0.0,80.344009,41511,0.1932,hold,,,0.0,,,0,0.0
2011-11-18,17274033,10348621,False,False,,94.413773,0,0.0,hold,,,0.0,,,0,0.0,167.619995,21424,0.2079,hold,,,0.0,,,0,0.0,80.323807,41511,0.193,hold,,,0.0,,,0,0.0
2011-11-21,17205603,10348621,False,False,,92.61808,0,0.0,hold,,,0.0,,,0,0.0,163.5,21424,0.2036,hold,,,0.0,,,0,0.0,80.801674,41511,0.1949,hold,,,0.0,,,0,0.0
2011-11-22,17281820,10348621,False,False,,92.254318,0,0.0,hold,,,0.0,,,0,0.0,165.309998,21424,0.2049,hold,,,0.0,,,0,0.0,81.703598,41511,0.1963,hold,,,0.0,,,0,0.0
2011-11-23,17304785,10348621,False,False,,90.218643,0,0.0,hold,,,0.0,,,0,0.0,164.830002,21424,0.2041,hold,,,0.0,,,0,0.0,82.504532,41511,0.1979,hold,,,0.0,,,0,0.0
2011-11-25,17224414,10348621,False,False,,90.048347,0,0.0,hold,,,0.0,,,0,0.0,163.399994,21424,0.2032,hold,,,0.0,,,0,0.0,81.306435,41511,0.1959,hold,,,0.0,,,0,0.0
2011-11-28,17291938,10348621,False,False,,92.656776,0,0.0,hold,,,0.0,,,0,0.0,166.630005,21424,0.2064,hold,,,0.0,,,0,0.0,81.266075,41511,0.1951,hold,,,0.0,,,0,0.0
2011-11-29,17269635,10348621,False,False,,92.919922,0,0.0,hold,,,0.0,,,0,0.0,166.880005,21424,0.207,hold,,,0.0,,,0,0.0,80.599762,41511,0.1937,hold,,,0.0,,,0,0.0
2011-11-30,17287018,10348621,False,False,,96.743576,0,0.0,hold,,,0.0,,,0,0.0,170.130005,21424,0.2108,hold,,,0.0,,,0,0.0,79.341171,41511,0.1905,hold,,,0.0,,,0,0.0
2011-12-01,17259777,10348621,True,False,,96.728058,0,0.0,hold,,,0.0,,,0,0.0,169.630005,21424,0.2106,hold,,,0.0,,,0,0.0,78.942993,41511,0.1899,hold,,,0.0,,,0,0.0
2011-12-02,17309784,10348621,False,False,,96.642952,0,0.0,hold,,,0.0,,,0,0.0,169.820007,21424,0.2102,hold,,,0.0,,,0,0.0,80.049606,41511,0.192,hold,,,0.0,,,0,0.0
2011-12-05,17249502,10348621,False,False,,97.695618,0,0.0,hold,,,0.0,,,0,0.0,167.320007,21424,0.2078,hold,,,0.0,,,0,0.0,79.887665,41511,0.1923,hold,,,0.0,,,0,0.0
2011-12-06,17236275,10348621,False,False,,97.726532,0,0.0,hold,,,0.0,,,0,0.0,168.179993,21424,0.209,hold,,,0.0,,,0,0.0,79.125183,41511,0.1906,hold,,,0.0,,,0,0.0
2011-12-07,17274177,10348621,False,False,,98.090332,0,0.0,hold,,,0.0,,,0,0.0,169.399994,21424,0.2101,hold,,,0.0,,,0,0.0,79.408607,41511,0.1908,hold,,,0.0,,,0,0.0
2011-12-08,17242079,10348621,False,False,,95.938591,0,0.0,hold,,,0.0,,,0,0.0,165.979996,21424,0.2062,hold,,,0.0,,,0,0.0,80.400436,41511,0.1936,hold,,,0.0,,,0,0.0
2011-12-09,17182454,10348621,False,False,,97.563995,0,0.0,hold,,,0.0,,,0,0.0,166.399994,21424,0.2075,hold,,,0.0,,,0,0.0,78.747299,41511,0.1902,hold,,,0.0,,,0,0.0
2011-12-12,17124388,10348621,False,False,,96.139847,0,0.0,hold,,,0.0,,,0,0.0,161.990005,21424,0.2027,hold,,,0.0,,,0,0.0,79.624504,41511,0.193,hold,,,0.0,,,0,0.0
2011-12-13,17079357,10348621,False,False,,95.241989,0,0.0,hold,,,0.0,,,0,0.0,158.449997,21424,0.1988,hold,,,0.0,,,0,0.0,80.366722,41511,0.1953,hold,,,0.0,,,0,0.0
2011-12-14,17023257,10348621,False,False,,94.228043,0,0.0,hold,,,0.0,,,0,0.0,152.889999,21424,0.1924,hold,,,0.0,,,0,0.0,81.884819,41511,0.1997,hold,,,0.0,,,0,0.0
2011-12-15,16998658,10348621,False,False,,94.568604,0,0.0,hold,,,0.0,,,0,0.0,152.330002,21424,0.192,hold,,,0.0,,,0,0.0,81.581253,41511,0.1992,hold,,,0.0,,,0,0.0
2011-12-16,17100277,10348621,False,False,,94.708786,0,0.0,hold,,,0.0,,,0,0.0,155.229996,21424,0.1945,hold,,,0.0,,,0,0.0,82.532547,41511,0.2003,hold,,,0.0,,,0,0.0
2011-12-19,17135977,10348621,False,False,,93.69619,0,0.0,hold,,,0.0,,,0,0.0,154.869995,21424,0.1936,hold,,,0.0,,,0,0.0,83.578369,41511,0.2025,hold,,,0.0,,,0,0.0
2011-12-20,17094637,10348621,False,False,,96.531464,0,0.0,hold,,,0.0,,,0,0.0,156.979996,21424,0.1967,hold,,,0.0,,,0,0.0,81.4935,41511,0.1979,hold,,,0.0,,,0,0.0
2011-12-21,17051437,10348621,False,False,,96.71843,0,0.0,hold,,,0.0,,,0,0.0,157.160004,21424,0.1975,hold,,,0.0,,,0,0.0,80.359917,41511,0.1956,hold,,,0.0,,,0,0.0
2011-12-22,17041448,10348621,False,False,,97.575211,0,0.0,hold,,,0.0,,,0,0.0,156.039993,21424,0.1962,hold,,,0.0,,,0,0.0,80.697304,41511,0.1966,hold,,,0.0,,,0,0.0
2011-12-23,17009981,10348621,False,False,,98.447601,0,0.0,hold,,,0.0,,,0,0.0,156.309998,21424,0.1969,hold,,,0.0,,,0,0.0,79.799919,41511,0.1947,hold,,,0.0,,,0,0.0
2011-12-27,16995723,10348621,False,False,,98.525505,0,0.0,hold,,,0.0,,,0,0.0,154.910004,21424,0.1953,hold,,,0.0,,,0,0.0,80.179001,41511,0.1958,hold,,,0.0,,,0,0.0
2011-12-28,16974136,10348621,False,False,,97.232491,0,0.0,hold,,,0.0,,,0,0.0,151.029999,21424,0.1906,hold,,,0.0,,,0,0.0,81.661453,41511,0.1997,hold,,,0.0,,,0,0.0
2011-12-29,16965535,10348621,False,False,,98.237289,0,0.0,hold,,,0.0,,,0,0.0,150.339996,21424,0.1898,hold,,,0.0,,,0,0.0,81.810356,41511,0.2002,hold,,,0.0,,,0,0.0
2011-12-30,17011843,10348621,False,False,,97.754379,0,0.0,hold,,,0.0,,,0,0.0,151.990005,21424,0.1914,hold,,,0.0,,,0,0.0,82.074341,41511,0.2003,hold,,,0.0,,,0,0.0
2012-01-03,17044900,10348621,True,False,,99.312195,0,0.0,hold,,,0.0,,,0,0.0,155.919998,21424,0.196,hold,,,0.0,,,0,0.0,80.842407,41511,0.1969,hold,,,0.0,,,0,0.0
2012-01-04,17021924,10348621,False,False,,99.467979,0,0.0,hold,,,0.0,,,0,0.0,156.710007,21424,0.1972,hold,,,0.0,,,0,0.0,79.881187,41511,0.1948,hold,,,0.0,,,0,0.0
2012-01-05,17038947,10348621,False,False,,99.732803,0,0.0,hold,,,0.0,,,0,0.0,157.779999,21424,0.1984,hold,,,0.0,,,0,0.0,79.739052,41511,0.1943,hold,,,0.0,,,0,0.0
2012-01-06,17052651,10348621,False,False,,99.475784,0,0.0,buy,ENTER_TO_TARGET,signal_buy+rebalance,10231591.0,,,0,0.0,157.199997,21424,0.1975,hold,INCREASE_TO_TARGET,rebalance 2012-01-06,42677.0,,,0,0.0,80.368515,41511,0.1956,hold,INCREASE_TO_TARGET,rebalance 2012-01-06,74353.0,,,0,0.0
2012-01-09,17002196,109,False,True,daily,99.717232,102315,0.6001,hold,,,0.0,ENTER_TO_TARGET,buy,102315,99.70165,156.5,21694,0.1997,hold,,,0.0,INCREASE_TO_TARGET,buy,270,157.360001,80.226395,42435,0.2002,hold,,,0.0,INCREASE_TO_TARGET,buy,924,80.192553
2012-01-10,17131337,109,False,False,,100.581818,102315,0.6007,hold,,,0.0,,,0,0.0,158.639999,21694,0.2009,hold,,,0.0,,,0,0.0,80.091034,42435,0.1984,hold,,,0.0,,,0,0.0
2012-01-11,17203495,109,False,False,,100.636345,102315,0.5985,hold,,,0.0,,,0,0.0,159.669998,21694,0.2013,hold,,,0.0,,,0,0.0,81.133453,42435,0.2001,hold,,,0.0,,,0,0.0
2012-01-12,17238722,109,False,False,,100.877815,102315,0.5987,hold,,,0.0,,,0,0.0,160.380005,21694,0.2018,hold,,,0.0,,,0,0.0,81.018387,42435,0.1994,hold,,,0.0,,,0,0.0
2012-01-13,17195208,109,False,False,,100.355934,102315,0.5971,hold,,,0.0,,,0,0.0,159.259995,21694,0.2009,hold,,,0.0,,,0,0.0,81.82386,42435,0.2019,hold,,,0.0,,,0,0.0
2012-01-17,17278048,109,False,False,,100.745438,102315,0.5966,hold,,,0.0,,,0,0.0,160.5,21694,0.2015,hold,,,0.0,,,0,0.0,82.20295,42435,0.2019,hold,,,0.0,,,0,0.0
2012-01-18,17373649,109,False,False,,101.859276,102315,0.5999,hold,,,0.0,,,0,0.0,161.600006,21694,0.2018,hold,,,0.0,,,0,0.0,81.207924,42435,0.1983,hold,,,0.0,,,0,0.0
2012-01-19,17372999,109,False,False,,102.396721,102315,0.603,hold,,,0.0,,,0,0.0,161.220001,21694,0.2013,hold,,,0.0,,,0,0.0,80.091034,42435,0.1956,hold,,,0.0,,,0,0.0
2012-01-20,17391996,109,False,False,,102.778374,102315,0.6046,hold,,,0.0,,,0,0.0,162.070007,21694,0.2022,hold,,,0.0,,,0,0.0,79.183945,42435,0.1932,hold,,,0.0,,,0,0.0
2012-01-23,17367293,109,False,False,,102.513565,102315,0.6039,hold,,,0.0,,,0,0.0,163.160004,21694,0.2038,hold,,,0.0,,,0,0.0,78.68306,42435,0.1923,hold,,,0.0,,,0,0.0
2012-01-24,17336423,109,False,False,,102.396721,102315,0.6043,hold,,,0.0,,,0,0.0,162.009995,21694,0.2027,hold,,,0.0,,,0,0.0,78.825241,42435,0.1929,hold,,,0.0,,,0,0.0
