이평기간,매수버퍼존,매도버퍼존,유지일,조정기간(월),수익률,CAGR,MDD,Calmar,거래수,승률,최종자본
150,0.03,0.01,0,8,604.18,7.51,-53.15,0.1414,35,40.0,70418149
100,0.05,0.05,2,4,644.62,7.74,-54.75,0.1413,20,55.0,74461616
150,0.05,0.01,5,4,418.14,6.3,-44.76,0.1407,25,52.0,51814297
200,0.01,0.01,0,8,631.69,7.67,-54.55,0.1405,38,31.58,73168903
100,0.01,0.01,5,0,403.27,6.18,-44.0,0.1405,59,47.46,50326640
150,0.05,0.01,5,12,379.93,5.99,-42.67,0.1405,23,47.83,47992948
100,0.01,0.01,5,12,356.4,5.8,-41.38,0.1401,43,46.51,45640034
100,0.03,0.03,2,0,508.86,6.93,-49.51,0.1401,35,42.86,60885970
200,0.05,0.01,2,8,586.62,7.41,-53.05,0.1397,21,52.38,68662497
100,0.01,0.01,3,4,398.57,6.14,-43.98,0.1397,55,43.64,49857069
150,0.03,0.01,3,12,444.57,6.49,-46.53,0.1395,29,44.83,54456800
100,0.05,0.03,5,12,339.04,5.64,-40.46,0.1395,22,45.45,43903775
150,0.01,0.01,2,4,489.32,6.81,-48.97,0.1389,39,41.03,58931949
100,0.01,0.01,2,0,368.04,5.9,-42.8,0.1378,68,41.18,46804229
100,0.05,0.05,0,4,686.22,7.95,-57.75,0.1377,22,50.0,78622131
100,0.03,0.05,3,12,707.87,8.06,-58.8,0.1371,21,52.38,80786816
200,0.03,0.01,2,0,542.22,7.15,-52.2,0.1369,32,34.38,64222329
150,0.01,0.01,3,12,406.92,6.21,-45.53,0.1364,36,38.89,50692428
100,0.01,0.03,3,8,501.76,6.89,-50.56,0.1362,35,40.0,60175928
100,0.01,0.01,5,4,354.9,5.78,-42.52,0.136,51,47.06,45489792
100,0.03,0.03,0,12,521.89,7.02,-51.66,0.1359,33,45.45,62188601
100,0.03,0.05,5,8,642.08,7.72,-57.13,0.1352,20,55.0,74208011
200,0.05,0.01,0,8,577.15,7.36,-54.6,0.1347,25,44.0,67714668
100,0.03,0.03,3,0,516.57,6.98,-51.87,0.1347,34,47.06,61656907
150,0.01,0.03,2,0,709.26,8.07,-59.99,0.1345,32,40.62,80925549
100,0.05,0.03,3,12,284.27,5.12,-38.09,0.1345,24,41.67,38427029
100,0.03,0.05,2,12,688.81,7.97,-59.47,0.134,21,52.38,78880568
200,0.01,0.01,0,4,600.89,7.49,-56.45,0.1328,41,29.27,70088882
100,0.05,0.03,5,0,402.23,6.17,-46.54,0.1326,26,42.31,50222870
100,0.03,0.03,3,12,489.25,6.8,-51.32,0.1326,28,46.43,58924635
150,0.03,0.01,2,12,405.35,6.2,-46.74,0.1326,31,41.94,50534831
100,0.05,0.05,0,8,626.84,7.64,-57.75,0.1323,22,50.0,72683830
100,0.03,0.01,2,0,349.63,5.74,-43.53,0.1318,54,46.3,44962992
200,0.01,0.01,0,0,623.82,7.62,-57.9,0.1317,52,26.92,72381802
150,0.01,0.03,0,0,832.48,8.64,-65.71,0.1315,37,35.14,93248104
100,0.05,0.05,3,0,691.86,7.98,-60.76,0.1314,20,55.0,79185608
150,0.01,0.01,2,0,525.77,7.04,-53.83,0.1308,49,34.69,62577046
100,0.05,0.03,5,8,294.57,5.23,-40.02,0.1306,23,43.48,39456531
150,0.03,0.01,0,12,504.43,6.91,-53.15,0.1299,35,40.0,60442792
100,0.05,0.03,2,4,416.4,6.28,-48.36,0.1299,27,44.44,51640316
100,0.05,0.05,5,4,552.81,7.21,-55.55,0.1298,18,61.11,65280994
100,0.03,0.05,5,4,621.32,7.61,-58.69,0.1297,21,52.38,72132166
100,0.03,0.01,3,12,246.0,4.71,-36.54,0.129,40,42.5,34600404
100,0.03,0.03,2,4,470.72,6.68,-51.95,0.1286,32,46.88,57072470
100,0.05,0.05,2,0,644.33,7.73,-60.27,0.1283,21,52.38,74433223
150,0.01,0.03,3,0,629.25,7.65,-59.63,0.1283,30,40.0,72925112
100,0.01,0.01,3,12,330.92,5.57,-43.45,0.1282,47,44.68,43092490
100,0.05,0.03,2,8,403.0,6.18,-48.36,0.1278,25,44.0,50299810
150,0.05,0.03,0,4,608.69,7.54,-59.08,0.1276,23,47.83,70868669
150,0.05,0.01,0,4,429.78,6.38,-50.21,0.1271,32,40.62,52977675
100,0.03,0.03,5,8,415.69,6.28,-49.41,0.1271,27,44.44,51568781
100,0.05,0.05,0,12,559.35,7.25,-57.26,0.1266,22,50.0,65934671
100,0.03,0.05,5,12,581.51,7.38,-58.71,0.1257,20,55.0,68150955
150,0.01,0.01,3,0,454.21,6.56,-52.43,0.1251,45,37.78,55421318
150,0.05,0.01,0,8,410.19,6.24,-50.12,0.1244,31,41.94,51019475
100,0.05,0.03,0,0,445.22,6.5,-52.87,0.1229,32,46.88,54522368
150,0.05,0.03,0,8,547.92,7.18,-59.01,0.1217,23,47.83,64792307
100,0.03,0.01,3,0,327.86,5.54,-45.67,0.1214,52,46.15,42786346
100,0.03,0.03,5,12,407.56,6.21,-51.27,0.1212,26,46.15,50755854
100,0.03,0.01,3,4,297.12,5.25,-43.72,0.1201,45,44.44,39711654
100,0.01,0.01,3,8,292.98,5.21,-43.64,0.1194,52,44.23,39298386
100,0.03,0.03,2,8,409.2,6.23,-52.43,0.1188,31,48.39,50919691
100,0.03,0.03,5,0,420.09,6.31,-53.29,0.1184,33,45.45,52008671
150,0.05,0.03,0,12,509.56,6.94,-58.63,0.1184,23,47.83,60955821
150,0.05,0.01,0,12,364.29,5.86,-50.48,0.1162,31,41.94,46429019
100,0.03,0.03,5,4,373.03,5.94,-51.25,0.1159,29,41.38,47302674
100,0.05,0.03,3,0,404.03,6.19,-53.62,0.1154,28,46.43,50403394
150,0.01,0.01,0,4,529.49,7.07,-61.34,0.1152,49,36.73,62948620
100,0.03,0.01,0,8,303.33,5.31,-46.25,0.1149,51,45.1,40333322
150,0.01,0.01,0,8,517.95,6.99,-61.34,0.114,46,36.96,61795438
100,0.01,0.01,5,8,273.37,5.01,-44.01,0.1139,48,43.75,37337347
100,0.05,0.03,5,4,301.97,5.3,-47.47,0.1116,25,40.0,40196833
150,0.03,0.03,0,0,555.04,7.22,-65.28,0.1107,32,37.5,65504271
100,0.05,0.03,2,12,299.44,5.27,-48.4,0.109,25,40.0,39943520
100,0.03,0.03,2,12,341.86,5.67,-52.1,0.1088,30,46.67,44186307
150,0.01,0.03,0,4,581.9,7.38,-67.88,0.1088,35,37.14,68189594
100,0.03,0.01,0,12,270.52,4.98,-46.25,0.1077,49,42.86,37052365
150,0.01,0.01,0,12,463.34,6.63,-61.97,0.1069,45,35.56,56334478
150,0.03,0.01,0,0,436.9,6.44,-60.65,0.1061,45,35.56,53689946
100,0.05,0.03,0,4,357.19,5.8,-55.02,0.1055,31,41.94,45718820
150,0.01,0.03,0,8,534.63,7.1,-67.88,0.1046,35,37.14,63463389
100,0.03,0.01,5,0,234.93,4.59,-44.43,0.1033,50,40.0,33492720
100,0.05,0.03,2,0,346.38,5.71,-57.56,0.0992,30,46.67,44638166
150,0.01,0.03,0,12,479.76,6.74,-68.4,0.0985,35,37.14,57975754
100,0.05,0.03,0,8,307.46,5.35,-55.02,0.0973,31,35.48,40746322
100,0.03,0.01,2,4,238.4,4.63,-47.64,0.0972,47,44.68,33839603
100,0.03,0.01,5,4,195.14,4.1,-43.06,0.0952,43,41.86,29513866
100,0.03,0.01,3,8,196.15,4.11,-43.75,0.094,44,38.64,29614905
150,0.01,0.01,0,0,432.88,6.41,-68.96,0.0929,65,30.77,53288476
100,0.05,0.03,0,12,231.4,4.55,-49.5,0.0919,30,33.33,33139896
100,0.05,0.01,0,0,207.92,4.26,-47.5,0.0897,49,40.82,30792218
100,0.03,0.01,5,12,167.0,3.71,-41.43,0.0896,38,39.47,26699732
100,0.03,0.01,2,12,176.94,3.85,-43.29,0.089,42,40.48,27693701
100,0.05,0.01,3,0,186.76,3.99,-46.22,0.0863,42,42.86,28676470
100,0.03,0.01,5,8,154.3,3.52,-42.43,0.0831,41,36.59,25429625
100,0.05,0.01,3,4,128.43,3.11,-37.96,0.082,39,35.9,22843126
100,0.05,0.01,0,4,178.08,3.87,-47.43,0.0816,45,37.78,27807581
100,0.03,0.01,2,8,161.75,3.64,-46.72,0.0778,45,37.78,26174537
100,0.05,0.01,5,0,132.83,3.19,-41.32,0.0771,40,35.0,23282616
100,0.05,0.01,2,4,130.27,3.14,-41.88,0.0751,40,37.5,23026835
100,0.05,0.01,2,12,108.38,2.76,-37.69,0.0733,33,36.36,20837931
100,0.05,0.01,3,8,98.59,2.58,-36.83,0.07,34,32.35,19858586
100,0.05,0.01,2,8,110.83,2.81,-41.88,0.067,36,33.33,21082514
100,0.05,0.01,3,12,92.22,2.45,-37.47,0.0655,32,34.38,19221757
100,0.05,0.01,5,12,85.95,2.33,-36.3,0.0642,30,36.67,18595047
100,0.05,0.01,0,8,119.1,2.95,-47.43,0.0623,44,34.09,21910287
100,0.05,0.01,2,0,121.05,2.99,-49.51,0.0603,46,39.13,22104686
100,0.05,0.01,5,8,91.14,2.43,-41.73,0.0583,31,35.48,19114202
100,0.05,0.01,0,12,102.01,2.64,-47.25,0.056,42,35.71,20200693
100,0.05,0.01,5,4,84.53,2.3,-43.27,0.0531,36,36.11,18452871
