Date,Open,High,Low,Close,Volume,ma_200,change_pct
1999-03-10,43.12706,43.153421,42.415305,43.074337,5232000,43.074337,
1999-03-11,43.390659,43.641091,42.441653,43.285213,9688600,43.076435,0.49
1999-03-12,43.127073,43.153434,41.888092,42.230789,8743600,43.068021,-2.44
1999-03-15,42.547099,43.496105,42.098957,43.443382,6369000,43.071756,2.87
1999-03-16,43.62794,43.996999,43.153437,43.812469,4905800,43.079126,0.85
1999-03-17,43.812444,43.865167,43.364303,43.496109,3965000,43.083275,-0.72
1999-03-18,43.443404,44.366049,43.430223,44.339687,4848400,43.095777,1.94
1999-03-19,44.919634,44.919634,43.179789,43.20615,7160400,43.096875,-2.56
1999-03-22,43.390668,43.496113,42.599829,42.678913,5024800,43.092716,-1.22
1999-03-23,42.441664,42.599832,41.097239,41.176323,10962400,43.073648,-3.52
1999-03-24,41.545389,42.59984,40.912718,42.573479,8447000,43.068671,3.39
1999-03-25,43.232512,44.128796,42.949128,44.128796,8133800,43.079219,3.65
1999-03-26,43.759738,44.260603,43.469764,43.654293,8256200,43.084941,-1.08
1999-03-29,44.181514,45.262327,43.917901,45.235966,5113800,43.106345,3.62
1999-03-30,45.183245,45.552303,44.735103,44.919632,4940600,43.124387,-0.7
1999-03-31,45.657749,45.710472,44.128795,44.260601,8256600,43.135693,-1.47
1999-04-01,45.552308,45.605031,44.445134,45.18325,8715800,43.156067,2.08
1999-04-05,45.914772,46.883549,45.631388,46.817646,5697200,43.1925,3.62
1999-04-06,46.76491,47.423942,46.369491,46.909897,7522400,43.229489,0.2
1999-04-07,47.344883,47.450328,45.420508,46.422237,11923600,43.261258,-1.04
1999-04-08,46.343141,47.015354,45.394134,46.791283,7952400,43.296383,0.79
1999-04-09,46.71218,47.186683,46.580374,47.081238,4946800,43.334043,0.62
1999-04-12,45.974092,47.081266,45.921369,46.764931,10934000,43.368181,-0.67
1999-04-13,47.054873,47.160319,45.763171,46.132229,9962200,43.395684,-1.35
1999-04-14,46.712189,46.764911,44.293541,44.550564,21253800,43.407175,-3.43
1999-04-15,44.708738,45.229373,43.127061,45.156879,17650600,43.424585,1.36
1999-04-16,45.051429,45.051429,43.601558,43.83881,17274000,43.428707,-2.92
1999-04-19,44.128797,44.497855,41.341091,41.782642,19460600,43.412328,-4.69
1999-04-20,41.598108,43.07434,41.202689,42.731644,17413600,43.405555,2.27
1999-04-21,43.127047,44.866892,42.547099,44.84053,10940400,43.419834,4.94
1999-04-22,45.262331,46.184976,44.965766,46.053169,13630600,43.446036,2.7
1999-04-23,45.815916,47.002174,45.341413,46.659477,7064400,43.47801,1.32
1999-04-26,46.975813,48.082987,46.824235,47.7337,5421000,43.520356,2.3
1999-04-27,48.082979,48.320231,46.402448,47.002167,16482800,43.555,-1.53
1999-04-28,46.60675,46.764917,45.189831,45.394131,7676800,43.5733,-3.42
1999-04-29,45.183246,45.446858,44.076071,45.025078,19148200,43.587746,-0.81
1999-04-30,45.657753,45.895004,43.707017,45.315056,15295200,43.604933,0.64
1999-05-03,45.183238,45.367767,44.319906,45.077793,11109800,43.619588,-0.52
1999-05-04,45.156878,45.868632,44.102426,44.366039,15428400,43.627016,-1.58
1999-05-05,44.392389,45.710453,43.047964,45.710453,12642600,43.647746,3.03
