entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,holding_days
1999-10-26,2000-04-17,52.8607,65.3705,189176,2366564,0.2367,0.05,3,174
2002-01-09,2002-02-05,1.6523,1.0539,7484354,-4479155,-0.3622,0.05,3,27
2002-11-27,2004-03-23,0.2732,0.4079,28866412,3887305,0.4928,0.05,3,482
2004-11-09,2005-04-14,0.4943,0.4116,23822946,-1969035,-0.1672,0.05,3,156
2005-07-26,2006-05-17,0.5207,0.4666,18830221,-1019085,-0.1039,0.05,3,295
2006-10-13,2008-01-08,0.5147,0.5807,17071509,1126076,0.1282,0.05,3,452
2009-04-27,2010-05-27,0.1013,0.2202,97883680,11641063,1.1744,0.05,3,395
2010-09-24,2011-06-16,0.2754,0.3517,78266589,5975881,0.2773,0.05,3,265
2012-01-23,2012-11-09,0.4146,0.4651,66395912,3352613,0.1218,0.05,3,291
2013-05-03,2015-08-24,0.6846,1.4883,45111032,36255921,1.174,0.05,3,843
2015-11-02,2016-01-08,2.4048,1.8964,27918778,-14192959,-0.2114,0.05,3,67
