Date,Open,High,Low,Close,ma_100
1999-03-10,43.181444,43.207838,42.468791,43.128654,43.128654
1999-03-11,43.445407,43.696155,42.495203,43.339828,43.132836
1999-03-12,43.181441,43.207835,41.940898,42.284027,43.116028
1999-03-15,42.60077,43.550973,42.152063,43.498184,43.123595
1999-03-16,43.682937,44.05246,43.207836,43.867699,43.13833
1999-03-17,43.86771,43.920499,43.419003,43.550976,43.146501
1999-03-18,43.49817,44.421979,43.484973,44.395584,43.171235
1999-03-19,44.976272,44.976272,43.234233,43.260628,43.173005
1999-03-22,43.445387,43.550965,42.653551,42.732735,43.164287
1999-03-23,42.49519,42.653557,41.149069,41.228252,43.12595
1999-03-24,41.597773,42.653554,40.964304,42.627159,43.116073
1999-03-25,43.287034,44.184448,43.003293,44.184448,43.137229
1999-03-26,43.814913,44.316409,43.524574,43.709335,43.148558
1999-03-29,44.237226,45.319401,43.973281,45.293007,43.191022
1999-03-30,45.240218,45.609741,44.791511,44.976273,43.226373
1999-03-31,45.715312,45.768101,44.18443,44.316402,43.247958
1999-04-01,45.609716,45.662505,44.501146,45.240192,43.287408
1999-04-05,45.972662,46.942661,45.688921,46.876675,43.358483
1999-04-06,46.823878,47.483741,46.42796,46.969048,43.429979
1999-04-07,47.404551,47.51013,45.477752,46.480743,43.49039
1999-04-08,46.40157,47.07463,45.451367,46.850277,43.556923
1999-04-09,46.771086,47.246188,46.639114,47.14061,43.627887
1999-04-12,46.032055,47.140625,45.979266,46.823891,43.691174
1999-04-13,47.114238,47.219816,45.820906,46.19043,43.740664
1999-04-14,46.771106,46.823895,44.349408,44.606754,43.757815
1999-04-15,44.765114,45.286406,43.181443,45.213821,43.786646
1999-04-16,45.108245,45.108245,43.656546,43.894096,43.788774
1999-04-19,44.18442,44.553943,41.3932,41.835308,43.750092
1999-04-20,41.650562,43.128655,41.254644,42.785526,43.730991
1999-04-21,43.181421,44.923459,42.600742,44.897064,43.754082
1999-04-22,45.31939,46.243198,45.022451,46.111225,43.800758
1999-04-23,45.873671,47.061425,45.39857,46.718296,43.858531
1999-04-26,47.035038,48.143608,46.883269,47.79388,43.936459
1999-04-27,48.143607,48.381158,46.460957,47.061432,43.998339
1999-04-28,46.665518,46.823885,45.246813,45.45137,44.027112
1999-04-29,45.240223,45.504168,44.131653,45.081856,44.047998
1999-04-30,45.715317,45.952868,43.762123,45.372189,44.07422
1999-05-03,45.240214,45.424976,44.375793,45.134636,44.095218
1999-05-04,45.213833,45.926485,44.158052,44.421997,44.101689
1999-05-05,44.448371,45.768097,43.10225,45.768097,44.134687
1999-05-06,45.345802,45.74172,43.682946,44.105259,44.134105
1999-05-07,44.501184,44.870708,43.550981,44.738735,44.146077
1999-05-10,45.029068,45.490972,44.501177,45.187435,44.166698
1999-05-11,45.556934,46.137613,45.292989,45.900063,44.201022
1999-05-12,46.11123,47.008644,44.76511,46.850277,44.253483
1999-05-13,47.219806,47.29899,45.768107,45.979263,44.287657
1999-05-14,45.081848,45.609738,44.765113,45.108242,44.303906
1999-05-17,44.712334,46.058455,44.270226,45.919884,44.335906
1999-05-18,45.873692,46.137637,45.187434,45.715324,44.363221
1999-05-19,45.900071,46.375172,45.187419,46.348778,44.402539
1999-05-20,46.447756,46.447756,45.002656,45.075241,44.41586
1999-05-21,45.213816,45.345788,44.42198,44.659531,44.420685
1999-05-24,44.738719,44.817902,43.234231,43.52457,44.40294
1999-05-25,43.471777,44.105246,41.914501,42.099262,44.357323
1999-05-26,42.653555,43.445391,41.333829,43.273827,44.335867
1999-05-27,43.102265,43.861108,42.54798,43.234238,44.314053
1999-05-28,43.498192,44.18445,42.943907,43.946899,44.306782
1999-06-01,43.867701,44.078857,42.732737,42.970287,44.280317
1999-06-02,42.943893,43.92049,41.868316,43.696136,44.268749
1999-06-03,44.026081,44.026081,42.811933,43.075878,44.245128
1999-06-04,43.392592,44.547353,43.392592,44.395584,44.248107
1999-06-07,44.705724,45.603138,44.606745,45.319397,44.269321
1999-06-08,45.424991,45.636148,43.953496,44.184448,44.26764
1999-06-09,44.342805,45.048859,44.316411,44.923485,44.280627
1999-06-10,44.448363,44.712308,43.874283,44.408772,44.283165
1999-06-11,44.712315,44.758505,43.3398,43.735718,44.272324
1999-06-14,43.894088,43.894088,42.811913,42.910892,44.245365
1999-06-15,43.016487,43.808322,42.891113,43.550976,44.231615
1999-06-16,44.63315,45.78791,44.580361,45.78791,44.262433
1999-06-17,45.18742,46.507146,45.18742,46.29599,44.302701
1999-06-18,45.873695,46.639137,45.794512,46.507164,44.346354
1999-06-21,46.823902,47.925873,46.744718,47.899479,44.416713
1999-06-22,47.615712,48.222786,46.454353,46.454353,44.457062
1999-06-23,46.460953,47.298979,46.164014,47.186802,44.511116
1999-06-24,47.167015,47.19341,46.032051,46.249805,44.545546
1999-06-25,46.559953,46.929477,45.768117,46.19043,44.578118
1999-06-28,46.586342,47.351783,46.203621,47.285797,44.631735
1999-06-29,47.246199,48.117219,47.008649,47.932457,44.697096
1999-06-30,47.97863,50.62468,47.411148,48.671486,44.775797
1999-07-01,48.829881,49.278588,47.985256,49.001446,44.859473
1999-07-02,48.988236,49.674493,48.988236,49.621704,44.953775
1999-07-06,49.885638,50.387134,49.041013,49.304958,45.039937
1999-07-07,49.278589,49.595323,48.93546,49.384167,45.125961
1999-07-08,49.384151,50.248572,49.1466,50.044014,45.223348
1999-07-09,50.228783,50.598306,49.859259,50.545517,45.328738
1999-07-12,50.730285,50.99423,49.991238,50.281578,45.426814
1999-07-13,50.044014,50.228776,49.648096,50.044014,45.518243
1999-07-14,50.545532,50.994239,49.83288,50.89526,45.624719
1999-07-15,51.073395,51.363735,50.789654,51.363735,45.738363
1999-07-16,51.390134,52.12918,51.370338,51.83884,45.859164
1999-07-19,52.049998,52.049998,51.106394,51.310951,45.967121
1999-07-20,50.684071,50.756656,49.19938,49.331352,46.033739
1999-07-21,49.436936,49.99782,49.041018,49.568909,46.103742
1999-07-22,49.568894,49.568894,48.169984,48.308556,46.147402
1999-07-23,48.671504,48.876062,47.879669,48.381165,46.191635
1999-07-26,47.721307,48.249198,47.114233,47.193417,46.211472
1999-07-27,48.143608,48.882655,47.734493,48.143608,46.249732
1999-07-28,48.724298,49.357767,48.097428,49.087223,46.30592
1999-07-29,48.169997,48.565915,47.562924,48.038025,46.340219
1999-07-30,48.249202,48.777093,47.72791,47.800495,46.369136
1999-08-02,47.879663,48.829866,47.483745,47.668507,46.394866
1999-08-03,48.321783,48.328382,46.665527,47.358383,46.413945
1999-08-04,47.358367,47.714693,46.460954,46.500546,46.41566
1999-08-05,46.507149,47.239597,45.398579,47.239597,46.431976
1999-08-06,46.903078,47.774098,46.401582,46.731514,46.437907
1999-08-09,46.903063,47.035036,46.038643,46.131023,46.43183
1999-08-10,46.005664,46.342194,44.712332,45.715324,46.417642
1999-08-11,46.533549,47.29899,45.834094,47.219807,46.433527
1999-08-12,47.404555,47.721289,46.55993,46.665508,46.43812
1999-08-13,47.642107,48.750676,47.562923,48.697887,46.482868
1999-08-16,48.671509,49.252189,48.354775,49.087223,46.53444
1999-08-17,49.516114,49.568903,48.433939,49.331352,46.589824
1999-08-18,49.093826,49.700901,48.59233,48.777092,46.633136
1999-08-19,48.328376,48.671505,47.886268,48.196404,46.664092
1999-08-20,48.249197,48.961849,47.985252,48.961849,46.709592
1999-08-23,49.410572,50.519142,49.298395,50.519142,46.785029
1999-08-24,50.149592,51.416529,50.050612,50.862244,46.865766
1999-08-25,51.178986,52.155584,50.624701,51.944427,46.966333
1999-08-26,51.94443,52.129192,51.000826,51.080009,47.047792
1999-08-27,51.462714,51.469313,50.439927,50.571899,47.117576
1999-08-30,50.783061,50.941428,49.72728,49.859253,47.171867
1999-08-31,50.202395,50.730286,49.093825,50.413551,47.236059
1999-09-01,50.730257,51.205358,50.413523,50.776447,47.306166
1999-09-02,49.832852,50.862238,49.727274,50.598293,47.371356
1999-09-03,52.050016,52.940832,51.865255,52.921036,47.481251
1999-09-07,52.815444,53.343335,52.604288,52.683472,47.584265
1999-09-08,52.366735,52.894626,51.548505,51.970818,47.671128
1999-09-09,51.997228,52.841853,51.733283,52.709881,47.770905
1999-09-10,53.422526,53.83824,52.815452,53.316948,47.880727
1999-09-13,53.26417,53.369748,52.39315,52.676891,47.975701
1999-09-14,52.4723,53.336721,52.366722,52.967197,48.074543
1999-09-15,53.627079,53.627079,51.891638,51.944427,48.151174
1999-09-16,51.918034,52.393135,50.842457,51.918034,48.225765
1999-09-17,52.393128,53.580882,52.313945,53.475304,48.329716
1999-09-20,53.633674,53.844831,53.237757,53.600681,48.434092
1999-09-21,53.132168,53.237746,52.16217,52.313938,48.510921
1999-09-22,52.39312,53.145364,51.759651,52.868221,48.597204
1999-09-23,53.422505,53.528083,50.367339,50.677475,48.638397
1999-09-24,50.360756,50.941436,49.516131,50.743477,48.680082
1999-09-27,51.469327,51.838851,50.941437,51.099804,48.727997
1999-09-28,50.842448,51.522107,49.753674,51.337345,48.779668
1999-09-29,51.337347,51.70687,50.307961,50.307961,48.809931
1999-09-30,50.783076,51.363756,50.149607,50.835865,48.850048
1999-10-01,50.149606,50.855659,49.621715,50.855659,48.889763
1999-10-04,51.126188,52.181969,50.835849,51.997208,48.951297
1999-10-05,52.181979,53.00021,51.258171,52.366741,49.01893
1999-10-06,52.683472,53.495104,51.885038,53.41592,49.105999
1999-10-07,53.712859,53.970205,52.894629,53.290546,49.188861
1999-10-08,53.0794,54.003209,52.366748,53.85144,49.281189
1999-10-11,54.003201,54.63667,53.871229,54.610275,49.386716
1999-10-12,54.425505,54.861015,53.211357,53.369724,49.465587
1999-10-13,52.762666,53.396134,51.574912,51.786068,49.511537
1999-10-14,51.970815,52.472311,51.12619,52.109386,49.56298
1999-10-15,50.783056,51.522102,50.261764,50.571899,49.582958
1999-10-18,50.624707,50.809469,48.493349,49.93185,49.589867
1999-10-19,50.472929,50.730275,49.35776,50.202385,49.601996
1999-10-20,50.967824,52.148979,50.466328,51.733265,49.6442
1999-10-21,50.888639,52.577888,50.519116,52.577888,49.702292
1999-10-22,52.888022,53.422511,52.155574,52.340336,49.754531
1999-10-25,52.102796,52.940822,51.89164,52.366741,49.806258
1999-10-26,53.000209,53.290548,51.838849,51.944427,49.848598
1999-10-27,51.812442,52.049992,51.053599,51.865231,49.888531
1999-10-28,52.683479,53.844838,52.208377,53.660076,49.963215
1999-10-29,54.900604,55.956385,54.715843,55.534073,50.073529
1999-11-01,55.534088,56.193951,55.171163,55.243748,50.17591
1999-11-02,55.534072,56.22033,55.06557,55.276726,50.276916
1999-11-03,56.061981,56.69545,55.903614,56.378716,50.397744
1999-11-04,57.163945,57.276122,56.405102,57.012177,50.528723
1999-11-05,58.173541,58.463881,57.592861,57.592861,50.668607
1999-11-08,57.804016,58.958777,57.619254,58.754219,50.828718
1999-11-09,59.229303,59.334881,57.856788,58.358284,50.977818
1999-11-10,58.384709,59.625253,58.120764,59.123756,51.139124
1999-11-11,59.757185,60.25868,59.229294,60.179497,51.318141
1999-11-12,60.496254,61.024144,58.595848,60.971355,51.509294
1999-11-15,61.024145,61.235302,60.549044,60.852581,51.694309
1999-11-16,61.076885,62.68695,60.81294,62.39661,51.906236
1999-11-17,62.396665,62.667209,61.235306,61.55204,52.097242
1999-11-18,61.974377,63.439274,61.604853,63.439274,52.321837
1999-11-19,63.162097,64.1123,62.924546,64.006721,52.553221
1999-11-22,64.138699,65.458425,63.030128,63.030128,52.760684
1999-11-23,64.561012,64.613801,62.713395,63.320469,52.969789
1999-11-24,63.505263,65.663017,62.8454,65.40567,53.216044
1999-11-26,66.223865,66.540599,65.352846,65.616791,53.461603
1999-11-29,65.484848,66.039134,64.455461,64.534645,53.680871
1999-11-30,64.666589,64.772167,62.079926,62.079926,53.847189
1999-12-01,62.766193,63.74279,62.291091,63.426056,54.03687
