Date,equity,cash,rebalanced,spy_value,spy_weight,spy_signal,tqqq_value,tqqq_weight,tqqq_signal,gld_value,gld_weight,gld_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2004-11-18,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-19,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-22,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-23,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-24,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-26,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-29,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-30,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-01,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-02,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-03,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-06,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-07,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-08,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-09,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,buy,0.0
2004-12-10,9995888,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,995867,0.0996,buy,-0.04
2004-12-13,9998018,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,997997,0.0998,buy,-0.02
2004-12-14,10001940,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1001920,0.1002,buy,0.0
2004-12-15,10011020,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1010999,0.101,buy,0.0
2004-12-16,9996112,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,996091,0.0996,buy,-0.15
2004-12-17,9994768,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,994747,0.0995,buy,-0.16
2004-12-20,9996561,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,996540,0.0997,buy,-0.14
2004-12-21,9999587,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,999566,0.1,buy,-0.11
2004-12-22,9996224,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,996203,0.0997,buy,-0.15
2004-12-23,9992974,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,992953,0.0994,buy,-0.18
2004-12-27,9985240,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,985219,0.0987,buy,-0.26
2004-12-28,9984455,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,984434,0.0986,buy,-0.27
2004-12-29,9983446,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,983426,0.0985,buy,-0.28
2004-12-30,9990060,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,990039,0.0991,buy,-0.21
2004-12-31,9996305,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,996284,0.0997,buy,-0.15
2005-01-03,9998442,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,998421,0.0999,buy,-0.13
2005-01-04,9987978,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,987957,0.0989,buy,-0.23
2005-01-05,9993266,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,993245,0.0994,buy,-0.18
2005-01-06,9993942,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,993921,0.0995,buy,-0.17
2005-01-07,9996192,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,996171,0.0997,buy,-0.15
2005-01-10,9997767,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,997746,0.0998,buy,-0.13
2005-01-11,10003617,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1003596,0.1003,buy,-0.07
2005-01-12,10004968,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1004947,0.1004,buy,-0.06
2005-01-13,10014643,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1014622,0.1013,buy,0.0
2005-01-14,10014530,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1014510,0.1013,buy,-0.0
2005-01-18,10017907,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1017886,0.1016,buy,0.0
2005-01-19,10020832,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1020811,0.1019,buy,0.0
2005-01-20,10022857,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1022836,0.1021,buy,0.0
2005-01-21,10023983,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1023962,0.1022,buy,0.0
2005-01-24,10028369,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1028349,0.1025,buy,0.0
2005-01-25,10018693,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1018673,0.1017,buy,-0.1
2005-01-26,10020607,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1020586,0.1018,buy,-0.08
2005-01-27,10018693,9000021,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1018673,0.1017,buy,-0.1
2005-01-28,10028932,9000021,False,0,0.0,buy,0,0.0,sell,0,0.0,sell,1028911,0.1026,buy,0.0
2005-01-31,10026793,5014527,True,4006632,0.3996,buy,0,0.0,sell,0,0.0,sell,1005633,0.1003,buy,-0.02
2005-02-01,10050629,5014527,False,4032064,0.4012,buy,0,0.0,sell,0,0.0,sell,1004037,0.0999,buy,0.0
2005-02-02,10065145,5014527,False,4044269,0.4018,buy,0,0.0,sell,0,0.0,sell,1006349,0.1,buy,0.0
2005-02-03,10054084,5014527,False,4033759,0.4012,buy,0,0.0,sell,0,0.0,sell,1005798,0.1,buy,-0.11
2005-02-04,10111129,5014527,False,4076824,0.4032,buy,0,0.0,sell,0,0.0,sell,1019777,0.1009,buy,0.0
2005-02-07,10113297,5014527,False,4071398,0.4026,buy,0,0.0,sell,0,0.0,sell,1027372,0.1016,buy,0.0
2005-02-08,10123877,5014527,False,4076145,0.4026,buy,0,0.0,sell,0,0.0,sell,1033204,0.1021,buy,0.0
2005-02-09,10096110,5014527,False,4045627,0.4007,buy,0,0.0,sell,0,0.0,sell,1035956,0.1026,buy,-0.27
2005-02-10,10096713,5014527,False,4060208,0.4021,buy,0,0.0,sell,0,0.0,sell,1021978,0.1012,buy,-0.27
2005-02-11,10130977,5014527,False,4095132,0.4042,buy,0,0.0,sell,0,0.0,sell,1021318,0.1008,buy,0.0
2005-02-14,10131119,5014527,False,4092082,0.4039,buy,0,0.0,sell,0,0.0,sell,1024509,0.1011,buy,0.0
2005-02-15,10141204,5014527,False,4107340,0.405,buy,0,0.0,sell,0,0.0,sell,1019337,0.1005,buy,0.0
2005-02-16,10140064,5014527,False,4110053,0.4053,buy,0,0.0,sell,0,0.0,sell,1015483,0.1001,buy,-0.01
2005-02-17,10100452,5014527,False,4076824,0.4036,buy,0,0.0,sell,0,0.0,sell,1009101,0.0999,buy,-0.4
2005-02-18,10096850,5014527,False,4082248,0.4043,buy,0,0.0,sell,0,0.0,sell,1000074,0.099,buy,-0.44
2005-02-22,10031751,5014527,False,4021552,0.4009,buy,0,0.0,sell,0,0.0,sell,995672,0.0993,buy,-1.08
2005-02-23,10063875,5014527,False,4050374,0.4025,buy,0,0.0,sell,0,0.0,sell,998974,0.0993,buy,-0.76
2005-02-24,10088462,5014527,False,4077162,0.4041,buy,0,0.0,sell,0,0.0,sell,996773,0.0988,buy,-0.52
2005-02-25,10133656,5014527,False,4117513,0.4063,buy,0,0.0,sell,0,0.0,sell,1001615,0.0988,buy,-0.07
2005-02-28,10095743,5014527,False,4090387,0.4052,buy,0,0.0,sell,0,0.0,sell,990829,0.0981,buy,-0.45
2005-03-01,10115779,5014527,False,4110731,0.4064,buy,0,0.0,sell,0,0.0,sell,990520,0.0979,buy,-0.25
2005-03-02,10112418,5014527,False,4108696,0.4063,buy,0,0.0,sell,0,0.0,sell,989195,0.0978,buy,-0.28
2005-03-03,10113563,5014527,False,4110392,0.4064,buy,0,0.0,sell,0,0.0,sell,988643,0.0978,buy,-0.27
2005-03-04,10175474,5014527,False,4161593,0.409,buy,0,0.0,sell,0,0.0,sell,999353,0.0982,buy,0.0
2005-03-07,10181484,5014527,False,4163629,0.4089,buy,0,0.0,sell,0,0.0,sell,1003327,0.0985,buy,0.0
2005-03-08,10156390,5014527,False,4148030,0.4084,buy,0,0.0,sell,0,0.0,sell,993832,0.0979,buy,-0.25
2005-03-09,10094045,5014527,False,4101915,0.4064,buy,0,0.0,sell,0,0.0,sell,977602,0.0968,buy,-0.86
2005-03-10,10109161,5014527,False,4111069,0.4067,buy,0,0.0,sell,0,0.0,sell,983564,0.0973,buy,-0.71
2005-03-11,10073162,5014527,False,4082248,0.4053,buy,0,0.0,sell,0,0.0,sell,976387,0.0969,buy,-1.06
2005-03-14,10104448,5014527,False,4107681,0.4065,buy,0,0.0,sell,0,0.0,sell,982239,0.0972,buy,-0.76
