date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2005-01-31,spy,0,37412,0.0,30.02,0,2990565,37412,2990565,daily
2005-01-31,qqq,0,0,0.0,0.0,0,0,0,0,daily
2005-01-31,gld,44819,46775,19.17,19.83,1913323,1974840,1956,61517,daily
2005-01-31,tlt,45021,43463,20.71,20.09,2067420,2001549,-1558,-65871,daily
2005-01-31,cash,0,0,60.12,30.06,6000063,2994283,0,-3005780,daily
2005-05-26,spy,37412,37224,30.15,30.12,3034074,3035006,-188,932,daily
2005-05-26,qqq,0,93012,0.0,30.03,0,3026317,93012,3026317,daily
2005-05-26,gld,46775,48065,19.46,19.89,1958469,2003829,1290,45360,daily
2005-05-26,tlt,43463,42133,20.63,19.96,2075743,2011579,-1330,-64164,daily
2005-05-26,cash,0,0,29.76,0.0,2994283,41,0,-2994242,daily
2005-12-02,spy,37224,37846,29.5,29.99,3229491,3287600,622,58109,monthly
2005-12-02,qqq,93012,91654,30.44,30.02,3332105,3291275,-1358,-40830,monthly
2005-12-02,gld,48065,43600,22.03,20.01,2411420,2193952,-4465,-217468,monthly
2005-12-02,tlt,42133,46755,18.02,19.97,1972545,2189669,4622,217124,monthly
2005-12-02,cash,0,0,0.0,0.0,41,20,0,-21,monthly
2006-04-04,spy,37846,38087,29.81,30.11,3393506,3436964,241,43458,monthly
2006-04-04,qqq,91654,95088,28.91,30.08,3291335,3433358,3434,142023,monthly
2006-04-04,gld,43600,38924,22.39,19.89,2549292,2270436,-4676,-278856,monthly
2006-04-04,tlt,46755,49501,18.89,19.92,2149961,2273866,2746,123905,monthly
2006-04-04,cash,0,0,0.0,0.0,20,59,0,39,monthly
2006-06-12,spy,38087,38087,29.92,29.75,3299813,3264011,0,-35802,
2006-06-12,qqq,95088,0,28.14,0.0,3103120,0,-95088,-3103120,
2006-06-12,gld,38924,38924,21.34,21.3,2352955,2336607,0,-16348,
2006-06-12,tlt,49501,49501,20.6,20.72,2271770,2273626,0,1856,
2006-06-12,cash,0,0,0.0,28.23,59,3097924,0,3097865,
2006-08-02,spy,38087,38206,29.91,30.08,3363844,3397163,119,33319,monthly
