Date,Open,High,Low,Close,change_pct
2008-12-03,6.115,6.32,6.115,6.205,
2008-12-04,6.1275,6.375,6.035,6.0675,-2.22
2008-12-05,5.925,5.9575,5.715,5.945,-2.02
2008-12-08,6.2675,6.375,6.05,6.1625,3.66
2008-12-09,6.1,6.4625,6.0625,6.21,0.77
2008-12-10,6.725,6.7925,6.6225,6.75,8.7
2008-12-11,7.0925,7.2375,6.8925,6.945,2.89
2008-12-12,7.055,7.0775,6.875,6.9025,-0.61
2008-12-15,7.17,7.3075,7.0,7.2375,4.85
2008-12-16,7.2375,7.63,7.1425,7.615,5.22
2008-12-17,7.745,9.025,7.6625,7.75,1.77
2008-12-18,7.685,7.685,7.375,7.48,-3.48
2008-12-19,7.2525,7.2525,7.0975,7.2125,-3.58
2008-12-22,7.315,7.63,7.275,7.3375,1.73
2008-12-23,7.27,7.3425,7.0325,7.185,-2.08
2008-12-24,7.14,7.3775,7.14,7.3775,2.68
2008-12-26,7.3975,7.77,7.31,7.7475,5.02
2008-12-29,7.9175,8.495,7.7825,7.8525,1.36
2008-12-30,7.775,7.8225,7.675,7.8225,-0.38
2008-12-31,7.6225,7.995,7.4775,7.9,0.99
2009-01-02,7.8125,7.88,7.75,7.85,-0.63
2009-01-05,7.49,7.5475,7.25,7.5375,-3.98
2009-01-06,7.26,7.7075,7.255,7.6425,1.39
2009-01-07,7.5375,7.875,7.05,7.2,-5.79
2009-01-08,7.5,7.555,7.39,7.4975,4.13
2009-01-09,7.325,7.675,7.2525,7.4075,-1.2
2009-01-12,7.05,7.0725,6.7525,6.8375,-7.69
2009-01-13,6.9125,7.0,6.8425,6.8675,0.44
2009-01-14,6.7925,6.8975,6.63,6.7,-2.44
2009-01-15,6.6775,6.8325,6.5425,6.805,1.57
2009-01-16,7.075,7.2275,7.01,7.2075,5.91
2009-01-20,7.3875,7.625,7.3325,7.5175,4.3
2009-01-21,7.4675,7.4675,7.2225,7.4425,-1.0
2009-01-22,7.4125,7.55,7.385,7.5175,1.01
2009-01-23,7.8725,8.2775,7.76,8.1775,8.78
2009-01-26,8.2725,8.5075,7.6675,8.2625,1.04
2009-01-27,8.195,8.25,8.1125,8.1475,-1.39
2009-01-28,8.1625,8.165,7.875,7.98,-2.06
2009-01-29,7.9625,8.375,7.815,8.375,4.95
2009-01-30,8.58,8.7225,8.3875,8.7,3.88
2009-02-02,8.4725,8.555,8.1975,8.2,-5.75
2009-02-03,8.36,8.3925,7.96,8.17,-0.37
2009-02-04,8.2225,8.345,8.17,8.275,1.29
2009-02-05,8.5625,8.5875,8.31,8.4675,2.33
2009-02-06,8.34,8.47,8.305,8.38,-1.03
2009-02-09,8.1725,8.185,7.9825,8.095,-3.4
2009-02-10,8.3375,8.49,8.285,8.4575,4.48
2009-02-11,8.61,9.0375,8.5875,8.8525,4.67
2009-02-12,8.98,9.11,8.9075,9.0025,1.69
2009-02-13,8.8625,8.94,8.7225,8.9075,-1.06
2009-02-17,9.4075,9.575,9.35,9.4825,6.46
2009-02-18,9.425,9.8125,9.31,9.76,2.93
2009-02-19,9.545,9.6725,9.4525,9.5225,-2.43
2009-02-20,9.975,10.1575,9.785,9.9075,4.04
2009-02-23,9.685,9.9875,9.545,9.8675,-0.4
2009-02-24,9.86,9.86,9.2075,9.29,-5.85
2009-02-25,9.2775,9.595,8.9075,8.9725,-3.42
2009-02-26,8.87,8.96,8.6525,8.9575,-0.17
2009-02-27,9.1975,9.2375,8.575,8.8375,-1.34
2009-03-02,9.0175,9.05,8.4775,8.55,-3.25
2009-03-03,8.53,8.56,8.17,8.355,-2.28
2009-03-04,8.4125,8.4225,8.08,8.18,-2.09
2009-03-05,8.3275,8.7625,8.215,8.7375,6.82
2009-03-06,8.735,8.9025,8.6325,8.7825,0.52
2009-03-09,8.79,8.79,8.2725,8.45,-3.79
2009-03-10,8.235,8.25,7.885,7.9975,-5.36
2009-03-11,8.05,8.3075,7.945,8.1925,2.44
2009-03-12,8.42,8.6125,8.37,8.5175,3.97
2009-03-13,8.6875,8.6875,8.4375,8.5675,0.59
2009-03-16,8.3725,8.505,8.325,8.485,-0.96
2009-03-17,8.3775,8.4175,8.2825,8.32,-1.94
2009-03-18,8.1,8.9325,7.74,8.8725,6.64
2009-03-19,8.945,9.155,8.8425,9.0975,2.54
2009-03-20,8.92,9.085,8.87,8.95,-1.62
2009-03-23,8.9375,9.0075,8.65,8.65,-3.35
2009-03-24,8.4075,8.575,8.3175,8.4675,-2.11
2009-03-25,8.4375,8.7425,8.34,8.625,1.86
2009-03-26,8.775,8.7775,8.62,8.6325,0.09
2009-03-27,8.425,8.4925,8.35,8.415,-2.52
2009-03-30,8.265,8.57,8.225,8.2875,-1.52
2009-03-31,8.3175,8.4125,8.195,8.3275,0.48
2009-04-01,8.5175,8.5175,8.3175,8.4525,1.5
2009-04-02,8.055,8.125,7.87,8.04,-4.88
2009-04-03,8.075,8.155,7.75,7.8175,-2.77
2009-04-06,7.59,7.59,7.345,7.4,-5.34
2009-04-07,7.575,7.6975,7.555,7.65,3.38
2009-04-08,7.7375,7.785,7.5625,7.6175,-0.42
2009-04-09,7.56,7.665,7.535,7.5525,-0.85
2009-04-13,7.8625,7.9375,7.7875,7.8175,3.51
2009-04-14,7.8275,7.8275,7.6975,7.755,-0.8
2009-04-15,7.775,7.85,7.735,7.785,0.39
2009-04-16,7.74,7.75,7.4475,7.48,-3.92
2009-04-17,7.4625,7.4625,7.32,7.36,-1.6
2009-04-20,7.4975,7.7325,7.4875,7.6725,4.25
2009-04-21,7.815,7.8275,7.56,7.64,-0.42
2009-04-22,7.665,7.8125,7.635,7.7225,1.08
2009-04-23,7.8,8.08,7.78,7.965,3.14
2009-04-24,8.0475,8.1725,8.0,8.1525,2.35
2009-04-27,8.0825,8.16,8.0225,8.03,-1.5
2009-04-28,7.7225,7.825,7.685,7.795,-2.93
2009-04-29,7.8825,7.975,7.78,7.905,1.41
2009-04-30,7.6225,7.7875,7.58,7.7025,-2.56
2009-05-01,7.61,7.74,7.6075,7.6575,-0.58
2009-05-04,7.75,8.025,7.75,7.93,3.56
2009-05-05,8.125,8.1325,7.795,7.8725,-0.73
2009-05-06,8.08,8.125,7.98,8.1,2.89
2009-05-07,8.21,8.2325,8.0425,8.07,-0.37
2009-05-08,8.135,8.195,7.985,8.1625,1.15
2009-05-11,8.1075,8.1775,8.09,8.1275,-0.43
2009-05-12,8.26,8.32,8.1625,8.3125,2.28
2009-05-13,8.2625,8.4425,8.245,8.36,0.57
2009-05-14,8.35,8.41,8.3075,8.36,0.0
2009-05-15,8.37,8.5025,8.37,8.4475,1.05
2009-05-18,8.4475,8.4575,8.2,8.2325,-2.55
2009-05-19,8.2875,8.4125,8.2875,8.34,1.31
2009-05-20,8.46,8.605,8.4425,8.58,2.88
2009-05-21,8.5875,8.8725,8.51,8.865,3.32
2009-05-22,8.9475,8.9725,8.8625,8.91,0.51
2009-05-26,8.705,8.86,8.68,8.8275,-0.93
2009-05-27,8.8475,8.945,8.7225,8.7825,-0.51
2009-05-28,8.93,9.05,8.8575,8.9425,1.82
2009-05-29,9.215,9.335,9.19,9.3075,4.08
2009-06-01,9.375,9.41,9.1925,9.2125,-1.02
2009-06-02,9.3025,9.45,9.2925,9.3475,1.47
2009-06-03,9.2575,9.295,8.945,8.975,-3.99
2009-06-04,9.1125,9.3575,9.1125,9.32,3.84
2009-06-05,8.9175,9.02,8.8025,8.8175,-5.39
2009-06-08,8.7425,8.8225,8.615,8.79,-0.31
2009-06-09,8.915,8.92,8.77,8.8425,0.6
2009-06-10,8.9625,8.9775,8.68,8.84,-0.03
2009-06-11,8.7,8.96,8.6825,8.8,-0.45
2009-06-12,8.5625,8.6275,8.495,8.5325,-3.04
2009-06-15,8.4625,8.4775,8.295,8.3325,-2.34
2009-06-16,8.4675,8.51,8.3725,8.4675,1.62
2009-06-17,8.3975,8.5525,8.325,8.53,0.74
2009-06-18,8.5275,8.575,8.3625,8.41,-1.41
2009-06-19,8.445,8.5125,8.4125,8.4475,0.45
2009-06-22,8.195,8.2275,8.1375,8.2075,-2.84
2009-06-23,8.225,8.2975,8.105,8.28,0.88
2009-06-24,8.495,8.5325,8.3,8.365,1.03
2009-06-25,8.485,8.525,8.425,8.5175,1.82
2009-06-26,8.6225,8.635,8.465,8.5175,0.0
2009-06-29,8.5225,8.54,8.4175,8.475,-0.5
2009-06-30,8.45,8.4575,8.22,8.32,-1.83
2009-07-01,8.5175,8.6425,8.475,8.525,2.46
2009-07-02,8.365,8.3825,8.295,8.335,-2.23
2009-07-06,8.1775,8.2525,8.16,8.25,-1.02
2009-07-07,8.265,8.3425,8.195,8.225,-0.3
2009-07-08,8.12,8.1425,7.885,7.955,-3.28
2009-07-09,8.025,8.135,7.985,8.015,0.75
2009-07-10,7.9675,8.0525,7.945,8.025,0.12
2009-07-13,7.99,8.215,7.9375,8.135,1.37
2009-07-14,8.255,8.28,8.2,8.24,1.29
2009-07-15,8.48,8.5475,8.4625,8.4875,3.0
2009-07-16,8.4625,8.4775,8.3725,8.44,-0.56
2009-07-17,8.48,8.5075,8.425,8.4325,-0.09
2009-07-20,8.7375,8.7775,8.625,8.7,3.17
2009-07-21,8.7225,8.735,8.5775,8.6525,-0.55
2009-07-22,8.5925,8.77,8.5925,8.7025,0.58
2009-07-23,8.655,8.8125,8.655,8.68,-0.26
2009-07-24,8.72,8.755,8.6825,8.6975,0.2
2009-07-27,8.785,8.8,8.695,8.7475,0.57
2009-07-28,8.5625,8.5825,8.375,8.4375,-3.54
2009-07-29,8.3675,8.3825,8.22,8.2775,-1.9
2009-07-30,8.34,8.4275,8.325,8.35,0.88
2009-07-31,8.41,8.7775,8.4,8.675,3.89
2009-08-03,8.835,8.8775,8.73,8.765,1.04
2009-08-04,8.83,9.0125,8.7975,8.9225,1.8
2009-08-05,8.965,8.98,8.8125,8.925,0.03
2009-08-06,8.9875,9.0125,8.7575,8.89,-0.39
2009-08-07,8.835,8.9025,8.7125,8.73,-1.8
2009-08-10,8.575,8.615,8.5325,8.5775,-1.75
2009-08-11,8.5375,8.5825,8.49,8.5575,-0.23
2009-08-12,8.5225,8.675,8.515,8.5825,0.29
