Date,Open,High,Low,Close,Volume,ma_250,ma_200,ma_150,upper_band_250,lower_band_250,upper_band_200,lower_band_200,upper_band_150,lower_band_150,change_pct
2006-02-06,34.852085,35.100292,34.740817,34.929115,58162800,33.531958,33.900071,34.324523,34.537917,31.85536,34.917073,32.205067,35.354258,32.608296,-0.27
2006-02-07,34.869193,35.031812,34.612421,34.775043,87327000,33.541863,33.908777,34.33049,34.548119,31.86477,34.92604,32.213338,35.360404,32.613965,-0.44
2006-02-08,35.023249,35.220108,34.826394,35.177311,89907800,33.554895,33.921399,34.341706,34.561542,31.87715,34.939041,32.225329,35.371957,32.624621,1.16
2006-02-09,35.271454,35.408397,34.775036,34.843506,78213400,33.565163,33.930574,34.348352,34.572118,31.886905,34.948491,32.234046,35.378803,32.630935,-0.95
2006-02-10,34.817845,35.143087,34.458367,35.057495,102575900,33.577054,33.941787,34.357745,34.584365,31.898201,34.960041,32.244698,35.388477,32.639858,0.61
2006-02-13,34.834954,34.86919,34.492594,34.655216,70643100,33.585645,33.948886,34.361685,34.593214,31.906363,34.967353,32.251442,35.392535,32.643601,-1.15
2006-02-14,34.723702,35.108856,34.586759,35.006149,94340300,33.596964,33.959406,34.370221,34.604872,31.917115,34.978188,32.261436,35.401327,32.65171,1.01
2006-02-15,34.911995,35.314264,34.86064,35.228676,92254300,33.609965,33.972036,34.381591,34.618264,31.929467,34.991197,32.273434,35.413039,32.662512,0.64
2006-02-16,35.357057,35.562471,35.220114,35.553913,103859600,33.625455,33.987776,34.397119,34.634218,31.944182,35.007409,32.288387,35.429032,32.677263,0.92
2006-02-17,35.485428,35.485428,35.262896,35.271454,81770200,33.63857,34.000549,34.408699,34.647727,31.956642,35.020565,32.300521,35.44096,32.688264,-0.79
2006-02-21,35.271473,35.322828,34.757937,34.877762,85101400,33.648444,34.009277,34.414912,34.657898,31.966022,35.029556,32.308813,35.447359,32.694166,-1.12
2006-02-22,34.903418,35.5539,34.817829,35.314247,91983900,33.661718,34.022262,34.426824,34.671569,31.978632,35.04293,32.321149,35.459628,32.705482,1.25
2006-02-23,35.25433,35.553895,35.160184,35.220097,66517100,33.674135,34.034181,34.437331,34.684359,31.990428,35.055206,32.332472,35.47045,32.715464,-0.27
2006-02-24,35.254335,35.339926,35.100273,35.314247,57085400,33.687204,34.046918,34.448945,34.69782,32.002844,35.068325,32.344572,35.482414,32.726498,0.27
2006-02-27,35.399854,35.83636,35.374178,35.707977,64945000,33.703305,34.063446,34.465621,34.714405,32.01814,35.085349,32.360273,35.49959,32.74234,1.11
2006-02-28,35.61382,35.707969,35.066047,35.177311,117564600,33.715051,34.074529,34.475048,34.726502,32.029298,35.096765,32.370802,35.509299,32.751295,-1.49
2006-03-01,35.288577,35.750761,35.220107,35.656612,80962300,33.730521,34.090271,34.490697,34.742437,32.043995,35.112979,32.385758,35.525418,32.766163,1.36
2006-03-02,35.562468,35.810679,35.442643,35.682293,69856500,33.746073,34.106112,34.50648,34.758455,32.058769,35.129295,32.400806,35.541675,32.781156,0.07
2006-03-03,35.476883,35.956183,35.425528,35.476883,112066100,33.759864,34.119752,34.519333,34.77266,32.071871,35.143344,32.413764,35.554913,32.793367,-0.58
2006-03-06,35.553893,35.630924,35.057472,35.168739,99581000,33.771091,34.130189,34.527935,34.784223,32.082536,35.154095,32.42368,35.563773,32.801538,-0.87
2006-03-07,35.108864,35.151658,34.792183,34.96336,96441100,33.780591,34.13848,34.533702,34.794008,32.091561,35.162634,32.431556,35.569713,32.807017,-0.58
2006-03-08,34.886312,35.168759,34.663781,34.980461,103961900,33.790151,34.146857,34.539619,34.803856,32.100644,35.171263,32.439515,35.575808,32.812638,0.05
2006-03-09,35.091726,35.220112,34.638103,34.680897,108556700,33.797249,34.152171,34.54149,34.811166,32.107387,35.176736,32.444563,35.577735,32.814416,-0.86
2006-03-10,34.64666,34.911989,34.39845,34.715134,124474900,33.804563,34.157773,34.54379,34.8187,32.114335,35.182506,32.449884,35.580104,32.816601,0.1
2006-03-13,34.869203,35.04038,34.766493,34.817848,69169100,33.812637,34.164341,34.54742,34.827016,32.122005,35.189271,32.456124,35.583843,32.820049,0.3
2006-03-14,34.783602,35.451199,34.783602,35.408405,118201000,33.825352,34.17672,34.558824,34.840113,32.134084,35.202021,32.467884,35.595589,32.830883,1.7
2006-03-15,35.545355,35.707977,35.365618,35.707977,84375800,33.840353,34.191956,34.574045,34.855564,32.148335,35.217715,32.482358,35.611266,32.845342,0.85
2006-03-16,35.819235,35.879147,35.374172,35.408405,101371200,33.852848,34.20406,34.585096,34.868433,32.160205,35.230182,32.493857,35.622649,32.855841,-0.84
2006-03-17,35.407547,35.621671,35.313332,35.501762,78219600,33.865986,34.216972,34.597237,34.881966,32.172687,35.243482,32.506124,35.635154,32.867375,0.26
2006-03-20,35.604544,35.698759,35.458941,35.587414,60240100,33.879703,34.230609,34.610352,34.896094,32.185718,35.257527,32.519078,35.648662,32.879834,0.24
2006-03-21,35.210564,35.981408,35.18487,35.210564,136566000,33.890307,34.240359,34.618302,34.907017,32.195792,35.26757,32.528341,35.656851,32.887387,-1.06
2006-03-22,35.013562,35.356158,34.996431,35.296204,112282800,33.90151,34.250865,34.627281,34.918555,32.206434,35.278391,32.538322,35.666099,32.895917,0.24
2006-03-23,35.193413,35.304758,34.962159,35.193413,75158200,33.911804,34.260244,34.634779,34.929158,32.216214,35.288051,32.547232,35.673822,32.90304,-0.29
2006-03-24,35.313344,35.544599,35.133481,35.373299,81795500,33.923449,34.271319,34.644561,34.941153,32.227277,35.299459,32.557753,35.683898,32.912333,0.51
2006-03-27,35.356162,35.553155,35.321904,35.381859,54400400,33.93507,34.282369,34.654326,34.953122,32.238316,35.31084,32.568251,35.693956,32.92161,0.02
2006-03-28,35.45038,35.690198,35.107783,35.236256,100522800,33.945438,34.291861,34.662034,34.963801,32.248166,35.320616,32.577268,35.701895,32.928932,-0.41
2006-03-29,35.287645,36.058489,35.261948,35.90432,130669100,33.961047,34.307905,34.678488,34.979878,32.262994,35.337142,32.59251,35.718843,32.944564,1.9
2006-03-30,35.981395,36.22978,35.792968,36.015656,115915600,33.977418,34.324898,34.696199,34.99674,32.278547,35.354644,32.608653,35.737085,32.961389,0.31
2006-03-31,36.084191,36.135579,35.835807,35.912891,71074600,33.99284,34.340698,34.712314,35.012625,32.293198,35.370919,32.623664,35.753683,32.976698,-0.29
2006-04-03,36.10131,36.289737,35.887186,35.955704,80730700,34.00848,34.356768,34.728783,35.028735,32.308056,35.387471,32.63893,35.770646,32.992344,0.12
2006-04-04,36.015678,36.238369,35.9129,36.152718,89952600,34.025566,34.374638,34.747643,35.046333,32.324288,35.405878,32.655906,35.790072,33.010261,0.55
2006-04-05,36.229785,36.546688,36.152701,36.4953,91628200,34.045245,34.395739,34.770791,35.066602,32.342983,35.427612,32.675952,35.813914,33.032251,0.95
2006-04-06,36.478167,36.777939,36.349691,36.598076,91712800,34.065586,34.417653,34.794993,35.087554,32.362307,35.450183,32.696771,35.838843,33.055243,0.28
2006-04-07,36.726564,36.872167,36.229795,36.246925,116604300,34.082968,34.435855,34.814224,35.105457,32.378819,35.468931,32.714062,35.858651,33.073513,-0.96
2006-04-10,36.315435,36.401083,36.04992,36.195522,58981900,34.099801,34.453364,34.832519,35.122795,32.394811,35.486965,32.730696,35.877495,33.090893,-0.14
2006-04-11,36.306874,36.341135,35.724456,35.90432,91481900,34.114179,34.467801,34.846715,35.137605,32.40847,35.501836,32.744411,35.892117,33.10438,-0.8
2006-04-12,35.921455,36.041367,35.801546,35.912891,58751200,34.128512,34.48218,34.860837,35.152367,32.422086,35.516646,32.758071,35.906662,33.117795,0.02
2006-04-13,35.887194,36.255488,35.792979,36.058491,63476900,34.14389,34.497865,34.8767,35.168207,32.436695,35.532801,32.772972,35.923001,33.132865,0.41
2006-04-17,36.007087,36.15269,35.450363,35.681618,104072100,34.156143,34.509644,34.887361,35.180827,32.448336,35.544933,32.784162,35.933982,33.142993,-1.05
2006-04-18,35.775844,36.452477,35.775844,36.366825,124291700,34.173758,34.528123,34.906957,35.198971,32.46507,35.563967,32.801717,35.954165,33.161609,1.92
2006-04-19,36.435349,36.529564,36.229788,36.529564,79050300,34.192529,34.548038,34.928448,35.218305,32.482903,35.584479,32.820636,35.976301,33.182026,0.45
2006-04-20,36.520986,36.675156,36.298299,36.401077,81408000,34.210127,34.566476,34.947953,35.236431,32.499621,35.603471,32.838152,35.996392,33.200555,-0.35
2006-04-21,36.538146,36.589537,35.818689,35.972858,130181200,34.224173,34.58047,34.961528,35.250898,32.512964,35.617884,32.851447,36.010374,33.213452,-1.18
2006-04-24,35.93002,36.032798,35.733026,35.938583,78556400,34.237833,34.593984,34.974469,35.264968,32.525942,35.631803,32.864284,36.023703,33.225746,-0.1
2006-04-25,36.032796,36.05849,35.673069,35.861496,77660800,34.250771,34.606596,34.986218,35.278294,32.538232,35.644794,32.876266,36.035804,33.236907,-0.21
2006-04-26,35.852936,36.024236,35.715897,35.852936,82537000,34.263537,34.618997,34.997697,35.291443,32.55036,35.657567,32.888047,36.047628,33.247813,-0.02
2006-04-27,35.690189,36.392519,35.544587,36.195522,173950100,34.278932,34.634684,35.013563,35.307299,32.564985,35.673724,32.90295,36.06397,33.262885,0.96
2006-04-28,35.972817,36.161247,35.784387,35.844341,88876600,34.291405,34.64672,35.024566,35.320147,32.576835,35.686122,32.914384,36.075303,33.273338,-0.97
2006-05-01,35.904293,36.015638,35.381833,35.493176,92875500,34.300981,34.655143,35.030773,35.33001,32.585932,35.694797,32.922386,36.081696,33.279234,-0.98
2006-05-02,35.647368,35.741583,35.458941,35.587414,85148100,34.311231,34.664419,35.038146,35.340568,32.59567,35.704352,32.931198,36.08929,33.286239,0.27
2006-05-03,35.604552,35.664506,35.356167,35.536034,74971600,34.320991,34.673092,35.04474,35.35062,32.604941,35.713285,32.939437,36.096083,33.292503,-0.14
2006-05-04,35.570296,35.964287,35.570296,35.827248,88696800,34.332993,34.684576,35.055105,35.362982,32.616343,35.725113,32.950347,36.106758,33.30235,0.82
2006-05-05,36.058491,36.152707,35.921452,36.109882,80392200,34.347151,34.698758,35.069075,35.377566,32.629794,35.739721,32.96382,36.121148,33.315622,0.79
2006-05-08,36.041379,36.212675,36.032812,36.144157,45079100,34.36147,34.71314,35.083315,35.392314,32.643396,35.754534,32.977483,36.135814,33.329149,0.09
2006-05-09,36.058487,36.127008,35.947145,36.007099,48528800,34.374583,34.726015,35.09555,35.40582,32.655853,35.767796,32.989715,36.148417,33.340773,-0.38
2006-05-10,35.912892,35.955716,35.587422,35.690201,92424200,34.385066,34.735609,35.103427,35.416618,32.665812,35.777678,32.998829,36.156529,33.348255,-0.88
2006-05-11,35.655931,35.673061,34.799435,34.89365,140989700,34.389118,34.737182,35.100648,35.420792,32.669662,35.779297,33.000323,36.153667,33.345616,-2.23
2006-05-12,34.739483,34.79087,34.414013,34.422577,153920800,34.389385,34.734051,35.091667,35.421066,32.669915,35.776073,32.997349,36.144417,33.337084,-1.35
2006-05-15,34.276987,34.551066,34.079994,34.396896,127896500,34.389444,34.730697,35.082465,35.421128,32.669972,35.772618,32.994162,36.134939,33.328341,-0.07
2006-05-16,34.405435,34.482519,34.062838,34.139923,132397500,34.387456,34.724818,35.069981,35.41908,32.668083,35.766563,32.988577,36.12208,33.316482,-0.75
2006-05-17,33.98578,34.097125,33.600356,33.677441,207897100,34.381799,34.714397,35.051536,35.413253,32.662709,35.755829,32.978677,36.103083,33.29896,-1.35
2006-05-18,33.823027,33.96863,33.403343,33.446167,139690900,34.374344,34.701777,35.030273,35.405574,32.655626,35.742831,32.966689,36.081181,33.27876,-0.69
2006-05-19,33.574656,33.805911,33.189232,33.703129,194306300,34.368995,34.691841,35.012695,35.400065,32.650545,35.732596,32.957249,36.063076,33.26206,0.77
2006-05-22,33.411916,33.608913,33.077883,33.377659,169591800,34.361096,34.678764,34.991039,35.391929,32.643041,35.719127,32.944826,36.04077,33.241487,-0.97
2006-05-23,33.626024,33.728806,33.035043,33.052174,142243900,34.350666,34.662579,34.965359,35.381186,32.633133,35.702457,32.92945,36.01432,33.217091,-0.98
2006-05-24,33.000797,33.437612,32.743849,33.274876,234981600,34.342094,34.648771,34.942968,35.372357,32.62499,35.688234,32.916333,35.991257,33.19582,0.67
2006-05-25,33.497561,33.728815,33.249177,33.711685,123510900,34.337071,34.639447,34.92666,35.367183,32.620218,35.67863,32.907475,35.97446,33.180327,1.31
2006-05-26,33.788783,33.900129,33.600353,33.823044,91319600,34.332975,34.631324,34.912042,35.362965,32.616327,35.670263,32.899757,35.959404,33.16644,0.33
2006-05-30,33.660304,33.686001,33.069323,33.095016,105606200,34.323111,34.616037,34.887976,35.352805,32.606956,35.654518,32.885235,35.934615,33.143577,-2.15
2006-05-31,33.154961,33.454737,33.009358,33.249176,137066200,34.314554,34.602436,34.86627,35.343991,32.598826,35.640509,32.872315,35.912258,33.122956,0.47
2006-06-01,33.343388,34.037151,33.266304,34.037151,119357400,34.312344,34.596812,34.855288,35.341714,32.596726,35.634716,32.866971,35.900947,33.112524,2.37
2006-06-02,34.225582,34.259843,33.668862,33.951504,128864100,34.309468,34.590391,34.843318,35.338752,32.593995,35.628102,32.860871,35.888617,33.101152,-0.25
2006-06-05,33.882985,33.882985,33.214916,33.214916,103190600,34.300747,34.576704,34.821749,35.329769,32.585709,35.614005,32.847869,35.866402,33.080662,-2.17
2006-06-06,33.274876,33.360528,32.846628,33.189228,127271000,34.29189,34.562899,34.800127,35.320647,32.577296,35.599786,32.834754,35.84413,33.06012,-0.08
2006-06-07,33.232062,33.548965,32.93229,32.940853,130754700,34.281125,34.546759,34.7755,35.309559,32.567069,35.583162,32.819421,35.818765,33.036725,-0.75
2006-06-08,32.778093,33.026478,32.110028,32.889439,280562200,34.270036,34.530268,34.750519,35.298137,32.556534,35.566176,32.803755,35.793035,33.012993,-0.16
2006-06-09,33.026491,33.18066,32.641067,32.675327,144146200,34.257329,34.511811,34.723033,35.285049,32.544462,35.547165,32.78622,35.764724,32.986882,-0.65
2006-06-12,32.718147,32.769535,32.024385,32.032951,145607500,34.239605,34.487146,34.687403,35.266793,32.527625,35.52176,32.762788,35.728025,32.953033,-1.97
2006-06-13,32.110033,32.375544,31.827388,31.904472,207099500,34.220998,34.461447,34.650543,35.247628,32.509948,35.495291,32.738375,35.69006,32.918016,-0.4
2006-06-14,31.998703,32.298476,31.861664,32.229958,201876800,34.205133,34.439244,34.618482,35.231287,32.494877,35.472421,32.717281,35.657037,32.887558,1.02
2006-06-15,32.418388,33.223497,32.375564,33.103588,200700400,34.196356,34.425953,34.598418,35.222247,32.486538,35.458732,32.704656,35.63637,32.868497,2.71
2006-06-16,33.040149,33.151569,32.740175,32.860165,120006100,34.185709,34.410374,34.575394,35.21128,32.476424,35.442685,32.689855,35.612656,32.846625,-0.74
2006-06-19,32.9973,33.031584,32.491627,32.594475,129450100,34.17303,34.392305,34.549157,35.198221,32.464378,35.424074,32.67269,35.585632,32.821699,-0.81
2006-06-20,32.645898,32.980156,32.517336,32.637329,102871700,34.160793,34.374842,34.523835,35.185617,32.452754,35.406088,32.6561,35.55955,32.797643,0.13
2006-06-21,32.688772,33.417286,32.680203,33.151592,129548100,34.152752,34.362671,34.505659,35.177334,32.445114,35.393551,32.644537,35.540829,32.780376,1.58
2006-06-22,33.074421,33.151557,32.560178,32.73159,143100500,34.141428,34.346441,34.482162,35.165671,32.434356,35.376834,32.629119,35.516627,32.758054,-1.27
2006-06-23,32.705904,33.02302,32.508777,32.697334,88050200,34.129921,34.330032,34.458522,35.153819,32.423425,35.359933,32.61353,35.492277,32.735596,-0.1
2006-06-26,32.714456,32.903013,32.628751,32.783024,65157700,34.119189,34.314639,34.43633,35.142764,32.413229,35.344078,32.598907,35.46942,32.714513,0.26
2006-06-27,32.800182,32.851608,32.131667,32.165947,128227500,34.103625,34.293259,34.406258,35.126734,32.398444,35.322057,32.578596,35.438446,32.685946,-1.88
2006-06-28,32.243076,32.431633,32.03738,32.405922,91576300,34.090098,34.274479,34.379764,35.112801,32.385593,35.302714,32.560756,35.411157,32.660776,0.75
2006-06-29,32.551625,33.391556,32.483061,33.391556,181997200,34.084532,34.265694,34.366675,35.107068,32.380305,35.293665,32.552409,35.397675,32.648341,3.04
2006-06-30,33.528688,33.54583,33.151577,33.228714,82719200,34.077712,34.255376,34.351603,35.100044,32.373827,35.283037,32.542607,35.382151,32.634023,-0.49
2006-07-03,33.331556,33.425835,33.262992,33.425835,21598500,34.072518,34.247122,34.339341,35.094694,32.368892,35.274535,32.534766,35.369521,32.622374,0.59
2006-07-05,33.117298,33.151582,32.645909,32.697334,93724000,34.06156,34.231701,34.317592,35.083407,32.358482,35.258652,32.520116,35.34712,32.601713,-2.18
2006-07-06,32.80016,32.980145,32.57732,32.663029,70615200,34.050417,34.216092,34.295678,35.071929,32.347896,35.242575,32.505288,35.324548,32.580894,-0.1
2006-07-07,32.483058,32.714465,32.200222,32.30307,108063300,34.036494,34.197057,34.269286,35.057588,32.334669,35.222969,32.487204,35.297364,32.555821,-1.1
2006-07-10,32.388782,32.508772,31.857395,32.020241,105109800,34.020428,34.175397,34.239497,35.041041,32.319406,35.200659,32.466628,35.266682,32.527522,-0.88
2006-07-11,31.951684,32.34594,31.780272,32.260231,136114200,34.006402,34.156341,34.213281,35.026594,32.306082,35.181031,32.448524,35.23968,32.502617,0.75
2006-07-12,32.191644,32.260208,31.574551,31.651688,154458900,33.98764,34.131419,34.179353,35.007269,32.288258,35.155362,32.424848,35.204734,32.470385,-1.89
2006-07-13,31.403142,31.745972,31.12031,31.12031,177745500,33.964793,34.101458,34.138836,34.983736,32.266553,35.124502,32.396385,35.163001,32.431894,-1.68
2006-07-14,31.111731,31.180299,30.674626,30.803185,172448500,33.9396,34.068639,34.094655,34.957788,32.24262,35.090698,32.365207,35.117495,32.389922,-1.02
2006-07-17,30.811767,31.068888,30.7432,30.880331,134311000,33.915224,34.036915,34.052081,34.93268,32.219463,35.058022,32.335069,35.073644,32.349477,0.25
2006-07-18,31.043172,31.137451,30.460362,30.983177,206964900,33.891861,34.006529,34.011434,34.908617,32.197268,35.026725,32.306203,35.031777,32.310862,0.33
2006-07-19,30.957467,31.565991,30.931756,31.386003,192517600,33.871894,33.980454,33.97666,34.888051,32.178299,34.999868,32.281432,34.995959,32.277827,1.3
2006-07-20,31.497413,31.540266,30.888892,30.923176,152292100,33.848398,33.950034,33.936216,34.86385,32.155978,34.968535,32.252532,34.954303,32.239405,-1.47
2006-07-21,30.751775,30.820339,30.528934,30.597502,119343000,33.822495,33.916675,33.891995,34.837169,32.13137,34.934175,32.220841,34.908755,32.197395,-1.05
2006-07-24,30.717483,31.223156,30.6832,31.206015,130269300,33.801646,33.889703,33.856419,34.815695,32.111564,34.906395,32.195218,34.872111,32.163598,1.99
2006-07-25,31.274586,31.488855,31.060318,31.386003,108869600,33.782398,33.864791,33.823698,34.79587,32.093278,34.880735,32.171551,34.838409,32.132513,0.58
2006-07-26,31.291719,31.600266,31.05174,31.360287,107170500,33.763098,33.839871,33.79107,34.775991,32.074943,34.855067,32.147877,34.804802,32.101517,-0.08
2006-07-27,31.48885,31.745971,31.068883,31.154589,99698700,33.742313,33.813151,33.75615,34.754583,32.055198,34.827546,32.122494,34.768834,32.068342,-0.66
2006-07-28,31.308852,31.831667,31.283141,31.805956,93556100,33.726884,33.793179,33.73032,34.738691,32.04054,34.806975,32.10352,34.742229,32.043804,2.09
2006-07-31,31.780253,31.985949,31.617407,31.797392,78015300,33.71151,33.773321,33.704718,34.722855,32.025934,34.78652,32.084655,34.715859,32.019482,-0.03
2006-08-01,31.514553,31.540264,31.077444,31.266001,98552800,33.692024,33.748372,33.672417,34.702784,32.007422,34.760823,32.060954,34.682589,31.988796,-1.67
2006-08-02,31.377431,31.82311,31.377431,31.617411,87370600,33.675493,33.727169,33.645198,34.685758,31.991718,34.738984,32.04081,34.654554,31.962938,1.12
2006-08-03,31.300302,32.003102,31.266019,31.814545,99205600,33.660665,33.708138,33.620951,34.670484,31.977631,34.719382,32.022731,34.62958,31.939904,0.62
2006-08-04,32.097361,32.251635,31.38599,31.668825,123493800,33.644793,33.687846,33.595095,34.654137,31.962554,34.698481,32.003454,34.602948,31.915341,-0.46
2006-08-07,31.634563,31.660275,31.308875,31.463148,69634800,33.62741,33.66571,33.566858,34.636232,31.946039,34.675681,31.982424,34.573863,31.888515,-0.65
2006-08-08,31.548836,31.625973,31.077444,31.266001,124139900,33.608594,33.641832,33.536383,34.616852,31.928164,34.651087,31.95974,34.542474,31.859564,-0.63
2006-08-09,31.703119,31.977382,31.223157,31.308863,145342200,33.590269,33.618618,33.506879,34.597977,31.910756,34.627177,31.937687,34.512085,31.831535,0.14
2006-08-10,31.223182,31.608865,31.120334,31.531729,102481300,33.573866,33.597853,33.480718,34.581082,31.895173,34.605789,31.917961,34.48514,31.806682,0.71
2006-08-11,31.411714,31.445994,31.171731,31.308863,86903200,33.555819,33.575077,33.451952,34.562493,31.878028,34.58233,31.896323,34.45551,31.779354,-0.71
2006-08-14,31.574557,31.943099,31.454568,31.514563,109281100,33.539554,33.554575,33.426291,34.54574,31.862576,34.561212,31.876846,34.42908,31.754977,0.66
2006-08-15,31.883102,32.354491,31.788823,32.311638,133712100,33.529769,33.542207,33.411527,34.535663,31.853281,34.548473,31.865097,34.413873,31.740951,2.53
2006-08-16,32.55161,33.091567,32.43162,33.074425,135452100,33.526141,33.537553,33.407063,34.531925,31.849834,34.543679,31.860675,34.409274,31.736709,2.36
2006-08-17,32.96301,33.408688,32.945868,33.19442,129492200,33.523498,33.534138,33.404246,34.529203,31.847323,34.540162,31.857431,34.406373,31.734034,0.36
2006-08-18,33.108718,33.280133,32.808741,33.24585,97754500,33.521286,33.53127,33.402148,34.526924,31.845221,34.537208,31.854706,34.404213,31.732041,0.15
2006-08-21,32.997301,33.048727,32.791602,32.928734,66668400,33.516564,33.525274,33.395878,34.522061,31.840736,34.531033,31.849011,34.397754,31.726084,-0.95
2006-08-22,32.877314,33.262998,32.740183,32.937309,102058600,33.511949,33.519424,33.389804,34.517307,31.836351,34.525007,31.843453,34.391498,31.720314,0.03
2006-08-23,32.963026,33.14301,32.500206,32.688763,96056300,33.505389,33.511159,33.380519,34.510551,31.83012,34.516493,31.835601,34.381934,31.711493,-0.75
2006-08-24,32.783024,32.86873,32.500188,32.783024,78985300,33.499633,33.503914,33.372605,34.504622,31.824652,34.509031,31.828718,34.373783,31.703975,0.29
2006-08-25,32.714448,33.117273,32.620173,32.84301,73572900,33.494401,33.497337,33.36559,34.499233,31.819681,34.502257,31.822471,34.366558,31.697311,0.18
2006-08-28,32.817301,33.245837,32.774448,33.091564,80035000,33.491191,33.4933,33.361961,34.495927,31.816632,34.498099,31.818635,34.36282,31.693863,0.76
2006-08-29,33.065861,33.220131,32.723031,33.19442,104842000,33.488827,33.490326,33.359742,34.493492,31.814385,34.495036,31.81581,34.360534,31.691755,0.31
2006-08-30,33.185847,33.451538,33.082996,33.34869,75687200,33.48771,33.488917,33.359595,34.492341,31.813325,34.493584,31.814471,34.360383,31.691616,0.46
2006-08-31,33.391552,33.451546,33.220136,33.314415,61207200,33.486329,33.48718,33.358997,34.490919,31.812013,34.491796,31.812821,34.359767,31.691047,-0.1
2006-09-01,33.494408,33.605825,33.340134,33.494408,69388500,33.486394,33.487252,33.36079,34.490985,31.812074,34.49187,31.81289,34.361614,31.692751,0.54
2006-09-05,33.511537,33.837225,33.297269,33.820084,85582800,33.489053,33.490564,33.366874,34.493724,31.8146,34.495281,31.816036,34.36788,31.69853,0.97
2006-09-06,33.511547,33.588684,33.091583,33.143005,97888600,33.486295,33.487106,33.363909,34.490884,31.81198,34.491719,31.81275,34.364826,31.695713,-2.0
2006-09-07,33.040142,33.34012,32.8773,32.98872,115877400,33.48233,33.482147,33.358939,34.4868,31.808214,34.486611,31.808039,34.359707,31.690992,-0.47
2006-09-08,33.031583,33.271562,32.963015,33.185856,96627000,33.479968,33.479198,33.356647,34.484367,31.80597,34.483574,31.805238,34.357346,31.688814,0.6
2006-09-11,32.920166,33.554402,32.84303,33.391556,142377500,33.479264,33.478326,33.357109,34.483642,31.8053,34.482676,31.80441,34.357822,31.689254,0.62
2006-09-12,33.38297,34.11148,33.38297,34.008633,124102400,33.483482,33.483603,33.365739,34.487986,31.809308,34.488111,31.809423,34.366711,31.697452,1.85
2006-09-13,34.034371,34.265781,33.965807,34.24007,116054300,33.48951,33.49113,33.377319,34.494196,31.815035,34.495864,31.816574,34.378639,31.708453,0.68
2006-09-14,34.15436,34.471479,34.077223,34.274353,98116000,33.495764,33.498923,33.3892,34.500637,31.820976,34.503891,31.823977,34.390876,31.71974,0.1
2006-09-15,34.559905,34.697116,34.302636,34.396969,137825600,33.502945,33.507859,33.402548,34.508033,31.827798,34.513095,31.832466,34.404625,31.732421,0.36
2006-09-18,34.405563,34.645684,34.251201,34.405563,117806700,33.510137,33.516791,33.415833,34.515441,31.83463,34.522295,31.840952,34.418308,31.745042,0.02
2006-09-19,34.491305,34.517031,33.891009,34.174004,159060800,33.515427,33.523331,33.425875,34.52089,31.839656,34.529031,31.847164,34.428652,31.754582,-0.67
2006-09-20,34.474162,34.765735,34.465585,34.671402,116635500,33.524638,33.534754,33.442372,34.530377,31.848406,34.540797,31.858017,34.445644,31.770254,1.46
2006-09-21,34.757144,34.877202,34.371242,34.456997,121886900,33.532067,33.543931,33.455811,34.538029,31.855464,34.550249,31.866734,34.459485,31.783021,-0.62
2006-09-22,34.431271,34.439846,34.045366,34.191151,100996400,33.537319,33.550371,33.465551,34.543438,31.860453,34.556882,31.872852,34.469517,31.792273,-0.77
2006-09-25,34.336953,34.868643,34.028229,34.791462,136473400,33.547312,33.56272,33.483112,34.553731,31.869946,34.569602,31.884584,34.487606,31.808957,1.76
2006-09-26,34.748568,34.988685,34.645661,34.962959,113375600,33.558592,33.576653,33.502713,34.56535,31.880662,34.583953,31.89782,34.507794,31.827577,0.49
2006-09-27,34.877201,35.117322,34.731417,34.920082,113003800,33.56944,33.59002,33.521486,34.576524,31.890968,34.597721,31.910519,34.527131,31.845412,-0.12
2006-09-28,34.962961,35.065868,34.671388,35.014416,85943600,33.580954,33.604193,33.54126,34.588383,31.901906,34.612319,31.923984,34.547498,31.864197,0.27
2006-09-29,35.074449,35.100175,34.834329,34.860058,85438200,33.591146,33.61669,33.558728,34.598881,31.911589,34.62519,31.935855,34.565489,31.880791,-0.44
2006-10-02,34.817179,34.902937,34.371247,34.422699,97068800,33.597772,33.62471,33.570171,34.605705,31.917884,34.633451,31.943474,34.577276,31.891662,-1.25
2006-10-03,34.319783,34.714262,34.199724,34.568478,116261400,33.605507,33.6341,33.583394,34.613672,31.925232,34.643123,31.952395,34.590895,31.904224,0.42
2006-10-04,34.508455,35.42605,34.422696,35.417473,149209500,33.619945,33.651845,33.607686,34.628543,31.938948,34.661401,31.969253,34.615917,31.927302,2.46
2006-10-05,35.41746,35.640429,35.314553,35.588974,91799900,33.635634,33.67112,33.633928,34.644703,31.953853,34.681254,31.987564,34.642946,31.952232,0.48
2006-10-06,35.468921,35.640435,35.366014,35.511799,85450400,33.650584,33.689435,33.658801,34.660101,31.968055,34.700119,32.004964,34.668565,31.975861,-0.22
2006-10-09,35.468938,35.794814,35.434634,35.631874,62786100,33.666371,33.708763,33.684934,34.676362,31.983052,34.720026,32.023325,34.695482,32.000687,0.34
2006-10-10,35.674731,35.803368,35.42604,35.691883,98181800,33.682511,33.728496,33.711516,34.692986,31.998385,34.740351,32.042071,34.722862,32.02594,0.17
