Date,equity,active_tranches,avg_entry_price,ma250_equity,ma250_position,ma200_equity,ma200_position,ma150_equity,ma150_position,drawdown_pct
2002-06-06,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-07,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-10,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-11,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-12,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-13,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-14,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-17,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-18,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-19,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-20,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-21,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-24,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-25,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-26,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-27,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-06-28,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-01,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-02,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-03,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-05,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-08,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-09,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-10,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-11,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-12,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-15,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-16,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-17,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-18,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-19,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-22,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-23,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-24,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-25,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-26,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-29,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-30,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-07-31,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-01,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-02,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-05,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-06,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-07,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-08,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-09,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-12,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-13,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-14,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-15,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-16,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-19,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-20,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-21,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-22,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-23,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-26,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-27,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-28,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-29,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-08-30,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-03,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-04,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-05,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-06,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-09,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-10,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-11,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-12,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-13,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-16,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-17,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-18,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-19,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-20,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-23,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-24,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-25,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-26,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-27,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-09-30,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-01,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-02,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-03,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-04,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-07,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-08,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-09,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-10,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-11,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-14,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-15,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-16,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-17,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-18,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-21,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-22,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-23,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-24,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-25,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-28,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-29,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-30,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-10-31,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-01,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-04,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-05,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-06,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-07,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-08,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-11,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-12,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-13,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-14,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-15,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-18,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-19,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-20,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-21,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-22,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-25,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-26,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-27,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-11-29,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-02,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-03,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-04,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-05,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-06,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-09,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-10,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-11,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-12,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-13,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-16,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-17,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-18,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-19,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-20,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-23,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-24,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-26,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-27,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-30,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2002-12-31,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-02,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-03,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-06,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-07,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-08,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-09,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-10,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-13,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-14,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-15,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-16,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-17,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-21,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-22,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-23,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-24,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-27,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-28,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-29,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-30,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-01-31,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-03,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-04,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-05,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-06,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-07,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-10,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-11,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-12,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-13,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-14,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-18,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-19,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-20,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-21,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-24,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-25,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-26,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-27,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-02-28,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-03,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-04,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-05,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-06,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-07,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-10,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-11,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-12,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-13,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-14,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-17,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-18,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-19,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-20,8337300,0,,2069939,0,3168115,0,3099246,0,-85.06
2003-03-21,8314307,1,0.23938400399999996,2069939,0,3168115,0,3076253,12946756,-85.1
2003-03-24,7929982,1,0.23938400399999996,2069939,0,3168115,0,2691929,12946756,-85.79
2003-03-25,8044276,1,0.23938400399999996,2069939,0,3168115,0,2806223,12946756,-85.58
2003-03-26,8091636,1,0.23938400399999996,2069939,0,3168115,0,2853582,12946756,-85.5
2003-03-27,8029918,1,0.23938400399999996,2069939,0,3168115,0,2791865,12946756,-85.61
2003-03-28,7937349,1,0.23938400399999996,2069939,0,3168115,0,2699295,12946756,-85.78
2003-03-31,7679191,1,0.23938400399999996,2069939,0,3168115,0,2441137,12946756,-86.24
2003-04-01,7736791,1,0.23938400399999996,2069939,0,3168115,0,2498737,12946756,-86.14
2003-04-02,7942554,1,0.23938400399999996,2069939,0,3168115,0,2704500,12946756,-85.77
2003-04-03,8044496,1,0.23938400399999996,2069939,0,3168115,0,2806443,12946756,-85.58
2003-04-04,7907313,1,0.23938400399999996,2069939,0,3168115,0,2669259,12946756,-85.83
2003-04-07,7919159,1,0.23938400399999996,2069939,0,3168115,0,2681105,12946756,-85.81
2003-04-08,7909475,1,0.23938400399999996,2069939,0,3168115,0,2671421,12946756,-85.83
2003-04-09,7724504,1,0.23938400399999996,2069939,0,3168115,0,2486451,12946756,-86.16
2003-04-10,7814925,1,0.23938400399999996,2069939,0,3168115,0,2576871,12946756,-86.0
2003-04-11,7736493,1,0.23938400399999996,2069939,0,3168115,0,2498439,12946756,-86.14
2003-04-14,7888863,1,0.23938400399999996,2069939,0,3168115,0,2650810,12946756,-85.86
2003-04-15,7964809,1,0.23938400399999996,2069939,0,3168115,0,2726755,12946756,-85.73
2003-04-16,7945674,1,0.23938400399999996,2069939,0,3168115,0,2707620,12946756,-85.76
2003-04-17,8131110,1,0.23938400399999996,2069939,0,3168115,0,2893056,12946756,-85.43
2003-04-21,8162985,1,0.23938400399999996,2069939,0,3168115,0,2924931,12946756,-85.37
2003-04-22,8328742,1,0.23938400399999996,2069939,0,3168115,0,3090689,12946756,-85.08
2003-04-23,8395833,1,0.23938400399999996,2069939,0,3168115,0,3157779,12946756,-84.95
2003-04-24,8343877,1,0.23938400399999996,2069939,0,3168115,0,3105823,12946756,-85.05
2003-04-25,8163658,1,0.23938400399999996,2069939,0,3168115,0,2925605,12946756,-85.37
2003-04-28,8335773,1,0.23938400399999996,2069939,0,3168115,0,3097719,12946756,-85.06
2003-04-29,8419810,1,0.23938400399999996,2069939,0,3168115,0,3181756,12946756,-84.91
2003-04-30,8322890,1,0.23938400399999996,2069939,0,3168115,0,3084837,12946756,-85.09
2003-05-01,8403303,1,0.23938400399999996,2069939,0,3168115,0,3165249,12946756,-84.94
2003-05-02,8826385,2,0.24124317508300472,2069939,0,3389396,13032678,3367050,12946756,-84.18
2003-05-05,8803756,2,0.24124317508300472,2069939,0,3378044,13032678,3355773,12946756,-84.22
2003-05-06,9060070,2,0.24124317508300472,2069939,0,3506625,13032678,3483506,12946756,-83.76
2003-05-07,8824358,2,0.24124317508300472,2069939,0,3388379,13032678,3366040,12946756,-84.19
2003-05-08,8450774,2,0.24124317508300472,2069939,0,3200969,13032678,3179866,12946756,-84.86
2003-05-09,8890891,2,0.24124317508300472,2069939,0,3421756,13032678,3399197,12946756,-84.07
2003-05-12,9199475,2,0.24124317508300472,2069939,0,3576558,13032678,3552978,12946756,-83.51
2003-05-13,9064798,2,0.24124317508300472,2069939,0,3508997,13032678,3485862,12946756,-83.76
2003-05-14,9019698,2,0.24124317508300472,2069939,0,3486372,13032678,3463387,12946756,-83.84
2003-05-15,9281527,3,0.24832173706739522,2099642,7595153,3602819,13032678,3579066,12946756,-83.37
2003-05-16,9068161,3,0.24832173706739522,2051375,7595153,3519996,13032678,3496790,12946756,-83.75
2003-05-19,8109304,3,0.24832173706739522,1834465,7595153,3147796,13032678,3127043,12946756,-85.47
2003-05-20,8178233,3,0.24832173706739522,1850058,7595153,3174552,13032678,3153623,12946756,-85.34
2003-05-21,8106215,3,0.24832173706739522,1833766,7595153,3146597,13032678,3125852,12946756,-85.47
2003-05-22,8456163,3,0.24832173706739522,1912931,7595153,3282437,13032678,3260796,12946756,-84.85
2003-05-23,8463785,3,0.24832173706739522,1914655,7595153,3285395,13032678,3263735,12946756,-84.83
2003-05-27,9365967,3,0.24832173706739522,2118744,7595153,3635596,13032678,3611627,12946756,-83.22
2003-05-28,9451314,3,0.24832173706739522,2138051,7595153,3668725,13032678,3644538,12946756,-83.06
2003-05-29,9566307,3,0.24832173706739522,2164064,7595153,3713362,13032678,3688881,12946756,-82.86
2003-05-30,10034740,3,0.24832173706739522,2270032,7595153,3895194,13032678,3869514,12946756,-82.02
2003-06-02,9820869,3,0.24832173706739522,2221651,7595153,3812176,13032678,3787043,12946756,-82.4
2003-06-03,10098162,3,0.24832173706739522,2284379,7595153,3919813,13032678,3893970,12946756,-81.9
2003-06-04,10664666,3,0.24832173706739522,2412532,7595153,4139713,13032678,4112421,12946756,-80.89
2003-06-05,10894316,3,0.24832173706739522,2464483,7595153,4228857,13032678,4200977,12946756,-80.48
2003-06-06,10348561,3,0.24832173706739522,2341024,7595153,4017010,13032678,3990527,12946756,-81.46
2003-06-09,9934721,3,0.24832173706739522,2247406,7595153,3856370,13032678,3830945,12946756,-82.2
2003-06-10,10384251,3,0.24832173706739522,2349097,7595153,4030864,13032678,4004289,12946756,-81.39
2003-06-11,10733494,3,0.24832173706739522,2428102,7595153,4166430,13032678,4138962,12946756,-80.77
2003-06-12,10868900,3,0.24832173706739522,2458733,7595153,4218991,13032678,4191176,12946756,-80.52
2003-06-13,10133113,3,0.24832173706739522,2292286,7595153,3933380,13032678,3907448,12946756,-81.84
2003-06-16,11064942,3,0.24832173706739522,2503082,7595153,4295089,13032678,4266772,12946756,-80.17
2003-06-17,10934136,3,0.24832173706739522,2473491,7595153,4244313,13032678,4216331,12946756,-80.41
2003-06-18,11102982,3,0.24832173706739522,2511687,7595153,4309855,13032678,4281441,12946756,-80.1
2003-06-19,10562566,3,0.24832173706739522,2389435,7595153,4100081,13032678,4073050,12946756,-81.07
2003-06-20,10519187,3,0.24832173706739522,2379622,7595153,4083243,13032678,4056322,12946756,-81.15
2003-06-23,10029267,3,0.24832173706739522,2268794,7595153,3893070,13032678,3867403,12946756,-82.03
2003-06-24,9796259,3,0.24832173706739522,2216083,7595153,3802623,13032678,3777553,12946756,-82.45
2003-06-25,9636243,3,0.24832173706739522,2179885,7595153,3740509,13032678,3715849,12946756,-82.73
2003-06-26,10320191,3,0.24832173706739522,2334606,7595153,4005998,13032678,3979587,12946756,-81.51
2003-06-27,9918941,3,0.24832173706739522,2243836,7595153,3850244,13032678,3824860,12946756,-82.23
2003-06-30,10037023,3,0.24832173706739522,2270548,7595153,3896080,13032678,3870394,12946756,-82.01
2003-07-01,10437769,3,0.24832173706739522,2361204,7595153,4051638,13032678,4024927,12946756,-81.3
2003-07-02,11075921,3,0.24832173706739522,2505565,7595153,4299350,13032678,4271006,12946756,-80.15
2003-07-03,10655903,3,0.24832173706739522,2410550,7595153,4136312,13032678,4109042,12946756,-80.9
2003-07-07,12023799,3,0.24832173706739522,2719991,7595153,4667289,13032678,4636518,12946756,-78.45
2003-07-08,12463223,3,0.24832173706739522,2819397,7595153,4837861,13032678,4805965,12946756,-77.67
2003-07-09,12368778,3,0.24832173706739522,2798032,7595153,4801200,13032678,4769546,12946756,-77.84
2003-07-10,11675563,3,0.24832173706739522,2641215,7595153,4532114,13032678,4502235,12946756,-79.08
2003-07-11,11939896,3,0.24832173706739522,2701011,7595153,4634720,13032678,4604164,12946756,-78.6
2003-07-14,12365689,3,0.24832173706739522,2797333,7595153,4800001,13032678,4768355,12946756,-77.84
2003-07-15,12409974,3,0.24832173706739522,2807351,7595153,4817191,13032678,4785432,12946756,-77.76
2003-07-16,12292798,3,0.24832173706739522,2780844,7595153,4771707,13032678,4740248,12946756,-77.97
2003-07-17,11167244,3,0.24832173706739522,2526224,7595153,4334799,13032678,4306221,12946756,-79.99
2003-07-18,11273071,3,0.24832173706739522,2550164,7595153,4375878,13032678,4347029,12946756,-79.8
2003-07-21,10838985,3,0.24832173706739522,2451966,7595153,4207379,13032678,4179640,12946756,-80.58
2003-07-22,11321821,3,0.24832173706739522,2561192,7595153,4394802,13032678,4365828,12946756,-79.71
2003-07-23,11601968,3,0.24832173706739522,2624566,7595153,4503546,13032678,4473855,12946756,-79.21
2003-07-24,11137698,3,0.24832173706739522,2519540,7595153,4323330,13032678,4294828,12946756,-80.04
2003-07-25,11800494,3,0.24832173706739522,2669476,7595153,4580609,13032678,4550409,12946756,-78.85
2003-07-28,11899002,3,0.24832173706739522,2691760,7595153,4618846,13032678,4588395,12946756,-78.68
2003-07-29,11628626,3,0.24832173706739522,2630597,7595153,4513894,13032678,4484135,12946756,-79.16
2003-07-30,11373459,3,0.24832173706739522,2572873,7595153,4414846,13032678,4385740,12946756,-79.62
2003-07-31,11784479,3,0.24832173706739522,2665853,7595153,4574392,13032678,4544234,12946756,-78.88
2003-08-01,11404784,3,0.24832173706739522,2579960,7595153,4427005,13032678,4397819,12946756,-79.56
2003-08-04,11392227,3,0.24832173706739522,2577119,7595153,4422131,13032678,4392977,12946756,-79.59
2003-08-05,10043066,3,0.24832173706739522,2271915,7595153,3898426,13032678,3872724,12946756,-82.0
2003-08-06,10021645,3,0.24832173706739522,2267070,7595153,3890111,13032678,3864464,12946756,-82.04
2003-08-07,10139694,3,0.24832173706739522,2293774,7595153,3935934,13032678,3909985,12946756,-81.83
2003-08-08,9897352,3,0.24832173706739522,2238952,7595153,3841864,13032678,3816536,12946756,-82.26
2003-08-11,10221784,3,0.24832173706739522,2312344,7595153,3967799,13032678,3941640,12946756,-81.68
2003-08-12,10684341,3,0.24832173706739522,2416983,7595153,4147350,13032678,4120008,12946756,-80.85
2003-08-13,10693171,3,0.24832173706739522,2418980,7595153,4150778,13032678,4123413,12946756,-80.84
2003-08-14,10722750,3,0.24832173706739522,2425672,7595153,4162260,13032678,4134819,12946756,-80.79
2003-08-15,11002292,3,0.24832173706739522,2488909,7595153,4270770,13032678,4242613,12946756,-80.28
2003-08-18,11847834,3,0.24832173706739522,2680185,7595153,4598985,13032678,4568664,12946756,-78.77
2003-08-19,12290817,3,0.24832173706739522,2780396,7595153,4770938,13032678,4739484,12946756,-77.98
2003-08-20,12197917,3,0.24832173706739522,2759380,7595153,4734876,13032678,4703660,12946756,-78.14
2003-08-21,12592787,3,0.24832173706739522,2848707,7595153,4888154,13032678,4855927,12946756,-77.43
2003-08-22,12359477,3,0.24832173706739522,2795928,7595153,4797590,13032678,4765960,12946756,-77.85
2003-08-25,12437673,3,0.24832173706739522,2813617,7595153,4827943,13032678,4796113,12946756,-77.71
2003-08-26,12470274,3,0.24832173706739522,2820992,7595153,4840597,13032678,4808684,12946756,-77.65
2003-08-27,12767409,3,0.24832173706739522,2888209,7595153,4955937,13032678,4923263,12946756,-77.12
2003-08-28,13104162,3,0.24832173706739522,2964388,7595153,5086654,13032678,5053119,12946756,-76.52
2003-08-29,13458709,3,0.24832173706739522,3044593,7595153,5224280,13032678,5189837,12946756,-75.88
2003-09-02,14037200,3,0.24832173706739522,3175458,7595153,5448833,13032678,5412909,12946756,-74.85
2003-09-03,14010306,3,0.24832173706739522,3169374,7595153,5438393,13032678,5402539,12946756,-74.89
2003-09-04,14393225,3,0.24832173706739522,3255997,7595153,5587031,13032678,5550197,12946756,-74.21
2003-09-05,14113078,3,0.24832173706739522,3192623,7595153,5478286,13032678,5442169,12946756,-74.71
2003-09-08,14809617,3,0.24832173706739522,3350192,7595153,5748662,13032678,5710762,12946756,-73.46
2003-09-09,14279507,3,0.24832173706739522,3230272,7595153,5542889,13032678,5506346,12946756,-74.41
2003-09-10,13247022,3,0.24832173706739522,2996706,7595153,5142108,13032678,5108208,12946756,-76.26
2003-09-11,13687084,3,0.24832173706739522,3096255,7595153,5312928,13032678,5277901,12946756,-75.47
2003-09-12,13904815,3,0.24832173706739522,3145510,7595153,5397445,13032678,5361860,12946756,-75.08
2003-09-15,13495776,3,0.24832173706739522,3052978,7595153,5238668,13032678,5204130,12946756,-75.82
2003-09-16,14594001,3,0.24832173706739522,3301416,7595153,5664967,13032678,5627618,12946756,-73.85
2003-09-17,14413671,3,0.24832173706739522,3260622,7595153,5594968,13032678,5558081,12946756,-74.17
2003-09-18,15067939,3,0.24832173706739522,3408629,7595153,5848936,13032678,5810375,12946756,-73.0
2003-09-19,14805856,3,0.24832173706739522,3349341,7595153,5747203,13032678,5709312,12946756,-73.47
2003-09-22,13955949,3,0.24832173706739522,3157077,7595153,5417293,13032678,5381578,12946756,-74.99
2003-09-23,14694523,3,0.24832173706739522,3324156,7595153,5703986,13032678,5666381,12946756,-73.67
2003-09-24,13032245,3,0.24832173706739522,2948120,7595153,5058738,13032678,5025387,12946756,-76.65
2003-09-25,12524295,3,0.24832173706739522,2833212,7595153,4861567,13032678,4829516,12946756,-77.56
