Date,equity,cash,rebalanced,spy_value,spy_weight,spy_signal,tqqq_value,tqqq_weight,tqqq_signal,gld_value,gld_weight,gld_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2004-11-18,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-19,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-22,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-23,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-24,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-26,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-29,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-11-30,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-01,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-02,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-03,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-06,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-07,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-08,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,sell,0.0
2004-12-09,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,0,0.0,buy,0.0
2004-12-10,9991776,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1991735,0.1993,buy,-0.08
2004-12-13,9996036,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1995994,0.1997,buy,-0.04
2004-12-14,10003881,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2003839,0.2003,buy,0.0
2004-12-15,10022040,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2021999,0.2018,buy,0.0
2004-12-16,9992223,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1992182,0.1994,buy,-0.3
2004-12-17,9989536,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1989494,0.1992,buy,-0.32
2004-12-20,9993122,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1993080,0.1994,buy,-0.29
2004-12-21,9999174,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1999132,0.1999,buy,-0.23
2004-12-22,9992448,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1992407,0.1994,buy,-0.3
2004-12-23,9985947,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1985906,0.1989,buy,-0.36
2004-12-27,9970480,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1970438,0.1976,buy,-0.51
2004-12-28,9968910,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1968869,0.1975,buy,-0.53
2004-12-29,9966893,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1966851,0.1973,buy,-0.55
2004-12-30,9980120,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1980078,0.1984,buy,-0.42
2004-12-31,9992609,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1992568,0.1994,buy,-0.29
2005-01-03,9996884,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1996842,0.1997,buy,-0.25
2005-01-04,9975956,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1975915,0.1981,buy,-0.46
2005-01-05,9986531,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1986490,0.1989,buy,-0.35
2005-01-06,9987883,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1987842,0.199,buy,-0.34
2005-01-07,9992384,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1992343,0.1994,buy,-0.3
2005-01-10,9995533,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,1995492,0.1996,buy,-0.26
2005-01-11,10007234,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2007192,0.2006,buy,-0.15
2005-01-12,10009936,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2009894,0.2008,buy,-0.12
2005-01-13,10029286,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2029244,0.2023,buy,0.0
2005-01-14,10029061,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2029019,0.2023,buy,-0.0
2005-01-18,10035814,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2035772,0.2029,buy,0.0
2005-01-19,10041663,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2041622,0.2033,buy,0.0
2005-01-20,10045714,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2045672,0.2036,buy,0.0
2005-01-21,10047965,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2047924,0.2038,buy,0.0
2005-01-24,10056738,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2056697,0.2045,buy,0.0
2005-01-25,10037387,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2037345,0.203,buy,-0.19
2005-01-26,10041213,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2041172,0.2033,buy,-0.15
2005-01-27,10037387,8000041,False,0,0.0,sell,0,0.0,sell,0,0.0,sell,2037345,0.203,buy,-0.19
2005-01-28,10057864,8000041,False,0,0.0,buy,0,0.0,sell,0,0.0,sell,2057823,0.2046,buy,0.0
2005-01-31,10059102,4526082,True,3515905,0.3495,buy,0,0.0,sell,0,0.0,sell,2017115,0.2005,buy,0.0
2005-02-01,10078219,4526082,False,3538222,0.3511,buy,0,0.0,sell,0,0.0,sell,2013914,0.1998,buy,0.0
2005-02-02,10093565,4526082,False,3548932,0.3516,buy,0,0.0,sell,0,0.0,sell,2018550,0.2,buy,0.0
2005-02-03,10083237,4526082,False,3539709,0.351,buy,0,0.0,sell,0,0.0,sell,2017446,0.2001,buy,-0.1
2005-02-04,10149067,4526082,False,3577500,0.3525,buy,0,0.0,sell,0,0.0,sell,2045485,0.2015,buy,0.0
2005-02-07,10159540,4526082,False,3572739,0.3517,buy,0,0.0,sell,0,0.0,sell,2060719,0.2028,buy,0.0
2005-02-08,10175405,4526082,False,3576904,0.3515,buy,0,0.0,sell,0,0.0,sell,2072418,0.2037,buy,0.0
2005-02-09,10154143,4526082,False,3550123,0.3496,buy,0,0.0,sell,0,0.0,sell,2077937,0.2046,buy,-0.21
2005-02-10,10138900,4526082,False,3562919,0.3514,buy,0,0.0,sell,0,0.0,sell,2049899,0.2022,buy,-0.36
2005-02-11,10168223,4526082,False,3593565,0.3534,buy,0,0.0,sell,0,0.0,sell,2048576,0.2015,buy,-0.07
2005-02-14,10171948,4526082,False,3590889,0.353,buy,0,0.0,sell,0,0.0,sell,2054977,0.202,buy,-0.03
2005-02-15,10174963,4526082,False,3604279,0.3542,buy,0,0.0,sell,0,0.0,sell,2044602,0.2009,buy,-0.0
2005-02-16,10169614,4526082,False,3606659,0.3547,buy,0,0.0,sell,0,0.0,sell,2036873,0.2003,buy,-0.06
2005-02-17,10127652,4526082,False,3577500,0.3532,buy,0,0.0,sell,0,0.0,sell,2024070,0.1999,buy,-0.47
2005-02-18,10114307,4526082,False,3582259,0.3542,buy,0,0.0,sell,0,0.0,sell,2005965,0.1983,buy,-0.6
2005-02-22,10052215,4526082,False,3528997,0.3511,buy,0,0.0,sell,0,0.0,sell,1997135,0.1987,buy,-1.21
2005-02-23,10084129,4526082,False,3554289,0.3525,buy,0,0.0,sell,0,0.0,sell,2003757,0.1987,buy,-0.9
2005-02-24,10103222,4526082,False,3577797,0.3541,buy,0,0.0,sell,0,0.0,sell,1999343,0.1979,buy,-0.71
2005-02-25,10148344,4526082,False,3613205,0.356,buy,0,0.0,sell,0,0.0,sell,2009056,0.198,buy,-0.27
2005-02-28,10102904,4526082,False,3589401,0.3553,buy,0,0.0,sell,0,0.0,sell,1987420,0.1967,buy,-0.71
2005-03-01,10120138,4526082,False,3607254,0.3564,buy,0,0.0,sell,0,0.0,sell,1986801,0.1963,buy,-0.54
2005-03-02,10115694,4526082,False,3605468,0.3564,buy,0,0.0,sell,0,0.0,sell,1984144,0.1961,buy,-0.59
2005-03-03,10116076,4526082,False,3606956,0.3566,buy,0,0.0,sell,0,0.0,sell,1983037,0.196,buy,-0.58
2005-03-04,10182487,4526082,False,3651886,0.3586,buy,0,0.0,sell,0,0.0,sell,2004518,0.1969,buy,0.0
2005-03-07,10192245,4526082,False,3653673,0.3585,buy,0,0.0,sell,0,0.0,sell,2012490,0.1975,buy,0.0
2005-03-08,10159512,4526082,False,3639985,0.3583,buy,0,0.0,sell,0,0.0,sell,1993445,0.1962,buy,-0.32
2005-03-09,10086490,4526082,False,3599518,0.3569,buy,0,0.0,sell,0,0.0,sell,1960890,0.1944,buy,-1.04
2005-03-10,10106482,4526082,False,3607551,0.357,buy,0,0.0,sell,0,0.0,sell,1972849,0.1952,buy,-0.84
2005-03-11,10066794,4526082,False,3582259,0.3558,buy,0,0.0,sell,0,0.0,sell,1958452,0.1945,buy,-1.23
