entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,buy_buffer_pct,hold_days_used,asset_id,trade_type,holding_days
2004-12-10,2005-01-31,44.629977,45.723395,1011,1105,0.0245,0.0,3,tlt,rebalance,52
2005-01-31,2005-05-26,80.033316,81.112945,28,30,0.0135,0.0,3,spy,rebalance,115
2004-12-10,2005-05-26,44.629977,47.524172,1154,3340,0.0648,0.0,3,tlt,rebalance,167
2005-05-26,2005-09-20,0.475039,0.498446,110572,2588,0.0493,0.0,3,tqqq,rebalance,117
2005-01-31,2005-09-20,80.033316,84.115184,602,2457,0.051,0.0,3,spy,rebalance,232
2005-09-20,2005-12-02,46.65956,49.78021,143,446,0.0669,0.0,3,gld,rebalance,73
2005-05-26,2005-12-02,0.475039,0.592284,568193,66618,0.2468,0.0,3,tqqq,rebalance,190
2005-09-20,2006-04-04,46.65956,58.264679,5264,61089,0.2487,0.0,3,gld,rebalance,196
2005-01-31,2006-04-04,80.311716,89.39717,218,1981,0.1131,0.0,3,spy,rebalance,428
2005-09-20,2006-05-02,46.65956,65.403198,3847,72107,0.4017,0.0,3,gld,rebalance,224
2005-01-31,2006-05-02,80.311716,90.279207,26,259,0.1241,0.0,3,spy,rebalance,456
2004-12-10,2006-05-02,44.950953,44.266269,50042,-34263,-0.0152,0.0,3,tlt,signal,508
2005-05-26,2006-06-12,0.486,0.40959,5367699,-410148,-0.1572,0.0,3,tqqq,signal,382
2005-01-31,2006-09-25,80.311716,91.5776,4054,45672,0.1403,0.0,3,spy,rebalance,602
2005-09-20,2006-09-29,47.00303,59.34144,473,5836,0.2625,0.0,3,gld,rebalance,374
2005-01-31,2006-09-29,80.311716,93.016664,314,3989,0.1582,0.0,3,spy,rebalance,606
2006-09-29,2007-05-02,0.47175,0.599085,563386,71739,0.2699,0.0,3,tqqq,rebalance,215
2006-09-29,2007-09-05,0.47175,0.690429,545992,119397,0.4635,0.0,3,tqqq,rebalance,341
2005-09-20,2007-11-02,48.112382,78.314353,1719,51917,0.6277,0.0,3,gld,rebalance,773
2006-09-29,2007-11-02,0.47175,0.881233,487928,199798,0.868,0.0,3,tqqq,rebalance,399
