Date,equity,cash,rebalanced,rebalance_reason,spy_value,spy_weight,spy_signal,spy_shares,spy_avg_price,spy_realized_pnl,spy_unrealized_pnl,tqqq_value,tqqq_weight,tqqq_signal,tqqq_shares,tqqq_avg_price,tqqq_realized_pnl,tqqq_unrealized_pnl,gld_value,gld_weight,gld_signal,gld_shares,gld_avg_price,gld_realized_pnl,gld_unrealized_pnl,tlt_value,tlt_weight,tlt_signal,tlt_shares,tlt_avg_price,tlt_realized_pnl,tlt_unrealized_pnl,drawdown_pct,spy_current_price,spy_return_pct,spy_contribution,tqqq_current_price,tqqq_return_pct,tqqq_contribution,gld_current_price,gld_return_pct,gld_contribution,tlt_current_price,tlt_return_pct,tlt_contribution,total_pnl,total_return_pct
2010-02-04,9940611,6000110,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1946187,0.1958,buy,18647,107.25079,0,-53718,1994314,0.2006,buy,34642,57.732946,0,-5671,-0.81,0.0,0.0,0,0.0,0.0,0,104.370003,-2.686028699648735,-53718,57.569237,-0.28356217190318445,-5671,-59389.235265389085,-0.5938923526538908
2010-02-05,9950736,6000110,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1951968,0.1962,buy,18647,107.25079,0,-47938,1998659,0.2009,buy,34642,57.732946,0,-1326,-0.7,0.0,0.0,0,0.0,0.0,0,104.68,-2.3969893368617545,-47938,57.694664,-0.066308404105897,-1326,-49263.67907238938,-0.49263679072389377
2010-02-08,9941409,6000110,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1940034,0.1951,buy,18647,107.25079,0,-59872,2001265,0.2013,buy,34642,57.732946,0,1280,-0.8,0.0,0.0,0,0.0,0.0,0,104.040001,-2.993720605694361,-59872,57.769901,0.0640105999981877,1280,-58591.38027139008,-0.5859138027139008
2010-02-09,9946965,6000110,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1965580,0.1976,buy,18647,107.25079,0,-34325,1981275,0.1992,buy,34642,57.732946,0,-18710,-0.74,0.0,0.0,0,0.0,0.0,0,105.410004,-1.7163379402613255,-34325,57.192844,-0.9355174719783088,-18710,-53035.34292438999,-0.5303534292438998
2010-02-10,9922653,6000110,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1960173,0.1975,buy,18647,107.25079,0,-39733,1962371,0.1978,buy,34642,57.732946,0,-37614,-0.98,0.0,0.0,0,0.0,0.0,0,105.120003,-1.9867331513362285,-39733,56.647148,-1.8807247405241978,-37614,-77346.99240338989,-0.7734699240338988
2010-02-11,9949486,6000110,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1997653,0.2008,buy,18647,107.25079,0,-2252,1951723,0.1962,buy,34642,57.732946,0,-48261,-0.72,0.0,0.0,0,0.0,0.0,0,107.129997,-0.11262667622308209,-2252,56.339798,-2.4130897459257006,-48261,-50513.85298538953,-0.5051385298538953
2010-02-12,9955847,6000110,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,1995975,0.2005,buy,18647,107.25079,0,-3931,1959762,0.1968,buy,34642,57.732946,0,-40223,-0.65,0.0,0.0,0,0.0,0.0,0,107.040001,-0.1965384124443248,-3931,56.571846,-2.011156331989128,-40223,-44153.40158138983,-0.4415340158138983
2010-02-16,10007650,6000110,False,,0,0.0,sell,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2044084,0.2043,buy,18647,107.25079,0,44179,1963456,0.1962,buy,34642,57.732946,0,-36529,-0.14,0.0,0.0,0,0.0,0.0,0,109.620003,2.2090401385388425,44179,56.678486,-1.8264437756981944,-36529,7650.118592610583,0.07650118592610583
2010-02-17,9978371,6000110,False,,0,0.0,buy,0,0.0,0,0,0,0.0,sell,0,0.0,0,0,2037185,0.2042,buy,18647,107.25079,0,37279,1941076,0.1945,buy,34642,57.732946,0,-58909,-0.43,0.0,0.0,0,0.0,0.0,0,109.25,1.8640515375224709,37279,56.032448,-2.9454547513272145,-58909,-21629.37574438937,-0.2162937574438937
2010-02-18,9996983,2993498,True,daily,3006985,0.3008,buy,36235,82.611715,0,13550,0,0.0,sell,0,0.0,0,0,2009115,0.201,buy,18268,107.25079,770,49857,1987385,0.1988,buy,35612,57.693433,0,-67194,-0.24,82.985649,0.45264056994838153,13550,0.0,0.0,0,109.980003,2.544702001728849,50627,55.806606,-3.2704364889032944,-67194,-3017.4053001105785,-0.03017405300110579
2010-02-19,10004625,2993498,False,,3013221,0.3012,buy,36235,82.611715,0,19786,0,0.0,sell,0,0.0,0,0,1999798,0.1999,buy,18268,107.25079,770,40541,1998107,0.1997,buy,35612,57.693433,0,-56471,-0.17,83.157761,0.660979060785194,19786,0.0,0.0,0,109.470001,2.0691791640882196,41310,56.1077,-2.748550402589245,-56471,4624.916011888534,0.046249160118885344
2010-02-22,9989597,2993498,False,,3013764,0.3017,buy,36235,82.611715,0,20328,0,0.0,sell,0,0.0,0,0,1992491,0.1995,buy,18268,107.25079,770,33233,1989845,0.1992,buy,35612,57.693433,0,-64734,-0.32,83.172722,0.6790890831044338,20328,0.0,0.0,0,109.07,1.6962206059274676,34003,55.875683,-3.15070535781361,-64734,-10402.779825111851,-0.1040277982511185
2010-02-23,9962486,2993498,False,,2977162,0.2988,buy,36235,82.611715,0,-16274,0,0.0,sell,0,0.0,0,0,1970935,0.1978,buy,18268,107.25079,770,11677,2020891,0.2029,buy,35612,57.693433,0,-33687,-0.59,82.162598,-0.5436479120967119,-16274,0.0,0.0,0,107.889999,0.5959946775217384,12447,56.747486,-1.6396096345283717,-33687,-37514.23279711045,-0.37514232797110453
2010-02-24,9985102,2993498,False,,3004546,0.3009,buy,36235,82.611715,0,11110,0,0.0,sell,0,0.0,0,0,1961252,0.1964,buy,18268,107.25079,770,1995,2025806,0.2029,buy,35612,57.693433,0,-28773,-0.36,82.918335,0.3711581795735608,11110,0.0,0.0,0,107.360001,0.10182768816902055,2765,56.885487,-1.4004125671759016,-28773,-14897.614454111084,-0.14897614454111086
2010-02-25,10009782,2993498,False,,3000479,0.2998,buy,36235,82.611715,0,7044,0,0.0,sell,0,0.0,0,0,1978607,0.1977,buy,18268,107.25079,770,19350,2037198,0.2035,buy,35612,57.693433,0,-17380,-0.12,82.806099,0.23529851344010755,7044,0.0,0.0,0,108.309998,0.9875992521826582,20119,57.205383,-0.8459369832468977,-17380,9782.195633888245,0.09782195633888245
2010-02-26,10042641,2993498,False,,3002377,0.299,buy,36235,82.611715,0,8941,0,0.0,sell,0,0.0,0,0,1999067,0.1991,buy,18268,107.25079,770,39810,2047699,0.2039,buy,35612,57.693433,0,-6880,0.0,82.858467,0.2986890387267849,8941,0.0,0.0,0,109.43,2.0318824691174964,40579,57.500244,-0.3348545528542357,-6880,42640.536581888795,0.42640536581888794
2010-03-01,10072922,2993498,False,,3033556,0.3012,buy,36235,82.611715,0,40120,0,0.0,sell,0,0.0,0,0,1999067,0.1985,buy,18268,107.25079,770,39810,2046801,0.2032,buy,35612,57.693433,0,-7777,0.0,83.718933,1.3402677075959213,40120,0.0,0.0,0,109.43,2.0318824691174964,40579,57.47504,-0.3785406340098274,-7777,72921.95724388957,0.7292195724388957
2010-03-02,10107684,2993498,False,,3041960,0.301,buy,36235,82.611715,0,48524,0,0.0,sell,0,0.0,0,0,2028113,0.2007,buy,18268,107.25079,770,68856,2044113,0.2022,buy,35612,57.693433,0,-10466,0.0,83.950867,1.6210196571040836,48524,0.0,0.0,0,111.019997,3.5143862343578247,69625,57.399544,-0.5093978147320044,-10466,107683.58737788908,1.0768358737788908
2010-03-03,10116383,2993498,False,,3044671,0.301,buy,36235,82.611715,0,51235,0,0.0,sell,0,0.0,0,0,2039257,0.2016,buy,18268,107.25079,770,79999,2038958,0.2016,buy,35612,57.693433,0,-15620,0.0,84.025681,1.711580663039003,51235,0.0,0.0,0,111.629997,4.083146613651989,80769,57.254803,-0.7602773208635782,-15620,116383.4361758884,1.163834361758884
2010-03-04,10121744,2993498,False,,3053889,0.3017,buy,36235,82.611715,0,60454,0,0.0,sell,0,0.0,0,0,2024642,0.2,buy,18268,107.25079,770,65385,2049714,0.2025,buy,35612,57.693433,0,-4865,0.0,84.280098,2.0195478810321132,60454,0.0,0.0,0,110.830002,3.337236024088952,66155,57.556835,-0.23676539959778253,-4865,121743.89109488949,1.217438910948895
