Date,equity,cash,rebalanced,rebalance_reason,sso_value,sso_weight,sso_signal,sso_shares,sso_avg_price,sso_realized_pnl,sso_unrealized_pnl,qld_value,qld_weight,qld_signal,qld_shares,qld_avg_price,qld_realized_pnl,qld_unrealized_pnl,ugl_value,ugl_weight,ugl_signal,ugl_shares,ugl_avg_price,ugl_realized_pnl,ugl_unrealized_pnl,ubt_value,ubt_weight,ubt_signal,ubt_shares,ubt_avg_price,ubt_realized_pnl,ubt_unrealized_pnl,drawdown_pct
2014-03-17,23041348,21,False,,8154170,0.3539,buy,1337383,3.107102,1240809,3998784,8004664,0.3474,buy,2528682,1.424987,1699033,4401324,3515147,0.1526,buy,266855,14.175469,696575,-267647,3367346,0.1461,buy,143140,23.201951,1226251,46219,-1.3
2014-03-18,23316488,21,False,,8274501,0.3549,buy,1337383,3.107102,1240809,4119115,8196212,0.3515,buy,2528682,1.424987,1699033,4592872,3458441,0.1483,buy,266855,14.175469,696575,-324354,3387313,0.1453,buy,143140,23.201951,1226251,66186,-0.12
2014-03-19,22968121,21,False,,8194279,0.3568,buy,1337383,3.107102,1240809,4038894,8110904,0.3531,buy,2528682,1.424987,1699033,4507564,3324346,0.1447,buy,266855,14.175469,696575,-458449,3338570,0.1454,buy,143140,23.201951,1226251,17443,-1.62
2014-03-20,23068104,21,False,,8276860,0.3588,buy,1337383,3.107102,1240809,4121474,8150458,0.3533,buy,2528682,1.424987,1699033,4547118,3311003,0.1435,buy,266855,14.175469,696575,-471791,3329762,0.1443,buy,143140,23.201951,1226251,8634,-1.19
2014-03-21,22908773,21,False,,8215514,0.3586,buy,1337383,3.107102,1240809,4060129,7951929,0.3471,buy,2528682,1.424987,1699033,4348589,3346362,0.1461,buy,266855,14.175469,696575,-436433,3394947,0.1482,buy,143140,23.201951,1226251,73820,-1.87
2014-03-24,22634139,21,False,,8149452,0.3601,buy,1337383,3.107102,1240809,3994066,7818543,0.3454,buy,2528682,1.424987,1699033,4215203,3223608,0.1424,buy,266855,14.175469,696575,-559186,3442515,0.1521,buy,143140,23.201951,1226251,121388,-3.05
2014-03-25,22755590,21,False,,8227311,0.3616,buy,1337383,3.107102,1240809,4071926,7864300,0.3456,buy,2528682,1.424987,1699033,4260960,3234950,0.1422,buy,266855,14.175469,696575,-547845,3429009,0.1507,buy,143140,23.201951,1226251,107881,-2.53
2014-03-26,22424121,21,False,,8105374,0.3615,buy,1337383,3.107102,1240809,3949989,7661894,0.3417,buy,2528682,1.424987,1699033,4058554,3184247,0.142,buy,266855,14.175469,696575,-598547,3472585,0.1549,buy,143140,23.201951,1226251,151458,-3.95
2014-03-27,22299481,21,False,,8078625,0.3623,buy,1337383,3.107102,1240809,3923240,7576589,0.3398,buy,2528682,1.424987,1699033,3973249,3142885,0.1409,buy,266855,14.175469,696575,-639910,3501362,0.157,buy,143140,23.201951,1226251,180234,-4.48
2014-03-28,22370931,21,False,,8146282,0.3641,buy,1337383,3.107102,1240809,3990896,7608384,0.3401,buy,2528682,1.424987,1699033,4005044,3139549,0.1403,buy,266855,14.175469,696575,-643246,3476695,0.1554,buy,143140,23.201951,1226251,155568,-4.17
2014-03-31,22538259,21,False,,8284740,0.3676,buy,1337383,3.107102,1240809,4129354,7712303,0.3422,buy,2528682,1.424987,1699033,4108963,3091515,0.1372,buy,266855,14.175469,696575,-691280,3449681,0.1531,buy,143140,23.201951,1226251,128553,-3.46
2014-04-01,22847334,21,False,,8390946,0.3673,buy,1337383,3.107102,1240809,4235560,7981398,0.3493,buy,2528682,1.424987,1699033,4378058,3082842,0.1349,buy,266855,14.175469,696575,-699952,3392127,0.1485,buy,143140,23.201951,1226251,71000,-2.13
2014-04-02,22950878,16,True,monthly,8051226,0.3508,buy,1274514,3.107102,1439841,4091181,8039124,0.3503,buy,2533432,1.428303,1699033,4420617,3470622,0.1512,buy,296065,13.939648,696575,-656420,3389890,0.1477,buy,144623,23.205783,1226251,33800,-1.69
2014-04-03,22808993,16,False,,8033231,0.3522,buy,1274514,3.107102,1439841,4073186,7913258,0.3469,buy,2533432,1.428303,1699033,4294751,3447677,0.1512,buy,296065,13.939648,696575,-679365,3414811,0.1497,buy,144623,23.205783,1226251,58721,-2.3
2014-04-04,22329311,16,False,,7843552,0.3513,buy,1274514,3.107102,1439841,3883506,7485934,0.3353,buy,2533432,1.428303,1699033,3867427,3538717,0.1585,buy,296065,13.939648,696575,-588325,3461093,0.155,buy,144623,23.205783,1226251,105003,-4.35
2014-04-07,22029668,16,False,,7668868,0.3481,buy,1274514,3.107102,1439841,3708823,7352298,0.3337,buy,2533432,1.428303,1699033,3733791,3504669,0.1591,buy,296065,13.939648,696575,-622372,3503817,0.159,buy,144623,23.205783,1226251,147727,-5.64
2014-04-08,22295468,16,False,,7728095,0.3466,buy,1274514,3.107102,1439841,3768049,7481273,0.3356,buy,2533432,1.428303,1699033,3862765,3566843,0.16,buy,296065,13.939648,696575,-560199,3519242,0.1578,buy,144623,23.205783,1226251,163152,-4.5
2014-04-09,22695551,16,False,,7896032,0.3479,buy,1274514,3.107102,1439841,3935987,7739997,0.341,buy,2533432,1.428303,1699033,4121489,3579426,0.1577,buy,296065,13.939648,696575,-547616,3480080,0.1533,buy,144623,23.205783,1226251,123990,-2.78
2014-04-10,21996002,16,False,,7560909,0.3437,buy,1274514,3.107102,1439841,3600864,7262171,0.3302,buy,2533432,1.428303,1699033,3643664,3618654,0.1645,buy,296065,13.939648,696575,-508387,3554251,0.1616,buy,144623,23.205783,1226251,198161,-5.78
2014-04-11,21746315,16,False,,7426710,0.3415,buy,1274514,3.107102,1439841,3466665,7093574,0.3262,buy,2533432,1.428303,1699033,3475066,3617174,0.1663,buy,296065,13.939648,696575,-509868,3608841,0.166,buy,144623,23.205783,1226251,252751,-6.85
2014-04-14,22002152,16,False,,7542166,0.3428,buy,1274514,3.107102,1439841,3582121,7201572,0.3273,buy,2533432,1.428303,1699033,3583064,3666765,0.1667,buy,296065,13.939648,696575,-460277,3591633,0.1632,buy,144623,23.205783,1226251,235543,-5.75
2014-04-15,22059505,16,False,,7650125,0.3468,buy,1274514,3.107102,1439841,3690080,7247407,0.3285,buy,2533432,1.428303,1699033,3628899,3533536,0.1602,buy,296065,13.939648,696575,-593506,3628422,0.1645,buy,144623,23.205783,1226251,272332,-5.51
2014-04-16,22410867,16,False,,7800818,0.3481,buy,1274514,3.107102,1439841,3840773,7436208,0.3318,buy,2533432,1.428303,1699033,3817700,3533536,0.1577,buy,296065,13.939648,696575,-593506,3640289,0.1624,buy,144623,23.205783,1226251,284199,-4.0
2014-04-17,22320935,16,False,,7824063,0.3505,buy,1274514,3.107102,1439841,3864018,7440872,0.3334,buy,2533432,1.428303,1699033,3822365,3489866,0.1563,buy,296065,13.939648,696575,-637176,3566118,0.1598,buy,144623,23.205783,1226251,210028,-4.39
2014-04-21,22458318,16,False,,7884038,0.3511,buy,1274514,3.107102,1439841,3923993,7553526,0.3363,buy,2533432,1.428303,1699033,3935019,3461740,0.1541,buy,296065,13.939648,696575,-665302,3558999,0.1585,buy,144623,23.205783,1226251,202909,-3.8
2014-04-22,22639493,16,False,,7948513,0.3511,buy,1274514,3.107102,1439841,3988468,7675511,0.339,buy,2533432,1.428303,1699033,4057003,3435094,0.1517,buy,296065,13.939648,696575,-691948,3580359,0.1581,buy,144623,23.205783,1226251,224269,-3.02
2014-04-23,22508459,16,False,,7920022,0.3519,buy,1274514,3.107102,1439841,3959977,7537214,0.3349,buy,2533432,1.428303,1699033,3918706,3432874,0.1525,buy,296065,13.939648,696575,-694168,3618334,0.1608,buy,144623,23.205783,1226251,262244,-3.58
2014-04-24,22741673,16,False,,7945515,0.3494,buy,1274514,3.107102,1439841,3985470,7684056,0.3379,buy,2533432,1.428303,1699033,4065549,3476543,0.1529,buy,296065,13.939648,696575,-650499,3635542,0.1599,buy,144623,23.205783,1226251,279452,-2.59
2014-04-25,22434809,16,False,,7819561,0.3485,buy,1274514,3.107102,1439841,3859516,7436208,0.3315,buy,2533432,1.428303,1699033,3817700,3529835,0.1573,buy,296065,13.939648,696575,-597207,3649189,0.1627,buy,144623,23.205783,1226251,293099,-3.9
2014-04-28,22463182,16,False,,7866795,0.3502,buy,1274514,3.107102,1439841,3906750,7489816,0.3334,buy,2533432,1.428303,1699033,3871308,3496528,0.1557,buy,296065,13.939648,696575,-630514,3610028,0.1607,buy,144623,23.205783,1226251,253938,-3.78
2014-04-29,22635617,16,False,,7935017,0.3506,buy,1274514,3.107102,1439841,3974972,7602477,0.3359,buy,2533432,1.428303,1699033,3983970,3492827,0.1543,buy,296065,13.939648,696575,-634215,3605280,0.1593,buy,144623,23.205783,1226251,249190,-3.04
2014-04-30,22733803,16,False,,7992747,0.3516,buy,1274514,3.107102,1439841,4032702,7642878,0.3362,buy,2533432,1.428303,1699033,4024370,3466181,0.1525,buy,296065,13.939648,696575,-660861,3631981,0.1598,buy,144623,23.205783,1226251,275891,-2.62
2014-05-01,22810915,16,False,,7984500,0.35,buy,1274514,3.107102,1439841,4024455,7691826,0.3372,buy,2533432,1.428303,1699033,4073319,3434354,0.1506,buy,296065,13.939648,696575,-692688,3700219,0.1622,buy,144623,23.205783,1226251,344129,-2.29
2014-05-02,22883677,16,False,,7963509,0.348,buy,1274514,3.107102,1439841,4003464,7662302,0.3348,buy,2533432,1.428303,1699033,4043794,3502449,0.1531,buy,296065,13.939648,696575,-624593,3755402,0.1641,buy,144623,23.205783,1226251,399312,-1.98
2014-05-05,23010079,16,False,,7994997,0.3475,buy,1274514,3.107102,1439841,4034952,7739997,0.3364,buy,2533432,1.428303,1699033,4121489,3568323,0.1551,buy,296065,13.939648,696575,-558718,3706746,0.1611,buy,144623,23.205783,1226251,350656,-1.44
2014-05-06,22690630,16,False,,7857798,0.3463,buy,1274514,3.107102,1439841,3897753,7537989,0.3322,buy,2533432,1.428303,1699033,3919481,3554260,0.1566,buy,296065,13.939648,696575,-572782,3740567,0.1649,buy,144623,23.205783,1226251,384478,-2.8
2014-05-07,22597886,16,False,,7946265,0.3516,buy,1274514,3.107102,1439841,3986219,7492149,0.3315,buy,2533432,1.428303,1699033,3873641,3452118,0.1528,buy,296065,13.939648,696575,-674924,3707339,0.1641,buy,144623,23.205783,1226251,351249,-3.2
2014-05-08,22544045,16,False,,7927520,0.3516,buy,1274514,3.107102,1439841,3967475,7480493,0.3318,buy,2533432,1.428303,1699033,3861985,3453598,0.1532,buy,296065,13.939648,696575,-673444,3682418,0.1633,buy,144623,23.205783,1226251,326328,-3.43
2014-05-09,22603629,16,False,,7956011,0.352,buy,1274514,3.107102,1439841,3995966,7537989,0.3335,buy,2533432,1.428303,1699033,3919481,3452118,0.1527,buy,296065,13.939648,696575,-674924,3657496,0.1618,buy,144623,23.205783,1226251,301406,-3.18
2014-05-12,23006695,16,False,,8106702,0.3524,buy,1274514,3.107102,1439841,4146657,7779622,0.3381,buy,2533432,1.428303,1699033,4161115,3494307,0.1519,buy,296065,13.939648,696575,-632735,3626048,0.1576,buy,144623,23.205783,1226251,269958,-1.45
2014-05-13,23071700,16,False,,8118700,0.3519,buy,1274514,3.107102,1439841,4158655,7789723,0.3376,buy,2533432,1.428303,1699033,4171216,3477283,0.1507,buy,296065,13.939648,696575,-649758,3685978,0.1598,buy,144623,23.205783,1226251,329888,-1.17
2014-05-14,23065291,16,False,,8045227,0.3488,buy,1274514,3.107102,1439841,4085182,7708142,0.3342,buy,2533432,1.428303,1699033,4089634,3544638,0.1537,buy,296065,13.939648,696575,-582404,3767269,0.1633,buy,144623,23.205783,1226251,411179,-1.2
2014-05-15,22804044,16,False,,7902030,0.3465,buy,1274514,3.107102,1439841,3941985,7591601,0.3329,buy,2533432,1.428303,1699033,3973094,3486165,0.1529,buy,296065,13.939648,696575,-640876,3824232,0.1677,buy,144623,23.205783,1226251,468142,-2.32
2014-05-16,22933002,16,False,,7960510,0.3471,buy,1274514,3.107102,1439841,4000465,7689496,0.3353,buy,2533432,1.428303,1699033,4070988,3473583,0.1515,buy,296065,13.939648,696575,-653459,3809398,0.1661,buy,144623,23.205783,1226251,453308,-1.77
2014-05-19,23039065,16,False,,8016736,0.348,buy,1274514,3.107102,1439841,4056691,7800597,0.3386,buy,2533432,1.428303,1699033,4182089,3472842,0.1507,buy,296065,13.939648,696575,-654199,3748874,0.1627,buy,144623,23.205783,1226251,392784,-1.31
2014-05-20,22894157,16,False,,7905781,0.3453,buy,1274514,3.107102,1439841,3945736,7742328,0.3382,buy,2533432,1.428303,1699033,4123820,3478764,0.1519,buy,296065,13.939648,696575,-648278,3767269,0.1646,buy,144623,23.205783,1226251,411179,-1.93
2014-05-21,23115885,16,False,,8042227,0.3479,buy,1274514,3.107102,1439841,4082181,7888395,0.3413,buy,2533432,1.428303,1699033,4269888,3462480,0.1498,buy,296065,13.939648,696575,-664562,3722767,0.161,buy,144623,23.205783,1226251,366677,-0.98
2014-05-22,23222618,16,False,,8084212,0.3481,buy,1274514,3.107102,1439841,4124166,7952881,0.3425,buy,2533432,1.428303,1699033,4334374,3478764,0.1498,buy,296065,13.939648,696575,-648278,3706746,0.1596,buy,144623,23.205783,1226251,350656,-0.53
2014-05-23,23440457,16,False,,8150188,0.3477,buy,1274514,3.107102,1439841,4190143,8072530,0.3444,buy,2533432,1.428303,1699033,4454023,3467661,0.1479,buy,296065,13.939648,696575,-659381,3750062,0.16,buy,144623,23.205783,1226251,393972,0.0
2014-05-27,23638715,16,False,,8250649,0.349,buy,1274514,3.107102,1439841,4290604,8276092,0.3501,buy,2533432,1.428303,1699033,4657584,3323330,0.1406,buy,296065,13.939648,696575,-803712,3788629,0.1603,buy,144623,23.205783,1226251,432539,0.0
2014-05-28,23629460,16,False,,8235657,0.3485,buy,1274514,3.107102,1439841,4275612,8220931,0.3479,buy,2533432,1.428303,1699033,4602423,3286322,0.1391,buy,296065,13.939648,696575,-840720,3886535,0.1645,buy,144623,23.205783,1226251,530445,-0.04
2014-05-29,23770535,16,False,,8322622,0.3501,buy,1274514,3.107102,1439841,4362577,8324265,0.3502,buy,2533432,1.428303,1699033,4705757,3274479,0.1378,buy,296065,13.939648,696575,-852563,3849153,0.1619,buy,144623,23.205783,1226251,493063,0.0
2014-05-30,23758328,16,False,,8345114,0.3513,buy,1274514,3.107102,1439841,4385068,8329707,0.3506,buy,2533432,1.428303,1699033,4711199,3245613,0.1366,buy,296065,13.939648,696575,-881429,3837880,0.1615,buy,144623,23.205783,1226251,481790,-0.05
2014-06-02,23665257,16,False,,8365357,0.3535,buy,1274514,3.107102,1439841,4405312,8308725,0.3511,buy,2533432,1.428303,1699033,4690217,3204904,0.1354,buy,296065,13.939648,696575,-922138,3786256,0.16,buy,144623,23.205783,1226251,430167,-0.44
2014-06-03,23574794,16,False,,8359358,0.3546,buy,1274514,3.107102,1439841,4399312,8304841,0.3523,buy,2533432,1.428303,1699033,4686333,3220447,0.1366,buy,296065,13.939648,696575,-906595,3690133,0.1565,buy,144623,23.205783,1226251,334043,-0.82
2014-06-04,23647744,16,False,,8393845,0.355,buy,1274514,3.107102,1439841,4433799,8360782,0.3536,buy,2533432,1.428303,1699033,4742274,3207124,0.1356,buy,296065,13.939648,696575,-919918,3685978,0.1559,buy,144623,23.205783,1226251,329888,-0.52
2014-06-05,23952564,16,False,,8498806,0.3548,buy,1274514,3.107102,1439841,4538761,8504516,0.3551,buy,2533432,1.428303,1699033,4886008,3253754,0.1358,buy,296065,13.939648,696575,-873287,3695472,0.1543,buy,144623,23.205783,1226251,339382,0.0
2014-06-06,24131369,16,False,,8581276,0.3556,buy,1274514,3.107102,1439841,4621231,8600857,0.3564,buy,2533432,1.428303,1699033,4982350,3256715,0.135,buy,296065,13.939648,696575,-870327,3692506,0.153,buy,144623,23.205783,1226251,336416,0.0
2014-06-09,24130974,16,False,,8600019,0.3564,buy,1274514,3.107102,1439841,4639974,8587653,0.3559,buy,2533432,1.428303,1699033,4969145,3256715,0.135,buy,296065,13.939648,696575,-870327,3686571,0.1528,buy,144623,23.205783,1226251,330481,-0.0
2014-06-10,24163722,16,False,,8603017,0.356,buy,1274514,3.107102,1439841,4642971,8614069,0.3565,buy,2533432,1.428303,1699033,4995561,3294463,0.1363,buy,296065,13.939648,696575,-832579,3652157,0.1511,buy,144623,23.205783,1226251,296067,0.0
2014-06-11,24116138,16,False,,8543041,0.3542,buy,1274514,3.107102,1439841,4582995,8609408,0.357,buy,2533432,1.428303,1699033,4990900,3296684,0.1367,buy,296065,13.939648,696575,-830358,3666991,0.1521,buy,144623,23.205783,1226251,310901,-0.2
2014-06-12,23979868,16,False,,8421584,0.3512,buy,1274514,3.107102,1439841,4461539,8462562,0.3529,buy,2533432,1.428303,1699033,4844055,3364039,0.1403,buy,296065,13.939648,696575,-763003,3731667,0.1556,buy,144623,23.205783,1226251,375577,-0.76
2014-06-13,24092663,16,False,,8471066,0.3516,buy,1274514,3.107102,1439841,4511021,8508405,0.3532,buy,2533432,1.428303,1699033,4889897,3380322,0.1403,buy,296065,13.939648,696575,-746720,3732854,0.1549,buy,144623,23.205783,1226251,376764,-0.29
2014-06-16,24098628,16,False,,8482314,0.352,buy,1274514,3.107102,1439841,4522269,8521609,0.3536,buy,2533432,1.428303,1699033,4903101,3352936,0.1391,buy,296065,13.939648,696575,-774106,3741754,0.1553,buy,144623,23.205783,1226251,385664,-0.27
2014-06-17,24090762,16,False,,8527297,0.354,buy,1274514,3.107102,1439841,4567251,8530157,0.3541,buy,2533432,1.428303,1699033,4911649,3345534,0.1389,buy,296065,13.939648,696575,-781507,3687759,0.1531,buy,144623,23.205783,1226251,331669,-0.3
2014-06-18,24399996,16,False,,8653249,0.3546,buy,1274514,3.107102,1439841,4693204,8634271,0.3539,buy,2533432,1.428303,1699033,5015763,3367739,0.138,buy,296065,13.939648,696575,-759302,3744722,0.1535,buy,144623,23.205783,1226251,388632,0.0
2014-06-19,24550225,16,False,,8677239,0.3534,buy,1274514,3.107102,1439841,4717194,8615622,0.3509,buy,2533432,1.428303,1699033,4997114,3601631,0.1467,buy,296065,13.939648,696575,-525411,3655717,0.1489,buy,144623,23.205783,1226251,299627,0.0
2014-06-20,24608310,16,False,,8708730,0.3539,buy,1274514,3.107102,1439841,4748685,8631940,0.3508,buy,2533432,1.428303,1699033,5013432,3581646,0.1455,buy,296065,13.939648,696575,-545396,3685978,0.1498,buy,144623,23.205783,1226251,329888,0.0
2014-06-23,24622861,16,False,,8706479,0.3536,buy,1274514,3.107102,1439841,4746434,8636599,0.3508,buy,2533432,1.428303,1699033,5018091,3592009,0.1459,buy,296065,13.939648,696575,-535033,3687759,0.1498,buy,144623,23.205783,1226251,331669,0.0
2014-06-24,24576921,16,False,,8598520,0.3499,buy,1274514,3.107102,1439841,4638475,8621059,0.3508,buy,2533432,1.428303,1699033,5002551,3603111,0.1466,buy,296065,13.939648,696575,-523931,3754215,0.1528,buy,144623,23.205783,1226251,398125,-0.19
2014-06-25,24782505,16,False,,8673626,0.35,buy,1274514,3.107102,1439841,4713581,8732347,0.3524,buy,2533432,1.428303,1699033,5113840,3603851,0.1454,buy,296065,13.939648,696575,-523191,3772665,0.1522,buy,144623,23.205783,1226251,416575,0.0
2014-06-26,24795152,16,False,,8660120,0.3493,buy,1274514,3.107102,1439841,4700075,8739350,0.3525,buy,2533432,1.428303,1699033,5120842,3583127,0.1445,buy,296065,13.939648,696575,-543915,3812540,0.1538,buy,144623,23.205783,1226251,456450,0.0
2014-06-27,24900277,16,False,,8694635,0.3492,buy,1274514,3.107102,1439841,4734590,8812500,0.3539,buy,2533432,1.428303,1699033,5193992,3585347,0.144,buy,296065,13.939648,696575,-541695,3807779,0.1529,buy,144623,23.205783,1226251,451689,0.0
2014-06-30,25008698,16,False,,8687131,0.3474,buy,1274514,3.107102,1439841,4727086,8848298,0.3538,buy,2533432,1.428303,1699033,5229790,3657143,0.1462,buy,296065,13.939648,696575,-469899,3816111,0.1526,buy,144623,23.205783,1226251,460021,0.0
2014-07-01,25249401,16,False,,8801930,0.3486,buy,1274514,3.107102,1439841,4841885,9043630,0.3582,buy,2533432,1.428303,1699033,5425123,3646040,0.1444,buy,296065,13.939648,696575,-481001,3757785,0.1488,buy,144623,23.205783,1226251,401695,0.0
2014-07-02,25217260,16,False,,8818438,0.3497,buy,1274514,3.107102,1439841,4858392,9070870,0.3597,buy,2533432,1.428303,1699033,5452362,3647521,0.1446,buy,296065,13.939648,696575,-479521,3680416,0.1459,buy,144623,23.205783,1226251,324326,-0.13
2014-07-03,25345571,16,False,,8912226,0.3516,buy,1274514,3.107102,1439841,4952181,9177484,0.3621,buy,2533432,1.428303,1699033,5558976,3604591,0.1422,buy,296065,13.939648,696575,-522450,3651254,0.1441,buy,144623,23.205783,1226251,295164,0.0
2014-07-07,25275284,16,False,,8845447,0.35,buy,1274514,3.107102,1439841,4885402,9124563,0.361,buy,2533432,1.428303,1699033,5506056,3601631,0.1425,buy,296065,13.939648,696575,-525411,3703627,0.1465,buy,144623,23.205783,1226251,347537,-0.28
2014-07-08,25023453,16,False,,8728398,0.3488,buy,1274514,3.107102,1439841,4768353,8909001,0.356,buy,2533432,1.428303,1699033,5290493,3603851,0.144,buy,296065,13.939648,696575,-523191,3782187,0.1511,buy,144623,23.205783,1226251,426097,-1.27
2014-07-09,25300009,16,False,,8808684,0.3482,buy,1274514,3.107102,1439841,4848638,9039741,0.3573,buy,2533432,1.428303,1699033,5421234,3649741,0.1443,buy,296065,13.939648,696575,-477301,3801827,0.1503,buy,144623,23.205783,1226251,445737,-0.18
2014-07-10,25207910,16,False,,8738904,0.3467,buy,1274514,3.107102,1439841,4778859,8983709,0.3564,buy,2533432,1.428303,1699033,5365202,3691190,0.1464,buy,296065,13.939648,696575,-435851,3794090,0.1505,buy,144623,23.205783,1226251,438000,-0.54
2014-07-11,25392456,16,False,,8760663,0.345,buy,1274514,3.107102,1439841,4800617,9090324,0.358,buy,2533432,1.428303,1699033,5471816,3704513,0.1459,buy,296065,13.939648,696575,-422529,3836941,0.1511,buy,144623,23.205783,1226251,480851,0.0
2014-07-14,25391167,16,False,,8849199,0.3485,buy,1274514,3.107102,1439841,4889154,9209390,0.3627,buy,2533432,1.428303,1699033,5590882,3528355,0.139,buy,296065,13.939648,696575,-598687,3804208,0.1498,buy,144623,23.205783,1226251,448118,-0.01
2014-07-15,25213037,16,False,,8818438,0.3498,buy,1274514,3.107102,1439841,4858392,9145576,0.3627,buy,2533432,1.428303,1699033,5527068,3457299,0.1371,buy,296065,13.939648,696575,-669743,3791710,0.1504,buy,144623,23.205783,1226251,435620,-0.71
2014-07-16,25407568,16,False,,8883714,0.3496,buy,1274514,3.107102,1439841,4923669,9214840,0.3627,buy,2533432,1.428303,1699033,5596332,3480984,0.137,buy,296065,13.939648,696575,-646058,3828014,0.1507,buy,144623,23.205783,1226251,471924,0.0
2014-07-17,25184444,16,False,,8679628,0.3446,buy,1274514,3.107102,1439841,4719582,8972035,0.3563,buy,2533432,1.428303,1699033,5353528,3599410,0.1429,buy,296065,13.939648,696575,-527632,3933355,0.1562,buy,144623,23.205783,1226251,577265,-0.88
2014-07-18,25551211,16,False,,8855201,0.3466,buy,1274514,3.107102,1439841,4895156,9246743,0.3619,buy,2533432,1.428303,1699033,5628235,3549819,0.1389,buy,296065,13.939648,696575,-577222,3899432,0.1526,buy,144623,23.205783,1226251,543342,0.0
2014-07-21,25543529,16,False,,8818438,0.3452,buy,1274514,3.107102,1439841,4858392,9225733,0.3612,buy,2533432,1.428303,1699033,5607226,3559441,0.1393,buy,296065,13.939648,696575,-567600,3939901,0.1542,buy,144623,23.205783,1226251,583812,-0.03
2014-07-22,25727095,16,False,,8895719,0.3458,buy,1274514,3.107102,1439841,4935674,9351027,0.3635,buy,2533432,1.428303,1699033,5732519,3523174,0.1369,buy,296065,13.939648,696575,-603868,3957161,0.1538,buy,144623,23.205783,1226251,601071,0.0
2014-07-23,25866719,16,False,,8937738,0.3455,buy,1274514,3.107102,1439841,4977693,9465424,0.3659,buy,2533432,1.428303,1699033,5846916,3519473,0.1361,buy,296065,13.939648,696575,-607569,3944068,0.1525,buy,144623,23.205783,1226251,587978,0.0
2014-07-24,25718644,16,False,,8935485,0.3474,buy,1274514,3.107102,1439841,4975440,9446747,0.3673,buy,2533432,1.428303,1699033,5828240,3447677,0.1341,buy,296065,13.939648,696575,-679365,3888719,0.1512,buy,144623,23.205783,1226251,532629,-0.57
2014-07-25,25720714,16,False,,8852951,0.3442,buy,1274514,3.107102,1439841,4892906,9363476,0.364,buy,2533432,1.428303,1699033,5744968,3526874,0.1371,buy,296065,13.939648,696575,-600168,3977396,0.1546,buy,144623,23.205783,1226251,621306,-0.56
2014-07-28,25716792,16,False,,8857453,0.3444,buy,1274514,3.107102,1439841,4897408,9374372,0.3645,buy,2533432,1.428303,1699033,5755865,3522433,0.137,buy,296065,13.939648,696575,-604609,3962518,0.1541,buy,144623,23.205783,1226251,606428,-0.58
2014-07-29,25612261,16,False,,8781673,0.3429,buy,1274514,3.107102,1439841,4821628,9346355,0.3649,buy,2533432,1.428303,1699033,5727847,3491347,0.1363,buy,296065,13.939648,696575,-635695,3992871,0.1559,buy,144623,23.205783,1226251,636781,-0.98
2014-07-30,25569886,16,False,,8787673,0.3437,buy,1274514,3.107102,1439841,4827628,9417950,0.3683,buy,2533432,1.428303,1699033,5799442,3471362,0.1358,buy,296065,13.939648,696575,-655680,3892885,0.1522,buy,144623,23.205783,1226251,536795,-1.15
2014-07-31,24740949,16,False,,8437279,0.341,buy,1274514,3.107102,1439841,4477234,9033514,0.3651,buy,2533432,1.428303,1699033,5415007,3398086,0.1373,buy,296065,13.939648,696575,-728956,3872054,0.1565,buy,144623,23.205783,1226251,515964,-4.35
2014-08-01,24724463,16,False,,8387007,0.3392,buy,1274514,3.107102,1439841,4426962,8968922,0.3628,buy,2533432,1.428303,1699033,5350414,3450638,0.1396,buy,296065,13.939648,696575,-676404,3917881,0.1585,buy,144623,23.205783,1226251,561791,-4.42
2014-08-04,24924480,16,False,,8504056,0.3412,buy,1274514,3.107102,1439841,4544011,9086433,0.3646,buy,2533432,1.428303,1699033,5467925,3426212,0.1375,buy,296065,13.939648,696575,-700830,3907764,0.1568,buy,144623,23.205783,1226251,551674,-3.64
2014-08-05,24640865,16,False,,8338987,0.3384,buy,1274514,3.107102,1439841,4378942,8951801,0.3633,buy,2533432,1.428303,1699033,5333293,3423252,0.1389,buy,296065,13.939648,696575,-703790,3926809,0.1594,buy,144623,23.205783,1226251,570720,-4.74
2014-08-06,24728997,16,False,,8341237,0.3373,buy,1274514,3.107102,1439841,4381191,8933902,0.3613,buy,2533432,1.428303,1699033,5315395,3524654,0.1425,buy,296065,13.939648,696575,-602388,3929188,0.1589,buy,144623,23.205783,1226251,573098,-4.4
2014-08-07,24675491,16,False,,8250449,0.3344,buy,1274514,3.107102,1439841,4290404,8880986,0.3599,buy,2533432,1.428303,1699033,5262479,3547599,0.1438,buy,296065,13.939648,696575,-579443,3996441,0.162,buy,144623,23.205783,1226251,640351,-4.61
2014-08-08,24992645,16,False,,8442531,0.3378,buy,1274514,3.107102,1439841,4482486,9004722,0.3603,buy,2533432,1.428303,1699033,5386214,3548339,0.142,buy,296065,13.939648,696575,-578703,3997037,0.1599,buy,144623,23.205783,1226251,640947,-3.38
2014-08-11,25122433,16,False,,8489048,0.3379,buy,1274514,3.107102,1439841,4529003,9113669,0.3628,buy,2533432,1.428303,1699033,5495162,3535756,0.1407,buy,296065,13.939648,696575,-591286,3983944,0.1586,buy,144623,23.205783,1226251,627854,-2.88
