Date,equity,cash,rebalanced,rebalance_reason,sso_value,sso_weight,sso_signal,sso_shares,sso_avg_price,sso_realized_pnl,sso_unrealized_pnl,qld_value,qld_weight,qld_signal,qld_shares,qld_avg_price,qld_realized_pnl,qld_unrealized_pnl,ugl_value,ugl_weight,ugl_signal,ugl_shares,ugl_avg_price,ugl_realized_pnl,ugl_unrealized_pnl,ubt_value,ubt_weight,ubt_signal,ubt_shares,ubt_avg_price,ubt_realized_pnl,ubt_unrealized_pnl,drawdown_pct
2016-08-23,28688719,2,False,,10088965,0.3517,buy,1174450,7.670061,4888736,1080862,10197605,0.3555,buy,1953688,4.477666,7257430,1449643,4133443,0.1441,buy,362027,10.844655,-10257,207385,4268704,0.1488,buy,101267,29.625516,2546303,1268617,-6.29
2016-08-24,28361634,2,False,,9996803,0.3525,buy,1174450,7.670061,4888736,988700,10064076,0.3548,buy,1953688,4.477666,7257430,1316114,4046557,0.1427,buy,362027,10.844655,-10257,120499,4254196,0.15,buy,101267,29.625516,2546303,1254108,-7.35
2016-08-25,28253601,2,False,,9978652,0.3532,buy,1174450,7.670061,4888736,970549,10030394,0.355,buy,1953688,4.477666,7257430,1282433,4033886,0.1428,buy,362027,10.844655,-10257,107828,4210666,0.149,buy,101267,29.625516,2546303,1210579,-7.71
2016-08-26,28187262,2,False,,9938156,0.3526,buy,1174450,7.670061,4888736,930053,10061669,0.357,buy,1953688,4.477666,7257430,1313707,4027550,0.1429,buy,362027,10.844655,-10257,101493,4159885,0.1476,buy,101267,29.625516,2546303,1159798,-7.92
2016-08-29,28439254,2,False,,10033114,0.3528,buy,1174450,7.670061,4888736,1025011,10090541,0.3548,buy,1953688,4.477666,7257430,1342579,4037506,0.142,buy,362027,10.844655,-10257,111448,4278092,0.1504,buy,101267,29.625516,2546303,1278005,-7.1
2016-08-30,28234521,2,False,,9998203,0.3541,buy,1174450,7.670061,4888736,990100,10024377,0.355,buy,1953688,4.477666,7257430,1276415,3963291,0.1404,buy,362027,10.844655,-10257,37233,4248648,0.1505,buy,101267,29.625516,2546303,1248561,-7.77
2016-08-31,28144944,2,False,,9946536,0.3534,buy,1174450,7.670061,4888736,938433,9997912,0.3552,buy,1953688,4.477666,7257430,1249951,3949715,0.1403,buy,362027,10.844655,-10257,23657,4250779,0.151,buy,101267,29.625516,2546303,1250692,-8.06
2016-09-01,28242319,2,False,,9943742,0.3521,buy,1174450,7.670061,4888736,935639,10049642,0.3558,buy,1953688,4.477666,7257430,1301680,3975962,0.1408,buy,362027,10.844655,-10257,49904,4272971,0.1513,buy,101267,29.625516,2546303,1272884,-7.74
2016-09-02,28387930,2,False,,10031711,0.3534,buy,1174450,7.670061,4888736,1023609,10113399,0.3563,buy,1953688,4.477666,7257430,1365437,4048367,0.1426,buy,362027,10.844655,-10257,122309,4194451,0.1478,buy,101267,29.625516,2546303,1194364,-7.27
2016-09-06,28804210,2,False,,10094550,0.3505,buy,1174450,7.670061,4888736,1086447,10240910,0.3555,buy,1953688,4.477666,7257430,1492948,4201323,0.1459,buy,362027,10.844655,-10257,275265,4267424,0.1482,buy,101267,29.625516,2546303,1267337,-5.91
2016-09-07,28766721,2,False,,10095948,0.351,buy,1174450,7.670061,4888736,1087845,10257753,0.3566,buy,1953688,4.477666,7257430,1509791,4166931,0.1449,buy,362027,10.844655,-10257,240873,4246087,0.1476,buy,101267,29.625516,2546303,1246000,-6.03
2016-09-08,28442172,2,False,,10048472,0.3533,buy,1174450,7.670061,4888736,1040369,10133848,0.3563,buy,1953688,4.477666,7257430,1385886,4122582,0.1449,buy,362027,10.844655,-10257,196525,4137268,0.1455,buy,101267,29.625516,2546303,1137181,-7.09
2016-09-09,27249651,2,False,,9559732,0.3508,buy,1174450,7.670061,4888736,551629,9620179,0.353,buy,1953688,4.477666,7257430,872217,4066468,0.1492,buy,362027,10.844655,-10257,140410,4003271,0.1469,buy,101267,29.625516,2546303,1003183,-10.99
2016-09-12,27864897,2,False,,9837610,0.353,buy,1174450,7.670061,4888736,829507,9960622,0.3575,buy,1953688,4.477666,7257430,1212661,4057418,0.1456,buy,362027,10.844655,-10257,131360,4009245,0.1439,buy,101267,29.625516,2546303,1009158,-8.98
2016-09-13,27257734,2,False,,9554143,0.3505,buy,1174450,7.670061,4888736,546040,9789796,0.3592,buy,1953688,4.477666,7257430,1041834,3995873,0.1466,buy,362027,10.844655,-10257,69815,3917921,0.1437,buy,101267,29.625516,2546303,917834,-10.96
2016-09-14,27388271,2,False,,9538787,0.3483,buy,1174450,7.670061,4888736,530684,9888441,0.361,buy,1953688,4.477666,7257430,1140480,4031171,0.1472,buy,362027,10.844655,-10257,105113,3929870,0.1435,buy,101267,29.625516,2546303,929783,-10.53
2016-09-15,27810565,2,False,,9738470,0.3502,buy,1174450,7.670061,4888736,730367,10193998,0.3666,buy,1953688,4.477666,7257430,1446036,3975962,0.143,buy,362027,10.844655,-10257,49904,3902133,0.1403,buy,101267,29.625516,2546303,902046,-9.15
2016-09-16,27750108,2,False,,9658878,0.3481,buy,1174450,7.670061,4888736,650775,10180764,0.3669,buy,1953688,4.477666,7257430,1432802,3952430,0.1424,buy,362027,10.844655,-10257,26372,3958035,0.1426,buy,101267,29.625516,2546303,957948,-9.35
2016-09-19,27657334,2,False,,9661669,0.3493,buy,1174450,7.670061,4888736,653566,10089339,0.3648,buy,1953688,4.477666,7257430,1341377,3969626,0.1435,buy,362027,10.844655,-10257,43568,3936698,0.1423,buy,101267,29.625516,2546303,936611,-9.66
2016-09-20,27758379,2,False,,9664461,0.3482,buy,1174450,7.670061,4888736,656358,10126633,0.3648,buy,1953688,4.477666,7257430,1378671,3975962,0.1432,buy,362027,10.844655,-10257,49904,3991321,0.1438,buy,101267,29.625516,2546303,991234,-9.33
2016-09-21,28326474,2,False,,9872850,0.3485,buy,1174450,7.670061,4888736,864747,10322715,0.3644,buy,1953688,4.477666,7257430,1574753,4097241,0.1446,buy,362027,10.844655,-10257,171183,4033667,0.1424,buy,101267,29.625516,2546303,1033580,-7.47
2016-09-22,28700550,2,False,,10002826,0.3485,buy,1174450,7.670061,4888736,994723,10491131,0.3655,buy,1953688,4.477666,7257430,1743169,4113532,0.1433,buy,362027,10.844655,-10257,187474,4093060,0.1426,buy,101267,29.625516,2546303,1092973,-6.25
2016-09-23,28453286,2,False,,9891015,0.3476,buy,1174450,7.670061,4888736,882912,10353992,0.3639,buy,1953688,4.477666,7257430,1606030,4120772,0.1448,buy,362027,10.844655,-10257,194714,4087505,0.1437,buy,101267,29.625516,2546303,1087418,-7.06
2016-09-26,28150749,2,False,,9733085,0.3457,buy,1174450,7.670061,4888736,724982,10183171,0.3617,buy,1953688,4.477666,7257430,1435209,4108101,0.1459,buy,362027,10.844655,-10257,182044,4126390,0.1466,buy,101267,29.625516,2546303,1126302,-8.04
2016-09-27,28464837,2,False,,9851886,0.3461,buy,1174450,7.670061,4888736,843783,10380458,0.3647,buy,1953688,4.477666,7257430,1632496,4049272,0.1423,buy,362027,10.844655,-10257,123214,4183219,0.147,buy,101267,29.625516,2546303,1183132,-7.02
2016-09-28,28558575,2,False,,9949720,0.3484,buy,1174450,7.670061,4888736,941617,10420155,0.3649,buy,1953688,4.477666,7257430,1672193,4014879,0.1406,buy,362027,10.844655,-10257,88822,4173819,0.1461,buy,101267,29.625516,2546303,1173732,-6.71
2016-09-29,28251967,2,False,,9772218,0.3459,buy,1174450,7.670061,4888736,764115,10262567,0.3633,buy,1953688,4.477666,7257430,1514605,4027550,0.1426,buy,362027,10.844655,-10257,101493,4189630,0.1483,buy,101267,29.625516,2546303,1189543,-7.71
2016-09-30,28460889,2,False,,9918971,0.3485,buy,1174450,7.670061,4888736,910868,10410533,0.3658,buy,1953688,4.477666,7257430,1662572,3983202,0.14,buy,362027,10.844655,-10257,57144,4148181,0.1458,buy,101267,29.625516,2546303,1148093,-7.03
2016-10-03,28300347,2,False,,9861668,0.3485,buy,1174450,7.670061,4888736,853565,10385268,0.367,buy,1953688,4.477666,7257430,1637306,3964196,0.1401,buy,362027,10.844655,-10257,38138,4089214,0.1445,buy,101267,29.625516,2546303,1089127,-7.56
2016-10-04,27816454,2,False,,9775015,0.3514,buy,1174450,7.670061,4888736,766913,10357600,0.3724,buy,1953688,4.477666,7257430,1609638,3689055,0.1326,buy,362027,10.844655,-10257,-237003,3994782,0.1436,buy,101267,29.625516,2546303,994695,-9.14
2016-10-05,27937774,2,False,,9853280,0.3527,buy,1174450,7.670061,4888736,845177,10426169,0.3732,buy,1953688,4.477666,7257430,1678207,3683625,0.1319,buy,362027,10.844655,-10257,-242433,3974700,0.1423,buy,101267,29.625516,2546303,974612,-8.74
2016-10-06,27812914,2,False,,9870048,0.3549,buy,1174450,7.670061,4888736,861945,10418954,0.3746,buy,1953688,4.477666,7257430,1670992,3610314,0.1298,buy,362027,10.844655,-10257,-315744,3913596,0.1407,buy,101267,29.625516,2546303,913509,-9.15
2016-10-07,27708735,2,False,,9797375,0.3536,buy,1174450,7.670061,4888736,789272,10372038,0.3743,buy,1953688,4.477666,7257430,1624076,3618460,0.1306,buy,362027,10.844655,-10257,-307598,3920861,0.1415,buy,101267,29.625516,2546303,920774,-9.49
2016-10-10,27892048,2,False,,9895210,0.3548,buy,1174450,7.670061,4888736,887107,10495943,0.3763,buy,1953688,4.477666,7257430,1747981,3641992,0.1306,buy,362027,10.844655,-10257,-284066,3858902,0.1384,buy,101267,29.625516,2546303,858815,-8.89
2016-10-11,27296596,2,False,,9654821,0.3537,buy,1174450,7.670061,4888736,646718,10193998,0.3735,buy,1953688,4.477666,7257430,1446036,3601264,0.1319,buy,362027,10.844655,-10257,-324794,3846511,0.1409,buy,101267,29.625516,2546303,846424,-10.83
2016-10-12,27339021,2,False,,9675785,0.3539,buy,1174450,7.670061,4888736,667682,10186777,0.3726,buy,1953688,4.477666,7257430,1438816,3617555,0.1323,buy,362027,10.844655,-10257,-308503,3858902,0.1411,buy,101267,29.625516,2546303,858815,-10.7
2016-10-13,27240687,2,False,,9608698,0.3527,buy,1174450,7.670061,4888736,600595,10113399,0.3713,buy,1953688,4.477666,7257430,1365437,3637466,0.1335,buy,362027,10.844655,-10257,-288592,3881122,0.1425,buy,101267,29.625516,2546303,881034,-11.02
2016-10-14,27138484,2,False,,9618480,0.3544,buy,1174450,7.670061,4888736,610377,10129034,0.3732,buy,1953688,4.477666,7257430,1381072,3594023,0.1324,buy,362027,10.844655,-10257,-332035,3796945,0.1399,buy,101267,29.625516,2546303,796857,-11.35
2016-10-17,27084164,2,False,,9555585,0.3528,buy,1174450,7.670061,4888736,547482,10077306,0.3721,buy,1953688,4.477666,7257430,1329345,3610314,0.1333,buy,362027,10.844655,-10257,-315744,3840957,0.1418,buy,101267,29.625516,2546303,840870,-11.53
2016-10-18,27426291,2,False,,9663205,0.3523,buy,1174450,7.670061,4888736,655103,10255348,0.3739,buy,1953688,4.477666,7257430,1507386,3657378,0.1334,buy,362027,10.844655,-10257,-268680,3850358,0.1404,buy,101267,29.625516,2546303,850270,-10.41
2016-10-19,27514353,2,False,,9710724,0.3529,buy,1174450,7.670061,4888736,702621,10249334,0.3725,buy,1953688,4.477666,7257430,1501373,3695391,0.1343,buy,362027,10.844655,-10257,-230667,3858902,0.1403,buy,101267,29.625516,2546303,858815,-10.12
2016-10-20,27452466,2,False,,9682771,0.3527,buy,1174450,7.670061,4888736,674668,10230083,0.3726,buy,1953688,4.477666,7257430,1482121,3677289,0.134,buy,362027,10.844655,-10257,-248769,3862321,0.1407,buy,101267,29.625516,2546303,862234,-10.32
2016-10-21,27555910,2,False,,9685567,0.3515,buy,1174450,7.670061,4888736,677464,10307078,0.374,buy,1953688,4.477666,7257430,1559116,3680004,0.1335,buy,362027,10.844655,-10257,-246053,3883259,0.1409,buy,101267,29.625516,2546303,883171,-9.99
2016-10-24,27833569,2,False,,9765232,0.3508,buy,1174450,7.670061,4888736,757129,10553686,0.3792,buy,1953688,4.477666,7257430,1805724,3666428,0.1317,buy,362027,10.844655,-10257,-259629,3848220,0.1383,buy,101267,29.625516,2546303,848133,-9.08
2016-10-25,27777815,2,False,,9706533,0.3494,buy,1174450,7.670061,4888736,698430,10480305,0.3773,buy,1953688,4.477666,7257430,1732344,3732498,0.1344,buy,362027,10.844655,-10257,-193559,3858476,0.1389,buy,101267,29.625516,2546303,858389,-9.26
2016-10-26,27495547,2,False,,9664601,0.3515,buy,1174450,7.670061,4888736,656498,10344368,0.3762,buy,1953688,4.477666,7257430,1596406,3676384,0.1337,buy,362027,10.844655,-10257,-249674,3810193,0.1386,buy,101267,29.625516,2546303,810105,-10.18
2016-10-27,27302065,2,False,,9617081,0.3522,buy,1174450,7.670061,4888736,608978,10252945,0.3755,buy,1953688,4.477666,7257430,1504983,3694486,0.1353,buy,362027,10.844655,-10257,-231572,3737552,0.1369,buy,101267,29.625516,2546303,737465,-10.82
2016-10-28,27133354,2,False,,9556981,0.3522,buy,1174450,7.670061,4888736,548878,10110992,0.3726,buy,1953688,4.477666,7257430,1363030,3756030,0.1384,buy,362027,10.844655,-10257,-170028,3709349,0.1367,buy,101267,29.625516,2546303,709262,-11.37
2016-10-31,27137371,2,False,,9554186,0.3521,buy,1174450,7.670061,4888736,546083,10091742,0.3719,buy,1953688,4.477666,7257430,1343780,3740644,0.1378,buy,362027,10.844655,-10257,-185414,3750797,0.1382,buy,101267,29.625516,2546303,750710,-11.35
2016-11-01,26922832,2,False,,9422812,0.35,buy,1174450,7.670061,4888736,414709,9947386,0.3695,buy,1953688,4.477666,7257430,1199424,3795853,0.141,buy,362027,10.844655,-10257,-130205,3756778,0.1395,buy,101267,29.625516,2546303,756691,-12.05
2016-11-02,26734500,2,False,,9304012,0.348,buy,1174450,7.670061,4888736,295909,9782581,0.3659,buy,1953688,4.477666,7257430,1034619,3849252,0.144,buy,362027,10.844655,-10257,-76806,3798654,0.1421,buy,101267,29.625516,2546303,798567,-12.67
2016-11-03,26444552,2,False,,9218757,0.3486,buy,1174450,7.670061,4888736,210654,9594917,0.3628,buy,1953688,4.477666,7257430,846956,3896316,0.1473,buy,362027,10.844655,-10257,-29742,3734560,0.1412,buy,101267,29.625516,2546303,734473,-13.62
2016-11-04,26413049,2,False,,9193602,0.3481,buy,1174450,7.670061,4888736,185499,9521535,0.3605,buy,1953688,4.477666,7257430,773573,3895411,0.1475,buy,362027,10.844655,-10257,-30647,3802500,0.144,buy,101267,29.625516,2546303,802413,-13.72
2016-11-07,27057693,2,False,,9593323,0.3546,buy,1174450,7.670061,4888736,585220,9982273,0.3689,buy,1953688,4.477666,7257430,1234311,3756935,0.1388,buy,362027,10.844655,-10257,-169123,3725159,0.1377,buy,101267,29.625516,2546303,725072,-11.61
2016-11-08,27210093,2,False,,9679975,0.3557,buy,1174450,7.670061,4888736,671873,10110992,0.3716,buy,1953688,4.477666,7257430,1363030,3723448,0.1368,buy,362027,10.844655,-10257,-202610,3695676,0.1358,buy,101267,29.625516,2546303,695589,-11.12
2016-11-09,27198144,2,False,,9896606,0.3639,buy,1174450,7.670061,4888736,888503,10196401,0.3749,buy,1953688,4.477666,7257430,1448439,3717112,0.1367,buy,362027,10.844655,-10257,-208946,3388022,0.1246,buy,101267,29.625516,2546303,387935,-11.16
2016-11-10,26698872,2,False,,9939935,0.3723,buy,1174450,7.670061,4888736,931832,9865587,0.3695,buy,1953688,4.477666,7257430,1117625,3604884,0.135,buy,362027,10.844655,-10257,-321174,3288464,0.1232,buy,101267,29.625516,2546303,288377,-12.79
2016-11-11,26467496,2,False,,9895210,0.3739,buy,1174450,7.670061,4888736,887107,9876411,0.3732,buy,1953688,4.477666,7257430,1128449,3442877,0.1301,buy,362027,10.844655,-10257,-483181,3252997,0.1229,buy,101267,29.625516,2546303,252910,-13.54
2016-11-14,26196081,2,False,,9911980,0.3784,buy,1174450,7.670061,4888736,903877,9679123,0.3695,buy,1953688,4.477666,7257430,931162,3391288,0.1295,buy,362027,10.844655,-10257,-534770,3213688,0.1227,buy,101267,29.625516,2546303,213601,-14.43
2016-11-15,26688692,2,False,,10062925,0.377,buy,1174450,7.670061,4888736,1054822,9948590,0.3728,buy,1953688,4.477666,7257430,1200628,3444687,0.1291,buy,362027,10.844655,-10257,-481371,3232489,0.1211,buy,101267,29.625516,2546303,232402,-12.82
2016-11-16,26820341,2,False,,10027990,0.3739,buy,1174450,7.670061,4888736,1019887,10062873,0.3752,buy,1953688,4.477666,7257430,1314911,3424775,0.1277,buy,362027,10.844655,-10257,-501282,3304701,0.1232,buy,101267,29.625516,2546303,304614,-12.39
2016-11-17,26940251,2,False,,10131411,0.3761,buy,1174450,7.670061,4888736,1123308,10207231,0.3789,buy,1953688,4.477666,7257430,1459269,3392193,0.1259,buy,362027,10.844655,-10257,-533865,3209415,0.1191,buy,101267,29.625516,2546303,209327,-12.0
2016-11-18,26718000,7,True,daily,9385842,0.3513,buy,1092847,7.670061,4965157,1003639,9360072,0.3503,buy,1804513,4.477666,7367614,1280066,3972621,0.1487,buy,431924,10.591899,-10257,-602274,3999458,0.1497,buy,127297,30.100523,2546303,167752,-12.72
2016-11-21,27088032,7,False,,9518496,0.3514,buy,1092847,7.670061,4965157,1136293,9548963,0.3525,buy,1804513,4.477666,7367614,1468957,4000696,0.1477,buy,431924,10.591899,-10257,-574199,4019870,0.1484,buy,127297,30.100523,2546303,188163,-11.52
2016-11-22,27197760,7,False,,9560112,0.3515,buy,1092847,7.670061,4965157,1177909,9611185,0.3534,buy,1804513,4.477666,7367614,1531179,3997457,0.147,buy,431924,10.591899,-10257,-577439,4029000,0.1481,buy,127297,30.100523,2546303,197294,-11.16
2016-11-23,26951791,7,False,,9570514,0.3551,buy,1092847,7.670061,4965157,1188311,9533406,0.3537,buy,1804513,4.477666,7367614,1453400,3840884,0.1425,buy,431924,10.591899,-10257,-734011,4006979,0.1487,buy,127297,30.100523,2546303,175273,-11.96
2016-11-25,27027484,7,False,,9640744,0.3567,buy,1092847,7.670061,4965157,1258541,9592295,0.3549,buy,1804513,4.477666,7367614,1512289,3792293,0.1403,buy,431924,10.591899,-10257,-782603,4002145,0.1481,buy,127297,30.100523,2546303,170439,-11.71
2016-11-28,27045363,7,False,,9557513,0.3534,buy,1092847,7.670061,4965157,1175310,9551186,0.3532,buy,1804513,4.477666,7367614,1471180,3873278,0.1432,buy,431924,10.591899,-10257,-701617,4063379,0.1502,buy,127297,30.100523,2546303,231672,-11.65
2016-11-29,27140256,7,False,,9588723,0.3533,buy,1092847,7.670061,4965157,1206520,9614517,0.3543,buy,1804513,4.477666,7367614,1534511,3837645,0.1414,buy,431924,10.591899,-10257,-737251,4099365,0.151,buy,127297,30.100523,2546303,267658,-11.34
2016-11-30,26617676,7,False,,9532803,0.3581,buy,1092847,7.670061,4965157,1150600,9374515,0.3522,buy,1804513,4.477666,7367614,1294509,3735063,0.1403,buy,431924,10.591899,-10257,-839833,3975288,0.1493,buy,127297,30.100523,2546303,143582,-13.05
2016-12-01,26127973,7,False,,9461270,0.3621,buy,1092847,7.670061,4965157,1079067,9060070,0.3468,buy,1804513,4.477666,7367614,980064,3723185,0.1425,buy,431924,10.591899,-10257,-851710,3883441,0.1486,buy,127297,30.100523,2546303,51734,-14.65
2016-12-02,26246738,7,False,,9476883,0.3611,buy,1092847,7.670061,4965157,1094680,9087849,0.3462,buy,1804513,4.477666,7367614,1007843,3757739,0.1432,buy,431924,10.591899,-10257,-817156,3924261,0.1495,buy,127297,30.100523,2546303,92554,-14.26
2016-12-05,26458061,7,False,,9588723,0.3624,buy,1092847,7.670061,4965157,1206520,9227850,0.3488,buy,1804513,4.477666,7367614,1147844,3712387,0.1403,buy,431924,10.591899,-10257,-862509,3929094,0.1485,buy,127297,30.100523,2546303,97388,-13.57
2016-12-06,26560708,7,False,,9651153,0.3634,buy,1092847,7.670061,4965157,1268950,9275626,0.3492,buy,1804513,4.477666,7367614,1195620,3704828,0.1395,buy,431924,10.591899,-10257,-870067,3929094,0.1479,buy,127297,30.100523,2546303,97388,-13.24
2016-12-07,27127512,7,False,,9896946,0.3648,buy,1092847,7.670061,4965157,1514743,9507849,0.3505,buy,1804513,4.477666,7367614,1427843,3736143,0.1377,buy,431924,10.591899,-10257,-838753,3986568,0.147,buy,127297,30.100523,2546303,154862,-11.39
2016-12-08,27116444,7,False,,9954168,0.3671,buy,1092847,7.670061,4965157,1571966,9540074,0.3518,buy,1804513,4.477666,7367614,1460068,3722105,0.1373,buy,431924,10.591899,-10257,-852790,3900090,0.1438,buy,127297,30.100523,2546303,68384,-11.42
2016-12-09,27198128,7,False,,10067314,0.3701,buy,1092847,7.670061,4965157,1685111,9688961,0.3562,buy,1804513,4.477666,7367614,1608955,3642199,0.1339,buy,431924,10.591899,-10257,-932696,3799647,0.1397,buy,127297,30.100523,2546303,-32059,-11.16
2016-12-12,27123809,7,False,,10045206,0.3703,buy,1092847,7.670061,4965157,1663003,9600076,0.3539,buy,1804513,4.477666,7367614,1520070,3671354,0.1354,buy,431924,10.591899,-10257,-903541,3807166,0.1404,buy,127297,30.100523,2546303,-24540,-11.4
2016-12-13,27516767,7,False,,10180460,0.37,buy,1092847,7.670061,4965157,1798257,9843411,0.3577,buy,1804513,4.477666,7367614,1763405,3645439,0.1325,buy,431924,10.591899,-10257,-929457,3847451,0.1398,buy,127297,30.100523,2546303,15744,-10.11
2016-12-14,27127204,7,False,,10015295,0.3692,buy,1092847,7.670061,4965157,1633092,9798964,0.3612,buy,1804513,4.477666,7367614,1718958,3538537,0.1304,buy,431924,10.591899,-10257,-1036358,3774401,0.1391,buy,127297,30.100523,2546303,-57305,-11.39
2016-12-15,27136118,7,False,,10088123,0.3718,buy,1092847,7.670061,4965157,1705920,9830077,0.3623,buy,1804513,4.477666,7367614,1750071,3442434,0.1269,buy,431924,10.591899,-10257,-1132461,3775477,0.1391,buy,127297,30.100523,2546303,-56230,-11.36
2016-12-16,27120880,7,False,,10058212,0.3709,buy,1092847,7.670061,4965157,1676009,9764519,0.36,buy,1804513,4.477666,7367614,1684513,3481307,0.1284,buy,431924,10.591899,-10257,-1093588,3816835,0.1407,buy,127297,30.100523,2546303,-14871,-11.41
2016-12-19,27315698,7,False,,10090721,0.3694,buy,1092847,7.670061,4965157,1708518,9842298,0.3603,buy,1804513,4.477666,7367614,1762292,3520181,0.1289,buy,431924,10.591899,-10257,-1054715,3862493,0.1414,buy,127297,30.100523,2546303,30786,-10.77
2016-12-20,27363019,7,False,,10167455,0.3716,buy,1092847,7.670061,4965157,1785252,9918966,0.3625,buy,1804513,4.477666,7367614,1838960,3468350,0.1268,buy,431924,10.591899,-10257,-1106546,3808241,0.1392,buy,127297,30.100523,2546303,-23465,-10.62
2016-12-21,27354227,7,False,,10122400,0.37,buy,1092847,7.670061,4965157,1740197,9897729,0.3618,buy,1804513,4.477666,7367614,1817723,3473749,0.127,buy,431924,10.591899,-10257,-1101147,3860343,0.1411,buy,127297,30.100523,2546303,28636,-10.65
2016-12-22,27221722,7,False,,10085942,0.3705,buy,1092847,7.670061,4965157,1703739,9841025,0.3615,buy,1804513,4.477666,7367614,1761019,3447833,0.1267,buy,431924,10.591899,-10257,-1127062,3846915,0.1413,buy,127297,30.100523,2546303,15208,-11.08
2016-12-23,27288312,7,False,,10110682,0.3705,buy,1092847,7.670061,4965157,1728479,9852143,0.361,buy,1804513,4.477666,7367614,1772137,3470509,0.1272,buy,431924,10.591899,-10257,-1104386,3854971,0.1413,buy,127297,30.100523,2546303,23265,-10.86
2016-12-27,27454262,7,False,,10158861,0.37,buy,1092847,7.670061,4965157,1776658,9961103,0.3628,buy,1804513,4.477666,7367614,1881097,3512622,0.1279,buy,431924,10.591899,-10257,-1062273,3821669,0.1392,buy,127297,30.100523,2546303,-10037,-10.32
2016-12-28,27217198,7,False,,9997404,0.3673,buy,1092847,7.670061,4965157,1615201,9803223,0.3602,buy,1804513,4.477666,7367614,1723217,3530979,0.1297,buy,431924,10.591899,-10257,-1043917,3885587,0.1428,buy,127297,30.100523,2546303,53880,-11.09
2016-12-29,27279167,7,False,,9986984,0.3661,buy,1092847,7.670061,4965157,1604782,9769866,0.3581,buy,1804513,4.477666,7367614,1689860,3621683,0.1328,buy,431924,10.591899,-10257,-953213,3900627,0.143,buy,127297,30.100523,2546303,68920,-10.89
2016-12-30,26996451,7,False,,9914069,0.3672,buy,1092847,7.670061,4965157,1531866,9575293,0.3547,buy,1804513,4.477666,7367614,1495287,3584969,0.1328,buy,431924,10.591899,-10257,-989926,3922113,0.1453,buy,127297,30.100523,2546303,90407,-11.81
2017-01-03,27396281,7,False,,10059905,0.3672,buy,1092847,7.670061,4965157,1677702,9740960,0.3556,buy,1804513,4.477666,7367614,1660954,3631401,0.1326,buy,431924,10.591899,-10257,-943494,3964008,0.1447,buy,127297,30.100523,2546303,132302,-10.51
2017-01-04,27672458,23,True,monthly,9701868,0.3506,buy,1041683,7.670061,5043930,1712096,9689194,0.3501,buy,1776271,4.477666,7393412,1735646,4139246,0.1496,buy,487831,10.357957,-10257,-913686,4142127,0.1497,buy,131962,30.138322,2546303,165013,-9.61
2017-01-05,27985382,23,False,,9684495,0.3461,buy,1041683,7.670061,5043930,1694723,9797545,0.3501,buy,1776271,4.477666,7393412,1843997,4264863,0.1524,buy,487831,10.357957,-10257,-788070,4238457,0.1515,buy,131962,30.138322,2546303,261343,-8.58
2017-01-06,28093820,23,False,,9755237,0.3472,buy,1041683,7.670061,5043930,1765465,9969374,0.3549,buy,1776271,4.477666,7393412,2015827,4201444,0.1496,buy,487831,10.357957,-10257,-851488,4167740,0.1484,buy,131962,30.138322,2546303,190627,-8.23
2017-01-09,28224820,23,False,,9690698,0.3433,buy,1041683,7.670061,5043930,1700926,10036135,0.3556,buy,1776271,4.477666,7393412,2082588,4267302,0.1512,buy,487831,10.357957,-10257,-785631,4230662,0.1499,buy,131962,30.138322,2546303,253549,-7.8
2017-01-10,28299625,23,False,,9689459,0.3424,buy,1041683,7.670061,5043930,1699687,10079913,0.3562,buy,1776271,4.477666,7393412,2126366,4299011,0.1519,buy,487831,10.357957,-10257,-753922,4231218,0.1495,buy,131962,30.138322,2546303,254105,-7.56
2017-01-11,28513716,23,False,,9742824,0.3417,buy,1041683,7.670061,5043930,1753052,10126976,0.3552,buy,1776271,4.477666,7393412,2173428,4331939,0.1519,buy,487831,10.357957,-10257,-720993,4311954,0.1512,buy,131962,30.138322,2546303,334841,-6.86
2017-01-12,28397640,23,False,,9698146,0.3415,buy,1041683,7.670061,5043930,1708374,10096331,0.3555,buy,1776271,4.477666,7393412,2142784,4356331,0.1534,buy,487831,10.357957,-10257,-696601,4246808,0.1495,buy,131962,30.138322,2546303,269695,-7.24
2017-01-13,28490678,23,False,,9739103,0.3418,buy,1041683,7.670061,5043930,1749331,10168565,0.3569,buy,1776271,4.477666,7393412,2215018,4380722,0.1538,buy,487831,10.357957,-10257,-672210,4202264,0.1475,buy,131962,30.138322,2546303,225151,-6.93
2017-01-17,28576886,23,False,,9669601,0.3384,buy,1041683,7.670061,5043930,1679829,10105087,0.3536,buy,1776271,4.477666,7393412,2151539,4500241,0.1575,buy,487831,10.357957,-10257,-552691,4301934,0.1505,buy,131962,30.138322,2546303,324821,-6.65
2017-01-18,28461690,23,False,,9710556,0.3412,buy,1041683,7.670061,5043930,1720784,10151053,0.3567,buy,1776271,4.477666,7393412,2197505,4423408,0.1554,buy,487831,10.357957,-10257,-629525,4176650,0.1467,buy,131962,30.138322,2546303,199536,-7.03
2017-01-19,28324275,23,False,,9643538,0.3405,buy,1041683,7.670061,5043930,1653766,10134640,0.3578,buy,1776271,4.477666,7393412,2181093,4417310,0.156,buy,487831,10.357957,-10257,-635623,4128764,0.1458,buy,131962,30.138322,2546303,151651,-7.48
