Date,Open,High,Low,Close,ma_200
1999-03-10,43.12706,43.153421,42.415305,43.074337,43.074337
1999-03-11,43.390659,43.641091,42.441653,43.285213,43.076435
1999-03-12,43.127073,43.153434,41.888092,42.230789,43.068021
1999-03-15,42.547099,43.496105,42.098957,43.443382,43.071756
1999-03-16,43.62794,43.996999,43.153437,43.812469,43.079126
1999-03-17,43.812444,43.865167,43.364303,43.496109,43.083275
1999-03-18,43.443404,44.366049,43.430223,44.339687,43.095777
1999-03-19,44.919634,44.919634,43.179789,43.20615,43.096875
1999-03-22,43.390668,43.496113,42.599829,42.678913,43.092716
1999-03-23,42.441664,42.599832,41.097239,41.176323,43.073648
1999-03-24,41.545389,42.59984,40.912718,42.573479,43.068671
1999-03-25,43.232512,44.128796,42.949128,44.128796,43.079219
1999-03-26,43.759738,44.260603,43.469764,43.654293,43.084941
1999-03-29,44.181514,45.262327,43.917901,45.235966,43.106345
1999-03-30,45.183245,45.552303,44.735103,44.919632,43.124387
1999-03-31,45.657749,45.710472,44.128795,44.260601,43.135693
1999-04-01,45.552308,45.605031,44.445134,45.18325,43.156067
1999-04-05,45.914772,46.883549,45.631388,46.817646,43.1925
1999-04-06,46.76491,47.423942,46.369491,46.909897,43.229489
1999-04-07,47.344883,47.450328,45.420508,46.422237,43.261258
1999-04-08,46.343141,47.015354,45.394134,46.791283,43.296383
1999-04-09,46.71218,47.186683,46.580374,47.081238,43.334043
1999-04-12,45.974092,47.081266,45.921369,46.764931,43.368181
1999-04-13,47.054873,47.160319,45.763171,46.132229,43.395684
1999-04-14,46.712189,46.764911,44.293541,44.550564,43.407175
1999-04-15,44.708738,45.229373,43.127061,45.156879,43.424585
1999-04-16,45.051429,45.051429,43.601558,43.83881,43.428707
1999-04-19,44.128797,44.497855,41.341091,41.782642,43.412328
1999-04-20,41.598108,43.07434,41.202689,42.731644,43.405555
1999-04-21,43.127047,44.866892,42.547099,44.84053,43.419834
1999-04-22,45.262331,46.184976,44.965766,46.053169,43.446036
1999-04-23,45.815916,47.002174,45.341413,46.659477,43.47801
1999-04-26,46.975813,48.082987,46.824235,47.7337,43.520356
1999-04-27,48.082979,48.320231,46.402448,47.002167,43.555
1999-04-28,46.60675,46.764917,45.189831,45.394131,43.5733
1999-04-29,45.183246,45.446858,44.076071,45.025078,43.587746
1999-04-30,45.657753,45.895004,43.707017,45.315056,43.604933
1999-05-03,45.183238,45.367767,44.319906,45.077793,43.619588
1999-05-04,45.156878,45.868632,44.102426,44.366039,43.627016
1999-05-05,44.392389,45.710453,43.047964,45.710453,43.647746
1999-05-06,45.288686,45.684105,43.627925,44.049706,43.651746
1999-05-07,44.445125,44.814183,43.496119,44.682377,43.662001
1999-05-10,44.97236,45.433682,44.445134,45.130527,43.676613
1999-05-11,45.499588,46.079537,45.235975,45.842285,43.698162
1999-05-12,46.053167,46.94945,44.708741,46.791283,43.72894
1999-05-13,47.160337,47.23942,45.710466,45.921356,43.750755
1999-05-14,45.025072,45.552298,44.708737,45.051434,43.763697
1999-05-17,44.656024,46.00045,44.214472,45.862053,43.784576
1999-05-18,45.815925,46.079537,45.130531,45.657757,43.803215
1999-05-19,45.842279,46.316782,45.130524,46.290421,43.827963
1999-05-20,46.389285,46.389285,44.946004,45.018497,43.839809
1999-05-21,45.156874,45.28868,44.366035,44.603287,43.847406
1999-05-24,44.682388,44.761472,43.179794,43.469769,43.843648
1999-05-25,43.417036,44.049707,41.86172,42.046249,43.825764
1999-05-26,42.599843,43.390682,41.281779,43.219334,43.819729
1999-05-27,43.047992,43.805879,42.494405,43.179798,43.813362
