이평기간,버퍼존,유지일,조정기간,수익률,CAGR,MDD,거래수,승률,최종자본
100,0.02,3,0,473.83,6.74,-48.88,45,46.67,57383405.68
150,0.01,3,10,470.0,6.72,-56.0,36,44.44,57000479.68
100,0.01,3,10,469.58,6.71,-46.71,44,45.45,56958138.39
150,0.01,1,0,469.21,6.71,-64.54,55,34.55,56921178.59
100,0.01,4,4,469.05,6.71,-49.24,48,47.92,56904855.08
150,0.01,2,12,468.89,6.71,-55.04,36,44.44,56888869.88
100,0.01,1,12,468.86,6.71,-48.18,44,45.45,56886485.69
150,0.01,3,0,468.0,6.7,-54.0,46,39.13,56799806.35
100,0.01,4,10,464.4,6.68,-47.87,43,46.51,56440290.73
100,0.01,3,8,463.85,6.67,-46.71,45,46.67,56385306.6
100,0.02,1,12,457.63,6.63,-54.78,38,44.74,55762941.99
100,0.01,3,2,457.5,6.63,-43.84,54,50.0,55750029.8
100,0.01,5,4,457.38,6.63,-48.32,47,51.06,55738303.64
100,0.01,3,4,456.97,6.62,-47.49,50,50.0,55697321.96
100,0.02,5,2,454.91,6.61,-51.13,39,48.72,55490797.72
100,0.02,3,2,454.0,6.6,-51.84,44,47.73,55400369.89
100,0.01,2,10,451.66,6.59,-47.08,46,45.65,55165548.29
100,0.03,4,8,450.1,6.57,-47.78,31,51.61,55010481.35
100,0.02,4,10,450.03,6.57,-48.9,36,44.44,55002959.32
150,0.01,0,0,446.14,6.55,-68.98,66,31.82,54613912.37
100,0.02,4,12,441.27,6.51,-52.08,34,47.06,54126814.07
100,0.02,1,10,440.69,6.51,-48.78,40,47.5,54068603.59
100,0.01,2,6,439.67,6.5,-47.08,49,48.98,53967492.87
100,0.02,3,10,438.89,6.49,-48.52,38,47.37,53888650.29
100,0.01,5,12,435.28,6.47,-48.41,38,50.0,53528087.79
100,0.03,5,0,433.03,6.45,-53.29,34,47.06,53302665.69
100,0.01,3,0,428.34,6.41,-40.15,64,42.19,52833613.51
150,0.02,0,0,425.04,6.39,-69.52,47,34.04,52504028.98
100,0.01,4,2,424.6,6.39,-45.55,51,50.98,52460323.38
100,0.03,2,12,422.2,6.37,-54.03,31,51.61,52219950.31
100,0.03,2,10,420.61,6.36,-52.75,32,50.0,52061457.6
100,0.01,2,2,420.55,6.35,-43.76,57,50.88,52055443.71
150,0.01,0,12,419.19,6.34,-68.5,43,37.21,51918546.43
150,0.01,1,10,418.41,6.34,-63.1,41,41.46,51841476.03
100,0.01,5,0,418.29,6.34,-44.0,59,47.46,51829265.09
100,0.01,3,6,417.81,6.33,-46.71,48,47.92,51781030.81
100,0.03,5,2,416.97,6.33,-52.38,33,48.48,51696578.76
100,0.01,4,12,415.31,6.31,-49.79,40,47.5,51531112.56
100,0.01,4,6,412.92,6.3,-47.87,47,48.94,51292331.75
100,0.02,3,12,409.26,6.27,-53.05,36,44.44,50926266.71
150,0.01,2,10,404.88,6.23,-60.06,38,44.74,50487823.51
100,0.01,2,8,401.01,6.2,-47.08,48,47.92,50101458.94
100,0.02,5,10,399.82,6.19,-51.47,35,51.43,49981556.16
100,0.01,5,10,395.75,6.16,-47.93,42,47.62,49575150.74
100,0.01,2,12,395.14,6.16,-47.85,44,43.18,49514443.52
100,0.02,5,0,391.64,6.13,-52.68,42,45.24,49163787.22
100,0.03,5,12,386.13,6.08,-59.47,28,50.0,48612990.6
100,0.01,2,0,382.01,6.05,-42.8,68,41.18,48201470.47
100,0.01,5,6,380.99,6.04,-47.93,46,47.83,48098588.24
100,0.01,4,8,378.19,6.02,-47.87,45,46.67,47819173.07
100,0.01,2,4,378.07,6.02,-47.83,52,48.08,47807373.89
100,0.03,5,6,370.84,5.96,-54.61,31,48.39,47083841.21
150,0.01,1,12,365.65,5.91,-64.5,40,37.5,46564954.46
100,0.03,5,4,360.69,5.87,-53.62,32,50.0,46068974.95
100,0.01,5,8,351.03,5.79,-47.93,44,47.73,45103027.62
100,0.01,5,2,348.06,5.76,-50.0,52,51.92,44805631.06
100,0.03,5,8,313.95,5.45,-54.67,31,48.39,41395025.84
100,0.03,4,10,304.94,5.36,-51.58,31,45.16,40494233.14
100,0.03,5,10,236.36,4.63,-58.56,31,41.94,33636043.29
