이평기간,버퍼존,유지일,조정기간,수익률,CAGR,MDD,거래수,승률,최종자본
250,0.05,0,8,952.14,9.19,-42.84,15,73.33,105213777.34
250,0.05,0,6,952.14,9.19,-42.84,15,73.33,105213777.34
250,0.01,1,12,948.38,9.17,-44.33,28,46.43,104837533.56
200,0.03,4,8,947.61,9.17,-51.31,20,65.0,104761142.93
200,0.02,2,2,947.57,9.17,-43.75,26,50.0,104756512.47
200,0.01,5,10,946.23,9.16,-44.37,27,51.85,104622901.3
150,0.03,3,0,944.12,9.16,-48.96,24,54.17,104411653.9
100,0.04,0,10,943.62,9.15,-54.6,25,52.0,104361915.61
200,0.02,0,4,941.57,9.15,-54.21,29,44.83,104157201.58
250,0.01,4,6,941.35,9.14,-48.88,26,53.85,104134519.49
200,0.04,3,0,941.06,9.14,-48.25,20,60.0,104106420.77
200,0.01,5,6,940.29,9.14,-44.37,27,55.56,104029122.9
250,0.05,0,10,940.27,9.14,-42.84,15,73.33,104027419.52
250,0.05,0,12,940.27,9.14,-42.84,15,73.33,104027419.52
150,0.03,0,6,939.36,9.14,-62.3,26,50.0,103936337.98
200,0.03,4,10,938.95,9.14,-51.31,20,65.0,103894794.5
250,0.02,4,0,938.68,9.13,-45.65,24,54.17,103868218.71
250,0.02,1,10,937.69,9.13,-39.47,25,52.0,103768536.41
200,0.03,1,10,936.76,9.13,-57.61,21,61.9,103675514.81
150,0.03,1,6,936.75,9.13,-58.71,25,52.0,103674600.7
250,0.03,4,0,936.06,9.12,-46.47,19,57.89,103606296.66
150,0.03,1,4,935.32,9.12,-58.91,25,52.0,103532318.29
200,0.01,2,6,933.41,9.11,-44.11,29,51.72,103340643.68
200,0.01,3,4,932.28,9.11,-41.42,30,50.0,103227571.8
250,0.02,0,4,932.15,9.11,-39.19,28,46.43,103214606.33
250,0.02,3,0,932.1,9.11,-43.36,24,54.17,103210311.11
200,0.01,3,8,930.98,9.1,-41.12,29,51.72,103097588.02
200,0.03,1,2,928.42,9.09,-55.3,23,56.52,102842155.61
200,0.03,5,8,928.27,9.09,-46.0,20,65.0,102826818.45
100,0.05,3,10,926.62,9.09,-53.72,18,61.11,102662475.35
250,0.01,5,8,925.91,9.08,-47.04,25,56.0,102590620.89
200,0.01,5,4,925.1,9.08,-44.58,28,53.57,102510337.17
250,0.02,0,10,921.78,9.07,-39.19,27,48.15,102177597.76
200,0.02,1,12,919.95,9.06,-49.97,25,52.0,101994538.96
250,0.05,4,4,918.6,9.05,-46.22,14,78.57,101859813.76
100,0.04,1,6,918.35,9.05,-53.64,25,60.0,101834824.58
200,0.01,4,6,917.21,9.05,-48.21,28,53.57,101720527.54
250,0.02,1,4,915.34,9.04,-39.47,26,50.0,101534059.5
250,0.05,1,6,915.33,9.04,-47.79,14,78.57,101532994.61
250,0.05,1,8,915.33,9.04,-47.79,14,78.57,101532994.61
150,0.03,0,8,913.53,9.03,-62.3,26,50.0,101352935.65
250,0.01,5,2,911.7,9.03,-47.04,27,55.56,101169894.94
200,0.01,5,8,910.21,9.02,-44.37,27,51.85,101020542.82
200,0.03,5,12,909.18,9.02,-49.06,19,57.89,100917954.29
200,0.01,2,8,909.07,9.02,-44.11,29,51.72,100906507.78
100,0.05,2,10,908.88,9.02,-54.87,19,57.89,100888193.85
250,0.02,0,2,907.41,9.01,-39.19,30,43.33,100741237.78
200,0.03,4,6,907.01,9.01,-51.31,21,61.9,100701003.68
250,0.03,5,0,906.3,9.01,-46.15,19,57.89,100629715.18
200,0.02,4,2,906.02,9.0,-49.14,24,54.17,100602241.43
200,0.03,0,2,905.38,9.0,-53.37,25,52.0,100538104.68
250,0.05,3,4,905.19,9.0,-45.1,14,78.57,100519386.11
200,0.01,1,8,904.59,9.0,-51.46,31,41.94,100459339.19
250,0.01,4,8,903.32,8.99,-48.88,26,53.85,100331684.08
250,0.02,1,6,902.62,8.99,-39.47,26,50.0,100261638.3
150,0.03,0,4,901.42,8.99,-60.44,27,48.15,100141641.63
200,0.02,0,8,900.6,8.98,-56.58,28,46.43,100059855.55
200,0.02,0,6,900.6,8.98,-56.58,28,46.43,100059855.55
250,0.05,1,12,900.22,8.98,-47.79,14,78.57,100022171.77
250,0.05,1,10,900.22,8.98,-47.79,14,78.57,100022171.77
200,0.04,1,0,897.1,8.97,-57.41,21,57.14,99710378.68
200,0.03,5,10,896.67,8.97,-46.0,20,60.0,99667295.98
200,0.03,4,4,896.35,8.97,-51.31,21,61.9,99634705.39
250,0.05,2,8,896.29,8.96,-48.84,14,78.57,99628518.48
250,0.05,2,6,896.29,8.96,-48.84,14,78.57,99628518.48
150,0.04,4,0,895.38,8.96,-48.76,19,63.16,99537711.35
200,0.01,2,12,894.04,8.96,-48.96,27,55.56,99403812.23
250,0.01,1,0,893.1,8.95,-41.3,38,39.47,99309927.41
200,0.01,3,12,891.99,8.95,-48.29,27,55.56,99198555.68
200,0.01,3,2,891.25,8.94,-41.42,31,48.39,99124586.74
100,0.05,4,2,890.71,8.94,-52.93,19,63.16,99071481.2
100,0.05,3,4,889.66,8.94,-53.18,19,63.16,98966250.36
200,0.01,4,8,889.59,8.94,-48.21,28,53.57,98958579.86
200,0.02,3,10,889.41,8.94,-50.66,23,56.52,98941239.97
200,0.03,1,4,886.22,8.92,-57.61,22,59.09,98622017.5
200,0.02,0,10,885.41,8.92,-56.58,28,46.43,98540584.69
250,0.05,2,12,883.4,8.91,-48.84,14,78.57,98339678.65
250,0.05,2,10,883.4,8.91,-48.84,14,78.57,98339678.65
150,0.03,1,12,882.49,8.91,-56.82,24,54.17,98249231.14
250,0.05,5,0,880.53,8.9,-46.47,14,78.57,98053451.19
200,0.02,2,12,879.44,8.9,-51.11,24,54.17,97944440.18
200,0.02,3,12,878.91,8.89,-50.04,23,56.52,97890810.44
200,0.01,2,4,878.84,8.89,-44.39,31,48.39,97884045.47
250,0.01,1,2,878.79,8.89,-46.01,33,45.45,97879168.0
250,0.01,1,10,877.88,8.89,-46.01,30,43.33,97787569.89
200,0.03,5,4,877.56,8.89,-46.0,21,61.9,97755827.99
200,0.01,4,4,876.8,8.88,-48.47,29,51.72,97680348.28
100,0.05,4,10,875.91,8.88,-52.56,18,61.11,97591131.95
200,0.04,2,0,875.9,8.88,-55.34,21,57.14,97590376.78
100,0.04,0,8,875.43,8.88,-54.6,26,53.85,97542698.55
250,0.01,0,0,875.15,8.88,-41.41,43,37.21,97515120.62
150,0.04,5,0,875.1,8.88,-48.04,19,63.16,97509958.75
250,0.02,0,6,874.87,8.88,-39.19,28,46.43,97487258.34
100,0.04,2,10,874.69,8.88,-55.32,24,50.0,97468770.12
200,0.01,4,10,872.93,8.87,-48.21,28,53.57,97293023.27
100,0.04,1,8,870.9,8.86,-53.64,25,56.0,97089566.46
200,0.03,2,0,870.85,8.86,-49.36,24,54.17,97085222.05
250,0.01,4,2,870.79,8.86,-48.88,28,53.57,97079481.47
200,0.03,1,6,870.31,8.86,-57.61,22,59.09,97030793.97
200,0.01,1,6,866.77,8.84,-51.46,32,43.75,96676615.11
100,0.04,0,12,866.07,8.84,-55.6,25,52.0,96607387.06
100,0.04,1,12,864.89,8.83,-55.2,24,50.0,96488808.81
200,0.03,4,0,864.57,8.83,-48.82,22,59.09,96457151.93
250,0.05,5,2,864.27,8.83,-46.47,14,78.57,96427033.86
250,0.01,1,6,863.24,8.83,-46.01,31,45.16,96324115.42
200,0.03,5,6,863.12,8.83,-46.0,21,61.9,96311769.14
250,0.02,1,8,861.84,8.82,-39.47,26,50.0,96184139.58
250,0.01,3,10,861.66,8.82,-48.33,27,51.85,96166330.05
250,0.01,2,12,860.79,8.82,-44.48,27,48.15,96079245.18
150,0.04,0,0,860.63,8.82,-61.36,24,54.17,96062695.21
200,0.01,1,0,860.32,8.82,-51.67,41,34.15,96031674.55
250,0.01,5,0,860.11,8.81,-45.27,29,51.72,96010914.8
200,0.02,0,12,858.93,8.81,-56.58,28,46.43,95893141.86
250,0.02,1,2,858.66,8.81,-39.47,28,46.43,95865693.83
250,0.05,4,6,857.12,8.8,-49.46,14,78.57,95712254.93
250,0.05,4,8,857.12,8.8,-49.46,14,78.57,95712254.93
250,0.03,0,0,855.99,8.8,-39.36,24,45.83,95598640.64
100,0.05,3,8,855.77,8.8,-53.72,19,63.16,95577346.57
100,0.05,3,6,855.77,8.8,-53.72,19,63.16,95577346.57
200,0.02,1,4,853.45,8.79,-55.3,26,50.0,95345140.14
250,0.02,0,8,852.55,8.78,-39.19,28,46.43,95255419.01
100,0.04,0,6,852.07,8.78,-54.6,27,55.56,95207021.72
150,0.03,2,0,850.56,8.77,-50.81,26,50.0,95055843.45
100,0.05,0,4,850.25,8.77,-59.64,21,61.9,95025029.88
200,0.03,1,8,848.93,8.77,-57.61,22,59.09,94892562.89
100,0.05,0,8,848.48,8.76,-59.72,21,61.9,94847746.0
100,0.05,0,6,848.48,8.76,-59.72,21,61.9,94847746.0
100,0.05,3,12,847.44,8.76,-55.35,18,61.11,94744138.54
250,0.05,4,10,846.78,8.76,-49.46,14,78.57,94678165.65
250,0.05,4,12,846.78,8.76,-49.46,14,78.57,94678165.65
250,0.01,1,4,842.19,8.74,-46.01,32,43.75,94219385.43
200,0.02,5,0,841.02,8.73,-45.88,25,52.0,94102374.92
200,0.01,1,4,840.28,8.73,-49.45,34,41.18,94028041.88
250,0.01,3,4,840.26,8.73,-48.33,28,50.0,94026304.27
250,0.05,3,6,835.95,8.71,-48.88,14,78.57,93594758.79
250,0.05,3,8,835.95,8.71,-48.88,14,78.57,93594758.79
200,0.03,5,0,831.81,8.69,-45.61,22,59.09,93181124.28
100,0.05,4,4,831.59,8.69,-51.86,19,63.16,93158943.68
100,0.05,2,8,831.24,8.69,-54.87,20,60.0,93123731.19
100,0.05,2,6,831.24,8.69,-54.87,20,60.0,93123731.19
100,0.05,2,4,831.08,8.69,-54.87,20,60.0,93108498.35
200,0.01,2,2,829.75,8.68,-44.39,32,46.88,92974617.11
100,0.05,2,12,829.0,8.68,-54.9,19,57.89,92900093.06
200,0.01,3,10,824.77,8.66,-48.69,28,53.57,92476685.11
250,0.05,3,12,819.56,8.64,-48.88,14,78.57,91955506.42
250,0.05,3,10,819.56,8.64,-48.88,14,78.57,91955506.42
200,0.02,0,2,817.09,8.63,-57.4,31,45.16,91709423.54
100,0.04,1,4,816.02,8.62,-54.17,26,57.69,91602336.7
100,0.05,1,12,815.54,8.62,-52.17,20,60.0,91554265.54
250,0.01,1,8,814.55,8.62,-46.01,31,41.94,91454588.82
250,0.01,3,6,814.19,8.62,-48.33,28,50.0,91419179.91
200,0.01,2,0,812.58,8.61,-52.87,37,37.84,91258057.43
200,0.02,1,10,810.92,8.6,-56.62,26,50.0,91091732.68
200,0.01,0,10,810.79,8.6,-53.6,35,37.14,91079091.87
100,0.04,0,4,809.75,8.6,-54.6,28,53.57,90974926.36
100,0.03,0,4,809.58,8.59,-45.11,35,48.57,90957537.45
250,0.01,3,2,808.39,8.59,-48.33,30,50.0,90839046.08
100,0.05,4,8,801.88,8.56,-52.3,19,63.16,90187724.35
100,0.05,4,6,801.88,8.56,-52.3,19,63.16,90187724.35
250,0.05,5,4,800.17,8.55,-46.95,14,78.57,90016564.45
100,0.05,5,10,797.77,8.54,-56.43,18,61.11,89776500.56
200,0.01,0,8,796.59,8.54,-53.6,36,36.11,89658886.77
200,0.02,3,0,796.26,8.54,-38.6,27,48.15,89626463.39
200,0.01,0,12,795.24,8.53,-57.19,34,38.24,89524437.97
200,0.02,1,8,795.21,8.53,-57.61,26,50.0,89520622.64
200,0.02,1,6,795.21,8.53,-57.61,26,50.0,89520622.64
100,0.05,5,2,794.64,8.53,-54.47,19,63.16,89464130.14
100,0.05,0,10,793.6,8.52,-59.72,21,57.14,89359758.08
100,0.05,0,0,792.95,8.52,-55.73,23,56.52,89295029.44
200,0.01,1,2,791.05,8.51,-49.45,36,41.67,89105329.98
100,0.04,0,2,790.06,8.51,-52.21,30,50.0,89006248.82
250,0.01,3,8,790.03,8.51,-48.33,28,50.0,89002778.99
200,0.01,5,2,790.0,8.51,-44.58,30,50.0,89000483.29
150,0.04,1,0,789.34,8.5,-61.32,24,54.17,88933599.74
250,0.03,2,0,786.86,8.49,-45.91,21,52.38,88685814.43
100,0.04,2,12,783.09,8.48,-56.02,24,50.0,88308579.0
250,0.01,2,0,782.07,8.47,-49.46,34,47.06,88207422.76
200,0.01,5,0,781.39,8.47,-46.16,34,44.12,88138861.27
100,0.05,2,2,781.35,8.47,-59.99,21,57.14,88134902.39
100,0.03,0,2,780.58,8.46,-41.22,37,48.65,88058054.95
250,0.03,1,0,780.32,8.46,-44.91,23,47.83,88031598.4
100,0.04,0,0,775.31,8.44,-50.51,31,48.39,87531217.91
250,0.01,2,2,774.46,8.44,-49.26,31,48.39,87446423.99
100,0.05,1,0,774.25,8.43,-54.13,23,52.17,87425296.67
250,0.01,2,4,769.13,8.41,-49.26,30,46.67,86913391.19
200,0.02,4,0,768.91,8.41,-49.07,26,50.0,86891224.25
100,0.05,5,4,768.27,8.41,-54.75,19,63.16,86826806.84
250,0.01,2,10,767.53,8.4,-49.26,29,44.83,86752676.67
100,0.05,0,12,766.51,8.4,-59.25,21,57.14,86650987.13
200,0.01,3,0,763.68,8.39,-45.47,36,38.89,86367702.68
100,0.05,4,12,763.38,8.38,-56.92,18,61.11,86337631.09
100,0.03,0,8,762.32,8.38,-45.11,34,50.0,86231725.59
200,0.02,1,2,762.14,8.38,-55.52,28,50.0,86214393.49
100,0.03,0,6,756.28,8.35,-45.11,35,48.57,85628158.35
150,0.02,3,10,755.44,8.35,-51.18,28,46.43,85543908.14
200,0.01,4,2,750.58,8.32,-48.47,31,48.39,85058476.21
100,0.04,2,6,749.33,8.32,-55.32,25,60.0,84932751.12
100,0.02,1,4,747.75,8.31,-47.49,42,52.38,84774801.88
250,0.01,4,0,746.05,8.3,-49.77,30,50.0,84605265.13
250,0.05,5,6,745.84,8.3,-50.15,14,78.57,84584005.42
250,0.05,5,8,745.84,8.3,-50.15,14,78.57,84584005.42
250,0.01,3,0,745.39,8.3,-47.8,32,46.88,84539002.4
150,0.03,1,2,744.37,8.29,-62.2,28,46.43,84436560.39
100,0.03,0,10,742.54,8.28,-49.1,33,48.48,84254004.12
100,0.03,1,8,736.85,8.26,-45.7,32,50.0,83685404.73
200,0.02,1,0,736.69,8.26,-50.48,31,45.16,83669429.71
150,0.02,3,12,733.14,8.24,-51.24,28,46.43,83314328.54
150,0.02,4,10,732.73,8.24,-51.94,28,46.43,83273439.62
250,0.03,3,0,731.54,8.23,-44.72,20,55.0,83153772.16
250,0.01,2,6,731.37,8.23,-49.26,30,46.67,83136650.32
250,0.05,5,10,731.31,8.23,-50.15,14,78.57,83130508.71
250,0.05,5,12,731.31,8.23,-50.15,14,78.57,83130508.71
150,0.01,4,2,727.82,8.21,-45.05,37,48.65,82781805.56
100,0.05,5,6,726.7,8.21,-55.91,19,63.16,82669959.99
100,0.05,5,8,726.7,8.21,-55.91,19,63.16,82669959.99
150,0.02,1,6,724.73,8.2,-59.48,32,50.0,82473407.38
100,0.04,2,8,723.51,8.19,-55.32,25,56.0,82350728.79
200,0.01,0,6,720.4,8.18,-53.6,38,39.47,82040127.31
100,0.03,0,0,718.47,8.17,-45.31,39,46.15,81846674.73
250,0.01,2,8,718.06,8.17,-49.26,30,43.33,81806349.26
100,0.01,0,12,713.1,8.14,-42.37,47,42.55,81309916.92
150,0.02,5,10,711.6,8.13,-53.59,26,50.0,81159802.94
100,0.05,3,0,711.55,8.13,-60.76,21,57.14,81155166.32
150,0.02,1,10,708.95,8.12,-59.48,31,48.39,80894714.78
150,0.02,1,12,708.81,8.12,-54.63,30,50.0,80880665.47
150,0.02,3,6,707.84,8.11,-51.18,30,50.0,80784263.46
100,0.05,5,12,705.24,8.1,-59.89,18,61.11,80523508.44
150,0.03,0,2,702.63,8.09,-63.15,30,43.33,80262551.04
100,0.03,3,6,702.2,8.09,-47.81,31,51.61,80220294.81
100,0.02,1,0,701.74,8.08,-41.37,48,45.83,80173775.62
100,0.02,0,0,700.32,8.08,-43.39,51,45.1,80032252.47
200,0.01,0,4,698.05,8.07,-54.48,40,37.5,79804653.0
100,0.05,5,0,694.54,8.05,-54.78,20,60.0,79454110.6
200,0.02,2,0,689.81,8.02,-49.62,30,43.33,78980704.56
100,0.02,0,2,689.09,8.02,-43.78,48,47.92,78909134.13
150,0.02,2,12,684.17,7.99,-53.57,29,44.83,78416867.29
100,0.02,4,4,683.02,7.99,-49.15,38,50.0,78302184.37
100,0.04,2,4,680.92,7.98,-54.19,26,57.69,78092105.69
150,0.01,4,4,680.09,7.97,-46.53,37,45.95,78008554.2
150,0.01,5,2,679.83,7.97,-45.47,36,50.0,77982935.81
200,0.02,0,0,679.64,7.97,-53.82,36,38.89,77964426.94
100,0.04,1,2,676.05,7.95,-52.21,29,51.72,77604626.01
100,0.04,3,10,672.16,7.93,-60.19,23,52.17,77216453.24
150,0.03,1,0,671.46,7.93,-60.99,30,43.33,77146187.1
150,0.02,1,4,670.97,7.93,-59.68,33,48.48,77096552.33
150,0.02,4,12,670.8,7.93,-51.71,28,46.43,77079893.3
150,0.01,4,8,670.3,7.92,-44.86,34,47.06,77029800.24
100,0.03,1,4,670.3,7.92,-46.32,34,47.06,77029630.17
100,0.02,2,4,669.32,7.92,-51.69,40,52.5,76932452.3
200,0.01,4,0,667.81,7.91,-51.05,35,42.86,76781251.51
150,0.02,3,4,665.48,7.9,-51.18,31,48.39,76548485.42
100,0.05,2,0,662.85,7.88,-60.27,22,54.55,76284564.68
150,0.02,1,8,662.29,7.88,-59.48,32,50.0,76229496.63
100,0.05,4,0,659.89,7.87,-59.12,21,57.14,75988763.05
100,0.02,0,4,659.62,7.87,-46.98,46,50.0,75962348.36
150,0.02,5,2,659.48,7.87,-51.35,29,51.72,75947541.54
150,0.01,4,6,657.8,7.86,-44.86,35,45.71,75779581.12
100,0.03,3,2,647.71,7.8,-46.64,33,51.52,74770501.38
100,0.01,1,0,647.45,7.8,-37.33,73,46.58,74745301.53
150,0.02,0,4,645.44,7.79,-64.09,37,43.24,74543567.4
150,0.01,5,4,645.21,7.79,-47.67,35,48.57,74521260.39
100,0.04,1,0,644.34,7.78,-50.5,30,50.0,74434132.03
150,0.02,2,6,644.27,7.78,-59.36,31,48.39,74427298.78
100,0.04,2,2,644.18,7.78,-52.26,28,53.57,74417916.76
100,0.03,3,4,643.27,7.78,-49.23,32,50.0,74327125.27
200,0.01,0,0,641.82,7.77,-58.06,53,28.3,74182080.7
100,0.04,4,10,640.49,7.76,-58.91,23,52.17,74049160.35
150,0.01,5,0,639.89,7.76,-47.52,40,45.0,73989148.82
150,0.02,5,6,639.81,7.76,-53.59,28,53.57,73980693.42
150,0.02,5,12,639.5,7.76,-55.62,26,50.0,73949531.03
150,0.02,5,4,637.46,7.75,-52.58,29,51.72,73746496.7
150,0.02,4,2,636.58,7.74,-53.07,32,50.0,73657724.27
100,0.04,4,0,635.99,7.74,-55.33,26,53.85,73598601.01
100,0.02,2,6,633.53,7.73,-50.34,38,52.63,73352787.09
150,0.01,5,8,630.41,7.71,-46.36,33,48.48,73041338.91
100,0.02,1,2,630.08,7.71,-41.77,46,47.83,73007546.53
150,0.02,2,10,629.3,7.7,-59.36,30,43.33,72930087.72
150,0.02,5,0,629.16,7.7,-49.62,31,48.39,72915733.42
100,0.04,3,12,628.16,7.7,-59.83,23,52.17,72815796.19
150,0.02,4,4,627.87,7.69,-52.41,31,51.61,72787405.35
150,0.01,0,8,624.31,7.68,-63.15,44,38.64,72430831.89
150,0.02,4,6,620.66,7.65,-51.94,30,50.0,72066422.07
100,0.04,5,10,618.3,7.64,-60.08,22,54.55,71830306.4
100,0.01,0,0,618.02,7.64,-40.79,85,42.35,71801725.72
100,0.03,1,10,617.73,7.64,-49.65,32,50.0,71772672.66
100,0.01,0,8,617.28,7.64,-45.96,53,45.28,71727703.43
150,0.02,3,8,615.9,7.63,-51.18,30,46.67,71589729.94
150,0.01,0,4,614.93,7.62,-63.33,47,40.43,71493289.03
150,0.01,4,0,614.68,7.62,-50.26,43,41.86,71468315.85
100,0.03,1,6,614.67,7.62,-45.7,34,47.06,71467442.01
200,0.01,0,2,614.08,7.62,-58.56,43,34.88,71408325.29
100,0.04,4,6,613.58,7.62,-58.91,24,58.33,71357748.24
150,0.02,2,4,611.59,7.6,-59.57,32,46.88,71159316.01
100,0.03,3,8,611.4,7.6,-47.81,31,51.61,71140055.21
100,0.03,1,2,610.49,7.6,-43.54,36,44.44,71048943.02
100,0.02,4,6,608.29,7.59,-48.9,36,47.22,70828572.54
100,0.01,1,6,606.82,7.58,-46.37,49,53.06,70682325.16
150,0.02,0,6,605.74,7.57,-63.91,36,44.44,70573715.91
100,0.01,0,2,605.68,7.57,-44.35,69,49.28,70567771.68
150,0.01,3,12,603.43,7.56,-52.34,33,45.45,70343038.02
100,0.03,1,0,602.3,7.55,-47.43,38,42.11,70230269.12
150,0.01,2,2,601.07,7.54,-52.34,42,42.86,70106855.32
150,0.02,5,8,599.26,7.53,-53.59,28,50.0,69925999.28
100,0.03,0,12,598.71,7.53,-52.21,33,48.48,69871447.83
100,0.04,2,0,597.34,7.52,-50.56,29,51.72,69733867.4
150,0.02,4,0,597.04,7.52,-51.39,34,47.06,69704466.8
100,0.02,0,6,596.26,7.52,-46.98,44,45.45,69626047.2
100,0.03,4,2,594.48,7.51,-46.32,33,51.52,69448146.64
150,0.02,2,8,593.22,7.5,-59.36,31,45.16,69322481.09
100,0.02,3,4,591.92,7.49,-50.47,40,50.0,69191862.59
100,0.04,4,8,591.88,7.49,-58.91,24,54.17,69188442.42
150,0.01,3,4,590.52,7.48,-51.46,38,44.74,69052128.63
150,0.02,3,2,590.1,7.48,-53.12,32,46.88,69009599.87
100,0.01,1,2,589.73,7.48,-39.67,61,52.46,68973480.96
150,0.02,4,8,589.17,7.48,-51.94,30,46.67,68916635.49
100,0.03,2,2,589.05,7.47,-44.7,35,45.71,68904858.14
100,0.02,1,6,588.55,7.47,-48.78,40,50.0,68854994.96
150,0.01,0,2,588.31,7.47,-63.23,52,38.46,68831227.7
150,0.01,5,6,586.92,7.46,-46.36,34,50.0,68691941.53
100,0.04,5,6,583.45,7.44,-60.08,23,56.52,68344524.08
150,0.01,2,4,580.28,7.42,-55.94,40,45.0,68028014.37
150,0.01,4,10,579.23,7.42,-50.01,34,47.06,67923237.52
100,0.02,0,10,579.22,7.42,-46.98,42,47.62,67921887.82
150,0.01,3,8,579.17,7.42,-51.46,36,44.44,67916786.9
100,0.02,4,2,578.91,7.42,-49.44,41,48.78,67891274.4
100,0.03,2,4,577.09,7.4,-47.76,33,48.48,67708751.65
100,0.03,3,12,576.8,7.4,-52.99,29,51.72,67679859.73
100,0.02,3,6,576.72,7.4,-48.52,38,50.0,67672361.57
150,0.01,5,12,576.33,7.4,-50.22,31,48.39,67633208.27
150,0.01,4,12,576.26,7.4,-50.32,32,46.88,67626189.53
100,0.02,0,12,576.11,7.4,-50.19,40,47.5,67611313.69
100,0.04,4,12,575.1,7.39,-59.9,23,52.17,67510256.15
150,0.02,0,10,574.5,7.39,-63.91,35,42.86,67449710.16
150,0.01,0,6,572.96,7.38,-63.15,45,37.78,67295852.83
100,0.04,5,8,572.39,7.38,-60.08,23,56.52,67239191.13
150,0.03,0,0,571.34,7.37,-65.28,33,39.39,67133716.46
100,0.01,3,12,566.74,7.34,-48.2,41,51.22,66674467.51
100,0.03,2,6,563.98,7.33,-49.04,33,48.48,66398043.61
150,0.02,0,12,561.0,7.31,-63.91,35,42.86,66100345.49
150,0.02,0,8,560.91,7.31,-63.91,36,44.44,66090789.25
100,0.04,4,2,559.07,7.3,-59.99,26,53.85,65907047.84
150,0.01,3,2,558.78,7.29,-50.33,40,45.0,65878133.36
100,0.02,4,8,558.15,7.29,-48.9,36,44.44,65815162.05
100,0.02,2,0,554.15,7.27,-47.71,46,47.83,65414811.97
100,0.01,0,6,553.47,7.26,-45.96,57,43.86,65346680.91
150,0.01,2,8,551.96,7.25,-55.94,38,44.74,65196207.33
100,0.04,3,6,551.04,7.25,-60.19,25,60.0,65104007.26
100,0.02,5,6,549.54,7.24,-51.47,35,51.43,64954488.69
100,0.02,2,2,549.18,7.24,-47.56,44,50.0,64918282.6
150,0.01,5,10,548.99,7.23,-51.37,33,48.48,64898700.7
150,0.01,3,6,548.43,7.23,-51.46,37,45.95,64842714.21
150,0.01,1,4,547.18,7.22,-59.29,43,41.86,64718171.34
100,0.04,4,4,546.64,7.22,-59.31,25,56.0,64663928.11
100,0.02,2,8,545.28,7.21,-50.34,38,52.63,64528464.75
100,0.04,5,12,544.63,7.21,-60.38,22,54.55,64463010.6
100,0.04,5,4,543.58,7.2,-59.21,24,54.17,64357574.03
150,0.01,1,8,543.16,7.2,-59.29,41,41.46,64316065.76
150,0.01,2,0,541.34,7.19,-54.2,50,36.0,64133856.74
100,0.02,5,12,539.34,7.17,-54.65,31,51.61,63934134.3
100,0.03,2,8,539.06,7.17,-49.04,32,50.0,63905806.89
100,0.03,4,6,532.6,7.13,-47.78,31,51.61,63259743.86
150,0.02,3,0,532.26,7.13,-51.45,34,44.12,63226271.95
100,0.04,5,0,531.92,7.13,-55.12,25,52.0,63191754.72
100,0.03,3,0,531.91,7.13,-51.87,35,48.57,63190553.01
100,0.04,3,8,531.25,7.12,-60.19,25,56.0,63124771.33
100,0.02,5,4,530.96,7.12,-51.47,37,51.35,63096222.32
100,0.01,0,10,530.61,7.12,-45.96,51,41.18,63060646.38
100,0.03,1,12,530.3,7.12,-51.87,32,50.0,63030154.43
100,0.01,1,10,530.14,7.12,-46.37,46,45.65,63014463.26
150,0.02,1,0,529.63,7.11,-60.98,39,41.03,62962518.91
100,0.03,4,4,528.94,7.11,-48.3,32,53.12,62894283.02
100,0.01,1,4,527.96,7.1,-45.55,54,50.0,62795611.67
100,0.03,4,0,527.52,7.1,-50.77,35,48.57,62752202.18
150,0.01,1,2,527.12,7.1,-56.22,47,40.43,62712487.72
150,0.02,2,0,526.8,7.1,-56.87,38,39.47,62680336.4
100,0.03,2,0,524.01,7.08,-49.51,36,44.44,62400730.0
150,0.01,0,10,521.51,7.06,-66.59,44,40.91,62151276.38
100,0.02,2,12,521.03,7.06,-54.58,36,50.0,62103420.46
100,0.02,0,8,520.44,7.05,-46.98,44,45.45,62043698.6
150,0.02,0,2,519.56,7.05,-66.55,40,40.0,61956317.22
100,0.01,1,8,517.9,7.04,-46.37,48,50.0,61790354.05
100,0.04,3,0,508.39,6.98,-57.81,28,53.57,60839002.04
100,0.02,1,8,507.07,6.97,-48.78,40,50.0,60707447.64
150,0.01,2,6,505.15,6.95,-55.94,39,43.59,60514661.32
100,0.02,4,0,504.6,6.95,-49.23,43,46.51,60460005.81
100,0.01,4,0,504.38,6.95,-40.23,59,42.37,60437597.56
100,0.01,0,4,503.32,6.94,-45.94,62,43.55,60332435.75
100,0.03,4,12,502.77,6.94,-53.93,28,50.0,60276737.97
100,0.04,3,4,502.3,6.94,-60.19,26,57.69,60230232.11
150,0.02,1,2,500.69,6.93,-59.61,36,44.44,60068676.12
100,0.04,5,2,497.57,6.9,-58.72,25,52.0,59756626.85
100,0.02,2,10,496.6,6.9,-50.34,38,50.0,59660381.95
100,0.04,3,2,493.06,6.87,-60.8,27,55.56,59305852.67
150,0.02,2,2,492.4,6.87,-56.54,35,42.86,59240171.5
150,0.01,1,6,490.53,6.86,-59.29,42,38.1,59052543.51
100,0.02,3,8,487.43,6.84,-48.52,38,47.37,58742568.83
100,0.03,3,10,486.85,6.83,-51.61,31,48.39,58684854.45
100,0.02,5,8,482.08,6.8,-51.47,35,51.43,58208299.17
