Date,equity,position,buffer_zone_pct,upper_band,lower_band,drawdown_pct
1999-08-16,10013468,222373,0.04,47.699794,44.030579,-18.14
1999-08-17,10157318,222373,0.04,47.74754,44.074653,-16.97
1999-08-18,9809303,222373,0.04,47.787019,44.111094,-19.81
1999-08-19,9453520,222373,0.04,47.817976,44.13967,-22.72
1999-08-20,9898679,222373,0.04,47.859067,44.1776,-19.08
1999-08-23,10837691,222373,0.04,47.921064,44.234829,-11.41
1999-08-24,11052502,222373,0.04,47.986967,44.295662,-9.65
1999-08-25,11751835,222373,0.04,48.066904,44.36945,-3.93
1999-08-26,11158619,222373,0.04,48.133875,44.431269,-8.78
1999-08-27,10819428,222373,0.04,48.19296,44.485809,-11.55
1999-08-30,10356025,222373,0.04,48.241445,44.530565,-15.34
1999-08-31,10695663,222373,0.04,48.296924,44.581776,-12.57
1999-09-01,10920511,222373,0.04,48.356667,44.636923,-10.73
1999-09-02,10799285,222373,0.04,48.413164,44.689075,-11.72
1999-09-03,12280326,222373,0.04,48.500909,44.77007,0.0
1999-09-07,12107909,222373,0.04,48.584219,44.846971,-1.4
1999-09-08,11609605,222373,0.04,48.656609,44.913793,-5.46
1999-09-09,12098231,222373,0.04,48.73822,44.989126,-1.48
1999-09-10,12509291,222373,0.04,48.827113,45.071181,0.0
1999-09-13,12051584,222373,0.04,48.906011,45.14401,-3.66
1999-09-14,12243967,222373,0.04,48.987864,45.219567,-2.12
1999-09-15,11527635,222373,0.04,49.054544,45.281118,-7.85
1999-09-16,11503469,222373,0.04,49.119978,45.341518,-8.04
1999-09-17,12531988,222373,0.04,49.205995,45.420919,0.0
1999-09-20,12612949,222373,0.04,49.292601,45.500862,0.0
1999-09-21,11697354,222373,0.04,49.360335,45.563386,-7.26
1999-09-22,12062445,222373,0.04,49.434807,45.632129,-4.36
1999-09-23,10555995,222373,0.04,49.478115,45.672106,-16.31
1999-09-24,10591182,222373,0.04,49.521759,45.712393,-16.03
1999-09-27,10808219,222373,0.04,49.569733,45.756676,-14.31
1999-09-28,10952760,222373,0.04,49.620344,45.803394,-13.16
1999-09-29,10287609,222373,0.04,49.656105,45.836404,-18.44
1999-09-30,10605552,222373,0.04,49.698663,45.875689,-15.92
1999-10-01,10611885,222373,0.04,49.740931,45.914706,-15.87
1999-10-04,11320443,222373,0.04,49.798364,45.96772,-10.25
1999-10-05,11555323,222373,0.04,49.860126,46.024732,-8.39
1999-10-06,12243261,222373,0.04,49.935522,46.094328,-2.93
1999-10-07,12150054,222373,0.04,50.008193,46.161409,-3.67
1999-10-08,12526755,222373,0.04,50.087628,46.234733,-0.68
1999-10-11,13049155,222373,0.04,50.176463,46.316735,0.0
1999-10-12,12152406,222373,0.04,50.247033,46.381877,-6.87
1999-10-13,11063641,222373,0.04,50.294853,46.426019,-15.22
1999-10-14,11264567,222373,0.04,50.346495,46.473688,-13.68
1999-10-15,10261040,222373,0.04,50.376273,46.501175,-21.37
1999-10-18,9865570,222373,0.04,50.396841,46.520161,-24.4
1999-10-19,10020293,222373,0.04,50.420862,46.542334,-23.21
1999-10-20,10931256,222373,0.04,50.465653,46.58368,-16.23
1999-10-21,11460428,222373,0.04,50.521486,46.635218,-12.17
1999-10-22,11298531,222373,0.04,50.573307,46.683052,-13.42
1999-10-25,11309175,222373,0.04,50.624805,46.730589,-13.33
1999-10-26,11029096,222373,0.04,50.669803,46.772126,-15.48
1999-10-27,10972363,222373,0.04,50.713115,46.812106,-15.92
1999-10-28,12105201,222373,0.04,50.780577,46.874379,-7.23
1999-10-29,13366574,222373,0.04,50.872959,46.959655,0.0
1999-11-01,13148904,222373,0.04,50.960118,47.040109,-1.63
