Date,Open,High,Low,Close,Volume,ma_150,change_pct
1999-03-10,43.181455,43.20785,42.468803,43.128666,5232000,43.128666,
1999-03-11,43.445384,43.696132,42.495181,43.339806,9688600,43.131463,0.49
1999-03-12,43.181433,43.207828,41.940891,42.284019,8743600,43.120238,-2.44
1999-03-15,42.600763,43.550966,42.152056,43.498177,6369000,43.125244,2.87
1999-03-16,43.682933,44.052457,43.207832,43.867695,4905800,43.135078,0.85
1999-03-17,43.867702,43.920492,43.418996,43.550968,3965000,43.140586,-0.72
1999-03-18,43.498174,44.421982,43.484977,44.395588,4848400,43.157209,1.94
1999-03-19,44.97628,44.97628,43.234241,43.260635,7160400,43.158579,-2.56
1999-03-22,43.445379,43.550957,42.653543,42.732727,5024800,43.152938,-1.22
1999-03-23,42.495182,42.653549,41.149061,41.228245,10962400,43.127446,-3.52
1999-03-24,41.597769,42.65355,40.9643,42.627155,8447000,43.120819,3.39
1999-03-25,43.287027,44.184441,43.003285,44.184441,8133800,43.134907,3.65
1999-03-26,43.814894,44.31639,43.524555,43.709316,8256200,43.142515,-1.08
1999-03-29,44.237226,45.319401,43.973281,45.293007,5113800,43.170998,3.62
1999-03-30,45.240218,45.609741,44.791511,44.976273,4940600,43.194909,-0.7
1999-03-31,45.715304,45.768093,44.184422,44.316395,8256600,43.209763,-1.47
1999-04-01,45.609731,45.66252,44.501161,45.240208,8715800,43.236657,2.08
1999-04-05,45.972662,46.942661,45.688921,46.876675,5697200,43.284869,3.62
1999-04-06,46.823885,47.483748,46.427967,46.969055,7522400,43.333666,0.2
1999-04-07,47.404567,47.510145,45.477767,46.480759,11923600,43.375349,-1.04
1999-04-08,46.40157,47.07463,45.451367,46.850277,7952400,43.421375,0.79
1999-04-09,46.771083,47.246184,46.63911,47.140606,4946800,43.470636,0.62
1999-04-12,46.032059,47.140629,45.97927,46.823895,10934000,43.51505,-0.67
1999-04-13,47.114219,47.219797,45.820887,46.190411,9962200,43.550486,-1.35
1999-04-14,46.771102,46.823891,44.349404,44.60675,21253800,43.564476,-3.43
1999-04-15,44.765107,45.286399,43.181436,45.213814,17650600,43.586321,1.36
1999-04-16,45.108245,45.108245,43.656546,43.894096,17274000,43.590398,-2.92
1999-04-19,44.184428,44.553951,41.393207,41.835316,19460600,43.567152,-4.69
1999-04-20,41.650573,43.128667,41.254655,42.785538,17413600,43.556799,2.27
1999-04-21,43.18145,44.923489,42.600771,44.897095,10940400,43.574551,4.94
1999-04-22,45.319382,46.24319,45.022444,46.111217,13630600,43.60815,2.7
1999-04-23,45.873683,47.061436,45.398581,46.718307,7064400,43.649344,1.32
1999-04-26,47.035027,48.143596,46.883258,47.793869,5421000,43.704238,2.3
1999-04-27,48.143611,48.381162,46.46096,47.061436,16482800,43.748704,-1.53
1999-04-28,46.665522,46.823889,45.246816,45.451374,7676800,43.771256,-3.42
1999-04-29,45.240211,45.504157,44.131642,45.081844,19148200,43.788615,-0.81
1999-04-30,45.715314,45.952864,43.762119,45.372185,15295200,43.809589,0.64
1999-05-03,45.240233,45.424995,44.375812,45.134655,11109800,43.82714,-0.52
1999-05-04,45.213837,45.926489,44.158056,44.422001,15428400,43.835019,-1.58
1999-05-05,44.448375,45.768101,43.102254,45.768101,12642600,43.860623,3.03
1999-05-06,45.34579,45.741708,43.682935,44.105247,15173400,43.863863,-3.63
1999-05-07,44.501169,44.870693,43.550966,44.73872,16430400,43.87545,1.44
1999-05-10,45.029072,45.490976,44.501181,45.187439,10604200,43.892828,1.0
1999-05-11,45.55696,46.13764,45.293015,45.900089,8800800,43.919414,1.58
1999-05-12,46.11123,47.008644,44.76511,46.850277,12507400,43.958233,2.07
1999-05-13,47.219802,47.298986,45.768103,45.979259,9864000,43.985002,-1.86
1999-05-14,45.081844,45.609734,44.765109,45.108238,12205400,43.999879,-1.89
1999-05-17,44.712323,46.058444,44.270215,45.919872,9906800,44.025309,1.8
1999-05-18,45.873684,46.137629,45.187426,45.715317,9267800,44.047694,-0.45
1999-05-19,45.900075,46.375176,45.187423,46.348782,7985600,44.078172,1.39
1999-05-20,46.447756,46.447756,45.002656,45.075241,5997200,44.091378,-2.75
1999-05-21,45.213823,45.345796,44.421988,44.659538,10958600,44.098903,-0.92
1999-05-24,44.738723,44.817906,43.234234,43.524574,9569800,44.091296,-2.54
1999-05-25,43.471781,44.10525,41.914504,42.099266,17771200,44.064912,-3.27
1999-05-26,42.653551,43.445387,41.333825,43.273823,26772000,44.054434,2.79
1999-05-27,43.102257,43.8611,42.547972,43.23423,23334800,44.04357,-0.09
1999-05-28,43.498181,44.184439,42.943896,43.946888,12969800,44.042289,1.65
1999-06-01,43.86769,44.078846,42.732725,42.970276,6960200,44.028091,-2.22
1999-06-02,42.943893,43.92049,41.868316,43.696136,11996600,44.023694,1.69
1999-06-03,44.026074,44.026074,42.811925,43.075871,11147800,44.01114,-1.42
1999-06-04,43.392596,44.547356,43.392596,44.395588,12987200,44.016232,3.06
1999-06-07,44.705728,45.603142,44.606749,45.319401,11491800,44.033492,2.08
1999-06-08,45.424983,45.63614,43.953488,44.184441,8134800,44.035492,-2.5
1999-06-09,44.342801,45.048855,44.316407,44.923481,8384400,44.047253,1.67
1999-06-10,44.448382,44.712328,43.874301,44.408791,9392400,44.052042,-1.15
1999-06-11,44.712311,44.758501,43.339796,43.735714,16567600,44.047852,-1.52
1999-06-14,43.894088,43.894088,42.811913,42.910892,14136800,44.032793,-1.89
1999-06-15,43.016479,43.808315,42.891105,43.550968,9147800,44.026411,1.49
1999-06-16,44.633135,45.787895,44.580346,45.787895,15060200,44.049742,5.14
1999-06-17,45.18742,46.507146,45.18742,46.29599,16278200,44.079494,1.11
1999-06-18,45.873695,46.639137,45.794512,46.507164,5392800,44.111648,0.46
1999-06-21,46.823894,47.925866,46.744711,47.899471,10565200,44.161818,2.99
1999-06-22,47.615728,48.222802,46.454369,46.454369,10862800,44.192183,-3.02
1999-06-23,46.460956,47.298982,46.164018,47.186806,9607000,44.231847,1.58
1999-06-24,47.167019,47.193414,46.032054,46.249809,14988800,44.258575,-1.99
1999-06-25,46.559934,46.929457,45.768098,46.190411,8635600,44.284162,-0.13
1999-06-28,46.586331,47.351772,46.20361,47.285786,7666200,44.323919,2.37
1999-06-29,47.246203,48.117222,47.008652,47.932461,9000400,44.371714,1.37
1999-06-30,47.978652,50.624704,47.41117,48.671509,19467600,44.428665,1.54
1999-07-01,48.829862,49.278569,47.985238,49.001427,6822600,44.489231,0.68
1999-07-02,48.988251,49.674508,48.988251,49.621719,3302000,44.557211,1.27
1999-07-06,49.885638,50.387134,49.041013,49.304958,8794800,44.620095,-0.64
1999-07-07,49.278566,49.5953,48.935437,49.384144,10520000,44.683195,0.16
1999-07-08,49.384147,50.248568,49.146596,50.04401,11225000,44.7542,1.34
1999-07-09,50.228767,50.598291,49.859244,50.545502,4206800,44.830905,1.0
1999-07-12,50.73027,50.994215,49.991223,50.281563,7816200,44.9031,-0.52
1999-07-13,50.04401,50.228772,49.648092,50.04401,6230000,44.971191,-0.47
1999-07-14,50.545502,50.994209,49.83285,50.895229,6909400,45.049655,1.7
1999-07-15,51.073418,51.363758,50.789677,51.363758,6539800,45.133286,0.92
1999-07-16,51.390153,52.129199,51.370357,51.83886,4913800,45.222101,0.92
1999-07-19,52.050009,52.050009,51.106405,51.310963,6833000,45.302748,-1.02
1999-07-20,50.684087,50.756672,49.199395,49.331367,14837400,45.356108,-3.86
1999-07-21,49.436955,49.997839,49.041037,49.568928,10980400,45.411907,0.48
1999-07-22,49.568913,49.568913,48.170003,48.308575,15148400,45.450273,-2.54
1999-07-23,48.671497,48.876054,47.879661,48.381157,12115000,45.489093,0.15
1999-07-26,47.721319,48.249209,47.114244,47.193428,10720000,45.511667,-2.45
1999-07-27,48.143608,48.882655,47.734493,48.143608,13732800,45.546527,2.01
1999-07-28,48.724298,49.357767,48.097428,49.087223,10161800,45.593423,1.96
1999-07-29,48.170013,48.565931,47.562939,48.03804,13033800,45.625803,-2.14
1999-07-30,48.249175,48.777066,47.727884,47.800468,10947400,45.654606,-0.49
1999-08-02,47.879663,48.829866,47.483745,47.668507,9642400,45.68128,-0.28
1999-08-03,48.321803,48.328402,46.665546,47.358402,13005000,45.703494,-0.65
1999-08-04,47.358367,47.714693,46.460954,46.500546,13227600,45.714051,-1.81
1999-08-05,46.507146,47.239594,45.398576,47.239594,18695200,45.734257,1.59
1999-08-06,46.903082,47.774102,46.401586,46.731518,12392200,45.747465,-1.08
1999-08-09,46.903086,47.035059,46.038665,46.131046,7983400,45.752546,-1.28
1999-08-10,46.005657,46.342187,44.712325,45.715317,16767200,45.752053,-0.9
1999-08-11,46.533538,47.298979,45.834083,47.219795,13101400,45.771493,3.29
1999-08-12,47.404566,47.721301,46.559942,46.66552,12715000,45.783335,-1.17
1999-08-13,47.642118,48.750688,47.562934,48.697899,14342600,45.821938,4.36
1999-08-16,48.671509,49.252189,48.354775,49.087223,11470600,45.865187,0.8
1999-08-17,49.516129,49.568918,48.433954,49.331367,11408400,45.911096,0.5
1999-08-18,49.09383,49.700904,48.592334,48.777096,7035200,45.949057,-1.12
1999-08-19,48.328384,48.671513,47.886275,48.196411,10157800,45.978823,-1.19
1999-08-20,48.249193,48.961845,47.985248,48.961845,6920800,46.018333,1.59
1999-08-23,49.410553,50.519123,49.298376,50.519123,9652000,46.077946,3.18
1999-08-24,50.149599,51.416536,50.05062,50.862251,13891400,46.141315,0.68
1999-08-25,51.178975,52.155572,50.62469,51.944416,11352000,46.218177,2.13
1999-08-26,51.944426,52.129188,51.000822,51.080006,9753000,46.282572,-1.66
1999-08-27,51.462714,51.469313,50.439927,50.571899,9635400,46.339384,-0.99
1999-08-30,50.783061,50.941428,49.72728,49.859253,10141600,46.386005,-1.41
1999-08-31,50.202391,50.730282,49.093821,50.413548,14590400,46.43935,1.11
1999-09-01,50.730272,51.205374,50.413538,50.776463,10752000,46.496795,0.72
1999-09-02,49.832848,50.862235,49.72727,50.598289,14583200,46.55112,-0.35
1999-09-03,52.050009,52.940824,51.865247,52.921028,14195400,46.635489,4.59
1999-09-07,52.815452,53.343343,52.604296,52.683479,9009000,46.715595,-0.45
