Date,equity,cash,rebalanced,spy_value,spy_weight,spy_signal,gld_value,gld_weight,gld_signal,tlt_value,tlt_weight,tlt_signal,drawdown_pct
2004-11-18,10000000,10000000,False,0,0.0,sell,0,0.0,sell,0,0.0,buy,0.0
2004-11-19,9984747,8500021,False,0,0.0,sell,0,0.0,sell,1484726,0.1487,buy,-0.15
2004-11-22,9992486,8500021,False,0,0.0,sell,0,0.0,sell,1492465,0.1494,buy,-0.08
2004-11-23,9994337,8500021,False,0,0.0,sell,0,0.0,sell,1494316,0.1495,buy,-0.06
2004-11-24,9994337,8500021,False,0,0.0,sell,0,0.0,sell,1494316,0.1495,buy,-0.06
2004-11-26,9984578,8500021,False,0,0.0,sell,0,0.0,sell,1484557,0.1487,buy,-0.15
2004-11-29,9968766,8500021,False,0,0.0,sell,0,0.0,sell,1468745,0.1473,buy,-0.31
2004-11-30,9962542,8500021,False,0,0.0,sell,0,0.0,sell,1462521,0.1468,buy,-0.37
2004-12-01,9960261,8500021,False,0,0.0,sell,0,0.0,sell,1460240,0.1466,buy,-0.4
2004-12-02,9954349,8500021,False,0,0.0,sell,0,0.0,sell,1454328,0.1461,buy,-0.46
2004-12-03,9976982,8500021,False,0,0.0,sell,0,0.0,sell,1476961,0.148,buy,-0.23
2004-12-06,9982050,8500021,False,0,0.0,sell,0,0.0,sell,1482030,0.1485,buy,-0.18
2004-12-07,9983910,8500021,False,0,0.0,sell,0,0.0,sell,1483889,0.1486,buy,-0.16
2004-12-08,10007050,8500021,False,0,0.0,sell,0,0.0,sell,1507029,0.1506,buy,0.0
2004-12-09,9997084,8500021,False,0,0.0,sell,0,0.0,sell,1497063,0.1497,buy,-0.1
2004-12-10,10000800,8500021,False,0,0.0,sell,0,0.0,sell,1500779,0.1501,buy,-0.06
2004-12-13,10004010,8500021,False,0,0.0,sell,0,0.0,sell,1503989,0.1503,buy,-0.03
2004-12-14,10009921,8500021,False,0,0.0,sell,0,0.0,sell,1509900,0.1508,buy,0.0
2004-12-15,10023604,8500021,False,0,0.0,sell,0,0.0,sell,1523583,0.152,buy,0.0
2004-12-16,10001137,8500021,False,0,0.0,sell,0,0.0,sell,1501116,0.1501,buy,-0.22
2004-12-17,9999112,8500021,False,0,0.0,sell,0,0.0,sell,1499091,0.1499,buy,-0.24
2004-12-20,10001814,8500021,False,0,0.0,sell,0,0.0,sell,1501793,0.1502,buy,-0.22
2004-12-21,10006374,8500021,False,0,0.0,sell,0,0.0,sell,1506353,0.1505,buy,-0.17
2004-12-22,10001307,8500021,False,0,0.0,sell,0,0.0,sell,1501286,0.1501,buy,-0.22
2004-12-23,9996408,8500021,False,0,0.0,sell,0,0.0,sell,1496387,0.1497,buy,-0.27
