date,asset_id,pre_shares,post_shares,pre_weight_pct,post_weight_pct,pre_value,post_value,delta_shares,delta_value,rebalance_reason
2008-01-17,qld,7239570,0,100.0,0.0,8761428,0,-7239570,-8761428,
2008-01-17,cash,0,0,0.0,100.0,0,8829871,0,8829871,
2010-07-01,qld,15634838,0,100.0,0.0,12078506,0,-15634838,-12078506,
2010-07-01,cash,0,0,0.0,100.0,0,12099385,0,12099385,
2011-08-09,qld,12372686,0,100.0,0.0,13047368,0,-12372686,-13047368,
2011-08-09,cash,0,0,0.0,100.0,0,13322746,0,13322746,
2015-08-25,qld,9898833,0,100.0,0.0,37422963,0,-9898833,-37422963,
2015-08-25,cash,0,0,0.0,100.0,0,39912919,0,39912919,
2016-01-14,qld,8021888,0,100.0,0.0,31958359,0,-8021888,-31958359,
2016-01-14,cash,0,0,0.0,100.0,1,32113329,0,32113328,
2018-11-20,qld,6797440,0,100.0,0.0,62855716,0,-6797440,-62855716,
2018-11-20,cash,0,0,0.0,100.0,2,59795507,0,59795505,
2020-03-13,qld,5396566,0,100.0,0.0,54090126,0,-5396566,-54090126,
2020-03-13,cash,0,0,0.0,100.0,10,59899174,0,59899164,
2022-01-26,qld,4347859,0,100.0,0.0,142877103,0,-4347859,-142877103,
2022-01-26,cash,0,0,0.0,100.0,10,149106334,0,149106324,
2025-04-04,qld,6683033,0,100.0,0.0,272628022,0,-6683033,-272628022,
2025-04-04,cash,0,0,0.0,100.0,20,256458530,0,256458510,
2026-03-30,qld,4850625,0,100.0,0.0,281390484,0,-4850625,-281390484,
2026-03-30,cash,0,0,0.0,100.0,4,285234174,0,285234170,
