Date,equity,cash,is_month_start,rebalanced,rebalance_reason,qld_close,qld_shares,qld_weight,qld_signal_today,qld_pending_intent,qld_pending_reason,qld_pending_delta,qld_executed_intent,qld_exec_side,qld_exec_shares,qld_exec_price
2012-03-01,16569993,0,True,False,,1.6739,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-02,16551859,0,False,False,,1.6721,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-05,16219367,0,False,False,,1.6385,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-06,15894438,0,False,False,,1.6057,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-07,16128693,0,False,False,,1.6294,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-08,16483854,0,False,False,,1.6652,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-09,16622893,0,False,False,,1.6793,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-12,16636494,0,False,False,,1.6807,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-13,17247064,0,False,False,,1.7423,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-14,17381569,0,False,False,,1.7559,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-15,17463185,0,False,False,,1.7642,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-16,17434468,0,False,False,,1.7613,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-19,17708013,0,False,False,,1.7889,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-20,17759398,0,False,False,,1.7941,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-21,17768465,0,False,False,,1.795,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-22,17685344,0,False,False,,1.7866,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-23,17680811,0,False,False,,1.7862,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-26,18286847,0,False,False,,1.8474,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-27,18332184,0,False,False,,1.852,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-28,18187106,0,False,False,,1.8373,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-29,18069211,0,False,False,,1.8254,9898833,1.0,hold,,,0.0,,,0,0.0
2012-03-30,17977023,0,False,False,,1.8161,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-02,18344280,0,True,False,,1.8532,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-03,18347299,0,False,False,,1.8535,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-04,17850081,0,False,False,,1.8033,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-05,18055620,0,False,False,,1.824,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-09,17794162,0,False,False,,1.7976,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-10,17206261,0,False,False,,1.7382,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-11,17387617,0,False,False,,1.7565,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-12,17769979,0,False,False,,1.7952,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-13,17242530,0,False,False,,1.7419,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-16,16875283,0,False,False,,1.7048,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-17,17537238,0,False,False,,1.7716,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-18,17439002,0,False,False,,1.7617,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-19,17079308,0,False,False,,1.7254,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-20,16962937,0,False,False,,1.7136,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-23,16672763,0,False,False,,1.6843,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-24,16473272,0,False,False,,1.6642,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-25,17348329,0,False,False,,1.7526,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-26,17555373,0,False,False,,1.7735,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-27,17763941,0,False,False,,1.7945,9898833,1.0,hold,,,0.0,,,0,0.0
2012-04-30,17514570,0,False,False,,1.7694,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-01,17565955,0,True,False,,1.7745,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-02,17647561,0,False,False,,1.7828,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-03,17280314,0,False,False,,1.7457,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-04,16423402,0,False,False,,1.6591,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-07,16446080,0,False,False,,1.6614,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-08,16322146,0,False,False,,1.6489,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-09,16267733,0,False,False,,1.6434,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-10,16146838,0,False,False,,1.6312,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-11,16155905,0,False,False,,1.6321,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-14,15859683,0,False,False,,1.6022,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-15,15744827,0,False,False,,1.5906,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-16,15530210,0,False,False,,1.5689,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-17,14874313,0,False,False,,1.5026,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-18,14499504,0,False,False,,1.4648,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-21,15279344,0,False,False,,1.5436,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-22,15252132,0,False,False,,1.5408,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-23,15336767,0,False,False,,1.5494,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-24,15137276,0,False,False,,1.5292,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-25,15076824,0,False,False,,1.5231,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-29,15454652,0,False,False,,1.5613,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-30,15203776,0,False,False,,1.5359,9898833,1.0,hold,,,0.0,,,0,0.0
2012-05-31,15073805,0,False,False,,1.5228,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-01,14263743,0,True,False,,1.441,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-04,14475331,0,False,False,,1.4623,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-05,14602274,0,False,False,,1.4752,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-06,15282363,0,False,False,,1.5439,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-07,15146353,0,False,False,,1.5301,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-08,15454652,0,False,False,,1.5613,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-11,14961968,0,False,False,,1.5115,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-12,15279344,0,False,False,,1.5436,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-13,15073805,0,False,False,,1.5228,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-14,15188661,0,False,False,,1.5344,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-15,15560441,0,False,False,,1.5719,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-18,15853645,0,False,False,,1.6016,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-19,16177059,0,False,False,,1.6342,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-20,16222406,0,False,False,,1.6388,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-21,15397219,0,False,False,,1.5555,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-22,15714606,0,False,False,,1.5875,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-25,15104036,0,False,False,,1.5258,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-26,15309575,0,False,False,,1.5466,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-27,15487893,0,False,False,,1.5646,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-28,15155411,0,False,False,,1.531,9898833,1.0,hold,,,0.0,,,0,0.0
2012-06-29,16092424,0,False,False,,1.6257,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-02,16195194,0,True,False,,1.6361,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-03,16461185,0,False,False,,1.6629,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-05,16479320,0,False,False,,1.6648,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-06,16065222,0,False,False,,1.6229,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-09,16019886,0,False,False,,1.6184,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-10,15699480,0,False,False,,1.586,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-11,15518124,0,False,False,,1.5677,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-12,15243075,0,False,False,,1.5399,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-13,15684374,0,False,False,,1.5845,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-16,15605788,0,False,False,,1.5765,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-17,15753894,0,False,False,,1.5915,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-18,16189146,0,False,False,,1.6355,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-19,16539772,0,False,False,,1.6709,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-20,16119636,0,False,False,,1.6284,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-23,15738778,0,False,False,,1.59,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-24,15469768,0,False,False,,1.5628,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-25,15255161,0,False,False,,1.5411,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-26,15648105,0,False,False,,1.5808,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-27,16433983,0,False,False,,1.6602,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-30,16382589,0,False,False,,1.655,9898833,1.0,hold,,,0.0,,,0,0.0
2012-07-31,16355397,0,False,False,,1.6523,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-01,16270762,0,True,False,,1.6437,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-02,16158925,0,False,False,,1.6324,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-03,16754379,0,False,False,,1.6926,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-06,17023390,0,False,False,,1.7197,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-07,17310545,0,False,False,,1.7487,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-08,17277295,0,False,False,,1.7454,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-09,17383084,0,False,False,,1.7561,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-10,17419363,0,False,False,,1.7597,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-13,17494921,0,False,False,,1.7674,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-14,17516084,0,False,False,,1.7695,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-15,17603729,0,False,False,,1.7784,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-16,18014807,0,False,False,,1.8199,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-17,18171981,0,False,False,,1.8358,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-20,18232433,0,False,False,,1.8419,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-21,18093394,0,False,False,,1.8278,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-22,18229424,0,False,False,,1.8416,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-23,17942269,0,False,False,,1.8126,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-24,18147808,0,False,False,,1.8333,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-27,18211279,0,False,False,,1.8397,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-28,18211279,0,False,False,,1.8397,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-29,18208260,0,False,False,,1.8394,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-30,17845547,0,False,False,,1.8028,9898833,1.0,hold,,,0.0,,,0,0.0
2012-08-31,18096423,0,False,False,,1.8281,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-04,18051086,0,True,False,,1.8236,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-05,18005750,0,False,False,,1.819,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-06,18794647,0,False,False,,1.8987,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-07,18743262,0,False,False,,1.8935,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-10,18277780,0,False,False,,1.8465,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-11,18217327,0,False,False,,1.8404,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-12,18332184,0,False,False,,1.852,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-13,18800685,0,False,False,,1.8993,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-14,19154341,0,False,False,,1.935,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-17,19166428,0,False,False,,1.9362,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-18,19202707,0,False,False,,1.9399,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-19,19263159,0,False,False,,1.946,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-20,19232928,0,False,False,,1.9429,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-21,19248034,0,False,False,,1.9445,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-24,18994138,0,False,False,,1.9188,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-25,18471233,0,False,False,,1.866,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-26,18184077,0,False,False,,1.837,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-27,18673743,0,False,False,,1.8865,9898833,1.0,hold,,,0.0,,,0,0.0
2012-09-28,18386598,0,False,False,,1.8575,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-01,18301962,0,True,False,,1.8489,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-02,18428915,0,False,False,,1.8617,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-03,18637464,0,False,False,,1.8828,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-04,18776513,0,False,False,,1.8968,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-05,18567954,0,False,False,,1.8758,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-08,18253597,0,False,False,,1.844,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-09,17676277,0,False,False,,1.7857,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-10,17494921,0,False,False,,1.7674,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-11,17358901,0,False,False,,1.7536,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-12,17349833,0,False,False,,1.7527,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-15,17594671,0,False,False,,1.7774,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-16,18105490,0,False,False,,1.8291,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-17,18093394,0,False,False,,1.8278,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-18,17679306,0,False,False,,1.786,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-19,16826927,0,False,False,,1.6999,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-22,17008284,0,False,False,,1.7182,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-23,16669744,0,False,False,,1.684,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-24,16524667,0,False,False,,1.6694,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-25,16545820,0,False,False,,1.6715,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-26,16642542,0,False,False,,1.6813,9898833,1.0,hold,,,0.0,,,0,0.0
2012-10-31,16433983,0,False,False,,1.6602,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-01,16905514,0,True,False,,1.7078,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-02,16500484,0,False,False,,1.6669,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-05,16754379,0,False,False,,1.6926,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-06,16826927,0,False,False,,1.6999,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-07,16019886,0,False,False,,1.6184,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-08,15548355,0,False,False,,1.5707,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-09,15666240,0,False,False,,1.5826,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-12,15639028,0,False,False,,1.5799,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-13,15442566,0,False,False,,1.56,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-14,15061718,0,False,False,,1.5216,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-15,14949871,0,False,False,,1.5103,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-16,15076824,0,False,False,,1.5231,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-19,15802250,0,False,False,,1.5964,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-20,15811327,0,False,False,,1.5973,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-21,15886885,0,False,False,,1.6049,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-23,16358416,0,False,False,,1.6526,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-26,16521638,0,False,False,,1.669,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-27,16391666,0,False,False,,1.6559,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-28,16672763,0,False,False,,1.6843,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-29,16869245,0,False,False,,1.7042,9898833,1.0,hold,,,0.0,,,0,0.0
2012-11-30,16829937,0,False,False,,1.7002,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-03,16772514,0,True,False,,1.6944,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-04,16702994,0,False,False,,1.6874,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-05,16352368,0,False,False,,1.6519,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-06,16560936,0,False,False,,1.673,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-07,16361445,0,False,False,,1.6529,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-10,16464214,0,False,False,,1.6632,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-11,16896437,0,False,False,,1.7069,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-12,16805764,0,False,False,,1.6978,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-13,16548849,0,False,False,,1.6718,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-14,16240540,0,False,False,,1.6407,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-17,16684859,0,False,False,,1.6855,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-18,17177554,0,False,False,,1.7353,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-19,17026419,0,False,False,,1.72,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-20,17014322,0,False,False,,1.7188,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-21,16678811,0,False,False,,1.6849,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-24,16588138,0,False,False,,1.6758,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-26,16325383,0,False,False,,1.6492,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-27,16264842,0,False,False,,1.6431,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-28,15946991,0,False,False,,1.611,9898833,1.0,hold,,,0.0,,,0,0.0
2012-12-31,16591781,0,False,False,,1.6761,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-02,17663379,0,True,False,,1.7844,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-03,17499919,0,False,False,,1.7679,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-04,17372779,0,False,False,,1.755,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-07,17406079,0,False,False,,1.7584,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-08,17357634,0,False,False,,1.7535,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-09,17436339,0,False,False,,1.7615,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-10,17651273,0,False,False,,1.7832,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-11,17708785,0,False,False,,1.789,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-14,17542296,0,False,False,,1.7722,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-15,17375798,0,False,False,,1.7553,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-16,17508997,0,False,False,,1.7688,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-17,17669437,0,False,False,,1.785,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-18,17605867,0,False,False,,1.7786,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-22,17669437,0,False,False,,1.785,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-23,17845013,0,False,False,,1.8027,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-24,17378837,0,False,False,,1.7556,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-25,17554403,0,False,False,,1.7734,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-28,17627050,0,False,False,,1.7807,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-29,17560461,0,False,False,,1.774,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-30,17575596,0,False,False,,1.7755,9898833,1.0,hold,,,0.0,,,0,0.0
2013-01-31,17472668,0,False,False,,1.7651,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-01,17881341,0,True,False,,1.8064,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-04,17254715,0,False,False,,1.7431,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-05,17790519,0,False,False,,1.7972,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-06,17657331,0,False,False,,1.7838,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-07,17693659,0,False,False,,1.7874,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-08,18053878,0,False,False,,1.8238,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-11,18056917,0,False,False,,1.8241,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-12,17908573,0,False,False,,1.8092,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-13,18035714,0,False,False,,1.822,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-14,18014540,0,False,False,,1.8199,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-15,17926747,0,False,False,,1.811,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-19,18177999,0,False,False,,1.8364,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-20,17617973,0,False,False,,1.7798,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-21,17239590,0,False,False,,1.7416,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-22,17581644,0,False,False,,1.7761,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-25,17142710,0,False,False,,1.7318,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-26,17266822,0,False,False,,1.7443,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-27,17614954,0,False,False,,1.7795,9898833,1.0,hold,,,0.0,,,0,0.0
2013-02-28,17557432,0,False,False,,1.7737,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-01,17699717,0,True,False,,1.7881,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-04,17863177,0,False,False,,1.8046,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-05,18402010,0,False,False,,1.859,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-06,18299092,0,False,False,,1.8486,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-07,18402010,0,False,False,,1.859,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-08,18423193,0,False,False,,1.8611,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-11,18550334,0,False,False,,1.874,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-12,18420164,0,False,False,,1.8608,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-13,18356594,0,False,False,,1.8544,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-14,18486764,0,False,False,,1.8676,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-15,18383846,0,False,False,,1.8572,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-18,18286976,0,False,False,,1.8474,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-19,18235512,0,False,False,,1.8422,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-20,18463343,0,False,False,,1.8652,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-21,18072003,0,False,False,,1.8257,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-22,18408731,0,False,False,,1.8597,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-25,18266158,0,False,False,,1.8453,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-26,18478518,0,False,False,,1.8667,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-27,18524023,0,False,False,,1.8713,9898833,1.0,hold,,,0.0,,,0,0.0
2013-03-28,18624140,0,False,False,,1.8814,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-01,18357168,0,True,False,,1.8545,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-02,18648412,0,False,False,,1.8839,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-03,18308624,0,False,False,,1.8496,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-04,18323799,0,False,False,,1.8511,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-05,18011323,0,False,False,,1.8195,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-08,18205479,0,False,False,,1.8392,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-09,18436042,0,False,False,,1.8624,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-10,19164141,0,False,False,,1.936,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-11,19127743,0,False,False,,1.9323,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-12,19112568,0,False,False,,1.9308,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-15,18363236,0,False,False,,1.8551,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-16,18854703,0,False,False,,1.9047,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-17,18117498,0,False,False,,1.8303,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-18,17607827,0,False,False,,1.7788,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-19,18096275,0,False,False,,1.8281,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-22,18445139,0,False,False,,1.8634,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-23,18803121,0,False,False,,1.8995,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-24,18787965,0,False,False,,1.898,9898833,1.0,hold,,,0.0,,,0,0.0
2013-04-25,18988189,0,False,False,,1.9182,9898833,1.0,hold,,,0.0,,,0,0.0
