Date,Open,High,Low,Close,ma_100
1999-03-10,43.0797,43.1061,42.3688,43.0271,
1999-03-11,43.343,43.5932,42.3951,43.2377,
1999-03-12,43.0797,43.1061,41.8421,42.1844,
1999-03-15,42.5004,43.4484,42.0528,43.3957,
1999-03-16,43.58,43.9487,43.1061,43.7644,
1999-03-17,43.7644,43.817,43.3167,43.4484,
1999-03-18,43.3957,44.3173,43.3825,44.291,
1999-03-19,44.8703,44.8703,43.1324,43.1587,
1999-03-22,43.343,43.4484,42.5531,42.6321,
1999-03-23,42.3951,42.5531,41.0521,41.1311,
1999-03-24,41.4998,42.5531,40.8678,42.5267,
1999-03-25,43.185,44.0803,42.902,44.0803,
1999-03-26,43.7117,44.212,43.422,43.6064,
1999-03-29,44.133,45.2126,43.8697,45.1863,
1999-03-30,45.1336,45.5023,44.686,44.8703,
1999-03-31,45.6076,45.6603,44.0803,44.212,
1999-04-01,45.5023,45.5549,44.3963,45.1336,
1999-04-05,45.8644,46.8321,45.5813,46.7663,
1999-04-06,46.7136,47.3719,46.3186,46.8584,
1999-04-07,47.2929,47.3982,45.3706,46.3713,
1999-04-08,46.2923,46.9637,45.3443,46.7399,
1999-04-09,46.6609,47.1349,46.5293,47.0296,
1999-04-12,45.9236,47.0295,45.8709,46.7136,
1999-04-13,47.0032,47.1086,45.713,46.0816,
1999-04-14,46.6609,46.7136,44.2449,44.5017,
1999-04-15,44.6597,45.1797,43.0797,45.1073,
1999-04-16,45.002,45.002,43.5537,43.7907,
1999-04-19,44.0804,44.449,41.2957,41.7368,
1999-04-20,41.5524,43.0271,41.1575,42.6847,
1999-04-21,43.0797,44.8177,42.5004,44.7913,
1999-04-22,45.2126,46.1343,44.9164,46.0026,
1999-04-23,45.7656,46.9506,45.2917,46.6083,
1999-04-26,46.9242,48.0302,46.7728,47.6813,
1999-04-27,48.0302,48.2672,46.3515,46.9506,
1999-04-28,46.5556,46.7136,45.1402,45.3443,
1999-04-29,45.1336,45.397,44.0277,44.9757,
1999-04-30,45.6076,45.8446,43.659,45.2653,
1999-05-03,45.1336,45.318,44.2713,45.0283,
1999-05-04,45.1073,45.8183,44.054,44.3173,
1999-05-05,44.3437,45.6603,43.0007,45.6603,
1999-05-06,45.239,45.634,43.58,44.0013,
1999-05-07,44.3963,44.765,43.4484,44.6333,
1999-05-10,44.923,45.3838,44.3964,45.081,
1999-05-11,45.4496,46.029,45.1863,45.792,
1999-05-12,46.0026,46.8979,44.6597,46.7399,
1999-05-13,47.1086,47.1876,45.6603,45.871,
1999-05-14,44.9756,45.5023,44.6597,45.002,
1999-05-17,44.607,45.95,44.1659,45.8117,
1999-05-18,45.7656,46.0289,45.081,45.6076,
1999-05-19,45.792,46.2659,45.081,46.2396,
1999-05-20,46.3384,46.3384,44.8967,44.9691,
1999-05-21,45.1073,45.239,44.3173,44.5543,
1999-05-24,44.6333,44.7123,43.1324,43.4221,
1999-05-25,43.3694,44.0014,41.8158,42.0001,
1999-05-26,42.5531,43.343,41.2365,43.1719,
1999-05-27,43.0007,43.7578,42.4477,43.1324,
1999-05-28,43.3957,44.0804,42.8427,43.8434,
1999-06-01,43.7644,43.975,42.6321,42.8691,
1999-06-02,42.8427,43.817,41.7697,43.5932,
1999-06-03,43.9224,43.9224,42.7111,42.9744,
1999-06-04,43.2904,44.4424,43.2904,44.291,
1999-06-07,44.6004,45.4957,44.5017,45.2126,
1999-06-08,45.318,45.5286,43.8499,44.0803,
1999-06-09,44.2383,44.9427,44.212,44.8176,
1999-06-10,44.3437,44.607,43.7709,44.3042,
1999-06-11,44.607,44.6531,43.2377,43.6327,
1999-06-14,43.7907,43.7907,42.7111,42.8098,
1999-06-15,42.9151,43.7051,42.7901,43.4484,
1999-06-16,44.528,45.68,44.4753,45.68,
1999-06-17,45.081,46.3976,45.081,46.1869,
1999-06-18,45.7656,46.5293,45.6866,46.3976,
1999-06-21,46.7136,47.813,46.6346,47.7866,
1999-06-22,47.5036,48.1092,46.3449,46.3449,
1999-06-23,46.3515,47.1876,46.0553,47.0756,
1999-06-24,47.0559,47.0823,45.9236,46.1409,
1999-06-25,46.4503,46.8189,45.6603,46.0816,
1999-06-28,46.4766,47.2402,46.0948,47.1744,
1999-06-29,47.1349,48.0039,46.8979,47.8195,
1999-06-30,47.8656,50.5054,47.2995,48.5568,
1999-07-01,48.7148,49.1625,47.8722,48.886,
1999-07-02,48.8728,49.5575,48.8728,49.5048,
1999-07-06,49.7681,50.2684,48.9255,49.1888,
1999-07-07,49.1625,49.4785,48.8202,49.2678,
1999-07-08,49.2678,50.1302,49.0308,49.9261,
